source,target,type,weight,a,b,c,signal
0,1,Undirected,-0.00060000,276,10,0,neg
0,2,Undirected,-0.00060000,240,41,5,neg
0,3,Undirected,-0.00140000,243,37,6,neg
0,4,Undirected,0.00040000,224,54,8,pos
0,5,Undirected,0.00130000,276,10,0,pos
0,6,Undirected,0.00080000,276,10,0,pos
0,7,Undirected,0.00040000,192,85,9,pos
0,8,Undirected,-0.00070000,269,17,0,neg
0,9,Undirected,-0.00130000,184,92,10,neg
0,10,Undirected,-0.00070000,214,63,9,neg
0,11,Undirected,-0.00110000,276,10,0,neg
0,12,Undirected,0.00020000,149,127,10,pos
0,13,Undirected,-0.00260000,196,81,9,neg
0,14,Undirected,-0.00140000,162,115,9,neg
0,15,Undirected,-0.00020000,55,221,10,neg
0,16,Undirected,-0.00020000,140,136,10,neg
0,17,Undirected,-0.00120000,191,86,9,neg
0,18,Undirected,0.00250000,222,54,10,pos
0,19,Undirected,0.00220000,183,94,9,pos
0,20,Undirected,-0.00370000,175,101,10,neg
0,21,Undirected,-0.00040000,163,113,10,neg
0,22,Undirected,-0.00110000,203,73,10,neg
0,23,Undirected,0.00050000,229,47,10,pos
0,24,Undirected,-0.00020000,101,175,10,neg
0,25,Undirected,-0.00120000,197,79,10,neg
0,26,Undirected,0.00080000,154,122,10,pos
0,27,Undirected,-0.00130000,67,209,10,neg
0,28,Undirected,0.00250000,214,62,10,pos
0,29,Undirected,-0.00030000,125,151,10,neg
0,30,Undirected,0.00030000,213,64,9,pos
0,31,Undirected,-0.00030000,159,119,8,neg
0,32,Undirected,0.00070000,192,84,10,pos
0,33,Undirected,0.00030000,115,161,10,pos
0,34,Undirected,-0.00050000,202,74,10,neg
0,35,Undirected,-0.00130000,195,81,10,neg
0,36,Undirected,-0.00040000,226,52,8,neg
0,37,Undirected,-0.00120000,174,102,10,neg
0,38,Undirected,-0.00010000,231,46,9,neg
0,39,Undirected,0.00150000,142,135,9,pos
0,40,Undirected,0.00040000,204,72,10,pos
0,41,Undirected,0.00110000,177,99,10,pos
0,42,Undirected,-0.00020000,210,66,10,neg
0,43,Undirected,-0.00020000,147,129,10,neg
0,44,Undirected,0.00070000,185,91,10,pos
0,45,Undirected,-0.00280000,241,35,10,neg
0,46,Undirected,-0.00140000,207,70,9,neg
0,47,Undirected,-0.00200000,178,98,10,neg
0,48,Undirected,-0.00110000,102,174,10,neg
0,49,Undirected,-0.00210000,217,59,10,neg
0,50,Undirected,0.00200000,177,99,10,pos
0,51,Undirected,-0.00020000,232,44,10,neg
0,52,Undirected,0.00210000,176,101,9,pos
0,53,Undirected,-0.00210000,168,108,10,neg
0,54,Undirected,0.00080000,189,87,10,pos
0,55,Undirected,-0.00050000,224,57,5,neg
0,56,Undirected,0.00340000,210,66,10,pos
0,57,Undirected,0.00220000,42,234,10,pos
0,58,Undirected,-0.00050000,164,112,10,neg
0,59,Undirected,-0.00280000,41,235,10,neg
0,60,Undirected,-0.00320000,198,78,10,neg
0,61,Undirected,-0.00050000,229,51,6,neg
0,62,Undirected,-0.00180000,210,66,10,neg
0,63,Undirected,-0.00020000,213,64,9,neg
0,64,Undirected,-0.00310000,49,227,10,neg
0,65,Undirected,0.00190000,199,78,9,pos
0,66,Undirected,0.00100000,241,36,9,pos
0,67,Undirected,-0.00100000,170,106,10,neg
0,68,Undirected,0.00150000,181,95,10,pos
0,69,Undirected,0.00010000,204,72,10,pos
0,70,Undirected,0.00000000,170,106,10,pos
0,71,Undirected,-0.00060000,254,25,7,neg
0,72,Undirected,0.00110000,220,61,5,pos
0,73,Undirected,-0.00080000,250,27,9,neg
0,74,Undirected,-0.00120000,250,33,3,neg
0,75,Undirected,-0.00160000,185,91,10,neg
0,76,Undirected,0.00010000,140,136,10,pos
0,77,Undirected,-0.00040000,247,30,9,neg
0,78,Undirected,0.00160000,47,229,10,pos
0,79,Undirected,-0.00160000,233,45,8,neg
0,80,Undirected,-0.00400000,151,125,10,neg
0,81,Undirected,-0.00030000,246,31,9,neg
0,82,Undirected,0.00200000,73,203,10,pos
0,83,Undirected,0.00080000,270,10,6,pos
0,84,Undirected,0.00210000,231,47,8,pos
0,85,Undirected,-0.00200000,164,114,8,neg
0,86,Undirected,0.00050000,261,22,3,pos
0,87,Undirected,0.00260000,225,52,9,pos
0,88,Undirected,-0.00030000,138,138,10,neg
0,89,Undirected,-0.00130000,168,109,9,neg
0,90,Undirected,-0.00050000,183,93,10,neg
0,91,Undirected,0.00070000,260,21,5,pos
0,92,Undirected,0.00180000,240,37,9,pos
0,93,Undirected,-0.00120000,191,85,10,neg
0,94,Undirected,-0.00060000,222,54,10,neg
0,95,Undirected,0.00030000,221,56,9,pos
0,96,Undirected,-0.00000000,218,58,10,pos
0,97,Undirected,-0.00050000,185,91,10,neg
0,98,Undirected,0.00100000,223,53,10,pos
0,99,Undirected,0.00010000,102,174,10,pos
0,100,Undirected,0.00080000,202,74,10,pos
0,101,Undirected,-0.00010000,146,131,9,neg
0,102,Undirected,-0.00090000,208,68,10,neg
0,103,Undirected,-0.00120000,172,104,10,neg
0,104,Undirected,0.00210000,175,101,10,pos
0,105,Undirected,-0.00160000,203,73,10,neg
0,106,Undirected,-0.00040000,81,195,10,neg
0,107,Undirected,0.00030000,259,20,7,pos
0,108,Undirected,0.00020000,32,244,10,pos
0,109,Undirected,-0.00060000,193,86,7,neg
0,110,Undirected,-0.00090000,111,165,10,neg
0,111,Undirected,0.00050000,193,83,10,pos
0,112,Undirected,-0.00310000,115,162,9,neg
0,113,Undirected,-0.00260000,216,60,10,neg
0,114,Undirected,0.00010000,244,34,8,pos
0,115,Undirected,-0.00050000,216,61,9,neg
0,116,Undirected,-0.00230000,216,61,9,neg
0,117,Undirected,-0.00190000,240,40,6,neg
0,118,Undirected,-0.00110000,175,101,10,neg
0,119,Undirected,-0.00050000,218,59,9,neg
0,120,Undirected,-0.00130000,260,23,3,neg
0,121,Undirected,0.00070000,253,30,3,pos
0,122,Undirected,-0.00080000,272,13,1,neg
0,123,Undirected,-0.00130000,191,85,10,neg
0,124,Undirected,-0.00070000,115,161,10,neg
0,125,Undirected,-0.00030000,276,10,0,neg
0,126,Undirected,-0.00110000,253,27,6,neg
0,127,Undirected,-0.00050000,265,16,5,neg
0,128,Undirected,-0.00230000,200,76,10,neg
0,129,Undirected,-0.00170000,264,17,5,neg
0,130,Undirected,0.00010000,276,9,1,pos
0,131,Undirected,0.00110000,194,83,9,pos
0,132,Undirected,-0.00220000,271,12,3,neg
0,133,Undirected,-0.00280000,232,44,10,neg
0,134,Undirected,-0.00010000,266,15,5,neg
0,135,Undirected,0.00000000,216,60,10,pos
0,136,Undirected,-0.00190000,247,31,8,neg
0,137,Undirected,-0.00120000,272,12,2,neg
0,138,Undirected,0.00230000,267,16,3,pos
0,139,Undirected,-0.00100000,129,147,10,neg
0,140,Undirected,-0.00050000,266,15,5,neg
0,141,Undirected,0.00060000,253,28,5,pos
0,142,Undirected,-0.00230000,268,12,6,neg
0,143,Undirected,0.00040000,274,11,1,pos
0,144,Undirected,0.00110000,276,10,0,pos
0,145,Undirected,-0.00140000,275,10,1,neg
0,146,Undirected,-0.00010000,219,59,8,neg
0,147,Undirected,-0.00130000,275,9,2,neg
0,148,Undirected,-0.00170000,205,74,7,neg
0,149,Undirected,-0.00150000,257,22,7,neg
0,150,Undirected,-0.00150000,261,21,4,neg
0,151,Undirected,-0.00090000,271,12,3,neg
0,152,Undirected,0.00000000,105,171,10,pos
0,153,Undirected,-0.00180000,159,117,10,neg
0,154,Undirected,0.00080000,139,138,9,pos
0,155,Undirected,-0.00140000,207,69,10,neg
0,156,Undirected,-0.00190000,112,164,10,neg
0,157,Undirected,-0.00050000,245,36,5,neg
0,158,Undirected,-0.00070000,217,62,7,neg
1,2,Undirected,0.00200000,245,41,0,pos
1,3,Undirected,-0.00170000,247,39,0,neg
1,4,Undirected,0.00050000,226,60,0,pos
1,5,Undirected,-0.00100000,286,0,0,neg
1,6,Undirected,0.00000000,286,0,0,pos
1,7,Undirected,-0.00090000,193,93,0,neg
1,8,Undirected,0.00010000,279,7,0,pos
1,9,Undirected,-0.00140000,184,102,0,neg
1,10,Undirected,-0.00340000,215,71,0,neg
1,11,Undirected,0.00030000,286,0,0,pos
1,12,Undirected,0.00080000,149,137,0,pos
1,13,Undirected,0.00000000,197,89,0,pos
1,14,Undirected,-0.00150000,163,123,0,neg
1,15,Undirected,-0.00200000,55,231,0,neg
1,16,Undirected,-0.00380000,140,146,0,neg
1,17,Undirected,-0.00000000,192,94,0,pos
1,18,Undirected,-0.00070000,222,64,0,neg
1,19,Undirected,0.00000000,184,102,0,pos
1,20,Undirected,-0.00120000,175,111,0,neg
1,21,Undirected,-0.00220000,163,123,0,neg
1,22,Undirected,-0.00210000,203,83,0,neg
1,23,Undirected,-0.00020000,229,57,0,neg
1,24,Undirected,0.00200000,101,185,0,pos
1,25,Undirected,-0.00090000,197,89,0,neg
1,26,Undirected,-0.00070000,154,132,0,neg
1,27,Undirected,-0.00220000,67,219,0,neg
1,28,Undirected,0.00030000,214,72,0,pos
1,29,Undirected,-0.00260000,125,161,0,neg
1,30,Undirected,-0.00030000,214,72,0,neg
1,31,Undirected,0.00000000,161,125,0,pos
1,32,Undirected,0.00040000,192,94,0,pos
1,33,Undirected,-0.00070000,115,171,0,neg
1,34,Undirected,-0.00020000,202,84,0,neg
1,35,Undirected,0.00120000,195,91,0,pos
1,36,Undirected,-0.00080000,228,58,0,neg
1,37,Undirected,-0.00050000,174,112,0,neg
1,38,Undirected,0.00160000,232,54,0,pos
1,39,Undirected,-0.00020000,143,143,0,neg
1,40,Undirected,0.00040000,204,82,0,pos
1,41,Undirected,-0.00020000,177,109,0,neg
1,42,Undirected,-0.00150000,210,76,0,neg
1,43,Undirected,-0.00200000,147,139,0,neg
1,44,Undirected,-0.00050000,185,101,0,neg
1,45,Undirected,-0.00260000,241,45,0,neg
1,46,Undirected,-0.00140000,208,78,0,neg
1,47,Undirected,-0.00000000,178,108,0,pos
1,48,Undirected,-0.00060000,102,184,0,neg
1,49,Undirected,0.00090000,217,69,0,pos
1,50,Undirected,0.00180000,177,109,0,pos
1,51,Undirected,0.00150000,232,54,0,pos
1,52,Undirected,-0.00140000,177,109,0,neg
1,53,Undirected,-0.00330000,168,118,0,neg
1,54,Undirected,0.00300000,189,97,0,pos
1,55,Undirected,0.00130000,229,57,0,pos
1,56,Undirected,-0.00200000,210,76,0,neg
1,57,Undirected,0.00060000,42,244,0,pos
1,58,Undirected,0.00010000,164,122,0,pos
1,59,Undirected,-0.00170000,41,245,0,neg
1,60,Undirected,-0.00230000,198,88,0,neg
1,61,Undirected,-0.00020000,233,53,0,neg
1,62,Undirected,-0.00090000,210,76,0,neg
1,63,Undirected,0.00020000,214,72,0,pos
1,64,Undirected,0.00020000,49,237,0,pos
1,65,Undirected,-0.00040000,200,86,0,neg
1,66,Undirected,-0.00130000,242,44,0,neg
1,67,Undirected,-0.00280000,170,116,0,neg
1,68,Undirected,-0.00130000,181,105,0,neg
1,69,Undirected,-0.00040000,204,82,0,neg
1,70,Undirected,0.00050000,170,116,0,pos
1,71,Undirected,-0.00170000,257,29,0,neg
1,72,Undirected,-0.00340000,225,61,0,neg
1,73,Undirected,-0.00160000,251,35,0,neg
1,74,Undirected,-0.00070000,257,29,0,neg
1,75,Undirected,0.00070000,185,101,0,pos
1,76,Undirected,0.00080000,140,146,0,pos
1,77,Undirected,0.00190000,248,38,0,pos
1,78,Undirected,-0.00090000,47,239,0,neg
1,79,Undirected,-0.00190000,235,51,0,neg
1,80,Undirected,-0.00310000,151,135,0,neg
1,81,Undirected,-0.00030000,247,39,0,neg
1,82,Undirected,-0.00000000,73,213,0,pos
1,83,Undirected,-0.00120000,274,12,0,neg
1,84,Undirected,0.00130000,233,53,0,pos
1,85,Undirected,-0.00020000,166,120,0,neg
1,86,Undirected,0.00240000,268,18,0,pos
1,87,Undirected,-0.00270000,226,60,0,neg
1,88,Undirected,-0.00130000,138,148,0,neg
1,89,Undirected,-0.00190000,169,117,0,neg
1,90,Undirected,0.00200000,183,103,0,pos
1,91,Undirected,-0.00040000,265,21,0,neg
1,92,Undirected,-0.00120000,241,45,0,neg
1,93,Undirected,0.00090000,191,95,0,pos
1,94,Undirected,0.00030000,222,64,0,pos
1,95,Undirected,0.00300000,222,64,0,pos
1,96,Undirected,-0.00270000,218,68,0,neg
1,97,Undirected,0.00040000,185,101,0,pos
1,98,Undirected,-0.00250000,223,63,0,neg
1,99,Undirected,-0.00140000,102,184,0,neg
1,100,Undirected,-0.00310000,202,84,0,neg
1,101,Undirected,0.00240000,147,139,0,pos
1,102,Undirected,0.00090000,208,78,0,pos
1,103,Undirected,0.00120000,172,114,0,pos
1,104,Undirected,-0.00070000,175,111,0,neg
1,105,Undirected,-0.00280000,203,83,0,neg
1,106,Undirected,-0.00380000,81,205,0,neg
1,107,Undirected,0.00030000,262,24,0,pos
1,108,Undirected,-0.00180000,32,254,0,neg
1,109,Undirected,-0.00060000,196,90,0,neg
1,110,Undirected,-0.00080000,111,175,0,neg
1,111,Undirected,0.00140000,193,93,0,pos
1,112,Undirected,0.00010000,116,170,0,pos
1,113,Undirected,-0.00060000,216,70,0,neg
1,114,Undirected,-0.00020000,246,40,0,neg
1,115,Undirected,0.00170000,217,69,0,pos
1,116,Undirected,-0.00060000,217,69,0,neg
1,117,Undirected,0.00130000,244,42,0,pos
1,118,Undirected,-0.00170000,175,111,0,neg
1,119,Undirected,-0.00080000,219,67,0,neg
1,120,Undirected,-0.00070000,267,19,0,neg
1,121,Undirected,0.00200000,260,26,0,pos
1,122,Undirected,-0.00170000,281,5,0,neg
1,123,Undirected,0.00200000,191,95,0,pos
1,124,Undirected,0.00210000,115,171,0,pos
1,125,Undirected,-0.00200000,286,0,0,neg
1,126,Undirected,-0.00110000,257,29,0,neg
1,127,Undirected,-0.00020000,270,16,0,neg
1,128,Undirected,0.00010000,200,86,0,pos
1,129,Undirected,0.00060000,269,17,0,pos
1,130,Undirected,-0.00030000,285,1,0,neg
1,131,Undirected,0.00060000,195,91,0,pos
1,132,Undirected,-0.00060000,278,8,0,neg
1,133,Undirected,0.00050000,232,54,0,pos
1,134,Undirected,-0.00150000,271,15,0,neg
1,135,Undirected,0.00110000,216,70,0,pos
1,136,Undirected,0.00050000,249,37,0,pos
1,137,Undirected,-0.00060000,280,6,0,neg
1,138,Undirected,0.00160000,274,12,0,pos
1,139,Undirected,-0.00030000,129,157,0,neg
1,140,Undirected,-0.00100000,271,15,0,neg
1,141,Undirected,-0.00140000,258,28,0,neg
1,142,Undirected,0.00010000,272,14,0,pos
1,143,Undirected,0.00020000,283,3,0,pos
1,144,Undirected,-0.00560000,286,0,0,neg
1,145,Undirected,-0.00180000,284,2,0,neg
1,146,Undirected,0.00080000,221,65,0,pos
1,147,Undirected,-0.00060000,283,3,0,neg
1,148,Undirected,0.00050000,208,78,0,pos
1,149,Undirected,0.00080000,260,26,0,pos
1,150,Undirected,-0.00050000,267,19,0,neg
