source,target,type,weight,a,b,c,signal
0,1,Undirected,-0.01960000,4,0,0,neg
0,2,Undirected,-0.00130000,2,2,0,neg
0,3,Undirected,-0.03070000,3,1,0,neg
0,4,Undirected,-0.03180000,3,1,0,neg
0,5,Undirected,0.00930000,4,0,0,pos
0,6,Undirected,0.00950000,4,0,0,pos
0,7,Undirected,-0.01760000,3,1,0,neg
0,8,Undirected,0.01410000,3,1,0,pos
0,9,Undirected,-0.02910000,2,2,0,neg
0,10,Undirected,-0.02360000,3,1,0,neg
0,11,Undirected,-0.02400000,4,0,0,neg
0,12,Undirected,-0.02580000,1,3,0,neg
0,13,Undirected,-0.01710000,2,2,0,neg
0,14,Undirected,-0.03210000,2,2,0,neg
0,15,Undirected,-0.02490000,2,2,0,neg
0,16,Undirected,-0.01900000,2,2,0,neg
0,17,Undirected,-0.02130000,4,0,0,neg
0,18,Undirected,-0.01060000,1,3,0,neg
0,19,Undirected,0.00850000,1,3,0,pos
0,20,Undirected,-0.00750000,2,2,0,neg
0,21,Undirected,0.00850000,1,3,0,pos
0,22,Undirected,-0.02740000,4,0,0,neg
0,23,Undirected,-0.01900000,1,3,0,neg
0,24,Undirected,-0.01050000,2,2,0,neg
0,25,Undirected,-0.01550000,1,3,0,neg
0,26,Undirected,0.00720000,4,0,0,pos
0,27,Undirected,-0.04050000,1,3,0,neg
0,28,Undirected,0.01520000,2,2,0,pos
0,29,Undirected,-0.00960000,1,3,0,neg
0,30,Undirected,0.00760000,1,3,0,pos
0,31,Undirected,-0.02040000,2,2,0,neg
0,32,Undirected,0.00170000,2,2,0,pos
0,33,Undirected,0.00820000,1,3,0,pos
0,34,Undirected,-0.03380000,3,1,0,neg
0,35,Undirected,-0.02900000,1,3,0,neg
0,36,Undirected,-0.00920000,4,0,0,neg
0,37,Undirected,0.00910000,2,2,0,pos
0,38,Undirected,-0.02360000,1,3,0,neg
0,39,Undirected,0.00140000,2,2,0,pos
0,40,Undirected,-0.00700000,1,3,0,neg
0,41,Undirected,-0.01130000,1,3,0,neg
