#OTU ID	mgm4533635	mgm4546120	mgm4546121	mgm4604227	mgm4654798	mgm4663010
Candidatus.Daviesbacteria	3.76903019674338e-05	5.43140140031403e-05	2.7213317420022e-05	0.000381056771656	0.0003961015270756	0.0001610792308466
Candidatus.Curtissbacteria	3.45116018015056e-05	3.9501101093193e-05	1.24403736777243e-05	0.0001727973177729	0.0002814405587116	0.0001297582692931
Candidatus.Shapirobacteria	4.58641023941061e-05	5.92516516397895e-05	6.22018683886217e-06	0.0002301815016602	0.0007192369833741	0.0002013490385583
Candidatus.Beckwithbacteria	7.08396036978273e-05	2.46881881832456e-05	4.27637845171774e-05	0.0001115445372191	0.0001563558659509	0.0001230466346745
Candidatus.Amesbacteria	1.54394008059367e-05	2.34537787740833e-05	3.88761677428886e-06	1.48296205551436e-05	0.0001355084171574	9.1725673121022e-05
Candidatus.Chisholmbacteria	7.71970040296836e-06	7.40645645497368e-06	7.77523354857772e-07	2.19220477771688e-05	6.25423463803617e-05	3.57953846325939e-05
Candidatus.Collierbacteria	3.99608020859539e-05	2.2219369364921e-05	5.4426634840044e-06	0.0001489409716625	6.25423463803617e-05	3.80325961721311e-05
Candidatus.Woykebacteria	2.0888601090385e-05	2.2219369364921e-05	3.88761677428886e-06	0.0003301202488797	0.0003648303538854	0.0001118605769768
Candidatus.Pacebacteria	1.68017008770488e-05	4.56731481390044e-05	1.0107803613151e-05	0.000152809568329	0.0001042372439672	0.0001140977885163
Candidatus.Blackburnbacteria	2.27050011852011e-06	6.1720470458114e-06	7.77523354857772e-07	4.31993294432445e-05	1.04237243967269e-05	2.01349038558341e-05
Candidatus.Microgenomates	4.54100023704021e-06	2.46881881832456e-06	7.77523354857772e-07	1.54743866662368e-05	6.25423463803617e-05	3.80325961721311e-05
Candidatus.Gracilibacteria	1.31689006874166e-05	1.23440940916228e-05	9.33028025829326e-06	6.57661433315065e-05	4.16948975869078e-05	2.46093269349083e-05
candidate.division.NC10	0.0004981477260033	0.0025959629874682	6.99771019371994e-05	0.0001205712627744	0.0006149997394068	0.0006129959618331
Candidatus.Rokubacteria	0.0011502353600422	0.0028292663657999	0.0001889381752304	6.70556755536929e-05	0.0011153385104497	0.0014922200968712
Candidatus.Handelsmanbacteria	0.000236132012326	0.0003147743993363	3.42110276137419e-05	6.31870788871337e-05	0.000302288007505	0.0003601910578654
Candidatus.Schekmanbacteria	8.5370804456356e-05	7.036133632225e-05	1.39954203874399e-05	0.0002411425255488	0.0003856778026788	0.0004094097117352
Candidatus.Aminicenantes	0.0009913003517458	0.0018923496242457	5.36491114851862e-05	0.0001115445372191	0.0480325220201178	0.0109891830822063
Candidatus.Glassbacteria	0.0001171578061156	0.000129612987962	6.99771019371994e-06	8.18852961088365e-05	0.0001980507635378	0.0002997863462979
candidate.division.WWE3	0.0001026266053571	9.99871621421447e-05	3.03234108394531e-05	0.0001631258261065	0.0007817793297545	0.0004295446155911
Candidatus.Peregrinibacteria	0.0003392127177069	0.0002777421170615	5.75367282594751e-05	0.0004932460749862	0.0006045760150101	0.0004205957694329
Candidatus.Doudnabacteria	4.2685402228178e-05	6.66581080947631e-05	2.25481772908754e-05	5.73841838872949e-05	0.000187627039141	0.0001230466346745
Candidatus.Berkelbacteria	4.63182024178102e-05	6.78925175039254e-05	2.95458874845953e-05	5.93184822205745e-05	0.0009172877469119	0.0001879257693211
Candidatus.Gribaldobacteria	6.81150035556032e-06	1.11096846824605e-05	0.0	4.38440955543377e-05	0.0002814405587116	6.04047115675023e-05
Candidatus.Saccharibacteria	0.0001675629087467	9.38151150963333e-05	2.17706539360176e-05	0.0004403752538766	0.0002501693855214	0.0001387071154513
Candidatus.Eisenbacteria	0.0003051552159291	0.001065295320107	4.4318831226893e-05	8.38195944421161e-06	0.0002710168343149	0.0001968746154792
Candidatus.Desantisbacteria	4.85887025363303e-05	4.44387387298421e-05	9.33028025829326e-06	0.0005158128888745	0.0008964402981185	0.0002617537501258
Candidatus.Edwardsbacteria	0.0001489448077749	0.0001308473973712	6.99771019371994e-06	7.86614655533705e-05	0.0002293219367279	0.0001789769231629
Candidatus.Lindowbacteria	9.08200047408043e-05	0.000129612987962	1.32178970325821e-05	0.0001702182533286	0.0001146609683639	8.50140385024106e-05
Candidatus.Ratteibacteria	1.22607006400086e-05	2.34537787740833e-05	3.11009341943109e-06	1.41848544440504e-05	0.0003439829050919	5.14558654093538e-05
Candidatus.Dadabacteria	1.22607006400086e-05	9.87527527329824e-05	3.88761677428886e-06	0.000332699313324	0.0002605931099181	0.0033334451939103
Candidatus.Firestonebacteria	4.49559023466981e-05	6.29548798672763e-05	5.4426634840044e-06	0.0001508752699958	0.0001146609683639	8.94884615814848e-05
Candidatus.Raymondbacteria	0.0001607514083912	7.40645645497368e-05	9.33028025829326e-06	3.41726038879397e-05	0.0001980507635378	0.0001029117308187
Candidatus.Riflebacteria	4.94969025837383e-05	5.55484234123026e-05	2.33257006457331e-06	3.61069022212193e-05	0.0002605931099181	0.000125283846214
Candidatus.Wallbacteria	4.08690021333619e-05	2.2219369364921e-05	1.0107803613151e-05	4.70679261098037e-05	8.33897951738156e-05	4.02698077116682e-05
candidate.division.CPR1	3.63280018963217e-06	8.64086586413596e-06	7.77523354857772e-07	1.9342983332796e-06	4.16948975869078e-05	1.34232692372227e-05
