samples,Pseudomonadota,Actinomycetota,Chloroflexota,Bacillota,Cyanobacteriota,Candidatus.Melainabacteria,Deinococcota,Armatimonadota,Mycoplasmatota,Thermomicrobiota,Candidatus.Kaiserbacteria,Candidatus.Nomurabacteria,Candidatus.Yanofskybacteria,Candidatus.Azambacteria,Candidatus.Falkowbacteria,Candidatus.Magasanikbacteria,Candidatus.Nealsonbacteria,Candidatus.Uhrbacteria,Candidatus.Moranbacteria,Candidatus.Zambryskibacteria,Candidatus.Staskawiczbacteria,Candidatus.Wolfebacteria,Candidatus.Buchananbacteria,Candidatus.Portnoybacteria,Candidatus.Adlerbacteria,Candidatus.Liptonbacteria,Candidatus.Ryanbacteria,Candidatus.Wildermuthbacteria,Candidatus.Komeilibacteria,Candidatus.Kerfeldbacteria,Candidatus.Terrybacteria,Candidatus.Yonathbacteria,Candidatus.Colwellbacteria,Candidatus.Woesebacteria,Candidatus.Gottesmanbacteria,Candidatus.Roizmanbacteria,Candidatus.Levybacteria,Candidatus.Daviesbacteria,Candidatus.Curtissbacteria,Candidatus.Beckwithbacteria,Candidatus.Amesbacteria,Candidatus.Collierbacteria,Candidatus.Gracilibacteria,candidate.division.NC10,Candidatus.Rokubacteria,Candidatus.Handelsmanbacteria,Candidatus.Schekmanbacteria,Candidatus.Aminicenantes,Candidatus.Glassbacteria,candidate.division.WWE3,Candidatus.Peregrinibacteria,Candidatus.Doudnabacteria,Candidatus.Berkelbacteria,Candidatus.Saccharibacteria,Candidatus.Eisenbacteria,Candidatus.Lindowbacteria,Candidatus.Ratteibacteria,Candidatus.Firestonebacteria,Candidatus.Wallbacteria,Candidatus.Blackallbacteria,Candidatus.Fischerbacteria,Candidatus.Absconditabacteria,Planctomycetota,Candidatus.Omnitrophica,Verrucomicrobiota,Lentisphaerota,Chlamydiota,Kiritimatiellota,Thermodesulfobacteriota,Nitrospirota,Campylobacterota,Bacteroidota,Ignavibacteriota,Chlorobiota,Gemmatimonadota,candidate.division.Zixibacteria,Fibrobacterota,Elusimicrobiota,Acidobacteriota,Myxococcota,Nitrospinota,Candidatus.Tectomicrobia,Spirochaetota,Bdellovibrionota,Synergistota,Caldisericota,Fusobacteriota,Thermotogota,Atribacterota,Aquificota,Deferribacterota,Nitrososphaerota,Candidatus.Bathyarchaeota,Thermoproteota,Euryarchaeota,Candidatus.Micrarchaeota,Candidatus.Diapherotrites,Candidatus.Thermoplasmatota,Candidatus.Heimdallarchaeota
mgm4532969,0.582839763086281,0.282695693933088,0.0001600768368817,0.0664318873059068,0.0027213062269889,0.0001600768368817,0.0003201536737634,0.0,0.0060829198015047,0.0,0.0,0.0,0.0,0.0003201536737634,0.0004802305106451,0.0051224587802145,0.0001600768368817,0.0001600768368817,0.0001600768368817,0.0,0.0001600768368817,0.0,0.0001600768368817,0.0,0.0,0.0001600768368817,0.0,0.0001600768368817,0.0,0.0,0.0001600768368817,0.0,0.0001600768368817,0.0001600768368817,0.0001600768368817,0.0006403073475268,0.0,0.0,0.0001600768368817,0.0,0.0,0.0,0.0,0.0,0.0001600768368817,0.0,0.0001600768368817,0.0,0.0,0.0,0.0,0.0,0.0,0.0003201536737634,0.0,0.0,0.0001600768368817,0.0001600768368817,0.0,0.0,0.0,0.0001600768368817,0.0003201536737634,0.0001600768368817,0.0004802305106451,0.0001600768368817,0.0003201536737634,0.0,0.0008003841844085,0.0004802305106451,0.0049623819433328,0.0320153673763406,0.0004802305106451,0.0,0.0001600768368817,0.0003201536737634,0.0,0.0,0.0006403073475268,0.0004802305106451,0.0001600768368817,0.0,0.001600768368817,0.0003201536737634,0.0,0.0004802305106451,0.0017608452056987,0.0,0.0,0.0,0.0001600768368817,0.0006403073475268,0.0,0.0006403073475268,0.0012806146950536,0.0001600768368817,0.0,0.0,0.0
mgm4532970,0.593905153227187,0.278890600924499,0.0,0.0602636534839925,0.0023968498544769,0.0003424071220681,0.0005136106831022,0.0,0.0054785139530902,0.0,0.0,0.0,0.000171203561034,0.0005136106831022,0.0,0.004964903269988,0.000171203561034,0.0,0.000171203561034,0.0,0.000171203561034,0.0,0.000171203561034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003424071220681,0.0003424071220681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000171203561034,0.0,0.0,0.0,0.0,0.0,0.0005136106831022,0.0006848142441362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003424071220681,0.0010272213662044,0.0003424071220681,0.0003424071220681,0.0005136106831022,0.000171203561034,0.0,0.0003424071220681,0.0003424071220681,0.0054785139530902,0.02944701249786,0.0006848142441362,0.0,0.000171203561034,0.0,0.0,0.0003424071220681,0.0008560178051703,0.0005136106831022,0.0,0.0,0.0013696284882725,0.0005136106831022,0.0,0.0005136106831022,0.0023968498544769,0.0005136106831022,0.0,0.0,0.0,0.0006848142441362,0.0,0.0006848142441362,0.0018832391713747,0.0,0.0,0.000171203561034,0.000171203561034
mgm4532971,0.0790615367051033,0.511131407694942,0.0001331963313924,0.40335654755109,0.0001522243787342,1.90280473417818e-05,0.0002283365681013,0.0,0.0005898694675952,1.90280473417818e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.90280473417818e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.80560946835636e-05,1.90280473417818e-05,0.0,0.0,0.0,0.0,1.90280473417818e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004947292308863,0.0,9.51402367089089e-05,0.0,0.0,0.0,0.0001331963313924,7.61121893671271e-05,3.80560946835636e-05,0.0028542071012672,0.0,0.0,0.0002854207101267,0.0,0.0,0.0,0.0003615328994938,0.0002854207101267,0.0,1.90280473417818e-05,1.90280473417818e-05,1.90280473417818e-05,1.90280473417818e-05,0.0,1.90280473417818e-05,3.80560946835636e-05,0.0,0.0,0.0,1.90280473417818e-05,0.0,1.90280473417818e-05,0.0004186170415191,0.0,0.0,0.0,0.0
mgm4532972,0.0798962281359574,0.496949674699528,0.0001216076531749,0.41666835566185,0.0001621435375666,0.0,0.0002634832485457,0.0,0.0005675023814832,0.0,2.02679421958289e-05,2.02679421958289e-05,0.0,0.0,0.0,2.02679421958289e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02679421958289e-05,0.0,0.0,2.02679421958289e-05,0.0,0.0,0.0,0.0,4.05358843916577e-05,0.0,0.0,0.0,2.02679421958289e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.02679421958289e-05,0.0,2.02679421958289e-05,0.0,0.0,0.0,0.0002837511907416,2.02679421958289e-05,0.0,2.02679421958289e-05,0.0,0.0,8.10717687833154e-05,2.02679421958289e-05,2.02679421958289e-05,0.0032428707513326,0.0,0.0,0.0001824114797624,0.0,0.0,2.02679421958289e-05,0.0004053588439165,0.0003242870751332,0.0,2.02679421958289e-05,2.02679421958289e-05,0.0,2.02679421958289e-05,0.0,0.0,2.02679421958289e-05,0.0,0.0,0.0,2.02679421958289e-05,0.0,0.0,0.0004458947283082,0.0,0.0,0.0,0.0
mgm4532973,0.0383325347388596,0.669381887877336,0.0004791566842357,0.0891231432678486,0.0004791566842357,0.0,0.0,0.0,0.0009583133684714,0.0,0.0,0.0,0.0,0.0,0.0004791566842357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004791566842357,0.0,0.0,0.0,0.0,0.0,0.0004791566842357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198370867273598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004791566842357,0.0,0.0,0.0,0.0004791566842357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004791566842357,0.0,0.0
mgm4532974,0.0378378378378378,0.860660660660661,0.0006006006006006,0.0930930930930931,0.0006006006006006,0.0,0.0,0.0,0.0012012012012012,0.0,0.0,0.0,0.0,0.0,0.0006006006006006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006006006006006,0.0,0.0,0.0,0.0,0.0,0.0006006006006006,0.0006006006006006,0.0,0.0024024024024024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006006006006006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006006006006006,0.0,0.0,0.0,0.0
mgm4532975,0.115135779347919,0.865923214437729,8.51281178173151e-05,0.010811270962799,0.0002128202945432,0.0,0.0001276921767259,0.0,0.0007235890014471,0.0,0.0,0.0,0.0,0.0,0.0,4.25640589086575e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25640589086575e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25640589086575e-05,0.0,0.0,4.25640589086575e-05,0.0,0.0,0.0,0.0,0.0,8.51281178173151e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008512811781731,0.0,0.0001702562356346,0.0,0.0,0.0,4.25640589086575e-05,8.51281178173151e-05,4.25640589086575e-05,0.0037456371839618,0.0,0.0,0.0003830765301779,0.0,0.0,8.51281178173151e-05,0.0005533327658125,0.0002979484123606,0.0,0.0,0.0001276921767259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003405124712692,0.0,0.0,0.0,0.0
mgm4532976,0.113318585917609,0.869109729120581,0.0001252139070912,0.0093075670937852,0.0002086898451521,0.0,0.0001252139070912,0.0,0.0006678075044868,4.1737969030427e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1737969030427e-05,0.0,0.0,4.1737969030427e-05,0.0,0.0,0.0,0.0,0.0,8.3475938060854e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007930214115781,0.0,8.3475938060854e-05,0.0,0.0,0.0,0.0001252139070912,0.0001252139070912,8.3475938060854e-05,0.0040068450269209,4.1737969030427e-05,0.0,0.0004173796903042,0.0,0.0,8.3475938060854e-05,0.0003756417212738,0.0005425935973955,0.0,0.0,4.1737969030427e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002086898451521,0.0,0.0,0.0,0.0
mgm4532977,0.165585819282317,0.668828361435365,0.0004323389537397,0.14569822741029,0.0021616947686986,0.0,0.0004323389537397,0.0,0.0030263726761781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004323389537397,0.0004323389537397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004323389537397,0.0,0.0,0.0,0.0,0.0,0.0008646779074794,0.0008646779074794,0.0017293558149589,0.0064850843060959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004323389537397,0.0,0.0,0.0004323389537397,0.0,0.0,0.0,0.0008646779074794,0.0,0.0004323389537397,0.0,0.0,0.0,0.0,0.0004323389537397,0.0,0.0,0.0,0.0,0.0
mgm4532978,0.192291753004559,0.608371322005802,0.0004144218814753,0.168255283878989,0.001243265644426,0.0,0.0008288437629506,0.0,0.002486531288852,0.0,0.0,0.0,0.0,0.0,0.0,0.0004144218814753,0.0,0.0,0.0,0.0004144218814753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004144218814753,0.0,0.0,0.0,0.0,0.0004144218814753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004144218814753,0.0004144218814753,0.0,0.0004144218814753,0.0,0.0004144218814753,0.0008288437629506,0.001243265644426,0.0099461251554082,0.0,0.0,0.0,0.0,0.0,0.0004144218814753,0.0,0.0,0.0,0.0,0.0074595938665561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029009531703273,0.0,0.0,0.0,0.0,0.0
mgm4532979,0.762422829512585,0.169170660104477,8.63446013038035e-05,0.0563830246513837,0.000431723006519,0.0,0.0002374476535854,0.0,0.0011440659672754,0.0,0.0,0.0,0.0,0.0,0.0,2.15861503259509e-05,2.15861503259509e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15861503259509e-05,2.15861503259509e-05,0.0,0.0,0.0,0.0,2.15861503259509e-05,0.0,0.0,2.15861503259509e-05,0.0,0.0,0.0,0.0001511030522816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001726892026076,2.15861503259509e-05,0.0001079307516297,2.15861503259509e-05,2.15861503259509e-05,0.0,0.0001295169019557,2.15861503259509e-05,0.0002806199542373,0.0072961188101713,0.0,0.0,2.15861503259509e-05,0.0,0.0,0.0,0.0003669645555411,0.0003669645555411,2.15861503259509e-05,0.0,8.63446013038035e-05,2.15861503259509e-05,4.31723006519017e-05,0.0,8.63446013038035e-05,8.63446013038035e-05,0.0,0.0,0.0003669645555411,0.0,0.0,0.0,0.0002806199542373,0.0,0.0,0.0,2.15861503259509e-05
mgm4532980,0.764576969052995,0.166976579448355,4.42732545269403e-05,0.0568689954398548,0.0001549563908442,0.0,0.0002877761544251,0.0,0.0011511046177004,0.0,4.42732545269403e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21366272634701e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21366272634701e-05,0.0,2.21366272634701e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21366272634701e-05,0.0001549563908442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002435028998981,2.21366272634701e-05,2.21366272634701e-05,0.0,0.0,0.0,8.85465090538806e-05,0.0,0.0002656395271616,0.0072165404878912,0.0,2.21366272634701e-05,4.42732545269403e-05,0.0,0.0,4.42732545269403e-05,0.0004205959180059,0.0003099127816885,0.0,0.0,8.85465090538806e-05,2.21366272634701e-05,4.42732545269403e-05,0.0,8.85465090538806e-05,4.42732545269403e-05,0.0,0.0,0.0004648691725328,0.0,0.0,2.21366272634701e-05,0.0001770930181077,0.0,0.0,0.0,0.0
mgm4532981,0.183753122398002,0.745472522897585,0.0002081598667776,0.0629163197335554,0.000624479600333,0.0,5.20399666944213e-05,0.0,0.0007285595337218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.20399666944213e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.20399666944213e-05,0.0,0.0,0.0,0.0,0.0,5.20399666944213e-05,5.20399666944213e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001040799333888,0.0001040799333888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001040799333888,0.0001040799333888,0.0,0.0,0.0,0.0,0.0003122398001665,0.0002601998334721,0.0007285595337218,0.0033305578684429,5.20399666944213e-05,0.0,5.20399666944213e-05,0.0,5.20399666944213e-05,0.0,5.20399666944213e-05,0.0,0.0,0.0,0.0001561199000832,0.0002601998334721,0.0,0.0,0.0002081598667776,0.0,0.0,0.0,5.20399666944213e-05,0.0,0.0,0.0,0.0001040799333888,0.0,0.0,0.0,0.0
mgm4532982,0.182689596842402,0.744009021708486,0.0001691570341133,0.0658020862700874,0.0007330138144911,0.0,5.63856780377784e-05,0.0,0.0003946997462644,0.0,0.0,0.0,0.0,0.0,0.0,0.0001691570341133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001127713560755,0.0001127713560755,0.0,0.0001127713560755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63856780377784e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001691570341133,0.0,5.63856780377784e-05,0.0,0.0,0.0,0.0002819283901888,0.0,0.0006766281364533,0.0031575979701155,0.0,0.0,5.63856780377784e-05,0.0,0.0,5.63856780377784e-05,0.0001691570341133,0.0,0.0,0.0,0.0001691570341133,0.0002255427121511,0.0,0.0,0.0002255427121511,5.63856780377784e-05,5.63856780377784e-05,0.0,0.0,0.0,0.0,0.0001127713560755,0.0001127713560755,0.0,0.0,0.0,0.0
mgm4532999,0.26092774308653,0.628456735057984,0.0022301516503122,0.0414808206958073,0.0022301516503122,0.0,0.0017841213202497,0.0,0.0071364852809991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004460303300624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057983942908117,0.0,0.0008920606601248,0.0,0.0,0.0,0.0022301516503122,0.0008920606601248,0.0004460303300624,0.0263157894736842,0.0,0.0004460303300624,0.0026761819803746,0.0004460303300624,0.0,0.0013380909901873,0.0031222123104371,0.0066904549509366,0.0,0.0,0.0008920606601248,0.0,0.0,0.0,0.0004460303300624,0.0,0.0,0.0,0.0004460303300624,0.0008920606601248,0.0,0.0,0.0013380909901873,0.0,0.0,0.0,0.0
mgm4533000,0.28211116300794,0.624007473143391,0.0018682858477347,0.0294255021018216,0.002802428771602,0.0,0.0004670714619336,0.0,0.0079402148528724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056048575432041,0.0,0.0009341429238673,0.0,0.0,0.0,0.0023353573096683,0.0,0.001401214385801,0.0247547874824848,0.0,0.0004670714619336,0.0032695002335357,0.0,0.0,0.0018682858477347,0.0032695002335357,0.004203643157403,0.0,0.0,0.0009341429238673,0.0004670714619336,0.0,0.0,0.0004670714619336,0.0004670714619336,0.0,0.0,0.0,0.0,0.0,0.0004670714619336,0.0004670714619336,0.0,0.0,0.0,0.0
mgm4533001,0.0631185807656396,0.543417366946779,0.0001867413632119,0.384033613445378,0.0001867413632119,0.0,0.0004668534080298,0.0,0.0002801120448179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33706816059757e-05,0.0001867413632119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006535947712418,0.0,9.33706816059757e-05,0.0,0.0,0.0,9.33706816059757e-05,0.0,0.0,0.0029878618113912,9.33706816059757e-05,9.33706816059757e-05,0.0009337068160597,0.0,0.0,9.33706816059757e-05,0.0008403361344537,0.0012138188608776,0.0,0.0,9.33706816059757e-05,0.0,9.33706816059757e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007469654528478,0.0,0.0,0.0,0.0
mgm4533002,0.0613026819923372,0.536201984477847,0.0002947244326554,0.393162393162393,9.82414775518224e-05,0.0,0.0002947244326554,0.0,0.0002947244326554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.82414775518224e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009824147755182,0.0,9.82414775518224e-05,9.82414775518224e-05,0.0,0.0,0.0,0.0,0.0,0.0032419687592101,9.82414775518224e-05,9.82414775518224e-05,0.0008841732979664,0.0,0.0,0.0,0.0005894488653109,0.0012771392081736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008841732979664,0.0,0.0,0.0,0.0
mgm4533003,0.0178811766967891,0.531436262257258,0.0,0.447029417419727,0.0003845414343395,0.0,0.0,0.0,0.0001922707171697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005768121515093,0.0019227071716977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001922707171697,0.0,0.0,0.0001922707171697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001922707171697,0.0,0.0,0.0,0.0
mgm4533004,0.0157790927021696,0.52603550295858,0.0,0.454437869822485,0.0,0.0,0.0,0.0,0.0003944773175542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001972386587771,0.0,0.0,0.0,0.0,0.0,0.0003944773175542,0.0019723865877712,0.0,0.0,0.0,0.0,0.0,0.0,0.0001972386587771,0.0001972386587771,0.0,0.0,0.0001972386587771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001972386587771,0.0,0.0,0.0,0.0
mgm4533005,0.0525612617309698,0.815726016684046,0.0003584462982273,0.10740354535975,0.0003910323253388,0.0,0.0004236183524504,3.25860271115746e-05,0.0016618873826903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25860271115746e-05,0.0,0.0,0.0,3.25860271115746e-05,0.0,3.25860271115746e-05,3.25860271115746e-05,3.25860271115746e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25860271115746e-05,6.51720542231491e-05,0.0,0.0,0.0,0.0,3.25860271115746e-05,0.0,0.0,0.0,0.0001955161626694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006191345151199,3.25860271115746e-05,0.0003910323253388,3.25860271115746e-05,0.0,0.0,0.000228102189781,0.0,0.000228102189781,0.0177267987486966,6.51720542231491e-05,3.25860271115746e-05,0.0001629301355578,0.0,0.0,3.25860271115746e-05,0.0005213764337851,0.000456204379562,0.0,0.0,3.25860271115746e-05,3.25860271115746e-05,0.0,0.0,3.25860271115746e-05,0.0,3.25860271115746e-05,3.25860271115746e-05,0.0,6.51720542231491e-05,0.0,0.0,0.0001955161626694,0.0,0.0,0.0,0.0
mgm4533006,0.0525019445164636,0.816729323308271,0.0003564946849883,0.10668913663469,0.0005185377236193,0.0,0.0004537205081669,6.48172154524242e-05,0.001685247601763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24086077262121e-05,3.24086077262121e-05,0.0,0.0,0.0,3.24086077262121e-05,0.0,0.0,0.0,0.0,0.0,3.24086077262121e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48172154524242e-05,0.0,0.0,3.24086077262121e-05,0.0,0.0,0.0,0.0,0.0,0.0001944516463572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004861291158931,0.0,0.0003564946849883,0.0,0.0,0.0,0.000162043038631,9.72258231786362e-05,0.0002268602540834,0.0174358309567021,3.24086077262121e-05,3.24086077262121e-05,0.000162043038631,0.0,0.0,3.24086077262121e-05,0.0006481721545242,0.0004537205081669,0.0,0.0,0.0,3.24086077262121e-05,0.0,0.0,3.24086077262121e-05,0.0,3.24086077262121e-05,0.0,0.0,6.48172154524242e-05,3.24086077262121e-05,0.0,0.0002592688618096,0.0,0.0,0.0,0.0
mgm4533007,0.11340206185567,0.717432052483599,0.0,0.145267104029991,0.0042174320524836,0.0,0.0,0.0,0.0014058106841612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009372071227741,0.0014058106841612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009372071227741,0.000468603561387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000468603561387,0.0,0.000468603561387,0.0009372071227741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000468603561387,0.0,0.000468603561387,0.0,0.0,0.0,0.0,0.0009372071227741,0.0009372071227741,0.0089034676663542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000468603561387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000468603561387,0.0,0.0,0.0,0.0
