samples,Pseudomonadota,Actinomycetota,Chloroflexota,Bacillota,Cyanobacteriota,Candidatus.Melainabacteria,Deinococcota,Armatimonadota,Mycoplasmatota,Thermomicrobiota,Candidatus.Kaiserbacteria,Candidatus.Nomurabacteria,Candidatus.Yanofskybacteria,Candidatus.Azambacteria,Candidatus.Falkowbacteria,Candidatus.Magasanikbacteria,Candidatus.Nealsonbacteria,Candidatus.Uhrbacteria,Candidatus.Moranbacteria,Candidatus.Zambryskibacteria,Candidatus.Staskawiczbacteria,Candidatus.Wolfebacteria,Candidatus.Buchananbacteria,Candidatus.Portnoybacteria,Candidatus.Adlerbacteria,Candidatus.Liptonbacteria,Candidatus.Ryanbacteria,Candidatus.Wildermuthbacteria,Candidatus.Komeilibacteria,Candidatus.Kerfeldbacteria,Candidatus.Terrybacteria,Candidatus.Yonathbacteria,Candidatus.Colwellbacteria,Candidatus.Woesebacteria,Candidatus.Gottesmanbacteria,Candidatus.Roizmanbacteria,Candidatus.Levybacteria,Candidatus.Daviesbacteria,Candidatus.Curtissbacteria,Candidatus.Beckwithbacteria,Candidatus.Amesbacteria,Candidatus.Collierbacteria,Candidatus.Gracilibacteria,candidate.division.NC10,Candidatus.Rokubacteria,Candidatus.Handelsmanbacteria,Candidatus.Schekmanbacteria,Candidatus.Aminicenantes,Candidatus.Glassbacteria,candidate.division.WWE3,Candidatus.Peregrinibacteria,Candidatus.Doudnabacteria,Candidatus.Berkelbacteria,Candidatus.Saccharibacteria,Candidatus.Eisenbacteria,Candidatus.Lindowbacteria,Candidatus.Ratteibacteria,Candidatus.Firestonebacteria,Candidatus.Wallbacteria,Candidatus.Blackallbacteria,Candidatus.Fischerbacteria,Candidatus.Absconditabacteria,Planctomycetota,Candidatus.Omnitrophica,Verrucomicrobiota,Lentisphaerota,Chlamydiota,Kiritimatiellota,Thermodesulfobacteriota,Nitrospirota,Campylobacterota,Bacteroidota,Ignavibacteriota,Chlorobiota,Gemmatimonadota,candidate.division.Zixibacteria,Fibrobacterota,Elusimicrobiota,Acidobacteriota,Myxococcota,Nitrospinota,Candidatus.Tectomicrobia,Spirochaetota,Bdellovibrionota,Synergistota,Caldisericota,Fusobacteriota,Thermotogota,Atribacterota,Aquificota,Deferribacterota,Nitrososphaerota,Candidatus.Bathyarchaeota,Thermoproteota,Euryarchaeota,Candidatus.Micrarchaeota,Candidatus.Diapherotrites,Candidatus.Thermoplasmatota,Candidatus.Heimdallarchaeota
mgm4533008,0.107249255213505,0.722939424031778,0.0,0.146474677259186,0.0029791459781529,0.0,0.0,0.0,0.0014895729890764,0.0,0.0,0.0,0.0,0.0,0.0,0.0004965243296921,0.0,0.0,0.0009930486593843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004965243296921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004965243296921,0.0009930486593843,0.0,0.0009930486593843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009930486593843,0.0109235352532274,0.0,0.0,0.0,0.0,0.0,0.0009930486593843,0.0,0.0,0.0,0.0,0.0,0.0004965243296921,0.0,0.0,0.0004965243296921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004965243296921,0.0,0.0,0.0,0.0
mgm4533009,0.358760826115923,0.552409504774595,0.0,0.0822784810126582,0.0003331112591605,0.0001110370863868,0.0,0.0,0.0006662225183211,0.0,0.0,0.0,0.0,0.0,0.0001110370863868,0.0003331112591605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001110370863868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004441483455474,0.0002220741727737,0.0,0.0,0.0001110370863868,0.0,0.0005551854319342,0.0,0.0003331112591605,0.0024428159005107,0.0,0.0,0.0,0.0,0.0,0.0,0.0001110370863868,0.0001110370863868,0.0,0.0,0.0002220741727737,0.0002220741727737,0.0,0.0,0.0001110370863868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgm4533010,0.360168499882986,0.548326702550901,0.0,0.0843669553007255,0.0002340276152586,0.0,0.0002340276152586,0.0,0.0004680552305172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001170138076293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001170138076293,0.0001170138076293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004680552305172,0.0003510414228879,0.0,0.0,0.0001170138076293,0.0,0.0001170138076293,0.0001170138076293,0.0007020828457758,0.0028083313831032,0.0001170138076293,0.0,0.0,0.0,0.0,0.0,0.0,0.0002340276152586,0.0,0.0,0.0002340276152586,0.0001170138076293,0.0,0.0,0.0002340276152586,0.0,0.0,0.0,0.0,0.0,0.0,0.0001170138076293,0.0001170138076293,0.0,0.0,0.0,0.0
mgm4533025,0.151699170851337,0.719023706644867,0.0005839075090505,0.102183814083849,0.0002335630036202,0.0,0.0002335630036202,0.0,0.0012845965199112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002335630036202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003503445054303,0.0,0.0001167815018101,0.0,0.0,0.0,0.0001167815018101,0.0001167815018101,0.0003503445054303,0.0218381408384912,0.0,0.0,0.0002335630036202,0.0,0.0,0.0001167815018101,0.0002335630036202,0.0003503445054303,0.0,0.0,0.0001167815018101,0.0,0.0,0.0,0.0001167815018101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004671260072404,0.0,0.0,0.0,0.0
mgm4533026,0.149320702978936,0.720802692259753,0.0002492833104823,0.10332793219494,0.0003739249657235,0.0,0.0,0.0,0.0009971332419294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001246416552411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003739249657235,0.0001246416552411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002492833104823,0.0,0.0,0.0,0.0,0.0,0.0002492833104823,0.0,0.0004985666209647,0.0220615729776891,0.0,0.0,0.0003739249657235,0.0,0.0,0.0,0.0,0.0002492833104823,0.0,0.0,0.0003739249657235,0.0,0.0,0.0,0.0001246416552411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001246416552411,0.0,0.0,0.0,0.0
mgm4533027,0.302364864864865,0.497635135135135,0.0010135135135135,0.138851351351351,0.0010135135135135,0.0,0.002027027027027,0.0,0.0013513513513513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010135135135135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003378378378378,0.0,0.0,0.0047297297297297,0.0003378378378378,0.0003378378378378,0.0,0.0,0.0,0.0013513513513513,0.0,0.0003378378378378,0.0219594594594595,0.0,0.0,0.004054054054054,0.0,0.0,0.0006756756756756,0.0050675675675675,0.0101351351351351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054054054054054,0.0,0.0,0.0,0.0
mgm4533028,0.305032654629274,0.514022281982328,0.003073376872839,0.117172493276988,0.0003841721091048,0.0,0.0019208605455243,0.0003841721091048,0.0007683442182097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003841721091048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007683442182097,0.0,0.0,0.0049942374183634,0.0,0.0007683442182097,0.0,0.0,0.0,0.0015366884364195,0.0,0.0003841721091048,0.0234344986553976,0.0,0.0,0.0053784095274683,0.0,0.0,0.0007683442182097,0.0057625816365731,0.0076834421820975,0.0,0.0,0.0003841721091048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049942374183634,0.0,0.0,0.0,0.0
mgm4533029,0.163738019169329,0.420127795527157,0.0,0.404952076677316,0.0007987220447284,0.0,0.0,0.0,0.0007987220447284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015974440894568,0.0,0.0,0.005591054313099,0.0,0.0,0.0007987220447284,0.0,0.0,0.0,0.0,0.0007987220447284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007987220447284,0.0,0.0,0.0,0.0
mgm4533030,0.093719806763285,0.46280193236715,0.0,0.435748792270531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057971014492753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009661835748792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009661835748792,0.0,0.0,0.0,0.0
mgm4533031,0.340850277264325,0.427890737317724,0.0002464571780653,0.165413842678168,0.0002464571780653,0.0,4.10761963442185e-05,0.0,0.0007804477305401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.10761963442185e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.10761963442185e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.10761963442185e-05,0.0,0.0,0.0,4.10761963442185e-05,4.10761963442185e-05,0.0,0.0,0.0029164099404395,4.10761963442185e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.10761963442185e-05,0.0002464571780653,0.0,4.10761963442185e-05,4.10761963442185e-05,0.0,0.0,8.2152392688437e-05,0.0,0.0004107619634421,0.0596426370918053,0.0,0.0,0.0002464571780653,0.0,0.0,0.0,0.0001643047853768,0.0002464571780653,0.0,0.0,8.2152392688437e-05,0.0,0.0,0.0,0.0001232285890326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgm4533032,0.344371716475756,0.424554301955043,4.30626130393592e-05,0.164369993971234,0.0002583756782361,0.0,4.30626130393592e-05,0.0,0.0005167513564723,0.0,0.0,0.0,0.0,0.0,0.0,8.61252260787185e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.30626130393592e-05,0.0,0.0,0.0,4.30626130393592e-05,0.0,0.0,0.0,0.0,0.0030574455257945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002153130651967,0.0,0.0,8.61252260787185e-05,0.0,0.0,0.0002153130651967,4.30626130393592e-05,0.0004306261303935,0.0608474722246146,0.0,0.0,8.61252260787185e-05,0.0,0.0,8.61252260787185e-05,8.61252260787185e-05,0.0003014382912755,0.0,0.0,4.30626130393592e-05,0.0,0.0,0.0,8.61252260787185e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.61252260787185e-05,0.0,0.0,0.0,0.0
mgm4533033,0.102987921169739,0.747616020343293,0.0,0.137317228226319,0.0006357279084551,0.0,0.0,0.0,0.0012714558169103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006357279084551,0.0006357279084551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006357279084551,0.0,0.0,0.0,0.0,0.0006357279084551,0.0012714558169103,0.0044500953591862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019071837253655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgm4533034,0.0975965040058267,0.780772032046613,0.0,0.10924981791697,0.0007283321194464,0.0,0.0,0.0,0.0014566642388929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007283321194464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007283321194464,0.0,0.0,0.0,0.0,0.0,0.0007283321194464,0.0072833211944646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007283321194464,0.0,0.0,0.0,0.0
mgm4535764,0.0920222634508349,0.589795918367347,0.0,0.310760667903525,0.0,0.0,0.0,0.0,0.0011131725417439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005565862708719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001855287569573,0.0044526901669758,0.0,0.0,0.0,0.0,0.0,0.0,0.0003710575139146,0.0005565862708719,0.0,0.0,0.0,0.0001855287569573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgm4535765,0.110562310030395,0.576367781155015,0.0,0.305661094224924,0.0003799392097264,0.0,0.0001899696048632,0.0,0.0009498480243161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001899696048632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001899696048632,0.0045592705167173,0.0,0.0,0.0,0.0,0.0,0.0,0.0003799392097264,0.0,0.0,0.0,0.0,0.0001899696048632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003799392097264,0.0,0.0,0.0,0.0
mgm4535766,0.0147726990590163,0.73704595674951,4.96561312908111e-05,0.245077835985798,0.0001737964595178,0.0,0.000124140328227,2.48280656454056e-05,0.000124140328227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48280656454056e-05,0.0,0.0,0.0,2.48280656454056e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002234525908086,0.0,2.48280656454056e-05,0.0,0.0,0.0,0.0,0.0001737964595178,0.0,0.0010924348883978,2.48280656454056e-05,4.96561312908111e-05,0.000124140328227,0.0,0.0,2.48280656454056e-05,0.0002979367877448,0.0003475929190356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48280656454056e-05,0.0,0.0,0.0,2.48280656454056e-05,0.0,0.0,0.000124140328227,0.0,0.0,0.0,0.0
mgm4535767,0.0145104628073927,0.73547680871646,7.63708568810142e-05,0.247212463723843,0.0001018278091746,0.0,5.09139045873428e-05,5.09139045873428e-05,0.0001018278091746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54569522936714e-05,0.0,0.0,0.0,0.0,0.0,2.54569522936714e-05,0.0,0.0,0.0,0.0,2.54569522936714e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0003309403798177,0.0,5.09139045873428e-05,0.0,0.0,2.54569522936714e-05,5.09139045873428e-05,2.54569522936714e-05,0.0,0.0010437350440405,2.54569522936714e-05,0.0,0.0001272847614683,0.0,0.0,0.0,0.0002036556183493,0.000305483427524,0.0,0.0,0.0,2.54569522936714e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54569522936714e-05,0.0,0.0,0.0001018278091746,0.0,0.0,0.0,0.0
mgm4535768,0.0907095830285296,0.699341623994148,0.0,0.198975859546452,0.0007315288953913,0.0,0.0007315288953913,0.0,0.0014630577907827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014630577907827,0.0,0.0,0.0051207022677395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007315288953913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007315288953913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgm4535769,0.0174379610999329,0.600268276324614,0.0,0.134138162307176,0.0006706908115358,0.0,0.0,0.0,0.0006706908115358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006706908115358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245472837022133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006706908115358,0.0,0.0,0.0,0.0,0.0
mgm4535770,0.155723905723906,0.44023569023569,0.0,0.329124579124579,0.0016835016835016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008417508417508,0.0,0.0008417508417508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058922558922558,0.0648148148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008417508417508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgm4535771,0.143865842894969,0.456310679611651,0.0,0.327449249779347,0.0008826125330979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017652250661959,0.0070609002647837,0.0617828773168579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008826125330979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgm4535772,0.143314640119405,0.776058195307858,0.0001014360445738,0.0745265110347926,0.000652088857975,0.0,2.89817270211132e-05,0.0,0.000391253314785,0.0,2.89817270211132e-05,0.0,0.0,0.0,1.44908635105566e-05,5.79634540422264e-05,5.79634540422264e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89817270211132e-05,0.0,0.0,0.0,0.0,0.0,1.44908635105566e-05,0.0,4.34725905316698e-05,0.0001449086351055,1.44908635105566e-05,0.0,0.0,0.0,1.44908635105566e-05,2.89817270211132e-05,0.0,0.0,1.44908635105566e-05,1.44908635105566e-05,0.0,0.0,0.0,0.0,0.0001159269080844,1.44908635105566e-05,0.0,0.0,0.0,0.0,0.0,1.44908635105566e-05,0.0,0.0,2.89817270211132e-05,0.0,0.0001593994986161,4.34725905316698e-05,1.44908635105566e-05,0.0,1.44908635105566e-05,0.0,0.00026083554319,0.000130417771595,0.0006955614485067,0.0020721934820095,2.89817270211132e-05,2.89817270211132e-05,1.44908635105566e-05,0.0,0.0,1.44908635105566e-05,0.000130417771595,2.89817270211132e-05,1.44908635105566e-05,0.0,0.0002173629526583,0.0002318538161689,0.0,0.0,4.34725905316698e-05,0.0,0.0,0.0,2.89817270211132e-05,0.0,0.0,4.34725905316698e-05,5.79634540422264e-05,0.0,0.0,0.0,0.0
mgm4535773,0.14467616390072,0.775429578499045,0.0001028051108826,0.0736525187252166,0.0005580848876487,0.0,1.46864444118079e-05,0.0,0.000455279776766,0.0,0.0,0.0,0.0,0.0,4.40593332354237e-05,0.0001028051108826,5.87457776472316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.40593332354237e-05,0.0,1.46864444118079e-05,0.0,0.0,0.0,0.0,0.0,7.34322220590395e-05,8.81186664708474e-05,2.93728888236158e-05,0.0,0.0,1.46864444118079e-05,0.0,0.0,0.0,0.0,0.0,2.93728888236158e-05,0.0,1.46864444118079e-05,0.0,0.0,4.40593332354237e-05,8.81186664708474e-05,0.0,0.0,0.0,0.0,1.46864444118079e-05,4.40593332354237e-05,0.0,0.0,1.46864444118079e-05,0.0,0.0001321779997062,7.34322220590395e-05,2.93728888236158e-05,0.0,1.46864444118079e-05,0.0,0.0003084153326479,7.34322220590395e-05,0.0005580848876487,0.0024232633279483,0.0,4.40593332354237e-05,1.46864444118079e-05,0.0,0.0,2.93728888236158e-05,8.81186664708474e-05,1.46864444118079e-05,0.0,0.0,0.0001762373329416,0.0002643559994125,0.0,0.0,5.87457776472316e-05,0.0,1.46864444118079e-05,0.0,4.40593332354237e-05,0.0,0.0,1.46864444118079e-05,1.46864444118079e-05,0.0,0.0,0.0,0.0
mgm4535798,0.582839763086281,0.282695693933088,0.0001600768368817,0.0664318873059068,0.0027213062269889,0.0001600768368817,0.0003201536737634,0.0,0.0060829198015047,0.0,0.0,0.0,0.0,0.0003201536737634,0.0004802305106451,0.0051224587802145,0.0001600768368817,0.0001600768368817,0.0001600768368817,0.0,0.0001600768368817,0.0,0.0001600768368817,0.0,0.0,0.0001600768368817,0.0,0.0001600768368817,0.0,0.0,0.0001600768368817,0.0,0.0001600768368817,0.0001600768368817,0.0001600768368817,0.0006403073475268,0.0,0.0,0.0001600768368817,0.0,0.0,0.0,0.0,0.0,0.0001600768368817,0.0,0.0001600768368817,0.0,0.0,0.0,0.0,0.0,0.0,0.0003201536737634,0.0,0.0,0.0001600768368817,0.0001600768368817,0.0,0.0,0.0,0.0001600768368817,0.0003201536737634,0.0001600768368817,0.0004802305106451,0.0001600768368817,0.0003201536737634,0.0,0.0008003841844085,0.0004802305106451,0.0049623819433328,0.0320153673763406,0.0004802305106451,0.0,0.0001600768368817,0.0003201536737634,0.0,0.0,0.0006403073475268,0.0004802305106451,0.0001600768368817,0.0,0.001600768368817,0.0003201536737634,0.0,0.0004802305106451,0.0017608452056987,0.0,0.0,0.0,0.0001600768368817,0.0006403073475268,0.0,0.0006403073475268,0.0012806146950536,0.0001600768368817,0.0,0.0,0.0
