samples,Pseudomonadota,Actinomycetota,Chloroflexota,Bacillota,Cyanobacteriota,Candidatus.Melainabacteria,Candidatus.Margulisbacteria,Deinococcota,Armatimonadota,Mycoplasmatota,Thermomicrobiota,Candidatus.Kaiserbacteria,Candidatus.Nomurabacteria,Candidatus.Yanofskybacteria,Candidatus.Azambacteria,Candidatus.Falkowbacteria,Candidatus.Magasanikbacteria,Candidatus.Nealsonbacteria,Candidatus.Uhrbacteria,Candidatus.Giovannonibacteria,Candidatus.Moranbacteria,Candidatus.Zambryskibacteria,Candidatus.Staskawiczbacteria,Candidatus.Wolfebacteria,Candidatus.Harrisonbacteria,Candidatus.Taylorbacteria,Candidatus.Buchananbacteria,Candidatus.Sungbacteria,Candidatus.Jorgensenbacteria,Candidatus.Liptonbacteria,Candidatus.Wildermuthbacteria,Candidatus.Komeilibacteria,Candidatus.Kuenenbacteria,Candidatus.Lloydbacteria,Candidatus.Kerfeldbacteria,Candidatus.Terrybacteria,Candidatus.Campbellbacteria,Candidatus.Vogelbacteria,Candidatus.Woesebacteria,Candidatus.Gottesmanbacteria,Candidatus.Roizmanbacteria,Candidatus.Levybacteria,Candidatus.Daviesbacteria,Candidatus.Curtissbacteria,Candidatus.Shapirobacteria,Candidatus.Beckwithbacteria,Candidatus.Collierbacteria,Candidatus.Blackburnbacteria,Candidatus.Microgenomates,candidate.division.NC10,Candidatus.Rokubacteria,Candidatus.Handelsmanbacteria,Candidatus.Schekmanbacteria,Candidatus.Aminicenantes,Candidatus.Glassbacteria,candidate.division.WWE3,Candidatus.Peregrinibacteria,Candidatus.Doudnabacteria,Candidatus.Berkelbacteria,Candidatus.Saccharibacteria,Candidatus.Eisenbacteria,Candidatus.Desantisbacteria,Candidatus.Edwardsbacteria,Candidatus.Lindowbacteria,Candidatus.Ratteibacteria,Candidatus.Dadabacteria,Candidatus.Firestonebacteria,Candidatus.Raymondbacteria,Candidatus.Riflebacteria,Candidatus.Wallbacteria,Candidatus.Coatesbacteria,Candidatus.Blackallbacteria,candidate.division.CPR2,Candidatus.Fischerbacteria,candidate.division.WOR.3,Planctomycetota,Candidatus.Omnitrophica,Verrucomicrobiota,Lentisphaerota,Chlamydiota,Kiritimatiellota,Thermodesulfobacteriota,Nitrospirota,Campylobacterota,Bacteroidota,Ignavibacteriota,Chlorobiota,Balneolota,Gemmatimonadota,candidate.division.Zixibacteria,Candidatus.Marinimicrobia,Elusimicrobiota,Acidobacteriota,Myxococcota,Nitrospinota,Candidatus.Tectomicrobia,Spirochaetota,Bdellovibrionota,Synergistota,Fusobacteriota,Thermotogota,Atribacterota,Chrysiogenota,Aquificota,Calditrichota,Deferribacterota,Dictyoglomota,Nitrososphaerota,Candidatus.Bathyarchaeota,Thermoproteota,Euryarchaeota,Candidatus.Woesearchaeota,Candidatus.Micrarchaeota,Candidatus.Lokiarchaeota
mgm4525341,0.585377737017081,0.0689126447323169,0.0082110512438381,0.028788834116703,0.0231285108334289,0.0001862891207153,7.16496618135962e-05,0.0025937177576521,0.003009285796171,0.0005015476326951,0.0001146394589017,0.0004155680385188,5.7319729450877e-05,0.000458557835607,2.86598647254385e-05,0.000558867362146,0.0005875272268714,0.0001862891207153,0.0016192823569872,0.000100309526539,0.0001862891207153,0.0005158775650578,2.86598647254385e-05,0.0005015476326951,0.000200619053078,0.0003725782414307,0.0002292789178035,2.86598647254385e-05,0.0001576292559899,0.0004012381061561,4.29897970881577e-05,1.43299323627192e-05,2.86598647254385e-05,7.16496618135962e-05,0.0001146394589017,1.43299323627192e-05,1.43299323627192e-05,1.43299323627192e-05,2.86598647254385e-05,0.000200619053078,0.0002436088501662,0.0004012381061561,0.0001719591883526,7.16496618135962e-05,0.000100309526539,1.43299323627192e-05,8.59795941763155e-05,0.0001862891207153,7.16496618135962e-05,0.0023071191103978,0.0007594864152241,0.0025793878252894,0.0002579387825289,0.0005302074974206,0.0003009285796171,0.0002865986472543,0.0007308265504986,0.0004298979708815,0.0002865986472543,2.86598647254385e-05,1.43299323627192e-05,0.0002865986472543,8.59795941763155e-05,2.86598647254385e-05,1.43299323627192e-05,0.0002436088501662,0.0002436088501662,0.000200619053078,7.16496618135962e-05,1.43299323627192e-05,0.0001432993236271,1.43299323627192e-05,1.43299323627192e-05,0.0013326837097328,0.0003295884443425,0.0178694256563109,0.003826091940846,0.0049008368680499,0.0092571363063166,0.0002579387825289,0.0008168061446749,0.142396537888341,0.0065344491573999,0.0026367075547403,0.034348847873438,0.0107474492720394,0.0017769116129771,8.59795941763155e-05,0.0006161870915969,0.0004298979708815,8.59795941763155e-05,0.0023357789751232,0.0038547518055714,0.0034965034965035,0.0024790782987504,1.43299323627192e-05,0.0029376361343574,0.0011320646566548,0.0013183537773701,0.0003439183767052,0.0003869081737934,5.7319729450877e-05,0.0001432993236271,1.43299323627192e-05,7.16496618135962e-05,0.0002579387825289,0.0001432993236271,2.86598647254385e-05,0.0001146394589017,0.0003439183767052,0.002908976269632,4.29897970881577e-05,1.43299323627192e-05,1.43299323627192e-05
