samples,Pseudomonadota,Actinomycetota,Chloroflexota,Bacillota,Cyanobacteriota,Candidatus.Melainabacteria,Candidatus.Margulisbacteria,Deinococcota,Armatimonadota,Mycoplasmatota,Thermomicrobiota,Candidatus.Kaiserbacteria,Candidatus.Nomurabacteria,Candidatus.Yanofskybacteria,Candidatus.Falkowbacteria,Candidatus.Magasanikbacteria,Candidatus.Nealsonbacteria,Candidatus.Uhrbacteria,Candidatus.Giovannonibacteria,Candidatus.Moranbacteria,Candidatus.Zambryskibacteria,Candidatus.Staskawiczbacteria,Candidatus.Wolfebacteria,Candidatus.Harrisonbacteria,Candidatus.Taylorbacteria,Candidatus.Buchananbacteria,Candidatus.Jorgensenbacteria,Candidatus.Liptonbacteria,Candidatus.Ryanbacteria,Candidatus.Komeilibacteria,Candidatus.Kerfeldbacteria,Candidatus.Terrybacteria,Candidatus.Spechtbacteria,Candidatus.Parcubacteria,Candidatus.Woesebacteria,Candidatus.Gottesmanbacteria,Candidatus.Roizmanbacteria,Candidatus.Levybacteria,Candidatus.Daviesbacteria,Candidatus.Curtissbacteria,Candidatus.Shapirobacteria,Candidatus.Beckwithbacteria,Candidatus.Amesbacteria,Candidatus.Collierbacteria,Candidatus.Woykebacteria,Candidatus.Pacebacteria,Candidatus.Microgenomates,Candidatus.Gracilibacteria,Candidatus.Rokubacteria,Candidatus.Handelsmanbacteria,Candidatus.Schekmanbacteria,Candidatus.Aminicenantes,candidate.division.WWE3,Candidatus.Peregrinibacteria,Candidatus.Doudnabacteria,Candidatus.Berkelbacteria,Candidatus.Gribaldobacteria,Candidatus.Saccharibacteria,Candidatus.Eisenbacteria,Candidatus.Desantisbacteria,Candidatus.Edwardsbacteria,Candidatus.Ratteibacteria,Candidatus.Raymondbacteria,Candidatus.Bipolaricaulota,Candidatus.Blackallbacteria,candidate.division.CPR2,Candidatus.Fischerbacteria,Candidatus.Absconditabacteria,Planctomycetota,Candidatus.Omnitrophica,Verrucomicrobiota,Lentisphaerota,Chlamydiota,Kiritimatiellota,Thermodesulfobacteriota,Nitrospirota,Campylobacterota,Bacteroidota,Ignavibacteriota,Chlorobiota,Balneolota,Gemmatimonadota,candidate.division.Zixibacteria,Candidatus.Marinimicrobia,Fibrobacterota,Candidatus.Cloacimonetes,Elusimicrobiota,Acidobacteriota,Myxococcota,Nitrospinota,Spirochaetota,Bdellovibrionota,Synergistota,Caldisericota,Fusobacteriota,Thermotogota,Atribacterota,Chrysiogenota,Aquificota,Deferribacterota,Nitrososphaerota,Thermoproteota,Euryarchaeota,Candidatus.Woesearchaeota,Candidatus.Micrarchaeota,Candidatus.Altiarchaeota,Candidatus.Heimdallarchaeota
mgm4503282,0.565748124078073,0.147059452294931,0.0,0.18464202492678,8.55121106526712e-05,0.0,0.0,0.0,0.0,0.0001496461936421,0.0,0.0,2.13780276631678e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13780276631678e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13780276631678e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55121106526712e-05,6.41340829895034e-05,2.13780276631678e-05,0.101738033649016,0.0,4.27560553263356e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.13780276631678e-05,0.0,0.0,0.0,0.000128268165979,0.0,0.0,0.0,0.0001068901383158,0.0,0.0,2.13780276631678e-05,0.0,0.0,0.0,0.0,2.13780276631678e-05,0.0,0.0,0.0,0.0
mgm4503283,0.385869565217391,0.0,0.0,0.396739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108695652173913,0.0,0.0,0.0,0.0271739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0489130434782609,0.119565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgm4503284,0.400719447775221,0.373691544868263,0.0,0.222153806267622,3.24075574423956e-05,0.0,0.0,0.0,0.0,6.48151148847911e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48151148847911e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002268529020967,0.0,3.24075574423956e-05,0.0029166801698156,0.0,0.0,3.24075574423956e-05,3.24075574423956e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24075574423956e-05,0.0,0.0,0.0,0.0
mgm4503285,0.960907752449612,0.0002538457633142,0.0,0.01929227801188,0.0001015383053256,0.0,0.0,0.0,0.0,0.0001015383053256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023861501751535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001015383053256,0.0,0.0013707671218967,0.0152307457988526,0.0001523074579885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07691526628421e-05,0.0,0.0,5.07691526628421e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgm4503286,0.897118415128321,0.0093801590874981,0.0,0.0935014257841813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgm4503287,0.982757884853399,0.0005548205368955,0.0,0.0094746276300627,0.0002133925141906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017498186163629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051640988434125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26785028381204e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26785028381204e-05,0.0,0.0,0.0,0.0
mgm4503288,0.901444350042481,0.0428730148356317,0.0,0.0555192471080322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26776027710607e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.80328083131821e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26776027710607e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgm4503289,0.788898335965019,0.0004858496295396,0.0,0.0821085873922021,0.0012146240738491,0.0,0.0,0.0,0.0,0.0001214624073849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256285679582169,0.0001214624073849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001214624073849,0.0,0.0,0.0,0.0001214624073849,0.0,0.0,0.0,0.0,0.101178185351634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgm4503290,0.185943484748266,0.148110261656078,1.53824855020074e-05,0.496208217323755,0.000107677398514,7.69124275100371e-06,0.0,1.53824855020074e-05,0.0,9.22949130120445e-05,7.69124275100371e-06,2.30737282530111e-05,0.0,0.0,0.0,0.0,0.0,1.53824855020074e-05,7.69124275100371e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.69124275100371e-06,7.69124275100371e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53824855020074e-05,7.69124275100371e-06,7.69124275100371e-06,0.0,0.0,2.30737282530111e-05,7.69124275100371e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53824855020074e-05,0.0,0.0,0.0,0.0,7.69124275100371e-06,0.0,0.0020535618145179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07649710040148e-05,3.07649710040148e-05,3.07649710040148e-05,0.0,1.53824855020074e-05,0.0,5.38386992570259e-05,2.30737282530111e-05,0.0006229906628313,0.127551569782645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53824855020074e-05,7.69124275100371e-06,7.69124275100371e-05,7.69124275100371e-06,0.0009921703148794,1.53824855020074e-05,0.0,0.0,0.0377255456936732,2.30737282530111e-05,1.53824855020074e-05,0.0,0.0,7.69124275100371e-06,0.0,0.0,4.61474565060222e-05,0.0,0.0,0.0,0.0
mgm4503291,0.380854411230788,0.0045988139900762,0.0002420428415829,0.171245310419944,0.0008471499455403,0.0,0.0,0.0,0.0,0.0020573641534551,0.0,0.0002420428415829,0.0,0.0,0.0,0.0001210214207914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001210214207914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003630642623744,0.0,0.0001210214207914,0.0002420428415829,0.0001210214207914,0.0,0.0010891927871233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003630642623744,0.0002420428415829,0.0,0.0001210214207914,0.0,0.262132397434346,0.0,0.0001210214207914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003630642623744,0.0001210214207914,0.0,0.0,0.0,0.0,0.0,0.0004840856831659,0.0001210214207914,0.097059179474767,0.0591794747670338,0.0008471499455403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001210214207914,0.0,0.0,0.0,0.0075033280890717,0.0002420428415829,0.0,0.0,0.0077453709306547,0.0001210214207914,0.0,0.0,0.0,0.0,0.0,0.0,0.0008471499455403,0.0,0.0,0.0,0.0
mgm4503292,0.241078401412516,0.52938779667923,0.0,0.228922617228617,3.3954704424298e-05,0.0,0.0,0.0001358188176971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023768293097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7909408848596e-05,0.0,0.0,3.3954704424298e-05,0.0,0.0,3.3954704424298e-05,3.3954704424298e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.3954704424298e-05,0.0,0.0,0.0,0.0
mgm4503293,0.9098849779469,0.0011242757069964,0.0,0.0875781948168007,0.0002017930756147,0.0,0.0,0.0,0.0,2.88275822306783e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002017930756147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003171034045374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005477240623828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76551644613566e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.76551644613566e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgm4548727,0.261928656144512,0.0738983669373232,0.0,0.45543289845817,0.0005473953106468,9.12325517744731e-05,9.12325517744731e-05,0.0001824651035489,0.0,0.0002736976553234,0.0,0.0,0.0,0.0,0.0,9.12325517744731e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12325517744731e-05,0.0,0.0,0.0,9.12325517744731e-05,0.0,0.0,0.0,9.12325517744731e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12325517744731e-05,0.0,0.0,0.0,0.0004561627588723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12325517744731e-05,0.0,0.0001824651035489,0.0,0.0,0.0,0.0046528601404981,0.184837149895083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12325517744731e-05,9.12325517744731e-05,0.0001824651035489,0.0,0.0,0.0,0.0072986041419578,0.0,0.0,0.0,0.0,0.0,0.0,0.0089407900738983,0.0002736976553234,0.0,0.0,0.0,0.0
mgm4548728,0.251154290111581,0.142747210465564,0.0,0.519141977683724,0.0005771450557906,0.0,0.0,0.0,0.0,0.0007695267410542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61908426317815e-05,0.0,9.61908426317815e-05,0.0,0.0,0.0,0.0,9.61908426317815e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61908426317815e-05,0.0,0.0,0.0,9.61908426317815e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61908426317815e-05,0.0,9.61908426317815e-05,9.61908426317815e-05,9.61908426317815e-05,0.0,9.61908426317815e-05,0.0,0.0010580992689496,0.0696421700654098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006733358984224,0.0,0.0,0.0,0.0019238168526356,0.0,0.0,0.0,0.0,0.0,0.0,0.0112543285879184,9.61908426317815e-05,0.0,0.0,0.0,0.0
mgm4548729,0.422680412371134,0.0824742268041237,0.0,0.460481099656357,0.0,0.0,0.0,0.0,0.0,0.0034364261168384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0274914089347079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034364261168384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgm4548730,0.382657120127287,0.0803500397772474,0.0,0.428003182179793,0.0,0.0,0.0,0.0,0.0,0.0007955449482895,0.0,0.0,0.0,0.0,0.0,0.0007955449482895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007955449482895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007955449482895,0.0859188544152745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015910898965791,0.0,0.0,0.0,0.0007955449482895,0.0,0.0,0.0,0.0,0.0,0.0,0.0175019888623707,0.0,0.0,0.0,0.0,0.0
mgm4548811,0.357851985559567,0.0985559566787004,0.0,0.446660649819495,0.000812274368231,0.0,0.0,0.0,0.0,0.0002707581227436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.02527075812274e-05,0.0,9.02527075812274e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.02527075812274e-05,0.0,0.0,0.0,0.0,0.0,0.0001805054151624,0.0002707581227436,0.0,0.0,0.0,9.02527075812274e-05,9.02527075812274e-05,0.0011732851985559,0.0779783393501805,0.0,0.0,0.0,9.02527075812274e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.02527075812274e-05,0.0,0.0004512635379061,0.0,0.0,0.0,0.0026173285198556,0.0,0.0,0.0,0.0,0.0,0.0,0.0125451263537906,0.0,0.0,0.0,0.0,0.0
mgm4549010,0.301231303198083,0.185158251384183,2.47913395587142e-05,0.373060077679531,0.0001156929179406,0.0,0.0,8.26377985290472e-06,0.0,0.0001818031567639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26377985290472e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26377985290472e-06,0.0,8.26377985290472e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26377985290472e-06,0.0,0.0,8.26377985290472e-06,0.0,0.0,8.26377985290472e-06,0.0,0.0,5.7846458970333e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.26377985290472e-06,0.0,0.0,0.0,4.13188992645236e-05,1.65275597058094e-05,1.65275597058094e-05,0.0,0.0,0.0,0.0002892322948516,8.26377985290472e-06,0.0006280472688207,0.128262127096934,8.26377985290472e-06,8.26377985290472e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.30551194116189e-05,3.30551194116189e-05,0.0,0.0015122717130815,8.26377985290472e-06,9.91653582348566e-05,0.0,0.0085116932484918,0.0,0.0,0.0,0.0,0.0,0.0,0.0005040905710271,0.0001239566977935,0.0,0.0,0.0,0.0
mgm4549011,0.0651807556401196,0.262190812720848,5.43625985322098e-05,0.538515901060071,0.0001359064963305,0.0,0.0,2.71812992661049e-05,0.0,0.0,0.0,0.0,2.71812992661049e-05,0.0,0.0,5.43625985322098e-05,0.0,0.0,0.0,2.71812992661049e-05,0.0,0.0,0.0,2.71812992661049e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71812992661049e-05,0.0,0.0,2.71812992661049e-05,0.0,0.0,0.0,0.0,0.0,0.005979885838543,2.71812992661049e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71812992661049e-05,0.0,2.71812992661049e-05,0.0,0.0,0.0,0.0003533568904593,0.0,0.0063332427290024,0.102881217722207,0.0,2.71812992661049e-05,0.0,0.0003261755911932,0.0,2.71812992661049e-05,0.0,0.0,5.43625985322098e-05,0.0,0.0,0.0,0.0025822234302799,2.71812992661049e-05,0.000271812992661,0.0,0.0140799130198423,2.71812992661049e-05,0.0,0.0,0.0,0.0,0.0,0.0004892633867898,0.0001630877955966,0.0,0.0,0.0,0.0
mgm4549012,0.494113100605436,0.116552879041608,7.7289707587273e-05,0.281154192966637,5.15264717248486e-05,0.0,0.0,0.0,0.0,2.57632358624243e-05,0.0,2.57632358624243e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024990338786551,0.101610202241402,0.0,0.0,0.0,2.57632358624243e-05,0.0,0.0,0.0,0.0,2.57632358624243e-05,5.15264717248486e-05,2.57632358624243e-05,0.0,0.0001288161793121,0.0,7.7289707587273e-05,0.0,0.0026536132938297,0.0,0.0,0.0,0.0,0.0,0.0,0.00085018678346,5.15264717248486e-05,0.0,0.0,0.0,0.0
mgm4549013,0.281286156079495,0.282430743175128,2.48148963822983e-05,0.431264287952058,8.6852137338044e-05,0.0,0.0,4.3426068669022e-05,3.10186204778729e-06,3.41204825256602e-05,0.0,6.20372409557457e-06,1.24074481911491e-05,3.10186204778729e-06,0.0,0.0,6.20372409557457e-06,3.10186204778729e-06,3.10186204778729e-06,3.10186204778729e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.10186204778729e-06,3.10186204778729e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.20372409557457e-06,3.10186204778729e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24074481911491e-05,0.0,3.10186204778729e-06,0.0,6.20372409557457e-06,0.0,0.0,0.0,0.0,3.10186204778729e-06,3.10186204778729e-06,0.0,0.0,3.10186204778729e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.10186204778729e-05,1.86111722867237e-05,9.30558614336186e-06,3.10186204778729e-06,6.20372409557457e-06,0.0,8.06484132424694e-05,3.10186204778729e-05,6.82409650513203e-05,0.0036508916302456,3.10186204778729e-06,3.10186204778729e-06,0.0,6.20372409557457e-06,3.10186204778729e-06,0.0,0.0,0.0,2.79167584300856e-05,2.1713034334511e-05,9.92595855291932e-05,0.0,6.5139103003533e-05,3.10186204778729e-06,0.0,6.20372409557457e-06,5.58335168601712e-05,0.0,0.0,0.0,0.0,3.10186204778729e-06,3.10186204778729e-06,0.0004714830312636,7.13428270991076e-05,0.0,0.0,0.0,0.0
mgm4549014,0.336915297092288,0.195954487989886,0.0,0.353350189633375,0.0006321112515802,0.0,0.0,0.0,0.0,0.0006321112515802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006321112515802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006321112515802,0.0031605562579013,0.0777496839443742,0.0,0.0,0.0,0.0132743362831858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018963337547408,0.0,0.0,0.0,0.0037926675094816,0.0,0.0,0.0,0.0,0.0,0.0,0.011378002528445,0.0,0.0,0.0,0.0,0.0
mgm4549015,0.901861056525257,0.0033522136169229,0.0,0.0931684198358571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002311871459946,0.0011559357299734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002311871459946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
