samples,Pseudomonadota,Actinomycetota,Chloroflexota,Bacillota,Cyanobacteriota,Candidatus.Melainabacteria,Candidatus.Margulisbacteria,Deinococcota,Armatimonadota,Mycoplasmatota,Thermomicrobiota,Candidatus.Kaiserbacteria,Candidatus.Nomurabacteria,Candidatus.Yanofskybacteria,Candidatus.Falkowbacteria,Candidatus.Magasanikbacteria,Candidatus.Nealsonbacteria,Candidatus.Uhrbacteria,Candidatus.Giovannonibacteria,Candidatus.Moranbacteria,Candidatus.Zambryskibacteria,Candidatus.Staskawiczbacteria,Candidatus.Wolfebacteria,Candidatus.Harrisonbacteria,Candidatus.Taylorbacteria,Candidatus.Buchananbacteria,Candidatus.Jorgensenbacteria,Candidatus.Liptonbacteria,Candidatus.Ryanbacteria,Candidatus.Komeilibacteria,Candidatus.Kerfeldbacteria,Candidatus.Terrybacteria,Candidatus.Spechtbacteria,Candidatus.Parcubacteria,Candidatus.Woesebacteria,Candidatus.Gottesmanbacteria,Candidatus.Roizmanbacteria,Candidatus.Levybacteria,Candidatus.Daviesbacteria,Candidatus.Curtissbacteria,Candidatus.Shapirobacteria,Candidatus.Beckwithbacteria,Candidatus.Amesbacteria,Candidatus.Collierbacteria,Candidatus.Woykebacteria,Candidatus.Pacebacteria,Candidatus.Microgenomates,Candidatus.Gracilibacteria,Candidatus.Rokubacteria,Candidatus.Handelsmanbacteria,Candidatus.Schekmanbacteria,Candidatus.Aminicenantes,candidate.division.WWE3,Candidatus.Peregrinibacteria,Candidatus.Doudnabacteria,Candidatus.Berkelbacteria,Candidatus.Gribaldobacteria,Candidatus.Saccharibacteria,Candidatus.Eisenbacteria,Candidatus.Desantisbacteria,Candidatus.Edwardsbacteria,Candidatus.Ratteibacteria,Candidatus.Raymondbacteria,Candidatus.Bipolaricaulota,Candidatus.Blackallbacteria,candidate.division.CPR2,Candidatus.Fischerbacteria,Candidatus.Absconditabacteria,Planctomycetota,Candidatus.Omnitrophica,Verrucomicrobiota,Lentisphaerota,Chlamydiota,Kiritimatiellota,Thermodesulfobacteriota,Nitrospirota,Campylobacterota,Bacteroidota,Ignavibacteriota,Chlorobiota,Balneolota,Gemmatimonadota,candidate.division.Zixibacteria,Candidatus.Marinimicrobia,Fibrobacterota,Candidatus.Cloacimonetes,Elusimicrobiota,Acidobacteriota,Myxococcota,Nitrospinota,Spirochaetota,Bdellovibrionota,Synergistota,Caldisericota,Fusobacteriota,Thermotogota,Atribacterota,Chrysiogenota,Aquificota,Deferribacterota,Nitrososphaerota,Thermoproteota,Euryarchaeota,Candidatus.Woesearchaeota,Candidatus.Micrarchaeota,Candidatus.Altiarchaeota,Candidatus.Heimdallarchaeota
mgm4549016,0.236213252493497,0.270364340650087,5.61387750519284e-05,0.33565373603548,3.74258500346189e-05,0.0,0.0,3.74258500346189e-05,0.0,0.0,0.0,1.87129250173095e-05,0.0,0.0,0.0,1.87129250173095e-05,1.87129250173095e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87129250173095e-05,0.0,1.87129250173095e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74258500346189e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044723890791369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87129250173095e-05,0.0,0.0001122775501038,0.0,1.87129250173095e-05,0.0,0.0,0.0,3.74258500346189e-05,0.0,0.0014783210763674,0.145867250509927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74258500346189e-05,0.0001309904751211,0.0,3.74258500346189e-05,3.74258500346189e-05,0.0,0.0,0.0046782312543273,0.0,0.0,0.0,0.0,0.0,0.0,0.0005239619004846,5.61387750519284e-05,0.0,0.0,0.0,0.0
mgm4549017,0.275665297850781,0.203402485200789,5.33304890405845e-05,0.396832168950989,0.0002133219561623,0.0,5.33304890405845e-05,0.0,0.0,0.0003199829342435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33304890405845e-05,5.33304890405845e-05,0.0,0.0,0.0,0.0,5.33304890405845e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33304890405845e-05,0.0,0.0,5.33304890405845e-05,0.0,0.0,0.0,0.000639965868487,0.0,0.0,0.0,0.0,0.0,0.0,5.33304890405845e-05,0.0,0.0,0.0,5.33304890405845e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033598208095568,0.0759426163937923,0.0001066609780811,0.0001066609780811,0.0,0.003839795210922,0.0,0.0,0.0,0.0,0.0,0.0,0.0001599914671217,0.0,0.0030931683643539,0.0,0.0001599914671217,0.0,0.0325849288037971,5.33304890405845e-05,0.0,0.0,0.0,0.0,5.33304890405845e-05,0.0026131939629886,0.000373313423284,0.0,0.0,0.0,0.0
mgm4549018,0.141455696202532,0.157278481012658,0.0,0.532911392405063,0.000632911392405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003164556962025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022151898734177,0.14873417721519,0.0,0.0,0.0,0.0012658227848101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012658227848101,0.0,0.0,0.0,0.0120253164556962,0.0,0.0,0.0,0.0,0.0,0.0,0.0018987341772151,0.0,0.0,0.0,0.0,0.0
mgm4549019,0.552608943568729,0.103681224690976,9.66454368856974e-06,0.324158459858318,0.0001546326990171,0.0,0.0,9.66454368856974e-06,0.0,7.73163495085579e-05,0.0,0.0,9.66454368856974e-06,0.0,0.0,9.66454368856974e-06,0.0,0.0,0.0,9.66454368856974e-06,0.0,0.0,0.0,0.0,9.66454368856974e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.66454368856974e-06,0.0,2.89936310657092e-05,0.0,1.93290873771395e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89936310657092e-05,0.0,0.0,0.0,1.93290873771395e-05,9.66454368856974e-06,0.0,0.0,0.0,0.0007924925824627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.66454368856974e-06,0.0,0.0,7.73163495085579e-05,9.66454368856974e-06,9.66454368856974e-06,0.0,9.66454368856974e-06,0.0,0.0,2.89936310657092e-05,0.0004735626407399,0.0157435416686801,3.8658174754279e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93290873771395e-05,0.0,9.66454368856974e-06,1.93290873771395e-05,0.0002222845048371,3.8658174754279e-05,1.93290873771395e-05,9.66454368856974e-06,0.0005895371650027,0.0,0.0,0.0,1.93290873771395e-05,0.0,0.0,0.0009471252814798,3.8658174754279e-05,9.66454368856974e-06,0.0,0.0,9.66454368856974e-06
mgm4549020,0.272389502618075,0.12762721961518,2.61284894597674e-05,0.465050532498615,0.0002926390819493,5.22569789195347e-06,0.0,4.70312810275812e-05,5.22569789195347e-06,0.0001881251241103,0.0,0.0,1.56770936758604e-05,0.0,0.0,5.22569789195347e-06,0.0,0.0,5.22569789195347e-06,0.0,1.56770936758604e-05,2.09027915678139e-05,0.0,5.22569789195347e-06,0.0,5.22569789195347e-06,0.0,0.0,1.04513957839069e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.04513957839069e-05,3.13541873517208e-05,5.22569789195347e-06,5.22569789195347e-06,0.0,5.22569789195347e-06,0.0,5.22569789195347e-06,0.0,0.0,0.0,0.0,5.22569789195347e-06,5.22569789195347e-06,0.0,0.0,5.22569789195347e-06,5.22569789195347e-06,5.22569789195347e-06,5.22569789195347e-06,5.22569789195347e-06,0.0,0.0059834240862867,0.0,5.22569789195347e-06,5.22569789195347e-06,5.22569789195347e-06,0.0,0.0,0.0,0.0,1.04513957839069e-05,0.0,2.61284894597674e-05,5.22569789195347e-06,5.74826768114882e-05,1.56770936758604e-05,0.0,1.56770936758604e-05,8.8836864163209e-05,2.09027915678139e-05,0.0012175876088251,0.0996488331016607,2.61284894597674e-05,5.22569789195347e-06,0.0,0.0017401573980205,0.0,0.0,0.0,5.22569789195347e-06,1.56770936758604e-05,4.18055831356278e-05,7.83854683793021e-05,0.0,0.0006218580491424,3.13541873517208e-05,1.56770936758604e-05,3.65798852436743e-05,0.0227213344342137,2.09027915678139e-05,0.0,0.0,1.04513957839069e-05,1.04513957839069e-05,1.04513957839069e-05,0.0015938378570458,8.8836864163209e-05,0.0,0.0,5.22569789195347e-06,0.0
mgm4549021,0.285965480542316,0.143190967562815,2.31363657396696e-05,0.382420989310999,0.0003701818518347,2.31363657396696e-05,0.0,0.0,2.31363657396696e-05,0.0001156818286983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94090972190088e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043727731247975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000138818194438,6.94090972190088e-05,0.0,0.0,6.94090972190088e-05,0.0,0.0,0.000138818194438,0.0,0.0068715006246818,0.11767155615196,0.0,0.0,0.0,0.0018971819906529,0.0,0.0,0.0,0.0,2.31363657396696e-05,4.62727314793392e-05,6.94090972190088e-05,0.0,0.0031696821063347,9.25454629586784e-05,0.0003239091203553,0.0,0.0515709592337236,0.0,0.0,0.0,0.0,0.0,2.31363657396696e-05,0.0011336819212438,0.0001156818286983,0.0,0.0,0.0,0.0
mgm4549506,0.226152287692048,0.450447408407901,0.0,0.301283133547189,0.0001688333614722,0.0,0.0,0.0,0.0,0.0001688333614722,0.0,0.0,0.0,0.0,0.0,0.0,8.44166807361135e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.44166807361135e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.44166807361135e-05,8.44166807361135e-05,0.0,0.0,0.0,0.0005065000844166,0.017136586189431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.44166807361135e-05,0.0,0.0,0.0,0.0001688333614722,0.0,0.0,0.0,0.0034610839101806,0.0,0.0,0.0,0.0,0.0,0.0,8.44166807361135e-05,0.0,0.0,0.0,0.0,0.0
mgm4549855,0.0917647058823529,0.851764705882353,0.0,0.0541176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023529411764705,0.0,0.0,0.0,0.0,0.0
mgm4552786,0.536330536647143,0.0590470159886022,0.0001583029919265,0.321988285578597,0.0001583029919265,0.0,0.0,0.0,0.0,0.0001583029919265,0.0,0.0001583029919265,0.0,0.0,0.0,0.0,0.0001583029919265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001583029919265,0.0,0.0,0.0,0.0,0.0,0.0,0.0001583029919265,0.0,0.0001583029919265,0.0001583029919265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004749089757796,0.0,0.0,0.0,0.0007915149596327,0.0649042266898844,0.0,0.0,0.0,0.0001583029919265,0.0,0.0,0.0,0.0,0.0,0.0,0.0001583029919265,0.0,0.000316605983853,0.0001583029919265,0.0,0.0,0.0012664239354123,0.0,0.0001583029919265,0.0,0.0,0.0,0.0,0.0128225423460503,0.0,0.0,0.0,0.0,0.0
mgm4552904,0.0647258338044093,0.146033540606746,9.42151874882231e-05,0.580553985302431,0.0002355379687205,0.0,0.0,0.0,4.71075937441115e-05,0.0002355379687205,0.0,0.0,0.0,4.71075937441115e-05,0.0,4.71075937441115e-05,0.0,0.0,0.0,4.71075937441115e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71075937441115e-05,0.0,0.0,0.0,4.71075937441115e-05,0.0,0.0,0.0,0.0,0.0155926135293009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71075937441115e-05,0.0,0.0,0.0,0.0,0.0,9.42151874882231e-05,0.0,0.0020256265309968,0.168315432447711,0.0,0.0,0.0,0.0001413227812323,0.0,4.71075937441115e-05,0.0,0.0,0.0,0.0,9.42151874882231e-05,0.0,0.0005652911249293,0.0,0.0002355379687205,0.0,0.0204446956849444,0.0,0.0,0.0,0.0,4.71075937441115e-05,0.0,0.0001884303749764,0.0,0.0,0.0,0.0,0.0
mgm4552905,0.117342805508818,0.164392098211504,0.0002492677759082,0.462765625973702,0.0003739016638624,0.0,0.0,0.0,0.0,0.0001246338879541,0.0,0.0,6.23169439770674e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.23169439770674e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.23169439770674e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.23169439770674e-05,0.0,0.0,0.0,0.0253006792546893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008724372156789,0.0001246338879541,0.0,0.0,0.0,6.23169439770674e-05,0.0,0.0001246338879541,0.0,0.0049853555181653,0.160341496852994,0.0,6.23169439770674e-05,0.0,0.0002492677759082,0.0,0.0,0.0,0.0,0.0,6.23169439770674e-05,0.0001246338879541,0.0001246338879541,0.0006854863837477,6.23169439770674e-05,0.0001246338879541,0.0,0.0603851187137783,0.0,0.0,0.0,6.23169439770674e-05,0.0,0.0,0.0005608524957936,0.0001869508319312,0.0,0.0,0.0,0.0
mgm4552977,0.879375696767001,0.0060200668896321,0.0,0.114158305462653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004459308807134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgm4552978,0.230111602924924,0.102194838436299,2.29046536530059e-05,0.425665809650876,0.000183237229224,5.72616341325149e-06,0.0,4.00831438927604e-05,0.0,0.0002233203731168,0.0,0.0,0.0,3.43569804795089e-05,5.72616341325149e-06,2.29046536530059e-05,5.72616341325149e-06,5.72616341325149e-06,0.0,2.29046536530059e-05,1.71784902397545e-05,0.0,5.72616341325149e-06,5.72616341325149e-06,5.72616341325149e-06,0.0,0.0,0.0,5.72616341325149e-06,0.0,1.1452326826503e-05,0.0,0.0,0.0,5.72616341325149e-06,1.1452326826503e-05,5.72616341325149e-06,5.72616341325149e-06,0.0,0.0,0.0,0.0,5.72616341325149e-06,0.0,1.1452326826503e-05,5.72616341325149e-06,0.0,0.0,5.72616341325149e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.72616341325149e-06,0.0,0.0,5.72616341325149e-06,0.0,0.0,5.72616341325149e-06,0.0,0.0,0.0,0.0,0.0,6.87139609590178e-05,1.71784902397545e-05,1.71784902397545e-05,1.1452326826503e-05,1.71784902397545e-05,0.0,8.01662877855208e-05,2.86308170662574e-05,0.0004981762169528,0.23692001122328,3.43569804795089e-05,0.0,0.0,5.72616341325149e-06,0.0,0.0,5.72616341325149e-06,0.0,1.71784902397545e-05,5.72616341325149e-06,2.86308170662574e-05,5.72616341325149e-06,0.0004409145828203,2.86308170662574e-05,5.72616341325149e-06,1.1452326826503e-05,9.73447780252753e-05,1.71784902397545e-05,5.72616341325149e-06,0.0,0.0,1.1452326826503e-05,1.71784902397545e-05,0.0028630817066257,6.29877975457664e-05,0.0,0.0,0.0,5.72616341325149e-06
mgm4552979,0.88448275862069,0.044683908045977,0.0,0.0660919540229885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001436781609195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000287356321839,0.0,0.0,0.0,0.0,0.0
mgm4552980,0.878562577447336,0.0260223048327138,0.0,0.057001239157373,0.0,0.0,0.0,0.0012391573729863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0260223048327138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111524163568773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgm4552981,0.661781194938331,0.0782876822040686,0.0,0.160619894281595,8.00897004645203e-05,0.0,0.0,0.0,0.0,4.00448502322601e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.00448502322601e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.00448502322601e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.00897004645203e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0036440813711356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.00448502322601e-05,0.0,0.0014816594585936,0.0720006407176037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004004485023226,0.0,0.0,0.0,0.0207031875700785,0.0,0.0,0.0,0.0,0.0,0.0,0.0007208073041806,4.00448502322601e-05,0.0,0.0,0.0,0.0
mgm4552982,0.643857108375573,0.13782283369539,0.0,0.207820419985518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002413709872073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000362056480811,0.0082066135650494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012068549360366,0.0,0.0,0.0,0.0,0.0,0.0,0.000362056480811,0.0001206854936036,0.0,0.0,0.0,0.0
mgm4552983,0.22605982354207,0.197977189584678,0.0,0.439853669033785,0.0002151925973746,0.0,0.0,0.0,0.0,0.0005379814934366,0.0,0.0,0.0001075962986873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010759629868732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002151925973746,0.0,0.0,0.0,0.0004303851947493,0.0,0.0049494297396169,0.103184850441145,0.0,0.0,0.0,0.0013987518829352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032278889606197,0.0001075962986873,0.0003227888960619,0.0,0.0189369485689692,0.0,0.0,0.0,0.0,0.0,0.0,0.0012911555842479,0.0001075962986873,0.0,0.0,0.0,0.0
