samples,Pseudomonadota,Actinomycetota,Chloroflexota,Bacillota,Cyanobacteriota,Candidatus.Melainabacteria,Candidatus.Margulisbacteria,Deinococcota,Armatimonadota,Mycoplasmatota,Thermomicrobiota,Candidatus.Kaiserbacteria,Candidatus.Nomurabacteria,Candidatus.Yanofskybacteria,Candidatus.Azambacteria,Candidatus.Falkowbacteria,Candidatus.Magasanikbacteria,Candidatus.Nealsonbacteria,Candidatus.Uhrbacteria,Candidatus.Giovannonibacteria,Candidatus.Moranbacteria,Candidatus.Zambryskibacteria,Candidatus.Staskawiczbacteria,Candidatus.Wolfebacteria,Candidatus.Harrisonbacteria,Candidatus.Taylorbacteria,Candidatus.Buchananbacteria,Candidatus.Portnoybacteria,Candidatus.Adlerbacteria,Candidatus.Sungbacteria,Candidatus.Jorgensenbacteria,Candidatus.Liptonbacteria,Candidatus.Tagabacteria,Candidatus.Ryanbacteria,Candidatus.Wildermuthbacteria,Candidatus.Komeilibacteria,Candidatus.Kuenenbacteria,Candidatus.Lloydbacteria,Candidatus.Kerfeldbacteria,Candidatus.Terrybacteria,Candidatus.Yonathbacteria,Candidatus.Niyogibacteria,Candidatus.Campbellbacteria,Candidatus.Colwellbacteria,Candidatus.Vogelbacteria,Candidatus.Spechtbacteria,Candidatus.Andersenbacteria,Candidatus.Jacksonbacteria,Candidatus.Parcubacteria,Candidatus.Veblenbacteria,Candidatus.Woesebacteria,Candidatus.Gottesmanbacteria,Candidatus.Roizmanbacteria,Candidatus.Levybacteria,Candidatus.Daviesbacteria,Candidatus.Curtissbacteria,Candidatus.Shapirobacteria,Candidatus.Beckwithbacteria,Candidatus.Amesbacteria,Candidatus.Chisholmbacteria,Candidatus.Collierbacteria,Candidatus.Woykebacteria,Candidatus.Pacebacteria,Candidatus.Blackburnbacteria,Candidatus.Microgenomates,Candidatus.Gracilibacteria,candidate.division.NC10,Candidatus.Rokubacteria,Candidatus.Handelsmanbacteria,Candidatus.Schekmanbacteria,Candidatus.Aminicenantes,Candidatus.Glassbacteria,candidate.division.WWE3,Candidatus.Peregrinibacteria,Candidatus.Doudnabacteria,Candidatus.Berkelbacteria,Candidatus.Gribaldobacteria,Candidatus.Saccharibacteria,Candidatus.Eisenbacteria,Candidatus.Desantisbacteria,Candidatus.Edwardsbacteria,Candidatus.Lindowbacteria,Candidatus.Ratteibacteria,Candidatus.Dadabacteria,Candidatus.Firestonebacteria,Candidatus.Raymondbacteria,Candidatus.Riflebacteria,Candidatus.Wallbacteria,candidate.division.CPR1,Candidatus.Coatesbacteria,Candidatus.Bipolaricaulota,Candidatus.Blackallbacteria,candidate.division.CPR2,Candidatus.Fraserbacteria,Candidatus.Fischerbacteria,Candidatus.Sumerlaeota,candidate.division.WOR.3,Candidatus.Wirthbacteria,Candidatus.Abawacabacteria,Candidatus.Absconditabacteria,candidate.division.CPR3,Candidatus.Delongbacteria,Candidatus.Calescamantes,Planctomycetota,Candidatus.Omnitrophica,Verrucomicrobiota,Lentisphaerota,Chlamydiota,Kiritimatiellota,Thermodesulfobacteriota,Nitrospirota,Campylobacterota,Bacteroidota,Ignavibacteriota,Chlorobiota,Balneolota,Gemmatimonadota,candidate.division.Zixibacteria,Candidatus.Marinimicrobia,Candidatus.Hydrogenedentes,Fibrobacterota,Candidatus.Cloacimonetes,Elusimicrobiota,Acidobacteriota,Myxococcota,Nitrospinota,Candidatus.Tectomicrobia,Spirochaetota,Bdellovibrionota,Synergistota,Caldisericota,Fusobacteriota,Thermotogota,Atribacterota,Chrysiogenota,Aquificota,Calditrichota,Deferribacterota,Dictyoglomota,Coprothermobacterota,Nitrososphaerota,Candidatus.Bathyarchaeota,Thermoproteota,Euryarchaeota,Candidatus.Woesearchaeota,Nanoarchaeota,Candidatus.Micrarchaeota,Candidatus.Diapherotrites,Candidatus.Altiarchaeota,Candidatus.Nanohaloarchaeota,Candidatus.Thermoplasmatota,Candidatus.Heimdallarchaeota,Candidatus.Lokiarchaeota,Candidatus.Thorarchaeota
mgm4633656,0.477032514738169,0.149260417554023,0.0003973542737221,0.177919730626462,0.0004169498269467,6.25969061343063e-06,6.80401153633764e-06,0.0002988321866759,4.40899947554679e-05,0.0001006993707377,1.52409858413963e-05,3.12984530671531e-05,1.79625904559314e-05,6.25969061343063e-06,5.17104876761661e-06,1.68739486101173e-05,2.39501206079085e-05,4.62672784470959e-06,1.55131463028498e-05,4.62672784470959e-06,2.99376507598856e-05,4.62672784470959e-06,2.72160461453506e-06,6.25969061343063e-06,3.81024646034908e-06,6.25969061343063e-06,6.80401153633764e-06,4.35456738325609e-06,2.17728369162804e-06,5.17104876761661e-06,2.72160461453506e-06,3.81024646034908e-06,1.36080230726753e-06,2.44944415308155e-06,1.90512323017454e-06,4.8988883061631e-06,2.72160461453506e-06,7.62049292069816e-06,6.53185107488413e-06,8.16481384360517e-07,4.62672784470959e-06,1.08864184581402e-06,5.17104876761661e-06,1.90512323017454e-06,1.08864184581402e-06,2.17728369162804e-06,5.44320922907011e-07,2.72160461453506e-07,2.72160461453506e-07,2.72160461453506e-07,1.11585789195937e-05,1.11585789195937e-05,1.30637021497683e-05,5.44320922907011e-06,5.44320922907011e-06,2.99376507598856e-06,4.62672784470959e-06,3.26592553744207e-06,1.90512323017454e-06,1.36080230726753e-06,6.25969061343063e-06,3.53808599889557e-06,1.11585789195937e-05,1.36080230726753e-06,1.08864184581402e-06,1.11585789195937e-05,1.19750603039542e-05,6.69514735175624e-05,9.7977766123262e-06,2.17728369162804e-06,3.37478972202347e-05,5.71536969052362e-06,9.25345568941919e-06,2.639956476099e-05,5.17104876761661e-06,6.53185107488413e-06,1.36080230726753e-06,0.0001924174462476,1.17028998425007e-05,3.81024646034908e-06,5.44320922907011e-06,5.98753015197712e-06,1.63296276872103e-06,4.62672784470959e-06,3.81024646034908e-06,3.53808599889557e-06,7.07617199779115e-06,1.63296276872103e-06,2.72160461453506e-07,2.17728369162804e-06,2.44944415308155e-06,2.17728369162804e-06,8.16481384360517e-07,1.36080230726753e-06,8.16481384360517e-07,2.72160461453506e-07,8.16481384360517e-07,1.36080230726753e-06,2.72160461453506e-07,3.53808599889557e-06,2.72160461453506e-07,2.72160461453506e-06,2.72160461453506e-07,0.0006471975773364,7.02173990550044e-05,0.0037090027686883,5.14383272147126e-05,2.12285159933734e-05,1.55131463028498e-05,0.0033813215730983,0.0005154719139929,0.0199352094805464,0.160927664376074,3.40200576816882e-05,5.52485736750616e-05,4.08240692180258e-06,0.0001004272102763,7.89265338215166e-06,6.25969061343063e-06,4.08240692180258e-06,0.0001009715311992,4.35456738325609e-06,0.0001398904771871,0.0003257760723598,0.0007269405925423,7.62049292069816e-06,6.25969061343063e-06,0.0003374789722023,0.0001118579496573,0.000148871772415,0.0,0.0009152756318681,2.83046879911646e-05,7.07617199779115e-06,7.62049292069816e-06,7.62049292069816e-06,4.08240692180258e-06,1.98677136861059e-05,1.63296276872103e-06,8.16481384360517e-07,1.55131463028498e-05,2.17728369162804e-06,1.08864184581402e-05,0.0012780655269856,2.44944415308155e-06,2.72160461453506e-07,5.98753015197712e-06,5.44320922907011e-07,5.44320922907011e-07,0.0,4.08240692180258e-06,1.63296276872103e-06,4.08240692180258e-06,2.72160461453506e-07
mgm4633657,0.552934602198758,0.187666898262679,0.0004881938669165,0.162289589759245,0.0012189494664519,7.89531860242334e-06,1.14043490923893e-05,0.0013781717249341,4.29856235020826e-05,9.86914825302917e-05,1.84224100723211e-05,2.71949862972359e-05,1.97382965060583e-05,7.01806097993185e-06,4.82491692370315e-06,2.368595580727e-05,2.58790998634987e-05,6.14080335744037e-06,2.80722439197274e-05,2.63177286747445e-06,2.80722439197274e-05,3.94765930121167e-06,5.70217454619463e-06,7.01806097993185e-06,8.77257622491482e-07,4.38628811245741e-06,7.01806097993185e-06,5.26354573494889e-06,1.75451524498296e-06,2.63177286747445e-06,3.07040167872019e-06,3.07040167872019e-06,2.1931440562287e-06,3.50903048996593e-06,3.07040167872019e-06,3.50903048996593e-06,2.63177286747445e-06,1.14043490923893e-05,5.26354573494889e-06,1.75451524498296e-06,2.63177286747445e-06,4.38628811245741e-07,7.01806097993185e-06,8.77257622491482e-07,2.1931440562287e-06,8.77257622491482e-07,1.31588643373722e-06,1.75451524498296e-06,0.0,0.0,1.1842977903635e-05,1.22816067148807e-05,1.53520083936009e-05,1.05270914698978e-05,6.57943216868611e-06,4.38628811245741e-06,1.44747507711094e-05,5.26354573494889e-06,3.94765930121167e-06,4.38628811245741e-07,3.94765930121167e-06,2.1931440562287e-06,1.3597493148618e-05,1.75451524498296e-06,4.38628811245741e-07,2.1931440562287e-06,1.62292660160924e-05,0.0001013232553977,1.22816067148807e-05,5.70217454619463e-06,5.30740861607346e-05,7.89531860242334e-06,1.0088462658652e-05,3.11426455984476e-05,4.38628811245741e-06,1.1842977903635e-05,1.31588643373722e-06,0.0002574751122012,1.40361219598637e-05,4.38628811245741e-06,9.21120503616056e-06,8.77257622491482e-06,8.77257622491482e-07,6.14080335744037e-06,1.05270914698978e-05,3.50903048996593e-06,1.49133795823552e-05,1.31588643373722e-05,0.0,4.38628811245741e-06,1.75451524498296e-06,2.63177286747445e-06,2.63177286747445e-06,1.31588643373722e-06,4.38628811245741e-07,1.75451524498296e-06,4.38628811245741e-07,1.31588643373722e-06,4.38628811245741e-07,1.31588643373722e-06,1.31588643373722e-06,1.75451524498296e-06,4.38628811245741e-07,0.0008316402261219,7.71986707792504e-05,0.0030761038532663,6.31625488193867e-05,2.23700693735328e-05,1.14043490923893e-05,0.0051920492387158,0.0002763361510848,0.0068083964081563,0.0676102449654185,4.25469946908369e-05,6.40398064418782e-05,3.94765930121167e-06,0.0001425543636548,5.70217454619463e-06,6.57943216868611e-06,8.77257622491482e-06,1.57906372048467e-05,0.0031892700865677,0.000144747507711,0.0003899410131974,0.000789093231431,1.3597493148618e-05,8.33394741366908e-06,0.0003754662624263,8.42167317591823e-05,0.0001693107211408,2.63177286747445e-06,0.0005281090887398,3.42130472771678e-05,6.57943216868611e-06,6.14080335744037e-06,4.82491692370315e-06,4.82491692370315e-06,2.5440471052253e-05,2.1931440562287e-06,1.75451524498296e-06,0.0001254478400162,2.63177286747445e-06,1.97382965060583e-05,0.0026379136708318,3.50903048996593e-06,0.0,2.1931440562287e-06,8.77257622491482e-07,4.38628811245741e-07,4.38628811245741e-07,6.14080335744037e-06,8.77257622491482e-07,6.57943216868611e-06,0.0
