samples,Pseudomonadota,Actinomycetota,Chloroflexota,Bacillota,Cyanobacteriota,Candidatus.Melainabacteria,Candidatus.Margulisbacteria,Deinococcota,Armatimonadota,Mycoplasmatota,Thermomicrobiota,Candidatus.Kaiserbacteria,Candidatus.Nomurabacteria,Candidatus.Yanofskybacteria,Candidatus.Azambacteria,Candidatus.Falkowbacteria,Candidatus.Magasanikbacteria,Candidatus.Nealsonbacteria,Candidatus.Uhrbacteria,Candidatus.Giovannonibacteria,Candidatus.Moranbacteria,Candidatus.Zambryskibacteria,Candidatus.Staskawiczbacteria,Candidatus.Wolfebacteria,Candidatus.Harrisonbacteria,Candidatus.Taylorbacteria,Candidatus.Buchananbacteria,Candidatus.Portnoybacteria,Candidatus.Adlerbacteria,Candidatus.Sungbacteria,Candidatus.Jorgensenbacteria,Candidatus.Liptonbacteria,Candidatus.Tagabacteria,Candidatus.Ryanbacteria,Candidatus.Wildermuthbacteria,Candidatus.Komeilibacteria,Candidatus.Kuenenbacteria,Candidatus.Lloydbacteria,Candidatus.Kerfeldbacteria,Candidatus.Terrybacteria,Candidatus.Yonathbacteria,Candidatus.Niyogibacteria,Candidatus.Campbellbacteria,Candidatus.Colwellbacteria,Candidatus.Vogelbacteria,Candidatus.Spechtbacteria,Candidatus.Brennerbacteria,Candidatus.Andersenbacteria,Candidatus.Jacksonbacteria,Candidatus.Parcubacteria,Candidatus.Veblenbacteria,Candidatus.Woesebacteria,Candidatus.Gottesmanbacteria,Candidatus.Roizmanbacteria,Candidatus.Levybacteria,Candidatus.Daviesbacteria,Candidatus.Curtissbacteria,Candidatus.Shapirobacteria,Candidatus.Beckwithbacteria,Candidatus.Amesbacteria,Candidatus.Chisholmbacteria,Candidatus.Collierbacteria,Candidatus.Woykebacteria,Candidatus.Pacebacteria,Candidatus.Blackburnbacteria,Candidatus.Microgenomates,Candidatus.Gracilibacteria,candidate.division.NC10,Candidatus.Rokubacteria,Candidatus.Handelsmanbacteria,Candidatus.Schekmanbacteria,Candidatus.Aminicenantes,Candidatus.Glassbacteria,candidate.division.WWE3,Candidatus.Peregrinibacteria,Candidatus.Doudnabacteria,Candidatus.Berkelbacteria,Candidatus.Gribaldobacteria,Candidatus.Saccharibacteria,Candidatus.Eisenbacteria,Candidatus.Desantisbacteria,Candidatus.Edwardsbacteria,Candidatus.Lindowbacteria,Candidatus.Ratteibacteria,Candidatus.Dadabacteria,Candidatus.Firestonebacteria,Candidatus.Raymondbacteria,Candidatus.Riflebacteria,Candidatus.Wallbacteria,candidate.division.CPR1,Candidatus.Coatesbacteria,Candidatus.Bipolaricaulota,Candidatus.Blackallbacteria,candidate.division.CPR2,Candidatus.Fraserbacteria,Candidatus.Fischerbacteria,Candidatus.Sumerlaeota,candidate.division.WOR.3,Candidatus.Wirthbacteria,Candidatus.Abawacabacteria,Candidatus.Absconditabacteria,candidate.division.CPR3,Candidatus.Delongbacteria,Candidatus.Calescamantes,Planctomycetota,Candidatus.Omnitrophica,Verrucomicrobiota,Lentisphaerota,Chlamydiota,Kiritimatiellota,Thermodesulfobacteriota,Nitrospirota,Campylobacterota,Bacteroidota,Ignavibacteriota,Chlorobiota,Balneolota,Gemmatimonadota,candidate.division.Zixibacteria,Candidatus.Marinimicrobia,Candidatus.Hydrogenedentes,Fibrobacterota,Candidatus.Cloacimonetes,Elusimicrobiota,Acidobacteriota,Myxococcota,Nitrospinota,Candidatus.Tectomicrobia,Spirochaetota,Bdellovibrionota,Synergistota,Caldisericota,Fusobacteriota,Thermotogota,Atribacterota,Chrysiogenota,Aquificota,Calditrichota,Deferribacterota,Dictyoglomota,Coprothermobacterota,Nitrososphaerota,Candidatus.Bathyarchaeota,Thermoproteota,Candidatus.Korarchaeota,Euryarchaeota,Candidatus.Woesearchaeota,Nanoarchaeota,Candidatus.Micrarchaeota,Candidatus.Diapherotrites,Candidatus.Altiarchaeota,Candidatus.Huberarchaea,Candidatus.Thermoplasmatota,Candidatus.Heimdallarchaeota,Candidatus.Lokiarchaeota,Candidatus.Thorarchaeota
mgm4754246,0.39330503527449,0.327210491267678,0.0014894200227658,0.0544643498964002,0.0243959179385258,6.31946973329468e-06,1.97483429165459e-06,0.0061287007407208,0.0001496924393074,5.52953601663284e-05,6.89217167787451e-05,4.42362881330628e-05,1.2046489179093e-05,8.88675431244564e-06,4.14715201247463e-06,1.87609257707186e-05,3.12023818081425e-05,4.93708572913647e-06,3.00174812331497e-05,4.14715201247463e-06,1.61936411915676e-05,2.76476800831642e-06,3.3572182958128e-06,7.89933716661835e-06,3.94966858330917e-06,5.33205258746739e-06,8.49178745411473e-06,3.75218515414372e-06,4.93708572913647e-06,7.89933716661835e-06,6.7144365916256e-06,6.7144365916256e-06,1.18490057499275e-06,3.3572182958128e-06,3.3572182958128e-06,4.14715201247463e-06,2.17231772082005e-06,1.97483429165459e-05,3.94966858330917e-06,1.97483429165459e-06,2.96225143748188e-06,9.87417145827294e-07,2.76476800831642e-06,2.76476800831642e-06,4.14715201247463e-06,0.0,0.0,7.89933716661835e-07,0.0,1.97483429165459e-07,1.97483429165459e-07,1.24414560374239e-05,9.87417145827294e-06,1.63911246207331e-05,8.49178745411473e-06,8.09682059578381e-06,3.55470172497826e-06,2.96225143748188e-06,5.52953601663284e-06,2.3698011499855e-06,1.38238400415821e-06,4.54211887080555e-06,1.38238400415821e-06,7.30688687912197e-06,0.0,3.94966858330917e-07,2.3698011499855e-06,5.01607910080265e-05,0.0004384132127473,3.51520503914517e-05,3.94966858330917e-06,0.0001052586677451,9.67668802910748e-06,1.30339063249203e-05,3.92992024039263e-05,1.02691383166039e-05,6.91192002079106e-06,1.97483429165459e-07,0.0001714156165156,5.45054264496666e-05,5.7270194457983e-06,8.49178745411473e-06,1.54037074749058e-05,9.87417145827294e-07,3.15973486664734e-06,1.97483429165459e-06,3.94966858330917e-06,5.7270194457983e-06,5.92450287496376e-06,5.92450287496376e-07,1.16515223207621e-05,6.91192002079106e-06,4.54211887080555e-06,1.18490057499275e-06,2.56728457915096e-06,1.77735086248913e-06,3.55470172497826e-06,1.38238400415821e-06,2.17231772082005e-06,1.57986743332367e-06,1.38238400415821e-06,5.92450287496376e-07,9.87417145827294e-07,3.94966858330917e-07,0.0035268565614659,0.0001139479386284,0.001002623369873,7.62286036578671e-05,2.78451635123297e-05,1.57986743332367e-05,0.0011762113041094,0.000263837861365,0.0001639112462073,0.157259016895892,6.2404763616285e-05,6.47745647662705e-05,6.12198630412922e-06,0.0014100316842413,1.32313897540857e-05,8.09682059578381e-06,3.94966858330917e-07,2.96225143748188e-06,5.13456915830193e-06,0.0003299948101354,0.0026599043074295,0.0155678162045423,1.38238400415821e-05,3.13998652373079e-05,0.0027661503923205,0.0004490773179222,6.27997304746159e-05,1.77735086248913e-06,3.08074149498116e-05,1.69835749082295e-05,5.92450287496376e-06,5.13456915830193e-06,6.12198630412922e-06,5.52953601663284e-06,8.49178745411473e-06,1.38238400415821e-06,7.89933716661835e-07,0.0001688483319364,3.15973486664734e-06,0.0020384239558458,0.0,0.0019234886000715,4.93708572913647e-06,5.92450287496376e-07,5.13456915830193e-06,0.0,1.97483429165459e-07,0.0,3.3572182958128e-06,1.77735086248913e-06,7.89933716661835e-07,7.89933716661835e-07
mgm4754247,0.516632771133977,0.353301345909316,0.0026411008214237,0.0505192351208182,0.0017277385257983,6.62584210939506e-06,2.00783094224093e-06,0.0037781354840147,0.0001531975008929,4.87902918964545e-05,8.81437783643767e-05,4.27667990697318e-05,1.16454194649974e-05,1.00391547112046e-05,5.82270973249869e-06,1.78696953859443e-05,2.63025853433562e-05,3.81487879025776e-06,4.01566188448186e-05,5.82270973249869e-06,1.44563827841347e-05,5.22036044982641e-06,3.61409569603367e-06,4.61801116715413e-06,4.21644497870595e-06,6.42505901517097e-06,6.42505901517097e-06,4.21644497870595e-06,6.62584210939506e-06,9.63758852275645e-06,4.01566188448186e-06,7.42897448629143e-06,4.01566188448186e-07,2.61018022491321e-06,2.61018022491321e-06,4.81879426137823e-06,1.40548165956865e-06,6.42505901517097e-06,3.21252950758548e-06,2.61018022491321e-06,4.21644497870595e-06,2.00783094224093e-07,2.00783094224093e-06,2.40939713068911e-06,4.21644497870595e-06,2.20861403646502e-06,6.02349282672278e-07,2.00783094224093e-06,2.00783094224093e-07,6.02349282672278e-07,0.0,8.83445614586008e-06,1.46571658783588e-05,1.58618644437033e-05,7.62975758051553e-06,5.82270973249869e-06,4.01566188448186e-06,6.22427592094688e-06,3.41331260180958e-06,3.61409569603367e-06,1.00391547112046e-06,5.22036044982641e-06,2.00783094224093e-06,4.61801116715413e-06,4.01566188448186e-07,1.00391547112046e-06,2.61018022491321e-06,6.20419761152447e-05,0.0004595925026789,4.63808947657654e-05,5.22036044982641e-06,0.000112036966577,1.48579489725829e-05,1.44563827841347e-05,4.29675821639559e-05,1.06415039938769e-05,8.4328899574119e-06,4.01566188448186e-07,0.0002881237402115,6.2644325397917e-05,4.41722807293004e-06,7.62975758051553e-06,1.68657799148238e-05,1.00391547112046e-06,3.21252950758548e-06,3.01174641336139e-06,4.21644497870595e-06,6.62584210939506e-06,4.81879426137823e-06,2.00783094224093e-07,1.40548165956865e-05,6.62584210939506e-06,4.41722807293004e-06,1.00391547112046e-06,4.21644497870595e-06,2.61018022491321e-06,3.41331260180958e-06,2.00783094224093e-07,1.40548165956865e-06,6.02349282672278e-07,1.80704784801684e-06,2.00783094224093e-07,6.02349282672278e-07,2.00783094224093e-07,0.0049966880828607,0.0001262925662669,0.003897601425078,0.0001019978118658,2.85111993798212e-05,2.08814417993057e-05,0.0014715392975683,0.0002602148901144,0.0002367232680902,0.0375616981350664,6.56560718112783e-05,7.30850462975698e-05,5.22036044982641e-06,0.0007501256400212,1.16454194649974e-05,7.83054067473962e-06,1.00391547112046e-06,6.62584210939506e-06,4.81879426137823e-06,0.0003417328263694,0.0033631168282535,0.0104535710176832,1.64642137263756e-05,3.95542695621463e-05,0.0013271762528212,0.0006985243848056,6.40498070574856e-05,1.40548165956865e-06,2.18853572704261e-05,2.00783094224093e-05,3.61409569603367e-06,6.42505901517097e-06,1.16454194649974e-05,8.23210686318781e-06,7.42897448629143e-06,1.00391547112046e-06,8.03132376896371e-07,0.0002009838773183,5.82270973249869e-06,0.0010900514185426,2.00783094224093e-07,0.0021801028370852,2.20861403646502e-06,0.0,6.62584210939506e-06,2.00783094224093e-07,4.01566188448186e-07,2.00783094224093e-07,5.01957735560232e-06,1.40548165956865e-06,6.02349282672278e-07,2.00783094224093e-07
