"samples","habitat","Pseudomonadota","Actinomycetota","Chloroflexota","Bacillota","Cyanobacteriota","Candidatus Melainabacteria","Candidatus Margulisbacteria","Deinococcota","Armatimonadota","Mycoplasmatota","Thermomicrobiota","Candidatus Kaiserbacteria","Candidatus Nomurabacteria","Candidatus Yanofskybacteria","Candidatus Azambacteria","Candidatus Falkowbacteria","Candidatus Magasanikbacteria","Candidatus Nealsonbacteria","Candidatus Uhrbacteria","Candidatus Giovannonibacteria","Candidatus Moranbacteria","Candidatus Zambryskibacteria","Candidatus Staskawiczbacteria","Candidatus Wolfebacteria","Candidatus Harrisonbacteria","Candidatus Taylorbacteria","Candidatus Buchananbacteria","Candidatus Portnoybacteria","Candidatus Adlerbacteria","Candidatus Sungbacteria","Candidatus Jorgensenbacteria","Candidatus Liptonbacteria","Candidatus Tagabacteria","Candidatus Ryanbacteria","Candidatus Wildermuthbacteria","Candidatus Komeilibacteria","Candidatus Kuenenbacteria","Candidatus Lloydbacteria","Candidatus Kerfeldbacteria","Candidatus Terrybacteria","Candidatus Yonathbacteria","Candidatus Niyogibacteria","Candidatus Campbellbacteria","Candidatus Colwellbacteria","Candidatus Vogelbacteria","Candidatus Spechtbacteria","Candidatus Brennerbacteria","Candidatus Andersenbacteria","Candidatus Jacksonbacteria","Candidatus Parcubacteria","Candidatus Veblenbacteria","Candidatus Woesebacteria","Candidatus Gottesmanbacteria","Candidatus Roizmanbacteria","Candidatus Levybacteria","Candidatus Daviesbacteria","Candidatus Curtissbacteria","Candidatus Shapirobacteria","Candidatus Beckwithbacteria","Candidatus Amesbacteria","Candidatus Chisholmbacteria","Candidatus Collierbacteria","Candidatus Woykebacteria","Candidatus Pacebacteria","Candidatus Blackburnbacteria","Candidatus Microgenomates","Candidatus Gracilibacteria","candidate division NC10","Candidatus Rokubacteria","Candidatus Handelsmanbacteria","Candidatus Schekmanbacteria","Candidatus Aminicenantes","Candidatus Glassbacteria","candidate division WWE3","Candidatus Peregrinibacteria","Candidatus Doudnabacteria","Candidatus Berkelbacteria","Candidatus Gribaldobacteria","Candidatus Saccharibacteria","Candidatus Eisenbacteria","Candidatus Desantisbacteria","Candidatus Edwardsbacteria","Candidatus Lindowbacteria","Candidatus Ratteibacteria","Candidatus Dadabacteria","Candidatus Firestonebacteria","Candidatus Raymondbacteria","Candidatus Riflebacteria","Candidatus Wallbacteria","candidate division CPR1","Candidatus Coatesbacteria","Candidatus Bipolaricaulota","Candidatus Blackallbacteria","candidate division CPR2","Candidatus Fraserbacteria","Candidatus Fischerbacteria","Candidatus Sumerlaeota","candidate division WOR-3","Candidatus Wirthbacteria","Candidatus Abawacabacteria","Candidatus Absconditabacteria","candidate division CPR3","Candidatus Delongbacteria","Candidatus Calescamantes","Planctomycetota","Candidatus Omnitrophica","Verrucomicrobiota","Lentisphaerota","Chlamydiota","Kiritimatiellota","Thermodesulfobacteriota","Nitrospirota","Campylobacterota","Bacteroidota","Ignavibacteriota","Chlorobiota","Balneolota","Gemmatimonadota","candidate division Zixibacteria","Candidatus Marinimicrobia","Candidatus Hydrogenedentes","Fibrobacterota","Candidatus Cloacimonetes","Elusimicrobiota","Acidobacteriota","Myxococcota","Nitrospinota","Candidatus Tectomicrobia","Spirochaetota","Bdellovibrionota","Synergistota","Caldisericota","Fusobacteriota","Thermotogota","Atribacterota","Chrysiogenota","Aquificota","Calditrichota","Deferribacterota","Dictyoglomota","Coprothermobacterota","Nitrososphaerota","Candidatus Bathyarchaeota","Thermoproteota","Candidatus Korarchaeota","Euryarchaeota","Candidatus Woesearchaeota","Nanoarchaeota","Candidatus Micrarchaeota","Candidatus Diapherotrites","Candidatus Altiarchaeota","Candidatus Aenigmarchaeota","Candidatus Huberarchaea","Candidatus Nanohaloarchaeota","Candidatus Thermoplasmatota","Candidatus Heimdallarchaeota","Candidatus Lokiarchaeota","Candidatus Odinarchaeota","Candidatus Thorarchaeota"
"mgm4675773","human_feces",0.357649255208787,0.0102832793514786,2.63969949660931e-06,0.00219655994361602,8.24906092690408e-06,3.29962437076163e-07,0,4.61947411906629e-06,6.59924874152327e-07,3.6295868078378e-06,0,0,0,0,0,3.29962437076163e-07,0,3.29962437076163e-07,1.31984974830465e-06,0,3.29962437076163e-07,0,0,0,3.29962437076163e-07,0,3.29962437076163e-07,6.59924874152327e-07,0,0,3.29962437076163e-07,0,0,3.29962437076163e-07,3.29962437076163e-07,0,0,0,3.29962437076163e-07,0,0,3.29962437076163e-07,0,0,0,3.29962437076163e-07,0,0,0,0,0,3.29962437076163e-07,4.28951168199012e-06,3.29962437076163e-07,3.29962437076163e-07,6.59924874152327e-07,0,3.29962437076163e-07,0,3.29962437076163e-07,0,0,3.29962437076163e-07,6.59924874152327e-07,0,0,0,6.59924874152327e-07,3.29962437076163e-07,3.29962437076163e-07,2.30973705953314e-06,3.29962437076163e-07,0,6.59924874152327e-07,9.8988731122849e-07,3.29962437076163e-07,0,0,1.31984974830465e-06,6.59924874152327e-07,0,0,3.29962437076163e-07,0,0,3.29962437076163e-07,0,0,0,0,3.29962437076163e-07,0,0,0,0,0,0,0,0,0,6.59924874152327e-07,0,0,0,6.59924874152326e-06,1.64981218538082e-06,3.29962437076163e-06,9.8988731122849e-07,1.18786477347419e-05,0,1.31984974830465e-05,9.8988731122849e-07,3.10164690851593e-05,0.629618814194192,3.29962437076163e-07,2.30973705953314e-06,0,0,0,3.29962437076163e-07,0,0,0,1.97977462245698e-06,1.31984974830465e-06,2.63969949660931e-06,0,0,6.2692863044471e-06,1.31984974830465e-06,4.28951168199012e-06,0,5.37838772434146e-05,0,3.29962437076163e-07,6.59924874152327e-07,2.96966193368547e-06,0,3.29962437076163e-07,0,0,9.8988731122849e-07,3.29962437076163e-07,1.78179716021128e-05,0,4.12453046345204e-05,0,0,0,0,0,0,0,0,3.29962437076163e-07,0,0,0,0
"mgm4675774","human_feces",0.154491670001055,0.0216347063050796,1.99067963793519e-06,0.00850119739380222,7.96271855174075e-06,0,0,2.98601945690278e-06,9.95339818967594e-07,1.19440778276111e-05,0,0,0,9.95339818967594e-07,0,1.99067963793519e-06,9.95339818967594e-07,0,1.99067963793519e-06,0,0,0,0,0,0,0,1.99067963793519e-06,0,0,0,0,0,0,0,0,1.99067963793519e-06,0,0,0,0,0,0,0,9.95339818967594e-07,0,0,0,0,0,0,0,0,3.98135927587037e-06,9.95339818967594e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95339818967594e-07,9.95339818967594e-07,0,0,0,0,0,0,9.95339818967594e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96737873277316e-06,0,1.99067963793519e-06,0,1.99067963793519e-06,0,1.09487380086435e-05,9.95339818967594e-07,3.98135927587037e-05,0.815127572704597,0,0,0,0,9.95339818967594e-07,9.95339818967594e-07,0,0,0,7.96271855174075e-06,0,9.95339818967594e-07,0,0,7.96271855174075e-06,9.95339818967594e-07,1.49300972845139e-05,0,7.96271855174075e-05,1.99067963793519e-06,0,0,0,0,0,0,0,9.95339818967594e-07,0,5.97203891380556e-06,0,1.29394176465787e-05,0,0,0,0,0,0,0,0,0,9.95339818967594e-07,0,0,0
"mgm4675775","human_feces",0.860619452765273,0.0366696312055695,4.00914351998792e-06,0.0127677857299882,1.80411458399456e-05,0,6.68190586664653e-07,6.01371527998188e-06,1.33638117332931e-06,9.35466821330514e-06,0,0,1.33638117332931e-06,1.33638117332931e-06,6.68190586664653e-07,1.33638117332931e-06,1.33638117332931e-06,1.33638117332931e-06,2.00457175999396e-06,6.68190586664653e-07,6.68190586664653e-07,0,0,0,0,0,6.68190586664653e-07,2.00457175999396e-06,0,6.68190586664653e-07,6.68190586664653e-07,0,0,0,0,0,1.33638117332931e-06,0,0,0,0,6.68190586664653e-07,0,0,0,0,0,0,0,0,0,6.68190586664653e-07,8.68647762664049e-06,2.00457175999396e-06,6.68190586664653e-07,1.33638117332931e-06,0,0,1.33638117332931e-06,6.68190586664653e-07,6.68190586664653e-07,0,0,6.68190586664653e-07,0,0,0,6.68190586664653e-07,6.68190586664653e-07,0,6.68190586664653e-07,0,0,0,1.33638117332931e-06,2.00457175999396e-06,0,0,2.00457175999396e-06,6.68190586664653e-07,0,6.68190586664653e-07,6.68190586664653e-07,0,0,0,6.68190586664653e-07,0,6.68190586664653e-07,0,0,0,0,0,0,6.68190586664653e-07,0,6.68190586664653e-07,0,0,6.68190586664653e-07,0,0,6.68190586664653e-07,8.01828703997584e-06,3.34095293332327e-06,6.68190586664653e-07,1.33638117332931e-06,1.06910493866345e-05,0,2.00457175999396e-05,1.33638117332931e-06,5.2118865759843e-05,0.0895215020389836,0,2.00457175999396e-06,0,2.00457175999396e-06,1.33638117332931e-06,1.33638117332931e-06,6.68190586664653e-07,0,0,2.00457175999396e-06,4.00914351998792e-06,3.34095293332327e-06,0,0,1.20274305599638e-05,1.33638117332931e-06,1.5368383493287e-05,0,0.00011025144679966,2.00457175999396e-06,0,0,2.67276234665861e-06,0,2.67276234665861e-06,0,0,6.68190586664653e-07,0,2.00457175999396e-05,0,5.27870563465076e-05,0,0,0,6.68190586664653e-07,0,0,0,0,0,6.68190586664653e-07,0,0,0
"mgm4675776","human_feces",0.166183843660365,0.00844611128569442,2.86202137701007e-06,0.00154062610724452,6.58264916712316e-06,0,5.72404275402014e-07,8.58606413103021e-07,2.86202137701007e-07,4.0068299278141e-06,0,5.72404275402014e-07,2.86202137701007e-07,2.86202137701007e-07,0,5.72404275402014e-07,1.14480855080403e-06,0,5.72404275402014e-07,0,5.72404275402014e-07,2.86202137701007e-07,0,0,0,0,2.86202137701007e-07,2.86202137701007e-07,2.86202137701007e-07,0,0,0,0,0,0,0,2.86202137701007e-07,0,0,0,2.86202137701007e-07,2.86202137701007e-07,2.86202137701007e-07,0,0,0,0,0,0,0,0,8.58606413103021e-07,4.0068299278141e-06,0,0,2.86202137701007e-07,0,0,0,0,0,0,2.86202137701007e-07,5.72404275402014e-07,0,0,2.86202137701007e-07,0,5.72404275402014e-07,0,1.14480855080403e-06,5.72404275402014e-07,0,8.58606413103021e-07,8.58606413103021e-07,0,0,0,5.72404275402014e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72404275402014e-07,0,0,0,5.15163847861812e-06,2.00341496390705e-06,1.14480855080403e-06,0,5.15163847861812e-06,5.72404275402014e-07,1.03032769572362e-05,1.14480855080403e-06,3.20546394225128e-05,0.823649397802082,8.58606413103021e-07,2.86202137701007e-07,0,2.86202137701007e-07,0,2.86202137701007e-07,0,0,0,1.14480855080403e-06,8.58606413103021e-07,1.43101068850503e-06,0,0,2.00341496390705e-06,1.43101068850503e-06,6.58264916712316e-06,0,5.00853740976762e-05,8.58606413103021e-07,0,0,1.71721282620604e-06,0,0,5.72404275402014e-07,0,8.58606413103021e-07,0,4.86543634091712e-06,0,1.54549154358544e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4675777","human_feces",0.264526315602309,0.0178718859480415,2.37074828520813e-06,0.00258648637916207,5.33418364171829e-06,5.92687071302033e-07,0,4.14880949911423e-06,0,5.92687071302033e-06,0,1.18537414260407e-06,0,0,0,0,1.18537414260407e-06,0,1.7780612139061e-06,0,0,0,0,5.92687071302033e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92687071302033e-07,0,0,0,5.92687071302033e-07,0,0,0,0,0,0,0,0,2.37074828520813e-06,0,0,5.92687071302033e-07,0,0,0,5.92687071302033e-07,0,5.92687071302033e-07,0,0,0,0,5.92687071302033e-07,5.92687071302033e-07,0,0,5.92687071302033e-07,0,0,0,5.92687071302033e-07,0,0,0,1.18537414260407e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92687071302033e-07,0,0,0,4.74149657041626e-06,5.92687071302033e-07,1.7780612139061e-06,0,2.37074828520813e-06,0,7.70493192692643e-06,1.18537414260407e-06,2.54855440659874e-05,0.714845803568095,1.18537414260407e-06,5.92687071302033e-07,0,5.92687071302033e-07,0,0,0,0,0,1.7780612139061e-06,2.96343535651016e-06,1.18537414260407e-06,5.92687071302033e-07,0,5.33418364171829e-06,0,9.48299314083252e-06,0,5.09710881319748e-05,1.18537414260407e-06,0,0,2.37074828520813e-06,0,5.92687071302033e-07,0,0,0,0,4.14880949911423e-06,0,1.00756802121346e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4675778","human_feces",0.247380583118507,0.00939942735916096,1.29674103044229e-06,0.00297861414692595,7.13207566743261e-06,0,0,1.94511154566344e-06,1.94511154566344e-06,6.48370515221146e-06,6.48370515221146e-07,0,6.48370515221146e-07,0,0,0,1.29674103044229e-06,0,0,0,6.48370515221146e-07,0,0,0,0,0,0,0,0,0,6.48370515221146e-07,0,0,6.48370515221146e-07,0,0,0,0,6.48370515221146e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59348206088458e-06,1.29674103044229e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48370515221146e-07,0,0,0,6.48370515221146e-07,0,0,0,0,0,0,0,6.48370515221146e-07,0,0,0,0,0,0,0,0,0,0,0,6.48370515221146e-07,0,0,0,0,0,0,0,0,8.4288166978749e-06,1.29674103044229e-06,1.94511154566344e-06,6.48370515221146e-07,1.29674103044229e-06,0,1.36157808196441e-05,1.29674103044229e-06,3.5660378337163e-05,0.740002775025805,6.48370515221146e-07,1.94511154566344e-06,6.48370515221146e-07,6.48370515221146e-07,0,0,0,0,0,3.89022309132688e-06,1.29674103044229e-06,2.59348206088458e-06,0,0,7.78044618265375e-06,1.94511154566344e-06,1.81543744261921e-05,0,7.9749573372201e-05,0,0,1.29674103044229e-06,1.29674103044229e-06,0,1.94511154566344e-06,6.48370515221146e-07,0,6.48370515221146e-07,0,4.53859360654802e-06,0,1.36157808196441e-05,0,0,6.48370515221146e-07,0,0,0,0,0,0,0,0,0,0
"mgm4675779","human_feces",0.359323072054391,0.0355695979623764,3.57298719594517e-06,0.00802952308277335,1.17398150723913e-05,5.10426742277881e-07,0,4.59384068050093e-06,0,7.14597439189034e-06,5.10426742277881e-07,5.10426742277881e-07,1.02085348455576e-06,0,0,5.10426742277881e-07,0,0,1.02085348455576e-06,0,5.10426742277881e-07,5.10426742277881e-07,0,0,0,0,0,5.10426742277881e-07,0,0,5.10426742277881e-07,0,0,0,0,0,0,0,5.10426742277881e-07,5.10426742277881e-07,0,0,0,0,0,5.10426742277881e-07,0,0,0,0,0,5.10426742277881e-07,4.08341393822305e-06,1.53128022683364e-06,5.10426742277881e-07,0,0,0,0,0,0,5.10426742277881e-07,0,0,0,0,0,0,0,0,5.10426742277881e-07,5.10426742277881e-07,0,1.02085348455576e-06,5.10426742277881e-07,1.53128022683364e-06,0,0,1.02085348455576e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10426742277881e-07,0,0,0,0,0,0,8.1668278764461e-06,2.04170696911153e-06,2.04170696911153e-06,1.53128022683364e-06,6.63554764961246e-06,0,1.17398150723913e-05,2.55213371138941e-06,3.57298719594517e-05,0.596751133785401,1.02085348455576e-06,3.06256045366729e-06,0,1.02085348455576e-06,5.10426742277881e-07,0,0,5.10426742277881e-07,0,3.57298719594517e-06,2.55213371138941e-06,3.57298719594517e-06,5.10426742277881e-07,0,1.22502418146692e-05,1.02085348455576e-06,9.69810810327975e-06,0,9.0345533383185e-05,3.06256045366729e-06,0,5.10426742277881e-07,5.10426742277881e-07,0,5.10426742277881e-07,0,0,1.02085348455576e-06,0,6.12512090733458e-06,0,6.68659032384025e-05,5.10426742277881e-07,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4675780","human_feces",0.675878957232407,0.179725298869872,4.50699147051864e-06,0.0105861717990032,1.65256353919017e-05,1.50233049017288e-06,7.5116524508644e-07,4.50699147051864e-06,0,6.76048720577796e-06,0,7.5116524508644e-07,0,7.5116524508644e-07,0,7.5116524508644e-07,3.00466098034576e-06,7.5116524508644e-07,1.50233049017288e-06,0,1.50233049017288e-06,7.5116524508644e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5116524508644e-07,0,0,0,0,0,7.5116524508644e-07,0,7.5116524508644e-07,0,0,0,0,7.5116524508644e-07,8.26281769595084e-06,7.5116524508644e-07,7.5116524508644e-07,0,7.5116524508644e-07,0,0,0,0,0,0,0,0,0,0,0,7.5116524508644e-07,0,1.50233049017288e-06,7.5116524508644e-07,0,0,1.50233049017288e-06,2.25349573525932e-06,7.5116524508644e-07,0,7.5116524508644e-07,0,0,0,7.5116524508644e-07,0,0,0,0,0,0,0,0,0,0,0,0,7.5116524508644e-07,0,0,0,7.5116524508644e-07,0,0,0,0,7.5116524508644e-06,2.25349573525932e-06,2.25349573525932e-06,7.5116524508644e-07,6.76048720577796e-06,0,2.02814616173339e-05,3.7558262254322e-06,7.28630287733847e-05,0.133367135769362,2.25349573525932e-06,7.5116524508644e-07,7.5116524508644e-07,7.5116524508644e-07,1.50233049017288e-06,0,0,0,0,3.7558262254322e-06,3.00466098034576e-06,5.25815671560508e-06,0,0,1.8779131127161e-05,1.50233049017288e-06,2.10326268624203e-05,0,0.0001547400404878,4.50699147051864e-06,0,0,2.25349573525932e-06,0,1.50233049017288e-06,7.5116524508644e-07,0,2.25349573525932e-06,0,9.76514818612373e-06,0,2.10326268624203e-05,7.5116524508644e-07,0,0,0,0,7.5116524508644e-07,0,0,0,0,0,0,0
"mgm4675781","human_feces",0.592623890042033,0.0949661850809616,8.2041857755827e-06,0.0182406397077122,3.28167431023308e-05,0,1.36736429593045e-06,4.10209288779135e-06,1.36736429593045e-06,1.23062786633741e-05,0,1.36736429593045e-06,1.36736429593045e-06,1.36736429593045e-06,1.36736429593045e-06,2.7347285918609e-06,8.2041857755827e-06,0,2.7347285918609e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36736429593045e-06,0,0,0,0,0,1.36736429593045e-06,5.4694571837218e-06,0,0,0,1.36736429593045e-06,0,0,0,1.36736429593045e-06,0,0,0,0,0,0,0,0,0,1.36736429593045e-06,4.10209288779135e-06,0,0,2.7347285918609e-06,0,0,0,1.36736429593045e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10209288779135e-06,0,0,0,9.57155007151315e-06,5.4694571837218e-06,5.4694571837218e-06,0,1.36736429593045e-06,0,4.51230217657049e-05,0,0.00013536906529711,0.29336390759899,2.7347285918609e-06,4.10209288779135e-06,0,0,2.7347285918609e-06,0,0,1.36736429593045e-06,0,6.83682147965225e-06,5.4694571837218e-06,1.23062786633741e-05,0,0,1.64083715511654e-05,6.83682147965225e-06,4.37556574697744e-05,0,0.00035004525975819,5.4694571837218e-06,0,0,4.10209288779135e-06,0,0,0,0,0,0,1.23062786633741e-05,0,2.46125573267481e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4675782","human_feces",0.282736064645787,0.0175918965140275,2.99507908506324e-06,0.00427457687020226,1.0183268889215e-05,0,0,2.99507908506324e-06,0,5.39114235311383e-06,0,0,5.99015817012648e-07,0,0,0,0,0,0,1.1980316340253e-06,0,0,0,0,0,5.99015817012648e-07,0,0,0,1.1980316340253e-06,0,0,0,0,0,0,0,0,0,0,0,0,5.99015817012648e-07,0,0,0,0,0,0,0,0,0,2.39606326805059e-06,5.99015817012648e-07,1.1980316340253e-06,5.99015817012648e-07,0,5.99015817012648e-07,0,0,0,0,0,0,0,0,0,5.99015817012648e-07,0,0,0,1.1980316340253e-06,5.99015817012648e-07,1.79704745103794e-06,5.99015817012648e-07,0,0,0,5.99015817012648e-07,0,0,0,0,0,0,0,0,0,0,0,0,5.99015817012648e-07,0,0,0,0,0,0,0,0,0,0,0,0,6.58917398713913e-06,2.99507908506324e-06,2.99507908506324e-06,0,1.79704745103794e-06,5.99015817012648e-07,1.49753954253162e-05,5.99015817012648e-07,4.01340597398474e-05,0.695163845801348,2.39606326805059e-06,1.1980316340253e-06,0,0,0,0,0,0,0,1.1980316340253e-06,2.99507908506324e-06,1.1980316340253e-06,2.39606326805059e-06,0,7.78720562116443e-06,2.99507908506324e-06,9.58425307220237e-06,0,7.60750087606063e-05,0,0,0,0,5.99015817012648e-07,2.39606326805059e-06,0,0,0,0,5.39114235311383e-06,0,8.38622143817707e-06,5.99015817012648e-07,0,0,0,0,5.99015817012648e-07,0,0,0,0,0,0,0
