samples,Pseudomonadota,Actinomycetota,Chloroflexota,Bacillota,Cyanobacteriota,Candidatus.Melainabacteria,Candidatus.Margulisbacteria,Deinococcota,Armatimonadota,Mycoplasmatota,Thermomicrobiota,Candidatus.Kaiserbacteria,Candidatus.Nomurabacteria,Candidatus.Yanofskybacteria,Candidatus.Azambacteria,Candidatus.Falkowbacteria,Candidatus.Magasanikbacteria,Candidatus.Nealsonbacteria,Candidatus.Uhrbacteria,Candidatus.Giovannonibacteria,Candidatus.Moranbacteria,Candidatus.Zambryskibacteria,Candidatus.Staskawiczbacteria,Candidatus.Wolfebacteria,Candidatus.Harrisonbacteria,Candidatus.Taylorbacteria,Candidatus.Buchananbacteria,Candidatus.Portnoybacteria,Candidatus.Adlerbacteria,Candidatus.Sungbacteria,Candidatus.Jorgensenbacteria,Candidatus.Liptonbacteria,Candidatus.Tagabacteria,Candidatus.Ryanbacteria,Candidatus.Wildermuthbacteria,Candidatus.Komeilibacteria,Candidatus.Kuenenbacteria,Candidatus.Lloydbacteria,Candidatus.Kerfeldbacteria,Candidatus.Terrybacteria,Candidatus.Yonathbacteria,Candidatus.Niyogibacteria,Candidatus.Campbellbacteria,Candidatus.Colwellbacteria,Candidatus.Vogelbacteria,Candidatus.Spechtbacteria,Candidatus.Brennerbacteria,Candidatus.Andersenbacteria,Candidatus.Jacksonbacteria,Candidatus.Parcubacteria,Candidatus.Woesebacteria,Candidatus.Gottesmanbacteria,Candidatus.Roizmanbacteria,Candidatus.Levybacteria,Candidatus.Daviesbacteria,Candidatus.Curtissbacteria,Candidatus.Shapirobacteria,Candidatus.Beckwithbacteria,Candidatus.Amesbacteria,Candidatus.Chisholmbacteria,Candidatus.Collierbacteria,Candidatus.Woykebacteria,Candidatus.Pacebacteria,Candidatus.Blackburnbacteria,Candidatus.Microgenomates,Candidatus.Gracilibacteria,candidate.division.NC10,Candidatus.Rokubacteria,Candidatus.Handelsmanbacteria,Candidatus.Schekmanbacteria,Candidatus.Aminicenantes,Candidatus.Glassbacteria,candidate.division.WWE3,Candidatus.Peregrinibacteria,Candidatus.Doudnabacteria,Candidatus.Berkelbacteria,Candidatus.Gribaldobacteria,Candidatus.Saccharibacteria,Candidatus.Eisenbacteria,Candidatus.Desantisbacteria,Candidatus.Edwardsbacteria,Candidatus.Lindowbacteria,Candidatus.Ratteibacteria,Candidatus.Dadabacteria,Candidatus.Firestonebacteria,Candidatus.Raymondbacteria,Candidatus.Riflebacteria,Candidatus.Wallbacteria,candidate.division.CPR1,Candidatus.Coatesbacteria,Candidatus.Bipolaricaulota,Candidatus.Blackallbacteria,candidate.division.CPR2,Candidatus.Fraserbacteria,Candidatus.Fischerbacteria,Candidatus.Sumerlaeota,candidate.division.WOR.3,Candidatus.Wirthbacteria,Candidatus.Abawacabacteria,Candidatus.Absconditabacteria,candidate.division.CPR3,Candidatus.Delongbacteria,Candidatus.Calescamantes,Planctomycetota,Candidatus.Omnitrophica,Verrucomicrobiota,Lentisphaerota,Chlamydiota,Kiritimatiellota,Thermodesulfobacteriota,Nitrospirota,Campylobacterota,Bacteroidota,Ignavibacteriota,Chlorobiota,Balneolota,Gemmatimonadota,candidate.division.Zixibacteria,Candidatus.Marinimicrobia,Candidatus.Hydrogenedentes,Fibrobacterota,Candidatus.Cloacimonetes,Elusimicrobiota,Acidobacteriota,Myxococcota,Nitrospinota,Candidatus.Tectomicrobia,Spirochaetota,Bdellovibrionota,Synergistota,Caldisericota,Fusobacteriota,Thermotogota,Atribacterota,Chrysiogenota,Aquificota,Calditrichota,Deferribacterota,Dictyoglomota,Coprothermobacterota,Nitrososphaerota,Candidatus.Bathyarchaeota,Thermoproteota,Candidatus.Korarchaeota,Euryarchaeota,Candidatus.Woesearchaeota,Nanoarchaeota,Candidatus.Micrarchaeota,Candidatus.Diapherotrites,Candidatus.Altiarchaeota,Candidatus.Aenigmarchaeota,Candidatus.Huberarchaea,Candidatus.Nanohaloarchaeota,Candidatus.Thermoplasmatota,Candidatus.Heimdallarchaeota,Candidatus.Lokiarchaeota,Candidatus.Odinarchaeota,Candidatus.Thorarchaeota
mgm4534773,0.152042216093539,0.193132523198023,0.0010602502226435,0.532011297365624,0.0043253899853486,6.01496739349019e-05,1.34663449107989e-05,0.0009605992703036,0.0001041397339768,0.0010108736246373,9.69576833577523e-05,6.01496739349019e-05,8.07980694647936e-05,4.219454738717e-05,6.28429429170617e-06,5.92519176075153e-05,8.52868511017266e-05,3.41147404406906e-05,6.46384555718349e-05,1.16708322560257e-05,6.28429429170617e-05,1.97506392025051e-05,8.97756327386595e-06,3.05237151311442e-05,6.28429429170617e-06,1.70573702203453e-05,5.11721106610359e-05,1.52618575655721e-05,3.59102530954638e-06,7.18205061909276e-06,1.16708322560257e-05,4.48878163693298e-06,3.59102530954638e-06,7.18205061909276e-06,3.59102530954638e-06,7.18205061909276e-06,1.70573702203453e-05,3.59102530954638e-06,1.07730759286391e-05,4.48878163693298e-06,8.97756327386595e-06,6.28429429170617e-06,1.52618575655721e-05,8.07980694647936e-06,3.59102530954638e-06,2.69326898215979e-06,8.97756327386595e-07,2.33416645120515e-05,0.0,0.0,5.65586486253555e-05,5.47631359705823e-05,9.24689017208193e-05,5.92519176075153e-05,4.84788416788762e-05,3.14214714585308e-05,2.42394208394381e-05,1.07730759286391e-05,8.07980694647936e-06,4.48878163693298e-06,4.48878163693298e-06,1.25685885834123e-05,3.05237151311442e-05,5.38653796431957e-06,8.97756327386595e-07,4.48878163693298e-06,4.75810853514896e-05,0.0002917708064006,4.93765980062628e-05,2.60349334942113e-05,9.69576833577523e-05,7.18205061909276e-06,4.30923037145566e-05,7.0922749863541e-05,1.97506392025051e-05,2.42394208394381e-05,9.87531960125255e-06,3.86035220776236e-05,3.14214714585308e-05,1.43641012381855e-05,4.48878163693298e-06,9.87531960125255e-06,1.07730759286391e-05,4.48878163693298e-06,9.87531960125255e-06,2.69326898215979e-06,5.38653796431957e-06,1.34663449107989e-05,3.59102530954638e-06,8.07980694647936e-06,5.38653796431957e-06,7.18205061909276e-06,2.69326898215979e-06,8.97756327386595e-07,2.42394208394381e-05,5.38653796431957e-06,1.79551265477319e-06,8.97756327386595e-07,8.97756327386595e-07,1.34663449107989e-05,2.69326898215979e-06,2.69326898215979e-06,0.0,0.0027202016719813,0.0002316211324657,0.0003617957999367,0.0001014464649946,0.0001005487086672,2.06483955298917e-05,0.0012119710419719,0.0002980551006923,0.0013987043580683,0.0913431152862765,0.0002235413255192,7.0922749863541e-05,1.43641012381855e-05,0.0008564595363268,2.15461518572783e-05,1.61596138929587e-05,2.69326898215979e-06,8.97756327386595e-06,8.97756327386595e-06,0.000288179781091,0.0013035421873653,0.0040273348846562,4.03990347323968e-05,3.59102530954638e-05,0.0007092274986354,0.0002181547875549,0.0001535163319831,2.42394208394381e-05,0.0008519707546898,0.000225336838174,4.12967910597834e-05,4.48878163693298e-06,5.38653796431957e-05,1.88528828751185e-05,7.90025568100204e-05,2.96259588037577e-05,8.97756327386595e-07,0.0002567583096325,5.38653796431957e-06,0.00015800511362,0.0,0.0052895802809618,6.64339682266081e-05,7.18205061909276e-06,1.07730759286391e-05,1.70573702203453e-05,2.69326898215979e-06,1.79551265477319e-06,2.69326898215979e-06,8.97756327386595e-07,3.68080094228504e-05,2.78304461489845e-05,7.18205061909276e-06,0.0,2.69326898215979e-06
mgm4534775,0.473871821113407,0.166693378647151,0.000733774885589,0.196298298800857,0.004622781779211,4.05507173615e-05,1.35169057871667e-05,0.0007723946164095,8.49634078050476e-05,0.0011605229111553,7.43429818294167e-05,4.53781837140595e-05,9.65493270511905e-05,3.08957846563809e-05,1.0620425975631e-05,5.69641029602024e-05,0.0001004113001332,6.17915693127619e-05,5.50331164191786e-05,1.44823990576786e-05,6.27570625832738e-05,1.54478923281905e-05,1.64133855987024e-05,2.22063452217738e-05,1.25514125166548e-05,1.15859192461429e-05,2.60683183038214e-05,1.93098654102381e-05,9.65493270511905e-07,1.0620425975631e-05,4.82746635255952e-06,1.44823990576786e-05,8.68943943460714e-06,7.72394616409524e-06,1.0620425975631e-05,2.70338115743333e-05,2.22063452217738e-05,5.79295962307143e-06,2.027535868075e-05,6.75845289358333e-06,1.93098654102381e-06,6.75845289358333e-06,1.54478923281905e-05,6.75845289358333e-06,9.65493270511905e-06,9.65493270511905e-06,1.93098654102381e-06,2.89647981153571e-06,1.93098654102381e-06,6.75845289358333e-06,7.53084750999286e-05,5.40676231486667e-05,9.55838337806785e-05,7.53084750999286e-05,3.47577577384286e-05,2.79993048448452e-05,1.83443721397262e-05,1.83443721397262e-05,4.82746635255952e-06,6.75845289358333e-06,1.15859192461429e-05,1.15859192461429e-05,1.15859192461429e-05,9.65493270511905e-07,0.0,3.86197308204762e-06,3.37922644679167e-05,0.000209512039701,3.08957846563809e-05,4.44126904435476e-05,8.1101434723e-05,4.82746635255952e-06,3.95852240909881e-05,0.0002017880935369,1.83443721397262e-05,2.51028250333095e-05,1.93098654102381e-06,3.76542375499643e-05,2.12408519512619e-05,1.44823990576786e-05,1.0620425975631e-05,8.68943943460714e-06,6.75845289358333e-06,3.86197308204762e-06,8.68943943460714e-06,5.79295962307143e-06,9.65493270511905e-07,1.93098654102381e-06,0.0,3.86197308204762e-06,6.75845289358333e-06,6.75845289358333e-06,7.72394616409524e-06,0.0,2.12408519512619e-05,9.65493270511905e-07,1.93098654102381e-06,9.65493270511905e-07,0.0,2.31718384922857e-05,7.72394616409524e-06,9.65493270511905e-07,9.65493270511905e-07,0.0021984281769556,0.0001670303357985,0.0003919902678278,0.0001004113001332,0.0001052387664857,2.51028250333095e-05,0.0013516905787166,0.000209512039701,0.0018769189178751,0.132959043775465,0.0002423388108984,7.33774885589047e-05,3.86197308204762e-06,0.0005928128680943,2.79993048448452e-05,2.79993048448452e-05,1.93098654102381e-06,1.15859192461429e-05,3.86197308204762e-06,0.0002693726224728,0.0010195608936605,0.0042809971614497,3.37922644679167e-05,2.22063452217738e-05,0.0009413559387491,0.0001940641473728,0.0002278564118408,9.65493270511905e-06,0.0008814953559773,0.0001496514569293,3.57232510089405e-05,1.93098654102381e-06,0.0001602718829049,2.22063452217738e-05,0.0001255141251665,1.83443721397262e-05,0.0,0.0002133740127831,3.86197308204762e-06,0.000371714909147,9.65493270511905e-07,0.0038822484407283,7.33774885589047e-05,8.68943943460714e-06,4.82746635255952e-06,1.35169057871667e-05,4.82746635255952e-06,0.0,2.89647981153571e-06,0.0,2.60683183038214e-05,3.37922644679167e-05,1.54478923281905e-05,4.82746635255952e-06,0.0
mgm4534778,0.742224293688961,0.101658417716431,0.0006013036299873,0.0818883536222968,0.0025014045133088,4.64685958259119e-06,1.85874383303648e-06,0.0008317878652838,0.0001017662248587,0.0001635694573072,0.0001045543406083,1.34758927895145e-05,2.09108681216604e-05,9.29371916518238e-06,1.85874383303648e-06,6.04091745736855e-06,1.25465208729962e-05,1.02230910817006e-05,1.76580664138465e-05,2.78811574955471e-06,1.06877770399597e-05,6.97028937388679e-06,4.64685958259119e-06,2.3234297912956e-06,2.3234297912956e-06,2.3234297912956e-06,6.50560341562767e-06,6.04091745736855e-06,0.0,1.39405787477736e-06,2.3234297912956e-06,1.39405787477736e-06,1.85874383303648e-06,3.71748766607295e-06,1.85874383303648e-05,4.64685958259119e-06,9.29371916518238e-07,1.85874383303648e-06,2.78811574955471e-06,9.29371916518238e-07,4.64685958259119e-07,9.29371916518238e-07,2.3234297912956e-06,9.29371916518238e-07,9.7584051234415e-06,0.0,4.87920256172075e-05,4.64685958259119e-07,0.0,0.0,1.20818349147371e-05,9.7584051234415e-06,1.62640085390692e-05,8.82903320692326e-06,3.25280170781383e-06,7.43497533214591e-06,2.78811574955471e-06,3.25280170781383e-06,4.64685958259119e-07,0.0,2.3234297912956e-06,2.3234297912956e-06,3.71748766607295e-06,1.39405787477736e-06,9.29371916518238e-07,1.85874383303648e-06,1.1617148956478e-05,0.0002342017229625,8.82903320692326e-06,4.64685958259119e-06,1.11524629982189e-05,7.43497533214591e-06,2.46283557877333e-05,0.0001171008614812,1.85874383303648e-06,6.04091745736855e-06,9.29371916518238e-07,1.44052647060327e-05,7.89966129040503e-06,1.85874383303648e-06,2.23049259964377e-05,4.64685958259119e-06,0.0,0.0,3.25280170781383e-06,9.29371916518238e-07,9.29371916518238e-07,9.29371916518238e-07,0.0,1.11524629982189e-05,3.71748766607295e-06,1.39405787477736e-06,1.39405787477736e-06,1.39405787477736e-06,1.85874383303648e-06,3.25280170781383e-06,4.64685958259119e-07,0.0,4.64685958259119e-07,4.18217362433207e-06,4.64685958259119e-07,0.0,0.0,0.0011366218539018,5.99444886154264e-05,0.0003931243206872,4.87920256172075e-05,2.55577277042516e-05,1.85874383303648e-06,0.0022593031290558,0.0002760234592059,0.000396377122395,0.0562683579996385,8.27141005701232e-05,0.0001342942419368,9.29371916518238e-07,0.0004456338339704,6.97028937388679e-06,3.71748766607295e-06,4.64685958259119e-07,1.85874383303648e-06,1.85874383303648e-06,0.0002035324497174,0.0007843898975413,0.0023141360721304,6.04091745736855e-06,5.99444886154264e-05,0.0005055783225859,3.71748766607295e-05,9.89781091091924e-05,4.64685958259119e-07,0.0002453541859608,6.04091745736855e-05,8.36434724866414e-06,1.48699506642918e-05,0.0001161714895647,5.11154554085031e-06,1.02230910817006e-05,2.78811574955471e-06,0.0,4.50745379511346e-05,1.39405787477736e-06,4.6933281784171e-05,1.39405787477736e-06,0.0029238040493663,1.67286944973283e-05,2.3234297912956e-06,2.78811574955471e-06,0.0,4.64685958259119e-07,9.29371916518238e-07,0.0,0.0,4.64685958259119e-06,1.76580664138465e-05,2.3234297912956e-06,9.29371916518238e-07,0.0
mgm4534779,0.479240122979289,0.248335111989604,0.0009466687995932,0.138877627718112,0.0067691201896843,2.30093111012256e-05,6.57408888606447e-06,0.0011712835032004,0.0001435342740124,0.0006793225182266,0.0001522997258604,3.17747629493116e-05,9.31329258859133e-05,4.2731577759419e-05,5.47840740505372e-06,3.8348851835376e-05,7.12192962656984e-05,2.95833999872901e-05,4.93056666454835e-05,4.38272592404298e-06,4.7114303683462e-05,1.86265851771827e-05,2.19136296202149e-05,1.42438592531397e-05,1.42438592531397e-05,1.64352222151612e-05,2.19136296202149e-05,1.31481777721289e-05,3.28704444303223e-06,1.09568148101074e-06,5.47840740505372e-06,7.66977036707521e-06,3.28704444303223e-06,1.31481777721289e-05,1.42438592531397e-05,7.66977036707521e-06,2.52006740632471e-05,5.47840740505372e-06,1.09568148101074e-05,2.19136296202149e-06,1.09568148101074e-06,4.38272592404298e-06,1.09568148101074e-05,9.8611333290967e-06,5.47840740505372e-06,5.47840740505372e-06,2.95833999872901e-05,4.38272592404298e-06,0.0,1.09568148101074e-06,4.93056666454835e-05,3.39661259113331e-05,7.01236147846876e-05,5.1497029607505e-05,1.75309036961719e-05,1.97222666581934e-05,1.42438592531397e-05,1.31481777721289e-05,3.28704444303223e-06,3.28704444303223e-06,8.76545184808595e-06,9.8611333290967e-06,1.20524962911182e-05,7.66977036707521e-06,2.19136296202149e-06,3.28704444303223e-06,3.72531703543653e-05,0.0003013124072779,5.04013481264942e-05,1.97222666581934e-05,4.82099851644727e-05,7.66977036707521e-06,3.50618073923438e-05,0.0001281947332782,1.31481777721289e-05,2.30093111012256e-05,4.38272592404298e-06,3.50618073923438e-05,2.62963555442579e-05,1.75309036961719e-05,1.42438592531397e-05,8.76545184808595e-06,2.19136296202149e-06,1.09568148101074e-06,7.66977036707521e-06,8.76545184808595e-06,3.28704444303223e-06,6.57408888606447e-06,0.0,9.8611333290967e-06,3.28704444303223e-06,2.19136296202149e-06,3.28704444303223e-06,5.47840740505372e-06,1.42438592531397e-05,3.28704444303223e-06,1.09568148101074e-06,0.0,0.0,1.75309036961719e-05,0.0,8.76545184808595e-06,3.28704444303223e-06,0.0032497912726778,0.0001643522221516,0.0004810041701637,8.5463155518838e-05,7.12192962656984e-05,1.42438592531397e-05,0.0018527973843891,0.0003002167257969,0.0011362216958081,0.0980152825652971,0.0001720219925186,0.0001008026962529,3.28704444303223e-06,0.0010036442366058,1.20524962911182e-05,1.64352222151612e-05,2.19136296202149e-06,1.09568148101074e-05,3.28704444303223e-06,0.0002837815035817,0.0012808516513015,0.0041241450945244,2.95833999872901e-05,4.7114303683462e-05,0.0007757424885556,0.0001413429110503,0.0001851701702908,3.28704444303223e-06,0.0005829025478977,0.000102994059215,2.41049925822364e-05,8.76545184808595e-06,8.21761110758058e-05,5.47840740505372e-06,5.04013481264942e-05,1.09568148101074e-05,0.0,0.0001676392665946,5.47840740505372e-06,0.000204892436949,1.09568148101074e-06,0.0067800770044944,5.1497029607505e-05,6.57408888606447e-06,8.76545184808595e-06,7.66977036707521e-06,3.28704444303223e-06,1.09568148101074e-06,0.0,0.0,2.73920370252686e-05,4.93056666454835e-05,6.57408888606447e-06,2.19136296202149e-06,0.0
mgm4534780,0.879180905353875,0.0709176694279486,0.0006368911036307,0.0225271172658311,0.001913772537674,1.54961339082916e-06,1.54961339082916e-06,0.0011854542439843,9.22019967543348e-05,3.99025448138508e-05,8.40665264524817e-05,0.0001127343741828,1.93701673853644e-05,2.32442008624373e-06,1.93701673853644e-06,2.71182343395102e-06,4.64884017248747e-06,2.71182343395102e-06,4.64884017248747e-06,1.16221004312187e-06,1.78205539945353e-05,3.87403347707289e-07,3.87403347707289e-07,1.16221004312187e-06,7.74806695414578e-07,1.16221004312187e-06,6.9732602587312e-06,2.32442008624373e-06,2.71182343395102e-06,3.02174611211685e-05,7.74806695414578e-07,1.54961339082916e-06,0.0,7.74806695414578e-07,1.78205539945353e-05,1.04598903880968e-05,0.0,1.54961339082916e-06,3.87403347707289e-07,7.74806695414578e-07,0.0,3.87403347707289e-06,3.87403347707289e-07,0.0,5.81105021560933e-06,1.93701673853644e-06,0.0,7.74806695414578e-07,0.0,0.0,3.87403347707289e-06,3.4866301293656e-06,3.56411079890706e-05,3.87403347707289e-06,2.32442008624373e-06,1.16221004312187e-06,1.54961339082916e-06,2.71182343395102e-06,4.26143682478018e-06,3.87403347707289e-07,1.54961339082916e-06,3.87403347707289e-07,7.74806695414578e-07,7.74806695414578e-07,3.87403347707289e-07,3.87403347707289e-07,1.62709406037061e-05,0.0001917646571151,3.09922678165831e-06,2.71182343395102e-06,9.60760302314076e-05,7.74806695414578e-07,1.78205539945353e-05,5.19120485927767e-05,7.74806695414578e-07,2.75056376872175e-05,0.0,6.19845356331662e-06,5.81105021560933e-06,7.74806695414578e-07,5.88853088515079e-05,4.37765782909236e-05,1.54961339082916e-06,0.0,7.74806695414578e-07,7.74806695414578e-07,1.16221004312187e-06,7.74806695414578e-07,0.0,1.16221004312187e-06,7.74806695414578e-07,3.09922678165831e-06,0.0,3.87403347707289e-07,7.74806695414578e-07,3.87403347707289e-07,0.0,7.74806695414578e-07,3.87403347707289e-07,1.54961339082916e-06,0.0,0.0,7.74806695414578e-07,0.0010715576597583,7.2444426021263e-05,0.0006969386225254,0.000108472937358,8.83279632772619e-05,1.7433150646828e-05,0.0025549250781295,0.0002521995793574,0.0004226570523486,0.0119072292951312,3.79655280753143e-05,3.25418812074123e-05,7.74806695414578e-07,0.0002491003525757,9.56886268837004e-05,3.87403347707289e-06,0.0,3.87403347707289e-07,3.87403347707289e-07,0.0004342791527798,0.0006585856911023,0.001697988873001,1.93701673853644e-06,3.09922678165831e-06,0.0003075982580795,9.18145934066275e-05,0.0001053737105763,3.87403347707289e-07,4.41639816386309e-05,1.31717138220478e-05,3.87403347707289e-07,2.71182343395102e-06,1.54961339082916e-06,6.39215523717027e-05,5.81105021560933e-06,1.93701673853644e-06,0.0,2.0144974080779e-05,2.71182343395102e-06,1.54961339082916e-05,0.0,0.0014616728308996,1.54961339082916e-06,0.0,7.74806695414578e-07,0.0,3.87403347707289e-07,0.0,0.0,0.0,7.74806695414578e-07,1.54961339082916e-06,3.87403347707289e-07,0.0,0.0
mgm4534781,0.783856246854786,0.0693383083966467,0.00064708553754,0.0830360978483669,0.0010909135541835,4.90960195402158e-06,1.96384078160863e-06,0.000882746431333,0.0001320682925631,0.0002631546647355,8.98457157585949e-05,4.27135369999877e-05,1.22740048850539e-05,7.85536312643452e-06,1.47288058620647e-06,7.85536312643452e-06,1.5710726252869e-05,1.47288058620647e-05,5.40056214942374e-06,3.4367213678151e-06,1.03101641034453e-05,3.4367213678151e-06,4.41864175861942e-06,2.94576117241295e-06,4.90960195402158e-07,2.45480097701079e-06,7.85536312643452e-06,2.94576117241295e-06,1.47288058620647e-06,9.328243712641e-06,9.81920390804316e-07,9.81920390804316e-07,4.90960195402158e-07,9.81920390804316e-07,1.03101641034453e-05,7.85536312643452e-06,1.47288058620647e-06,1.47288058620647e-06,2.94576117241295e-06,0.0,4.90960195402158e-07,4.90960195402158e-07,1.47288058620647e-06,4.90960195402158e-07,6.38248254022805e-06,0.0,0.0,0.0,0.0,4.90960195402158e-07,1.52197660574669e-05,4.41864175861942e-06,4.46773777815964e-05,1.52197660574669e-05,3.4367213678151e-06,4.90960195402158e-07,1.96384078160863e-06,1.47288058620647e-06,9.81920390804316e-07,4.90960195402158e-07,1.96384078160863e-06,2.45480097701079e-06,1.96384078160863e-06,0.0,4.90960195402158e-07,0.0,7.36440293103237e-06,0.0001546524615516,9.81920390804316e-07,5.89152234482589e-06,8.3954193413769e-05,4.90960195402158e-07,7.85536312643452e-06,0.0001183214070919,1.96384078160863e-06,3.04395321149338e-05,0.0,7.85536312643452e-06,2.45480097701079e-06,1.47288058620647e-06,3.87858554367705e-05,3.33852932873467e-05,4.90960195402158e-07,4.90960195402158e-07,2.45480097701079e-06,4.90960195402158e-07,0.0,0.0,4.90960195402158e-07,4.90960195402158e-07,1.96384078160863e-06,8.34632332183668e-06,4.90960195402158e-07,4.90960195402158e-07,1.47288058620647e-06,0.0,4.90960195402158e-07,0.0,4.90960195402158e-07,3.4367213678151e-06,1.96384078160863e-06,0.0,0.0,0.0009691554257238,2.99485719195316e-05,0.0006588685822296,7.51169098965301e-05,0.000112429884747,0.0001104660439654,0.0024582376983786,0.0002700281074711,0.0003976777582757,0.0496753525707903,6.08790642298676e-05,3.68220146551618e-05,9.328243712641e-06,0.0001796914315171,0.0001070293225976,3.4367213678151e-06,0.0,1.47288058620647e-06,0.0,0.0003652743853792,0.0005891522344825,0.0014282032084248,1.42378456666626e-05,2.20932087930971e-05,0.00028082923177,0.0001310863721723,0.0001757637499539,9.81920390804316e-07,0.000230751291839,2.35660893793036e-05,5.40056214942374e-06,9.81920390804316e-07,3.4367213678151e-06,1.03101641034453e-05,7.85536312643452e-06,1.47288058620647e-06,4.90960195402158e-07,2.01293680114885e-05,1.96384078160863e-06,3.24033728965424e-05,0.0,0.0013187190848502,4.41864175861942e-06,2.45480097701079e-06,2.45480097701079e-06,2.45480097701079e-06,0.0,0.0,4.90960195402158e-07,0.0,6.38248254022805e-06,5.40056214942374e-06,1.47288058620647e-06,4.90960195402158e-07,0.0
mgm4620726,0.16451689898797,0.221109413786519,0.0014965629177009,0.435822035516517,0.0056353828527783,0.0001121825472598,2.38686270765706e-05,0.0012578766469352,0.0001074088218445,0.0024656291770097,0.0001145694099675,0.0001432117624594,0.0001551460759977,0.0001265037235058,1.67080389535994e-05,0.0001026350964292,0.0002076570555661,0.0001503723505823,5.96715676914264e-05,1.90949016612564e-05,0.0001026350964292,0.0002243650945197,1.90949016612564e-05,0.0001121825472598,1.90949016612564e-05,2.38686270765706e-05,8.5927057475654e-05,2.62554897842276e-05,2.38686270765706e-06,1.43211762459423e-05,1.43211762459423e-05,2.38686270765706e-06,0.0,1.90949016612564e-05,7.16058812297117e-06,7.16058812297117e-06,3.58029406148558e-05,1.43211762459423e-05,1.19343135382853e-05,9.54745083062822e-06,7.16058812297117e-06,1.67080389535994e-05,9.54745083062822e-06,4.77372541531411e-06,4.77372541531411e-06,1.19343135382853e-05,1.43211762459423e-05,4.53503914454841e-05,2.38686270765706e-06,9.54745083062822e-06,0.0001050219591369,0.0002673286232575,0.0002004964674431,0.0001026350964292,0.0001432117624594,3.58029406148558e-05,0.0001050219591369,1.43211762459423e-05,2.14817643689135e-05,4.77372541531411e-06,4.77372541531411e-06,1.90949016612564e-05,6.44452931067405e-05,0.0,0.0,7.16058812297117e-06,2.38686270765706e-05,0.0003986060721787,5.72847049837693e-05,3.34160779071988e-05,0.0001169562726751,2.14817643689135e-05,0.0001312774489211,0.0001121825472598,2.86423524918847e-05,7.16058812297117e-05,1.90949016612564e-05,2.38686270765706e-05,5.25109795684552e-05,1.67080389535994e-05,9.54745083062822e-06,1.67080389535994e-05,4.77372541531411e-06,9.54745083062822e-06,1.67080389535994e-05,2.38686270765706e-06,0.0,9.54745083062822e-06,2.38686270765706e-06,7.16058812297117e-06,2.38686270765706e-06,7.16058812297117e-06,7.16058812297117e-06,4.77372541531411e-06,2.86423524918847e-05,4.77372541531411e-06,9.54745083062822e-06,7.16058812297117e-06,4.77372541531411e-06,1.43211762459423e-05,2.38686270765706e-06,9.54745083062822e-06,0.0,0.0039789001336643,0.0007828909681115,0.0005895550887912,9.78613710139393e-05,0.0001670803895359,3.10292151995417e-05,0.001983482910063,0.000577620775253,0.00281172426962,0.128131563872446,0.0008616574374641,6.44452931067405e-05,7.16058812297117e-06,0.0009308764559862,5.01241168607982e-05,2.86423524918847e-05,4.77372541531411e-06,2.86423524918847e-05,1.67080389535994e-05,0.0004845331296543,0.0016755776207752,0.0048333969830055,5.72847049837693e-05,1.67080389535994e-05,0.0012578766469352,0.0003556425434409,0.0001265037235058,6.44452931067405e-05,0.001398701546687,0.0003580294061485,0.0001432117624594,7.16058812297117e-06,8.11533320603399e-05,2.62554897842276e-05,0.0001241168607981,2.62554897842276e-05,0.0,0.0006802558716822,9.54745083062822e-06,0.0002004964674431,0.0,0.0096262172999809,0.0001646935268283,4.77372541531411e-06,1.19343135382853e-05,4.77372541531411e-06,2.38686270765706e-06,0.0,4.77372541531411e-06,0.0,0.0001050219591369,9.07007828909681e-05,2.38686270765706e-06,0.0,4.77372541531411e-06
