id,label,abundance,abundance (log10),abundance (%),std,sem,med,prevalence
0,Acidobacteriota,0.002350872439599167,-2.6287709354353144,0.23508724395991706,0.14720499827711322,0.08498884538134972,0.29309979518327034,1.0
1,Actinomycetota,0.21416046364407115,-0.6692607015995898,21.416046364407148,17.373249561708185,10.03045031115077,30.815205876121237,1.0
2,Aquificota,0.00018359683818156667,-3.736134802285769,0.0183596838181567,0.016251001887731445,0.009382520314482867,0.02417997666106007,0.6666666666666666
3,Armatimonadota,0.0001274273806895008,-3.8947372438632093,0.012742738068950108,0.005559630431005219,0.0032098541259356983,0.011446886446880017,1.0
4,Atribacterota,0.0004231643005767,-3.373490977826634,0.04231643005767007,0.013942714195681953,0.008049829794110992,0.04590719683593005,1.0
5,Bacillota,0.27107553039930926,-0.5669096837923753,27.10755303993099,27.564263511244288,15.91423495823067,13.41158841158842,1.0
6,Bacteroidota,0.05256302170397936,-1.2793196763317816,5.2563021703979445,4.499627101559575,2.5978609183383563,6.317536549191338,1.0
7,Balneolota,6.4022042238605635e-06,-5.193670476414772,0.0006402204223860571,0.0009777368318109672,0.0005644966230426738,0.0001549998503914494,0.6666666666666666
8,Bdellovibrionota,0.0002537769029435333,-3.595547906987694,0.025377690294353373,0.008955763841933055,0.005170612664938766,0.022893772893770033,1.0
9,Caldisericota,3.753702976135303e-05,-4.4255400953078805,0.0037537029761353113,0.003267871419194531,0.001886706443549047,0.005296984250300167,0.6666666666666666
10,Calditrichota,9.614519963857267e-06,-5.017072394447058,0.0009614519963857283,0.0008932715043289584,0.0005157305434837461,0.001118694572390463,0.6666666666666666
11,Campylobacterota,0.001699246260348733,-2.7697436771871904,0.1699246260348736,0.14597782847321217,0.08428033856472607,0.11653365350660017,1.0
12,Candidatus.Abawacabacteria,2.24637464335433e-07,-6.648517811755348,2.2463746433543367e-05,3.890835015124127e-05,2.2463746433543364e-05,0.0,0.3333333333333333
13,Candidatus.Absconditabacteria,6.5594139585946335e-06,-5.183134960306931,0.0006559413958594652,0.0011361238244162433,0.0006559413958594653,0.0,0.3333333333333333
14,Candidatus.Adlerbacteria,6.761587676496533e-06,-5.169951316161505,0.0006761587676496553,0.0011711413395523622,0.0006761587676496553,0.0,0.3333333333333333
15,Candidatus.Aenigmarchaeota,4.4927492867086665e-08,-7.347487816091366,4.492749286708679e-06,7.781670030248265e-06,4.492749286708679e-06,0.0,0.3333333333333333
16,Candidatus.Altiarchaeota,2.6057945862910233e-06,-5.58405982252843,0.00026057945862910305,0.0004513368617543988,0.00026057945862910305,0.0,0.3333333333333333
17,Candidatus.Amesbacteria,1.3410856620825333e-05,-4.87254348062598,0.001341085662082537,0.0023228285040291004,0.001341085662082537,0.0,0.3333333333333333
18,Candidatus.Aminicenantes,0.00012056872834842706,-3.9187653196155767,0.012056872834842733,0.00878752863096988,0.005073482020602004,0.012359629917360017,1.0
19,Candidatus.Andersenbacteria,1.6623172360822033e-06,-5.779286092024372,0.00016623172360822076,0.0002879217911191852,0.0001662317236082208,0.0,0.3333333333333333
20,Candidatus.Azambacteria,2.6282583327245667e-06,-5.580331950009187,0.0002628258332724574,0.00045522769676952294,0.0002628258332724574,0.0,0.3333333333333333
21,Candidatus.Bathyarchaeota,3.265862431996653e-05,-4.486002113011183,0.0032658624319966585,0.0025382124982326437,0.0014654376691150895,0.002081252081252083,1.0
22,Candidatus.Beckwithbacteria,0.0001634013098027112,-3.7867444665440564,0.016340130980271164,0.027540920884962218,0.015900758086663122,0.0008828307083833609,0.6666666666666666
23,Candidatus.Berkelbacteria,2.51462870222731e-05,-4.599526131672913,0.0025146287022273163,0.0026908591797495476,0.001553568271779777,0.0010406260406260416,1.0
24,Candidatus.Bipolaricaulota,1.24898795073508e-05,-4.9034417513412425,0.0012489879507350825,0.001087015840751421,0.0006275888882712202,0.0017656614167667218,0.6666666666666666
25,Candidatus.Blackallbacteria,6.896406645398516e-06,-5.1613771383309865,0.0006896406645398526,0.000944117174287936,0.0005450863047216887,0.00030326057685283586,0.6666666666666666
26,Candidatus.Blackburnbacteria,1.6574508892948093e-05,-4.7805593309921175,0.001657450889294812,0.0012576862241848003,0.0007261254800891786,0.002081252081252083,1.0
27,Candidatus.Brennerbacteria,2.0217371790188966e-07,-6.694275302316024,2.021737179018902e-05,3.501751513611713e-05,2.021737179018902e-05,0.0,0.3333333333333333
28,Candidatus.Buchananbacteria,2.6323756599955534e-05,-4.579652133514988,0.002632375659995559,0.0012379811928858093,0.0007147487749643161,0.002081252081252083,1.0
29,Candidatus.Calescamantes,2.0217371790188966e-07,-6.694275302316024,2.021737179018902e-05,3.501751513611713e-05,2.021737179018902e-05,0.0,0.3333333333333333
30,Candidatus.Campbellbacteria,2.8079683041929133e-06,-5.551607798747292,0.00028079683041929213,0.00048635437689051607,0.0002807968304192922,0.0,0.3333333333333333
31,Candidatus.Chisholmbacteria,1.4376797717467699e-06,-5.842337837771462,0.00014376797717467738,0.0002490134409679439,0.00014376797717467738,0.0,0.3333333333333333
32,Candidatus.Cloacimonetes,2.92028703636063e-06,-5.534574459448511,0.0002920287036360638,0.0005058085519661366,0.0002920287036360638,0.0,0.3333333333333333
33,Candidatus.Coatesbacteria,1.4444188956768334e-05,-4.840306838831126,0.0014444188956768374,0.002501806914724812,0.0014444188956768374,0.0,0.3333333333333333
34,Candidatus.Collierbacteria,4.547013297563543e-06,-5.3422737757157135,0.00045470132975635515,0.0005325789339810287,0.0003074845908986709,0.00032347794864302386,0.6666666666666666
