#OTU ID	DRR125227	ERR2108715	SRR1573679	SRR1573955	SRR1573960	SRR1658343	SRR1658462	SRR1658463	SRR1658465	SRR1658468	SRR1658469	SRR1658471	SRR1658472	SRR2177362	SRR2177950	SRR2177951	SRR2177952	SRR2177953	SRR2177954	SRR2177956	SRR2177968	SRR2177986	SRR3308675	SRR3308741	SRR3309137	SRR3309324	SRR3309325	SRR3309326	SRR3309327	SRR3989308	SRR3989310	SRR3989311	SRR3989312	SRR3989313	SRR3989315	SRR4343428	SRR4343429	SRR4343430	SRR4343431	SRR4343433	SRR4343434	SRR446575	SRR446576	SRR446577	SRR5248198	SRR5248199	SRR5248218	SRR5248219
Thermomicrobiota	4.92554400501084e-05	6.44712155559275e-05	1.41468668297423e-06	0.00015720961492203	0.00015567111199131002	6.49946438955864e-06	6.696403377946679e-06	3.50473643102583e-05	2.8749278937003997e-06	7.980319799235651e-06	1.62615633266555e-06	5.9257191023339e-06	4.43519072829984e-06	2.9734752273557104e-05	9.11862616172926e-06	3.3993703868574704e-05	1.26461776372685e-05	1.88957042902393e-05	5.39815287180654e-05	1.7116454862134303e-05	1.80543781456676e-05	2.3733154360899698e-05	6.61004518284144e-06	3.51706023179948e-05	2.83375146059464e-06	7.956088754943719e-06	5.924753588129099e-06	4.42817878562091e-06	1.6421341405188999e-06	2.44003506538834e-05	4.25041358394769e-05	2.05042876350897e-05	1.17992257235707e-05	4.396768976465421e-05	4.71964713354271e-05	0.00016433092938031	0.00019928066109752	0.00016568316016198	0.00021356004596625	0.00017977956442276002	0.00020241987228451002	1.26696850924431e-05	1.01879700350431e-05	7.198249385749389e-06	8.44438446482885e-05	9.69485066136344e-05	2.2544873915388602e-05	0.00011648762205278001
Candidatus Kaiserbacteria	0.00053511979776	6.31687667568178e-05	6.22462140508662e-06	0.00260094073512838	0.00258217784331725	0.0226564382627537	0.0135428547944871	0.00259489778397329	0.00611460902638262	0.00327350521746353	0.00162761570373333	0.0016089080632214	0.00309548003107276	0.0223284557296807	0.010935563845278	0.00545118060548093	0.00970645401948075	0.00401329383605132	0.00376829898324901	0.00636481636166095	0.00846914465742228	0.00829340957282472	0.0227927577994738	0.00259773976565412	0.00613537826369666	0.0032855391794336	0.0016183788046969	0.00310909424399685	0.00164357100789185	0.00358930384266899	0.00087263381086574	0.0022788041050997897	0.00815820941243339	0.00148606583970104	0.00060665916961401	0.00588280200177146	0.00670482998466825	0.00592859166007547	0.00651866616497005	0.00352373884487102	0.0038268813590393797	0.00063966706094726	0.00033292298177928	0.0005562411927301599	0.00166586448264591	0.00041296450829584	8.42494458876013e-05	0.00083572727211169
Candidatus Nomurabacteria	0.00037087924723638	7.440238764913851e-05	6.22462140508662e-06	0.00105767385626627	0.0010491073220732698	0.0204013225765048	0.017435571283943	0.00323977576553793	0.0107745563390554	0.007327178212731241	0.0299142715399208	0.0261395521913987	0.0470815784447466	0.0130136405752026	0.00612507717837209	0.0029957987927592103	0.00607495030607595	0.00202216405420405	0.0036454519079046	0.00395414459994983	0.006580259334297071	0.00651827079815778	0.0203724530333032	0.0032019114655092	0.0107376714579192	0.00729732460603438	0.0260760354496429	0.0468035191435995	0.0297323986415281	0.007610702337118309	0.00141219731521431	0.00492315016562515	0.0178121111523023	0.0026367991555510803	0.00124487976553259	0.00502910895539182	0.0061953786171850605	0.00499988427894578	0.0038949284573846	0.00232407025684428	0.00250924256775337	0.00111630061412498	0.00065039006755419	0.00107881998392109	0.0018934533203007699	0.0008778356083314	0.00015076216632518	0.00096120803483159
Candidatus Yanofskybacteria	0.0003526488806304	1.88855075870899e-05	1.8390926878665e-06	0.00060406330547404	0.00059948989832758	0.0319267086657756	0.0193084851045257	0.0018789209441267601	0.0225548194358801	0.00791856383822047	0.00637949468567941	0.0047014806011792705	0.0970221563255634	0.0166894377231066	0.00651728094497488	0.0021855464243308	0.00654644765879519	0.00172302927515107	0.00296461594380313	0.00183894042186495	0.0100330943662177	0.00770126104829975	0.0318974340343196	0.00186095346494408	0.0224751721248719	0.00788777488377058	0.00470340795560478	0.0968463209874932	0.0063781311084824205	0.0121757749762878	0.0008172433355541401	0.00701499994697167	0.021198488934967	0.00162503739883277	0.00053508756596338	0.00501454604653815	0.005763068150771889	0.0050182527002497705	0.0037525550934071	0.00485998645789276	0.00531256683675028	0.00107631508797323	0.00040841335486821	0.0009980161060124302	0.00162842056076953	0.00040513636801026	0.00012720223884488	0.0006055028710337
Candidatus Azambacteria	0.0003518126252815	7.16346839510305e-06	0.0	0.00014955183998313	0.00014808827845592	0.0131892985872298	0.0132859073164849	0.00826489406901746	0.00520825563257945	0.0118431240448097	0.00195680812030755	0.007944054181159779	0.0034301953824191302	0.00951851436774342	0.0039624887144146	0.00125988128569494	0.0038559733664663203	0.0009177971315107	0.00138971428078376	0.0018087778886018	0.004888417248254479	0.00369360388117589	0.0131893903780559	0.00824032085169837	0.00520634178259306	0.0118564527749355	0.00797713304011778	0.00342787650415328	0.00196169344426387	0.00168816094373199	0.00026572879056611	0.00085900002710336	0.00707627660037112	0.00061529521063952	0.00019985666256853	0.00122926280102682	0.00140300013821078	0.00122499001676302	0.0009762744958457401	0.0018818214356919897	0.0022017935164533	0.00235762568074218	0.00071295911279379	0.00187090970064316	0.00059910275002203	0.00016065752524545	2.9436553382414898e-05	0.00034946286615836
Candidatus Falkowbacteria	0.00035064186779304	2.9305097979967e-05	0.0	0.00026126526262113	0.00025870843826636	0.00101952285298504	0.0009475680796059699	0.0009871890222585401	0.0007095114839642201	0.0148467626679615	0.0118337064180721	0.0599654148919849	0.0148971450960379	0.007099010503397241	0.0040612852580165	0.0078141161259747	0.00145849733844957	0.00479764764261725	0.00978208934940663	0.00384316595968518	0.0026460030133534603	0.0164425232533273	0.0010195137836824	0.00098323263594903	0.00070705928335702	0.014803677362084999	0.0599715507273295	0.0148475902433704	0.0117998832935266	0.0312236818768112	0.007984542212270641	0.039701014490875	0.0036337120285464797	0.009286985862557509	0.0625733924551682	0.00150549818791426	0.0018256679919902	0.00149684265206206	0.0011694954898152198	0.00102760870762543	0.00111903816187479	0.0016933794307155698	0.00131216084309875	0.00155453958303223	0.00525638555382291	0.003349360145878	0.00013564321059518998	0.0041746158976720205
Candidatus Magasanikbacteria	0.00034729684639745	3.84222395737346e-05	3.2537793708407298e-06	0.0006464062963126401	0.00064409480147695	0.0028692406497142398	0.00348212975653227	0.00549563402803666	0.00206116789827542	0.00901095247642685	0.00089230116715494	0.0032947249298769	0.00083598626940443	0.007544223777927941	0.004450540897364	0.00888122823729297	0.00287076777080615	0.0151421758108118	0.0101118566302368	0.0124416448913123	0.0044311836428716205	0.0244349896840873	0.0028635694998022103	0.005453113647750529	0.0020539847523748	0.00898321981320695	0.00329495960052424	0.00083389598394482	0.00088995459745421	0.0200525514888781	0.0090509907256807	0.0204015305154472	0.00989011100149693	0.00620798534870354	0.0311534584525384	0.00453580957969606	0.00537575654331622	0.00452818321985935	0.0037525550934071	0.00244194389363344	0.00266965076843167	0.0172297581509152	0.0223566305371431	0.0126584744002023	0.00464343635352367	0.00130693812890827	0.00021684749578806	0.00158808284015655
Candidatus Nealsonbacteria	0.00033793078648979	9.44275379354493e-06	0.0	0.00016261510311419	0.00016146974940073	0.00338756053122355	0.00199728331235217	0.00049646113935612	0.00135756167160636	0.0006738245254336201	0.00047575496809522996	0.00035757697345905	0.00120948594818338	0.00722045434216668	0.00270662078420802	0.00086348153399822	0.0021823201138907898	0.00051920701809925	0.0013159413224557801	0.0007140553578156599	0.00325605094859128	0.0038029955962141397	0.0033824825283040897	0.00049002481670475	0.00135340990929698	0.0006727596323100799	0.00035760119871207	0.00120651557565275	0.00047543888703372995	0.00158461272198725	0.00027799159748313	0.00104948957286269	0.00586691215049429	0.00057894297718817	0.00024180908153336	0.00192736266333835	0.00238493952474777	0.00189635581542382	0.0014440726917718401	0.0010135054387400801	0.0010980323260716802	0.00036215027868239	0.00019779571092425	0.00030472589066339	0.00193986818179336	0.0003724990446658	7.55413547781029e-05	0.00086323570238756
Candidatus Uhrbacteria	0.00027730227369466003	4.4446065269616705e-05	2.68790469765104e-06	0.00060226147607666	0.0005981517512331	0.00173575390586801	0.00295916225401586	0.00912063927947283	0.00416991455817901	0.0326202893188069	0.032129972087651996	0.22173857585385	0.012684881397338001	0.00386058893716926	0.00178896475517294	0.012978423035394	0.00094538722553201	0.009932868863164841	0.0111479137028956	0.0192986289093444	0.00123357186564657	0.00907162939992342	0.0017420162038158	0.00904987500254483	0.00415678151189065	0.0325338211524771	0.221751229205889	0.0126581122021263	0.0321028192733671	0.0164421578958952	0.0157483539000351	0.0308990776605786	0.0027060681395171897	0.00715326964147147	0.0148254216120994	0.00310941098092382	0.00346330503762226	0.00312593793751283	0.00321357021549226	0.0028234744308477397	0.00301338262702802	0.00888717594746439	0.00245062922145372	0.0031313796249458	0.0021319633018362302	0.0010492116641217198	0.00019708066320821	0.00270450190273696
Candidatus Giovannonibacteria	0.00023824914890111	4.72137689677247e-06	9.90280678081962e-07	0.00036081633682678	0.00035773132325797	0.019000266279583	0.0137993162432119	0.00256117846211842	0.00654543380641696	0.00307132491355904	0.0016334531880044401	0.0015875654308613	0.005006575406169111	0.0184356272105627	0.00973588173566947	0.00292934524726979	0.0071906336939801	0.00167115712761341	0.00326272772277762	0.00285465590185453	0.007213674299622941	0.00818798040931387	0.0190128401841392	0.0025473474779243	0.0065439235305786	0.003068627268742	0.00159144358040128	0.0050080371444959	0.0016383161786421901	0.00424645801015386	0.00061095798190778	0.00240236011421124	0.0092027218229152	0.0014118887707488099	0.0004649726435268	0.00277201137685098	0.00332188005232724	0.0027488342481419396	0.00268475486357581	0.00429273813777765	0.0045582663692749605	0.00082484717825841	0.00034122245005173	0.00055087779122705	0.00051660910963814	0.00018787536685375	6.111690938200121e-05	0.00027423788951937004
Candidatus Moranbacteria	0.00022946846773767997	4.1027137171953794e-05	2.8293733659484603e-07	0.000301355966713	0.00029974494916379	0.00203745805054668	0.00173590756760006	0.0012403916533244301	0.006446831549738429	0.0102750278112315	0.0855036335420846	0.0905587727132688	0.0587319280132686	0.008554316544698971	0.0038648919900445204	0.00458413387815015	0.00172218723161585	0.0031463168428458397	0.00637817916690485	0.0020705344056398	0.0039990879515576	0.009088069773281771	0.0020393213471507103	0.00123787283911158	0.00643756849828277	0.0102306260378627	0.090401259413419	0.058448324202351	0.08498237127946799	0.0166703440896986	0.0121889183092333	0.00695195515453045	0.0169273939701911	0.0140870374288738	0.0166501576129074	0.0013790308215534698	0.00167460039406144	0.00136954949242541	0.00139322506177987	0.00106858241512393	0.00115341134773443	0.0195682272677976	0.0777214391317742	0.111315633920184	0.00240616202141012	0.00231532303061754	0.00048337919238490996	0.0021514766525372103
Candidatus Zambryskibacteria	0.00021884802480666999	1.0745202592654598e-05	1.4146866829742301e-07	0.00038333920429412004	0.00038003377483266	0.0270767190326693	0.0131589186669427	0.00092153189891575	0.007643293658292391	0.00178887287903325	0.0022234560625484802	0.00093003659131545	0.00522017230432882	0.0287611815394699	0.011326567792649	0.00192557750120906	0.0146787943510208	0.0016900123700101	0.00250488314428114	0.00252057192616128	0.023137074324302998	0.0088041993266276	0.0270513895759392	0.00091279688668315	0.00762503800673412	0.00178339345846043	0.0009312069641644699	0.00520986887230368	0.00222271066589935	0.00190739625513473	0.00035832337499881	0.00186759886542942	0.0107896614959463	0.00077951137633468	0.00037873711565466003	0.0018980835518536102	0.00206673330783398	0.0019022337102410898	0.0015559374777541599	0.0013467879508202699	0.0014073909988084	0.00047359282875552	0.00020455455933774	0.00038362434961699	0.00058779156528854	0.00015186592154011	5.5934793813772104e-05	0.0002569922197695
Candidatus Staskawiczbacteria	0.00020847845848034	1.7583058787980202e-05	1.4146866829742301e-07	0.00076262429244411	0.0007569452064448701	0.007809776256186459	0.0036852089896191203	0.00041059185766805	0.00260269035234287	0.00078342579827267	0.00045132092678902	0.00025804497972324	0.00116381292025791	0.0431181380292049	0.0139287357425909	0.00170693994730313	0.00811346287291591	0.00082093135833975	0.0031181478241830802	0.00129653666626427	0.0151031352032342	0.0101647034542363	0.00777688952915473	0.00040480859029986004	0.00259076365517176	0.0007794797137457099	0.00025760231147042004	0.00115831834550189	0.0004500268612092	0.00352658635845059	0.00454513663832607	0.00519854395989644	0.0160397550750436	0.00299905925973641	0.0123520740227126	0.0017083058554237301	0.0020056634278202198	0.00169944633904506	0.0013525469577863	0.0009536778875737801	0.0010560206544654599	0.00024756564670632997	0.00014765101938591	0.00023373139181962003	0.0025243443998324397	0.00055013761268457	3.31762244110339e-05	0.0043860076041765395
Candidatus Wolfebacteria	0.00019459661968862	6.51224399554823e-06	0.0	0.00019414711756846002	0.0001922471325738	0.00820043871880772	0.0669777776073675	0.0148615400751225	0.0204622345327843	0.00571489736448474	0.00320169333743736	0.00427445219112252	0.0015588751752372198	0.014951328331376999	0.0117791053263369	0.00285149137426347	0.0601812795385444	0.0032643441863461197	0.00107003146136249	0.00752602170797867	0.0205107669961994	0.0050745109336703	0.00820198887935791	0.0147744893124544	0.0204473548972459	0.00571659442658624	0.0042835719502947	0.0015588121573551	0.00320795009685718	0.0011409922764307099	0.00168665556155186	0.0025054118356876	0.0029511549138325	0.00051949192873127	0.0014205555199477901	0.00098721192650115	0.00122461180448639	0.00098032264499388	0.0007830535018762701	0.00072238427785399	0.0007810351675883701	0.09268776726700699	0.0400610860743818	0.0111526288571325	0.00041344330405166003	0.00032167634927331	6.44291894359208e-05	0.00030312174130902003
Candidatus Harrisonbacteria	0.00017887501912933998	1.0582396492765899e-05	1.06101501223067e-05	0.00015991235901811	0.00015834740618027	0.00188653155685937	0.00118934064350168	0.00018906789785487	0.00063313164289645	0.00027052551979977004	0.00014568692888033998	0.00014693774655448	0.00041138753148985	0.0033342515015443897	0.00124328696854736	0.00046384823486034005	0.00079875992265666	0.00027712350895898997	0.00071680567404647	0.00041938793366469	0.00100378887106535	0.0017687312445375301	0.0018866537850759	0.00018669412915036	0.0006315181070336	0.00026989222899156	0.00014714797672029	0.00041037564240638	0.0001459036183851	0.00080153312675595	0.00011784765291434	0.00041674375414652004	0.00223499809920092	0.00028576894629811	9.507272723741379e-05	0.00164760151957056	0.00193816513938397	0.00163662633818541	0.0013525469577863	0.00077167149122175	0.00085551040361758	0.00011965250601303	7.305519976348009e-05	0.00013048591288481002	0.00026308255526683	0.00014813250078853	4.7013007216924e-05	0.00013077084546525
Candidatus Taylorbacteria	0.00017168322312881	1.69318343884254e-05	1.55615535127165e-06	0.00040225841296667996	0.00039921388318689	0.00498379921675997	0.00305596308510432	0.00059441236826021	0.0017622012975818699	0.0008795190986075	0.00042142466805771	0.00040779493195341	0.00116886148842736	0.0100236819525648	0.00377315723963554	0.00257008983540995	0.0025023196764014	0.0019127146321374603	0.00295571788961883	0.00208761607095953	0.00321998538459216	0.00612349106353998	0.00499205301197481	0.00059008455000191	0.0017614956489150398	0.00087882233106312	0.00040923119426577	0.00117081047091817	0.00042358850154684	0.0020556375814691197	0.00042722372233762	0.0016991455368411401	0.00319455608447302	0.0006845916556561599	0.0008152559194668901	0.0016742746368393802	0.00194780775201772	0.00166270949643708	0.00163729368574131	0.0011260346788989999	0.00120688074796052	0.00020529957723794	0.00012434293184233	0.00019244731446018	0.00054137670379595	0.00022003095848832998	4.62116491393628e-05	0.0003263981053886
Candidatus Buchananbacteria	0.00016014289931402	1.2698875791319e-05	1.41468668297423e-06	0.00013738949155077	0.00013604495460558998	0.00225025349151475	0.0011791070270491	0.00048671136425687	0.00082344668940915	0.00073580012827815	0.00024946905995738	0.00047606624652648	0.00055850375160516	0.0068948264843883295	0.00334591875146399	0.00211113337744776	0.00147345058903417	0.0011739613796081401	0.0028859355737735	0.00134837308444431	0.00198326048161393	0.00511245025680496	0.0022514303525734396	0.0004840054752686	0.00082283462456239	0.00073626368619045	0.00047788863290468	0.0005580903642130401	0.000250014922894	0.00273283927323494	0.00034522919134166003	0.0012649024337646698	0.0019000124622298399	0.00101075197245578	0.00029852253680062	0.00113146137104115	0.00138853621926015	0.0011248821206562801	0.0009355963918521699	0.00080804307939977	0.0008917932109138599	0.00109212685496859	0.0006387608724898	0.00084184232277063	0.0007960733807258901	0.00044090494746895994	5.80717486872686e-05	0.00044140450427269
Candidatus Portnoybacteria	0.00015395460973216998	5.535407396216001e-06	0.0	0.00010630793444584	0.00010526757143251999	0.0006551559333139	0.00046426596645328	0.00024037568442367998	0.00027912700820188	0.00028278885527108	0.00011224648327013999	0.00022364567815461001	0.00022081587881322002	0.00220659334195264	0.0010696902659797	0.00106640736379904	0.00041920369924621	0.0006628467402199099	0.00220687922050888	0.0008723825652904	0.00058097952257745	0.00318315136580088	0.000654296546506	0.00023755914002961	0.00027814164110971	0.00028305593947702004	0.00022394572806222002	0.00022089620279007002	0.00011178828161582	0.00139455973950725	0.0001474654492817	0.00071906415603055	0.00047792482859377	0.00041582074444409	0.00015673889863246002	0.00099257720871039	0.00118925555816263	0.00097940422392868	0.0009254268658537801	0.00069877985940377	0.00074475236029209	0.00151017578427885	0.00042521108107233	0.00111615208122561	0.00045576273658902997	0.0003245667395326	2.7513293996268e-05	0.00026799559187985
