#OTU ID	mgm4603270	mgm4603402	mgm4625051	mgm4625350	mgm4485218	mgm4485219	mgm4485982	mgm4451034	mgm4451035	mgm4627134	mgm4627135	mgm4627136	mgm4627137	mgm4627138	mgm4627140	mgm4627141	mgm4627142	mgm4627143	mgm4627144	mgm4627145	mgm4627146	mgm4627147	mgm4627148	mgm4627149	mgm4627150	mgm4451033	mgm4451036	mgm4627151	mgm4627153	mgm4627154	mgm4627155	mgm4627156	mgm4627157	mgm4627158
Thermomicrobiota	0.00031535932178697004	0.00031318163217347995	0.00034964274322252004	0.00032853774893573	0.0002460727581581	0.00045078888054094006	0.00045914886918192	0.00037467216185837	0.00045860339977987004	0.0	0.0	4.5922116091109495e-05	0.00012609568140303998	0.00013337482772418	2.288381885169e-05	0.00019341496436701	0.00013918099715451999	0.0002862458852154	0.0001649983500165	0.00010498467223785	0.0001532520076013	2.0430261303042103e-05	1.47514382652309e-05	9.66568801575507e-05	0.0	0.00043907793633369	0.00033003300330033	0.0	4.52478450713785e-05	0.00017833895101029	0.0001024800163968	0.00024081878386514	0.00012125621438098	0.00041992105484168997
Candidatus Kaiserbacteria	0.00029004944333259	0.00032423010223658997	0.00038476427814892	0.00037912172284885	0.00020638360361647	0.00036313548710242003	0.00036731909534554	0.00037467216185837	0.00021401491989726999	0.00051251724817662	0.00023870621232917002	0.00027553269654665	0.00034225970666541003	4.4458275908060295e-05	6.86514565550699e-05	0.00032731763200571	0.00047940121242112996	0.0	0.0001649983500165	0.00023096627892327002	0.00024520321216207	0.00046989600996995995	0.00017701725918277	0.00016914954027571	0.00028428704869431	0.00038419319429198	0.00029336266960029	0.00100908173562059	0.00024886314789257996	0.00042801348242468997	0.0003586800573888	0.00048163756773028	0.00012125621438098	0.00025195263290501003
Candidatus Nomurabacteria	0.00016835037620003	0.00022957445967669	0.0002185922397658	0.0002678885965399	7.144047817493391e-05	0.00013774104683195	0.00014430393031432	0.00010218331687046	0.00018344135991194	0.00098561009264734	0.00047741242465835	0.00022961058045554	0.0002377804277886	0.0002222913795403	0.00011441909425845	0.0004017080029161	0.00024743288383026	0.0	0.00021999780002200002	8.39877377902826e-05	0.00018390240912155	0.0002451631356365	0.00011801150612183999	0.00012082110019693	0.00032489948422206	0.00010976948408342	0.00018335166850018002	0.0	0.00038460668310671	0.00019617284611131002	0.00025620004099200004	0.00036122817579771	0.00012125621438098	8.39842109683379e-05
Candidatus Yanofskybacteria	0.00016491105473758998	0.00020450293145656	0.00019631365417816	0.00022246625261791	7.144047817493391e-05	0.00022539444027047003	0.00020989662591173	0.00020436663374093	0.00015286779992662	0.00023654642223536	0.00017902965924688	0.00013776634827331998	0.00020175309024487	0.00040012448317254	0.00016018673196183	0.00014878074182077	0.00010825188667573001	0.0	0.0001649983500165	0.00014697854113298998	0.00027585361368233	0.00010215130651521	2.95028765304617e-05	4.83284400787754e-05	0.00016244974211103	0.00010976948408342	0.00014668133480014	0.00100908173562059	0.00013574353521413	0.0002496745314144	0.00025620004099200004	0.00012040939193257	0.00024251242876197003	8.39842109683379e-05
Candidatus Azambacteria	4.77095618251544e-05	6.204140881591421e-05	6.159373662465799e-05	7.09724123781049e-05	1.5875661816651998e-05	6.26095667417981e-05	6.55926955974183e-05	6.81222112469771e-05	0.00012229423994128999	7.88488074117879e-05	0.0	0.0	3.9630071298101e-05	0.00013337482772418	2.288381885169e-05	5.95122967283115e-05	7.732277619695659e-05	0.0	0.0001649983500165	3.1495401671356e-05	3.06504015202599e-05	6.129078390912621e-05	2.95028765304617e-05	1.20821100196938e-05	4.06124355277586e-05	5.4884742041712396e-05	7.334066740007329e-05	0.0	9.0495690142757e-05	3.5667790202058e-05	0.0001537200245952	0.0	0.0	8.39842109683379e-05
Candidatus Falkowbacteria	0.00031192000032453	0.00040231303970182	0.0003727076318309	0.00042247941477439	0.00012700529453321002	0.00037565740045077996	0.00038043763446502004	0.00044279437310535	0.00021401491989726999	0.00070963926670609	0.00065644208390523	0.00032145481263776	0.0005584237319277799	0.0005779575868047799	0.00032037346392366	0.00084805022837843	0.00047940121242112996	0.0001431229426077	0.0001649983500165	0.00023096627892327002	0.00024520321216207	0.00040860522606084	8.850862959138521e-05	0.00010873899017724001	0.00032489948422206	0.00013721185510428	0.00025669233590025	0.0	0.00042985452817809	0.0006776880138391	0.00117852018856323	0.00036122817579771	0.0008487935006669	0.00033593684387335
Candidatus Magasanikbacteria	0.00038299931054832	0.00047274703635414005	0.00045474524699480996	0.00052364736260063	0.00030163757451638	0.00033809166040571	0.00034108201710657	0.00037467216185837	0.00036688271982389	0.0005913660555884	0.00113385450856359	0.00027553269654665	0.0005296018618928	0.0007557906904370201	0.00025172200736858996	0.00138366089893324	0.00051033032289991	0.0004293688278231	0.0002749972500275	0.00027296014781841	0.00033715441672285	0.00046989600996995995	0.00026552588877415	0.00020539587033478998	0.0005279616618608599	0.00021953896816685	0.00018335166850018002	0.00201816347124117	0.0006787176760706701	0.0009095286501524801	0.00087108013937282	0.00096327513546056	0.00072753728628592	8.39842109683379e-05
Candidatus Nealsonbacteria	0.00015521040445891002	0.00021703869556663	0.00017980129074261002	0.00024337085408201	0.00011906746362488999	0.00031304783370899	0.00028860786062864	0.00017030552811744	9.17206799559741e-05	0.00051251724817662	0.00023870621232917002	0.0	9.36710776136933e-05	8.891655181612059e-05	0.00011441909425845	0.00017853689018493	0.00013918099715451999	0.0001431229426077	0.0	7.348927056649731e-05	0.00012260160608104	0.00012258156781825	5.90057530609234e-05	0.00012082110019693	0.00020306217763879	5.4884742041712396e-05	0.00022002200220022002	0.0	0.00027148707042827004	0.00023184063631337003	0.00025620004099200004	0.0	0.00012125621438098	0.0
Candidatus Uhrbacteria	0.00040707456078542	0.00047582785973712	0.00045526944900864006	0.00045990123221012003	0.00022225926543312002	0.00032556974705735	0.00032796347798709	0.00040873326748186	0.00027516203986792	0.00067021486300019	0.00071611863698752	0.0005051432770022	0.00035306790792853	0.00035566620726447997	0.00027460582622028	0.0005504887447368799	0.0003402202152666	0.0001431229426077	0.0001649983500165	0.0002834586150422	0.00033715441672285	0.00032688418084867	4.4254314795692606e-05	0.00015706743025601999	0.0006497989684441299	2.7442371020856198e-05	0.00047671433810047003	0.0	0.00027148707042827004	0.0005706846432329201	0.0003586800573888	0.0008428657435279901	0.00024251242876197003	0.0
Candidatus Giovannonibacteria	7.443044395643309e-05	8.87064663720691e-05	0.00010221939269624	0.00010426492582092	4.76269854499559e-05	0.00010017530678686999	0.00010494831295586	6.81222112469771e-05	0.0	3.9424403705894e-05	5.9676553082293996e-05	0.0	7.205467508745641e-05	0.00013337482772418	2.288381885169e-05	4.46342225462336e-05	6.185822095756529e-05	0.0	0.0001649983500165	3.1495401671356e-05	0.00012260160608104	6.129078390912621e-05	2.95028765304617e-05	4.83284400787754e-05	4.06124355277586e-05	0.0	0.0	0.0	0.00013574353521413	1.7833895101029e-05	0.0001024800163968	0.00024081878386514	0.0	0.00016796842193666999
Candidatus Moranbacteria	0.00025821367287255	0.00032901069024466	0.00031452120829612	0.00035666863238742	0.00020638360361647	0.00017530678687703	0.00018365954767277	0.00020436663374093	6.11471199706494e-05	0.00102503449635324	0.00071611863698752	0.00032145481263776	0.00072054675087456	0.0006668741386209	6.86514565550699e-05	0.0005356106705548	0.00030929110478782	0.0001431229426077	0.00043999560004400005	0.00029395708226597996	0.00036780481824311	0.00030645391954563	0.0001475143826523	0.00015706743025601999	0.00056857409738862	0.00016465422612513	0.00025669233590025	0.0	0.00033935883803533	0.0006241863285360099	0.00040992006558721	0.00012040939193257	0.00012125621438098	0.00033593684387335
Candidatus Zambryskibacteria	9.11861126196112e-05	0.00011069717120921	9.01627463782228e-05	0.00011639475630008999	3.968915454163e-05	5.00876533934385e-05	5.24741564779346e-05	3.40611056234885e-05	0.00033630915983857003	7.88488074117879e-05	5.9676553082293996e-05	9.184423218221899e-05	4.68355388068466e-05	8.891655181612059e-05	6.86514565550699e-05	8.92684450924672e-05	4.63936657181739e-05	0.0	0.0	4.19938688951413e-05	3.06504015202599e-05	4.08605226060841e-05	4.4254314795692606e-05	3.62463300590815e-05	0.0	2.7442371020856198e-05	7.334066740007329e-05	0.0	0.00013574353521413	0.00010700337060617	0.0001537200245952	0.00012040939193257	0.00012125621438098	8.39842109683379e-05
Candidatus Staskawiczbacteria	8.915779483406859e-05	0.00012663246456946	9.828787759253929e-05	0.00012181446779078	4.76269854499559e-05	8.765339343851741e-05	9.18297738363856e-05	3.40611056234885e-05	0.00012229423994128999	0.00031539522964715	0.00011935310616458001	0.00027553269654665	0.00012609568140303998	0.00026674965544836	9.153527540675991e-05	8.92684450924672e-05	9.27873314363479e-05	0.0	0.00010999890001100001	4.19938688951413e-05	9.195120456077969e-05	6.129078390912621e-05	2.95028765304617e-05	7.2492660118163e-05	0.00012183730658327	5.4884742041712396e-05	0.00014668133480014	0.0	0.00015836745774982	0.00016050505590926002	0.0003586800573888	0.0	0.00012125621438098	8.39842109683379e-05
Candidatus Wolfebacteria	9.021604759174301e-05	0.00013247540546822	0.00010903401887599	0.00012387911978723	0.00012700529453321002	0.00011269722013523	0.00010494831295586	3.40611056234885e-05	0.0	0.00011827321111768	0.00023870621232917002	0.0	7.205467508745641e-05	0.0	0.00011441909425845	7.439037091038941e-05	0.00010825188667573001	0.0	0.0	7.348927056649731e-05	0.0	0.00016344209042433	5.90057530609234e-05	6.0410550098469204e-05	4.06124355277586e-05	0.00010976948408342	3.66703337000367e-05	0.0	0.00013574353521413	0.0	0.0001537200245952	0.00012040939193257	0.0	8.39842109683379e-05
Candidatus Harrisonbacteria	6.75518010315495e-05	7.744552573082441e-05	7.889240308094491e-05	7.7940612866137e-05	3.1751323633303995e-05	8.765339343851741e-05	9.18297738363856e-05	0.00010218331687046	3.05735599853247e-05	3.9424403705894e-05	0.0	4.5922116091109495e-05	7.56574088418292e-05	4.4458275908060295e-05	6.86514565550699e-05	8.92684450924672e-05	6.185822095756529e-05	0.0	0.00010999890001100001	1.0498467223785301e-05	0.0	4.08605226060841e-05	4.4254314795692606e-05	3.62463300590815e-05	4.06124355277586e-05	8.23271130625686e-05	3.66703337000367e-05	0.0	6.78717676070677e-05	0.0001248372657072	0.0001024800163968	0.0	0.0	0.0
Candidatus Taylorbacteria	9.021604759174301e-05	0.00011080340649828	0.00010457830175846	0.00011381394130452	6.35026472666079e-05	5.00876533934385e-05	5.24741564779346e-05	0.00017030552811744	0.0	0.00015769761482357	5.9676553082293996e-05	9.184423218221899e-05	7.205467508745641e-05	0.0	2.288381885169e-05	7.439037091038941e-05	6.185822095756529e-05	0.0001431229426077	0.00010999890001100001	7.348927056649731e-05	3.06504015202599e-05	4.08605226060841e-05	5.90057530609234e-05	3.62463300590815e-05	8.12248710555172e-05	8.23271130625686e-05	0.0	0.0	0.00013574353521413	0.00010700337060617	0.0003586800573888	0.00024081878386514	0.00012125621438098	0.0
Candidatus Buchananbacteria	0.00013845473579573	0.00016987022722028	0.00017088985650756002	0.00018710908717863999	7.144047817493391e-05	7.51314800901578e-05	7.87112347169019e-05	0.00017030552811744	0.0	0.00023654642223536	5.9676553082293996e-05	0.00027553269654665	0.00016932848645552	8.891655181612059e-05	0.00011441909425845	0.00025292726109532	0.00012371644191513	0.0	0.00021999780002200002	0.0001364800739092	0.0	0.00012258156781825	2.95028765304617e-05	6.0410550098469204e-05	8.12248710555172e-05	8.23271130625686e-05	0.00018335166850018002	0.0	0.00013574353521413	0.0001248372657072	0.0001537200245952	0.0	0.00036376864314296	0.0
Candidatus Portnoybacteria	9.51545604608902e-05	0.00013481258182773	0.00010693721082068	0.00014452563975176998	3.1751323633303995e-05	0.00011269722013523	0.00011806685207535	0.00013624442249395	6.11471199706494e-05	0.00035481963335303997	0.00011935310616458001	4.5922116091109495e-05	7.56574088418292e-05	8.891655181612059e-05	0.00011441909425845	0.0001339026676387	0.00015464555239391	0.0001431229426077	0.0	4.19938688951413e-05	6.13008030405198e-05	0.00012258156781825	0.0	3.62463300590815e-05	8.12248710555172e-05	2.7442371020856198e-05	3.66703337000367e-05	0.0	9.0495690142757e-05	8.916947550514509e-05	5.124000819840129e-05	0.00012040939193257	0.0	0.0
Candidatus Adlerbacteria	3.11302686215887e-05	3.6226233572306104e-05	3.9315151037015704e-05	4.00026324312955e-05	1.5875661816651998e-05	2.50438266967193e-05	2.62370782389673e-05	0.0	0.0	0.0	0.0	0.0	7.205467508745641e-06	4.4458275908060295e-05	4.57676377033799e-05	4.46342225462336e-05	1.54645552393913e-05	0.0001431229426077	0.0	2.09969344475707e-05	0.0	4.08605226060841e-05	5.90057530609234e-05	0.0	8.12248710555172e-05	5.4884742041712396e-05	3.66703337000367e-05	0.0	4.52478450713785e-05	0.0	0.0001537200245952	0.0	0.0	0.0
Candidatus Sungbacteria	9.5066372731084e-05	0.00010177340692747	0.00011768335210413001	0.00011252353380673999	3.968915454163e-05	8.765339343851741e-05	9.18297738363856e-05	0.00017030552811744	3.05735599853247e-05	7.88488074117879e-05	5.9676553082293996e-05	4.5922116091109495e-05	5.76437400699651e-05	0.0	9.153527540675991e-05	4.46342225462336e-05	4.63936657181739e-05	0.0	0.0001649983500165	3.1495401671356e-05	3.06504015202599e-05	4.08605226060841e-05	0.0	7.2492660118163e-05	8.12248710555172e-05	8.23271130625686e-05	0.00014668133480014	0.0	4.52478450713785e-05	0.0001248372657072	5.124000819840129e-05	0.0	0.0	0.0
Candidatus Jorgensenbacteria	7.73406390400378e-05	9.80551718100836e-05	9.304585745427059e-05	9.832905133111991e-05	3.968915454163e-05	0.00016278487352867	0.0001574224694338	0.00010218331687046	0.0	0.00011827321111768	0.00011935310616458001	0.0	3.6027337543728204e-05	8.891655181612059e-05	0.0	4.46342225462336e-05	1.54645552393913e-05	0.0	0.0	4.19938688951413e-05	3.06504015202599e-05	0.00010215130651521	1.47514382652309e-05	2.41642200393877e-05	4.06124355277586e-05	5.4884742041712396e-05	3.66703337000367e-05	0.0	2.2623922535689198e-05	7.133558040411609e-05	0.0	0.0	0.0	8.39842109683379e-05
Candidatus Liptonbacteria	7.37249421179835e-05	8.498823125467701e-05	8.25618171777331e-05	9.1102769343531e-05	1.5875661816651998e-05	7.51314800901578e-05	7.87112347169019e-05	3.40611056234885e-05	6.11471199706494e-05	7.88488074117879e-05	5.9676553082293996e-05	0.0	5.76437400699651e-05	0.0	4.57676377033799e-05	5.95122967283115e-05	6.185822095756529e-05	0.0001431229426077	5.4999450005499904e-05	4.19938688951413e-05	6.13008030405198e-05	2.0430261303042103e-05	2.95028765304617e-05	3.62463300590815e-05	8.12248710555172e-05	8.23271130625686e-05	3.66703337000367e-05	0.0	6.78717676070677e-05	1.7833895101029e-05	0.0	0.00012040939193257	0.0	0.0
Candidatus Tagabacteria	1.92249250977517e-05	2.8683528048453497e-05	2.62101006913438e-05	3.56152469388308e-05	0.0	1.25219133483596e-05	1.3118539119483699e-05	0.0	0.0	0.0	0.0	0.0	1.44109350174913e-05	0.0	0.0	2.97561483641557e-05	0.0	0.0	0.0	2.09969344475707e-05	3.06504015202599e-05	2.0430261303042103e-05	0.0	1.20821100196938e-05	0.0	2.7442371020856198e-05	0.00018335166850018002	0.0	2.2623922535689198e-05	7.133558040411609e-05	5.124000819840129e-05	0.0	0.0	0.0
Candidatus Ryanbacteria	5.864484032112329e-05	7.1177643675792e-05	6.18558376315714e-05	7.12304938776616e-05	7.93783090832599e-06	3.75657400450789e-05	3.9355617358451e-05	0.00010218331687046	0.0	7.88488074117879e-05	0.00011935310616458001	0.0	3.6027337543728204e-05	0.0	0.0	7.439037091038941e-05	4.63936657181739e-05	0.0	0.0	7.348927056649731e-05	3.06504015202599e-05	6.129078390912621e-05	4.4254314795692606e-05	3.62463300590815e-05	4.06124355277586e-05	8.23271130625686e-05	0.00011001100110011001	0.0	0.00013574353521413	0.0	0.0	0.00024081878386514	0.00012125621438098	0.0
Candidatus Wildermuthbacteria	4.8856002312634995e-05	6.42723498863495e-05	6.238003964539829e-05	6.555270088741321e-05	2.3813492724978e-05	5.00876533934385e-05	3.9355617358451e-05	3.40611056234885e-05	6.11471199706494e-05	0.00011827321111768	5.9676553082293996e-05	0.0	5.04382725612195e-05	8.891655181612059e-05	6.86514565550699e-05	7.439037091038941e-05	6.185822095756529e-05	0.0001431229426077	0.0	4.19938688951413e-05	6.13008030405198e-05	4.08605226060841e-05	1.47514382652309e-05	4.83284400787754e-05	4.06124355277586e-05	2.7442371020856198e-05	3.66703337000367e-05	0.0	4.52478450713785e-05	3.5667790202058e-05	0.0	0.0	0.0	0.0
Candidatus Komeilibacteria	8.333740466685941e-05	0.00011197199467803001	9.802577658562591e-05	0.00011768516379787	7.144047817493391e-05	0.00010017530678686999	7.87112347169019e-05	6.81222112469771e-05	6.11471199706494e-05	0.00011827321111768	0.00023870621232917002	0.0	0.00010447927887680999	0.00017783310363223999	2.288381885169e-05	7.439037091038941e-05	0.00010825188667573001	0.0	5.4999450005499904e-05	4.19938688951413e-05	0.00012260160608104	8.17210452121683e-05	0.0	2.41642200393877e-05	0.00012183730658327	8.23271130625686e-05	0.0	0.0	0.00015836745774982	0.00019617284611131002	0.0001024800163968	0.00024081878386514	0.0	0.0
Candidatus Kuenenbacteria	5.0619756908759e-05	6.74594085583999e-05	6.18558376315714e-05	7.81986943656937e-05	1.5875661816651998e-05	6.26095667417981e-05	6.55926955974183e-05	3.40611056234885e-05	0.0	0.00011827321111768	5.9676553082293996e-05	9.184423218221899e-05	6.124647382433791e-05	4.4458275908060295e-05	0.0	0.00010414651927454001	1.54645552393913e-05	0.0	0.0001649983500165	2.09969344475707e-05	0.0	4.08605226060841e-05	1.47514382652309e-05	2.41642200393877e-05	0.0	0.0	3.66703337000367e-05	0.0	6.78717676070677e-05	0.00014267116080823002	5.124000819840129e-05	0.00012040939193257	0.00012125621438098	0.0
Candidatus Lloydbacteria	5.12370710174024e-05	6.884046731628841e-05	6.73599587767536e-05	7.92310203639207e-05	3.968915454163e-05	5.00876533934385e-05	5.24741564779346e-05	3.40611056234885e-05	0.0	0.0	0.0	4.5922116091109495e-05	6.124647382433791e-05	0.0	0.0	2.97561483641557e-05	1.54645552393913e-05	0.0001431229426077	0.0	4.19938688951413e-05	3.06504015202599e-05	2.0430261303042103e-05	2.95028765304617e-05	3.62463300590815e-05	0.0	0.00010976948408342	0.0	0.0	0.0	7.133558040411609e-05	5.124000819840129e-05	0.0	0.0	8.39842109683379e-05
Candidatus Kerfeldbacteria	9.012785986193679e-05	0.00011027223005293999	0.00010772351384142	0.00011562051180141999	1.5875661816651998e-05	0.00016278487352867	0.00017054100855328	3.40611056234885e-05	3.05735599853247e-05	0.00015769761482357	0.00017902965924688	0.00018368846436443	0.00010447927887680999	4.4458275908060295e-05	6.86514565550699e-05	0.00014878074182077	0.00010825188667573001	0.0	0.00010999890001100001	5.24923361189266e-05	6.13008030405198e-05	6.129078390912621e-05	1.47514382652309e-05	1.20821100196938e-05	8.12248710555172e-05	0.0	7.334066740007329e-05	0.0	6.78717676070677e-05	7.133558040411609e-05	0.0001024800163968	0.00012040939193257	0.00036376864314296	8.39842109683379e-05
Candidatus Terrybacteria	3.42168391648058e-05	4.759340950261911e-05	4.74402822513323e-05	4.90354849157816e-05	0.0	0.0	0.0	3.40611056234885e-05	3.05735599853247e-05	3.9424403705894e-05	0.0	9.184423218221899e-05	2.16164025262369e-05	0.0	0.0	4.46342225462336e-05	3.09291104787826e-05	0.0	0.0	5.24923361189266e-05	3.06504015202599e-05	0.0	0.0	2.41642200393877e-05	4.06124355277586e-05	0.0	0.0	0.0	9.0495690142757e-05	1.7833895101029e-05	0.0001537200245952	0.0	0.0	0.0
Candidatus Yonathbacteria	3.45695900840306e-05	3.98382334006298e-05	4.42950701683711e-05	4.6454669920214096e-05	0.00010319180180823001	3.75657400450789e-05	3.9355617358451e-05	6.81222112469771e-05	6.11471199706494e-05	0.00015769761482357	0.0	0.0	4.32328050524738e-05	4.4458275908060295e-05	0.0	0.00011902459345661999	4.63936657181739e-05	0.0	0.0	3.1495401671356e-05	0.0	4.08605226060841e-05	4.4254314795692606e-05	1.20821100196938e-05	0.00024367461316655	0.0	7.334066740007329e-05	0.0	2.2623922535689198e-05	5.3501685303087e-05	0.0	0.0	0.0	0.0
Candidatus Niyogibacteria	2.55744416437981e-05	3.50576453925543e-05	3.19763228434395e-05	4.10349584295225e-05	7.93783090832599e-06	2.50438266967193e-05	2.62370782389673e-05	6.81222112469771e-05	3.05735599853247e-05	0.0	0.00011935310616458001	0.0	2.52191362806097e-05	0.0	0.0	1.4878074182077899e-05	3.09291104787826e-05	0.0	0.0	0.0	0.0	2.0430261303042103e-05	0.0	1.20821100196938e-05	0.0	2.7442371020856198e-05	0.0	0.0	4.52478450713785e-05	0.0	0.0	0.0	0.0	0.0
