#OTU ID	mgm4536464	mgm4536467	mgm4536477	mgm4536577	mgm4536768	mgm4536825	mgm4536826	mgm4536827	mgm4536828	mgm4537210	mgm4537211	mgm4537319	mgm4537320	mgm4537324	mgm4537325	mgm4537326	mgm4537327	mgm4537328	mgm4537329	mgm4537330	mgm4537851	mgm4545664	mgm4545665	mgm4545666	mgm4545667	mgm4545668	mgm4545669	mgm4545670	mgm4546390	mgm4546391	mgm4546392	mgm4546393	mgm4546396	mgm4546397	mgm4546398	mgm4546658	mgm4546659	mgm4546660	mgm4549315	mgm4549837	mgm4549838	mgm4554763	mgm4554764	mgm4554765	mgm4554766	mgm4554767	mgm4554768	mgm4554769	mgm4554770	mgm4554771	mgm4755543	mgm4755544	mgm4755545	mgm4755546	mgm4755547	mgm4755548	mgm4755549	mgm4755550	mgm4755551	mgm4755552	mgm4755553	mgm4755554	mgm4664867	mgm4664907	mgm4637846	mgm4664897	mgm4637842	mgm4637841	mgm4664910	mgm4664865	mgm4637840	mgm4637843	mgm4637844	mgm4637845	mgm4637849	mgm4664925	mgm4664870	mgm4637847	mgm4664922	mgm4664915	mgm4664926	mgm4637835	mgm4637837	mgm4637838	mgm4637839	mgm4637848	mgm4664918	mgm4664912	mgm4637834	mgm4737385	mgm4737386
Pseudomonadota	0.480248087657639	0.487811630514528	0.500448606058629	0.452718026654197	0.533077741796578	0.494445603058742	0.452426027205161	0.449511615817846	0.449357253274754	0.484646851111128	0.50911409845833	0.469648129587995	0.474289442564123	0.452087017937089	0.482702476141346	0.469975634677356	0.470258660939397	0.476917994879841	0.473156427975243	0.447218382154455	0.449101513613072	0.484973697825827	0.499267043724044	0.472995090016367	0.445547068914296	0.448504295621571	0.445587182775177	0.443301584823171	0.495490752926508	0.448367501898254	0.473053095663411	0.443618279559485	0.483816483114985	0.498107909111145	0.500104543001211	0.507019824504387	0.499777560281164	0.501625941113202	0.484556954542768	0.445547068914296	0.445587182775177	0.413861714475211	0.41212996059023	0.413875020132066	0.442949093036864	0.439530685920578	0.415957199348686	0.462268413917759	0.497416020671835	0.435729847494553	0.248061768960077	0.368058458094362	0.215973296972624	0.213528858144187	0.241313277387293	0.262510761735396	0.266084729227191	0.408316106134365	0.231697326869509	0.241274430182071	0.223306613901468	0.346984412555837	0.519782978141543	0.515879194362936	0.514275065629814	0.465049430680174	0.479199284276448	0.535802652859277	0.45992787105525	0.465931472809085	0.447156468719163	0.507736055836041	0.508311538581026	0.426004370972261	0.511738099214172	0.565041579478663	0.455887600246456	0.420502912296389	0.598832074924479	0.593545484744441	0.483783489633405	0.442790407460264	0.473479542948758	0.424527357899485	0.472135472813714	0.427353316255548	0.453957471534705	0.346213203264677	0.478196850383246	0.903307617779482	0.903307617779482
Actinomycetota	0.358924953483564	0.35306820226741	0.348085675600724	0.393868365676876	0.326895042924261	0.34464372610358	0.391831440190717	0.395828127827128	0.397073061589781	0.356385110356665	0.313510091606465	0.38567597583769	0.380724218080985	0.394715183777821	0.342677972659273	0.381631690639	0.382061817163134	0.383433809563135	0.37898330879819	0.398211846313671	0.396148669390068	0.353488578980267	0.350839839802799	0.379354687865326	0.400294210662501	0.396210093601668	0.400530820385889	0.401280349754079	0.352822608575189	0.398451685319072	0.380145186423929	0.401533556468832	0.354129129912835	0.348966627283779	0.347894795703526	0.345336366590835	0.347065278642821	0.346459901855337	0.3554966897204	0.400294210662501	0.400530820385889	0.447355330790914	0.471175877554761	0.467318945616578	0.41603276770041	0.431182310469314	0.454229665813755	0.373052515766518	0.338332771598697	0.409633418584825	0.653043889064474	0.527352279747426	0.684496843528014	0.675787435234781	0.66764067351627	0.649145272785558	0.634621407665806	0.490313868450886	0.684768956455112	0.685159788919254	0.655873927521485	0.551108693713383	0.275477116011955	0.281522877874987	0.329536050681403	0.372123418577258	0.384928314192266	0.334923269949685	0.385817598701932	0.393358071095105	0.433860306429135	0.359821686673665	0.358447254781709	0.444885626225834	0.355173256044068	0.271033495467149	0.407861351202215	0.431965880599384	0.262044064405333	0.270352083412499	0.325231399411958	0.397273610175138	0.354425710790768	0.41622677584272	0.351456062328019	0.405438257245806	0.36742855210364	0.519074698019442	0.352273919202943	0.0473941629664938	0.0473941629664938
Chloroflexota	0.0060367996692164	0.0064783156379341	0.0059379129214857	0.0071370119242459	0.0055782212769121	0.0063885992353145	0.0074603842378348	0.0070909764524439	0.0069827516068668	0.0065556168858173	0.0063491472406345	0.0069615624238155	0.0066264323288341	0.006981047273831	0.006706216146505	0.0069559066257958	0.0059762816322719	0.0054504913700553	0.0061832546150306	0.0058650786509501	0.0076270986327894	0.0064099112491835	0.0059006538254624	0.0057283142389525	0.006401717346929	0.0065358510654028	0.0066128887961112	0.0075337653212584	0.0056937036780494	0.0069327523026641	0.0060430998441716	0.0066127605371512	0.0064679784957461	0.0058560641084912	0.0058009209509036	0.0051023724406889	0.0057389447459738	0.0058231379403065	0.0065208074717739	0.006401717346929	0.0066128887961112	0.0043110595257834	0.0049033085876638	0.0052343372523755	0.0093622001170275	0.0092509025270758	0.0071024269209893	0.0053046228806066	0.0044938770924615	0.0057781566732973	0.0116774237578326	0.0055283594748721	0.0116067628319332	0.0074812776907367	0.0114085924173522	0.0122781518744749	0.0097334571727884	0.0093258422803624	0.009672106495571	0.0066308447737498	0.0105608730697737	0.0082115673215294	0.0083230780249904	0.0082394992424374	0.0046855192891214	0.0046000858601213	0.0037682456020927	0.003202110108456	0.0040551932206397	0.0036699037323546	0.0026890914249448	0.0032647259902519	0.0034357657926136	0.0031408237601569	0.0027426437421665	0.0046324079718184	0.0032276822499746	0.004304997143883	0.0041607330815429	0.0043466482634858	0.0042050133653464	0.0044499777031088	0.0044837153616004	0.0043319432321469	0.0040760243962155	0.0042294171781117	0.0041118184475359	0.0093130161159078	0.0033856853224566	0.000310866332658	0.000310866332658
Bacillota	0.0174653710977879	0.0178568956686646	0.0165250159051239	0.0185761047463175	0.0123332928739743	0.0194299617657282	0.0196606366568504	0.0185646301290391	0.0183793019282402	0.0178294632257869	0.0249683473597974	0.0189614540726495	0.0187782897687885	0.0187134093310219	0.0298716791333505	0.0202782362650318	0.0200765711084135	0.0179205549591213	0.0193087264766405	0.0218652095313663	0.0182885074027722	0.0179795903556354	0.0154561265182157	0.024666822539163	0.0215482955906734	0.0231342511127213	0.0213409179017684	0.0214692794129128	0.0151832098081319	0.017860090455911	0.0195355554710957	0.0210636555634494	0.0181408215460097	0.0162582832485745	0.0162309087461161	0.0158921026974326	0.0155856096331228	0.0159106950793224	0.0172422710882544	0.0215482955906734	0.0213409179017684	0.0383021057867684	0.0154660434423976	0.0173873946421861	0.0163838502047981	0.0151173285198556	0.0154764673955183	0.0204915617202696	0.0142680597685653	0.0194657573174197	0.0177202122661981	0.0168113914991916	0.023908826749814	0.0140742275092482	0.0168424146474282	0.0141946312514715	0.0191357158028505	0.0215895703203148	0.0135317832565933	0.0169350507264591	0.0411930449577354	0.0170309095373314	0.0118798794105965	0.0111499819382656	0.0116979137932638	0.0137177585313947	0.0155446208901812	0.0104470552817284	0.0122333986170004	0.0128919743965621	0.0145036065706382	0.0123595301582253	0.0134473525848212	0.0141386382740263	0.0106532246418369	0.0124323266040626	0.0120619901071193	0.0131404950235993	0.0105869279725225	0.0112012610918594	0.0145122431849926	0.0132788415722158	0.0147846717676588	0.0141781084463656	0.0139054043683697	0.0132172215775257	0.014581319862099	0.0103080768726244	0.0122276348930057	0.0223435176597982	0.0223435176597982
Cyanobacteriota	0.0029357039487285	0.0029069365042012	0.0030831470938483	0.0027297170914192	0.0031646933086211	0.0032603406326034	0.0029448885149347	0.0028605154097343	0.0027987958668944	0.0032437827497296	0.0036214344231771	0.0024920768209767	0.0026913509766341	0.0027200401585328	0.0029339695640959	0.002750923524326	0.002287795312354	0.0025600792798744	0.0029183208798388	0.002797568896269	0.0029398569033507	0.0030106449475712	0.0029119000788461	0.0028057049333645	0.002668979462754	0.0024842148845875	0.0026130975457012	0.0033179795456319	0.0029368982475583	0.0028886467927767	0.0032685948842689	0.0028088745724258	0.0030377368338639	0.0032276844574579	0.00300014101149	0.0026974325641859	0.003173473322063	0.0030039997311105	0.0030073299048294	0.002668979462754	0.0026130975457012	0.003316199635218	0.0026120428924938	0.0027513824018897	0.0005851375073142	0.0018050541516245	0.0030239590602465	0.0034971217509184	0.0034265812830019	0.003220611916264	0.0042683819704923	0.0026494940577526	0.0017989020307773	0.001654319511656	0.001932987367062	0.0018956291933845	0.0034082850035459	0.0032231533554137	0.0023201025428037	0.0015028081195951	0.0031771918981606	0.0037204191444687	0.0037912084334446	0.0037804079440723	0.003572834371116	0.004283839505739	0.0031707288084132	0.0029882939954448	0.0039265273525888	0.0037346838656707	0.0024190521621877	0.0030939315457829	0.0034346151677668	0.0027552815914822	0.0025221625225904	0.0039303680849557	0.0027669382796087	0.0041140655311866	0.0034327351410536	0.0036963671287483	0.0042660272847651	0.0043553848314161	0.0046036007990764	0.0041271996465479	0.0045569324207287	0.0041749385357898	0.0042222780010027	0.0031403992054147	0.0039718735851486	0.0018677885487205	0.0018677885487205
Candidatus Melainabacteria	8.26958858796775e-06	2.76851095638211e-05	3.26258951729988e-05	1.16904372223521e-05	2.092725464702e-05	5.56134862704206e-05	1.40232786425466e-05	1.14880136937123e-05	3.05101293629485e-05	3.78063257544252e-05	2.79288001787443e-05	0.0	4.07780451005179e-05	2.33479841934147e-05	8.06035594531855e-05	0.0	4.66897002521244e-05	8.25832025765959e-05	1.59362232346151e-05	3.27201040499309e-05	2.36133084606484e-05	2.80931099306803e-05	1.70785928378075e-05	0.0	1.9166818403979e-05	7.39349668031999e-06	2.60936987445203e-05	0.0	4.8486527671954e-05	0.0	0.0	2.51656577818989e-05	3.13168745759173e-05	1.71229944692728e-05	2.91747910355592e-05	6.4998375040624e-05	1.48293145890797e-05	2.10069911266469e-05	3.69450848259148e-05	1.9166818403979e-05	2.60936987445203e-05	0.0	0.0	2.01320663552907e-05	0.0	0.0	1.55074823602388e-05	1.96467514096544e-05	0.0	0.0	8.61362397025782e-06	7.13599784696751e-06	7.79776918819808e-05	7.6460145496706e-06	9.01579928666996e-06	7.81881885447354e-06	8.99996040017424e-06	1.48190958869599e-05	6.44472928556595e-06	4.58406137141364e-06	1.01833073658995e-05	1.65156221269699e-05	1.79060939321131e-05	1.99612751262551e-05	2.4020356865018e-05	3.97217643185502e-05	2.64722630111173e-05	1.19737023286285e-05	3.42263885455686e-05	2.18359999941771e-05	1.90336044234097e-05	2.20854885089203e-05	3.79706199451612e-05	1.56906696553656e-05	1.36686470357162e-05	2.47158029789485e-05	1.83109848587951e-05	1.25716288195162e-05	2.47662683425175e-05	1.71610478535819e-05	3.38050094076868e-05	1.41008007492225e-05	2.55755599948689e-05	1.53942545563145e-05	2.77728038472642e-05	2.46032578228109e-05	2.53639730127327e-05	2.14272536897992e-05	1.85880762801542e-05	7.77165831645156e-06	7.77165831645156e-06
Candidatus Margulisbacteria	0.0	0.0	0.0	5.84521861117606e-06	3.44684194186212e-06	6.95168578380257e-06	2.10349179638199e-05	0.0	4.06801724839313e-06	2.26837954526551e-05	1.86192001191629e-05	0.0	0.0	0.0	1.61207118906371e-05	0.0	0.0	0.0	1.99202790432688e-06	0.0	1.18066542303242e-05	9.36436997689342e-06	2.84643213963457e-06	0.0	9.58340920198952e-06	0.0	0.0	0.0	3.46332340513957e-05	0.0	0.0	3.87163965875368e-06	1.25267498303669e-05	8.56149723463639e-06	0.0	0.0	1.48293145890797e-05	8.40279645065878e-06	3.69450848259148e-06	9.58340920198952e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3251729185012e-06	3.0582847915575e-06	1.51623289770518e-05	6.95092231788236e-07	1.80315985733399e-06	3.47503060198824e-06	3.5999841600697e-06	5.55716095760998e-06	7.16081031729551e-07	0.0	7.83331335838427e-07	3.30312442539398e-06	6.51130688440477e-06	7.72694521016325e-06	5.42395155016535e-06	1.7569241910128e-05	8.64400424852809e-06	7.69738006840405e-06	5.07057608082498e-06	7.27866666472569e-06	4.75840110585242e-06	3.9263090682525e-06	1.26568733150537e-05	5.37965816755394e-06	9.50862402484603e-06	6.10952433187492e-06	5.44380630937151e-06	1.17859020182964e-05	7.16918294125506e-06	9.19341849299032e-06	4.12256212288863e-06	1.11631339264678e-05	5.9942718737974e-06	1.07759781894201e-05	1.02320856279394e-05	7.61529408801288e-06	8.4546576709109e-06	3.65831160557548e-06	7.302458538632e-06	2.59055277215052e-06	2.59055277215052e-06
Deinococcota	0.0024560678106264	0.0024778173059619	0.0025611327710804	0.0026011222819733	0.002349022783379	0.0024191866527633	0.0024610854017669	0.0023492988003641	0.0023208038402082	0.0025103400300938	0.0024298056155507	0.0026816913617032	0.0025894058638828	0.0024165163640184	0.0024664689192674	0.0025544289868741	0.0027546923148753	0.0025600792798744	0.0025238993547821	0.0026666884800693	0.002479397388368	0.002589248298611	0.0025020138507387	0.0019873743277998	0.0026402292351481	0.0028021352418412	0.0025944591894551	0.0030642516980248	0.0024728129112696	0.0025585157307451	0.0022424081182775	0.0024972075798961	0.0023884336343232	0.0026797486344411	0.0026160062628551	0.002924926876828	0.0024468369071981	0.0022351438558752	0.0025455163445055	0.0026402292351481	0.0025944591894551	0.0028187696899353	0.0016955366144258	0.0017850432168357	0.002925687536571	0.0029332129963898	0.0017678529890672	0.0019646751409654	0.001685203909673	0.0020839253575826	0.0027093160318757	0.0020194873906918	0.0023783196024004	0.0020213282100401	0.0023891868109675	0.0022996015008657	0.002375989545646	0.002349752891576	0.0024926780714505	0.0020719957398789	0.0024228438217482	0.0023077829318752	0.0026208010209729	0.0026548495917919	0.0024988919641833	0.0027071910143258	0.0023371226486957	0.002154411154701	0.0025562041667458	0.0023109766660504	0.0020026920654256	0.0022218001439973	0.002145915339325	0.0021635191930512	0.0020603999683838	0.0023460573434399	0.0022522511376318	0.0026023271656398	0.0023417158461754	0.0023142898819687	0.0025254815564815	0.002780207881055	0.0026730456375887	0.0026416540818635	0.0026311077328987	0.0026307912114819	0.0025809764053562	0.0028822269292498	0.0023480723501037	0.001085441611531	0.001085441611531
Armatimonadota	0.000744262972917	0.0007059702938774	0.0007667085365654	0.0006780453588964	0.0007853875567528	0.0007855404935696	0.000617024260272	0.0007122568490101	0.0007424131478317	0.0007788103105411	0.0008937216057198	0.0005417558306471	0.000713615789259	0.0007704834783826	0.0007899148826412	0.0005501847048652	0.0005135867027733	0.0004129160128829	0.0006633452921408	0.0006053219249237	0.0009091123757349	0.0007257386732092	0.0007286866277464	0.0005845218611176	0.0006420884165332	0.000879826104958	0.0006113380848716	0.0007807010695604	0.0005264251575812	0.0007097817833679	0.0008741590969556	0.0007317398955044	0.0006785322824782	0.0006677967843016	0.0006953325196808	0.0007799805004874	0.0008304416169884	0.0007688558752352	0.0007093456286575	0.0006420884165332	0.0006113380848716	0.0003316199635218	0.0006415543946476	0.0005033016588822	0.0	0.0011281588447653	0.000589284329689	0.0008841038134344	0.0005617346365576	0.0010419626787913	0.0005777753924665	0.0004067518772771	0.0005577571016558	0.0004810038243974	0.0005562748159875	0.0005742488069785	0.0005345976477703	0.0005297826779588	0.0005478019892731	0.0004202056257129	0.0005506819290944	0.000528499908063	0.0009164664439799	0.0008731448087484	0.0008112681818604	0.0008838092560877	0.0006628870758089	0.000572171918418	0.0007295291336286	0.0007366010664702	0.000513907319432	0.0006512765166963	0.0006788686596256	0.0005756234239282	0.0005835917995249	0.0007714662997249	0.0006745370908793	0.0007982984300392	0.000770361294233	0.0007268929555124	0.0008624399961083	0.0009212523156158	0.0008144217385866	0.0007943435351058	0.0008017569952749	0.0008072211733293	0.0007785971109666	0.0008116225604941	0.0006392970520638	4.40393971265589e-05	4.40393971265589e-05
Mycoplasmatota	0.0001240438288195	8.30553286914633e-05	0.0001305035806919	9.35234977788169e-05	8.91254844967205e-05	0.0001320820298922	0.000154256065068	9.19041095496986e-05	9.15303880888455e-05	0.0001134189772632	0.0002048112013107	0.0001896145407264	4.07780451005179e-05	0.0001050659288703	9.67242713438225e-05	0.0001178967224711	0.0002801382015127	0.0	0.0001354578974942	0.0001390604422122	0.0001298731965335	0.0001076902547342	0.0001024715570268	0.000233808744447	9.58340920198952e-05	8.13284634835199e-05	7.8281096233561e-05	0.000136622687173	0.0001523862298261	0.000115545871711	7.60138345178823e-05	8.71118923219578e-05	0.0001106529568349	5.99304806424548e-05	0.0001215616293148	0.0001949951251218	0.0001631224604798	0.0001092363538585	0.0001588638647514	9.58340920198952e-05	7.8281096233561e-05	0.0001658099817609	4.58253139034002e-05	0.0001140817093466	0.0	0.000225631768953	0.0002171047530433	7.85870056386176e-05	0.0001123469273115	9.47238798901203e-05	5.89701948733035e-05	4.2815987081805e-05	0.0003465675194754	5.21319173841177e-05	5.95042752920217e-05	6.51568237872795e-05	5.48997584410629e-05	5.83501900549048e-05	6.30151307922004e-05	5.50087364569637e-05	8.85164409497422e-05	5.50520737565663e-05	0.0001481322316202	0.0001461680468922	0.0001232011852108	0.0001397900551979	0.0001150733065585	9.49343541769833e-05	9.76085895558809e-05	9.31669333084888e-05	7.67292178318702e-05	0.0001192616379481	0.0001208156089164	0.0001084897730456	0.0001057834422764	0.000116358667957	0.0001138250410141	0.0001100017521707	0.0001231795978088	0.0001029662871214	9.39944164018608e-05	9.57679384218031e-05	0.0001090957481031	0.0001154569091723	0.0001410566090137	0.0001107146602026	0.0001511956313356	9.30256379703478e-05	0.0001062175787437	6.99449248480641e-05	6.99449248480641e-05
Thermomicrobiota	0.0003473227206946	0.0002076383217286	0.0003425718993164	0.0003799392097264	0.0003540399080284	0.0003823427181091	0.0003435703267423	0.0002498642978382	0.000341713448865	0.0002948893408845	0.000400312802562	0.0001896145407264	0.0004281694735554	0.0003852417391913	0.0005158627805003	0.0005108857973748	0.0001400691007563	0.0003303328103063	0.0003247005484052	0.0003026609624618	0.0004250395522916	0.0003324351341797	0.000287489646103	0.0003507131166705	0.0002970856852616	0.0002587723838112	0.0003205797274326	0.0001756577406511	0.0003324790468933	0.0002971179558284	0.0003610657139599	0.0003368326503115	0.0002922908293752	0.0003595828838547	0.0002820229800104	0.0002599935001624	0.0005041966960287	0.000306702070449	0.0003398947803984	0.0002970856852616	0.0003205797274326	0.0	0.0003207771973238	0.0001677672196274	0.0	0.0004512635379061	0.0002326122354035	0.0002161142655061	0.0002808673182788	0.0002368096997253	0.0004724241454456	0.0002640319203377	0.0003953035769017	0.0003538019459802	0.0004525931241908	0.0004135286416366	0.0004283981150482	0.000398263201962	0.0004267842949108	0.0003560287665131	0.0004872320908915	0.0003303124425393	0.0004232349474863	0.0003625225127768	0.0002874694321587	0.0002513165473231	0.0002387906173655	0.0002061187329428	0.0002243729915765	0.0002300058666053	0.0001730868402253	0.0002026957056485	0.0002186187208963	0.0002313253012048	0.000180663856472	0.0002615987236648	0.000200925941964	0.0002695042928183	0.0002463591956176	0.0002770283439221	0.0002358105534292	0.000265565080777	0.000264147580572	0.0002185984146996	0.0002302219266286	0.00023841728414	0.0002362912117896	0.0004886459073161	0.0002310232337676	4.14488443544083e-05	4.14488443544083e-05
Candidatus Kaiserbacteria	0.0001736613603473	0.0002353234312924	0.0001631294758649	0.0001812017769464	0.0001780047659975	0.000243309002433	0.0001893142616743	0.0002498642978382	0.000217638922789	0.0003326956666389	0.0003072168019661	0.0003250534983882	0.0001427231578518	0.0002276428458857	0.0001934485426876	0.0002750923524326	0.0004202073022691	0.0001651664051531	0.0002350592927105	0.0001963206242995	0.0001770998134548	0.0001989928620089	0.0001793252247969	0.000467617488894	0.0002060432978427	0.0002070179070489	0.0001826558912116	0.0001951752673901	0.0002216526979289	9.9039318609488e-05	0.0001330242104062	0.0001935819829376	0.000217130330393	0.000162668447458	0.0002577106541474	0.0001624959376015	0.0002224397188361	0.0001848615219144	0.0002216705089554	0.0002060432978427	0.0001826558912116	0.0	0.0001374759417102	0.0001610565308423	0.0	0.0	0.0001085523765216	0.0003339947739641	0.0003370407819346	0.0001420858198351	0.00010601383348	0.0001060205394406	0.000105053279341	9.17521745960471e-05	9.91737921533696e-05	0.0001198885557685	0.0001124995050021	0.0001315194759967	0.0001117086409498	9.70292990282554e-05	0.0001033997363306	0.0001145083134136	0.0002181287806275	0.0001912418939515	0.0003269867934528	0.0002757607099807	0.0002117781040889	0.0002078292618469	0.0002554302700715	0.0001885174666163	0.000143941633452	0.0002257627714245	0.0001829493506448	0.0001609414401793	0.0001913610585	0.000257433138893	0.0002202267097882	0.0002160748703354	0.0002750359273826	0.0002580286123699	0.0001863398079545	0.0002062242109573	0.0002058033343337	0.0002386109456228	0.0001768689087115	0.0001687080536421	0.0001864416717559	0.0001546943193214	0.0001579986483813	4.92205026708599e-05	4.92205026708599e-05
