#OTU ID	mgm4534773	mgm4534775	mgm4534778	mgm4534779	mgm4534780	mgm4534781	mgm4620726	mgm4620727	mgm4620728	mgm4620729	mgm4620730	mgm4620731	mgm4620732	mgm4620733	mgm4620734	mgm4620735
Pseudomonadota	0.152042216093539	0.473871821113407	0.742224293688961	0.479240122979289	0.879180905353875	0.783856246854786	0.16451689898797	0.174535490419789	0.573910354706599	0.668084677681438	0.282909995112174	0.303879034603082	0.864281777024396	0.611465480849724	0.895132148348797	0.898564287475987
Actinomycetota	0.193132523198023	0.166693378647151	0.101658417716431	0.248335111989604	0.0709176694279486	0.0693383083966467	0.221109413786519	0.21071128585226	0.272040588380062	0.188418890636578	0.483320703715732	0.457446932247746	0.0981097553101324	0.286746134527736	0.0730881947217833	0.0621979984090096
Chloroflexota	0.0010602502226435	0.000733774885589	0.0006013036299873	0.0009466687995932	0.0006368911036307	0.00064708553754	0.0014965629177009	0.001276358233947	0.0016848721200992	0.001062695802514	0.0021257122612264	0.0027449840069787	0.0006545272145347	0.0011877249343531	0.0007014127507491	0.0007538098662248
Bacillota	0.532011297365624	0.196298298800857	0.0818883536222968	0.138877627718112	0.0225271172658311	0.0830360978483669	0.435822035516517	0.551475678056762	0.0498709526784418	0.0603949198590872	0.0756071237604112	0.0480197731898808	0.0100143343499009	0.0309577642151356	0.0113507961956504	0.018882763460022
Cyanobacteriota	0.0043253899853486	0.004622781779211	0.0025014045133088	0.0067691201896843	0.001913772537674	0.0010909135541835	0.0056353828527783	0.0054282845362291	0.0130561813351507	0.006746655920548	0.022375745885533	0.0792730444896772	0.0029361968502492	0.0087326402552893	0.0019809765371861	0.0012644552594738
Candidatus.Melainabacteria	6.01496739349019e-05	4.05507173615e-05	4.64685958259119e-06	2.30093111012256e-05	1.54961339082916e-06	4.90960195402158e-06	0.0001121825472598	7.93448848541559e-05	1.89311474168449e-05	8.28707735905469e-05	0.0002033860496852	0.0001861006106426	8.15610236180334e-06	2.32536508231792e-05	1.28620920064027e-06	4.86328945951485e-06
Candidatus.Margulisbacteria	1.34663449107989e-05	1.35169057871667e-05	1.85874383303648e-06	6.57408888606447e-06	1.54961339082916e-06	1.96384078160863e-06	2.38686270765706e-05	1.77841983293798e-05	1.89311474168449e-05	1.46242541630377e-05	4.92063023432041e-05	0.0	2.71870078726778e-06	1.07324542260827e-05	8.5747280042685e-07	2.08426691122065e-06
Deinococcota	0.0009605992703036	0.0007723946164095	0.0008317878652838	0.0011712835032004	0.0011854542439843	0.000882746431333	0.0012578766469352	0.0011067243421898	0.0015902163830149	0.001048071548351	0.0026046536040336	0.0020645536493166	0.0009406704723946	0.001565149574637	0.0011897435105922	0.000964320824258
Armatimonadota	0.0001041397339768	8.49634078050476e-05	0.0001017662248587	0.0001435342740124	9.22019967543348e-05	0.0001320682925631	0.0001074088218445	0.0001258574035617	0.0001514491793347	0.0001234937018212	0.0002033860496852	0.0002384414073858	0.0001338960137729	0.0001860292065854	0.0001449129032721	0.0001625728190752
Mycoplasmatota	0.0010108736246373	0.0011605229111553	0.0001635694573072	0.0006793225182266	3.99025448138508e-05	0.0002631546647355	0.0024656291770097	0.0010821000675799	0.0011674207573721	0.0017792842565029	0.0043957630093262	0.0013259668508287	0.0001807936023533	0.0008353426872634	4.67322676232633e-05	0.0002952711457562
Thermomicrobiota	9.69576833577523e-05	7.43429818294167e-05	0.0001045543406083	0.0001522997258604	8.40665264524817e-05	8.98457157585949e-05	0.0001145694099675	0.0001203853425373	8.20349721396614e-05	8.44956907197733e-05	0.0002132273101538	0.0001744693224774	0.000114865108262	0.0002074941150375	8.61760164428984e-05	9.03182328195615e-05
Candidatus.Kaiserbacteria	6.01496739349019e-05	4.53781837140595e-05	1.34758927895145e-05	3.17747629493116e-05	0.0001127343741828	4.27135369999877e-05	0.0001432117624594	8.34489306224743e-05	0.000113586884501	9.09953592366789e-05	0.0001213755457799	0.0001337598138993	1.01951279522542e-05	5.36622711304136e-05	0.0001196174556595	4.51591164097808e-05
Candidatus.Nomurabacteria	8.07980694647936e-05	9.65493270511905e-05	2.09108681216604e-05	9.31329258859133e-05	1.93701673853644e-05	1.22740048850539e-05	0.0001551460759977	0.0001190173272812	0.000113586884501	0.0001316182874673	0.0003903699985894	0.0002675196277987	2.78666830694947e-05	0.0001109020270028	2.22942928110981e-05	1.66741352897652e-05
Candidatus.Yanofskybacteria	4.219454738717e-05	3.08957846563809e-05	9.29371916518238e-06	4.2731577759419e-05	2.32442008624373e-06	7.85536312643452e-06	0.0001265037235058	6.15606865247761e-05	9.46557370842247e-05	5.52471823936979e-05	0.0001279363860923	0.0001686536783948	1.08748031490711e-05	3.93523321623033e-05	1.50057740074699e-06	2.7790225482942e-06
Candidatus.Azambacteria	6.28429429170617e-06	1.0620425975631e-05	1.85874383303648e-06	5.47840740505372e-06	1.93701673853644e-06	1.47288058620647e-06	1.67080389535994e-05	5.47206102442454e-06	1.26207649445633e-05	9.74950277535846e-06	1.31216806248544e-05	0.0	2.03902559045084e-06	5.36622711304136e-06	2.14368200106712e-06	1.3895112741471e-06
Candidatus.Falkowbacteria	5.92519176075153e-05	5.69641029602024e-05	6.04091745736855e-06	3.8348851835376e-05	2.71182343395102e-06	7.85536312643452e-06	0.0001026350964292	5.60886255003516e-05	8.8345354611943e-05	7.1496353685962e-05	0.0002591531923408	0.0002442570514684	1.2234153542705e-05	4.82960440173723e-05	2.78678660138726e-06	1.52846240156181e-05
Candidatus.Magasanikbacteria	8.52868511017266e-05	0.0001004113001332	1.25465208729962e-05	7.12192962656984e-05	4.64884017248747e-06	1.5710726252869e-05	0.0002076570555661	9.0289006903005e-05	0.0001325180319179	0.0001478674587596	0.0003805287381207	0.0001221285257342	1.2913828739522e-05	0.0001055357998898	4.07299580202754e-06	1.52846240156181e-05
Candidatus.Nealsonbacteria	3.41147404406906e-05	6.17915693127619e-05	1.02230910817006e-05	2.95833999872901e-05	2.71182343395102e-06	1.47288058620647e-05	0.0001503723505823	5.60886255003516e-05	5.04830597782532e-05	7.1496353685962e-05	0.0001016930248426	4.65251526606572e-05	8.15610236180334e-06	3.75635897912895e-05	3.85862760192083e-06	9.72657891902971e-06
Candidatus.Uhrbacteria	6.46384555718349e-05	5.50331164191786e-05	1.76580664138465e-05	4.93056666454835e-05	4.64884017248747e-06	5.40056214942374e-06	5.96715676914264e-05	9.16570221591111e-05	6.94142071950981e-05	9.74950277535846e-05	0.0002033860496852	0.0001977318988077	2.03902559045084e-05	3.57748474202757e-05	4.93046860245439e-06	5.5580450965884e-06
Candidatus.Giovannonibacteria	1.16708322560257e-05	1.44823990576786e-05	2.78811574955471e-06	4.38272592404298e-06	1.16221004312187e-06	3.4367213678151e-06	1.90949016612564e-05	2.32562593538043e-05	1.26207649445633e-05	1.78740884214905e-05	5.90475628118449e-05	1.16312881651643e-05	2.71870078726778e-06	1.07324542260827e-05	0.0	2.08426691122065e-06
Candidatus.Moranbacteria	6.28429429170617e-05	6.27570625832738e-05	1.06877770399597e-05	4.7114303683462e-05	1.78205539945353e-05	1.03101641034453e-05	0.0001026350964292	8.34489306224743e-05	4.41726773059715e-05	9.09953592366789e-05	0.0002493119318722	0.0001686536783948	7.4764271649864e-06	5.9028498243455e-05	1.7149456008537e-05	9.03182328195615e-06
Candidatus.Zambryskibacteria	1.97506392025051e-05	1.54478923281905e-05	6.97028937388679e-06	1.86265851771827e-05	3.87403347707289e-07	3.4367213678151e-06	0.0002243650945197	3.55683966587595e-05	1.26207649445633e-05	2.43737569383961e-05	8.52909240615538e-05	5.81564408258215e-05	5.43740157453556e-06	3.75635897912895e-05	2.14368200106712e-06	6.9475563707355e-07
Candidatus.Staskawiczbacteria	8.97756327386595e-06	1.64133855987024e-05	4.64685958259119e-06	2.19136296202149e-05	3.87403347707289e-07	4.41864175861942e-06	1.90949016612564e-05	1.50481678171675e-05	3.15519123614082e-05	4.06229282306602e-05	0.0001049734449988	4.65251526606572e-05	5.43740157453556e-06	1.78874237101379e-05	8.5747280042685e-07	1.3895112741471e-06
