#OTU ID	mgm4470906
Candidatus.Glassbacteria	8.0255533619043e-06
candidate.division.WWE3	0.0001444599605142
Candidatus.Peregrinibacteria	0.0002648432609428
Candidatus.Doudnabacteria	8.82810869809473e-05
Candidatus.Berkelbacteria	8.82810869809473e-05
Candidatus.Gribaldobacteria	6.42044268952344e-05
Candidatus.Saccharibacteria	4.01277668095215e-05
Candidatus.Eisenbacteria	8.0255533619043e-06
Candidatus.Desantisbacteria	0.0003691754546475
Candidatus.Edwardsbacteria	8.0255533619043e-06
Candidatus.Lindowbacteria	8.0255533619043e-06
Candidatus.Ratteibacteria	0.0001926132806857
Candidatus.Dadabacteria	2.40766600857129e-05
Candidatus.Firestonebacteria	2.40766600857129e-05
Candidatus.Riflebacteria	2.40766600857129e-05
Candidatus.Coatesbacteria	8.0255533619043e-06
Candidatus.Bipolaricaulota	0.000248792154219
Candidatus.Blackallbacteria	2.40766600857129e-05
candidate.division.CPR2	2.40766600857129e-05
Candidatus.Fraserbacteria	8.0255533619043e-06
Candidatus.Fischerbacteria	2.40766600857129e-05
candidate.division.WOR.3	1.60511067238086e-05
Candidatus.Wirthbacteria	1.60511067238086e-05
Planctomycetota	0.0026484326094284
Candidatus.Omnitrophica	0.0012921140912665
Verrucomicrobiota	0.0003611499012856
Lentisphaerota	0.0001765621739618
Chlamydiota	0.0001444599605142
Kiritimatiellota	1.60511067238086e-05
Thermodesulfobacteriota	0.005112277491533
Nitrospirota	0.0011958074509237
Campylobacterota	0.0936501821800613
Bacteroidota	0.008972568658609
Ignavibacteriota	0.0003611499012856
Chlorobiota	0.0002407666008571
Balneolota	8.0255533619043e-06
Gemmatimonadota	4.01277668095215e-05
candidate.division.Zixibacteria	0.0001926132806857
Candidatus.Marinimicrobia	0.0001203833004285
Fibrobacterota	1.60511067238086e-05
Candidatus.Cloacimonetes	9.63066403428516e-05
Elusimicrobiota	0.0007142742492094
Acidobacteriota	0.0002889199210285
Myxococcota	0.000329047687838
Nitrospinota	0.0002568177075809
Candidatus.Tectomicrobia	9.63066403428516e-05
Spirochaetota	0.0009791175101523
Bdellovibrionota	0.0003932521147333
Synergistota	0.000160511067238
Caldisericota	1.60511067238086e-05
Fusobacteriota	0.0003852265613714
Thermotogota	0.0006580953756761
Atribacterota	0.0035071668191521
Chrysiogenota	0.0001123577470666
Aquificota	0.0002407666008571
Calditrichota	2.40766600857129e-05
Deferribacterota	0.0002889199210285
Dictyoglomota	0.0001043321937047
Nitrososphaerota	0.0002166899407714
Candidatus.Bathyarchaeota	0.0006580953756761
Thermoproteota	0.0002086643874095
Candidatus.Korarchaeota	2.40766600857129e-05
Euryarchaeota	0.0039806744675045
Candidatus.Woesearchaeota	0.0001765621739618
Nanoarchaeota	1.60511067238086e-05
Candidatus.Micrarchaeota	8.82810869809473e-05
Candidatus.Altiarchaeota	5.61788735333301e-05
Candidatus.Thermoplasmatota	0.0001685366205999
Candidatus.Heimdallarchaeota	2.40766600857129e-05
Candidatus.Lokiarchaeota	8.0255533619043e-06
Candidatus.Odinarchaeota	8.0255533619043e-06
