#OTU ID	mgm4450130	mgm4450131	mgm4450171	mgm4450172	mgm4450628	mgm4450629	mgm4450630	mgm4450631	mgm4470861	mgm4519753	mgm4519754	mgm4519755	mgm4519756	mgm4519757	mgm4519758	mgm4519759	mgm4519760	mgm4519761	mgm4519762	mgm4519763	mgm4519764	mgm4519765	mgm4519766	mgm4519767	mgm4519769	mgm4519770	mgm4519771	mgm4519772	mgm4519773	mgm4519774	mgm4519775	mgm4519776	mgm4600198	mgm4600199	mgm4600200	mgm4658538	mgm4658539	mgm4658540
Thermomicrobiota	0.00047615458923959	0.00051126687094311	0.00022126635158337997	0.00025604916143899	0.00028537408606487996	0.00033448363069743	0.00037381719364055	0.0003190216668882	0.00027227970349296	0.0005307912735045401	0.00051444755306825	0.00014837338870671	0.00015055261453704	0.00011803152558903999	0.00012467695660603	0.00022623719732237001	0.00023611824564882998	0.00022597664982531	0.00021503083230393	0.00052964561332697	0.0004903616868442	0.00026263262947788	0.00023150877268196	0.00011988027956081	0.00051252271863224	0.0005344867080298599	0.00012881976076593998	0.00013834083536365	9.972147559954642e-05	0.00010940224027555	0.0002662430642563	0.00023561710482876002	4.4655261382129996e-05	1.5944277029535598e-05	8.7577451308501e-05	1.94978333032742e-05	0.00022433740345479	8.22934584729144e-05
Candidatus Kaiserbacteria	0.00014387404854721	0.00015199825892903	0.00028764625705839	0.00029734741328399	0.00016728825734838	0.0001264511286783	0.0002210397318918	0.00013957197926358999	0.00013891821606783	0.00023580760968192	0.00022552366322886	0.00020714231039495	0.00020205745635233998	0.00014960374436800002	0.00016001845611641002	0.00023818935114317997	0.00020873148988392	0.0002386552077363	0.00025576978735328	0.00022824993985305	0.00022058075879781002	0.00026044402423222997	0.0002679499683819	0.00015850836964151002	0.00026869344404037004	0.00023563392504542002	0.00015245216292085	0.00012618927550063	0.00013334848481333998	0.00011410771297556999	0.00024536125529503	0.00024048235478097002	1.7365934981939403e-05	9.11101544544893e-06	4.0660959536089704e-05	2.43722916290927e-05	5.1887562703830396e-05	2.00715752372962e-05
Candidatus Nomurabacteria	0.00015415076630058002	0.00010018067065777	0.00015931177314003	0.00015280353182648999	0.00018204898593794	6.9344167339713e-05	0.00014952687745622	9.63711285391466e-05	8.335092964070191e-05	6.72455160689885e-05	6.52116616565392e-05	0.00014764784646365	0.00014442966131423998	0.00011171708183323999	0.00010749706101071	0.00038161519699283	0.00034344472094376	0.00017488951941926	0.0001856279343118	8.0195924813236e-05	8.610029618501891e-05	0.00024950099800399	0.00019292397723496998	0.00012853829975131002	8.100906820321891e-05	9.031265419859421e-05	0.00013438032597886	0.00013974293842476998	0.0001345080368552	0.00013528234012568	0.00022895411968259	0.00017862417681708	9.923391418251101e-06	2.2777538613622303e-05	1.87665967089645e-05	8.28657915389152e-05	1.52610478540678e-05	4.01431504745924e-05
Candidatus Yanofskybacteria	7.87881694425223e-05	3.1090552962757e-05	3.54026162533411e-05	0.00011150527998148999	5.4122671495065005e-05	0.00011013485401013	8.451519160569108e-05	3.65545659976073e-05	8.335092964070191e-05	8.60742605683053e-05	8.24202945936815e-05	0.00011499844552573998	0.00011165385288632	5.5858540916624093e-05	5.8902499183955e-05	0.00015281682385171	0.00014285523953048	8.65125128044112e-05	8.32491690138799e-05	6.962063802467739e-05	6.970023976882479e-05	0.00019259726161711	0.00019506757698202	9.45722205424183e-05	6.25614586123868e-05	6.81450027134847e-05	0.00010472397817663001	9.90819496523485e-05	8.81259551809945e-05	8.35221404254218e-05	0.0001506473360778	0.00013344685583221001	4.9616957091255505e-06	4.5555077227244695e-06	1.2511064472643e-05	1.94978333032742e-05	1.2208838283254199e-05	2.40858902847554e-05
Candidatus Azambacteria	3.08301532601174e-05	1.03635176542523e-05	3.54026162533411e-05	2.8908776291499603e-05	9.840485726375451e-06	2.03953433352097e-05	2.60046743402127e-05	1.99388541805131e-05	2.22269145708538e-05	3.4967668355874e-05	3.4417265874284604e-05	4.09931367331517e-05	3.70978930557787e-05	2.08862370383899e-05	2.2579291353849397e-05	7.00054723789994e-05	6.80967981181598e-05	5.4070320502757e-05	4.46357246627612e-05	4.75887905485137e-05	2.6240090265910502e-05	6.565815736947161e-05	6.43079924116569e-05	2.7972065230856103e-05	3.12807293061934e-05	2.8735844517734497e-05	4.0777478228070296e-05	3.6922047276111e-05	1.97123847115382e-05	2.23509953251129e-05	6.7120100232683e-05	6.46383207937308e-05	2.48084785456278e-06	4.5555077227244695e-06	6.2555322363215e-06	2.4372291629092702e-06	9.15662871244065e-06	2.00715752372962e-06
Candidatus Falkowbacteria	4.79580161824049e-05	4.49085765017601e-05	6.1954578443347e-05	0.00010324562961249	7.38036429478159e-05	0.00012237206001125	8.451519160569108e-05	4.65239930878639e-05	0.00015003167335326002	0.00011476568075773999	0.00012408330065202	0.00010338976963671	9.43655143748933e-05	0.00010540263807745	9.277143621472909e-05	0.00018867328531413	0.00015691870870706	0.00013387065558958	0.00011548608127031	0.00010927796348177	0.00010824037234688001	0.00020354028784536	0.00021435997470552	9.65702252017652e-05	8.98318380075298e-05	0.00010016494374753	0.00012511271729067	0.00011216824488945	0.00011711475622737	0.00011293134480056999	0.00018644472286856	0.0001577731055933	1.24042392728139e-05	1.13887693068112e-05	3.12776611816075e-06	3.8995666606548297e-05	2.5943781351915198e-05	2.6093047808485102e-05
Candidatus Magasanikbacteria	9.93416049492673e-05	0.00010363517654251999	0.00018143840829837	0.00016519300737998999	0.00012300607157968998	0.00011421392267716999	0.00012677278740853	8.972484381230891e-05	0.00010002111556884	0.00016856209361293	0.00014219765111217	0.00017920893403696	0.00016423921585858998	0.00016223263187958	0.00016247272691574	0.00031758580152424	0.00031457760000236	0.00021516258572476	0.00020546603416191002	0.00015862930182837	0.00014924051338736002	0.000330479392093	0.00032368356180534	0.00021578450320946	0.00015880985647758998	0.00015845765691207	0.00016635357595315	0.00015937238128042	0.00017277325423641998	0.00017292612172587	0.00028041286319432	0.00025299299751524	1.48850871273767e-05	2.2777538613622303e-05	1.87665967089645e-05	3.41212082807298e-05	1.67871526394745e-05	2.20787327610258e-05
Candidatus Nealsonbacteria	2.0553435506745e-05	1.03635176542523e-05	1.7701308126670604e-05	5.36877273984992e-05	2.4601214315938603e-05	1.2237206001125802e-05	2.9255258632739198e-05	2.3261996543931898e-05	0.0	4.2140523403232796e-05	3.5322983397292104e-05	4.67974746776688e-05	4.17801514026245e-05	4.66297385043123e-05	3.97591869491696e-05	9.22023294747797e-05	9.17826409418675e-05	4.027306630550179e-05	4.9949501408328003e-05	4.8470064447560205e-05	3.0340104369959003e-05	0.00013569352523024	0.00011789798608803001	4.462210405874671e-05	2.4864169448512697e-05	2.8735844517734497e-05	7.50676303744021e-05	7.711566836149771e-05	4.2903425548642e-05	4.7054727000237605e-05	5.817075353499189e-05	6.81134993310281e-05	4.9616957091255505e-06	0.0	1.2511064472643e-05	1.2186145814546401e-05	4.57831435622033e-06	1.40501026661073e-05
Candidatus Uhrbacteria	0.00012332061304046998	0.00013818023539003	0.00021684102455171	0.00026843863699248997	0.00020665020025388	0.00013868833467941999	0.00019503505755159	0.00014954140635383998	0.00021115568842311	0.0003030531257509	0.00028167814965532003	0.00019734749011358002	0.00019989641403841	0.00015251810302452	0.00016198187275587	0.00035600343880539	0.00035084654682617005	0.0002386552077363	0.00022849240005937002	0.00027583873040157	0.00026486091112152996	0.00036330847077774	0.00037727355548172	0.00013852832304804	0.00028473484368457996	0.00028735844517734	0.00019508316288656	0.00019021864862502	0.00015422042156673998	0.00014351691735072	0.00033261738559751003	0.000308595854112	2.72893264001905e-05	9.11101544544893e-06	3.7533193417929e-05	4.14328957694576e-05	7.63052392703388e-05	3.0107362855944298e-05
Candidatus Giovannonibacteria	1.71278629222875e-05	4.14540706170093e-05	3.9827943285008795e-05	1.6519300737999803e-05	6.396315722144051e-05	4.07906866704194e-05	1.95035057551595e-05	1.99388541805131e-05	8.335092964070191e-05	4.30371302841527e-05	3.98515710123295e-05	3.80909677608932e-05	3.99792828076838e-05	2.9143586565195197e-05	2.3560999673582e-05	7.342037347065791e-05	7.17977110593641e-05	5.22058266923171e-05	5.4200522804781396e-05	5.90453512361188e-05	4.92001692485822e-05	0.0001028644465455	0.00010932358709981	3.13020729964342e-05	4.2509709057134705e-05	4.18722305829846e-05	4.21676195313e-05	4.86062394520955e-05	3.36270092138005e-05	2.3527363500118803e-05	5.22045224031979e-05	6.11631422564334e-05	0.0	4.5555077227244695e-06	6.2555322363215e-06	7.311687488727811e-06	2.7469886137322e-05	1.20429451423777e-05
Candidatus Moranbacteria	7.87881694425223e-05	5.872660004076321e-05	0.00011505850282335	0.00016106318219548998	0.00010332510012694	7.34232360067549e-05	0.00014952687745622	9.30479861757278e-05	0.00015003167335326002	0.00013807745966165	0.0001095918202839	0.00013676471281768	0.0001487517459421	0.00015640391456653999	0.00015805503947694	0.00017672113149332	0.00017024199529538998	0.00015773617636321002	0.00015587078453662	0.0001383600021503	0.00011152038363012	0.00019259726161711	0.00018863677774086	0.00016450238361955	0.00012672705718919	0.00013382693303973	0.00014364793466706	0.00013974293842476998	0.00016001818177601001	0.00017174975355086001	0.0001909193962174	0.00017236885544994	9.923391418251101e-06	9.11101544544893e-06	3.44054272997682e-05	2.43722916290927e-05	2.1365466995694898e-05	2.40858902847554e-05
Candidatus Zambryskibacteria	7.87881694425223e-05	8.636264711876942e-05	8.850654063335279e-05	7.0207028136499e-05	9.34846144005668e-05	6.11860300056291e-05	8.12646073131645e-05	6.31397049049581e-05	0.0	4.2140523403232796e-05	4.4380158627367e-05	6.63871152404139e-05	5.87083161950672e-05	3.4000850992727695e-05	3.28872287110415e-05	7.085919765191401e-05	8.21602672947363e-05	6.413858707913249e-05	6.05770548994616e-05	4.14198732551878e-05	3.11601071907687e-05	7.878978884336591e-05	5.78771931704912e-05	4.99501164836716e-05	3.44890092350338e-05	4.0230182324828296e-05	5.838593473564611e-05	4.43999302687411e-05	3.0148353088234998e-05	3.41146770751723e-05	7.68152258218483e-05	7.0893642160866e-05	2.48084785456278e-06	2.27775386136223e-06	1.87665967089645e-05	4.8744583258185405e-06	6.104419141627099e-06	2.00715752372962e-06
Candidatus Staskawiczbacteria	1.02767177533725e-05	1.38180235390031e-05	3.54026162533411e-05	2.0649125922499697e-05	2.95214571791264e-05	8.15813733408388e-06	3.57564272177924e-05	1.3292569453675399e-05	3.88971004989942e-05	1.88287444993168e-05	1.9925785506164803e-05	4.17186789762164e-05	4.6822583468458505e-05	3.6429483206494e-05	3.8286624469570705e-05	6.659057128734089e-05	5.69940592945468e-05	5.33245229785811e-05	5.1012256757441296e-05	1.32191084856982e-05	1.72200592370038e-05	4.1583499667332004e-05	5.5733593423436e-05	3.5964083868243605e-05	2.24579595018825e-05	1.80625308397188e-05	4.91183260474483e-05	4.5802033329859204e-05	3.94247694230765e-05	3.52910452501782e-05	5.295030129467221e-05	4.30922138624872e-05	0.0	2.27775386136223e-06	9.38329835448224e-06	9.74891665163709e-06	3.05220957081355e-06	4.01431504745924e-06
Candidatus Wolfebacteria	3.42557258445749e-05	1.72725294237539e-05	3.54026162533411e-05	5.36877273984992e-05	2.95214571791264e-05	1.6316274668167802e-05	6.82622701430582e-05	3.32314236341885e-05	1.6670185928140398e-05	3.0484633951274798e-05	3.4417265874284604e-05	5.29645837437182e-05	5.006414693935179e-05	2.2829142809402898e-05	2.30701455137157e-05	8.28113514727188e-05	5.7734241882787596e-05	4.9595535357701294e-05	4.74697389270635e-05	3.34884081637689e-05	3.6080124115627e-05	0.0001028644465455	9.21747891233749e-05	3.19680745495499e-05	4.9728338897025394e-05	4.35142788411409e-05	6.39464999485648e-05	5.37472840095287e-05	3.0148353088234998e-05	2.7056468025136604e-05	8.50187936280652e-05	7.50638564056228e-05	0.0	4.5555077227244695e-06	9.38329835448224e-06	1.2186145814546401e-05	7.630523927033881e-06	3.21145203796739e-05
Candidatus Harrisonbacteria	2.0553435506745e-05	6.90901176950155e-06	5.31039243800117e-05	4.1298251844999394e-05	3.93619429055018e-05	2.8553480669293602e-05	2.60046743402127e-05	1.99388541805131e-05	1.6670185928140398e-05	1.9725351380236602e-05	2.7171525690224696e-05	4.02675944900871e-05	3.8178414212743104e-05	3.30293981072212e-05	2.99421037518438e-05	5.634586801236539e-05	3.47885816473208e-05	3.80356737329739e-05	3.79049407850432e-05	3.43696820628154e-05	2.7060093086720198e-05	8.75442098259621e-05	5.78771931704912e-05	3.39660792088967e-05	2.32600294840925e-05	2.9556868646812703e-05	3.89239564904307e-05	4.1595724146504795e-05	3.5946113297510904e-05	3.05855725501545e-05	6.1153869100889e-05	5.2127678059460295e-05	2.48084785456278e-06	2.27775386136223e-06	0.0	7.311687488727811e-06	1.5261047854067801e-06	2.00715752372962e-06
Candidatus Taylorbacteria	4.79580161824049e-05	3.79995647322585e-05	6.63799054750146e-05	8.259650368999879e-05	1.47607285895632e-05	3.2632549336335496e-05	3.57564272177924e-05	4.3200850724445004e-05	2.7783643213567303e-05	5.2899805974271e-05	4.1663006058344504e-05	8.779061141082049e-05	9.32849932179289e-05	3.35151245499745e-05	3.28872287110415e-05	9.647095583935279e-05	9.252282353010841e-05	7.86816388005637e-05	7.297586730578409e-05	3.78947776590016e-05	5.8220200277489e-05	6.34695521238225e-05	8.788758962926441e-05	5.19481211430185e-05	4.49159190037649e-05	3.94091581957502e-05	6.62634021206142e-05	6.26272700632769e-05	4.17438735067869e-05	4.5878358825231704e-05	9.76970347831275e-05	7.92340706503797e-05	0.0	1.82220308908979e-05	1.2511064472643e-05	2.4372291629092702e-06	7.630523927033881e-06	1.00357876186481e-05
Candidatus Buchananbacteria	4.79580161824049e-05	2.07270353085046e-05	6.1954578443347e-05	7.0207028136499e-05	2.95214571791264e-05	8.15813733408388e-05	4.8758764387898704e-05	3.32314236341885e-05	8.89076582834154e-05	8.069461928278621e-05	6.52116616565392e-05	4.67974746776688e-05	4.32208462785771e-05	4.2258200519533e-05	4.22134577485011e-05	8.62262525643773e-05	7.54986240005685e-05	6.60030808895724e-05	5.84515442012348e-05	6.43329946303981e-05	6.150021156072779e-05	0.0001028644465455	9.64619886174853e-05	5.927413822729029e-05	6.4165598576807e-05	6.40398820680941e-05	5.838593473564611e-05	5.7018857818804395e-05	5.4498945967194e-05	3.8820149775196e-05	8.94934669769107e-05	9.313478479956909e-05	4.9616957091255505e-06	9.11101544544893e-06	6.2555322363215e-06	9.74891665163709e-06	2.4417676566508398e-05	1.6057260189837e-05
Candidatus Portnoybacteria	2.39790080912024e-05	1.03635176542523e-05	3.09772892216735e-05	2.8908776291499603e-05	1.96809714527509e-05	3.6711618003377505e-05	2.60046743402127e-05	2.9908281270769604e-05	2.22269145708538e-05	4.1243916522313e-05	4.1663006058344504e-05	4.53463901915395e-05	3.63775456178024e-05	1.8943331267376897e-05	2.2579291353849397e-05	7.42740987435725e-05	7.17977110593641e-05	3.430668611209411e-05	3.71964372189676e-05	4.4063694952327504e-05	3.9360135398865794e-05	8.973281507161121e-05	9.431838887043009e-05	3.19680745495499e-05	4.2509709057134705e-05	5.5008616648234705e-05	4.30943804001197e-05	4.39325625817017e-05	3.13079051300901e-05	3.41146770751723e-05	7.532366803889979e-05	6.95035707459471e-05	4.9616957091255505e-06	6.8332615840867004e-06	1.87665967089645e-05	7.311687488727811e-06	7.630523927033881e-06	1.00357876186481e-05
Candidatus Adlerbacteria	2.39790080912024e-05	6.90901176950155e-06	5.31039243800117e-05	3.30386014759995e-05	3.44417000423141e-05	2.03953433352097e-05	3.57564272177924e-05	2.6585138907350798e-05	2.22269145708538e-05	2.6898206427595397e-05	2.8077243213232203e-05	2.53939785072621e-05	2.7733376362087e-05	1.8943331267376897e-05	1.47256247959887e-05	2.8172934006182696e-05	2.1465295058985198e-05	3.16963947774783e-05	3.6133681869854296e-05	2.82007647694896e-05	3.11601071907687e-05	4.814931540427921e-05	3.21539962058285e-05	2.39760559121624e-05	3.12807293061934e-05	2.46307238723439e-05	1.94619782452154e-05	2.0564178229732698e-05	1.3914624502262302e-05	1.1763681750059401e-05	3.87805023566613e-05	4.2397178155027705e-05	2.48084785456278e-06	2.27775386136223e-06	3.12776611816075e-06	2.4372291629092702e-06	1.2208838283254199e-05	8.02863009491848e-06
Candidatus Sungbacteria	2.74045806756599e-05	2.76360470780062e-05	7.08052325066822e-05	6.6077202951999e-05	3.93619429055018e-05	5.30278926715452e-05	4.55081800953721e-05	4.98471354512827e-05	2.7783643213567303e-05	9.23505087347442e-05	7.15516843175917e-05	5.9857235052832205e-05	5.11446680963162e-05	4.32296534050395e-05	4.5158582707698795e-05	7.683527456231641e-05	7.17977110593641e-05	5.4443219264845e-05	5.70345370690837e-05	7.57895553180033e-05	7.87202707977315e-05	0.00013569352523024	0.00011146718684686999	5.4612127355481e-05	8.181113818542901e-05	7.635524400426601e-05	4.3557760834529605e-05	5.0943077887292404e-05	5.21798418834836e-05	6.47002496253267e-05	9.3222361434282e-05	8.75744991398933e-05	4.9616957091255505e-06	0.0	0.0	2.4372291629092702e-06	1.8313257424881303e-05	1.20429451423777e-05
Candidatus Jorgensenbacteria	3.42557258445749e-05	1.72725294237539e-05	3.09772892216735e-05	2.8908776291499603e-05	2.95214571791264e-05	4.07906866704194e-06	3.57564272177924e-05	3.98777083610262e-05	2.22269145708538e-05	4.1243916522313e-05	3.4417265874284604e-05	3.3374943180973104e-05	4.64624097494704e-05	4.2258200519533e-05	3.6814061989971794e-05	4.8662340556133704e-05	4.21904075297294e-05	5.1832927930229205e-05	5.06580049744035e-05	4.93513383466068e-05	4.510015514453371e-05	6.12809468781735e-05	6.21643926646017e-05	4.3956102505631e-05	5.774903871912629e-05	4.35142788411409e-05	4.12408586624802e-05	4.20630918335442e-05	2.7829249004524605e-05	3.2938308900166305e-05	6.0408090209414694e-05	4.6567392399784496e-05	2.48084785456278e-06	4.5555077227244695e-06	9.38329835448224e-06	1.2186145814546401e-05	6.104419141627099e-06	8.02863009491848e-06
Candidatus Liptonbacteria	4.79580161824049e-05	1.03635176542523e-05	6.63799054750146e-05	7.43368533209989e-05	4.42821857686895e-05	3.6711618003377505e-05	5.8510517265478504e-05	2.3261996543931898e-05	3.3340371856280796e-05	6.81421229499084e-05	5.52487689034569e-05	3.84537388824255e-05	3.63775456178024e-05	1.7971878381870398e-05	2.2579291353849397e-05	7.342037347065791e-05	5.47735115298242e-05	4.1391762591765706e-05	4.0738955049345505e-05	7.31457336208636e-05	7.79002679769218e-05	7.003536786076971e-05	6.64515921587121e-05	2.9970069890203003e-05	6.09573186479667e-05	7.88183163915004e-05	4.12408586624802e-05	3.50525765279535e-05	2.6669696962669396e-05	2.1174627150106896e-05	8.12898991706939e-05	6.672342791610921e-05	7.44254356368833e-06	0.0	9.38329835448224e-06	7.311687488727811e-06	1.06827334978474e-05	1.00357876186481e-05
Candidatus Tagabacteria	0.0	3.4545058847507696e-06	4.42532703166764e-06	4.12982518449994e-06	0.0	0.0	3.25058429252658e-06	6.6462847268376996e-06	0.0	8.06946192827862e-06	5.43430513804494e-06	8.34373579524327e-06	7.20347437976285e-06	1.2143161068831301e-05	8.34452071772695e-06	2.13431318228657e-05	2.8126938353153003e-05	3.3560888587918203e-06	5.3137767455668e-06	1.23378345866517e-05	4.10001410404852e-06	2.84518681934377e-05	3.00103964587732e-05	1.4652034168543698e-05	5.61448987547061e-06	5.74716890354691e-06	1.57549347699362e-05	1.02820891148664e-05	1.1595520418551899e-05	1.2940049925065302e-05	2.16275878527534e-05	2.43262497610815e-05	0.0	0.0	0.0	0.0	1.5261047854067801e-06	0.0
