source,target,type,weight,a,b,c,signal
0,1,Undirected,-0.00110000,146,25,0,neg
0,2,Undirected,-0.00090000,124,25,22,neg
0,3,Undirected,-0.00100000,132,14,25,neg
0,4,Undirected,-0.00150000,123,23,25,neg
0,5,Undirected,0.00330000,146,25,0,pos
0,6,Undirected,-0.00100000,146,25,0,neg
0,7,Undirected,-0.00230000,98,48,25,neg
0,8,Undirected,-0.00280000,133,14,24,neg
0,9,Undirected,-0.00040000,101,45,25,neg
0,10,Undirected,-0.00010000,115,31,25,neg
0,11,Undirected,-0.00180000,140,22,9,neg
0,12,Undirected,-0.00070000,96,50,25,neg
0,13,Undirected,-0.00350000,107,39,25,neg
0,14,Undirected,0.00260000,104,42,25,pos
0,15,Undirected,-0.00140000,43,103,25,neg
0,16,Undirected,-0.00070000,81,65,25,neg
0,17,Undirected,0.00120000,103,43,25,pos
0,18,Undirected,0.00050000,126,20,25,pos
0,19,Undirected,-0.00120000,97,49,25,neg
0,20,Undirected,-0.00070000,109,37,25,neg
0,21,Undirected,-0.00210000,90,56,25,neg
0,22,Undirected,0.00010000,112,35,24,pos
0,23,Undirected,-0.00150000,120,26,25,neg
0,24,Undirected,-0.00230000,74,72,25,neg
0,25,Undirected,0.00060000,98,48,25,pos
0,26,Undirected,0.00240000,90,56,25,pos
0,27,Undirected,0.00200000,38,108,25,pos
0,28,Undirected,-0.00080000,118,28,25,neg
0,29,Undirected,-0.00330000,50,96,25,neg
0,30,Undirected,-0.00070000,111,35,25,neg
0,31,Undirected,-0.00010000,86,60,25,neg
0,32,Undirected,0.00370000,98,48,25,pos
0,33,Undirected,-0.00080000,90,56,25,neg
0,34,Undirected,0.00050000,100,46,25,pos
0,35,Undirected,-0.00270000,103,43,25,neg
0,36,Undirected,-0.00000000,115,31,25,pos
0,37,Undirected,-0.00220000,85,61,25,neg
0,38,Undirected,-0.00080000,111,35,25,neg
0,39,Undirected,-0.00200000,97,49,25,neg
0,40,Undirected,-0.00170000,111,36,24,neg
0,41,Undirected,0.00150000,97,49,25,pos
0,42,Undirected,-0.00010000,114,33,24,neg
0,43,Undirected,-0.00090000,107,39,25,neg
0,44,Undirected,-0.00430000,101,45,25,neg
0,45,Undirected,0.00010000,126,21,24,pos
0,46,Undirected,-0.00290000,110,36,25,neg
0,47,Undirected,0.00040000,99,47,25,pos
0,48,Undirected,-0.00440000,76,70,25,neg
0,49,Undirected,0.00050000,110,36,25,pos
0,50,Undirected,0.00020000,101,45,25,pos
0,51,Undirected,-0.00140000,123,23,25,neg
0,52,Undirected,-0.00360000,102,44,25,neg
0,53,Undirected,0.00260000,91,55,25,pos
0,54,Undirected,-0.00220000,114,32,25,neg
0,55,Undirected,-0.00230000,111,35,25,neg
0,56,Undirected,-0.00010000,114,33,24,neg
0,57,Undirected,-0.00110000,15,131,25,neg
0,58,Undirected,-0.00090000,86,61,24,neg
0,59,Undirected,0.00150000,60,86,25,pos
0,60,Undirected,-0.00230000,116,30,25,neg
0,61,Undirected,-0.00110000,127,19,25,neg
0,62,Undirected,-0.00210000,111,36,24,neg
0,63,Undirected,0.00040000,112,35,24,pos
0,64,Undirected,0.00020000,17,129,25,pos
0,65,Undirected,-0.00200000,108,39,24,neg
0,66,Undirected,-0.00030000,116,31,24,neg
0,67,Undirected,-0.00130000,106,40,25,neg
0,68,Undirected,-0.00320000,114,32,25,neg
0,69,Undirected,0.00130000,112,34,25,pos
0,70,Undirected,-0.00130000,92,54,25,neg
0,71,Undirected,0.00110000,127,19,25,pos
0,72,Undirected,-0.00200000,111,35,25,neg
0,73,Undirected,0.00110000,117,31,23,pos
0,74,Undirected,0.00190000,117,30,24,pos
0,75,Undirected,0.00090000,106,40,25,pos
0,76,Undirected,-0.00060000,71,76,24,neg
0,77,Undirected,-0.00220000,123,26,22,neg
0,78,Undirected,-0.00310000,28,118,25,neg
0,79,Undirected,-0.00360000,118,28,25,neg
0,80,Undirected,-0.00290000,98,49,24,neg
0,81,Undirected,-0.00160000,125,22,24,neg
0,82,Undirected,0.00070000,58,88,25,pos
0,83,Undirected,-0.00130000,134,15,22,neg
0,84,Undirected,0.00040000,111,35,25,pos
0,85,Undirected,-0.00240000,64,82,25,neg
0,86,Undirected,-0.00100000,130,19,22,neg
0,87,Undirected,-0.00650000,114,32,25,neg
0,88,Undirected,0.00090000,92,54,25,pos
0,89,Undirected,-0.00480000,103,43,25,neg
0,90,Undirected,-0.00160000,96,50,25,neg
0,91,Undirected,0.00070000,125,21,25,pos
0,92,Undirected,0.00230000,130,18,23,pos
0,93,Undirected,-0.00240000,109,37,25,neg
0,94,Undirected,0.00000000,120,28,23,pos
0,95,Undirected,-0.00260000,116,30,25,neg
0,96,Undirected,0.00020000,115,31,25,pos
0,97,Undirected,-0.00030000,104,42,25,neg
0,98,Undirected,0.00010000,112,35,24,pos
0,99,Undirected,-0.00130000,81,65,25,neg
0,100,Undirected,-0.00100000,119,27,25,neg
0,101,Undirected,-0.00170000,90,56,25,neg
0,102,Undirected,-0.00400000,118,28,25,neg
0,103,Undirected,-0.00010000,104,42,25,neg
0,104,Undirected,-0.00060000,90,56,25,neg
0,105,Undirected,-0.00150000,123,24,24,neg
0,106,Undirected,-0.00040000,50,96,25,neg
0,107,Undirected,0.00020000,125,21,25,pos
0,108,Undirected,-0.00120000,18,128,25,neg
0,109,Undirected,-0.00190000,96,50,25,neg
0,110,Undirected,0.00220000,103,43,25,pos
0,111,Undirected,0.00270000,109,37,25,pos
0,112,Undirected,-0.00510000,89,57,25,neg
0,113,Undirected,-0.00430000,120,27,24,neg
0,114,Undirected,-0.00070000,125,21,25,neg
0,115,Undirected,-0.00220000,114,32,25,neg
0,116,Undirected,-0.00080000,103,43,25,neg
0,117,Undirected,-0.00240000,121,25,25,neg
0,118,Undirected,-0.00010000,97,51,23,neg
0,119,Undirected,0.00170000,113,33,25,pos
0,120,Undirected,0.00380000,137,15,19,pos
0,121,Undirected,0.00180000,130,19,22,pos
0,122,Undirected,0.00010000,142,11,18,pos
0,123,Undirected,-0.00190000,100,46,25,neg
0,124,Undirected,-0.00080000,88,58,25,neg
0,125,Undirected,-0.00160000,145,21,5,neg
0,126,Undirected,-0.00110000,125,21,25,neg
0,127,Undirected,-0.00220000,141,10,20,neg
0,128,Undirected,-0.00060000,104,42,25,neg
0,129,Undirected,-0.00280000,135,16,20,neg
0,130,Undirected,-0.00100000,145,21,5,neg
0,131,Undirected,-0.00060000,120,26,25,neg
0,132,Undirected,-0.00260000,143,13,15,neg
0,133,Undirected,0.00060000,129,18,24,pos
0,134,Undirected,-0.00060000,134,18,19,neg
0,135,Undirected,-0.00260000,120,26,25,neg
0,136,Undirected,-0.00110000,137,11,23,neg
0,137,Undirected,-0.00000000,140,17,14,pos
0,138,Undirected,-0.00110000,142,8,21,neg
0,139,Undirected,-0.00150000,92,54,25,neg
0,140,Undirected,-0.00010000,128,21,22,neg
0,141,Undirected,-0.00020000,120,26,25,neg
0,142,Undirected,0.00010000,140,6,25,pos
0,143,Undirected,-0.00130000,144,10,17,neg
0,144,Undirected,0.00160000,146,25,0,pos
0,145,Undirected,0.00110000,143,14,14,pos
0,146,Undirected,-0.00280000,136,11,24,neg
0,147,Undirected,-0.00220000,145,11,15,neg
0,148,Undirected,-0.00120000,113,33,25,neg
0,149,Undirected,-0.00430000,129,18,24,neg
0,150,Undirected,-0.00060000,133,20,18,neg
0,151,Undirected,-0.00240000,141,14,16,neg
0,152,Undirected,-0.00020000,63,83,25,neg
0,153,Undirected,0.00030000,90,56,25,pos
0,154,Undirected,-0.00150000,76,70,25,neg
0,155,Undirected,-0.00190000,106,40,25,neg
0,156,Undirected,-0.00230000,71,75,25,neg
0,157,Undirected,-0.00170000,116,32,23,neg
0,158,Undirected,-0.00160000,115,31,25,neg
1,2,Undirected,-0.00500000,127,44,0,neg
1,3,Undirected,-0.00280000,132,39,0,neg
1,4,Undirected,-0.00070000,123,48,0,neg
1,5,Undirected,0.00460000,171,0,0,pos
1,6,Undirected,-0.00760000,171,0,0,neg
1,7,Undirected,-0.00430000,98,73,0,neg
1,8,Undirected,-0.00170000,134,37,0,neg
1,9,Undirected,0.00050000,101,70,0,pos
1,10,Undirected,0.00140000,115,56,0,pos
1,11,Undirected,-0.00080000,156,15,0,neg
1,12,Undirected,0.00290000,96,75,0,pos
1,13,Undirected,-0.00190000,107,64,0,neg
1,14,Undirected,-0.00250000,104,67,0,neg
1,15,Undirected,0.00050000,43,128,0,pos
1,16,Undirected,-0.00340000,81,90,0,neg
1,17,Undirected,-0.00290000,103,68,0,neg
1,18,Undirected,0.00090000,126,45,0,pos
1,19,Undirected,-0.00160000,97,74,0,neg
1,20,Undirected,-0.00170000,109,62,0,neg
1,21,Undirected,-0.00260000,90,81,0,neg
1,22,Undirected,-0.00230000,113,58,0,neg
1,23,Undirected,-0.00260000,120,51,0,neg
1,24,Undirected,0.00010000,74,97,0,pos
1,25,Undirected,-0.00120000,98,73,0,neg
1,26,Undirected,0.00010000,90,81,0,pos
1,27,Undirected,0.00320000,38,133,0,pos
1,28,Undirected,0.00180000,118,53,0,pos
1,29,Undirected,-0.00230000,50,121,0,neg
