#OTU ID	mgm4530252	mgm4530253	mgm4530254	mgm4530373	mgm4530430	mgm4530431	mgm4530432	mgm4530290	mgm4530291	mgm4530370	mgm4530372	mgm4530427	mgm4530428	mgm4530429	mgm4461451	mgm4461452	mgm4461453	mgm4461454	mgm4461455	mgm4461456	mgm4775061	mgm4775062	mgm4476434	mgm4476436	mgm4476439
Candidatus Woykebacteria	8.462671157524159e-06	9.16142429609723e-06	2.62679771468599e-05	2.06998623459154e-05	0.00028235450438478997	0.00027049873203718996	0.0002565473009086	7.0174735090375e-05	6.2546258170105e-05	0.0	0.0	7.74761373496963e-06	0.0	2.3998656075259803e-05	0.0	0.0	0.0	0.0	0.00021963540522732	0.0	6.482069255321999e-05	3.73815125355323e-05	0.0	0.0	0.0
Candidatus Pacebacteria	0.00010155205389029	3.9699505283088e-05	9.63159162051529e-05	0.00021734855463211	8.30454424661175e-05	5.0718512256973796e-05	2.13789417423838e-05	0.0	2.08487527233683e-05	0.00027348557363599	0.00022133687472332002	0.0	3.60917017959231e-05	2.3998656075259803e-05	0.0	0.00041442188147534	0.0	0.00048995590396864	0.00021963540522732	0.0	8.2702262912729e-05	6.48211334392741e-05	0.0	0.0	0.0
Candidatus Blackburnbacteria	0.0	3.05380809869908e-06	4.37799619114331e-06	0.0	0.0	0.0	2.13789417423838e-05	1.00249621557679e-05	0.0	0.0	0.0	0.0	1.4436680718369199e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.940785179754491e-06	3.9767566527162e-06	0.0	0.0	0.0
Candidatus Microgenomates	8.462671157524159e-06	3.05380809869908e-06	0.0	1.03499311729577e-05	1.6609088493223498e-05	5.0718512256973796e-05	2.13789417423838e-05	0.0	0.0	0.0	0.0	7.74761373496963e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0334806859881298e-05	2.86326478995567e-05	0.0	0.0	0.0
Candidatus Gracilibacteria	2.53880134725725e-05	6.10761619739816e-06	4.37799619114331e-06	0.0	0.0	1.69061707523246e-05	0.0	2.00499243115357e-05	0.0	4.55809289393318e-05	0.0	0.0	7.2183403591846205e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.57941269259409e-06	6.3628106443459295e-06	0.000659195781147	0.0	0.0
candidate division NC10	2.53880134725725e-05	9.16142429609723e-06	3.0645973338003196e-05	0.00016559889876732	3.3218176986446995e-05	1.69061707523246e-05	2.13789417423838e-05	0.00068169742659221	0.0010737107652534698	0.00018232371575732	0.00033200531208499	0.00029440932192884	0.00025986025293063997	0.00050397177758045	0.0	0.0	0.0	0.0	0.00021963540522732	0.0	0.00065555114192985	0.00059611582224215	0.000659195781147	0.00068917987594762	0.0
Candidatus Rokubacteria	0.00238647326642181	0.0010077566725707	8.75599238228663e-05	0.00018629876111323	0.00014948179643901	8.4530853761623e-05	0.00017103153393907	0.0047317821375224296	0.00471181811548124	0.00127626601030129	0.00055334218680832	0.0021925746869964104	0.00255529248715135	0.00239986560752598	0.00043975373790677	0.00124326564442603	0.00039666798889328997	0.00097991180793728	0.00131781243136394	0.00079808459696727	0.0035584325015422897	0.00317146343054117	0.003295978905735	0.00344589937973811	0.0
Candidatus Handelsmanbacteria	0.00014386540967791	0.00010993709155315999	9.63159162051529e-05	2.06998623459154e-05	0.0	3.38123415046492e-05	4.27578834847675e-05	0.00100249621557679	0.0011154082707002099	0.00013674278681799	0.00033200531208499	0.00030215693566381003	0.00035369867760004	0.00035997984112888997	0.0	0.0	0.0	0.0	0.0	0.0	0.00077433585931802	0.0006128182001835599	0.000659195781147	0.00137835975189524	0.0
Candidatus Schekmanbacteria	1.69253423150483e-05	1.83228485921945e-05	3.0645973338003196e-05	0.00032084786636167996	1.6609088493223498e-05	0.00013524936601859	0.00010689470871191	0.00019047428095958	0.00013551689270189	4.55809289393318e-05	0.00011066843736166001	2.3242841204908897e-05	2.8873361436738502e-05	4.7997312150519606e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.482069255321999e-05	4.65280528367796e-05	0.000659195781147	0.0	0.0
Candidatus Aminicenantes	0.0002115667789381	0.00020155133451413	0.00028456975242431	0.00017594882994028	6.643635397289399e-05	5.0718512256973796e-05	4.27578834847675e-05	0.00142354462611904	0.00130304704521052	0.00031906650257532	0.00033200531208499	0.00068953762241229	0.00077236241843275	0.00071995968225779	0.0	0.0	0.0	0.00048995590396864	0.0	0.0	0.00077433585931802	0.00068996727924626	0.000659195781147	0.00137835975189524	0.0
Candidatus Glassbacteria	8.462671157524159e-06	1.83228485921945e-05	4.37799619114331e-06	4.13997246918308e-05	3.3218176986446995e-05	5.0718512256973796e-05	2.13789417423838e-05	0.00022054916742688998	0.00030230691448884	4.55809289393318e-05	0.0	3.8738068674848103e-05	0.00012993012646531998	4.7997312150519606e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00018456335121064	0.00015946794177392	0.0	0.0	0.0
candidate division WWE3	0.00017771609430799998	8.856043486227329e-05	0.00014885187049886998	0.00025874827932394	0.00018269997342545	0.00040574809805579	0.0003848209513629	0.00020049924311535	0.00016679002178694	9.11618578786636e-05	0.00011066843736166001	6.972852361472671e-05	7.21834035918462e-05	0.00019198924860207	0.0	0.0	0.0	0.0	0.0	0.0	0.00011495295231112	0.00011731432125512	0.000659195781147	0.0	0.0
Candidatus Peregrinibacteria	0.00017771609430799998	0.00029621938557381	0.00033710570671803	0.00028979807284281	0.0007141908052086099	0.00062552831783601	0.00061998931052912	0.00046114825916532	0.00047952131263747	0.00045580928939331	0.00066401062416998	0.00028666170819387004	0.0002309868914939	0.00023998656075258998	0.00043975373790677	0.0	0.00039666798889328997	0.00097991180793728	0.0008785416209092901	0.00079808459696727	0.00026056002523855	0.00022508442654372999	0.0	0.0	0.0
Candidatus Doudnabacteria	8.462671157524159e-05	4.88609295791852e-05	8.75599238228663e-05	0.0004139972469183	0.00031557268137124	0.00028740490278951003	0.00019241047568145	6.0149772934607204e-05	6.2546258170105e-05	0.0	0.0	3.8738068674848103e-05	2.16550210775538e-05	4.7997312150519606e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.13082412326022e-05	4.65280528367796e-05	0.0	0.0	0.0
Candidatus Berkelbacteria	2.53880134725725e-05	5.802235387528249e-05	2.62679771468599e-05	0.00020699862345915	0.00041522721233058	0.00032121724429416	0.0003848209513629	3.0074886467303602e-05	7.29706345317891e-05	9.11618578786636e-05	0.00011066843736166001	4.6485682409817795e-05	2.16550210775538e-05	0.0	0.0	0.0	0.00039666798889328997	0.0	0.00043927081045464	0.0	7.21649089508755e-05	5.36862148116688e-05	0.0	0.0	0.0
Candidatus Gribaldobacteria	8.462671157524159e-06	0.0	2.1889980955716603e-05	1.03499311729577e-05	1.6609088493223498e-05	5.0718512256973796e-05	2.13789417423838e-05	0.0	0.0	4.55809289393318e-05	0.00011066843736166001	0.0	1.4436680718369199e-05	0.0	0.0	0.0	0.00019833399444664	0.0	0.0	0.0	2.07553941672872e-05	1.82930806024945e-05	0.0	0.0	0.0
Candidatus Saccharibacteria	2.53880134725725e-05	4.88609295791852e-05	3.0645973338003196e-05	0.0	1.6609088493223498e-05	0.00015215553677091999	0.00017103153393907	9.02246594019108e-05	5.2121881808420796e-05	0.0	0.00011066843736166001	7.74761373496963e-05	9.38384246694e-05	9.59946243010391e-05	0.00043975373790677	0.0	0.00059500198333994	0.00048995590396864	0.0	0.0	8.52567729640874e-05	7.237697107943491e-05	0.0	0.00137835975189524	0.0
Candidatus Eisenbacteria	3.38506846300966e-05	7.9399010566176e-05	3.0645973338003196e-05	1.03499311729577e-05	1.6609088493223498e-05	0.00010143702451394	2.13789417423838e-05	0.00043107337269801	0.00044824818355241	9.11618578786636e-05	0.0	0.00012396181975951002	0.0001371484668245	0.00023998656075258998	0.0	0.0	0.0	0.0	0.0006589062156819599	0.0	0.00031228885377856003	0.00027837296569013	0.0	0.0	0.0
