source,target,type,weight,a,b,c,signal
0,1,Undirected,0.00380000,58,34,0,pos
0,2,Undirected,0.00280000,2,56,34,pos
0,3,Undirected,-0.00500000,10,48,34,neg
0,4,Undirected,0.00290000,8,52,32,pos
0,5,Undirected,0.00210000,58,34,0,pos
0,6,Undirected,-0.00060000,58,34,0,neg
0,7,Undirected,-0.00230000,32,34,26,neg
0,8,Undirected,-0.00340000,4,54,34,neg
0,9,Undirected,0.00070000,50,30,12,pos
0,10,Undirected,0.00170000,6,52,34,pos
0,11,Undirected,0.00130000,4,56,32,pos
0,12,Undirected,-0.00160000,6,54,32,neg
0,13,Undirected,-0.00670000,8,50,34,neg
0,14,Undirected,-0.00160000,4,54,34,neg
0,15,Undirected,-0.00430000,2,56,34,neg
0,16,Undirected,0.00090000,2,58,32,pos
0,17,Undirected,0.00030000,4,60,28,pos
0,18,Undirected,0.00110000,4,54,34,pos
0,19,Undirected,-0.00160000,4,54,34,neg
0,20,Undirected,-0.00280000,4,54,34,neg
0,21,Undirected,-0.00190000,4,54,34,neg
0,22,Undirected,-0.00160000,2,56,34,neg
0,23,Undirected,-0.00160000,4,56,32,neg
0,24,Undirected,0.00200000,0,60,32,pos
0,25,Undirected,-0.00420000,8,54,30,neg
0,26,Undirected,0.00080000,6,54,32,pos
0,27,Undirected,0.00170000,8,54,30,pos
0,28,Undirected,0.00290000,6,52,34,pos
0,29,Undirected,-0.00290000,4,54,34,neg
0,30,Undirected,-0.00050000,2,56,34,neg
0,31,Undirected,0.00110000,14,52,26,pos
0,32,Undirected,0.00340000,2,56,34,pos
0,33,Undirected,0.00130000,10,48,34,pos
0,34,Undirected,0.00010000,4,54,34,pos
0,35,Undirected,-0.00080000,6,52,34,neg
0,36,Undirected,-0.00000000,2,56,34,pos
0,37,Undirected,-0.00210000,4,54,34,neg
0,38,Undirected,-0.00050000,4,56,32,neg
0,39,Undirected,-0.00410000,2,56,34,neg
0,40,Undirected,-0.00030000,6,52,34,neg
0,41,Undirected,0.00160000,20,42,30,pos
0,42,Undirected,-0.00270000,8,50,34,neg
0,43,Undirected,-0.00650000,2,56,34,neg
0,44,Undirected,0.00150000,4,58,30,pos
0,45,Undirected,0.00040000,12,46,34,pos
0,46,Undirected,-0.00100000,2,56,34,neg
0,47,Undirected,0.00020000,22,40,30,pos
0,48,Undirected,-0.00100000,16,52,24,neg
0,49,Undirected,-0.00000000,2,56,34,pos
0,50,Undirected,-0.00080000,6,52,34,neg
0,51,Undirected,-0.00450000,14,46,32,neg
0,52,Undirected,-0.00360000,26,32,34,neg
0,53,Undirected,0.00080000,6,52,34,pos
0,54,Undirected,-0.00290000,22,46,24,neg
0,55,Undirected,0.00280000,6,52,34,pos
0,56,Undirected,-0.00280000,4,54,34,neg
0,57,Undirected,0.00190000,4,54,34,pos
0,58,Undirected,-0.00220000,2,56,34,neg
0,59,Undirected,-0.00450000,2,56,34,neg
0,60,Undirected,-0.00230000,8,52,32,neg
0,61,Undirected,-0.00010000,2,56,34,neg
0,62,Undirected,-0.00130000,2,56,34,neg
0,63,Undirected,-0.00330000,4,56,32,neg
0,64,Undirected,0.00150000,2,56,34,pos
0,65,Undirected,-0.00300000,2,56,34,neg
0,66,Undirected,0.00090000,2,56,34,pos
0,67,Undirected,-0.00130000,0,60,32,neg
0,68,Undirected,0.00100000,12,50,30,pos
0,69,Undirected,0.00040000,20,38,34,pos
0,70,Undirected,-0.00250000,48,20,24,neg
0,71,Undirected,0.00160000,54,36,2,pos
0,72,Undirected,0.00130000,14,46,32,pos
0,73,Undirected,-0.00410000,52,14,26,neg
0,74,Undirected,-0.00280000,36,26,30,neg
0,75,Undirected,-0.00040000,52,24,16,neg
0,76,Undirected,-0.00220000,2,56,34,neg
0,77,Undirected,-0.00410000,34,34,24,neg
0,78,Undirected,-0.00270000,50,12,30,neg
0,79,Undirected,-0.00040000,22,38,32,neg
0,80,Undirected,-0.00160000,2,56,34,neg
0,81,Undirected,-0.00170000,16,42,34,neg
0,82,Undirected,-0.00150000,58,28,6,neg
0,83,Undirected,-0.00100000,52,18,22,neg
0,84,Undirected,-0.00310000,18,40,34,neg
0,85,Undirected,0.00190000,6,52,34,pos
0,86,Undirected,0.00010000,32,40,20,pos
0,87,Undirected,-0.00280000,56,12,24,neg
0,88,Undirected,-0.00330000,58,34,0,neg
0,89,Undirected,-0.00230000,44,32,16,neg
0,90,Undirected,-0.00030000,10,48,34,neg
0,91,Undirected,0.00160000,48,24,20,pos
0,92,Undirected,-0.00390000,4,54,34,neg
0,93,Undirected,0.00290000,16,50,26,pos
0,94,Undirected,-0.00170000,16,44,32,neg
0,95,Undirected,0.00010000,46,20,26,pos
0,96,Undirected,-0.00080000,4,54,34,neg
0,97,Undirected,-0.00200000,8,50,34,neg
0,98,Undirected,-0.00060000,4,54,34,neg
1,2,Undirected,0.00010000,2,90,0,pos
1,3,Undirected,-0.00240000,10,82,0,neg
1,4,Undirected,0.00220000,10,82,0,pos
1,5,Undirected,-0.00570000,92,0,0,neg
1,6,Undirected,-0.00220000,92,0,0,neg
1,7,Undirected,-0.00050000,40,52,0,neg
1,8,Undirected,-0.00220000,4,88,0,neg
1,9,Undirected,0.00210000,72,20,0,pos
1,10,Undirected,-0.00280000,6,86,0,neg
1,11,Undirected,0.00180000,6,86,0,pos
1,12,Undirected,0.00020000,8,84,0,pos
1,13,Undirected,-0.00010000,8,84,0,neg
1,14,Undirected,-0.00140000,4,88,0,neg
1,15,Undirected,0.00070000,2,90,0,pos
1,16,Undirected,-0.00050000,4,88,0,neg
1,17,Undirected,-0.00270000,10,82,0,neg
1,18,Undirected,0.00110000,4,88,0,pos
1,19,Undirected,-0.00160000,4,88,0,neg
1,20,Undirected,-0.00400000,4,88,0,neg
1,21,Undirected,-0.00260000,4,88,0,neg
1,22,Undirected,-0.00120000,2,90,0,neg
1,23,Undirected,-0.00240000,6,86,0,neg
1,24,Undirected,0.00340000,2,90,0,pos
1,25,Undirected,-0.00270000,12,80,0,neg
1,26,Undirected,0.00300000,8,84,0,pos
1,27,Undirected,-0.00470000,12,80,0,neg
