#OTU ID	mgm4583642	mgm4583643	mgm4583644	mgm4583645	mgm4583646	mgm4583647	mgm4583648	mgm4583649	mgm4584765	mgm4584766	mgm4584767	mgm4584768	mgm4584769	mgm4584770	mgm4584771	mgm4584873	mgm4717307	mgm4717308	mgm4717309	mgm4717310	mgm4717311	mgm4717312	mgm4717313	mgm4717314	mgm4717315	mgm4717316	mgm4717317	mgm4717318	mgm4717319	mgm4717320	mgm4717321	mgm4717322	mgm4717323	mgm4717324	mgm4717325	mgm4717326	mgm4717327	mgm4717328	mgm4717329	mgm4717330	mgm4717331	mgm4717332	mgm4717333	mgm4717335	mgm4717336	mgm4717337	mgm4717338	mgm4717339	mgm4717340	mgm4717341	mgm4717342	mgm4717343	mgm4717344	mgm4717345	mgm4717346	mgm4717347	mgm4717348	mgm4717349	mgm4717350	mgm4717351	mgm4717378
Pseudomonadota	0.377228093251089	0.305608132363019	0.37638322335899	0.342167096799045	0.389202423642884	0.347461906643833	0.385324111252148	0.354377328005465	0.343030040543304	0.263794754616173	0.374571632555926	0.333088128754695	0.312569396535133	0.340636291761139	0.373131374638453	0.314794557433882	0.415482866723402	0.427226043987986	0.357887819242597	0.335826907063466	0.285501644777645	0.271336263712615	0.312065732877468	0.410205338065404	0.34945322492	0.440078162815296	0.311241702035042	0.385236633173311	0.411194051739309	0.440104895104895	0.391031473706136	0.42813851186224	0.473829435589698	0.361208949716548	0.42500564546481	0.313638008973593	0.435094046887436	0.362907653453387	0.399502591213313	0.442290227451301	0.43244234707506	0.406979155864358	0.298121919261247	0.434650978773179	0.393206540041759	0.394374929966758	0.39439546737252	0.461607881193054	0.387571947061627	0.32965655341848	0.397152321729529	0.296414493577273	0.320171156762146	0.458820234105495	0.348554562027954	0.439781393559483	0.403239869670965	0.386242207619067	0.450498804037104	0.43033952165914	0.465578983287274
Actinomycetota	0.502171398766328	0.566719968671475	0.484726870601331	0.53850556053861	0.460032150364783	0.533345409037018	0.493977152034816	0.494700144763309	0.525691461844781	0.606408037769452	0.494811994288434	0.526298191058949	0.559649190336745	0.507488091582104	0.503231085401126	0.569340547454161	0.401291814868964	0.430074605173917	0.470163891661943	0.514459107201043	0.586657206507663	0.626871613878592	0.533042902834455	0.43215755863784	0.52952174516018	0.420528495365806	0.388072695614321	0.469576309721658	0.379736903854051	0.333228438228438	0.483638277113321	0.375313005226153	0.330112995552529	0.479286169534736	0.394294316898758	0.544232404266245	0.422813044660938	0.45793176846213	0.426000677100966	0.448116817518546	0.423994301486956	0.46305610287255	0.579646845947464	0.35062957993601	0.439752138479154	0.48737907593471	0.448034475969637	0.346203078921433	0.443149906514646	0.530491190872836	0.441808566281165	0.607648983220034	0.530772905718381	0.342244149819654	0.511402565660748	0.382329312724886	0.377281140532024	0.450690724746273	0.362901814363223	0.416849778823584	0.340981614876089
Chloroflexota	0.0061003265602322	0.0064043990470906	0.0059320234058602	0.0051175664595794	0.0067565228143934	0.0055767795196065	0.0061394192161231	0.0068098395675535	0.0060113168352963	0.0038575916934088	0.0062975963826749	0.0068582977600933	0.0065258651064598	0.007060107290108	0.0059027249200791	0.0053979687145008	0.0079138208188767	0.0077318089332429	0.0117187304039852	0.009829477571413	0.0103648280549946	0.0078334741134885	0.0109187162236682	0.0084199471263535	0.0096102975545362	0.0081479356770226	0.0083795842855588	0.0066436760332706	0.0103683932656772	0.0085664335664335	0.0076464333088501	0.0087679061548294	0.0082423623376531	0.0076414746234611	0.0081746330447873	0.0076519660249341	0.0072336009832861	0.0086239663487934	0.008450740904711	0.0063827181910019	0.0080847653815332	0.0061443534169864	0.0091720222125163	0.0092458802077957	0.0083644844076244	0.0069846487132558	0.0078970971058561	0.007971061008258	0.0089232686879055	0.0103740723913373	0.008618585459406	0.0037887895545986	0.0095548677897098	0.0069435571848372	0.0082605995445651	0.0066588970105682	0.0083367751212274	0.0080969883523523	0.0073799661630009	0.0062229296791644	0.0086207219807786
Bacillota	0.0077784833091436	0.0082890056456613	0.0090005639083978	0.0066308253589175	0.0095461852355632	0.0066361480700829	0.0077757341830082	0.0096183562044903	0.0083733352582379	0.006448361027571	0.0085465254640647	0.0102837314192515	0.0095489632342708	0.0103434982325229	0.0086238392449383	0.0087806396782255	0.0142783366428816	0.01317701773084	0.0169961723496155	0.014984070091597	0.0132227222434469	0.010076989707805	0.0188485717436859	0.0148782578254204	0.0131082198605968	0.0099227335472652	0.0366742844705626	0.012474497700266	0.017371091687687	0.0185198135198135	0.0099650292154046	0.0149490544046321	0.0153923634016414	0.0149877561973768	0.0162288295069627	0.0133635820292441	0.0110418198853504	0.0183966686656925	0.017005651188833	0.0112858294472393	0.0109981301754074	0.0119516747900031	0.01041991639109	0.0171672343207073	0.0161185761433286	0.0101370783998805	0.0148097915253867	0.0140050522404685	0.0166147303589104	0.013646995473438	0.0126692625094438	0.0151114414158415	0.0207922231684772	0.0142360121475395	0.0123207810507055	0.0128086175292494	0.0250562158689367	0.0130517106955175	0.0126888746280847	0.011453881689361	0.0148640895745136
Cyanobacteriota	0.0024662100870827	0.002594393499331	0.0034200678154774	0.0044352242649688	0.0031754667985656	0.0028268124533438	0.0024005042785966	0.0059748751619776	0.0029595409102392	0.0460289991431308	0.00280818657782	0.0037375122137886	0.0074467108633151	0.0043843887012146	0.0034632364134571	0.0026884661017662	0.0043569656898044	0.0040306171882569	0.0055533538344227	0.0046024763766699	0.0033739028613673	0.0025824639934577	0.0045770376089114	0.0060478760004345	0.0035492868039468	0.0029848873272261	0.0893459571226466	0.0114805619157609	0.005858802135273	0.0138111888111888	0.0033819708613337	0.0089784562168665	0.0050362110668964	0.0044681493408473	0.0047948814452389	0.0124502285488202	0.0033951581216816	0.0059801843045501	0.0049871090392979	0.0027959468974173	0.0037645801798593	0.0033703204396971	0.0195919386036064	0.0063474042728867	0.0046979187714689	0.002256004183319	0.0044626255113425	0.0048068027775994	0.0049492246214759	0.0040133272754808	0.0042017783460219	0.0018506779747462	0.0039258043744677	0.0061425665117101	0.0035793705383079	0.0039546040869899	0.0061034371988435	0.0043708211405986	0.0046671722769966	0.0038987029315247	0.0052459286868679
Candidatus.Melainabacteria	1.13388969521045e-05	8.15847012368241e-06	2.92939427449889e-05	1.10055192679129e-05	1.48386298998392e-05	2.19558248803408e-05	4.31745373848319e-06	5.42184678945342e-06	4.01021803555459e-06	3.360271509938e-06	8.92432175154688e-06	1.48608835538317e-05	1.48045941616602e-05	9.80116699228321e-06	1.14172629015071e-05	1.68292087747495e-05	2.90949294811647e-05	0.0	1.50497393886796e-05	3.16787951196553e-05	1.98464874198078e-05	2.15205332788146e-05	2.20580125730672e-05	2.41432175666051e-05	1.02728995772702e-05	3.58545024291425e-05	0.0001088257699423	2.4144189097289e-05	2.19980055141667e-05	4.66200466200466e-05	3.28878851993554e-05	5.2637515509268e-05	6.38392952141808e-05	6.0380396497937e-05	5.26910048927362e-05	1.68360088557407e-05	4.02986127202571e-05	5.06795280046625e-05	6.51058621318263e-05	1.53062786354963e-05	1.78078532632891e-05	2.59255418438245e-05	0.0	2.58024563938487e-05	5.05152556071934e-05	0.0	2.1875615251679e-05	4.53115737087145e-05	0.0	6.73094721254649e-05	4.64927064566746e-05	1.45722675176871e-05	2.07714517167605e-05	5.40545853030497e-05	4.67455107614844e-05	2.82875828826178e-05	7.64841754241047e-05	2.36260602194523e-05	4.37547400968438e-05	2.88365601444135e-05	2.2498621959405e-05
Candidatus.Margulisbacteria	5.66944847605225e-06	0.0	7.32348568624723e-06	5.50275963395643e-06	0.0	5.48895622008519e-06	0.0	0.0	0.0	0.0	0.0	7.43044177691585e-06	5.9218376646641e-06	6.53411132818881e-06	7.61150860100472e-06	0.0	0.0	0.0	1.00331595924531e-05	4.52554215995076e-06	0.0	0.0	0.0	3.01790219582564e-05	2.05457991545404e-05	8.96362560728564e-06	0.0001088257699423	4.02403151621483e-06	7.33266850472224e-06	1.16550116550117e-05	0.0	7.51964507275257e-06	0.0	2.01267988326457e-05	2.25818592397441e-05	4.20900221393516e-06	0.0	1.68931760015542e-05	0.0	1.02041857569975e-05	3.56157065265782e-06	2.59255418438245e-05	0.0	8.60081879794956e-06	4.20960463393278e-06	7.47021252754641e-06	0.0	3.77596447572621e-06	7.33218462440884e-06	8.41368401568311e-06	5.81158830708433e-06	0.0	0.0	0.0	1.3355860217567e-05	5.65751657652357e-06	0.0	6.75030291984353e-06	0.0	0.0	7.499540653135e-06
Deinococcota	0.0022054154571843	0.0025372842084652	0.002519279076069	0.0021240652187071	0.0024434277235068	0.002321828481096	0.0022623457589651	0.0027109233947267	0.0024141512574038	0.0021505737663603	0.0023679200380771	0.0025263502041513	0.002889856780356	0.0027573949804956	0.0023138986147054	0.0025285886184061	0.0020802874579032	0.002228466233892	0.0031905447504	0.0030230621628471	0.0029571266255513	0.0026362653266547	0.0029998897099371	0.0026980045630681	0.0028610025322697	0.0023305426578942	0.0025029927086734	0.0023902747206316	0.0034536868657241	0.0027156177156177	0.0020828993959591	0.0029401812234462	0.0026954369090431	0.0028110429036261	0.0025668046669175	0.0031188706405259	0.0024985139886559	0.0035391203723256	0.0025521497955675	0.0023775752813804	0.0023862523372807	0.0022555221404127	0.0021838148125039	0.0028382702033233	0.0027699198491277	0.0019646658947447	0.0023625664471813	0.002578983736921	0.0027862301572753	0.0027512746731283	0.0028069971523217	0.0015228019555983	0.0027626030783291	0.0024422844450559	0.0023639872585093	0.002291294213492	0.0024627904486561	0.0027304975310767	0.0024794352721544	0.0024914787964773	0.002583591755005
Armatimonadota	0.0005102503628447	0.0006853114903893	0.0005858788548997	0.0005557787230295	0.0006726845554593	0.0005598735344486	0.0005742213472182	0.0008512299459441	0.0006015327053331	0.0004973201834708	0.0006276772965254	0.0008099181536838	0.0007283860327536	0.0008886391406336	0.0007116760541939	0.0006647537466026	0.0006473621809559	0.0008720085263055	0.0012691946884453	0.0008055465044712	0.0009030151776012	0.0005702941318885	0.0010367265909341	0.0008148335928729	0.0008423777653361	0.0005826356644735	0.0008161932745674	0.0008209024293078	0.0014005396844019	0.0012820512820512	0.000712570845986	0.0010903485355491	0.0010001489583555	0.0009392506121901	0.0007978923598042	0.0007828744117919	0.0007555989885048	0.0009629110320885	0.0009896091044037	0.0006632720742048	0.0006517674294363	0.0006481385460956	0.0006863417982155	0.0010406990745519	0.000871388159224	0.0005602659395659	0.0008312733795638	0.0009024555096985	0.0007772115701873	0.0008581957695996	0.0007961875980705	0.0003205898853891	0.0009554867789709	0.0013120522069013	0.0008147074732715	0.0007807372875602	0.001024887950683	0.0009146660456387	0.0010501137623242	0.0007785871238991	0.000944942122295
Mycoplasmatota	0.0001020500725689	8.15847012368241e-05	0.0001244992566662	6.05303559735207e-05	6.43007295659701e-05	6.03785184209371e-05	6.90792598157311e-05	0.0001138587825785	7.61941426755373e-05	6.38451586888221e-05	5.65207044264636e-05	0.0001003109639883	7.40229708083012e-05	0.0001176140039073	8.37265946110519e-05	0.0001178044614232	0.0001454746474058	0.0002906695087685	0.0001504973938867	0.0001448173491184	0.0001389254119386	0.0001398834663122	0.0001433770817249	0.0001690025229662	0.0001078654455613	0.0001792725121457	0.0	0.0002374178594566	0.0002273127236463	0.0002447552447552	0.0001096262839978	0.0002180697071098	0.0001702381205711	8.72161282747979e-05	0.0001204365826119	0.0001052250553483	0.0002014930636012	0.0002956305800271	0.0002083387588218	0.0001173481362054	0.000124654972843	0.0002333298765944	6.23947089286828e-05	0.0001720163759589	0.0001683841853573	0.0001344638254958	0.0003500098440268	0.0002114540106406	0.000197968984859	0.000185101048345	8.13622362991806e-05	0.0001092920063826	0.0002284859688843	0.0002604448200965	0.0001469144623932	0.000248930729367	0.0004283113823749	0.0001890084817556	0.0002187737004842	0.0001672520488375	0.0001499908130627
