#OTU ID	mgm4441363	mgm4442466	mgm4442467	mgm4555202
Pseudomonadota	0.32696161553877	0.916132522314549	0.87183329765218	0.519485921058104
Actinomycetota	0.0277092646832126	0.0045918591997584	0.0057803468208092	0.0781516449694298
Chloroflexota	0.0076691845228919	0.0001824163243739	0.0002140869192892	0.0018716466331156
Bacillota	0.0796207800215816	0.0411254458192066	0.0663669449796617	0.0540697916233415
Cyanobacteriota	0.32472637582858	0.0204494989841298	0.028687647184757	0.0095246017551886
Candidatus.Melainabacteria	0.0032372437182056	0.0	0.0	8.31842948051408e-05
Candidatus.Margulisbacteria	0.0001541544627716	6.2902180818609e-06	0.0	0.0
Deinococcota	0.001503006012024	5.03217446548872e-05	7.13623064297438e-05	0.0007070665058436
Armatimonadota	0.0004239247726221	2.51608723274436e-05	0.0	0.0002495528844154
Mycoplasmatota	0.0037767843379065	6.2902180818609e-05	7.13623064297438e-05	0.002703489581167
Thermomicrobiota	0.0002697703098504	6.2902180818609e-06	0.0	8.31842948051408e-05
Candidatus.Kaiserbacteria	0.0008478495452443	6.2902180818609e-06	0.0	0.0007486586532462
Candidatus.Nomurabacteria	0.0020810852474179	0.0	0.0	0.0002911450318179
Candidatus.Yanofskybacteria	0.0012332357021735	3.14510904093045e-05	7.13623064297438e-05	8.31842948051408e-05
Candidatus.Azambacteria	0.0003468475412363	0.0	0.0	0.0
Candidatus.Falkowbacteria	0.0020810852474179	1.25804361637218e-05	0.0	0.0005406979162334
Candidatus.Magasanikbacteria	0.0024279327886542	1.25804361637218e-05	7.13623064297438e-05	0.0004991057688308
Candidatus.Nealsonbacteria	0.0007322336981655	0.0	0.0	4.15921474025704e-05
Candidatus.Uhrbacteria	0.0018113149375674	1.25804361637218e-05	0.0	0.0001663685896102
Candidatus.Giovannonibacteria	0.0006166178510867	0.0	0.0	0.0
Candidatus.Moranbacteria	0.0045090180360721	1.25804361637218e-05	7.13623064297438e-05	0.0004991057688308
Candidatus.Zambryskibacteria	0.0003853861569292	0.0	0.0	0.0002495528844154
Candidatus.Staskawiczbacteria	0.0003468475412363	0.0	0.0	0.0002079607370128
Candidatus.Wolfebacteria	0.0006166178510867	6.2902180818609e-06	7.13623064297438e-05	0.0001247764422077
Candidatus.Harrisonbacteria	0.0006936950824726	0.0	0.0	4.15921474025704e-05
Candidatus.Taylorbacteria	0.0003083089255433	6.2902180818609e-06	0.0	0.0001247764422077
Candidatus.Buchananbacteria	0.0005395406197009	1.88706542455827e-05	7.13623064297438e-05	0.0001663685896102
Candidatus.Portnoybacteria	0.0008093109295514	1.25804361637218e-05	0.0	8.31842948051408e-05
Candidatus.Adlerbacteria	0.0001156158470787	0.0	0.0	8.31842948051408e-05
Candidatus.Sungbacteria	0.0001926930784646	6.2902180818609e-06	0.0	4.15921474025704e-05
Candidatus.Jorgensenbacteria	0.0003853861569292	0.0	0.0	8.31842948051408e-05
Candidatus.Liptonbacteria	0.0001926930784646	0.0	0.0	4.15921474025704e-05
Candidatus.Tagabacteria	7.70772313858486e-05	0.0	0.0	0.0
