#OTU ID	mgm4706424	mgm4706425	mgm4712754	mgm4712755	mgm4712756	mgm4712757	mgm4712758	mgm4712759	mgm4712760	mgm4712761	mgm4712762	mgm4712763	mgm4712764	mgm4712765	mgm4712766	mgm4712767	mgm4712768	mgm4712769	mgm4449956	mgm4450328	mgm4681440	mgm4688630	mgm4688631	mgm4688633	mgm4441205	mgm4447811	mgm4730835	mgm4730837	mgm4730838	mgm4730839	mgm4731329	mgm4731331	mgm4731457	mgm4731332	mgm4731333	mgm4731455	mgm4731335	mgm4730833	mgm4730834	mgm4731330	mgm4731456	mgm4731334	mgm4732882	mgm4732883	mgm4732884	mgm4732885	mgm4732886	mgm4732887	mgm4732888	mgm4732889	mgm4732890	mgm4732891	mgm4732892	mgm4732893	mgm4447810
Pseudomonadota	0.7141114042703851	0.7182080868351391	0.918479653397312	0.957493100617294	0.8671543324883171	0.8418014010379781	0.752051574865884	0.920672126902792	0.942895989123046	0.9522120695777141	0.9707813960579158	0.8076551674375979	0.9359119288645992	0.9404349369428499	0.955475019414962	0.851730259478126	0.887898658769005	0.7505496254103922	0.6507594340791399	0.5549170967156519	0.9518599435083459	0.41428783211714904	0.147645450273088	0.356717799523935	0.804847386874789	0.800644757874162	0.222432007192628	0.217347956131605	0.539470598352069	0.563756461803561	0.21850982756022502	0.5538865307498879	0.508078092881791	0.0175095481256286	0.0666335364345087	0.08214745437881599	0.46807161140768794	0.24312694238584698	0.22278664731494896	0.234969248148613	0.825773027212739	0.0727664192690099	0.48431205663842997	0.521823749756114	0.506391688605174	0.528947991545813	0.482746779305042	0.48642574476681205	0.432755356813445	0.43844253806371203	0.497734116831221	0.522740254553401	0.436852812415315	0.477129343477751	0.5484430389431539
Actinomycetota	0.278957439455117	0.275066569175246	0.0329307493419673	0.0393809344863819	0.12346293637946303	0.140672325344026	0.242902480480161	0.0773940773245752	0.0557086121149236	0.0463130072674632	0.017770672272616	0.185058729430115	0.0624416643876795	0.0572289681131077	0.042712917421693	0.143576274896039	0.107420888792926	0.24557620552255802	0.174795102840892	0.369291344109039	0.014858142662367	0.0853415473817721	0.0549244776257509	0.11213964559640302	0.0984149726873825	0.0811848305905932	0.0369071701505956	0.0439481555333998	0.0278615988367548	0.0400762362278732	0.0409033174743278	0.0343090897094724	0.0362049240556956	0.0005273823043303401	0.00100140410779178	0.00101154479542438	0.0373385081208424	0.0506813291895769	0.0437832607643928	0.0471946780469436	0.00888913126465616	0.00594279512673295	0.331854223502292	0.301641219662643	0.322509950473386	0.284816275382782	0.34742719447934395	0.33776736465047597	0.401911199367866	0.3864862778000221	0.321478429378542	0.301141647136839	0.39481557454145094	0.35933279620842895	0.24597493246596802
Chloroflexota	0.00015805312270823	0.0001524932648808	7.57028720504996e-05	7.659332058373679e-05	0.00014507803671237	0.00017288555973362	0.0001637718878915	7.22277490835253e-05	7.15589108733765e-05	4.6222662971655e-05	3.4101075588043e-05	0.00030397143282615	3.76448079505834e-05	5.8938175193725796e-05	0.00012943308309603	9.727389898105591e-05	0.00017001280196398002	0.00011041219470216	0.0063761077661323	0.00048527773627962	6.28202085630924e-05	0.0005023966792403099	0.0012004684992682698	0.0007273208145993099	0.00030309083770174	0.00025674366215846	0.0019779725781074397	0.00163509471585244	0.00068794071201863	0.0006527074304213799	0.0018083571936018603	0.0006671211887952901	0.0003953010333634	9.112437223850439e-06	1.2852245233691301e-05	4.6660339695834494e-05	0.00016611671964783	0.00286875448242888	0.00241896468311563	0.00276139073678926	0.00027267273817963	8.752275591653829e-05	0.00739613171126425	0.00711603179431372	0.0077404147825019904	0.00804102755991063	0.00940306973953157	0.00852828364276888	0.00861292540561443	0.00748975720577688	0.007731195393630859	0.00716035055725944	0.00971486805020521	0.00743243897375438	0.00041981939918743
Bacillota	0.0021158044693208398	0.0021173103316142	0.0440765414269409	0.00054572740915912	0.005654989157325679	0.0119922733453688	0.00038508524990704	0.00036795268401041	0.00035779455436687997	0.00011135459715898001	0.0008384852703412901	0.00073075960618812	0.00027790725869401	0.00047284490553148	0.00038829924928811	0.00119160526251793	0.0006103459590507099	0.00038319526396633	0.0337003174288538	0.0193679959332924	0.005554935109051229	0.115493584147326	0.572496852727109	0.138653795292251	0.00276570389402842	0.001919365925975	0.290267475837267	0.28610169491525395	0.26363764286496	0.23327763563260398	0.288755893306926	0.24473817326090302	0.122273585519891	0.979920744577246	0.9297549826548241	0.893327614231147	0.481912154458346	0.266076978245278	0.27552007740686996	0.271243881009163	0.0626492883241534	0.9169058955328392	0.0429838987331153	0.0407947851314684	0.0375073224833233	0.0371395691248708	0.0263128902807208	0.0383705146214845	0.0291602422391436	0.0441648112754717	0.0486869199455339	0.0389139657731928	0.0248299748145167	0.0376543203236518	0.0025169546222312
Cyanobacteriota	0.00014962362283045	0.00015444830673824	0.00024457850970161004	9.33481094614293e-05	0.00011148101768423999	0.00010472875253094	0.00013057488358916998	5.9962659616511496e-05	0.0	3.15154520261284e-05	5.81724230619556e-05	0.0001304927868193	3.10016065475393e-05	8.84072627905886e-05	0.0	9.727389898105591e-05	9.35070410801933e-05	5.52060973510816e-05	0.00652752656023302	0.00083319379927348	0.00037110456540048997	0.0224760743876526	0.0130273964930736	0.00727320814599312	0.00023765077047068	0.0004969232170809	0.0313778377163407	0.0319042871385842	0.0112259416188496	0.0104563730353506	0.0319906998772901	0.0108865380808903	0.0133332713253281	0.00015946765141738	0.00016065306542114	0.0014190736338687302	0.0002944796393757	0.0313172364331819	0.0292694726656991	0.0306263336262081	0.007198560287942409	0.00020130233860803	0.00252188517470565	0.0020686420764464398	0.00235824482679577	0.00265045988402289	0.00258780730211713	0.00246889162740613	0.00247802870449014	0.00226069831697378	0.00235433499892341	0.0023661861450004896	0.00253217978476472	0.00216481415944434	0.0021128294061909603
Candidatus Melainabacteria	2.1073749694430597e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.10720023384069e-06	0.0	0.0	0.0	0.0	0.0	0.0002450231395448	9.02375955891863e-06	1.27967091517411e-05	6.58880890806964e-05	2.43502738188291e-05	6.61200740544829e-05	0.0	6.21154021351134e-06	0.00107889413351315	0.00119641076769691	0.00050032051783173	0.0003785703096444	0.00111945921508687	0.00045452212862975996	0.0014835415252109	5.69527326490652e-06	1.2852245233691301e-05	7.66256954638016e-05	0.0	0.00023906287353573998	0.0007256894049346799	0.00050207104305259	0.00010906909527185	2.62568267749615e-05	1.5729013563652698e-05	1.45422993071806e-05	1.50501633521576e-05	1.36420729324708e-05	1.87522268269357e-05	2.02853129263085e-05	1.57836223215933e-05	1.27363285463312e-05	1.4152292823069001e-05	2.33604364633806e-05	1.5267233844404e-05	1.5059576761351999e-05	3.923545786798449e-06
Candidatus Margulisbacteria	0.0	0.0	0.0	0.0	0.0	1.66236115128484e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.40491037383924e-05	2.00527990198192e-06	4.65334878245129e-06	8.23601113508705e-06	4.13954654920095e-05	0.0	0.0	4.14102680900756e-06	0.00026972353337828	0.0003988035892323	9.38100970934505e-05	0.0001435956346927	0.00036597705108608997	0.00011729603319477	4.1855403532596097e-05	1.1390546529813e-06	4.28408174456377e-06	1.62669074168964e-05	0.0	0.00047812574707147996	0.00024189646831156	0.00037655328228944	5.45345476359274e-05	0.0	5.24300452121757e-06	3.6355748267951597e-06	4.630819492971569e-06	9.74433780890769e-06	8.20409923678437e-06	8.45221371929522e-06	5.91885837059748e-06	4.7761232048741895e-06	6.065268352743879e-06	8.289187132167321e-06	3.816808461101e-06	4.8405782447202695e-06	3.923545786798449e-06
Deinococcota	0.00019387849718876	0.00017008864159781	0.00018052223335118998	0.00013164476975329	0.00018020219296906002	0.0002410423669363	0.00022573962925585	7.22277490835253e-05	0.0	7.3536054727633e-05	2.8083238719564802e-05	0.00029783059579936	6.08960128612379e-05	9.24257747356154e-05	0.0	7.29554242357919e-05	0.00019721485027821998	0.00016561829205324	0.00158576773458213	0.00946291585745267	7.910692930167191e-05	8.236011135087049e-05	0.00036768913466431	0.0	0.0005510742503668	0.00033749368493411	0.0021577882670263	0.00203389830508475	0.00035960537219156	0.00033940786381912003	0.0020021097500592	0.00033722609543498	0.00039995163375591	3.41716395894391e-06	1.0710204361409401e-05	2.48284376363156e-05	0.00024917507947174	0.00071718862060722	0.00096758587324625	0.00075310656457888	0.00014178982385341002	0.0001312841338748	0.00202379974518998	0.00178021980685403	0.00203524516716101	0.00226068637166658	0.0024342734449715898	0.00228378814695357	0.0023527462023125	0.00208398175839344	0.00213699621628343	0.00210997490636986	0.0023364320365454	0.00211855974510591	0.0007082000145171099
Armatimonadota	3.3717999511089e-05	3.12806697191387e-05	1.7469893550115303e-05	1.43612476094507e-05	1.5271372285513598e-05	2.3273056117987697e-05	1.77050689612436e-05	5.45115087422832e-06	0.0	1.05051506753761e-05	2.0059456228260602e-06	4.75914869576298e-05	7.75040163688483e-06	4.0185119450267605e-06	0.0	0.0	2.04015362356785e-05	1.29896699649604e-05	0.00060842824538654	9.02375955891863e-05	3.9553464650836e-05	0.00017295623383681999	6.818076669272149e-05	0.0	3.0997926583133e-05	5.59038619216021e-05	0.00013486176668914	3.98803589232303e-05	0.00014071514564017	0.00016970393190956002	4.3056123657187106e-05	0.00016128204564281	6.97590058876601e-05	1.1390546529813e-06	0.0	1.3698448351070698e-05	2.26522799519772e-05	0.00071718862060722	0.00048379293662312	0.00062758880381574	1.09069095271855e-05	8.75227559165383e-06	0.00056100148377027	0.00046898915265657	0.0005857986658609	0.00061973988464652	0.0007090685768935	0.00062123770836819	0.00058596697868915	0.00053890590161663	0.00052565659057113	0.00051392960219437	0.00065485528025461	0.0005588178662515901	0.00014320942121814
Mycoplasmatota	2.1073749694430597e-06	0.0	4.0763084950269e-05	2.3935412682417803e-06	4.58141168565407e-06	3.32472230256968e-06	2.21313362015545e-06	1.36278771855708e-06	0.0	4.20206027015046e-06	1.60475649826085e-05	3.07041851339547e-06	0.0	0.0	0.0	0.0	5.1003840589196405e-06	0.0	0.00034688669193984	0.0001544065524526	0.00024197413668746001	0.00135894183728936	0.0008400844467496	0.00099180111081724	0.00127435920397325	7.039745575312859e-05	0.0337603955945156	0.0329810568295115	0.015072155599681001	0.013732964336066002	0.0332608555251771	0.0144494050891816	0.011975296010715	0.00053877285086015	0.00051516082978379	0.00240621806816776	0.0005889592787514	0.023906287353573995	0.0217706821480406	0.0223421614158403	0.006173310792386979	0.0009277412127153	0.00015029946294156999	0.0001429992765206	0.00015629015788778998	0.00015883270628519	0.00011602940349166002	0.00011917621344206	0.00013810669531393998	0.00015522400415841	0.0001728601480532	0.00016804443004302	0.00011668528723937	0.00011563603584608999	7.062382416237199e-05
