#OTU ID	mgm4754624	mgm4754625	mgm4754626	mgm4754627	mgm4754629	mgm4754630	mgm4754631	mgm4754632	mgm4754633	mgm4754634	mgm4754635	mgm4755556	mgm4766430	mgm4766431	mgm4766432	mgm4766433	mgm4766434	mgm4766435	mgm4766436	mgm4766437	mgm4766438	mgm4766439
habitat	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh	saline_marsh
Candidatus Daviesbacteria	3.06851220628585e-05	2.7629860343615004e-05	2.22912543448043e-05	5.96859156586852e-05	3.07321657130317e-05	4.20076138800158e-05	4.17896866020781e-05	4.94369392810308e-05	2.30321852149907e-05	2.7688383852767402e-05	1.0190598154143e-05	3.74687323428599e-05	5.8529847295628395e-05	0.00013340657615946002	0.00012029420525628	0.00011073507325817	9.56130249882562e-05	7.093174216956559e-05	7.04837534948194e-05	6.095229651629921e-05	3.9065297645013596e-05	8.09282039049988e-05
Candidatus Curtissbacteria	2.81280285576203e-05	1.6326735657590698e-05	1.5126208305402899e-05	4.43381087750233e-05	2.4672302051307103e-05	4.5508248370017104e-05	3.33822940312458e-05	2.8621385899544103e-05	1.45673650077719e-05	1.5821933630152803e-05	1.52858972312145e-05	1.84845746224775e-05	5.8529847295628395e-05	6.27795652515106e-05	5.1554659395550296e-05	0.0001176560153368	3.7413792386709005e-05	5.5885615042688e-05	4.69891689965463e-05	7.20345322465354e-05	4.88316220562671e-05	5.5371928987630795e-05
Candidatus Shapirobacteria	3.06851220628585e-05	8.79131920024113e-06	1.19417433990023e-05	4.09274850230984e-05	2.55379968601249e-05	2.97553931650112e-05	4.72297641479108e-05	2.60194417268583e-05	1.3386227304439e-05	1.42397402671375e-05	1.0190598154143e-05	2.24812394057159e-05	3.21914160125956e-05	3.92372282821941e-05	5.1554659395550296e-05	4.15256524718145e-05	6.23563206445149e-05	3.4391147718577194e-05	4.69891689965463e-05	5.5411178651181104e-05	3.2554414704178e-05	5.5371928987630795e-05
Candidatus Beckwithbacteria	2.30138415471439e-05	1.8838541143373897e-05	2.6271835477805103e-05	3.9222173147136e-05	2.42394546468982e-05	2.53796000525095e-05	2.59640064687468e-05	5.0737911367373704e-05	1.0630239329995698e-05	1.34486435856299e-05	1.1889031179833501e-05	1.7485408426667903e-05	2.0485446553469896e-05	6.27795652515106e-05	3.43697729303668e-05	0.00012457695741544	4.1570880429676596e-05	4.2988934648221505e-05	3.52418767474097e-05	2.21644714604724e-05	1.30217658816712e-05	0.00011074385797526
Candidatus Amesbacteria	5.11418701047641e-06	2.1350346629157002e-05	1.19417433990023e-05	2.3874366263474104e-05	1.2552574727858e-05	2.2754124185008498e-05	2.00293764187475e-05	1.43106929497721e-05	8.07110763944118e-06	1.34486435856299e-05	8.49216512845249e-06	1.09908281539056e-05	5.5603354930847e-05	6.27795652515106e-05	2.29131819535779e-05	0.00010381413117953	2.9099616300773602e-05	3.0092254253755103e-05	2.93682306228414e-05	3.878782505582679e-05	9.76632441125341e-06	4.2593791528946706e-05
Candidatus Chisholmbacteria	5.11418701047641e-06	5.02361097156636e-06	6.36892981280123e-06	1.4495150945680701e-05	1.03883377058135e-05	1.05019034700039e-05	9.6437738312488e-06	1.9514581295143697e-05	5.70883223277547e-06	5.9332251113073e-06	5.09529907707149e-06	6.99416337066718e-06	8.77947709434426e-06	0.0	2.29131819535779e-05	2.07628262359072e-05	8.31417608593532e-06	2.36439140565219e-05	5.87364612456829e-06	1.10822357302362e-05	6.51088294083561e-06	1.2778137458684e-05
Candidatus Collierbacteria	1.53425610314292e-05	1.00472219431327e-05	1.4330092078802802e-05	2.8990301891361402e-05	2.8135081286578303e-05	4.11324552575154e-05	2.6705835224996698e-05	2.0815553381486603e-05	1.3583083588327802e-05	1.50308369486452e-05	1.6984330256905e-05	1.79849915245727e-05	3.21914160125956e-05	4.7084673938633e-05	4.00980684187613e-05	1.3841884157271499e-05	3.7413792386709005e-05	3.4391147718577194e-05	2.34945844982731e-05	3.878782505582679e-05	2.60435317633424e-05	2.98156540702627e-05
Candidatus Woykebacteria	1.0228374020952802e-05	1.25590274289159e-05	1.75145569852034e-05	2.47270222014553e-05	1.47168117499025e-05	2.2754124185008498e-05	1.75566138979145e-05	2.73204138132012e-05	8.4648202072188e-06	9.09761183733786e-06	1.6984330256905002e-06	1.248957744762e-05	2.63384312830328e-05	1.5694891312877697e-05	2.86414774419724e-05	2.7683768314542998e-05	3.7413792386709005e-05	3.0092254253755103e-05	1.17472922491366e-05	3.878782505582679e-05	4.55761805858492e-05	4.68531706818414e-05
Candidatus Pacebacteria	4.09134960838113e-05	2.6373957600723397e-05	5.015532227580971e-05	7.16230987904223e-05	4.15533508232541e-05	7.52636415350282e-05	9.248131827915509e-05	8.976707395766121e-05	3.7205837654984994e-05	3.75770923716129e-05	2.7174928411048003e-05	4.49624788114319e-05	8.486827857866121e-05	0.00013340657615946002	0.00018330545562862	7.61303628649932e-05	0.00015796934563276998	8.167897583162091e-05	7.635739961938771e-05	0.0001551513002233	8.46414782308629e-05	0.0004727910859713
Candidatus Blackburnbacteria	2.55709350523821e-06	3.7677082286747703e-06	3.18446490640062e-06	1.4495150945680701e-05	3.895626639680069e-06	8.75158622500328e-06	5.19280129374935e-06	9.10680460440041e-06	3.34655682610976e-06	3.955483407538201e-06	3.3968660513810003e-06	2.99749858742879e-06	8.77947709434426e-06	7.84744565643883e-06	5.7282954883944704e-06	6.920942078635741e-06	0.0	8.59778692964431e-06	5.87364612456829e-06	1.10822357302362e-05	2.60435317633424e-05	2.1296895764473397e-05
Candidatus Microgenomates	1.0228374020952802e-05	6.27951371445795e-06	2.38834867980046e-06	3.41062375192487e-06	5.62701625731566e-06	4.37579311250164e-06	6.67645880624917e-06	7.80583251805749e-06	2.55913169055452e-06	2.3732900445229197e-06	0.0	4.995830979047979e-07	5.85298472956284e-06	1.5694891312877697e-05	5.7282954883944704e-06	6.920942078635741e-06	8.31417608593532e-06	8.59778692964431e-06	0.0	0.0	0.0	8.518758305789349e-06
Candidatus Gracilibacteria	7.67128051571462e-06	1.25590274289159e-06	6.36892981280123e-06	1.3642495007699499e-05	4.76132144849787e-06	5.2509517350019695e-06	1.18692600999985e-05	5.20388834537166e-06	3.93712567777619e-06	5.53767677055348e-06	1.6984330256905002e-06	7.99332956647677e-06	8.77947709434426e-06	5.49321195950718e-05	3.43697729303668e-05	1.3841884157271499e-05	3.7413792386709005e-05	1.7195573859288597e-05	1.17472922491366e-05	1.10822357302362e-05	3.2554414704178e-06	1.2778137458684e-05
candidate division NC10	0.00011762630124095	0.00013940520446096001	0.00010986403927082	0.00020122680136356	0.00017833313061646	0.0002905526626701	0.00020820660425414	0.00026669927770028997	0.00010059356106718001	0.00014714398276042	0.00017663703467181002	0.00014737701388191002	0.00022241341972338	0.00033744016322687	0.00024631670600096	0.00057443819252676	0.00024526819453509	0.00033531369025612	0.00028780866010384	0.00024380918606519	0.00012370677587587	0.00034500971138446004
Candidatus Rokubacteria	0.00076201386456098	0.00082638400482266	0.0005652425208861	0.00092768966052356	0.0009539956793172	0.0010956985953704099	0.00098094489201446	0.00134780708145126	0.00061871930026252	0.00077804358626276	0.00090356636966734	0.00082081502985758	0.00109158165206347	0.00144393000078474	0.00097953852851545	0.00225622711763525	0.00104342909878488	0.00148741713882847	0.00146841153114207	0.00135757387695394	0.00074875153819609	0.00180171738167445
Candidatus Handelsmanbacteria	0.00014575432979857	0.00011177534411735	8.91650173792172e-05	0.00016541525196835	0.00014760096490343	0.00015927886929506	0.00014515115997289	0.00025629150100955	8.89790403177418e-05	0.00010165592357373	0.0001239856108754	0.00012039952659505	0.00017558954188688002	0.0002432708153496	0.00016612056916344	0.00076822457072856	0.00015796934563276998	0.0002536347144245	0.00015271479923877	0.00024380918606519	0.0001464948661688	0.00038760350291341
Candidatus Schekmanbacteria	2.81280285576203e-05	8.79131920024113e-06	3.18446490640062e-05	9.37921531779339e-05	1.6448201367538098e-05	4.28827725025161e-05	5.39062229541599e-05	3.90291625902875e-05	9.055389058885229e-06	1.7008578652414302e-05	1.1889031179833501e-05	3.3472067559621506e-05	7.90152938490983e-05	0.00017264380444165	9.16527278143116e-05	7.61303628649932e-05	7.06704967304503e-05	6.233395523992121e-05	4.1115522871978e-05	3.3246707190708696e-05	2.60435317633424e-05	8.94469622107881e-05
Candidatus Aminicenantes	0.00032986506217572	0.00029011353360795	0.00023883486798004	0.00052012012216854	0.00039129405358564	0.0005513499321752	0.00044410814874161	0.00045273828604733	0.0001864229008427	0.00030457222238044	0.00031081324370136	0.00031873401646326	0.00038922348451592	0.00058071097857647	0.0004983617074903099	0.0010796669642671802	0.00047390803689830997	0.00069212184783636	0.00064610107370251	0.00042666607561409	0.0002929897323376	0.0008050226598970901
Candidatus Glassbacteria	6.648443113619339e-05	4.39565960012057e-05	4.6970857369409104e-05	0.00012789839069718	6.83898898966057e-05	9.45171312300354e-05	9.866322458123771e-05	0.00010407776690743	2.77567360283221e-05	6.01233477945807e-05	6.11435889248579e-05	9.092412381867329e-05	0.00012876566405038	0.0001020167935337	0.00010883761427949	0.00026299579898815	5.81992326015473e-05	0.0001375645908743	9.98519841176609e-05	0.00011082235730236001	4.55761805858492e-05	0.00024278461171498998
candidate division WWE3	7.4155711651908e-05	5.02361097156636e-05	5.97087169950115e-05	0.00014154088570488	4.5448977462934204e-05	0.00010064324158753	8.92667270020722e-05	0.0001092816552528	3.42529933966528e-05	6.091444447608829e-05	5.265142379640539e-05	5.795163935695661e-05	0.00010242723276735	0.00011771168484658001	0.0001031093187911	0.00017994449404452	0.0001538122575898	8.167897583162091e-05	4.69891689965463e-05	0.00014406906449307	6.51088294083561e-05	0.00029389716154972997
Candidatus Peregrinibacteria	0.00017643945186143	0.00020471214709132	0.00016718440758603	0.00026858662046408	0.00017270611435915	0.00019866100730756998	0.00021438851055622	0.00020165067338315	0.00011161751296495	0.00014200185433062	0.00011209657969557	0.00014537868149029	0.00020192797316991002	0.00040806717413481	0.00036661091125724	0.0003875727564036	0.0004240229803827	0.00034606092391818	0.00039940793647063997	0.00034354930763732004	0.00019207104675465	0.00037908474460762
Candidatus Doudnabacteria	3.83564025785731e-05	4.01888877725309e-05	2.70679517044052e-05	5.2012012216854294e-05	3.15978605218495e-05	5.7760469085021703e-05	4.1295134097911496e-05	5.85437438854312e-05	2.65755983249893e-05	2.6501738830506e-05	2.5476495385357503e-05	2.74770703847639e-05	5.8529847295628395e-05	0.00010986423919014	0.0001031093187911	0.00015918166780862	7.48275847734179e-05	7.738008236679879e-05	4.69891689965463e-05	2.7705589325590504e-05	2.60435317633424e-05	0.00011074385797526
Candidatus Berkelbacteria	2.30138415471439e-05	3.2653471315181396e-05	3.0252416610805798e-05	6.48018512865725e-05	1.99109806028093e-05	3.5881503522513504e-05	5.44007754583265e-05	5.0737911367373704e-05	1.653592784666e-05	3.32260606233209e-05	2.2079629333976503e-05	3.09741520700975e-05	7.31623091195355e-05	4.7084673938633e-05	6.30112503723392e-05	0.0001176560153368	9.14559369452886e-05	6.66328487047434e-05	9.39783379930926e-05	8.86578858418897e-05	7.16197123491917e-05	0.00010222509966947
Candidatus Gribaldobacteria	7.67128051571462e-06	1.25590274289159e-06	3.98058113300077e-06	9.37921531779339e-06	4.76132144849787e-06	4.37579311250164e-06	4.69824878958275e-06	7.80583251805749e-06	9.84281419444046e-07	3.5599350667843804e-06	1.6984330256905002e-06	6.4945802727623805e-06	1.4632461823907099e-05	1.5694891312877697e-05	2.29131819535779e-05	0.0	2.0785440214838298e-05	1.28966803944665e-05	5.87364612456829e-06	0.0	1.6277207352089e-05	2.98156540702627e-05
Candidatus Saccharibacteria	6.904152464143161e-05	9.67045112026525e-05	0.00011304850417722	0.00015944666040248	6.492711066133461e-05	6.82623725550256e-05	7.4430151877074e-05	8.326221352594659e-05	7.20493999033042e-05	7.831857146925642e-05	6.623888800192939e-05	7.4437881587815e-05	9.0721263308224e-05	0.00021188103272384	0.00018903375111701	0.00015918166780862	0.00020785440214838	0.00017840407879011	0.00017620938373703998	0.00012190459303258998	0.00028973429086718	0.00011074385797526
Candidatus Eisenbacteria	0.00013808304928286002	0.00015070832914698999	0.00011782520153681999	0.00022851179137896	0.00024152885166016	0.00022141513149258	0.00025964006468746003	0.00024198080805978	0.00010256212390607	0.00013883746760459	0.00016474800349197	0.00031873401646326	0.0001726630495221	0.0002432708153496	0.00018903375111701	0.0003875727564036	0.00020785440214838	0.00024288748076245	0.00022907219885816	0.00019393912527913	0.00012696221734629	0.00030667529900841
Candidatus Desantisbacteria	1.78996545366674e-05	2.7629860343615004e-05	3.58252301970069e-05	5.0306700340891795e-05	1.6448201367538098e-05	2.45044414300092e-05	3.7585990316662e-05	2.8621385899544103e-05	1.7323352982215197e-05	2.01729653784448e-05	1.3587464205524001e-05	2.64779041889543e-05	6.14563396604098e-05	7.06270109079495e-05	6.873954586073371e-05	0.00010381413117953	0.00010808428911715	4.51383813806326e-05	4.69891689965463e-05	2.21644714604724e-05	3.2554414704178e-05	5.5371928987630795e-05
Candidatus Edwardsbacteria	1.78996545366674e-05	2.6373957600723397e-05	2.3087370571404503e-05	5.3717324092816705e-05	3.72248767791651e-05	4.02572966350151e-05	4.4509725374994395e-05	5.0737911367373704e-05	2.02761972405474e-05	3.75770923716129e-05	4.0762392616572e-05	4.49624788114319e-05	4.68238778365027e-05	5.49321195950718e-05	9.16527278143116e-05	9.689318910090041e-05	4.9885056515611893e-05	6.878229543715451e-05	8.2231045743956e-05	3.3246707190708696e-05	3.9065297645013596e-05	7.24094455992095e-05
Candidatus Lindowbacteria	3.83564025785731e-05	4.27006932583141e-05	3.82135788768074e-05	5.8833259720704006e-05	4.50161300585253e-05	4.63834069925174e-05	6.0582681760409103e-05	5.33398555400595e-05	3.0119011434987798e-05	4.43014141644279e-05	3.396866051381e-05	4.29641464198127e-05	5.26768625660656e-05	7.06270109079495e-05	5.72829548839447e-05	0.00014533978365135	4.1570880429676596e-05	0.00010102399642331999	4.69891689965463e-05	5.5411178651181104e-05	6.83642708787739e-05	0.00011500323712815
Candidatus Ratteibacteria	5.11418701047641e-06	7.535416457349541e-06	4.77669735960092e-06	1.1937183131737e-05	7.35840587495125e-06	9.62674484750361e-06	8.90194507499889e-06	3.90291625902875e-06	1.96856283888809e-06	3.1643867260305597e-06	0.0	4.49624788114319e-06	2.92649236478142e-06	3.13897826257553e-05	1.71848864651834e-05	6.920942078635741e-06	2.0785440214838298e-05	2.14944673241108e-05	1.17472922491366e-05	0.0	3.2554414704178e-06	4.68531706818414e-05
Candidatus Dadabacteria	1.53425610314292e-05	1.3814930171807502e-05	2.14951381182042e-05	5.3717324092816705e-05	4.45832826541164e-05	6.038594495252261e-05	4.62406591395776e-05	0.00022506817093732002	1.22050896011062e-05	3.36216089640747e-05	2.5476495385357503e-05	2.94754027763831e-05	6.438283202519129e-05	0.00010986423919014	6.30112503723392e-05	0.00026991674106679	2.0785440214838298e-05	4.94372748454548e-05	4.1115522871978e-05	4.9870060786063e-05	3.5809856174595795e-05	0.00025556274917368
Candidatus Firestonebacteria	3.06851220628585e-05	2.00944438862654e-05	1.5126208305402899e-05	3.41062375192487e-05	1.03883377058135e-05	1.6628013827506198e-05	2.6458558972913396e-05	1.43106929497721e-05	9.84281419444046e-06	1.9777417037691e-05	3.3968660513810003e-06	7.4937464685719805e-06	9.0721263308224e-05	0.00018833869575453	0.00019476204660541	3.46047103931787e-05	9.56130249882562e-05	2.7942807521344e-05	5.87364612456829e-06	0.00017731577168377	2.60435317633424e-05	4.68531706818414e-05
Candidatus Raymondbacteria	2.0456748041905605e-05	2.00944438862654e-05	2.38834867980046e-05	2.55796781394365e-05	1.16868799190402e-05	3.32560276550125e-05	3.14040840145794e-05	2.60194417268583e-05	1.1417664465550901e-05	1.2261998563368401e-05	1.1889031179833501e-05	1.99833239161919e-05	7.31623091195355e-05	8.63219022208271e-05	3.43697729303668e-05	1.3841884157271499e-05	4.1570880429676596e-05	3.8690041183399394e-05	1.17472922491366e-05	2.7705589325590504e-05	1.9532648822506798e-05	2.98156540702627e-05
Candidatus Riflebacteria	2.30138415471439e-05	1.13031246860243e-05	2.14951381182042e-05	3.32535815812675e-05	1.6448201367538098e-05	3.41311862775128e-05	3.2393189022912604e-05	2.9922357985887105e-05	9.25224534277404e-06	1.3844191926383701e-05	3.3968660513810003e-06	2.1981656307811102e-05	6.438283202519129e-05	3.13897826257553e-05	5.72829548839447e-05	4.8446594550450203e-05	4.57279684726443e-05	4.7287828113043704e-05	3.52418767474097e-05	3.878782505582679e-05	3.5809856174595795e-05	2.98156540702627e-05
Candidatus Wallbacteria	1.53425610314292e-05	7.535416457349541e-06	1.19417433990023e-05	2.8990301891361402e-05	1.3851116941084698e-05	1.92534896950072e-05	1.78038901499978e-05	1.5611665036115e-05	7.48053878777475e-06	9.49316017809169e-06	1.6984330256905002e-06	9.49207886019117e-06	1.17059694591257e-05	1.5694891312877697e-05	2.86414774419724e-05	4.15256524718145e-05	8.31417608593532e-06	2.14944673241108e-05	1.17472922491366e-05	1.66233535953543e-05	2.27880902929246e-05	4.2593791528946706e-05
candidate division CPR1	1.0228374020952802e-05	7.535416457349541e-06	9.55339471920185e-06	2.04637425115492e-05	3.46277923527118e-06	4.37579311250164e-06	7.17101131041577e-06	2.60194417268583e-06	3.93712567777619e-06	3.5599350667843804e-06	1.6984330256905002e-06	7.99332956647677e-06	0.0	1.5694891312877697e-05	1.71848864651834e-05	1.3841884157271499e-05	1.66283521718706e-05	1.07472336620554e-05	0.0	0.0	3.2554414704178e-06	1.7037516611578697e-05
Candidatus Coatesbacteria	1.0228374020952802e-05	3.51652768009645e-05	1.91067894384037e-05	4.86013884649294e-05	3.59263345659385e-05	5.16343587275194e-05	3.95642003333284e-05	5.59417997127454e-05	1.9291915821103302e-05	2.29418037637216e-05	2.3778062359667003e-05	3.59699830491455e-05	1.75589541886885e-05	5.49321195950718e-05	5.1554659395550296e-05	6.92094207863574e-05	3.7413792386709005e-05	6.233395523992121e-05	2.93682306228414e-05	5.5411178651181104e-05	3.9065297645013596e-05	4.2593791528946706e-05
Candidatus Bipolaricaulota	2.0456748041905605e-05	1.50708329146991e-05	7.96116226600154e-06	2.64323340774177e-05	1.2552574727858e-05	2.7129917297510198e-05	1.90402714104143e-05	1.82136092088008e-05	1.1811377033328599e-05	1.62174819709066e-05	1.0190598154143e-05	1.6985825328763097e-05	3.5117908377377e-05	7.84744565643883e-06	5.7282954883944704e-06	4.15256524718145e-05	1.66283521718706e-05	3.8690041183399394e-05	1.76209383737049e-05	5.5411178651181095e-06	9.76632441125341e-06	2.98156540702627e-05
Candidatus Blackallbacteria	1.53425610314292e-05	1.3814930171807502e-05	1.59223245320031e-05	2.55796781394365e-05	1.08211851102224e-05	2.3629282807508897e-05	2.39857964520803e-05	2.21165254678296e-05	1.22050896011062e-05	1.2657546904122198e-05	1.1889031179833501e-05	1.5986659132953502e-05	2.9264923647814198e-05	7.06270109079495e-05	5.1554659395550296e-05	6.92094207863574e-05	7.89846728163856e-05	4.0839487915810497e-05	4.69891689965463e-05	3.3246707190708696e-05	1.30217658816712e-05	9.37063413636828e-05
candidate division CPR2	5.11418701047641e-06	1.25590274289159e-06	9.55339471920185e-06	1.1084527193755801e-05	1.73138961763559e-06	6.1261103575023e-06	8.160116318748981e-06	6.50486043171458e-06	3.34655682610976e-06	4.746580089045839e-06	0.0	7.4937464685719805e-06	1.75589541886885e-05	2.35423369693165e-05	5.7282954883944704e-06	4.15256524718145e-05	8.31417608593532e-06	1.50461271268775e-05	5.87364612456829e-06	5.5411178651181095e-06	9.76632441125341e-06	2.5556274917368e-05
Candidatus Fraserbacteria	1.0228374020952802e-05	7.535416457349541e-06	3.98058113300077e-06	1.87584306355868e-05	1.08211851102224e-05	1.6628013827506198e-05	1.18692600999985e-05	7.80583251805749e-06	6.889969936108321e-06	9.49316017809169e-06	8.49216512845249e-06	9.99166195809597e-06	1.17059694591257e-05	3.13897826257553e-05	1.71848864651834e-05	4.15256524718145e-05	2.4942528257806e-05	1.7195573859288597e-05	1.17472922491366e-05	1.10822357302362e-05	1.6277207352089e-05	5.1112549834736105e-05
Candidatus Fischerbacteria	5.11418701047641e-06	8.79131920024113e-06	1.4330092078802802e-05	3.0695613767323806e-05	6.49271106613346e-06	2.0128648317507502e-05	1.65675088895813e-05	1.30097208634292e-05	4.330838245553799e-06	7.910966815076401e-06	8.49216512845249e-06	1.09908281539056e-05	1.75589541886885e-05	5.49321195950718e-05	4.58263639071558e-05	1.3841884157271499e-05	4.57279684726443e-05	2.14944673241108e-05	2.34945844982731e-05	2.21644714604724e-05	1.6277207352089e-05	5.1112549834736105e-05
Candidatus Sumerlaeota	2.0456748041905605e-05	1.50708329146991e-05	5.572813586201081e-06	2.04637425115492e-05	1.77467435807648e-05	2.45044414300092e-05	2.29966914437471e-05	2.21165254678296e-05	8.4648202072188e-06	1.2261998563368401e-05	1.0190598154143e-05	1.6985825328763097e-05	1.4632461823907099e-05	2.35423369693165e-05	3.43697729303668e-05	7.61303628649932e-05	1.2471264128903e-05	4.0839487915810497e-05	3.52418767474097e-05	2.21644714604724e-05	1.30217658816712e-05	2.98156540702627e-05
candidate division WOR-3	2.55709350523821e-06	3.7677082286747703e-06	3.18446490640062e-06	5.96859156586852e-06	5.19416885290677e-06	6.1261103575023e-06	7.418287562499071e-06	1.0407776690743302e-05	2.55913169055452e-06	4.35103174829202e-06	0.0	7.99332956647677e-06	1.75589541886885e-05	0.0	1.71848864651834e-05	0.0	8.31417608593532e-06	2.14944673241108e-06	0.0	1.10822357302362e-05	0.0	4.25937915289467e-06
Candidatus Wirthbacteria	2.0456748041905605e-05	5.02361097156636e-06	6.36892981280123e-06	6.82124750384974e-06	5.19416885290677e-06	1.40025379600053e-05	1.0632878839582001e-05	3.90291625902875e-06	3.34655682610976e-06	6.72432179281494e-06	3.3968660513810003e-06	9.99166195809597e-06	8.77947709434426e-06	7.84744565643883e-06	1.14565909767889e-05	2.07628262359072e-05	1.2471264128903e-05	1.50461271268775e-05	2.93682306228414e-05	0.0	9.76632441125341e-06	8.518758305789349e-06
Candidatus Abawacabacteria	2.0456748041905605e-05	1.00472219431327e-05	1.19417433990023e-05	2.81376459533802e-05	4.1986198227663e-05	1.75031724500066e-05	4.40151728708278e-05	2.9922357985887105e-05	5.11826338110904e-06	2.1359610400706302e-05	5.09529907707149e-06	9.991661958095971e-05	2.9264923647814198e-05	3.13897826257553e-05	4.00980684187613e-05	7.61303628649932e-05	3.7413792386709005e-05	3.4391147718577194e-05	1.76209383737049e-05	3.3246707190708696e-05	0.0	5.1112549834736105e-05
Candidatus Absconditabacteria	1.0228374020952802e-05	7.535416457349541e-06	4.77669735960092e-06	1.1937183131737e-05	4.32847404408897e-06	6.1261103575023e-06	2.00293764187475e-05	1.0407776690743302e-05	5.31511966499785e-06	7.910966815076401e-06	1.6984330256905002e-06	4.99583097904798e-06	1.4632461823907099e-05	3.13897826257553e-05	2.29131819535779e-05	6.920942078635741e-06	8.31417608593532e-06	1.07472336620554e-05	2.34945844982731e-05	5.5411178651181095e-06	3.2554414704178e-06	2.1296895764473397e-05
candidate division CPR3	0.0	2.51180548578318e-06	2.38834867980046e-06	1.70531187596244e-06	4.32847404408897e-07	4.37579311250164e-06	4.20369628541614e-06	2.60194417268583e-06	3.93712567777619e-06	4.35103174829202e-06	1.6984330256905002e-06	1.99833239161919e-06	2.0485446553469896e-05	0.0	5.7282954883944704e-06	0.0	2.0785440214838298e-05	6.4483401972332294e-06	0.0	0.0	3.2554414704178e-06	8.518758305789349e-06
Candidatus Delongbacteria	5.11418701047641e-06	3.7677082286747703e-06	7.165046039401379e-06	1.4495150945680701e-05	2.59708442645338e-06	6.1261103575023e-06	5.19280129374935e-06	3.90291625902875e-06	1.77170655499928e-06	3.5599350667843804e-06	5.09529907707149e-06	6.4945802727623805e-06	8.77947709434426e-06	7.84744565643883e-06	1.14565909767889e-05	6.920942078635741e-06	8.31417608593532e-06	8.59778692964431e-06	5.87364612456829e-06	1.10822357302362e-05	6.51088294083561e-06	4.25937915289467e-06
Candidatus Calescamantes	2.55709350523821e-06	0.0	7.961162266001541e-07	2.55796781394365e-06	8.65694808817794e-07	8.751586225003281e-07	2.4727625208330197e-07	2.60194417268583e-06	3.9371256777761896e-07	7.910966815076399e-07	1.6984330256905002e-06	1.4987492937144e-06	0.0	0.0	5.7282954883944704e-06	0.0	0.0	4.298893464822149e-06	0.0	0.0	3.2554414704178e-06	4.25937915289467e-06
Planctomycetota	0.0121871076459653	0.0155769617200844	0.011613743513642999	0.00973733081174551	0.00750081267100178	0.00868769964556076	0.00994891272631959	0.008190920255615	0.008677818706386491	0.00887847805656025	0.00452122871438811	0.00742580316725692	0.0209712442860237	0.0189280389233305	0.0179352931741631	0.0221400937095557	0.0183535437097022	0.0245531300243317	0.0310950825834645	0.0197596263070112	0.0207632056983247	0.0191075748798855
Candidatus Omnitrophica	0.00058301731919431	0.00046091630664120994	0.0005206600121965	0.0008714143686168	0.00046531095973955994	0.00064586706340524	0.00073218498241865	0.00070512687079786	0.0003165449044932	0.0004453874316888	0.00034478190421517003	0.00057651889498213	0.00085746226288095	0.0010358628266499302	0.0011743005751208698	0.00169563080926576	0.00088130266510914	0.00125097799826325	0.00092803608768178	0.00072034532246535	0.0005078488693851701	0.0013928169829965599
Verrucomicrobiota	0.00345974751258729	0.00328669747814729	0.00322665906641042	0.00169508000470666	0.0015115031361958699	0.00163829694132061	0.0029220634708683802	0.00143757415540892	0.00241227690277347	0.00221348851485838	0.0009290428650527	0.00231856515737617	0.00244654761695727	0.00423762065447697	0.00250326512842838	0.00316287052993654	0.0020536014932260303	0.0070243919215194	0.00624368583041609	0.00298666252929866	0.00243507021987252	0.0035310253177496796
Lentisphaerota	0.00037844983877525	0.00032904651863759	0.00029695135252185	0.00053120464936229	0.00027702233882169	0.00037894368354264	0.0005492005558770099	0.00035256343539893	0.00018937574510103	0.00027055506507561	0.00017154173559474	0.00034171483896688	0.00050920967147196	0.00068272777211017	0.0005842861398162299	0.00086511775982946	0.00045727968472644004	0.00084903145930237	0.0005814909663322599	0.0004931594899955099	0.00033856591292345	0.00077094762667393
Chlamydiota	9.972664670429e-05	0.00012433437154626002	0.00015285431550723	0.00027199724421599997	0.00011254032514631001	0.00021791449700258	0.00015875135383748	0.0010811078037509599	7.00808370644161e-05	0.0001249932756782	5.09529907707149e-05	0.00010691078295161999	0.00033654662194986	0.0006277956525151	0.00064156909470018	0.00033912616185315	0.00081478925642166	0.00026223250135415	0.00026431407560557	0.00052640619718622	0.0001660275149913	0.00049408798173578
Kiritimatiellota	0.00017899654536667	0.00010047221943132	0.00015683489664023	0.00025494412545638	9.47935815655485e-05	0.00012252220715003998	0.00030958986760829	0.00013660206906600003	4.90172146883135e-05	0.00012341108231518998	6.11435889248579e-05	0.00011640286181181001	0.0002194869273586	0.00032959271757042997	0.00017184886465183	0.0002906795673027	0.00012055555324606001	0.00035250926411541	0.00017620938373703998	9.9740121572126e-05	9.11523611716985e-05	0.00123096057518656
Thermodesulfobacteriota	0.0116322183553286	0.00509770923339697	0.008225472853232791	0.026513336391526	0.0158106171408438	0.033290158841289996	0.0301362986701483	0.0330746133510959	0.00288177913984828	0.007649509361838129	0.00787223707407546	0.0161770002932553	0.0307252433378401	0.0360354704543671	0.0488509039250281	0.0400307289828291	0.0293656699355236	0.0245939695122475	0.0099088410121467	0.0117139231668597	0.0104141572638666	0.0575740280096773
