"samples","Pseudomonadota","Actinomycetota","Chloroflexota","Bacillota","Cyanobacteriota","Candidatus Melainabacteria","Candidatus Margulisbacteria","Deinococcota","Armatimonadota","Mycoplasmatota","Thermomicrobiota","Candidatus Kaiserbacteria","Candidatus Nomurabacteria","Candidatus Yanofskybacteria","Candidatus Azambacteria","Candidatus Falkowbacteria","Candidatus Magasanikbacteria","Candidatus Nealsonbacteria","Candidatus Uhrbacteria","Candidatus Giovannonibacteria","Candidatus Moranbacteria","Candidatus Zambryskibacteria","Candidatus Staskawiczbacteria","Candidatus Wolfebacteria","Candidatus Harrisonbacteria","Candidatus Taylorbacteria","Candidatus Buchananbacteria","Candidatus Portnoybacteria","Candidatus Adlerbacteria","Candidatus Sungbacteria","Candidatus Jorgensenbacteria","Candidatus Liptonbacteria","Candidatus Tagabacteria","Candidatus Ryanbacteria","Candidatus Wildermuthbacteria","Candidatus Komeilibacteria","Candidatus Kuenenbacteria","Candidatus Lloydbacteria","Candidatus Kerfeldbacteria","Candidatus Terrybacteria","Candidatus Yonathbacteria","Candidatus Niyogibacteria","Candidatus Campbellbacteria","Candidatus Colwellbacteria","Candidatus Vogelbacteria","Candidatus Spechtbacteria","Candidatus Brennerbacteria","Candidatus Andersenbacteria","Candidatus Parcubacteria","Candidatus Woesebacteria","Candidatus Gottesmanbacteria","Candidatus Roizmanbacteria","Candidatus Levybacteria","Candidatus Daviesbacteria","Candidatus Curtissbacteria","Candidatus Shapirobacteria","Candidatus Beckwithbacteria","Candidatus Amesbacteria","Candidatus Chisholmbacteria","Candidatus Collierbacteria","Candidatus Woykebacteria","Candidatus Pacebacteria","Candidatus Blackburnbacteria","Candidatus Microgenomates","Candidatus Gracilibacteria","candidate division NC10","Candidatus Rokubacteria","Candidatus Handelsmanbacteria","Candidatus Schekmanbacteria","Candidatus Aminicenantes","Candidatus Glassbacteria","candidate division WWE3","Candidatus Peregrinibacteria","Candidatus Doudnabacteria","Candidatus Berkelbacteria","Candidatus Gribaldobacteria","Candidatus Saccharibacteria","Candidatus Eisenbacteria","Candidatus Desantisbacteria","Candidatus Edwardsbacteria","Candidatus Lindowbacteria","Candidatus Ratteibacteria","Candidatus Dadabacteria","Candidatus Firestonebacteria","Candidatus Raymondbacteria","Candidatus Riflebacteria","Candidatus Wallbacteria","candidate division CPR1","Candidatus Coatesbacteria","Candidatus Bipolaricaulota","Candidatus Blackallbacteria","candidate division CPR2","Candidatus Fraserbacteria","Candidatus Fischerbacteria","Candidatus Sumerlaeota","candidate division WOR-3","Candidatus Wirthbacteria","Candidatus Abawacabacteria","Candidatus Absconditabacteria","candidate division CPR3","Candidatus Delongbacteria","Candidatus Calescamantes","Planctomycetota","Candidatus Omnitrophica","Verrucomicrobiota","Lentisphaerota","Chlamydiota","Kiritimatiellota","Thermodesulfobacteriota","Nitrospirota","Campylobacterota","Bacteroidota","Ignavibacteriota","Chlorobiota","Balneolota","Gemmatimonadota","candidate division Zixibacteria","Candidatus Marinimicrobia","Candidatus Hydrogenedentes","Fibrobacterota","Candidatus Cloacimonetes","Elusimicrobiota","Acidobacteriota","Myxococcota","Nitrospinota","Candidatus Tectomicrobia","Spirochaetota","Bdellovibrionota","Synergistota","Caldisericota","Fusobacteriota","Thermotogota","Atribacterota","Chrysiogenota","Aquificota","Calditrichota","Deferribacterota","Dictyoglomota","Coprothermobacterota","Nitrososphaerota","Candidatus Bathyarchaeota","Thermoproteota","Candidatus Korarchaeota","Euryarchaeota","Candidatus Woesearchaeota","Nanoarchaeota","Candidatus Micrarchaeota","Candidatus Diapherotrites","Candidatus Altiarchaeota","Candidatus Aenigmarchaeota","Candidatus Nanohaloarchaeota","Candidatus Thermoplasmatota","Candidatus Heimdallarchaeota","Candidatus Lokiarchaeota","Candidatus Odinarchaeota"
"mgm4553179",0.463735818476499,0.36871961102107,0.00222852512155592,0.00283630470016207,0.00810372771474878,0,0,0.00263371150729335,0.00283630470016207,0,0.00405186385737439,0.00303889789303079,0,0,0,0,0,0,0,0,0.00040518638573743,0,0.0010129659643436,0,0,0,0.00020259319286872,0,0,0.00020259319286872,0,0,0,0,0,0,0,0,0,0,0.00020259319286872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040518638573743,0.00081037277147487,0,0.00040518638573743,0,0,0,0.00020259319286872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00060777957860615,0,0,0,0,0,0,0,0,0,0,0,0,0.044773095623987,0,0.00162074554294976,0.00040518638573743,0,0,0.00182333873581848,0.00020259319286872,0,0.070097244732577,0,0,0,0.00020259319286872,0,0,0,0,0,0.00020259319286872,0.010129659643436,0.00628038897893031,0,0,0,0.00020259319286872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141815235008104,0,0,0,0,0,0,0,0,0,0,0
"mgm4553184",0.449786126092617,0.437046680305003,0.0006509205876883,0.00790403570764367,0.00111586386460852,0,0,0.0013018411753766,9.29886553840431e-05,0,0.00018597731076808,9.29886553840431e-05,0,0,0,0.00027896596615212,0,0,0,0,0,9.29886553840431e-05,9.29886553840431e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.29886553840431e-05,0,0,0,0,0,0,0,0,9.29886553840431e-05,0,0,0,9.29886553840431e-05,9.29886553840431e-05,0,0,9.29886553840431e-05,0,0,0,0,0,0,0,0,0,9.29886553840431e-05,0.00111586386460852,9.29886553840431e-05,0,9.29886553840431e-05,9.29886553840431e-05,0,0,0,0,0,0.00037195462153617,0,0,0,0.00027896596615212,0,0,9.29886553840431e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00901989957225218,0.00055793193230425,0.00204575041844895,9.29886553840431e-05,0.00018597731076808,9.29886553840431e-05,0.0013018411753766,0.00027896596615212,0.0006509205876883,0.0663009112888228,0,0.00027896596615212,0,0.0013018411753766,0,9.29886553840431e-05,0,9.29886553840431e-05,0,0.00074390924307234,0.00427747814766598,0.00585828528919472,0,0,0.00037195462153617,0.00018597731076808,0.00018597731076808,0,9.29886553840431e-05,0.00018597731076808,0,0,0,0,0,0,0,0.00213873907383299,0,9.29886553840431e-05,0,0.00223172772921704,0,0,0,0,0,0,0,0,0,0,0
"mgm4553185",0.35766065830721,0.544083072100313,0.00284090909090909,0.00832680250783699,0.00186128526645768,0,0,0.00156739811912226,0.00088166144200627,0.00019592476489028,0.00068573667711598,9.79623824451411e-05,0,9.79623824451411e-05,0,0,9.79623824451411e-05,9.79623824451411e-05,0,0,9.79623824451411e-05,0,0,0,0,0,0.00019592476489028,0,0,0,0,9.79623824451411e-05,0,0,0,0.00019592476489028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79623824451411e-05,0,0.00019592476489028,0,0,9.79623824451411e-05,0,0,0,0,0,0,0,0,0,9.79623824451411e-05,0.00058777429467084,0,0,0.00039184952978056,0,9.79623824451411e-05,9.79623824451411e-05,0,0,0,9.79623824451411e-05,9.79623824451411e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181230407523511,9.79623824451411e-05,0.0021551724137931,0.0004898119122257,0,0,0.00284090909090909,0.00107758620689655,0,0.0281152037617555,0,0.00029388714733542,0,0.0016653605015674,0,9.79623824451411e-05,0,0,0,0.00068573667711598,0.00646551724137931,0.00724921630094044,0,0,0.00068573667711598,9.79623824451411e-05,0,0,9.79623824451411e-05,9.79623824451411e-05,0,0,0,0,0,0,0,0.0054858934169279,0,0.00019592476489028,0,0.00303683385579937,0,0,0,0,0,0,0,0,0,0,0
"mgm4553189",0.472222222222222,0.238738738738739,0.00262762762762763,0.0165165165165165,0.00375375375375375,0,0,0.00112612612612613,0.00075075075075075,0,0,0,0,0,0,0,0.00075075075075075,0,0,0,0,0,0.00037537537537537,0,0,0,0,0,0.00037537537537537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037537537537537,0,0,0,0,0,0,0,0,0,0,0,0,0.00037537537537537,0,0,0,0,0,0,0.00075075075075075,0,0.00037537537537537,0,0,0,0,0.00037537537537537,0,0,0,0,0,0,0.00037537537537537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00975975975975976,0.00075075075075075,0.00788288288288288,0,0,0,0.0015015015015015,0.00075075075075075,0.00112612612612613,0.213213213213213,0.00112612612612613,0,0,0.00075075075075075,0,0.00037537537537537,0,0,0,0.00075075075075075,0.00487987987987988,0.00563063063063063,0,0,0.00075075075075075,0.00037537537537537,0,0,0.00075075075075075,0,0,0,0,0,0,0,0,0.00375375375375375,0,0,0,0.00600600600600601,0,0,0,0,0,0,0,0,0,0,0
"mgm4553190",0.466053748231966,0.275106082036775,0.00247524752475248,0.0137906647807638,0.00919377652050919,0,0,0.00141442715700141,0.00141442715700141,0,0,0.00035360678925035,0,0,0,0.00035360678925035,0,0.00035360678925035,0.00035360678925035,0.00035360678925035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035360678925035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035360678925035,0,0.0007072135785007,0,0,0,0,0,0,0,0,0,0,0,0.0007072135785007,0,0,0,0,0.0007072135785007,0,0,0,0,0.00035360678925035,0.00035360678925035,0,0,0,0,0,0,0,0,0,0,0.00035360678925035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233380480905233,0.00035360678925035,0.00884016973125884,0,0.00035360678925035,0,0.0045968882602546,0.00176803394625177,0.00141442715700141,0.148514851485149,0.00035360678925035,0,0.00035360678925035,0.00106082036775106,0,0,0,0.00035360678925035,0,0.00106082036775106,0.00601131541725601,0.00884016973125884,0,0,0.00141442715700141,0.00035360678925035,0,0,0,0.00035360678925035,0,0,0.00035360678925035,0,0.00035360678925035,0,0,0.0123762376237624,0,0,0,0.00247524752475248,0,0,0,0,0,0,0,0,0,0,0
"mgm4553191",0.472789115646259,0.291761148904006,0.00340136054421769,0.0272108843537415,0.00491307634164777,0,0,0.00226757369614512,0.00075585789871504,0,0.00037792894935752,0.00075585789871504,0,0.00075585789871504,0,0.00113378684807256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00075585789871504,0,0,0,0,0,0,0,0,0,0,0,0.00151171579743008,0,0.00037792894935752,0.00075585789871504,0.00037792894935752,0,0,0,0,0,0.00037792894935752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037792894935752,0,0,0,0,0,0,0,0,0,0.0211640211640212,0.00037792894935752,0.00340136054421769,0.00037792894935752,0,0.00037792894935752,0.00340136054421769,0.00113378684807256,0.00151171579743008,0.119425547996977,0,0.00075585789871504,0,0.0018896447467876,0,0,0,0,0,0.00113378684807256,0.00718065003779289,0.0090702947845805,0.00113378684807256,0,0.00113378684807256,0.00037792894935752,0.00037792894935752,0,0.00037792894935752,0,0,0,0,0,0,0,0,0.00869236583522298,0,0,0,0.00604686318972033,0,0,0,0,0,0,0,0,0,0,0
"mgm4518020",0.863422684536907,0.0564612922584517,0.0014502900580116,0.0019003800760152,0.000250050010002,0,0,0.0003500700140028,0.0001000200040008,0,0,0,0,0,0,0,5.00100020004001e-05,0,0.0007001400280056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00100020004001e-05,0,0,0,0,0,0,0,0,0,0,0.0003500700140028,0.0003000600120024,0,0,5.00100020004001e-05,0,0,5.00100020004001e-05,0,0,0,0,0.0003000600120024,0,0,0,0,0,0.0006501300260052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167033406681336,0.0007001400280056,0.00435087017403481,0,5.00100020004001e-05,0,0.0011502300460092,0.0003500700140028,0,0.0306561312262452,5.00100020004001e-05,0,0,0.0003500700140028,0,5.00100020004001e-05,0,0,0,5.00100020004001e-05,0.0136027205441088,0.00440088017603521,0,0,0,5.00100020004001e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010502100420084,0,0,0,0,0,0,0,0,0,0,0
"mgm4533951",0.34196151821744,0.55517866541903,0.00142698403415404,0.00721679630387742,0.00177788174747061,0,0,0.00112287268261302,0.00021053862798994,0.00014035908532662,0.00012866249488274,0.00015205567577051,7.01795426633136e-05,0,0,0,5.8482952219428e-05,0,4.67863617755424e-05,1.16965904438856e-05,2.33931808877712e-05,1.16965904438856e-05,0,1.16965904438856e-05,1.16965904438856e-05,2.33931808877712e-05,1.16965904438856e-05,0,2.33931808877712e-05,1.16965904438856e-05,0,1.16965904438856e-05,0,0,0,3.50897713316568e-05,1.16965904438856e-05,2.33931808877712e-05,0,1.16965904438856e-05,0,2.33931808877712e-05,0,0,1.16965904438856e-05,0,0,0,1.16965904438856e-05,3.50897713316568e-05,3.50897713316568e-05,8.18761331071993e-05,4.67863617755424e-05,1.16965904438856e-05,2.33931808877712e-05,1.16965904438856e-05,0,0,0,3.50897713316568e-05,1.16965904438856e-05,0,1.16965904438856e-05,0,0,0.00014035908532662,0.00059652611263816,0.00012866249488274,0,0.00019884203754605,2.33931808877712e-05,1.16965904438856e-05,0.00012866249488274,1.16965904438856e-05,1.16965904438856e-05,1.16965904438856e-05,0.00042107725597988,4.67863617755424e-05,2.33931808877712e-05,1.16965904438856e-05,1.16965904438856e-05,0,2.33931808877712e-05,1.16965904438856e-05,0,0,0,0,1.16965904438856e-05,2.33931808877712e-05,0,0,2.33931808877712e-05,1.16965904438856e-05,1.16965904438856e-05,1.16965904438856e-05,1.16965904438856e-05,1.16965904438856e-05,0,0,0,1.16965904438856e-05,0.0161295982221183,0.00028071817065325,0.00375460553248728,0.00021053862798994,3.50897713316568e-05,5.8482952219428e-05,0.00221065559389438,0.00070179542663313,0.00037429089420433,0.0386221416457103,0.00019884203754605,0.00011696590443885,1.16965904438856e-05,0.00188315106146558,5.8482952219428e-05,3.50897713316568e-05,0,2.33931808877712e-05,0,0.00063161588396982,0.00485408503421253,0.00618749634481549,3.50897713316568e-05,4.67863617755424e-05,0.00051464997953096,0.00043277384642376,8.18761331071993e-05,0,5.8482952219428e-05,3.50897713316568e-05,0,2.33931808877712e-05,1.16965904438856e-05,0,1.16965904438856e-05,1.16965904438856e-05,0,0.00740394175097959,1.16965904438856e-05,0.00011696590443885,0,0.00272530557342535,1.16965904438856e-05,1.16965904438856e-05,1.16965904438856e-05,1.16965904438856e-05,0,0,0,2.33931808877712e-05,1.16965904438856e-05,0,0
"mgm4533952",0.460672728428817,0.375,0.00151014179436638,0.00918802060151332,0.00266261842690914,5.56368029503402e-05,7.94811470719145e-06,0.00122400966490748,0.00030202835887327,0.00026228778533731,0.00020665098238697,0.00023844344121574,9.53773764862975e-05,9.53773764862975e-05,7.94811470719145e-06,6.35849176575316e-05,6.35849176575316e-05,1.58962294143829e-05,0.00012716983531506,3.17924588287658e-05,0.00010332549119348,7.94811470719145e-06,7.94811470719145e-06,5.56368029503402e-05,7.94811470719145e-06,4.76886882431487e-05,2.38443441215744e-05,0,2.38443441215744e-05,2.38443441215744e-05,7.94811470719145e-06,2.38443441215744e-05,7.94811470719145e-06,7.94811470719145e-06,1.58962294143829e-05,1.58962294143829e-05,0,1.58962294143829e-05,2.38443441215744e-05,0,7.94811470719145e-06,2.38443441215744e-05,0,7.94811470719145e-06,7.94811470719145e-06,0,0,0,0,4.76886882431487e-05,7.94811470719145e-05,8.7429261779106e-05,4.76886882431487e-05,1.58962294143829e-05,0,7.94811470719145e-06,0,0,0,0,7.94811470719145e-06,4.76886882431487e-05,0,0,0,0.00011127360590068,0.00057226425891778,5.56368029503402e-05,1.58962294143829e-05,0.00013511795002225,3.97405735359573e-05,2.38443441215744e-05,0.00014306606472944,1.58962294143829e-05,4.76886882431487e-05,0,0.00038945762065238,3.97405735359573e-05,3.17924588287658e-05,3.17924588287658e-05,4.76886882431487e-05,1.58962294143829e-05,2.38443441215744e-05,0,3.97405735359573e-05,3.97405735359573e-05,3.17924588287658e-05,0,0,7.94811470719145e-06,7.94811470719145e-06,2.38443441215744e-05,0,0,0,0,0,0,0,0,0,0,0.0214122210211738,0.0004609906530171,0.00636643988046035,0.00023049532650855,0.00011922172060787,7.15330323647231e-05,0.00281363260634577,0.00081070770013352,0.00060405671774655,0.0833280345901952,0.0002702359000445,0.00021459909709416,7.94811470719145e-06,0.00177242957970369,7.15330323647231e-05,3.17924588287658e-05,0,2.38443441215744e-05,0,0.00054047180008901,0.00817861003370001,0.0100384688751828,4.76886882431487e-05,4.76886882431487e-05,0.00072327843835442,0.00051662745596744,0.00011922172060787,1.58962294143829e-05,6.35849176575316e-05,3.17924588287658e-05,7.94811470719145e-06,0,3.17924588287658e-05,3.17924588287658e-05,2.38443441215744e-05,0,0,0.00315540153875501,0,4.76886882431487e-05,0,0.00313950530934062,2.38443441215744e-05,7.94811470719145e-06,3.97405735359573e-05,0,0,7.94811470719145e-06,0,7.94811470719145e-06,7.94811470719145e-06,0,0
"mgm4533953",0.419872741733894,0.452198613793887,0.00222701965685718,0.00919213725712987,0.0028633109873878,2.27246903760936e-05,1.13623451880468e-05,0.00149982956482218,0.00043176911714577,0.00018179752300874,0.00015907283263265,0.00022724690376093,4.54493807521873e-05,3.40870355641404e-05,1.13623451880468e-05,2.27246903760936e-05,2.27246903760936e-05,5.68117259402341e-05,0.00013634814225656,1.13623451880468e-05,6.81740711282809e-05,0,1.13623451880468e-05,2.27246903760936e-05,1.13623451880468e-05,2.27246903760936e-05,5.68117259402341e-05,0,0,2.27246903760936e-05,1.13623451880468e-05,0,1.13623451880468e-05,1.13623451880468e-05,5.68117259402341e-05,1.13623451880468e-05,0,2.27246903760936e-05,2.27246903760936e-05,0,0,0,0,1.13623451880468e-05,1.13623451880468e-05,0,0,0,0,6.81740711282809e-05,4.54493807521873e-05,5.68117259402341e-05,3.40870355641404e-05,2.27246903760936e-05,2.27246903760936e-05,1.13623451880468e-05,1.13623451880468e-05,1.13623451880468e-05,0,1.13623451880468e-05,1.13623451880468e-05,3.40870355641404e-05,0,0,1.13623451880468e-05,9.08987615043745e-05,0.00064765367571866,0.00011362345188046,0,0.00027269628451312,3.40870355641404e-05,4.54493807521873e-05,0.00019315986819679,4.54493807521873e-05,2.27246903760936e-05,0,0.00045449380752187,5.68117259402341e-05,0,3.40870355641404e-05,6.81740711282809e-05,0,1.13623451880468e-05,2.27246903760936e-05,0,1.13623451880468e-05,1.13623451880468e-05,1.13623451880468e-05,2.27246903760936e-05,0,2.27246903760936e-05,0,0,1.13623451880468e-05,1.13623451880468e-05,0,0,0,0,0,0,0,0.0205203954096125,0.00052266787865015,0.00478354732416771,0.00031814566526531,7.95364163163277e-05,7.95364163163277e-05,0.00253380297693444,0.00098852403136007,0.00045449380752187,0.0414384729008067,0.00029542097488921,0.00026133393932507,1.13623451880468e-05,0.00285194864219975,1.13623451880468e-05,3.40870355641404e-05,0,1.13623451880468e-05,0,0.00074991478241109,0.00851039654584706,0.00818088853539371,7.95364163163277e-05,5.68117259402341e-05,0.00063629133053062,0.00076127712759913,6.81740711282809e-05,0,7.95364163163277e-05,6.81740711282809e-05,3.40870355641404e-05,2.27246903760936e-05,3.40870355641404e-05,2.27246903760936e-05,3.40870355641404e-05,0,0,0.00995341438472901,2.27246903760936e-05,9.08987615043745e-05,0,0.00318145665265311,0,0,0,1.13623451880468e-05,0,0,0,0,1.13623451880468e-05,0,1.13623451880468e-05
"mgm4543718",0.305173099102739,0.621260596740667,0.00145959717724332,0.0050499455909088,0.00151824170668613,6.51605882697909e-06,0,0.00119895482416415,0.00021502994129031,6.51605882697909e-05,0.00013683723536656,5.21284706158327e-05,1.30321176539582e-05,1.30321176539582e-05,2.60642353079164e-05,1.95481764809373e-05,5.21284706158327e-05,1.30321176539582e-05,7.167664709677e-05,1.95481764809373e-05,4.56124117888536e-05,1.30321176539582e-05,1.30321176539582e-05,2.60642353079164e-05,6.51605882697909e-06,6.51605882697909e-06,0,6.51605882697909e-06,0,6.51605882697909e-06,0,1.30321176539582e-05,6.51605882697909e-06,1.30321176539582e-05,0,0,0,6.51605882697909e-06,6.51605882697909e-06,0,0,0,0,0,0,0,0,0,0,6.51605882697909e-06,1.95481764809373e-05,0,1.95481764809373e-05,6.51605882697909e-06,6.51605882697909e-06,6.51605882697909e-06,6.51605882697909e-06,6.51605882697909e-06,6.51605882697909e-06,0,6.51605882697909e-06,6.51605882697909e-06,0,0,0,0.00011077300005864,0.00060599347090905,5.86445294428118e-05,6.51605882697909e-06,0.00015638541184749,1.95481764809373e-05,5.86445294428118e-05,6.51605882697909e-05,1.30321176539582e-05,1.95481764809373e-05,0,0.00016941752950145,5.21284706158327e-05,1.30321176539582e-05,6.51605882697909e-06,1.95481764809373e-05,0,1.95481764809373e-05,0,0,1.30321176539582e-05,1.30321176539582e-05,0,1.30321176539582e-05,0,6.51605882697909e-06,6.51605882697909e-06,6.51605882697909e-06,6.51605882697909e-06,0,0,0,6.51605882697909e-06,6.51605882697909e-06,0,0,0,0.0144786827135475,0.00018896570598239,0.00354473600187662,0.00015638541184749,4.56124117888536e-05,5.21284706158327e-05,0.00190268917747789,0.00047567229436947,0.00018896570598239,0.0205777137756,0.00010425694123166,9.12248235777073e-05,1.95481764809373e-05,0.00197436582457466,2.60642353079164e-05,1.30321176539582e-05,0,1.30321176539582e-05,0,0.00047567229436947,0.00388357106087954,0.0066072836505568,3.90963529618745e-05,2.60642353079164e-05,0.00037793141196478,0.00029973870604103,0.00011077300005864,0,3.25802941348955e-05,2.60642353079164e-05,0,1.30321176539582e-05,3.90963529618745e-05,3.25802941348955e-05,1.30321176539582e-05,0,0,0.00226107241296174,0,3.90963529618745e-05,6.51605882697909e-06,0.00375324988433996,0,0,0,0,0,0,0,0,0,6.51605882697909e-06,0
"mgm4543719",0.501894819634622,0.244950126917164,0.00232383540095098,0.0174287655071324,0.00627435558256766,5.36269707911766e-05,0,0.00144792821136177,0.00062564799256372,0.00058989667870294,0.00014300525544313,0.00033963748167745,3.57513138607844e-05,7.15026277215688e-05,1.78756569303922e-05,0.00012512959851274,0.00025025919702549,5.36269707911766e-05,0.00010725394158235,8.9378284651961e-05,0.00019663222623431,0.00010725394158235,1.78756569303922e-05,3.57513138607844e-05,0,8.9378284651961e-05,7.15026277215688e-05,0,3.57513138607844e-05,0.00092953416038039,3.57513138607844e-05,1.78756569303922e-05,1.78756569303922e-05,0,0,5.36269707911766e-05,1.78756569303922e-05,7.15026277215688e-05,3.57513138607844e-05,0.00010725394158235,3.57513138607844e-05,1.78756569303922e-05,0,0,0,1.78756569303922e-05,1.78756569303922e-05,5.36269707911766e-05,0,1.78756569303922e-05,0.00012512959851274,8.9378284651961e-05,1.78756569303922e-05,7.15026277215688e-05,3.57513138607844e-05,3.57513138607844e-05,3.57513138607844e-05,5.36269707911766e-05,0,3.57513138607844e-05,1.78756569303922e-05,0,1.78756569303922e-05,0,3.57513138607844e-05,0.00010725394158235,0.0006792749633549,8.9378284651961e-05,3.57513138607844e-05,0.00030388616781666,3.57513138607844e-05,0.00010725394158235,0.00035751313860784,5.36269707911766e-05,3.57513138607844e-05,0,0.00051839405098137,0.00010725394158235,1.78756569303922e-05,3.57513138607844e-05,1.78756569303922e-05,0,1.78756569303922e-05,0,1.78756569303922e-05,1.78756569303922e-05,1.78756569303922e-05,0,0,0,0,0,0,1.78756569303922e-05,0,0,1.78756569303922e-05,0,3.57513138607844e-05,0,0,0,0.0274212577312216,0.00069715062028529,0.0102785027349755,0.00041114010939902,0.00016088091237353,0.00012512959851274,0.00396839583854707,0.00284222945193236,0.00098316113117157,0.125093847198885,0.00075077759107647,0.00046476708019019,1.78756569303922e-05,0.00180544134996961,7.15026277215688e-05,3.57513138607844e-05,0,3.57513138607844e-05,0,0.00078652890493725,0.00918808766222159,0.00697150620285295,0.00023238354009509,1.78756569303922e-05,0.00112616638661471,0.00193057094848236,0.00012512959851274,0,0.00026813485395588,8.9378284651961e-05,0.00010725394158235,1.78756569303922e-05,8.9378284651961e-05,7.15026277215688e-05,8.9378284651961e-05,0,0,0.0181795430982089,5.36269707911766e-05,0.00010725394158235,0,0.00305673733509707,5.36269707911766e-05,0,0,5.36269707911766e-05,1.78756569303922e-05,0,0,1.78756569303922e-05,0.00014300525544313,0,0
"mgm4543720",0.409558583106267,0.484261580381471,0.00116621253405995,0.00610354223433242,0.00202724795640327,0,0,0.00127520435967302,0.00029427792915531,0.00013079019073569,0.00013079019073569,0.00015258855585831,5.44959128065395e-05,2.17983651226158e-05,1.08991825613079e-05,5.44959128065395e-05,7.62942779291553e-05,1.08991825613079e-05,8.71934604904632e-05,4.35967302452316e-05,3.26975476839237e-05,2.17983651226158e-05,2.17983651226158e-05,1.08991825613079e-05,1.08991825613079e-05,0,1.08991825613079e-05,0,0,5.44959128065395e-05,1.08991825613079e-05,0,0,1.08991825613079e-05,1.08991825613079e-05,2.17983651226158e-05,1.08991825613079e-05,1.08991825613079e-05,2.17983651226158e-05,1.08991825613079e-05,1.08991825613079e-05,0,3.26975476839237e-05,0,1.08991825613079e-05,0,0,1.08991825613079e-05,0,1.08991825613079e-05,4.35967302452316e-05,2.17983651226158e-05,2.17983651226158e-05,3.26975476839237e-05,0,2.17983651226158e-05,1.08991825613079e-05,0,2.17983651226158e-05,0,1.08991825613079e-05,1.08991825613079e-05,0,1.08991825613079e-05,0,0.00016348773841961,0.00043596730245231,0.00013079019073569,1.08991825613079e-05,0.00026158038147139,0,0,8.71934604904632e-05,5.44959128065395e-05,1.08991825613079e-05,0,8.71934604904632e-05,0.00010899182561307,2.17983651226158e-05,1.08991825613079e-05,5.44959128065395e-05,0,0,0,3.26975476839237e-05,0,0,0,1.08991825613079e-05,1.08991825613079e-05,0,0,0,1.08991825613079e-05,1.08991825613079e-05,0,0,0,0,0,0,0,0.0181798365122616,0.00025068119891008,0.00548228882833787,0.00031607629427792,6.53950953678474e-05,1.08991825613079e-05,0.00228882833787466,0.00061035422343324,0.00023978201634877,0.0399782016348774,0.00018528610354223,0.00021798365122615,4.35967302452316e-05,0.00174386920980926,1.08991825613079e-05,5.44959128065395e-05,0,1.08991825613079e-05,0,0.00076294277929155,0.0068991825613079,0.00962397820163488,5.44959128065395e-05,3.26975476839237e-05,0.00040326975476839,0.00019618528610354,0.00013079019073569,1.08991825613079e-05,3.26975476839237e-05,5.44959128065395e-05,0,1.08991825613079e-05,1.08991825613079e-05,4.35967302452316e-05,1.08991825613079e-05,0,0,0.00068664850136239,1.08991825613079e-05,3.26975476839237e-05,0,0.00376021798365123,0,0,0,0,0,0,0,1.08991825613079e-05,0,0,0
"mgm4553180",0.622768434670116,0.204657179818887,0,0.00310478654592497,0.00077619663648124,0,0,0,0,0,0,0.00129366106080207,0,0,0,0,0,0,0,0,0,0.00025873221216041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051746442432082,0,0,0,0,0,0,0,0,0,0,0.00155239327296248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282018111254851,0.00077619663648124,0.00543337645536869,0.00025873221216041,0,0,0.00413971539456662,0.00103492884864166,0,0.0998706338939198,0,0,0,0.00103492884864166,0,0,0,0,0,0,0.0183699870633894,0.0036222509702458,0,0.00103492884864166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129366106080207,0,0,0,0,0,0,0,0,0,0,0
