source,target,type,weight,a,b,c,signal
0,1,Undirected,-0.00070000,100,3,0,neg
0,2,Undirected,0.00220000,90,12,1,pos
0,3,Undirected,-0.00180000,85,16,2,neg
0,4,Undirected,-0.00250000,87,14,2,neg
0,5,Undirected,-0.00050000,100,3,0,neg
0,6,Undirected,0.00030000,100,3,0,pos
0,7,Undirected,-0.00090000,72,29,2,neg
0,8,Undirected,0.00040000,97,4,2,pos
0,9,Undirected,-0.00170000,83,17,3,neg
0,10,Undirected,0.00120000,81,19,3,pos
0,11,Undirected,-0.00150000,99,3,1,neg
0,12,Undirected,0.00540000,71,29,3,pos
0,13,Undirected,-0.00240000,81,19,3,neg
0,14,Undirected,-0.00070000,65,35,3,neg
0,15,Undirected,-0.00100000,56,44,3,neg
0,16,Undirected,-0.00490000,69,31,3,neg
0,17,Undirected,-0.00070000,77,23,3,neg
0,18,Undirected,-0.00290000,83,17,3,neg
0,19,Undirected,0.00030000,78,22,3,pos
0,20,Undirected,0.00050000,75,25,3,pos
0,21,Undirected,-0.00070000,76,24,3,neg
0,22,Undirected,0.00190000,83,17,3,pos
0,23,Undirected,-0.00090000,87,14,2,neg
0,24,Undirected,-0.00170000,54,46,3,neg
0,25,Undirected,0.00220000,76,25,2,pos
0,26,Undirected,-0.00440000,75,26,2,neg
0,27,Undirected,-0.00270000,57,43,3,neg
0,28,Undirected,0.00220000,88,13,2,pos
0,29,Undirected,-0.00190000,72,28,3,neg
0,30,Undirected,-0.00200000,81,19,3,neg
0,31,Undirected,-0.00020000,70,30,3,neg
0,32,Undirected,-0.00080000,74,26,3,neg
0,33,Undirected,0.00490000,67,33,3,pos
0,34,Undirected,-0.00420000,77,23,3,neg
0,35,Undirected,-0.00060000,76,24,3,neg
0,36,Undirected,0.00060000,91,9,3,pos
0,37,Undirected,-0.00120000,77,23,3,neg
0,38,Undirected,0.00160000,88,12,3,pos
0,39,Undirected,-0.00260000,72,28,3,neg
0,40,Undirected,-0.00030000,83,17,3,neg
0,41,Undirected,-0.00030000,78,22,3,neg
0,42,Undirected,-0.00010000,83,17,3,neg
0,43,Undirected,-0.00500000,70,30,3,neg
0,44,Undirected,0.00060000,71,29,3,pos
0,45,Undirected,0.00170000,89,12,2,pos
0,46,Undirected,-0.00110000,79,23,1,neg
0,47,Undirected,0.00080000,77,24,2,pos
0,48,Undirected,-0.00060000,58,42,3,neg
0,49,Undirected,-0.00210000,86,14,3,neg
0,50,Undirected,0.00350000,73,28,2,pos
0,51,Undirected,-0.00320000,90,10,3,neg
0,52,Undirected,-0.00040000,75,25,3,neg
0,53,Undirected,-0.00230000,75,25,3,neg
0,54,Undirected,-0.00390000,76,24,3,neg
0,55,Undirected,-0.00290000,82,18,3,neg
0,56,Undirected,-0.00170000,79,21,3,neg
0,57,Undirected,-0.00310000,50,50,3,neg
0,58,Undirected,-0.00130000,73,27,3,neg
0,59,Undirected,-0.00530000,54,46,3,neg
0,60,Undirected,-0.00260000,77,23,3,neg
0,61,Undirected,-0.00000000,86,14,3,pos
0,62,Undirected,-0.00020000,83,18,2,neg
0,63,Undirected,-0.00260000,83,17,3,neg
0,64,Undirected,-0.00190000,52,48,3,neg
0,65,Undirected,-0.00010000,78,23,2,neg
0,66,Undirected,-0.00230000,91,10,2,neg
0,67,Undirected,-0.00140000,69,31,3,neg
0,68,Undirected,-0.00180000,83,17,3,neg
0,69,Undirected,-0.00090000,77,23,3,neg
0,70,Undirected,-0.00400000,82,18,3,neg
0,71,Undirected,0.00350000,92,10,1,pos
0,72,Undirected,0.00170000,83,19,1,pos
0,73,Undirected,0.00120000,93,8,2,pos
0,74,Undirected,0.00010000,90,10,3,pos
0,75,Undirected,-0.00330000,81,19,3,neg
0,76,Undirected,0.00200000,65,35,3,pos
0,77,Undirected,-0.00320000,90,12,1,neg
0,78,Undirected,0.00190000,57,43,3,pos
0,79,Undirected,-0.00260000,88,12,3,neg
0,80,Undirected,-0.00650000,70,30,3,neg
0,81,Undirected,-0.00380000,93,8,2,neg
0,82,Undirected,0.00020000,66,34,3,pos
0,83,Undirected,0.00070000,97,4,2,pos
0,84,Undirected,-0.00030000,84,16,3,neg
0,85,Undirected,-0.00210000,67,33,3,neg
0,86,Undirected,-0.00000000,97,4,2,pos
