source,target,type,weight,a,b,c,signal
0,1,Undirected,-0.00300000,214,0,0,neg
0,2,Undirected,0.00070000,208,6,0,pos
0,3,Undirected,-0.00290000,211,3,0,neg
0,4,Undirected,-0.00070000,206,8,0,neg
0,5,Undirected,-0.00090000,214,0,0,neg
0,6,Undirected,0.00030000,214,0,0,pos
0,7,Undirected,0.00080000,208,6,0,pos
0,8,Undirected,-0.00200000,211,3,0,neg
0,9,Undirected,0.00110000,164,50,0,pos
0,10,Undirected,-0.00260000,210,4,0,neg
0,11,Undirected,0.00110000,212,2,0,pos
0,12,Undirected,-0.00100000,158,56,0,neg
0,13,Undirected,-0.00160000,183,31,0,neg
0,14,Undirected,0.00140000,188,26,0,pos
0,15,Undirected,0.00160000,118,96,0,pos
0,16,Undirected,0.00250000,138,76,0,pos
0,17,Undirected,-0.00080000,200,14,0,neg
0,18,Undirected,-0.00150000,210,4,0,neg
0,19,Undirected,-0.00100000,179,35,0,neg
0,20,Undirected,-0.00330000,199,15,0,neg
0,21,Undirected,0.00150000,201,13,0,pos
0,22,Undirected,-0.00260000,200,14,0,neg
0,23,Undirected,-0.00070000,208,6,0,neg
0,24,Undirected,-0.00240000,203,11,0,neg
0,25,Undirected,-0.00120000,195,19,0,neg
0,26,Undirected,-0.00120000,172,42,0,neg
0,27,Undirected,-0.00190000,96,118,0,neg
0,28,Undirected,-0.00050000,207,7,0,neg
0,29,Undirected,0.00030000,90,124,0,pos
0,30,Undirected,-0.00080000,193,21,0,neg
0,31,Undirected,-0.00130000,191,23,0,neg
0,32,Undirected,0.00060000,174,40,0,pos
0,33,Undirected,-0.00330000,205,9,0,neg
0,34,Undirected,-0.00260000,197,17,0,neg
0,35,Undirected,-0.00150000,179,35,0,neg
0,36,Undirected,-0.00350000,206,8,0,neg
0,37,Undirected,0.00120000,202,12,0,pos
0,38,Undirected,0.00230000,208,6,0,pos
0,39,Undirected,-0.00350000,159,55,0,neg
0,40,Undirected,-0.00080000,206,8,0,neg
0,41,Undirected,0.00110000,190,24,0,pos
0,42,Undirected,-0.00070000,204,10,0,neg
0,43,Undirected,-0.00380000,206,8,0,neg
0,44,Undirected,-0.00080000,210,4,0,neg
0,45,Undirected,0.00090000,210,4,0,pos
0,46,Undirected,-0.00190000,204,10,0,neg
0,47,Undirected,0.00100000,194,20,0,pos
0,48,Undirected,0.00010000,203,11,0,pos
0,49,Undirected,0.00030000,205,9,0,pos
0,50,Undirected,-0.00130000,209,5,0,neg
0,51,Undirected,0.00020000,210,4,0,pos
0,52,Undirected,-0.00000000,163,51,0,pos
0,53,Undirected,-0.00190000,179,35,0,neg
0,54,Undirected,-0.00090000,210,4,0,neg
0,55,Undirected,-0.00260000,203,11,0,neg
0,56,Undirected,0.00120000,180,34,0,pos
0,57,Undirected,-0.00230000,105,109,0,neg
0,58,Undirected,-0.00110000,190,24,0,neg
0,59,Undirected,-0.00100000,91,123,0,neg
0,60,Undirected,0.00050000,207,7,0,pos
0,61,Undirected,0.00140000,210,4,0,pos
0,62,Undirected,0.00030000,206,8,0,pos
0,63,Undirected,-0.00080000,206,8,0,neg
0,64,Undirected,-0.00290000,60,154,0,neg
0,65,Undirected,-0.00010000,203,11,0,neg
0,66,Undirected,-0.00020000,208,6,0,neg
0,67,Undirected,0.00000000,207,7,0,pos
0,68,Undirected,-0.00080000,202,12,0,neg
0,69,Undirected,0.00080000,199,15,0,pos
0,70,Undirected,-0.00080000,204,10,0,neg
0,71,Undirected,0.00030000,211,3,0,pos
0,72,Undirected,0.00070000,199,15,0,pos
0,73,Undirected,0.00130000,210,4,0,pos
0,74,Undirected,-0.00140000,208,6,0,neg
0,75,Undirected,-0.00120000,205,9,0,neg
0,76,Undirected,0.00320000,157,57,0,pos
0,77,Undirected,-0.00160000,209,5,0,neg
0,78,Undirected,-0.00020000,72,142,0,neg
0,79,Undirected,-0.00410000,207,7,0,neg
0,80,Undirected,-0.00040000,171,43,0,neg
0,81,Undirected,0.00050000,208,6,0,pos
0,82,Undirected,-0.00210000,121,93,0,neg
0,83,Undirected,-0.00050000,211,3,0,neg
0,84,Undirected,-0.00460000,208,6,0,neg
0,85,Undirected,-0.00060000,71,143,0,neg
0,86,Undirected,0.00100000,211,3,0,pos
0,87,Undirected,-0.00050000,207,7,0,neg
0,88,Undirected,0.00020000,183,31,0,pos
0,89,Undirected,-0.00290000,206,8,0,neg
0,90,Undirected,-0.00030000,208,6,0,neg
0,91,Undirected,-0.00040000,209,5,0,neg
0,92,Undirected,-0.00110000,212,2,0,neg
0,93,Undirected,-0.00220000,196,18,0,neg
0,94,Undirected,0.00110000,207,7,0,pos
0,95,Undirected,-0.00010000,206,8,0,neg
0,96,Undirected,-0.00170000,205,9,0,neg
0,97,Undirected,-0.00380000,182,32,0,neg
0,98,Undirected,-0.00140000,204,10,0,neg
0,99,Undirected,-0.00420000,202,12,0,neg
0,100,Undirected,0.00090000,203,11,0,pos
0,101,Undirected,-0.00110000,188,26,0,neg
0,102,Undirected,0.00040000,206,8,0,pos
0,103,Undirected,-0.00290000,210,4,0,neg
0,104,Undirected,-0.00280000,196,18,0,neg
0,105,Undirected,-0.00170000,204,10,0,neg
0,106,Undirected,0.00070000,159,55,0,pos
0,107,Undirected,-0.00030000,209,5,0,neg
0,108,Undirected,-0.00370000,21,193,0,neg
0,109,Undirected,0.00010000,198,16,0,pos
0,110,Undirected,-0.00090000,196,18,0,neg
0,111,Undirected,-0.00050000,203,11,0,neg
0,112,Undirected,-0.00070000,194,20,0,neg
0,113,Undirected,-0.00080000,210,4,0,neg
0,114,Undirected,-0.00070000,209,5,0,neg
0,115,Undirected,-0.00110000,201,13,0,neg
0,116,Undirected,-0.00060000,202,12,0,neg
0,117,Undirected,-0.00160000,206,8,0,neg
0,118,Undirected,-0.00160000,193,21,0,neg
0,119,Undirected,-0.00150000,207,7,0,neg
0,120,Undirected,-0.00050000,209,5,0,neg
0,121,Undirected,0.00000000,211,3,0,pos
0,122,Undirected,-0.00100000,213,1,0,neg
0,123,Undirected,-0.00280000,208,6,0,neg
0,124,Undirected,-0.00060000,145,69,0,neg
0,125,Undirected,0.00250000,213,1,0,pos
0,126,Undirected,-0.00410000,208,6,0,neg
0,127,Undirected,0.00010000,213,1,0,pos
0,128,Undirected,-0.00130000,187,27,0,neg
0,129,Undirected,-0.00160000,212,2,0,neg
0,130,Undirected,-0.00170000,214,0,0,neg
0,131,Undirected,0.00290000,198,16,0,pos
0,132,Undirected,-0.00240000,211,3,0,neg
0,133,Undirected,0.00010000,211,3,0,pos
0,134,Undirected,-0.00000000,210,4,0,pos
0,135,Undirected,0.00040000,210,4,0,pos
0,136,Undirected,-0.00350000,211,3,0,neg
0,137,Undirected,-0.00180000,211,3,0,neg
0,138,Undirected,-0.00230000,214,0,0,neg
0,139,Undirected,-0.00200000,172,42,0,neg
0,140,Undirected,-0.00090000,209,5,0,neg
0,141,Undirected,-0.00100000,210,4,0,neg
0,142,Undirected,-0.00260000,211,3,0,neg
0,143,Undirected,0.00040000,213,1,0,pos
0,144,Undirected,0.00350000,214,0,0,pos
0,145,Undirected,-0.00120000,211,3,0,neg
0,146,Undirected,-0.00240000,210,4,0,neg
0,147,Undirected,-0.00240000,213,1,0,neg
0,148,Undirected,0.00100000,212,2,0,pos
0,149,Undirected,0.00050000,210,4,0,pos
0,150,Undirected,-0.00080000,210,4,0,neg
0,151,Undirected,-0.00200000,212,2,0,neg
0,152,Undirected,0.00120000,148,66,0,pos
0,153,Undirected,-0.00310000,164,50,0,neg
0,154,Undirected,-0.00070000,117,97,0,neg
0,155,Undirected,-0.00170000,210,4,0,neg
0,156,Undirected,-0.00090000,176,38,0,neg
0,157,Undirected,-0.00140000,211,3,0,neg
0,158,Undirected,-0.00230000,211,3,0,neg
1,2,Undirected,-0.00030000,208,6,0,neg
1,3,Undirected,0.00060000,211,3,0,pos
1,4,Undirected,0.00090000,206,8,0,pos
1,5,Undirected,-0.00010000,214,0,0,neg
1,6,Undirected,-0.00250000,214,0,0,neg
1,7,Undirected,-0.00020000,208,6,0,neg
1,8,Undirected,-0.00030000,211,3,0,neg
