#OTU ID	mgm4653307	mgm4480750	mgm4487910	mgm4487911	mgm4480748	mgm4480739	mgm4516541	mgm4516694	mgm4698148	mgm4698149	mgm4698150	mgm4698151	mgm4698152	mgm4698153	mgm4698154	mgm4698155	mgm4698156	mgm4698157	mgm4698158	mgm4698159	mgm4698162	mgm4698163	mgm4698164	mgm4698165	mgm4698166	mgm4698167	mgm4698168	mgm4698169	mgm4698170	mgm4698172	mgm4698175	mgm4698176	mgm4698178	mgm4698179	mgm4698181	mgm4698182	mgm4698183	mgm4698184	mgm4698185	mgm4698186	mgm4698187	mgm4698188	mgm4698189	mgm4698190	mgm4698191	mgm4580319	mgm4580320	mgm4580321	mgm4580322	mgm4580323	mgm4580324	mgm4580325	mgm4580326	mgm4580327	mgm4580328	mgm4580329	mgm4580330	mgm4580331	mgm4580332	mgm4580333	mgm4580334	mgm4694757	mgm4694758	mgm4694759	mgm4694760	mgm4440370	mgm4440371	mgm4440374	mgm4440375	mgm4440376	mgm4440377	mgm4440380
Pseudomonadota	0.994387586662265	0.583537082314588	0.473502304147465	0.472145615002758	0.504718516108038	0.466722129783694	0.7400701595564109	0.6856611615443511	0.0326131895748044	0.56480742682726	0.790629263546926	0.952066217209489	0.880496259806605	0.047844061116082	0.9282164046230409	0.5778676642175761	0.0224010751499862	0.809612280899298	0.866575086222014	0.602867091964553	0.8611643095659008	0.433324094325694	0.631117968030568	0.8618920982122809	0.6733814439559039	0.0189355990043988	0.684297536305499	0.367366166582576	0.787756031963014	0.7540496079646211	0.650146630234032	0.24393901119898398	0.905892663813992	0.126811814883705	0.585699175871043	0.9567484338241121	0.788237650699873	0.590647645894731	0.314605222388102	0.474162711010028	0.941469592372821	0.583123854064252	0.0411486086441681	0.0701559714239406	0.5041821332635661	0.898884410781139	0.282499505635752	0.8902967143495749	0.8266965167677991	0.9030694668820679	0.350308565377806	0.9030115146147031	0.33552333484367897	0.9043080164520501	0.12475717905405401	0.8954353528092879	0.139810638202849	0.8802895890690319	0.357891061452514	0.893170693124995	0.830774013564258	0.37033559132108895	0.705260557012524	0.393324541144759	0.17208322937469697	0.704545454545455	0.6954216867469879	0.883425990271022	0.810545129579982	0.9019856358259399	0.691387559808612	0.806941431670282
Actinomycetota	0.00016507098052162	0.0395273023634882	0.175691244239631	0.30777716492002194	0.0501138952164009	0.27953410981697197	0.0661989362905964	0.0132341682161216	0.0115033845405537	0.312359892093165	0.0190085832215576	0.00648469600228759	0.0160360549208678	0.0463467397582993	0.00749010651617246	0.0176339280452764	0.0167877861742114	0.0169900786948417	0.0177364042010093	0.0122432122499209	0.0156280691416225	0.0050302280205380395	0.0133423588108361	0.0163454294167835	0.0347527560058625	0.0183329158904839	0.271438622173566	0.0390044997271333	0.017426288356172	0.0322045847843271	0.28483264137611	0.48040987376043603	0.010128714062312	0.0513703497206826	0.0228442219472024	0.007953133673442421	0.0254150918892267	0.0232029214538931	0.00826455592800203	0.029083827915434	0.00825626359915972	0.0129487417957644	0.26362201051366196	0.016095851982994	0.0215258763829275	0.0251167805882198	0.39049502339990794	0.00265422440768887	0.00684403830678225	0.0201660074647652	0.097483496302179	0.020814880425155	0.0788400543724513	0.0136726848894418	0.7474345439189192	0.0162992512055448	0.0524168936924062	0.0119302539002753	0.0897346368715084	0.027155524699224002	0.0388683906964568	0.193132133300985	0.0351703901971564	0.0622491078818049	0.0534476315408141	0.0294840294840295	0.0332530120481928	0.0298818624044475	0.00446827524575514	0.0223912125052809	0.0191387559808612	0.10629067245119302
Chloroflexota	0.0	0.00040749796251018	0.00691244239631336	0.0137892995035852	0.0	0.0199667221297837	0.0	0.00054686645521163	9.728020753110941e-05	5.0660486087364004e-05	3.45401269925336e-05	7.67646759667072e-06	4.2700703008846796e-05	5.66309136831614e-05	3.46036000327161e-05	4.4786075773325895e-05	1.2702622710511e-05	4.3788862615571294e-05	2.43565012373103e-05	2.09644045375357e-05	5.31984547894978e-05	3.01868566426178e-05	3.09248594636942e-05	4.7399749529744604e-05	9.55840183521315e-05	2.15243969255334e-05	1.89296542498651e-05	3.08905752854804e-05	1.6670556463174697e-05	0.00013673168543166001	2.72941490442499e-05	6.58509781569067e-05	4.4680448866663205e-05	4.06052683773979e-05	5.58310923353215e-05	3.63458539293172e-05	9.905414299456079e-05	1.77963809279745e-05	4.50691529816062e-05	6.30104597363162e-05	4.13376875697573e-05	2.65724231392661e-05	8.970701688286059e-06	0.00011220965751119	5.6987879714128104e-05	0.00033554390158383997	0.00079098279612418	4.5401206973625394e-05	3.0511176625387604e-05	0.00025377725784388	0.00061216723747125	0.0	0.0002265518803806	0.00014008898452296	0.00028505067567567	0.00021897358512122	0.00032751254224167004	0.00010196798205363001	0.00069832402234636	0.00045698617616817	0.00047450361195420994	0.00023912212508007003	0.0001013869738016	0.0001661434695297	0.00011403672200353	0.00061425061425061	0.0	0.00017373175816539	0.0008936550491510199	0.0	0.0007974481658692099	0.00108459869848156
Bacillota	0.0018157807857378699	0.0264873675631622	0.0904377880184332	0.0292333149476007	0.0218027985681744	0.045757071547420994	0.09912866357361098	0.0739363447446134	0.0621296258765352	0.0944438111883684	0.12861016285669902	0.0316769435376617	0.0729211550928352	0.4468541527449	0.0519557325582127	0.39569440810486495	0.38791904364494106	0.10767681317168999	0.0911566415307574	0.0737192321157906	0.0924384534799974	0.0198492303723686	0.0592211058729744	0.0909576246239204	0.19849614477792601	0.42061019708520503	0.0309594495256544	0.07920858346118599	0.127990975672101	0.152857478582263	0.0461119484686466	0.214460442993564	0.0631850286126721	0.162998917713424	0.373581347452396	0.0241501678517618	0.151902830086926	0.377350901920585	0.0403312582744148	0.47920654828701603	0.0368657013690291	0.0722982488773151	0.0355508907906777	0.0800179535452018	0.11142943734830199	0.042640466594530996	0.17906532199591296	0.00433581526598122	0.0577519365062414	0.0433587729560099	0.31412451812511405	0.0441762621789194	0.40598096964204794	0.046627217608625	0.0669657939189189	0.0403149411389483	0.129404671519807	0.0186601407158152	0.173184357541899	0.0410584502895711	0.0666186708990207	0.343798271688115	0.219962794735688	0.400315466202703	0.7430015409484442	0.0085995085995086	0.175421686746988	0.00990271021542738	0.0134048257372654	0.0299957752429235	0.0430622009569378	0.0249457700650759
Cyanobacteriota	0.00013755915043468	0.251629991850041	0.0236175115207373	0.0140650854936569	0.3553530751708429	0.00831946755407654	0.00656331334163178	0.0330307338947829	0.00806615054112115	0.007687728763757491	0.0029186407308690898	0.00248525638442214	0.00581894125547831	0.00306486504853269	0.00143133072862599	0.00242316241552521	0.0037104360937402704	0.009195661149269979	0.00562148048557121	0.00109434191685936	0.00199698814902115	0.00342209183939495	0.00243619170663991	0.0024573028045683397	0.0172449499776971	0.00212308824220034	0.004221312897719921	0.00257421460712337	0.0067876949065893205	0.0190954344435661	0.00744523732262594	0.0262432340818754	0.00623120413809696	0.0227686233720801	0.0039609058284558706	0.00300679337051624	0.0074268595214144	0.00165150415011603	0.0185234218754401	0.00428171076398682	0.00274331926599299	0.00565726888634975	0.009688357823348941	0.00753051479297318	0.00653288330177414	0.00787585629672637	0.0229385010876013	0.00085913053196245	0.00083142956304181	0.00698815912453036	0.0172234079515561	0.0228077945084145	0.05595831445401	0.0147093433749117	0.0228251689189189	0.0214689319325371	0.0290816250576869	0.0811665137146936	0.290851955307263	0.00989990245102778	0.0156422570009736	0.0043844874321251	0.00211410615741867	0.0030586909545716303	0.00203123371390365	0.00122850122850123	0.0028915662650602397	0.00121612230715775	0.00268096514745308	0.00126742712294043	0.00398724082934609	0.0140997830802603
Candidatus Melainabacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.00011316057485572	0.0	8.10668396092578e-06	1.89976822827615e-05	5.756687832088929e-06	0.0	0.0	6.79570964197936e-06	0.0	2.35716188280663e-06	2.5405245421022097e-06	0.0	0.0	0.0	0.0	8.23277908435031e-06	0.0	2.49472365946024e-06	0.0	5.87029007060002e-06	9.46482712493256e-06	1.02968584284935e-05	8.33527823158737e-06	0.0	3.03268322713888e-06	9.71571808872394e-06	1.0310872815383802e-05	6.24696436575352e-06	0.0	3.3041685390288397e-06	6.60360953297072e-06	1.0677828556784698e-05	1.12672882454015e-05	0.0	3.7579715972506697e-06	5.3144846278532094e-06	0.0	3.74032191703966e-05	2.590358168824e-06	2.63910933829989e-05	3.95491398062092e-05	0.0	0.0	6.18968921570448e-06	4.963518141658811e-05	0.0	0.0	1.68106781427563e-05	4.2229729729729705e-05	2.3801476643611e-05	3.72173343456448e-05	0.0	0.0	2.1970489238854396e-05	1.63621935156627e-05	4.10172988276034e-05	1.7648843587687e-05	4.33417746599219e-05	2.6511721994451398e-05	0.0	0.0	0.0	0.0	0.0	0.0007974481658692099	0.0
Candidatus Margulisbacteria	0.0	0.00020374898125509	0.0	0.0002757859900717	0.0	0.0	0.00045264229942288	0.00010937329104231999	8.10668396092578e-06	0.0	0.0	0.0	0.0	2.26523654732645e-06	0.0	0.0	0.0	6.25555180222447e-06	0.0	2.09644045375357e-06	4.09218882996137e-06	0.0	0.0	2.49472365946024e-06	0.0	3.913526713733351e-06	0.0	0.0	0.0	4.27286516973957e-06	3.03268322713888e-06	2.15904846416087e-06	3.4369576051279402e-06	1.56174109143838e-06	0.0	3.3041685390288397e-06	4.40240635531381e-06	0.0	0.0	6.00099616536345e-06	0.0	2.6572423139266102e-06	0.0	0.0	0.0	3.77015619757127e-06	2.63660932041395e-05	1.7462002682163602e-06	1.90694853908672e-06	2.4758756862817898e-05	6.61802418887841e-05	0.0	0.0	1.12071187618375e-05	1.05574324324324e-05	0.0	7.44346686912897e-06	0.0	0.0	4.394097847770871e-06	0.0	1.91995866852612e-05	1.0138697380160601e-05	2.47667283770982e-05	7.2634854779319e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Deinococcota	0.0	0.0	0.00345622119815668	0.004688361831218971	0.0003254149040026	0.00415973377703827	0.00022632114971144	0.0	2.43200518827773e-05	3.7995364565523e-05	3.45401269925336e-05	3.83823379833536e-06	2.3291292550280104e-05	3.6243784757223294e-05	9.437345463468041e-06	1.65001331796464e-05	2.28647208789199e-05	1.8766655406673398e-05	2.43565012373103e-05	2.30608449912893e-05	1.2276566489884101e-05	1.92098178634841e-05	2.74887639677282e-05	1.9957789275681896e-05	3.982667431338811e-05	9.78381678433337e-06	1.5774711874887602e-05	3.08905752854804e-05	1.1113704308783199e-05	8.54573033947914e-05	1.51634161356944e-05	3.4544775426574e-05	2.7495660841023498e-05	9.370446548630279e-06	2.4813818815698497e-05	3.3041685390288397e-06	4.4024063553138105e-05	1.0677828556784698e-05	2.8168220613503803e-05	2.40039846614538e-05	1.8789857986253302e-05	7.97172694177982e-06	1.79414033765721e-05	7.48064383407932e-05	2.3313223519416e-05	0.00025260046523727	0.00040867444466416	2.96854045596781e-05	3.0511176625387604e-05	0.00024758756862817	0.00049635181416588	0.00011071744906996999	0.0002265518803806	0.00011207118761837	9.501689189189191e-05	0.00016661033650527	0.00021586053920473998	0.00010196798205363001	0.00034916201117318	0.00029879865364841	0.00038451154761807	4.62535497417656e-05	1.95263801395686e-05	3.97299601049284e-05	2.32431535293821e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Armatimonadota	0.0	0.00020374898125509	0.0	0.0013789299503585198	0.0	0.00332778702163062	0.0	0.00021874658208465	0.0	6.3325607609205005e-06	0.0	0.0	0.0	2.26523654732645e-06	3.14578182115601e-06	0.0	1.2702622710511002e-06	6.25555180222447e-06	9.7426004949241e-06	0.0	0.0	2.74425969478344e-06	3.43609549596602e-06	4.98944731892048e-06	1.59306697253553e-05	1.95676335686667e-06	0.0	0.0	1.1113704308783199e-05	1.2818595509218699e-05	6.06536645427775e-06	3.2385726962413102e-06	3.4369576051279402e-06	3.12348218287676e-06	9.30518205588692e-06	0.0	0.0	0.0	0.0	0.0	3.7579715972506697e-06	2.6572423139266102e-06	0.0	1.24677397234655e-05	1.0361432675296e-05	4.9012030568426396e-05	9.228132621448821e-05	3.4924005364327204e-06	7.627794156346901e-06	1.8569067647113396e-05	6.61802418887841e-05	0.0	0.0	1.68106781427563e-05	2.11148648648649e-05	3.80823626297776e-05	3.72173343456448e-05	0.0	0.0	6.15173698687922e-05	4.9086580546988104e-05	1.91995866852612e-05	9.38768275940796e-06	1.5479205235686402e-05	1.0532053943001301e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycoplasmatota	0.00019258281060856002	0.00448247758761206	0.00691244239631336	0.00220628792057364	0.0032541490400260303	0.0	0.0033948172456716103	0.0165153669473914	8.10668396092578e-05	0.0002786326734805	0.0003108611429328	5.7573506975030396e-05	0.00015527528366853	0.00019934081616472	9.75192364558364e-05	0.00013435822731997	0.0001765664556761	0.00017515545046228	0.00017049550866117	0.00014465439130898999	0.00015141098670856998	9.87933490122037e-05	8.590238739915059e-05	0.00021205151105412	0.00033454406423246	7.827053427466701e-05	7.8873559374438e-05	0.00018534345171288	0.00012502917347381002	0.0003247377529002	0.00014556879490266	0.00025044962184266	0.00019590658349229	0.00024363161026437998	0.00032568137195604	0.00011895006740503001	0.00027515039720711	0.00016016742835177	0.00015774203543561998	0.00018603088112626001	0.00016159277868177	0.00012223314644061999	0.00015250192870086	0.00034909671225702996	0.0001735539973112	0.00024506015284212997	0.00105464372816558	1.74620026821636e-05	4.57667649380814e-05	0.00024139787941247003	0.00109197399116494	0.00033215234720992	0.00113275940190304	0.00034181712223604	0.00044341216216215996	0.00027609712906588	0.00035728640971819	0.0003059039461609	0.00104748603351955	0.00028122226225733	0.00047450361195420994	0.00122964625634241	0.00053284487342399	0.00094010373131401	0.0007281644191626701	0.0	0.0	0.00017373175816539	0.0	0.00295732995352767	0.00318979266347687	0.0216919739696312
