#OTU ID	mgm4534775	mgm4620728	mgm4620729	mgm4620730	mgm4620731	mgm4534780	mgm4534781	mgm4620734	mgm4620735	mgm4620726	mgm4620727	mgm4534773	mgm4534778	mgm4534779	mgm4620732	mgm4620733
Pseudomonadota	0.47387182111340703	0.573910354706599	0.668084677681438	0.282909995112174	0.30387903460308197	0.879180905353875	0.7838562468547858	0.895132148348797	0.898564287475987	0.16451689898797	0.174535490419789	0.152042216093539	0.7422242936889609	0.479240122979289	0.864281777024396	0.611465480849724
Actinomycetota	0.166693378647151	0.272040588380062	0.18841889063657802	0.48332070371573205	0.4574469322477461	0.0709176694279486	0.0693383083966467	0.0730881947217833	0.0621979984090096	0.221109413786519	0.21071128585225998	0.19313252319802302	0.101658417716431	0.24833511198960398	0.0981097553101324	0.286746134527736
Chloroflexota	0.00073377488558904	0.0016848721200992	0.00106269580251407	0.00212571226122642	0.00274498400697877	0.00063689110363078	0.0006470855375400401	0.00070141275074916	0.0007538098662248	0.00149656291770097	0.00127635823394702	0.00106025022264357	0.0006013036299873	0.00094666879959328	0.00065452721453471	0.00118772493435315
Bacillota	0.196298298800857	0.0498709526784418	0.0603949198590872	0.0756071237604112	0.0480197731898808	0.0225271172658311	0.0830360978483669	0.0113507961956504	0.018882763460022	0.435822035516517	0.5514756780567621	0.5320112973656239	0.0818883536222968	0.138877627718112	0.0100143343499009	0.0309577642151356
Cyanobacteriota	0.004622781779210999	0.0130561813351507	0.00674665592054805	0.022375745885532997	0.0792730444896772	0.0019137725376740101	0.00109091355418359	0.00198097653718613	0.00126445525947386	0.00563538285277831	0.00542828453622915	0.00432538998534862	0.00250140451330884	0.006769120189684379	0.0029361968502492	0.008732640255289309
Candidatus Melainabacteria	4.05507173615e-05	1.8931147416844898e-05	8.287077359054691e-05	0.00020338604968523998	0.00018610061064262	1.54961339082916e-06	4.9096019540215795e-06	1.28620920064027e-06	4.86328945951485e-06	0.00011218254725988001	7.934488485415591e-05	6.0149673934901906e-05	4.6468595825911905e-06	2.30093111012256e-05	8.15610236180334e-06	2.32536508231792e-05
Candidatus Margulisbacteria	1.35169057871667e-05	1.8931147416844898e-05	1.4624254163037699e-05	4.92063023432041e-05	0.0	1.54961339082916e-06	1.96384078160863e-06	8.5747280042685e-07	2.08426691122065e-06	2.3868627076570604e-05	1.77841983293798e-05	1.34663449107989e-05	1.85874383303648e-06	6.57408888606447e-06	2.71870078726778e-06	1.0732454226082699e-05
Deinococcota	0.00077239461640952	0.00159021638301497	0.00104807154835103	0.0026046536040336	0.00206455364931666	0.0011854542439843	0.00088274643133308	0.00118974351059225	0.00096432082425808	0.00125787664693527	0.00110672434218986	0.00096059927030365	0.00083178786528382	0.0011712835032004901	0.00094067047239465	0.00156514957463706
Armatimonadota	8.496340780504759e-05	0.00015144917933475	0.0001234937018212	0.00020338604968523998	0.00023844140738586	9.22019967543348e-05	0.00013206829256318	0.00014491290327213	0.00016257281907521002	0.00010740882184456	0.00012585740356176002	0.00010413973397684	0.00010176622485874	0.0001435342740124	0.00013389601377293	0.00018602920658543001
Mycoplasmatota	0.00116052291115531	0.0011674207573721	0.00177928425650292	0.0043957630093262295	0.00132596685082873	3.99025448138508e-05	0.00026315466473555	4.67322676232633e-05	0.00029527114575625	0.0024656291770097398	0.00108210006757995	0.00101087362463731	0.00016356945730721002	0.0006793225182266599	0.0001807936023533	0.00083534268726343
Thermomicrobiota	7.43429818294167e-05	8.203497213966141e-05	8.449569071977328e-05	0.00021322731015388	0.00017446932247746	8.40665264524817e-05	8.984571575859491e-05	8.61760164428984e-05	9.031823281956149e-05	0.00011456940996753001	0.00012038534253733998	9.695768335775229e-05	0.0001045543406083	0.00015229972586049	0.00011486510826206001	0.00020749411503758998
Candidatus Kaiserbacteria	4.53781837140595e-05	0.00011358688450107	9.09953592366789e-05	0.0001213755457799	0.00013375981389938	0.00011273437418281999	4.27135369999877e-05	0.00011961745565954	4.51591164097808e-05	0.00014321176245942	8.34489306224743e-05	6.0149673934901906e-05	1.34758927895145e-05	3.17747629493116e-05	1.01951279522542e-05	5.36622711304136e-05
Candidatus Nomurabacteria	9.65493270511905e-05	0.00011358688450107	0.00013161828746733	0.00039036999858941	0.00026751962779877	1.9370167385364398e-05	1.22740048850539e-05	2.2294292811098102e-05	1.6674135289765197e-05	0.0001551460759977	0.00011901732728123	8.079806946479359e-05	2.09108681216604e-05	9.31329258859133e-05	2.7866683069494702e-05	0.00011090202700285
Candidatus Yanofskybacteria	3.0895784656380894e-05	9.46557370842247e-05	5.52471823936979e-05	0.00012793638609233	0.00016865367839488	2.3244200862437303e-06	7.85536312643452e-06	1.50057740074699e-06	2.7790225482942e-06	0.00012650372350581998	6.15606865247761e-05	4.2194547387170004e-05	9.293719165182381e-06	4.2731577759419e-05	1.08748031490711e-05	3.93523321623033e-05
Candidatus Azambacteria	1.0620425975631e-05	1.2620764944563302e-05	9.74950277535846e-06	1.3121680624854401e-05	0.0	1.9370167385364397e-06	1.47288058620647e-06	2.14368200106712e-06	1.3895112741471e-06	1.6708038953599403e-05	5.47206102442454e-06	6.2842942917061695e-06	1.85874383303648e-06	5.47840740505372e-06	2.03902559045084e-06	5.36622711304136e-06
