,Acidobacteriota,Actinomycetota,Aquificota,Armatimonadota,Atribacterota,Bacillota,Bacteroidota,Balneolota,Bdellovibrionota,Caldisericota,Campylobacterota,Candidatus.Absconditabacteria,Candidatus.Altiarchaeota,Candidatus.Amesbacteria,Candidatus.Aminicenantes,Candidatus.Beckwithbacteria,Candidatus.Berkelbacteria,Candidatus.Bipolaricaulota,Candidatus.Blackallbacteria,Candidatus.Buchananbacteria,Candidatus.Cloacimonetes,Candidatus.Collierbacteria,Candidatus.Curtissbacteria,Candidatus.Daviesbacteria,Candidatus.Desantisbacteria,Candidatus.Doudnabacteria,Candidatus.Edwardsbacteria,Candidatus.Eisenbacteria,Candidatus.Falkowbacteria,Candidatus.Fischerbacteria,Candidatus.Giovannonibacteria,Candidatus.Gottesmanbacteria,Candidatus.Gracilibacteria,Candidatus.Gribaldobacteria,Candidatus.Handelsmanbacteria,Candidatus.Harrisonbacteria,Candidatus.Heimdallarchaeota,Candidatus.Jorgensenbacteria,Candidatus.Kaiserbacteria,Candidatus.Kerfeldbacteria,Candidatus.Komeilibacteria,Candidatus.Levybacteria,Candidatus.Liptonbacteria,Candidatus.Magasanikbacteria,Candidatus.Margulisbacteria,Candidatus.Marinimicrobia,Candidatus.Melainabacteria,Candidatus.Micrarchaeota,Candidatus.Microgenomates,Candidatus.Moranbacteria,Candidatus.Nealsonbacteria,Candidatus.Nomurabacteria,Candidatus.Omnitrophica,Candidatus.Pacebacteria,Candidatus.Parcubacteria,Candidatus.Peregrinibacteria,Candidatus.Ratteibacteria,Candidatus.Raymondbacteria,Candidatus.Roizmanbacteria,Candidatus.Rokubacteria,Candidatus.Ryanbacteria,Candidatus.Saccharibacteria,Candidatus.Schekmanbacteria,Candidatus.Shapirobacteria,Candidatus.Spechtbacteria,Candidatus.Staskawiczbacteria,Candidatus.Taylorbacteria,Candidatus.Terrybacteria,Candidatus.Uhrbacteria,Candidatus.Woesearchaeota,Candidatus.Woesebacteria,Candidatus.Wolfebacteria,Candidatus.Woykebacteria,Candidatus.Yanofskybacteria,Candidatus.Zambryskibacteria,Chlamydiota,Chlorobiota,Chloroflexota,Chrysiogenota,Cyanobacteriota,Deferribacterota,Deinococcota,Elusimicrobiota,Euryarchaeota,Fibrobacterota,Fusobacteriota,Gemmatimonadota,Ignavibacteriota,Kiritimatiellota,Lentisphaerota,Mycoplasmatota,Myxococcota,Nitrososphaerota,Nitrospinota,Nitrospirota,Planctomycetota,Pseudomonadota,Spirochaetota,Synergistota,Thermodesulfobacteriota,Thermomicrobiota,Thermoproteota,Thermotogota,Verrucomicrobiota,candidate.division.CPR2,candidate.division.WWE3,candidate.division.Zixibacteria
Candidatus.Nealsonbacteria,-0.004,0.0027,0.0006,-0.0003,-0.0021,-0.0015,-0.0033,0.0,-0.0021,-0.0089,0.0008,0.0002,-0.002,0.003,-0.0064,-0.0035,-0.0043,-0.0026,-0.0021,0.0007,0.0035,-0.0017,-0.0038,-0.0067,-0.0065,-0.0061,0.0035,-0.0044,-0.0081,-0.0004,-0.0028,-0.0031,0.0013,-0.005,0.0014,-0.0016,-0.0008,0.0013,-0.0011,-0.0003,-0.004,-0.0036,-0.0081,-0.0061,0.0003,-0.0024,0.004,-0.0045,-0.0055,-0.0033,1.0,0.0009,0.0001,-0.0021,-0.0024,0.002,0.0013,-0.0025,-0.003,-0.0039,-0.0021,-0.0008,-0.0035,0.0013,-0.003,-0.0043,-0.0026,-0.0003,0.0006,0.0055,-0.0022,-0.0002,-0.0053,-0.0003,-0.004,0.003,0.002,-0.0021,0.002,0.0013,0.0008,-0.0079,0.0049,-0.0008,0.0035,-0.0041,-0.0071,-0.0026,-0.0043,0.0009,-0.0055,-0.0037,0.0008,-0.001,-0.0053,-0.0027,-0.0015,-0.002,-0.0014,0.002,-0.0001,0.0024,-0.0031,0.0004,-0.0011,-0.0026,0.001
Candidatus.Nomurabacteria,0.0001,-0.0012,-0.0021,-0.0013,-0.0009,-0.0017,-0.0001,0.0006,-0.0006,-0.0014,-0.0056,-0.0003,-0.0025,-0.0009,-0.0015,0.0036,-0.0058,-0.0012,0.0009,-0.0019,-0.0003,-0.0064,-0.0058,-0.0077,0.0009,-0.0017,0.0032,0.001,0.0014,-0.0017,-0.0014,0.0001,-0.0063,0.0013,-0.0,-0.0061,-0.0048,-0.0023,-0.0036,-0.0001,-0.0028,0.002,-0.0016,-0.0006,-0.0028,0.0008,-0.0006,-0.0008,-0.0054,-0.0058,0.0009,1.0,0.004,-0.0032,-0.0042,-0.0039,0.0001,-0.001,0.0006,-0.004,0.0021,-0.0005,-0.0012,-0.0035,-0.0021,-0.0014,0.0005,-0.0038,-0.0016,0.0009,-0.0049,-0.0051,-0.0033,-0.0028,0.0001,0.0005,-0.0006,-0.0059,-0.0015,0.0008,-0.0012,-0.0035,-0.003,-0.0011,-0.0038,-0.0083,-0.0025,-0.0044,-0.0,-0.0035,-0.0016,-0.0008,-0.0041,-0.0042,0.006,0.0012,0.0048,-0.003,-0.0037,-0.0036,-0.0028,-0.0084,-0.0046,-0.0059,0.001,-0.0034,-0.0042
Candidatus.Omnitrophica,-0.0029,-0.0014,0.0039,-0.0031,-0.0038,-0.0061,-0.0007,-0.0028,-0.0021,0.0044,0.0007,0.0023,0.0052,-0.0015,0.0008,-0.0023,-0.0015,-0.0036,0.0058,-0.0001,-0.0068,-0.0005,-0.0033,0.0024,0.0007,-0.0031,-0.0024,0.0025,0.0015,-0.0014,-0.0009,-0.0028,-0.0014,-0.0067,-0.0078,-0.0001,-0.0055,-0.0022,-0.0017,0.0009,0.0005,-0.0006,-0.0069,-0.0026,-0.0042,-0.0009,-0.002,-0.0042,0.0008,-0.0009,0.0001,0.004,1.0,0.0009,0.0011,-0.0006,-0.0039,0.0028,0.0004,-0.0014,-0.0008,-0.0049,-0.0103,-0.0001,-0.0008,0.0008,0.0011,0.0003,-0.0011,-0.006,-0.0004,0.0028,-0.0053,-0.0064,0.0007,-0.0006,-0.0042,-0.0003,-0.0042,0.0005,-0.005,-0.0044,-0.0031,-0.0013,-0.0022,-0.0012,0.002,-0.0032,0.0005,-0.0036,0.0053,-0.0051,-0.0048,-0.0015,-0.0022,-0.0044,-0.0082,-0.007,-0.0017,-0.0008,-0.0019,-0.004,-0.0003,-0.0039,-0.0075,-0.0002,0.0008
Candidatus.Pacebacteria,-0.0005,0.0049,-0.006,-0.0016,-0.0004,-0.0015,-0.0003,-0.0025,-0.0038,-0.0034,-0.005,-0.0018,-0.0047,-0.0007,0.0002,-0.005,-0.0028,0.0022,-0.0027,-0.005,0.0005,-0.0017,-0.002,-0.009,-0.0002,-0.0051,-0.0074,-0.0022,-0.0,-0.0001,-0.0035,-0.0028,-0.0018,-0.0036,0.0009,-0.0066,0.0023,0.0001,-0.0008,-0.0012,-0.0088,0.0054,-0.0025,-0.0016,0.002,-0.0045,-0.0019,-0.002,0.0038,-0.0034,-0.0021,-0.0032,0.0009,1.0,-0.0045,-0.0024,-0.0015,-0.0002,0.0034,-0.0027,-0.0038,-0.0001,-0.0035,-0.004,0.0044,-0.0035,-0.0018,-0.002,-0.0005,-0.0034,-0.0013,-0.0043,-0.0006,-0.0058,0.0008,0.0027,-0.0007,-0.0018,-0.0045,-0.0027,-0.0008,-0.0088,0.0056,-0.0024,-0.0027,0.002,-0.004,0.0036,-0.002,-0.0007,-0.0041,-0.0054,-0.0056,0.0041,-0.006,-0.0002,-0.0009,-0.0017,0.0033,-0.0019,0.003,-0.0037,-0.0047,-0.0005,0.0001,0.0017,-0.0022
Candidatus.Parcubacteria,-0.0004,-0.0044,-0.0007,0.0013,-0.0002,0.0002,-0.0069,-0.0021,-0.0025,-0.0028,-0.0023,-0.0023,-0.0049,-0.0038,-0.0062,0.0023,-0.0046,0.0002,-0.002,-0.0017,-0.0034,-0.0019,0.0001,-0.0039,-0.0025,0.0006,-0.0024,-0.0026,0.0007,-0.0092,-0.0005,-0.007,0.0004,-0.0023,-0.0065,0.001,-0.0034,0.0035,-0.0014,0.0008,0.0008,0.0018,0.0003,-0.003,-0.0038,-0.0061,-0.005,0.0004,-0.0006,0.0011,-0.0024,-0.0042,0.0011,-0.0045,1.0,-0.0029,-0.0011,-0.0011,-0.0029,-0.0029,-0.0072,-0.0006,0.0002,-0.0049,-0.0031,-0.002,0.0009,0.0038,0.0009,0.0001,-0.0072,-0.0,-0.0065,0.0031,-0.0025,-0.0006,0.0008,0.0007,0.0015,0.003,-0.0004,0.0028,0.0009,-0.0068,0.0015,-0.0014,-0.0005,0.0023,-0.0032,-0.001,-0.0006,-0.0052,-0.0029,-0.0045,-0.0015,-0.0043,-0.0009,-0.0043,0.0018,-0.0036,-0.0047,0.0001,-0.0041,-0.0015,-0.0041,-0.0002,0.0009
Candidatus.Peregrinibacteria,0.0028,-0.002,-0.002,-0.0009,0.0016,-0.0028,-0.0007,-0.0044,-0.0002,-0.0026,-0.0029,0.0026,-0.0063,-0.0009,0.0014,-0.005,-0.0028,0.0005,-0.0043,0.0,-0.0014,-0.0082,0.002,-0.0059,0.0043,-0.0005,-0.003,-0.0025,-0.0068,-0.0029,-0.0032,-0.004,0.0024,0.0042,0.008,-0.0062,-0.0088,-0.0012,-0.0065,-0.0032,-0.0028,-0.0078,0.0057,-0.0039,-0.0038,-0.0076,-0.0,-0.0022,-0.0032,-0.004,0.002,-0.0039,-0.0006,-0.0024,-0.0029,1.0,-0.0003,0.0041,-0.0034,-0.0037,-0.0012,-0.0007,-0.0033,-0.0016,-0.0024,-0.0035,0.0011,-0.0025,0.0001,-0.0023,-0.0018,0.0013,-0.0001,-0.0021,-0.0031,-0.0028,-0.0018,-0.0079,-0.0009,-0.0066,0.0005,-0.0071,-0.0012,-0.003,0.0075,0.0008,-0.0018,-0.0046,0.0017,0.0017,-0.0033,-0.0001,0.003,-0.0027,-0.0005,-0.0053,0.0019,-0.0041,-0.0005,0.0003,-0.0014,0.0019,-0.0029,0.0028,-0.0029,-0.004,-0.0037
Candidatus.Ratteibacteria,0.0001,-0.0024,-0.0026,-0.0035,-0.0034,-0.0024,-0.0025,-0.0034,-0.0006,0.0009,0.0001,-0.0062,0.0002,-0.0069,0.0037,-0.0024,-0.0015,-0.0051,0.0032,-0.0033,-0.0006,-0.0034,0.005,-0.0023,-0.002,-0.0051,-0.0018,-0.0011,0.0001,-0.003,-0.0056,-0.0014,-0.0024,-0.0001,0.0024,0.0006,-0.0052,-0.0031,-0.0052,0.0006,-0.0044,-0.0018,0.0,-0.003,-0.0053,0.0016,-0.0024,0.0016,-0.0016,0.0007,0.0013,0.0001,-0.0039,-0.0015,-0.0011,-0.0003,1.0,0.0031,-0.0037,0.001,-0.0047,0.0011,-0.0008,-0.0053,-0.0024,-0.0015,-0.003,0.0005,-0.0046,-0.0035,-0.0059,-0.0025,-0.0032,-0.0018,-0.0025,-0.0011,0.0001,-0.0009,-0.0029,0.0012,-0.0017,0.0042,-0.0019,-0.0014,-0.0055,-0.001,-0.0032,-0.0054,-0.0001,-0.0021,-0.0033,-0.0023,-0.0033,-0.0005,0.0002,0.0021,-0.0029,-0.0016,-0.0051,-0.0008,-0.0011,0.0041,0.0012,0.0048,-0.0034,-0.0074,-0.0046
Candidatus.Raymondbacteria,-0.0021,-0.0005,-0.0005,0.0017,-0.0031,-0.0013,-0.0005,0.0053,0.0002,0.0002,-0.001,0.0003,-0.0013,-0.0009,-0.0015,0.0017,0.0031,-0.0046,-0.0026,-0.0031,0.0027,-0.0,-0.0036,0.0009,-0.0023,-0.0017,-0.0036,0.0017,0.0009,0.0048,-0.0003,-0.0055,-0.0056,0.0033,0.0004,-0.0008,-0.0034,-0.0001,0.0004,0.0003,0.0031,-0.0077,-0.0081,-0.0013,-0.0021,-0.0035,-0.0038,-0.0024,0.0003,-0.0041,-0.0025,-0.001,0.0028,-0.0002,-0.0011,0.0041,0.0031,1.0,0.0019,0.0014,-0.0003,0.0018,-0.0035,-0.0026,-0.007,-0.0013,-0.0069,-0.0022,-0.0006,-0.0013,0.002,-0.0018,-0.0044,-0.0044,-0.0065,-0.0036,-0.0018,-0.0036,-0.004,-0.003,-0.0056,-0.0018,-0.0016,-0.0028,0.0016,-0.0039,0.0033,-0.0024,-0.0029,-0.0017,-0.0027,-0.0038,0.0037,-0.0095,-0.0029,0.0009,-0.0002,-0.0009,-0.002,-0.0047,-0.0006,-0.0015,-0.0025,-0.0047,0.002,-0.0042,0.0002
Candidatus.Roizmanbacteria,-0.0011,-0.0004,-0.0116,-0.0007,0.0008,0.0008,0.0048,-0.0008,-0.0014,0.002,0.0019,-0.0074,-0.0006,-0.0057,0.0049,-0.0061,0.0013,-0.0023,-0.0067,0.0025,0.0013,0.0006,-0.0011,-0.0041,-0.0052,-0.003,0.0015,-0.0042,0.0019,0.0055,-0.0013,-0.0079,-0.0072,-0.0012,-0.0077,-0.0034,-0.0006,-0.0004,-0.0028,-0.0042,0.0029,0.0007,0.0005,-0.0064,-0.0054,-0.0017,0.0024,-0.0008,-0.0026,-0.003,-0.003,0.0006,0.0004,0.0034,-0.0029,-0.0034,-0.0037,0.0019,1.0,-0.0008,0.0008,0.0027,-0.002,-0.0063,0.0028,-0.0052,-0.0025,-0.0015,-0.0,-0.0001,0.004,0.0,-0.0064,-0.0016,0.0007,-0.0033,-0.0013,0.0013,0.0015,-0.0007,-0.0025,-0.0021,-0.0043,-0.004,-0.0028,-0.0003,-0.0003,-0.009,-0.0049,0.0022,-0.0014,-0.0042,-0.0009,-0.0086,-0.0002,0.0002,0.0026,-0.0021,0.0064,-0.0064,0.003,-0.006,0.0002,0.0018,-0.0016,-0.0002,-0.0045
Candidatus.Rokubacteria,-0.0008,-0.0051,-0.0015,0.0002,0.0036,-0.001,-0.004,0.0018,-0.0062,-0.0021,-0.0016,-0.0064,-0.005,0.0041,-0.0033,0.0025,-0.0035,0.0016,0.0015,0.0013,-0.0044,-0.0005,-0.0041,0.0005,-0.0104,-0.0017,0.0024,-0.0071,0.0025,0.003,0.001,-0.0007,-0.0037,-0.0029,-0.0013,-0.002,-0.0043,-0.0041,-0.0015,-0.0036,0.0011,-0.0025,0.0001,-0.004,-0.0003,-0.0023,-0.001,-0.0021,-0.0027,-0.0024,-0.0039,-0.004,-0.0014,-0.0027,-0.0029,-0.0037,0.001,0.0014,-0.0008,1.0,-0.0017,0.0001,-0.0022,-0.0003,-0.0009,-0.005,-0.0062,-0.0022,0.0004,0.0024,-0.0008,-0.0011,0.0058,-0.0027,-0.0071,-0.005,-0.0038,0.0004,0.0015,-0.0029,0.0015,0.0001,-0.0057,0.0052,0.0007,-0.003,-0.0,-0.0055,-0.001,-0.0024,0.0009,-0.0078,-0.0046,-0.0034,-0.0048,-0.0038,-0.0028,-0.0007,-0.0025,-0.0024,0.0022,-0.0016,0.003,-0.0016,-0.0028,-0.0006,0.0045
Candidatus.Ryanbacteria,0.0007,-0.0005,-0.0009,-0.0018,-0.0003,-0.0054,-0.0033,-0.0007,-0.0056,-0.0055,-0.0013,0.0022,-0.0033,-0.0092,0.002,0.0036,-0.008,0.0016,0.0031,0.0007,0.0004,0.0008,-0.0017,0.0008,0.0014,-0.0042,-0.0079,-0.0016,-0.0063,-0.004,0.0018,-0.0059,-0.0016,0.0023,-0.0023,0.0023,0.0,-0.0007,-0.0032,0.0007,-0.002,-0.001,-0.0041,-0.0005,-0.0044,0.0005,-0.0082,-0.0024,-0.0045,0.0007,-0.0021,0.0021,-0.0008,-0.0038,-0.0072,-0.0012,-0.0047,-0.0003,0.0008,-0.0017,1.0,0.0012,0.0003,-0.0015,-0.005,-0.0017,-0.0023,-0.0048,-0.0002,-0.0041,0.001,-0.0027,-0.0038,-0.0001,0.0004,-0.0066,-0.0014,0.0005,-0.0009,-0.0004,-0.0026,0.001,0.0025,0.0023,0.0017,-0.004,-0.0093,0.0039,0.0006,-0.002,0.0008,-0.0038,-0.0009,-0.0015,-0.0074,-0.0042,0.0004,0.0016,-0.0025,-0.003,-0.0035,-0.0035,-0.004,-0.0065,-0.0007,0.0007,-0.0083
Candidatus.Saccharibacteria,-0.0049,-0.0025,-0.0044,-0.0019,-0.0051,0.0002,-0.0053,0.0006,0.0003,-0.0002,-0.0018,0.0026,-0.0008,-0.0042,0.0003,-0.0025,-0.0021,-0.0047,0.0018,-0.0046,-0.0036,-0.0088,-0.0002,0.0006,-0.0026,0.001,0.0011,0.0002,-0.0059,-0.0015,-0.0034,-0.0039,-0.0058,0.0069,0.0014,0.0005,0.0003,-0.0004,-0.0017,-0.0013,-0.0017,-0.0067,-0.0002,0.0048,-0.0014,-0.0055,-0.0018,0.0006,0.0001,-0.0008,-0.0008,-0.0005,-0.0049,-0.0001,-0.0006,-0.0007,0.0011,0.0018,0.0027,0.0001,0.0012,1.0,-0.0108,-0.0056,-0.0036,-0.0024,-0.0031,-0.0026,-0.0053,0.0019,-0.0021,-0.0035,-0.0002,-0.0055,-0.0049,-0.0013,0.0038,-0.0043,-0.0036,0.0007,-0.0026,0.0001,-0.0035,-0.0057,0.0019,0.0014,-0.0056,-0.0083,-0.0016,-0.0069,0.0031,-0.0042,-0.01,0.0008,-0.0013,-0.0004,-0.0005,0.0017,-0.0008,-0.002,0.0018,-0.0009,-0.0021,-0.0003,-0.0025,-0.0067,-0.0011
Candidatus.Schekmanbacteria,-0.0,0.0002,-0.005,0.0006,0.0023,-0.0051,-0.0041,-0.0005,-0.0031,0.0005,-0.0004,0.0015,-0.0011,-0.0004,-0.0016,0.0012,-0.0068,-0.0061,-0.0066,0.0003,-0.0049,-0.0025,0.0052,-0.0044,-0.0014,0.0002,0.0017,-0.0002,0.0005,-0.0041,0.0038,0.0044,0.0013,0.0011,-0.0037,0.0007,0.0018,-0.0002,-0.0085,-0.0015,-0.0057,0.0018,-0.0007,0.0,-0.001,-0.0025,-0.0046,-0.0011,-0.0026,0.002,-0.0035,-0.0012,-0.0103,-0.0035,0.0002,-0.0033,-0.0008,-0.0035,-0.002,-0.0022,0.0003,-0.0108,1.0,-0.0073,-0.002,-0.0016,-0.0021,0.0006,0.0025,-0.0036,-0.0077,-0.001,-0.0028,-0.0039,-0.0029,0.0038,-0.0046,0.0011,-0.0075,0.0021,-0.0013,-0.0032,-0.0021,0.0001,-0.0041,-0.0086,0.0005,-0.0001,-0.003,-0.0028,0.0001,-0.0008,-0.0052,0.0009,-0.0065,-0.0051,-0.0025,-0.0087,-0.004,-0.0026,-0.0001,-0.006,-0.0,-0.0021,-0.0015,0.0014,-0.0036
Candidatus.Shapirobacteria,0.0011,-0.0042,-0.0014,-0.0007,-0.0019,0.0002,-0.0002,-0.002,0.0013,-0.0013,0.0021,-0.0022,-0.0061,-0.0031,-0.0032,-0.0017,0.003,-0.0038,-0.0006,-0.0003,-0.0058,-0.0027,-0.0011,-0.0019,-0.0022,-0.0014,-0.0014,-0.001,-0.0033,-0.0019,-0.0053,-0.002,-0.0002,0.002,0.0002,0.0004,-0.0024,-0.001,-0.0024,-0.0061,-0.0006,-0.0022,-0.0008,-0.0054,0.0021,-0.0022,0.0011,-0.0027,-0.0073,-0.0021,0.0013,-0.0035,-0.0001,-0.004,-0.0049,-0.0016,-0.0053,-0.0026,-0.0063,-0.0003,-0.0015,-0.0056,-0.0073,1.0,0.0017,-0.0025,-0.0045,0.0011,0.0029,-0.0007,-0.0045,0.0003,-0.0009,0.0008,-0.0018,-0.0011,-0.0001,-0.0022,-0.0029,-0.0084,-0.0031,0.0014,-0.001,0.0039,0.0003,-0.001,-0.0029,-0.006,-0.001,-0.0026,0.0016,-0.0021,-0.0036,-0.0002,-0.0034,-0.0048,0.0,0.0007,-0.0013,-0.0018,-0.0032,-0.0002,0.0008,-0.0037,0.0004,-0.0045,-0.0008
Candidatus.Spechtbacteria,0.0001,0.0015,-0.0017,0.0012,-0.003,-0.0022,-0.0043,-0.0053,-0.0011,-0.0003,-0.001,-0.0067,-0.005,0.0003,-0.004,-0.0026,-0.0037,0.0027,-0.0036,-0.0029,-0.0004,-0.0,-0.0037,-0.002,-0.0022,0.0021,0.0003,-0.0008,-0.0007,-0.0002,-0.001,-0.0009,-0.0021,-0.0012,-0.0003,-0.0003,0.0001,-0.0019,0.0002,-0.0004,0.0019,-0.0013,0.0017,-0.0032,-0.0012,0.001,-0.0013,-0.0039,0.0027,-0.0059,-0.003,-0.0021,-0.0008,0.0044,-0.0031,-0.0024,-0.0024,-0.007,0.0028,-0.0009,-0.005,-0.0036,-0.002,0.0017,1.0,-0.0026,0.0014,-0.0029,-0.0009,-0.0013,-0.0052,-0.0039,0.0018,0.0022,-0.0096,-0.005,-0.0041,-0.0049,-0.0038,-0.0024,0.0001,0.0011,-0.0072,0.0012,-0.0012,0.0004,-0.0015,0.0015,-0.0018,-0.0047,0.003,0.0045,-0.0036,0.0029,-0.0062,-0.0003,-0.0013,0.0006,-0.0041,0.0021,0.0003,0.0002,-0.0033,-0.0056,-0.0077,-0.0046,0.0009
Candidatus.Staskawiczbacteria,-0.0006,-0.0025,0.0019,-0.0041,-0.0032,-0.0031,-0.0013,0.0071,0.0018,0.0018,-0.0035,-0.0018,0.0017,0.0,-0.0076,-0.0023,-0.003,0.0029,0.0029,-0.0009,0.0027,-0.0034,-0.0025,-0.0053,-0.0037,-0.005,-0.0034,0.0048,-0.0063,-0.0034,0.001,-0.0018,-0.0061,-0.0038,0.0035,-0.0046,-0.0032,-0.0034,-0.0041,-0.0014,-0.0042,0.0017,-0.0013,0.0024,0.0012,-0.0003,-0.0048,-0.0093,-0.0013,-0.0049,-0.0043,-0.0014,0.0008,-0.0035,-0.002,-0.0035,-0.0015,-0.0013,-0.0052,-0.005,-0.0017,-0.0024,-0.0016,-0.0025,-0.0026,1.0,0.0046,-0.0083,0.0013,-0.004,0.0019,-0.0043,-0.0006,0.0004,-0.0032,-0.0014,0.0035,-0.0021,-0.0046,-0.0012,-0.0005,-0.0017,-0.0025,-0.0022,0.0005,0.0017,0.0001,-0.0033,-0.0016,-0.0024,0.0002,-0.0022,0.0028,-0.0014,0.0032,-0.0097,-0.0041,-0.0019,-0.0024,-0.0053,0.001,-0.0012,0.0006,-0.0041,-0.0033,-0.0028,-0.0067
Candidatus.Taylorbacteria,-0.0015,-0.0053,-0.008,-0.0005,0.0003,-0.0022,-0.0041,-0.0047,-0.0017,-0.0036,-0.0031,0.0004,-0.0012,-0.0042,0.0017,-0.0024,-0.0036,0.0011,0.0014,-0.002,0.0027,0.0005,-0.0015,-0.0049,-0.0026,-0.0006,0.0019,0.0005,0.0043,-0.0031,-0.0035,0.0028,-0.0006,-0.0001,0.001,-0.0043,-0.0004,-0.0006,-0.0076,-0.0032,-0.0023,0.0003,-0.0011,-0.0027,-0.0008,-0.0003,-0.0014,-0.0008,-0.0025,0.0032,-0.0026,0.0005,0.0011,-0.0018,0.0009,0.0011,-0.003,-0.0069,-0.0025,-0.0062,-0.0023,-0.0031,-0.0021,-0.0045,0.0014,0.0046,1.0,-0.0001,-0.0017,-0.0023,-0.0008,-0.002,-0.0024,-0.0036,0.0049,-0.0007,-0.0018,-0.0011,-0.0036,-0.0014,-0.0015,-0.0028,-0.0065,0.0001,-0.0012,-0.0015,-0.0048,0.0007,0.0032,0.0002,-0.0001,0.0011,-0.0055,-0.0035,-0.0004,-0.0039,0.0022,-0.008,0.0039,-0.0013,-0.0056,-0.0035,-0.0003,0.0003,-0.0024,-0.0002,0.0028
Candidatus.Terrybacteria,0.0023,0.0001,-0.0004,-0.0049,-0.0016,0.0072,-0.0028,-0.0014,-0.0029,-0.0012,0.002,-0.0024,-0.0018,0.0012,-0.0067,0.0014,-0.0057,-0.0059,-0.0069,-0.0075,-0.0028,-0.0014,-0.0018,-0.0021,0.0043,-0.0024,-0.0014,0.0057,-0.0009,0.0003,-0.0005,0.0012,-0.0029,-0.0047,-0.005,-0.0023,-0.0001,0.0003,0.0009,-0.0046,-0.0039,-0.002,-0.0012,0.0038,-0.0057,-0.001,0.0012,-0.0032,-0.0015,-0.0007,-0.0003,-0.0038,0.0003,-0.002,0.0038,-0.0025,0.0005,-0.0022,-0.0015,-0.0022,-0.0048,-0.0026,0.0006,0.0011,-0.0029,-0.0083,-0.0001,1.0,-0.0016,0.0009,0.0035,-0.0012,-0.0013,-0.0015,0.001,-0.0048,-0.0011,0.0019,0.0005,-0.0001,-0.0009,-0.0005,0.0011,0.0019,-0.0021,-0.0017,-0.0001,-0.001,-0.0016,-0.0017,0.0028,-0.0027,-0.0037,-0.0018,-0.0005,-0.0016,0.0017,0.0053,0.0067,-0.0076,-0.0051,-0.0016,0.0006,-0.0035,0.0018,-0.0105,-0.0031
Candidatus.Uhrbacteria,0.0008,0.0014,-0.0032,-0.0024,-0.0014,-0.0027,0.0052,-0.0023,-0.0016,-0.0055,0.0015,-0.0015,-0.0034,-0.0009,-0.0071,-0.0051,-0.0062,-0.0026,-0.003,-0.0018,-0.003,-0.0002,-0.0005,0.0012,-0.0011,0.0003,0.0038,-0.0048,0.0028,-0.0022,-0.0054,-0.004,0.0013,0.0012,-0.0013,-0.0012,-0.0086,-0.0044,0.0051,-0.0006,-0.0026,0.0019,0.0042,-0.0015,0.0013,-0.003,0.0025,-0.0005,-0.0023,-0.0006,0.0006,-0.0016,-0.0011,-0.0005,0.0009,0.0001,-0.0046,-0.0006,-0.0,0.0004,-0.0002,-0.0053,0.0025,0.0029,-0.0009,0.0013,-0.0017,-0.0016,1.0,0.0035,0.0006,-0.0062,-0.006,0.0004,-0.004,-0.0045,-0.0027,0.0009,-0.0044,-0.0023,0.001,0.0003,-0.0012,-0.0056,-0.0009,-0.0029,0.0006,0.0005,-0.0009,0.0016,-0.0049,-0.0027,-0.0048,-0.0067,0.0001,-0.0022,-0.0027,0.0004,-0.0064,0.0003,-0.0019,-0.002,-0.0017,-0.0006,-0.0029,-0.0065,0.0004
Candidatus.Woesearchaeota,-0.0018,-0.0056,-0.0001,0.0006,-0.0031,0.0019,0.0005,0.0005,-0.0067,0.0009,-0.0058,0.0025,-0.0019,0.0026,-0.0047,-0.0015,0.0044,-0.0016,-0.0024,-0.0006,-0.0006,-0.0011,-0.0022,-0.0012,-0.0061,0.0022,-0.0018,-0.0028,-0.0032,-0.0039,0.0039,-0.0073,-0.0003,-0.0009,-0.001,-0.0053,-0.0027,-0.0008,-0.0028,0.0004,0.0008,0.0011,-0.0051,0.0017,-0.003,-0.0013,-0.0023,-0.0055,-0.0005,-0.0033,0.0055,0.0009,-0.006,-0.0034,0.0001,-0.0023,-0.0035,-0.0013,-0.0001,0.0024,-0.0041,0.0019,-0.0036,-0.0007,-0.0013,-0.004,-0.0023,0.0009,0.0035,1.0,-0.0024,0.0015,0.0,0.002,0.0034,-0.005,-0.0028,-0.0001,-0.0019,-0.005,-0.001,-0.0027,-0.0019,0.0024,-0.0026,-0.0019,0.0027,-0.0033,0.0008,-0.0055,-0.0008,-0.0031,-0.0017,0.0007,-0.0024,-0.0043,-0.0035,-0.0007,-0.0047,-0.0036,0.003,0.002,-0.0023,-0.0011,-0.0017,-0.0079,0.0007
