#OTU ID	mgm4532935	mgm4532936	mgm4532937	mgm4532938	mgm4532939	mgm4532940	mgm4532941	mgm4532942	mgm4532943	mgm4532944	mgm4532969	mgm4532970	mgm4532971	mgm4532972	mgm4532973	mgm4532974	mgm4532975	mgm4532976	mgm4532977	mgm4532978	mgm4532979	mgm4532980	mgm4532981	mgm4532982	mgm4532999	mgm4533000	mgm4533001	mgm4533002	mgm4533003	mgm4533004	mgm4533005	mgm4533006	mgm4533007	mgm4533008	mgm4533009	mgm4533010	mgm4533025	mgm4533026	mgm4533027	mgm4533028	mgm4533029	mgm4533030	mgm4533031	mgm4533032	mgm4533033	mgm4533034	mgm4535764	mgm4535765	mgm4535766	mgm4535767	mgm4535768	mgm4535769	mgm4535770	mgm4535771	mgm4535772	mgm4535773	mgm4535798	mgm4535799	mgm4535800	mgm4535801	mgm4535802	mgm4535803	mgm4535804	mgm4535805	mgm4535806	mgm4535807	mgm4535808	mgm4535809	mgm4535810	mgm4535811	mgm4535828	mgm4535829	mgm4535830	mgm4535831	mgm4535832	mgm4535833	mgm4535834	mgm4535835	mgm4535836	mgm4535837	mgm4535838	mgm4535839	mgm4535854	mgm4535855	mgm4535856	mgm4535857	mgm4535858	mgm4535859	mgm4535860	mgm4535861	mgm4535862	mgm4535863
Pseudomonadota	0.0920222634508349	0.110562310030395	0.0147726990590163	0.0145104628073927	0.0907095830285296	0.0174379610999329	0.155723905723906	0.143865842894969	0.143314640119405	0.14467616390072	0.582839763086281	0.593905153227187	0.0790615367051033	0.0798962281359574	0.0383325347388596	0.0378378378378378	0.115135779347919	0.113318585917609	0.165585819282317	0.192291753004559	0.762422829512585	0.764576969052995	0.183753122398002	0.182689596842402	0.26092774308653	0.28211116300794	0.0631185807656396	0.0613026819923372	0.0178811766967891	0.0157790927021696	0.0525612617309698	0.0525019445164636	0.11340206185567	0.107249255213505	0.358760826115923	0.360168499882986	0.151699170851337	0.149320702978936	0.302364864864865	0.305032654629274	0.163738019169329	0.093719806763285	0.340850277264325	0.344371716475756	0.102987921169739	0.0975965040058267	0.0920222634508349	0.110562310030395	0.0147726990590163	0.0145104628073927	0.0907095830285296	0.0174379610999329	0.155723905723906	0.143865842894969	0.143314640119405	0.14467616390072	0.582839763086281	0.593905153227187	0.0790615367051033	0.0798962281359574	0.0383325347388596	0.0378378378378378	0.115135779347919	0.113318585917609	0.165585819282317	0.192291753004559	0.762422829512585	0.764576969052995	0.183753122398002	0.182689596842402	0.26092774308653	0.28211116300794	0.0631185807656396	0.0613026819923372	0.0178811766967891	0.0157790927021696	0.0525612617309698	0.0525019445164636	0.11340206185567	0.107249255213505	0.358760826115923	0.360168499882986	0.151699170851337	0.149320702978936	0.302364864864865	0.305032654629274	0.163738019169329	0.093719806763285	0.340850277264325	0.344371716475756	0.102987921169739	0.0975965040058267
Actinomycetota	0.589795918367347	0.576367781155015	0.73704595674951	0.73547680871646	0.699341623994148	0.600268276324614	0.44023569023569	0.456310679611651	0.776058195307858	0.775429578499045	0.282695693933088	0.278890600924499	0.511131407694942	0.496949674699528	0.669381887877336	0.860660660660661	0.865923214437729	0.869109729120581	0.668828361435365	0.608371322005802	0.169170660104477	0.166976579448355	0.745472522897585	0.744009021708486	0.628456735057984	0.624007473143391	0.543417366946779	0.536201984477847	0.531436262257258	0.52603550295858	0.815726016684046	0.816729323308271	0.717432052483599	0.722939424031778	0.552409504774595	0.548326702550901	0.719023706644867	0.720802692259753	0.497635135135135	0.514022281982328	0.420127795527157	0.46280193236715	0.427890737317724	0.424554301955043	0.747616020343293	0.780772032046613	0.589795918367347	0.576367781155015	0.73704595674951	0.73547680871646	0.699341623994148	0.600268276324614	0.44023569023569	0.456310679611651	0.776058195307858	0.775429578499045	0.282695693933088	0.278890600924499	0.511131407694942	0.496949674699528	0.669381887877336	0.860660660660661	0.865923214437729	0.869109729120581	0.668828361435365	0.608371322005802	0.169170660104477	0.166976579448355	0.745472522897585	0.744009021708486	0.628456735057984	0.624007473143391	0.543417366946779	0.536201984477847	0.531436262257258	0.52603550295858	0.815726016684046	0.816729323308271	0.717432052483599	0.722939424031778	0.552409504774595	0.548326702550901	0.719023706644867	0.720802692259753	0.497635135135135	0.514022281982328	0.420127795527157	0.46280193236715	0.427890737317724	0.424554301955043	0.747616020343293	0.780772032046613
Chloroflexota	0.0	0.0	4.96561312908111e-05	7.63708568810142e-05	0.0	0.0	0.0	0.0	0.0001014360445738	0.0001028051108826	0.0001600768368817	0.0	0.0001331963313924	0.0001216076531749	0.0004791566842357	0.0006006006006006	8.51281178173151e-05	0.0001252139070912	0.0004323389537397	0.0004144218814753	8.63446013038035e-05	4.42732545269403e-05	0.0002081598667776	0.0001691570341133	0.0022301516503122	0.0018682858477347	0.0001867413632119	0.0002947244326554	0.0	0.0	0.0003584462982273	0.0003564946849883	0.0	0.0	0.0	0.0	0.0005839075090505	0.0002492833104823	0.0010135135135135	0.003073376872839	0.0	0.0	0.0002464571780653	4.30626130393592e-05	0.0	0.0	0.0	0.0	4.96561312908111e-05	7.63708568810142e-05	0.0	0.0	0.0	0.0	0.0001014360445738	0.0001028051108826	0.0001600768368817	0.0	0.0001331963313924	0.0001216076531749	0.0004791566842357	0.0006006006006006	8.51281178173151e-05	0.0001252139070912	0.0004323389537397	0.0004144218814753	8.63446013038035e-05	4.42732545269403e-05	0.0002081598667776	0.0001691570341133	0.0022301516503122	0.0018682858477347	0.0001867413632119	0.0002947244326554	0.0	0.0	0.0003584462982273	0.0003564946849883	0.0	0.0	0.0	0.0	0.0005839075090505	0.0002492833104823	0.0010135135135135	0.003073376872839	0.0	0.0	0.0002464571780653	4.30626130393592e-05	0.0	0.0
Bacillota	0.310760667903525	0.305661094224924	0.245077835985798	0.247212463723843	0.198975859546452	0.134138162307176	0.329124579124579	0.327449249779347	0.0745265110347926	0.0736525187252166	0.0664318873059068	0.0602636534839925	0.40335654755109	0.41666835566185	0.0891231432678486	0.0930930930930931	0.010811270962799	0.0093075670937852	0.14569822741029	0.168255283878989	0.0563830246513837	0.0568689954398548	0.0629163197335554	0.0658020862700874	0.0414808206958073	0.0294255021018216	0.384033613445378	0.393162393162393	0.447029417419727	0.454437869822485	0.10740354535975	0.10668913663469	0.145267104029991	0.146474677259186	0.0822784810126582	0.0843669553007255	0.102183814083849	0.10332793219494	0.138851351351351	0.117172493276988	0.404952076677316	0.435748792270531	0.165413842678168	0.164369993971234	0.137317228226319	0.10924981791697	0.310760667903525	0.305661094224924	0.245077835985798	0.247212463723843	0.198975859546452	0.134138162307176	0.329124579124579	0.327449249779347	0.0745265110347926	0.0736525187252166	0.0664318873059068	0.0602636534839925	0.40335654755109	0.41666835566185	0.0891231432678486	0.0930930930930931	0.010811270962799	0.0093075670937852	0.14569822741029	0.168255283878989	0.0563830246513837	0.0568689954398548	0.0629163197335554	0.0658020862700874	0.0414808206958073	0.0294255021018216	0.384033613445378	0.393162393162393	0.447029417419727	0.454437869822485	0.10740354535975	0.10668913663469	0.145267104029991	0.146474677259186	0.0822784810126582	0.0843669553007255	0.102183814083849	0.10332793219494	0.138851351351351	0.117172493276988	0.404952076677316	0.435748792270531	0.165413842678168	0.164369993971234	0.137317228226319	0.10924981791697
Cyanobacteriota	0.0	0.0003799392097264	0.0001737964595178	0.0001018278091746	0.0007315288953913	0.0006706908115358	0.0016835016835016	0.0008826125330979	0.000652088857975	0.0005580848876487	0.0027213062269889	0.0023968498544769	0.0001522243787342	0.0001621435375666	0.0004791566842357	0.0006006006006006	0.0002128202945432	0.0002086898451521	0.0021616947686986	0.001243265644426	0.000431723006519	0.0001549563908442	0.000624479600333	0.0007330138144911	0.0022301516503122	0.002802428771602	0.0001867413632119	9.82414775518224e-05	0.0003845414343395	0.0	0.0003910323253388	0.0005185377236193	0.0042174320524836	0.0029791459781529	0.0003331112591605	0.0002340276152586	0.0002335630036202	0.0003739249657235	0.0010135135135135	0.0003841721091048	0.0007987220447284	0.0	0.0002464571780653	0.0002583756782361	0.0006357279084551	0.0007283321194464	0.0	0.0003799392097264	0.0001737964595178	0.0001018278091746	0.0007315288953913	0.0006706908115358	0.0016835016835016	0.0008826125330979	0.000652088857975	0.0005580848876487	0.0027213062269889	0.0023968498544769	0.0001522243787342	0.0001621435375666	0.0004791566842357	0.0006006006006006	0.0002128202945432	0.0002086898451521	0.0021616947686986	0.001243265644426	0.000431723006519	0.0001549563908442	0.000624479600333	0.0007330138144911	0.0022301516503122	0.002802428771602	0.0001867413632119	9.82414775518224e-05	0.0003845414343395	0.0	0.0003910323253388	0.0005185377236193	0.0042174320524836	0.0029791459781529	0.0003331112591605	0.0002340276152586	0.0002335630036202	0.0003739249657235	0.0010135135135135	0.0003841721091048	0.0007987220447284	0.0	0.0002464571780653	0.0002583756782361	0.0006357279084551	0.0007283321194464
Candidatus.Melainabacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001600768368817	0.0003424071220681	1.90280473417818e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001110370863868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001600768368817	0.0003424071220681	1.90280473417818e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001110370863868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Deinococcota	0.0	0.0001899696048632	0.000124140328227	5.09139045873428e-05	0.0007315288953913	0.0	0.0	0.0	2.89817270211132e-05	1.46864444118079e-05	0.0003201536737634	0.0005136106831022	0.0002283365681013	0.0002634832485457	0.0	0.0	0.0001276921767259	0.0001252139070912	0.0004323389537397	0.0008288437629506	0.0002374476535854	0.0002877761544251	5.20399666944213e-05	5.63856780377784e-05	0.0017841213202497	0.0004670714619336	0.0004668534080298	0.0002947244326554	0.0	0.0	0.0004236183524504	0.0004537205081669	0.0	0.0	0.0	0.0002340276152586	0.0002335630036202	0.0	0.002027027027027	0.0019208605455243	0.0	0.0	4.10761963442185e-05	4.30626130393592e-05	0.0	0.0	0.0	0.0001899696048632	0.000124140328227	5.09139045873428e-05	0.0007315288953913	0.0	0.0	0.0	2.89817270211132e-05	1.46864444118079e-05	0.0003201536737634	0.0005136106831022	0.0002283365681013	0.0002634832485457	0.0	0.0	0.0001276921767259	0.0001252139070912	0.0004323389537397	0.0008288437629506	0.0002374476535854	0.0002877761544251	5.20399666944213e-05	5.63856780377784e-05	0.0017841213202497	0.0004670714619336	0.0004668534080298	0.0002947244326554	0.0	0.0	0.0004236183524504	0.0004537205081669	0.0	0.0	0.0	0.0002340276152586	0.0002335630036202	0.0	0.002027027027027	0.0019208605455243	0.0	0.0	4.10761963442185e-05	4.30626130393592e-05	0.0	0.0
Armatimonadota	0.0	0.0	2.48280656454056e-05	5.09139045873428e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25860271115746e-05	6.48172154524242e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003841721091048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48280656454056e-05	5.09139045873428e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25860271115746e-05	6.48172154524242e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003841721091048	0.0	0.0	0.0	0.0	0.0	0.0
Mycoplasmatota	0.0011131725417439	0.0009498480243161	0.000124140328227	0.0001018278091746	0.0014630577907827	0.0006706908115358	0.0	0.0	0.000391253314785	0.000455279776766	0.0060829198015047	0.0054785139530902	0.0005898694675952	0.0005675023814832	0.0009583133684714	0.0012012012012012	0.0007235890014471	0.0006678075044868	0.0030263726761781	0.002486531288852	0.0011440659672754	0.0011511046177004	0.0007285595337218	0.0003946997462644	0.0071364852809991	0.0079402148528724	0.0002801120448179	0.0002947244326554	0.0001922707171697	0.0003944773175542	0.0016618873826903	0.001685247601763	0.0014058106841612	0.0014895729890764	0.0006662225183211	0.0004680552305172	0.0012845965199112	0.0009971332419294	0.0013513513513513	0.0007683442182097	0.0007987220447284	0.0	0.0007804477305401	0.0005167513564723	0.0012714558169103	0.0014566642388929	0.0011131725417439	0.0009498480243161	0.000124140328227	0.0001018278091746	0.0014630577907827	0.0006706908115358	0.0	0.0	0.000391253314785	0.000455279776766	0.0060829198015047	0.0054785139530902	0.0005898694675952	0.0005675023814832	0.0009583133684714	0.0012012012012012	0.0007235890014471	0.0006678075044868	0.0030263726761781	0.002486531288852	0.0011440659672754	0.0011511046177004	0.0007285595337218	0.0003946997462644	0.0071364852809991	0.0079402148528724	0.0002801120448179	0.0002947244326554	0.0001922707171697	0.0003944773175542	0.0016618873826903	0.001685247601763	0.0014058106841612	0.0014895729890764	0.0006662225183211	0.0004680552305172	0.0012845965199112	0.0009971332419294	0.0013513513513513	0.0007683442182097	0.0007987220447284	0.0	0.0007804477305401	0.0005167513564723	0.0012714558169103	0.0014566642388929
Thermomicrobiota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.90280473417818e-05	0.0	0.0	0.0	0.0	4.1737969030427e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.90280473417818e-05	0.0	0.0	0.0	0.0	4.1737969030427e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
