#OTU ID	SRR1556897	SRR5435972	SRR5435975	SRR5468912	SRR5468955	SRR5468956	SRR5468957	SRR5487649	SRR5487652	SRR5487656	SRR5487657	SRR6050920	SRR6050958	SRR6050961	SRR6051235	SRR6051236	SRR6051345	SRR6051694	SRR6051698	SRR6240743	SRR6240745	SRR6240752	SRR6240782	SRR6240785
Pseudomonadota	0.629425253177948	0.332051848266702	0.152809022086542	0.573488131967577	0.553484298794528	0.553623141019181	0.602593612329884	0.115471187199174	0.439697306082439	0.383313347480068	0.187475512732331	0.564412388337633	0.626929099774451	0.57422352554214	0.287523635063154	0.214091017898784	0.243460073065575	0.26628524952813	0.245577920205057	0.0718154472834118	0.0926425758270733	0.062654338892064	0.0278793803827763	0.0821131079473713
Actinomycetota	0.0052779953910462	0.0109384930014933	0.0173073290466738	0.212753849302779	0.230314165261323	0.221767594254231	0.194356423883524	0.0416470666160542	0.0031712622070345	0.0116247142483086	0.0019842112691689	0.0064556243550244	0.0050726809827672	0.0061950118861195	0.0212160457185084	0.0215150112477761	0.0184818447827963	0.0147817612881795	0.0084325154097008	0.0155800117316444	0.0220060127668605	0.0307594252845152	0.0026250459864788	0.0289810777541563
Chloroflexota	0.0048662774407154	0.0163855727811403	0.0596044601679284	0.0088715523850266	0.0086332898938432	0.0099262375278815	0.0084729551480641	0.0616625253019286	0.0029327402016896	0.0174092766852613	0.0003383541283499	0.0251198085145586	0.0164171284372558	0.0243731675437723	0.0489895821867468	0.0582851283863039	0.0425152995858318	0.0403411250295827	0.0378118311905812	0.0910314440316971	0.0638511732621607	0.0281579917746457	0.0013068289859044	0.0014126687133572
Bacillota	0.000737661327676	0.0024544537589643	0.0017650740140879	0.0119323858184029	0.010450355649798	0.0115625944722099	0.0107057729798857	0.0014135825831618	0.0013621317391781	0.0010760125628634	0.0012807738746376	0.0012038419750863	0.0013823214789676	0.0012650380806135	0.0016536457728976	0.0015205599691781	0.001741132335458	0.0011910165479489	0.0011433074571874	0.001409899914309	0.0024582856964022	0.0051533312785921	0.0052705407513433	0.0074268569135064
Cyanobacteriota	0.0029048988717784	0.0004877053396314	0.0003691172235333	0.0040505774414981	0.0037518168893161	0.0041257778435286	0.0038678241859127	0.0014459021695635	0.0002900490262841	0.0003020970410764	0.0002038217669491	0.0009821806375901	0.0016681768970632	0.0013948256710844	0.0009459075552816	0.0006766302936349	0.0012449080512244	0.0005902185196359	0.0027555004933193	0.0003335287073529	0.0005356526365513	0.0019006692369427	0.0011351709555109	0.000874517558983
Candidatus Melainabacteria	5.71830486570561e-06	2.46588376730826e-05	1.16500684637801e-05	3.09345090797593e-05	2.22314206195368e-05	2.73366394586702e-05	2.42911147210407e-05	9.17590781121752e-06	1.76919156053719e-05	8.16874755736121e-06	7.49641079105915e-06	6.5899316552946e-06	6.84937706632977e-06	6.81329003332388e-06	8.83800995527871e-06	7.83050598828002e-06	9.49019980007835e-06	6.60929918440785e-06	6.13756539295685e-06	7.25639533110781e-06	2.17605827337356e-05	7.2336306318531e-05	5.59781429555169e-05	0.0001081115063028
Candidatus Margulisbacteria	0.0	5.64629920376563e-06	3.34306312438906e-06	1.01779343345322e-05	8.91021223243338e-06	9.02287772982252e-06	9.10916802039025e-06	2.17502999969601e-06	2.96990962273493e-06	1.80131356393093e-06	2.17637732643653e-06	1.77853269105962e-06	2.00026055919365e-06	2.04771011930499e-06	2.22453311799532e-06	1.97627055894686e-06	2.14005686164695e-06	1.90986754015288e-06	1.54271535193671e-06	1.64596284339763e-06	5.45237072991352e-06	6.07846925479985e-06	1.16672847845201e-05	7.34446356288801e-06
Deinococcota	2.85915243285281e-05	2.67074949063073e-05	5.06524715816524e-05	0.0026481061749287	0.0023948180322934	0.0028303248736261	0.0024857312027406	5.37980076487309e-05	2.36317348508418e-05	4.12835934245101e-05	1.18008015033447e-05	4.79080542781218e-05	4.0894215876848e-05	4.66877907201538e-05	0.0001152308155121	8.60609896235728e-05	6.38991847223694e-05	4.12299889577246e-05	3.63370508074877e-05	5.51486045164194e-05	4.75309807127887e-05	0.0001834133959373	3.49087643153861e-05	0.0001275129219945
Armatimonadota	0.0039113205281426	0.0052015282233451	0.0671344059407853	0.0008329877911269	0.0008122408319209	0.0009108639735967	0.0008051790085474	0.0327522134626099	0.0006625813707408	0.0174133401135334	0.0002063044492326	0.008692456838475	0.0059649588293844	0.007764451383741	0.031268205849589	0.0365558347206898	0.0243105193374586	0.0273696172206436	0.0228961932477613	0.0152639691671869	0.0492158610687038	0.0038609377388195	0.0003781627650769	0.0006308969399806
Mycoplasmatota	4.00281340599393e-05	0.0002143220253075	0.0001012542906917	0.0002204684831047	0.0001491798899509	0.000169379962136	0.000162893357541	8.12917462386382e-05	0.0001093036062993	6.72769670621646e-05	9.39872578749997e-05	9.10234309887567e-05	0.0001108831307965	0.0001017525773829	0.0001055029923096	9.24869762837962e-05	0.0001135798764739	7.72049484413316e-05	6.11647791692318e-05	5.59981337259149e-05	0.0001950872917218	0.0004067025590607	0.0006220896951065	0.0002960345210843
