#OTU ID	mgm4612269	mgm4624935	mgm4624936	mgm4624937	mgm4624938	mgm4624939	mgm4624940	mgm4624941	mgm4624942	mgm4624943	mgm4625757	mgm4625759	mgm4625760	mgm4625761	mgm4625762	mgm4625763	mgm4625764	mgm4625765	mgm4625766
Candidatus.Yanofskybacteria	0.0001110569537077	0.0001347527287427	2.05122911633711e-05	6.8924773532887e-05	4.63951006773685e-05	7.47451520074569e-05	3.93535523139889e-05	0.0	0.0001297677157887	1.85265619435599e-05	9.01988995734252e-05	2.05122911633711e-05	4.07449996830944e-05	9.25903943401154e-05	7.47451520074569e-05	3.10388439696917e-05	7.95681813294338e-05	8.34020628110202e-05	1.5537904448146e-05
Candidatus.Azambacteria	6.16983076154221e-06	0.0	1.3233736234433e-06	9.84639621898385e-06	4.63951006773685e-05	1.31903209424924e-05	0.0	2.518955137409e-05	9.98213198374909e-06	0.0	6.59991948098233e-06	1.3233736234433e-06	4.52722218701049e-06	3.56116901308136e-05	1.31903209424924e-05	3.59397140701694e-06	1.2902948323692e-05	7.41351669431291e-06	1.18692325645559e-06
Candidatus.Falkowbacteria	0.0003485954380271	0.0002625950611397	4.10245823267423e-05	0.0001280031508467	0.0001855804027094	0.0001450935303674	0.0001180606569419	0.0001259477568704	6.98749238862436e-05	1.44095481783243e-05	0.0001693979333452	4.10245823267423e-05	0.0001297803693609	0.0001709361126279	0.0001450935303674	7.28596021604342e-05	0.0001021483408958	5.37479960337686e-05	1.25166452498954e-05
Candidatus.Magasanikbacteria	0.0003177462842194	0.0003316990245975	4.83031372556804e-05	0.0003347774714454	0.0002783706040642	0.0001450935303674	0.0001902088361842	0.0004030328219854	0.0003294103554637	4.11701376523552e-05	0.0001913976649484	4.83031372556804e-05	0.0001373257396726	0.0002469077182403	0.0001450935303674	0.0001195812304516	0.0002236511042773	0.0003243413553761	2.4709584157121e-05
Candidatus.Nealsonbacteria	0.0001665854305616	0.0002453190702752	2.6467472468866e-05	0.0001673887357227	0.0003711608054189	6.5951604712462e-05	6.55892538566481e-05	0.0002518955137409	0.0001297677157887	2.47020825914131e-05	0.0001055987116957	2.6467472468866e-05	7.69627771791784e-05	0.000147194985874	6.5951604712462e-05	3.46328153767086e-05	8.92453925722027e-05	0.0001241764046297	8.63216913785887e-06
Candidatus.Uhrbacteria	0.0001172267844693	0.0001865807013361	3.24226537743608e-05	8.86175659708547e-05	0.0002319755033868	0.0001187128884824	9.18249553993074e-05	0.0001259477568704	0.0002695175635612	1.23510412957066e-05	0.0001033987385353	3.24226537743608e-05	7.69627771791784e-05	0.0001709361126279	0.0001187128884824	5.97906152258272e-05	0.0001430076772542	0.0002427926717387	1.25166452498954e-05
Candidatus.Giovannonibacteria	8.02077999000487e-05	6.21935671120417e-05	5.95518130549485e-06	3.93855848759354e-05	0.0	2.63806418849848e-05	1.31178507713296e-05	2.518955137409e-05	0.0	4.11701376523552e-06	4.39994632065489e-05	5.95518130549485e-06	2.11270368727156e-05	2.61152394292633e-05	2.63806418849848e-05	4.57414542711246e-06	1.6128685404615e-05	1.48270333886258e-05	3.23706342669708e-06
Candidatus.Moranbacteria	0.0002251988227962	0.0002073118903734	3.70544614564124e-05	0.0001378495470657	0.0002319755033868	9.01338597736981e-05	6.55892538566481e-05	0.0002770850651149	0.0001098034518212	1.85265619435599e-05	0.0001649979870245	3.70544614564124e-05	9.20535178025467e-05	0.0001756843379786	9.01338597736981e-05	2.80983219094051e-05	0.0001182770263005	7.41351669431291e-05	8.84797336630534e-06
Candidatus.Zambryskibacteria	8.32927152808198e-05	0.0001347527287427	1.58804834813196e-05	7.87711697518708e-05	0.0001855804027094	2.85790287087335e-05	6.55892538566481e-06	5.03791027481801e-05	5.98927919024945e-05	1.02925344130888e-05	5.05993826875312e-05	1.58804834813196e-05	3.6217777496084e-05	5.93528168846893e-05	2.85790287087335e-05	8.49484150749457e-06	3.33326165028709e-05	2.22405500829387e-05	3.34496554092031e-06
Candidatus.Staskawiczbacteria	0.0001110569537077	9.32903506680626e-05	1.52187966695979e-05	5.90783773139031e-05	0.0002319755033868	4.39677364749747e-05	9.18249553993074e-05	0.0002518955137409	0.0003593567514149	6.17552064785329e-06	6.15992484891684e-05	1.52187966695979e-05	2.56542590597261e-05	0.0001495690985494	4.39677364749747e-05	5.32561217585237e-05	0.0001215027633814	0.0003632623180213	7.2294416529568e-06
Candidatus.Wolfebacteria	5.8613392234651e-05	0.0001520287196072	2.51440988454227e-05	7.87711697518708e-05	0.0001855804027094	5.49596705937183e-05	6.55892538566481e-06	0.0	1.99642639674982e-05	4.11701376523552e-06	5.05993826875312e-05	2.51440988454227e-05	4.82903699947786e-05	0.000104460957717	5.49596705937183e-05	1.1108638894416e-05	1.7203931098256e-05	2.22405500829387e-05	3.56076976936678e-06
Candidatus.Harrisonbacteria	4.01038999500244e-05	3.80071799018033e-05	6.6168681172165e-06	1.96927924379677e-05	0.0001855804027094	2.19838682374873e-05	1.31178507713296e-05	0.0	4.99106599187454e-05	4.11701376523552e-06	3.29995974049117e-05	6.6168681172165e-06	1.20725924986947e-05	3.08634647800385e-05	2.19838682374873e-05	1.43758856280677e-05	1.7203931098256e-05	2.59473084300952e-05	4.96349725426885e-06
Candidatus.Taylorbacteria	7.71228845192776e-05	5.52831707662593e-05	7.94024174065979e-06	1.96927924379677e-05	9.27902013547369e-05	1.97854814137386e-05	2.62357015426593e-05	2.518955137409e-05	9.98213198374909e-05	6.17552064785329e-06	1.09998658016372e-05	7.94024174065979e-06	2.41451849973893e-05	4.98563661831391e-05	1.97854814137386e-05	1.60095089948936e-05	2.15049138728199e-05	5.7454754380925e-05	4.42398668315267e-06
Candidatus.Buchananbacteria	6.78681383769643e-05	0.0001174767378783	2.31590384102577e-05	8.86175659708547e-05	0.0001391853020321	4.17693496512259e-05	3.27946269283241e-05	0.0001259477568704	7.98570558699927e-05	2.05850688261776e-06	5.71993021685135e-05	2.31590384102577e-05	4.82903699947786e-05	8.30939436385651e-05	4.17693496512259e-05	2.35241764822927e-05	4.83860562138449e-05	6.67216502488162e-05	6.15042051072444e-06
Candidatus.Portnoybacteria	6.78681383769643e-05	3.10967835560209e-05	7.94024174065979e-06	4.92319810949193e-05	9.27902013547369e-05	3.07774155324823e-05	0.0	2.518955137409e-05	0.0	2.05850688261776e-06	3.51995705652391e-05	7.94024174065979e-06	1.65998146857051e-05	3.79858028062012e-05	3.07774155324823e-05	9.14829085422493e-06	3.22573708092299e-05	7.41351669431291e-06	2.48174862713443e-06
Candidatus.Adlerbacteria	0.0	2.41863872102384e-05	6.61686811721649e-07	1.96927924379677e-05	4.63951006773685e-05	8.79354729499493e-06	0.0	0.0	9.98213198374909e-06	0.0	4.39994632065489e-06	6.61686811721649e-07	3.01814812467366e-06	9.4964507015503e-06	8.79354729499493e-06	6.53449346730352e-07	7.52671985548698e-06	3.70675834715645e-06	3.23706342669708e-07
Candidatus.Sungbacteria	2.46793230461688e-05	4.49175762475857e-05	7.27855492893814e-06	2.95391886569516e-05	9.27902013547369e-05	1.97854814137386e-05	1.31178507713296e-05	2.518955137409e-05	3.99285279349964e-05	4.11701376523552e-06	2.41997047636019e-05	7.27855492893814e-06	1.8108888748042e-05	4.03599154815888e-05	1.97854814137386e-05	4.24742075374729e-06	3.11821251155889e-05	1.6680412562204e-05	2.37384651291119e-06
Candidatus.Jorgensenbacteria	3.70189845692533e-05	1.7275990864456e-05	5.95518130549485e-06	0.0	0.0	1.31903209424924e-05	6.55892538566481e-06	2.518955137409e-05	0.0	0.0	1.53998121222921e-05	5.95518130549485e-06	7.54537031168416e-06	1.89929014031006e-05	1.31903209424924e-05	1.63362336682588e-06	8.60196554912798e-06	1.85337917357823e-06	8.63216913785887e-07
Candidatus.Liptonbacteria	1.85094922846266e-05	2.41863872102384e-05	5.2934944937732e-06	1.96927924379677e-05	9.27902013547369e-05	3.07774155324823e-05	6.55892538566481e-06	0.0	9.98213198374909e-06	2.05850688261776e-06	1.09998658016372e-05	5.2934944937732e-06	1.05635184363578e-05	2.61152394292633e-05	3.07774155324823e-05	2.61379738692141e-06	9.67721124276897e-06	9.26689586789113e-06	9.71119028009123e-07
Candidatus.Tagabacteria	2.46793230461688e-05	1.38207926915648e-05	3.9701208703299e-06	0.0	0.0	8.79354729499493e-06	0.0	0.0	0.0	0.0	1.09998658016372e-05	3.9701208703299e-06	1.05635184363578e-05	7.12233802616272e-06	8.79354729499493e-06	2.61379738692141e-06	2.15049138728199e-06	0.0	2.15804228446472e-07
Candidatus.Ryanbacteria	4.93586460923377e-05	1.03655945186736e-05	2.6467472468866e-06	9.84639621898385e-06	0.0	4.39677364749747e-06	0.0	0.0	0.0	2.05850688261776e-06	4.39994632065489e-06	2.6467472468866e-06	6.03629624934733e-06	7.12233802616272e-06	4.39677364749747e-06	9.80174020095528e-07	2.15049138728199e-06	0.0	3.0212591982506e-06
