#OTU ID	mgm4745740	mgm4745741	mgm4745742	mgm4745743	mgm4745744	mgm4745745	mgm4745746	mgm4745747	mgm4772356	mgm4563763	mgm4563764	mgm4563771	mgm4563772	mgm4563775	mgm4563776	mgm4563777	mgm4563778	mgm4563779	mgm4563780	mgm4563781	mgm4563782	mgm4563783	mgm4563784	mgm4563785	mgm4563786	mgm4680824	mgm4680829	mgm4680836	mgm4680838	mgm4680840	mgm4680843	mgm4680845	mgm4680847	mgm4680849	mgm4680851	mgm4680855	mgm4680858	mgm4680862	mgm4680868	mgm4680968	mgm4680970	mgm4680972
Pseudomonadota	0.0708246747701329	0.0741592656486273	0.0533770273272606	0.0816088117489987	0.0651087506322711	0.0319416230086603	0.11632680990830699	0.10107778819119001	0.14044943820224698	0.120724771136023	0.107915369494502	0.10435428428051699	0.10377769546211099	0.11754866520713499	0.11492169832100099	0.110441183984726	0.108868804056752	0.0800975864069258	0.0783704186888773	0.0930442637759711	0.07090239410681401	0.125792378733843	0.124629978859815	0.11951713034599	0.11836185839991499	0.0595325263778677	0.9863979224941299	0.13774383884158897	0.12157314335119901	0.6913344777514691	0.945399885763136	0.93528194054798	0.9584303147849709	0.683047798727398	0.104475003442427	0.0912567215320754	0.985589440998998	0.127016688684358	0.0182515886507099	0.0393606283495216	0.0420093150443055	0.113915025291938
Actinomycetota	0.0271570497309915	0.0349711413541201	0.0195512108420351	0.0415554072096128	0.0282448153768336	0.00924836950711002	0.034460106746955	0.0389409559512652	0.651685393258427	0.202759853290913	0.208124413777964	0.27053619370217	0.274077332402533	0.192728136720805	0.194155306508021	0.202176196927004	0.20068104195859301	0.411372322615228	0.415981832962561	0.23306233062330603	0.23020257826887697	0.19577810303242701	0.19694733832648198	0.18152653966384602	0.18268328915749102	0.31253372046175104	9.431319106685121e-05	0.209328296373538	0.217280026419534	0.0004082358067787	0.00070607116316992	0.0005462005635949099	0.0004028343336313	0.0127523817335974	0.0843924154638348	0.0683302136588482	0.0006010616477536401	0.167964109306115	0.9150122716469109	0.0188725850171243	0.0751527823407977	0.10797701816870499
Chloroflexota	0.0019072561131828398	0.00161863991651226	0.00074983337036214	0.0018357810413885199	0.0013151239251391	0.00037421148294664	0.0016148898316682599	0.00182755388940956	0.0	0.00314393152341193	0.0031076004310602898	0.00275097227449504	0.00277459200319132	0.0036101352612731897	0.0035372600845714796	0.00320659414338573	0.00328568413182409	0.00233915498542445	0.00224410617883725	0.001806684733514	0.0	0.0038491568574903602	0.0038097152492511297	0.0036810354008356898	0.00376684896469245	0.00137713781888463	4.3887013060424e-07	0.00220854634769652	0.00336006247118964	8.55462061246894e-06	1.8913388030851502e-06	2.12398909298064e-06	1.39661850277586e-06	2.24599724230599e-05	0.00240379741280825	0.00239725112410437	1.55229273405134e-06	0.00268334526658567	0.00040789376693377	0.00079971055889633	0.00073572312119265	0.00289357125269254
Bacillota	0.36471291525520205	0.475475475475475	0.36772383914685597	0.228137516688919	0.429317147192716	0.25645514808083	0.39909675653483	0.386761949390815	0.0323033707865169	0.360467491967984	0.36323751721247705	0.32656228829507	0.323942223900195	0.377364356872529	0.377130370496372	0.36866236545203296	0.37043672642102005	0.247245974285358	0.24382919479912601	0.27371273712737104	0.29097605893186	0.39648441526314704	0.395244714784072	0.391196461795789	0.390274644953258	0.210936815737383	0.0134093696315211	0.25937169266647	0.36094570235367796	0.305410372716091	0.0521275326316123	0.0636153737460639	0.039404881483517	0.23386202155376104	0.379328340931891	0.44672900427639	0.0124042553950629	0.38169387784347997	0.0351322384850354	0.354324738920212	0.16735602684112602	0.328519641240303
Cyanobacteriota	0.0029889834609581802	0.00336506719485443	0.00322150633192624	0.0029038718291054698	0.00390490642387456	0.0025259275098898698	0.0017517449021486199	0.00398313027179007	0.00421348314606742	0.00564194486196971	0.0056102696122453	0.00483653243005896	0.00481249836753787	0.00649457766916145	0.00651768884469131	0.00596827802280383	0.0060474898339610604	0.004053709238033	0.00395274233669381	0.001806684733514	0.00644567219152855	0.0060987394091818	0.00603170959783396	0.00644932938250569	0.00631406292474135	0.00213124996350599	2.15046363996078e-06	0.00286302815710729	0.00409479842491876	1.16389396088013e-05	1.04883333625631e-05	1.6544757145322902e-05	2.68060648113431e-06	8.49572869915746e-05	0.00429327357381395	0.0037804552437161703	3.24359675771922e-06	0.00393700021212705	0.0004723926711266	0.00149537222142465	0.0011756382077221699	0.00434259864243656
Candidatus Melainabacteria	0.00011386603660793001	0.00012778736182991	0.00011108642523883	3.33778371161549e-05	0.00014162873039959	4.00940874585694e-05	0.00010948405638428	0.00011715089034676001	0.0	0.00050295959017764	0.00050327785427767	0.00027650232091331	0.00026713016718786	0.00031091424401337003	0.00032784716361318	0.00053214757062794	0.0005531240701793599	0.00032262624185862	0.00029499530246754	0.0	0.0	0.00032790306953348	0.00030219666415627996	0.00031134693570717	0.00032054087817668997	5.43030812619335e-05	1.3166103918127197e-07	9.389139918809721e-05	0.00016770211975479	4.6555758435205095e-07	2.57909836784339e-07	1.2296778959361601e-06	5.6315262208704004e-08	5.85912324079825e-06	0.00016841410804831002	0.00016729068887616	9.267419307769189e-08	0.0001655970969555	1.13491103196449e-05	7.26909397825279e-05	1.4965817096754098e-05	0.00016055872983866999
Candidatus Margulisbacteria	0.00014233254575991	8.51915745532767e-05	4.1657409464563395e-05	0.0	2.02326757713708e-05	0.0	0.0	4.68603561387067e-05	0.0	0.00011054692948668	0.00012722265461294	9.58474469953582e-05	0.0001110074250314	0.00013441270811058	0.00015120223953778	0.00017073587160662	0.00015767214874078	7.80177256272625e-05	5.5980956738890195e-05	0.000903342366757	0.0	0.00011853470490011999	0.00011408772938933	0.00013092859066961	0.00012439882130471002	2.5618792369541197e-05	4.3887013060424e-08	2.2663441183333803e-05	3.58337862723918e-05	8.72920470660096e-08	8.59699455947796e-08	4.4715559852223997e-07	3.37891573252224e-08	0.0	5.11446258044308e-05	3.89413607718003e-05	2.3168548269422998e-08	3.856855463279989e-05	3.45529843890178e-06	1.4383878152570001e-05	7.41629511916299e-06	7.1130546728528e-05
Deinococcota	0.0007685957471035299	0.0007880220646178	0.00038880248833592004	0.00070093457943925	0.00070814365199797	0.00020047043729284	0.00079375940878609	0.00112464854732896	0.0	0.00167151587621754	0.00169754934243349	0.00146079538326433	0.0014680286743457699	0.00183290056514434	0.0019452749663611399	0.00171732869397028	0.0018056004129993102	0.00134374059198014	0.00131287513325902	0.002710027100271	0.0018416206261510101	0.00212524995361685	0.00211673483634862	0.00192822106258888	0.0018929683072611398	0.00111182639363311	3.07209091422968e-07	0.0013997372959420901	0.00214945383576315	3.8117527218824203e-06	1.8913388030851502e-06	8.943111970444799e-07	1.05872692952363e-06	2.8319095663858197e-05	0.00163375303198355	0.00158018104764135	1.4132814444348e-06	0.00188826689722878	0.00030018958632605	0.00050327040340716	0.00054707388965849	0.0017699024966216
Armatimonadota	0.00017079905491189	0.00014908525546823	0.00019440124416796002	0.00010013351134845999	8.0930703085483e-05	5.34587832780926e-05	0.0001915970986725	0.00028116213683224	0.0	0.00036636757259199995	0.00039601169450597003	0.00032618241124074	0.00032471155878169	0.00037812059806866	0.00040272134953814	0.0003838441493054	0.00033441754128085	0.00029279593500113	0.00027357650162831	0.0	0.0009208103130755	0.00042904409491022004	0.00044344813863832	0.00043976971602904	0.00043572497197735	0.00018239704310963999	1.3166103918127197e-07	0.00024773899198289	0.00047701936285808	4.36460235330048e-07	1.71939891189559e-07	0.0	1.57682734184371e-07	1.9530410802660803e-06	0.00029340067880115	0.00028428939612776	4.40202417119036e-07	0.00037595494768211	5.2784599729239396e-05	9.09325630334883e-05	0.00010138563926376	0.00037104213642717005
Mycoplasmatota	0.00284665091519827	0.00242795987476839	0.0011802932681626301	0.00136849132176235	0.00281234193222054	0.00048112904950282996	0.0019707130149172	0.00295220243673852	0.00140449438202247	0.0048750617123893	0.00508266977987986	0.00324275498682725	0.00332903550575458	0.00613274952056073	0.00616294512885266	0.0053812955737036795	0.005509624358821121	0.00304544486625008	0.00311351477653862	0.008130081300813009	0.00552486187845304	0.00363850007215156	0.00366914286839641	0.00319302883561258	0.0032633299260781397	0.00050792357863144	3.33541299259222e-06	0.0015720513963677599	0.0032780747681984	5.12113342787256e-06	4.72834700771288e-06	2.8506169405792797e-05	1.61061649916893e-06	9.96050950935702e-05	0.00198798252609057	0.00168320975999723	1.22793305827942e-06	0.0031106070071279302	0.00026858624694585	0.00036317914569132	0.00046367387628250994	0.00223631045975296
Thermomicrobiota	2.8466509151982695e-05	4.25957872766383e-05	1.38858031548545e-05	3.33778371161549e-05	2.02326757713708e-05	1.33646958195231e-05	0.0	2.34301780693533e-05	0.0	9.43410968917792e-05	8.04496198287733e-05	6.02182913059842e-05	6.648573050009139e-05	9.30027323795462e-05	8.06896566764149e-05	7.228233980426441e-05	6.61205785041999e-05	6.19552527040026e-05	4.9652674672754796e-05	0.0	0.0	9.53431322022717e-05	8.692398429663901e-05	7.955947854086659e-05	7.56924044975769e-05	5.240539293826379e-05	0.0	7.374611813624491e-05	9.91879204019806e-05	5.8194698044006395e-08	8.59699455947796e-08	0.0	0.0	9.76520540133041e-07	6.234196991545999e-05	5.5181479838066795e-05	0.0	7.819862911787879e-05	1.0253527887798e-05	2.5626449582164897e-05	1.7186264737222e-05	8.712583151245601e-05
Candidatus Kaiserbacteria	5.693301830396539e-05	0.00012778736182991	2.7771606309709e-05	0.0	8.0930703085483e-05	0.0001202822623757	5.47420281921445e-05	9.37207122774133e-05	0.0	0.00029402010565045	0.00031743299606857	0.00023936770794128	0.00022617020821906	0.00037608404188517003	0.00035619758352651004	0.0003290092708332	0.00033314599169422996	0.00022946389890371002	0.0002083465172543	0.000903342366757	0.0009208103130755	0.00031308623142097	0.00028861479160993	0.00031322629346797003	0.00034686867104541	0.00012590432147424	0.0	0.00018562437540635	0.00022331615604953998	3.20070839242035e-07	6.877595647582371e-07	1.1178889963055999e-07	1.91471891509593e-07	3.9060821605321606e-06	0.00019020353442653	0.00016991006291911	5.097080619273051e-07	0.00017833533518285	3.2108992810282395e-05	5.81968403414325e-05	5.6976686454407895e-05	0.00023932338975952
Candidatus Nomurabacteria	0.00014233254575991	0.00012778736182991	9.72006220839813e-05	0.00010013351134845999	0.00012139605462822	4.00940874585694e-05	2.73710140960723e-05	0.00011715089034676001	0.0	0.00025871454178297	0.00026629447803787	0.00020173127587503999	0.00020064443668777	0.0003333163620318	0.00032203169286172	0.00032277803464318	0.00033823219004071	0.00017163899637996998	0.00018936167105588998	0.0	0.0009208103130755	0.00027314518955245	0.00024786917397088	0.00027250687531714	0.00025801237011347005	0.00010919006662345	1.75548052241696e-07	0.00014269574078395	0.00016024869221013	3.7826553728604104e-07	4.2984972797389796e-07	1.00610009667504e-06	2.1399799639307498e-07	4.88260270066521e-06	0.00019217063541901002	0.00012730157848718	3.01191127502499e-07	0.00014047446045157	2.04789639183691e-05	5.82519509856952e-05	2.7844413411468202e-05	0.00019412459260494
Candidatus Yanofskybacteria	0.00011386603660793001	6.38936809149575e-05	0.00011108642523883	3.33778371161549e-05	0.00016186140617096	2.67293916390463e-05	2.73710140960723e-05	9.37207122774133e-05	0.0	0.00017363392065971	0.00016027559919375	0.00016158574833772	0.00016265259068771998	0.00022130577193965	0.0002180801531795	0.00020313829979473998	0.00019709018592598001	0.00012161586641896001	0.00011731661368758	0.0	0.0009208103130755	0.00018488837123008	0.00015007969163716002	0.00017979189245062	0.00018561093972449	6.65650673533379e-05	2.1943506530212e-07	5.7557945862435106e-05	8.19877029912325e-05	8.72920470660096e-08	8.59699455947796e-08	1.7886223940889599e-06	6.75783146504448e-08	1.9530410802660803e-06	8.049982523064259e-05	7.927972103317191e-05	1.39011289616538e-07	7.74909492163595e-05	8.03427116687732e-06	2.8271760506775397e-05	1.69642199731752e-05	7.60987791235359e-05
