#OTU ID	mgm4469340	mgm4469538	mgm4469540	mgm4470009	mgm4470010	mgm4470253	mgm4470254	mgm4470255	mgm4470315	mgm4470378	mgm4470381	mgm4470382	mgm4521707	mgm4521708	mgm4523023	mgm4523024	mgm4523025	mgm4523145	mgm4523146	mgm4523147	mgm4523148	mgm4523775	mgm4523776	mgm4523777	mgm4523779	mgm4530050	mgm4546812	mgm4546813	mgm4728000	mgm4728001	mgm4728002
Pseudomonadota	0.564424300043532	0.412169160113305	0.413021987232635	0.382623497570405	0.383072506036975	0.504643847461165	0.522905182196869	0.556351868096717	0.573418082826725	0.564208092729078	0.514150646372807	0.513994212032241	0.341767640769779	0.417861080485116	0.287250869977855	0.269630484988453	0.451011959521619	0.243031559548491	0.429558011049724	0.292285048448424	0.392819429778247	0.51262721447418	0.330008673026886	0.379179331306991	0.282999486389317	0.492490416640483	0.444166779237223	0.443053354126861	0.410374956541283	0.408144453016302	0.395960507009525
Actinomycetota	0.206059918251323	0.377224701891024	0.375911755067152	0.351887217647887	0.351773485953239	0.362449456086714	0.199011984819453	0.330163699779806	0.204434544222962	0.319414272912152	0.18972838662655	0.348173844744076	0.480042765502495	0.37045203969129	0.568174628282189	0.597575057736721	0.399034038638454	0.601474314674038	0.407803867403315	0.538574757757881	0.462513199577613	0.347908028646815	0.512413269731136	0.470364741641337	0.583461736004109	0.368943630993527	0.411791190578523	0.411479233389026	0.451680491513698	0.471014395105731	0.478618901999212
Chloroflexota	0.0231065000892295	0.0548574670783197	0.054919905702122	0.0777793983785173	0.0771095178288759	0.0156562853348685	0.0341023508295758	0.0096365260687012	0.0236169274616476	0.0093485669948451	0.0329349400311081	0.0150935986385653	0.0295794725588026	0.0271958838662257	0.0268902246124644	0.0083718244803695	0.0209291628334867	0.0264915917991246	0.0117403314917127	0.0318901018030173	0.00809574093629	0.0180927252167358	0.0329575021682567	0.0243161094224924	0.0174627632254751	0.0399463750811705	0.0095475515673557	0.0095873388668176	0.0123492992172163	0.0097566172680629	0.0111202373634257
Bacillota	0.0216395432993164	0.0163813013348365	0.0163181843580903	0.0243983266974367	0.0246338215712383	0.0132102236890692	0.0279068827683283	0.0113081765883305	0.02023113691843	0.0122259437435872	0.0311519050283252	0.0140575617601406	0.0203136136849608	0.0216832047041529	0.0237266687757039	0.0101039260969977	0.015409383624655	0.0126698917300161	0.0145027624309392	0.0199926407457378	0.0211193241816262	0.0079155672823219	0.0172376409366869	0.0159574468085106	0.022085259373395	0.0112905590816733	0.0113585890052017	0.011529432977434	0.0089933205269128	0.0075727587868089	0.0080557227017114
Cyanobacteriota	0.0049503496067941	0.0031172441973596	0.003126448863336	0.0034840668967133	0.0035138617938936	0.0029787365799172	0.0051818601221044	0.0025379685589152	0.0048576881621941	0.0026239358774847	0.0054500724866878	0.0032107325192153	0.0049893086243763	0.00404263138552	0.0056944005061689	0.0011547344110854	0.0039098436062557	0.0027643400138217	0.004488950276243	0.0024530847540782	0.0010559662090813	0.0067847719562759	0.0045533391153512	0.0060790273556231	0.0035952747817154	0.0021785123274471	0.0021176405283505	0.0021293068800659	0.0042291038198017	0.0052667794109224	0.0042309276849918
Candidatus.Melainabacteria	8.9649224744059e-05	2.46154906513443e-05	2.05389356300696e-05	3.05863813757754e-05	3.16794287074895e-05	1.72015586905715e-05	7.20638202580154e-05	2.05977715634436e-05	6.49679846292139e-05	1.99680686445148e-05	0.0001020531501491	1.42595328483534e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010272213662044	6.28417017532835e-05	2.05059097237021e-05	2.25549630914003e-05	2.06319160816567e-05	1.64231547953928e-05	1.36460576539438e-05
Candidatus.Margulisbacteria	3.96202566284605e-05	1.13846644262468e-05	1.20817268412174e-05	1.6936260761793e-05	1.27739631885038e-05	1.08943205040286e-05	4.3103593425355e-05	1.17124583399973e-05	3.08864189220853e-05	9.43546100784767e-06	4.45125442139845e-05	1.33244815140351e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.81187376104168e-05	3.81395877347294e-05	7.02363100652144e-06	4.63217186536719e-06	4.54868588464793e-06
Deinococcota	0.0027282575867335	0.0031578597569343	0.0031524245760446	0.0032846234677423	0.0032829085394454	0.0026146369209668	0.0030886418663856	0.0020416026520236	0.002845278212081	0.0020474950387029	0.0030471188803394	0.0026277280122678	0.0039201710620099	0.0036751194413818	0.0018981335020563	0.0017321016166281	0.0022999080036798	0.0027643400138217	0.0031077348066298	0.0025757389917821	0.0014079549454417	0.0007538635506973	0.0047701647875108	0.0030395136778115	0.0041088854648176	0.0026812459414734	0.0010924722105977	0.0010866823398453	0.0026189364115566	0.0021943861445844	0.0024091789881903
Armatimonadota	0.0012775853938245	0.0013467750322616	0.0012552914188024	0.0014739602462987	0.0014797358957562	0.0008107667996156	0.0015140137190655	0.0006474162316901	0.001307880084011	0.0006367839033668	0.0015485298918019	0.0008303255848746	0.0017818959372772	0.0	0.000316355583676	0.0	0.0018399264029438	0.0006910850034554	0.0027624309392265	0.0015945050901508	0.0003519887363604	0.0011307953260459	0.001029921942758	0.0	0.0005136106831022	0.0007959948888749	0.0004292888356575	0.000431766436321	0.0007190442242926	0.0006303964802231	0.0006563103919277
Mycoplasmatota	0.0003847865601374	0.0001744622899914	0.0001736748233425	0.000229524250324	0.0002276320240191	9.6902113956886e-05	0.0003542576584646	0.0001042004914385	0.0003259049720744	0.0001215638464732	0.0004357162864523	0.0001203878592934	0.0007127583749109	0.0003675119441381	0.0	0.0	0.0002299908003679	0.0002303616678184	0.0003453038674033	0.0001226542377039	0.0003519887363604	0.0	0.0002168256721595	0.0	0.0005136106831022	6.28417017532835e-05	0.0001423332679581	0.0001485471184357	0.0001071103728494	8.63268393091158e-05	8.73997502121637e-05
