min_values_nonzero
1.8571807622555e-4
7.09682661849341e-7
3.37264943197838e-7
1.14356026905686e-5
5.28612192123044e-7
5.60785629262602e-8
2.3168548269423e-8
2.63821127165213e-7
1.31661039181272e-7
2.02484566626332e-7
4.55003084238407e-8
1.1178889963056e-7
8.69016301355387e-8
6.68634323754612e-8
2.25261048834816e-8
4.50522097669632e-8
4.3887013060424e-8
3.37891573252224e-8
4.3887013060424e-8
2.3168548269423e-8
5.7242177226818e-8
2.25261048834816e-8
3.37891573252224e-8
4.34055000411267e-8
4.3887013060424e-8
5.27184367338693e-8
4.63370965388459e-8
2.25261048834816e-8
2.90973490220032e-8
1.12630524417408e-8
4.50522097669632e-8
2.3168548269423e-8
2.3168548269423e-8
1.12630524417408e-8
1.12630524417408e-8
1.12630524417408e-8
2.3168548269423e-8
2.25261048834816e-8
2.3168548269423e-8
2.25261048834816e-8
2.25261048834816e-8
3.25672867011257e-8
2.17112249030181e-8
2.25261048834816e-8
1.12630524417408e-8
2.25261048834816e-8
2.09607484831754e-8
2.25261048834816e-8
1.79069673950833e-8
2.1470859743788e-8
2.21974828809127e-8
8.48802907795049e-8
8.48802907795049e-8
4.34508150677694e-8
4.50522097669632e-8
5.6315262208704e-8
2.3168548269423e-8
1.12630524417408e-8
3.37891573252224e-8
3.37891573252224e-8
2.1470859743788e-8
2.3168548269423e-8
2.25261048834816e-8
2.25261048834816e-8
3.25672867011257e-8
1.12630524417408e-8
2.63592183669347e-8
5.36504058009394e-8
8.47252993980267e-8
2.25261048834816e-8
2.3168548269423e-8
5.36504058009394e-8
2.09607484831754e-8
4.34508150677694e-8
1.75548052241696e-7
4.55003084238407e-8
8.48802907795049e-8
2.3168548269423e-8
5.7242177226818e-8
1.12630524417408e-8
2.25261048834816e-8
2.25261048834816e-8
1.12630524417408e-8
2.50987655247473e-8
2.25261048834816e-8
7.77859867922506e-8
1.12630524417408e-8
1.12630524417408e-8
1.12630524417408e-8
2.74799259141197e-8
1.12630524417408e-8
2.3168548269423e-8
2.90973490220032e-8
1.12630524417408e-8
2.50664285422799e-8
2.17112249030181e-8
1.0735429871894e-8
1.12630524417408e-8
2.19291354287046e-8
2.50987655247473e-8
1.12630524417408e-8
1.68691049225937e-8
1.12630524417408e-8
1.68691049225937e-8
5.33173239182048e-7
1.75548052241696e-7
2.63821127165213e-7
4.3887013060424e-8
8.47252993980267e-8
2.50664285422799e-8
5.46829074901913e-7
2.63322078362544e-7
2.66586619591024e-7
1.6026437210823e-6
1.75548052241696e-7
2.3168548269423e-7
2.50664285422799e-8
4.3887013060424e-8
2.3168548269423e-8
4.3887013060424e-8
4.15350490188341e-8
4.15350490188341e-8
2.09607484831754e-8
2.63821127165213e-7
1.75548052241696e-7
2.66586619591024e-7
2.3168548269423e-8
1.12630524417408e-8
2.64306096061522e-7
2.67948747835309e-7
1.75548052241696e-7
1.12630524417408e-8
1.38673713510092e-7
2.01574660936302e-7
4.3887013060424e-8
2.50664285422799e-8
8.68110000822534e-8
2.90973490220032e-8
4.3887013060424e-8
4.15350490188341e-8
2.3168548269423e-8
5.6315262208704e-8
2.63592183669347e-8
1.12630524417408e-7
1.79069673950833e-8
2.63821127165213e-7
2.63592183669347e-8
1.12630524417408e-8
1.12630524417408e-8
1.12630524417408e-8
2.17112249030181e-8
1.79069673950833e-8
3.86181618434642e-8
2.19291354287046e-8
4.15350490188341e-8
1.12630524417408e-8
1.12630524417408e-8
2.09607484831754e-8
1.20245033405152e-8
