#OTU ID	mgm4446412	mgm4446411	mgm4446406	mgm4453379	mgm4453380	mgm4454502	mgm4454505	mgm4454687	mgm4454695	mgm4454700	mgm4453381	mgm4453382	mgm4454503	mgm4454506	mgm4460178	mgm4460188	mgm4460189	mgm4460182	mgm4460180	mgm4460179	mgm4533759	mgm4533760	mgm4533761	mgm4533762	mgm4533763	mgm4533764	mgm4533766	mgm4533775	mgm4533776	mgm4533777	mgm4533778	mgm4533779	mgm4533780	mgm4533781	mgm4533782	mgm4533700	mgm4533701	mgm4533702	mgm4533703	mgm4533704	mgm4533705	mgm4533751	mgm4533752	mgm4533753	mgm4533754	mgm4533755	mgm4533756	mgm4533757	mgm4533758	mgm4533783	mgm4533784	mgm4533785	mgm4533786	mgm4533787	mgm4533788	mgm4533789	mgm4533790	mgm4533706	mgm4533707	mgm4533708	mgm4533709	mgm4533710	mgm4533711	mgm4533712
Thermomicrobiota	0.0	0.0	0.0	0.0	0.0002208480565371	0.0	0.00042955326460481	0.00057175528873642	0.0	0.0	0.00024467824810374	0.00174216027874564	0.0	0.0	0.0	0.0	4.6868409129966104e-05	3.37006706433458e-05	0.0	7.071885718326791e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00035026269702276	0.0002112378538234	0.0	0.0	0.0	0.0	0.0	0.0	0.00018436578171091	0.0	0.0	7.937767899666608e-05	0.0	0.00016837851490149	0.0	0.00012116806009935	0.0001233654083395	0.0	4.74473334598596e-05	0.0	0.0	0.0	0.0	6.15839389087326e-05	0.0	0.0	0.0	0.00013620266957232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Kaiserbacteria	0.00022815423226099995	0.00031225604996096	0.00013867702121758	0.0	0.0002944640753828	0.00015610365282547	0.0	0.0	0.00061462814996926	0.0	0.00024467824810374	0.0	0.0	0.0005977286312014299	8.389730969293579e-05	0.00013772523814989	0.00020309643956318	0.00020220402386007	0.00011833269236458001	0.0001060782857749	0.0005552470849528	0.00012868356710848	0.0	0.0	0.0001223241590214	0.00018867924528301002	0.00035026269702276	0.0	0.0	0.00041788549937317004	0.0	0.00021190930281839	0.00013397642015005	0.0001885014137606	0.00036873156342182	0.0	0.0	0.00023813303698999	0.00014964459408903	0.00016837851490149	0.0	0.0	0.000246730816679	0.0	0.0	0.00011940298507462	0.0	0.0	7.170000717000071e-05	0.00018475181672619	5.002000800320129e-05	0.00020018016214593	0.00015593326056446998	0.0	0.00019120458891013	0.0	0.00038182512409316003	0.0	0.0	0.0	0.0006631299734748	0.00018338529249954	0.0	0.0
Candidatus Nomurabacteria	0.0	0.00046838407494145	6.93385106087921e-05	0.0	7.361601884570079e-05	0.0	0.00042955326460481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00050338385815761	0.00027545047629978	0.00028121045477979	0.00053921073029353	0.00035499807709374	0.00028287542873307	0.00111049416990561	0.00025736713421696	0.0	0.000678656260604	0.00036697247706422	0.0	0.00035026269702276	0.0002112378538234	0.00055555555555555	0.0	0.00037854889589905	0.0	0.0	0.0001885014137606	0.00018436578171091	0.0	0.00026695141484249	0.00023813303698999	0.00022446689113355	0.0	0.0	0.0	0.0	0.0	0.00023723666729928998	0.0	0.00014039028499227	0.0003000300030003	0.0	0.0	5.002000800320129e-05	5.0045040536482793e-05	0.00020791101408597	0.00040860800871697005	0.00019120458891013	0.0	0.00019091256204658002	0.00044189129474149003	0.00058806233460746	0.00074280408542247	0.0	0.0	0.0	0.0
Candidatus Yanofskybacteria	0.0	0.00015612802498048	0.00020801553182637	0.00038270187523917995	7.361601884570079e-05	0.00015610365282547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013982884948822	9.181682543326059e-05	6.24912121732881e-05	0.00016850335321672	2.95831730911458e-05	7.071885718326791e-05	0.0	0.00025736713421696	0.0	0.000339328130302	0.0	9.433962264150942e-05	0.00035026269702276	0.0002112378538234	0.00055555555555555	0.00041788549937317004	0.0	0.0	0.0002679528403001	0.0	0.00036873156342182	0.0	0.0	0.00023813303698999	0.0	0.00016837851490149	0.0	0.0	0.0001233654083395	0.0	4.74473334598596e-05	0.0	0.0	0.0	0.00014340001434	6.15839389087326e-05	0.0	5.0045040536482793e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018338529249954	0.0004739336492891	0.00038153376573826
Candidatus Azambacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79657698976453e-05	2.29542063583152e-05	0.0	3.37006706433458e-05	5.91663461822915e-05	0.0	0.0	0.00012868356710848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012618296529968	0.00021190930281839	0.0	0.0	0.00018436578171091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0045040536482793e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00037140204271122996	0.0006631299734748	0.0	0.0	0.0
Candidatus Falkowbacteria	0.00045630846452200994	0.00046838407494145	0.0	0.00038270187523917995	0.0	0.0	0.0	0.0	0.0	0.00135869565217391	0.0	0.00058072009291521	0.0	0.0	0.00013982884948822	0.00019511075404567	0.00014060522738988998	0.00013480268257338	0.00026624855782031003	0.0001060782857749	0.0	0.00012868356710848	0.00052910052910052	0.000339328130302	0.00024464831804281	0.00018867924528301002	0.00035026269702276	0.00042247570764681003	0.0	0.0	0.00012618296529968	0.00021190930281839	0.0006698821007502599	0.0	0.00018436578171091	0.0	0.0	0.00015875535799333	7.48222970445193e-05	0.00016837851490149	0.0	0.00012116806009935	0.0001233654083395	0.00014168319637291002	0.00014234200037957	0.0	0.0	0.0	0.00014340001434	0.0	0.0001500600240096	0.00010009008107296	0.0	0.0	0.00019120458891013	0.0	0.00057273768613974	0.0	0.00029403116730373	0.00037140204271122996	0.0	0.0	0.0004739336492891	0.00038153376573826
Candidatus Magasanikbacteria	0.00068446269678302	0.00078064012490242	0.00034669255304396003	0.0	0.0005153121319199	0.0	0.00085910652920962	0.00057175528873642	0.0	0.00135869565217391	0.00024467824810374	0.0	0.0	0.0	0.00030762346887409	0.0005394238494204	0.00029683325782311	0.0003707073770768	0.00029583173091145	0.00049503200028287	0.0016657412548584099	0.00025736713421696	0.00052910052910052	0.000339328130302	0.00048929663608562	0.00056603773584905	0.00035026269702276	0.0008449514152936201	0.00055555555555555	0.00041788549937317004	0.00050473186119873	0.0	0.00013397642015005	0.0	0.00036873156342182	0.0	0.00053390282968499	0.00023813303698999	0.00022446689113355	0.00016837851490149	0.0	0.0	0.0001233654083395	0.00014168319637291002	0.00014234200037957	0.00023880597014925	0.00070195142496139	0.0	0.00035850003585000004	0.00018475181672619	0.0003001200480192	0.00025022520268241	0.00020791101408597	0.00013620266957232	0.0	0.0	0.00019091256204658002	0.00044189129474149003	0.00029403116730373	0.0	0.0	0.00036677058499908	0.0009478672985781901	0.00038153376573826
Candidatus Nealsonbacteria	0.0	0.00046838407494145	6.93385106087921e-05	0.0	7.361601884570079e-05	0.00015610365282547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.59315397952906e-05	9.181682543326059e-05	7.81140152166102e-05	0.00020220402386007	0.00020708221163802	0.00035359428591633996	0.0	0.00038605070132544	0.0	0.000339328130302	0.0001223241590214	9.433962264150942e-05	0.0	0.0	0.00055555555555555	0.0	0.0	0.00021190930281839	0.0002679528403001	0.0	0.0	0.00028785261945883	0.00026695141484249	0.00015875535799333	0.00022446689113355	0.0	0.0	0.0	0.0	0.0	9.489466691971909e-05	0.00035820895522387997	0.0	0.0	0.0	0.0	0.0001500600240096	0.0	0.0	0.0	0.0	0.0	0.00019091256204658002	0.00044189129474149003	0.0	0.00018570102135561002	0.0	0.00036677058499908	0.0004739336492891	0.0
Candidatus Uhrbacteria	0.00045630846452200994	0.00015612802498048	0.0	0.00038270187523917995	7.361601884570079e-05	0.0	0.00085910652920962	0.0	0.0	0.0	0.0	0.00058072009291521	0.00062853551225644	0.0	0.00033558923877173997	0.00019511075404567	0.0002187192426065	0.00023590469450342002	0.00014791586545571998	0.00035359428591633996	0.0	0.00038605070132544	0.0	0.000339328130302	0.0001223241590214	0.00047169811320754	0.0	0.0002112378538234	0.0	0.0008357709987463401	0.00037854889589905	0.00105954651409197	0.00013397642015005	0.00056550424128181	0.0	0.0	0.00026695141484249	0.00023813303698999	0.00014964459408903	0.00016837851490149	0.0	0.0	0.0	0.00028336639274582003	0.00023723666729928998	0.00011940298507462	0.00014039028499227	0.0	0.00021510002151	6.15839389087326e-05	0.0001500600240096	0.00015013512160944	5.1977753521492795e-05	0.0	0.0	0.0	0.00038182512409316003	0.0013256738842244802	0.0	0.00074280408542247	0.0	0.00128369704749679	0.0	0.0
Candidatus Giovannonibacteria	0.0	0.0	0.0	0.0	7.361601884570079e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001606794445082	9.373681825993221e-05	0.00010110201193003001	8.874951927343729e-05	7.071885718326791e-05	0.0	0.0	0.0	0.0	0.0	9.433962264150942e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026695141484249	7.937767899666608e-05	7.48222970445193e-05	0.0	0.0	0.00012116806009935	0.0	0.0	4.74473334598596e-05	0.00023880597014925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018570102135561002	0.0	0.0	0.0	0.0
Candidatus Moranbacteria	0.00022815423226099995	0.00046838407494145	0.00013867702121758	0.00114810562571757	0.0001472320376914	0.00015610365282547	0.00042955326460481	0.0	0.00061462814996926	0.0	0.00048935649620748	0.0	0.0	0.0	0.00011186307959058	0.00020658785722483	7.81140152166102e-05	0.00010110201193003001	0.00020708221163802	0.00017679714295816998	0.0	0.00012868356710848	0.00052910052910052	0.0	0.0	0.00047169811320754	0.0	0.0002112378538234	0.0	0.00041788549937317004	0.00012618296529968	0.0	0.00013397642015005	0.0	0.0	0.00028785261945883	0.00026695141484249	0.00015875535799333	0.00014964459408903	0.0	0.0	0.0	0.0	0.0	9.489466691971909e-05	0.0	0.00014039028499227	0.0	7.170000717000071e-05	6.15839389087326e-05	0.0001000400160064	0.00010009008107296	5.1977753521492795e-05	0.00027240533914464	9.560229445506691e-05	0.0	0.00019091256204658002	0.0	0.0	0.00018570102135561002	0.0006631299734748	0.00036677058499908	0.0	0.00038153376573826
Candidatus Zambryskibacteria	0.0	0.0	0.0	0.0	7.361601884570079e-05	0.00015610365282547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.389730969293579e-05	5.73855158957879e-05	0.00010935962130325	0.00026960536514676	0.00014791586545571998	3.5359428591634e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013397642015005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014168319637291002	0.0	0.00011940298507462	0.00014039028499227	0.0	7.170000717000071e-05	0.0	5.002000800320129e-05	5.0045040536482793e-05	0.00010395550704298001	0.0	0.0	0.0	0.00019091256204658002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Staskawiczbacteria	0.0	0.0	0.00013867702121758	0.0	0.0001472320376914	0.00015610365282547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.389730969293579e-05	4.5908412716630296e-05	0.00012498242434657	6.74013412866916e-05	5.91663461822915e-05	0.00017679714295816998	0.0	0.0	0.0	0.000339328130302	0.0001223241590214	0.0	0.0	0.0	0.0	0.0	0.00025236593059936	0.0	0.0002679528403001	0.0	0.0	0.0	0.0	0.00015875535799333	7.48222970445193e-05	0.0	0.0	0.00012116806009935	0.0	0.00014168319637291002	9.489466691971909e-05	0.00011940298507462	0.0	0.0	7.170000717000071e-05	6.15839389087326e-05	5.002000800320129e-05	5.0045040536482793e-05	5.1977753521492795e-05	0.00013620266957232	9.560229445506691e-05	0.00011849745230477	0.0	0.00022094564737074	0.0	0.0	0.0	0.00055015587749862	0.0009478672985781901	0.0
Candidatus Wolfebacteria	0.0	0.00015612802498048	6.93385106087921e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.389730969293579e-05	4.5908412716630296e-05	7.81140152166102e-05	0.00016850335321672	0.00014791586545571998	7.071885718326791e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042381860563678	0.0	0.0	0.0	0.0	0.0	7.937767899666608e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.74473334598596e-05	0.0	0.00014039028499227	0.0	0.0	6.15839389087326e-05	0.0	5.0045040536482793e-05	5.1977753521492795e-05	0.0	9.560229445506691e-05	0.00011849745230477	0.0	0.00022094564737074	0.0	0.00018570102135561002	0.0	0.0	0.0004739336492891	0.0
Candidatus Harrisonbacteria	0.0	0.00031225604996096	6.93385106087921e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79657698976453e-05	6.88626190749455e-05	6.24912121732881e-05	3.37006706433458e-05	2.95831730911458e-05	3.5359428591634e-05	0.0	0.0	0.0	0.0	0.0001223241590214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014964459408903	0.0	0.0	0.00012116806009935	0.0	0.0	0.00014234200037957	0.0	0.0	0.0	7.170000717000071e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019091256204658002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Taylorbacteria	0.0	0.00015612802498048	0.0	0.00038270187523917995	7.361601884570079e-05	0.0	0.0	0.0	0.0	0.0	0.00024467824810374	0.0	0.0	0.0	0.00013982884948822	3.4431309537472696e-05	9.373681825993221e-05	0.00023590469450342002	0.0	3.5359428591634e-05	0.0	0.00012868356710848	0.0	0.0	0.0	0.0	0.00035026269702276	0.0	0.0	0.0	0.0	0.0	0.0	0.0001885014137606	0.0	0.0	0.0	0.0	7.48222970445193e-05	0.00033675702980298997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.170000717000071e-05	0.0	0.0	5.0045040536482793e-05	0.0	0.00013620266957232	9.560229445506691e-05	0.00011849745230477	0.0	0.0	0.0	0.0	0.0	0.00018338529249954	0.0	0.0
Candidatus Buchananbacteria	0.0	0.00031225604996096	6.93385106087921e-05	0.0	7.361601884570079e-05	0.0	0.0	0.0	0.0	0.0	0.00024467824810374	0.0	0.00062853551225644	0.0	2.79657698976453e-05	0.00011477103179156999	1.5622803043322e-05	0.00013480268257338	8.874951927343729e-05	0.00014143771436653	0.0	0.0	0.00052910052910052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.48222970445193e-05	0.0	0.0	0.0	0.0	0.0	4.74473334598596e-05	0.00023880597014925	0.0	0.0	0.0	0.0	0.0	0.0	5.1977753521492795e-05	0.0	9.560229445506691e-05	0.0	0.0	0.0	0.00029403116730373	0.00018570102135561002	0.0	0.00018338529249954	0.0	0.0
Candidatus Portnoybacteria	0.0	0.0	0.0	0.00076540375047837	0.0002208480565371	0.0	0.00042955326460481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011186307959058	5.73855158957879e-05	6.24912121732881e-05	0.00010110201193003001	5.91663461822915e-05	7.071885718326791e-05	0.0	0.0	0.0	0.0	0.0	0.00018867924528301002	0.0	0.0	0.0	0.0	0.00012618296529968	0.00021190930281839	0.0002679528403001	0.0	0.00018436578171091	0.0	0.0	0.0	0.00014964459408903	0.00016837851490149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010009008107296	5.1977753521492795e-05	0.0	0.0	0.00023699490460955	0.0	0.00044189129474149003	0.0	0.0	0.0	0.0	0.0	0.0
