#OTU ID	mgm4518019	mgm4533948	mgm4533949	mgm4533950	mgm4543715	mgm4543716	mgm4543717	mgm4553173	mgm4553174	mgm4553178	mgm4553179	mgm4553184	mgm4553185	mgm4553189	mgm4553190	mgm4553191	mgm4518020	mgm4533951	mgm4533952	mgm4533953	mgm4543718	mgm4543719	mgm4543720	mgm4553180	mgm4553181	mgm4553183	mgm4553186	mgm4553187	mgm4553188	mgm4553192	mgm4553193	mgm4553194	mgm4518021
Thermomicrobiota	6.86483146838745e-05	0.00027425990158909	0.00013938933532195	0.00035452514242841	0.00011698034730165	0.00045480731330159	0.0004512792029715	0.00030759766225776003	0.0	0.00110864745011086	0.0040518638573743895	0.00018597731076808	0.00068573667711598	0.0	0.0	0.00037792894935752004	0.0	0.00012866249488274	0.00020665098238696998	0.00015907283263265	0.00013683723536656001	0.00014300525544313	0.00013079019073568998	0.0	0.0	0.0	9.65064659332175e-05	0.00023386342376052	0.0	0.00024189646831156	0.0005822416302765599	0.0	3.4257134048165506e-05
Candidatus Kaiserbacteria	0.00109837303494199	0.00012099701540695	7.6664134427075e-05	8.244770754149179e-05	7.79868982011022e-05	0.00018192292532063	0.0001735689242198	0.00030759766225776003	0.00019723865877711998	0.0008869179600886901	0.00303889789303079	9.29886553840431e-05	9.796238244514109e-05	0.0	0.00035360678925035	0.0007558578987150401	0.0	0.00015205567577051	0.00023844344121574	0.00022724690376092998	5.21284706158327e-05	0.00033963748167745	0.00015258855585831	0.00129366106080207	0.00023272050267627998	0.0	0.0	0.00011693171188026	0.00022048285745782998	8.06321561038542e-05	0.0005822416302765599	0.0002029838627829	3.4257134048165506e-05
Candidatus Nomurabacteria	0.0	4.03323384689844e-05	9.060306795927041e-05	4.1223853770745895e-05	5.1991265467401504e-05	0.00015160243776719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.01795426633136e-05	9.537737648629749e-05	4.54493807521873e-05	1.3032117653958199e-05	3.57513138607844e-05	5.44959128065395e-05	0.0	0.0	0.0	0.0	0.00011693171188026	0.0	0.0	0.0	0.0	0.0
Candidatus Yanofskybacteria	0.0	2.4199403081390697e-05	3.4847333830488596e-05	6.59581660331934e-05	9.098471456795259e-05	0.0	6.94275696879231e-05	0.0	0.0	0.0	0.0	0.0	9.796238244514109e-05	0.0	0.0	0.0007558578987150401	0.0	0.0	9.537737648629749e-05	3.40870355641404e-05	1.3032117653958199e-05	7.15026277215688e-05	2.17983651226158e-05	0.0	0.0	0.0	9.65064659332175e-05	0.00011693171188026	0.0	0.0	0.0	0.0	0.0
Candidatus Azambacteria	0.0	8.06646769379689e-06	1.3938933532195498e-05	1.64895415082984e-05	1.29978163668504e-05	3.03204875534399e-05	3.47137848439615e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.948114707191451e-06	1.13623451880468e-05	2.6064235307916398e-05	1.78756569303922e-05	1.08991825613079e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.06321561038542e-05	0.0	0.0	0.0
Candidatus Falkowbacteria	0.00041188988810324	2.4199403081390697e-05	6.96946676609773e-05	4.94686245248951e-05	6.498908183425179e-05	0.00015160243776719	0.00048599298781545994	0.0	0.0	0.0	0.0	0.00027896596615212	0.0	0.0	0.00035360678925035	0.00113378684807256	0.0	0.0	6.358491765753161e-05	2.27246903760936e-05	1.9548176480937303e-05	0.00012512959851274	5.44959128065395e-05	0.0	0.0	0.0	0.0	0.00011693171188026	0.0	0.0	0.00029112081513827997	0.0	0.0
Candidatus Magasanikbacteria	0.0	6.45317415503751e-05	0.00011848093502366001	5.77133952790443e-05	0.0002079650618696	9.096146266031959e-05	0.0001735689242198	0.0	0.0	0.0	0.0	0.0	9.796238244514109e-05	0.00075075075075075	0.0	0.0	5.00100020004001e-05	5.8482952219428e-05	6.358491765753161e-05	2.27246903760936e-05	5.21284706158327e-05	0.00025025919702549	7.62942779291553e-05	0.0	0.0	0.0	0.0	0.00011693171188026	0.00011024142872891002	8.06321561038542e-05	0.00029112081513827997	0.0	0.0
Candidatus Nealsonbacteria	0.0	8.06646769379689e-06	1.3938933532195498e-05	8.24477075414918e-06	2.5995632733700698e-05	0.00012128195021375	6.94275696879231e-05	0.0	0.0	0.0	0.0	0.0	9.796238244514109e-05	0.0	0.00035360678925035	0.0	0.0	0.0	1.5896229414382902e-05	5.681172594023411e-05	1.3032117653958199e-05	5.36269707911766e-05	1.08991825613079e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.06321561038542e-05	0.0	0.0	0.0
Candidatus Uhrbacteria	0.0	8.87311446317658e-05	4.87862673626841e-05	8.244770754149179e-05	0.0001559737964022	0.00012128195021375	3.47137848439615e-05	0.0	0.00019723865877711998	0.0	0.0	0.0	0.0	0.0	0.00035360678925035	0.0	0.0007001400280056	4.67863617755424e-05	0.00012716983531506002	0.00013634814225656002	7.167664709676999e-05	0.00010725394158235	8.71934604904632e-05	0.0	0.0	0.0	0.0	0.0	0.00022048285745782998	8.06321561038542e-05	0.0	0.0	0.0
Candidatus Giovannonibacteria	0.0	8.06646769379689e-06	6.96946676609773e-06	0.0	0.00085785588021212	0.00036384585064127	3.47137848439615e-05	0.00010253255408592	0.0	0.0	0.0	0.0	0.0	0.0	0.00035360678925035	0.0	0.0	1.16965904438856e-05	3.1792458828765804e-05	1.13623451880468e-05	1.9548176480937303e-05	8.9378284651961e-05	4.35967302452316e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010149193139145	0.0
Candidatus Moranbacteria	0.0	4.03323384689844e-05	6.27252008948795e-05	4.1223853770745895e-05	7.79868982011022e-05	0.00018192292532063	0.00010414135453188	0.0	0.0	0.0	0.00040518638573743	0.0	9.796238244514109e-05	0.0	0.0	0.0	0.0	2.33931808877712e-05	0.00010332549119348	6.817407112828089e-05	4.56124117888536e-05	0.00019663222623431	3.26975476839237e-05	0.0	0.0	0.0	0.0	0.0	0.00011024142872891002	0.0	0.00029112081513827997	0.0	0.0
Candidatus Zambryskibacteria	0.0	4.83988061627813e-05	3.4847333830488596e-05	8.24477075414918e-06	2.5995632733700698e-05	6.06409751068797e-05	3.47137848439615e-05	0.00010253255408592	0.0	0.0	0.0	9.29886553840431e-05	0.0	0.0	0.0	0.0	0.0	1.16965904438856e-05	7.948114707191451e-06	0.0	1.3032117653958199e-05	0.00010725394158235	2.17983651226158e-05	0.00025873221216041	0.00023272050267627998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4257134048165506e-05
Candidatus Staskawiczbacteria	0.0	8.06646769379689e-06	2.09084002982932e-05	0.0	0.0011178122075491302	3.03204875534399e-05	3.47137848439615e-05	0.0	0.0	0.0	0.0010129659643436	9.29886553840431e-05	0.0	0.00037537537537537	0.0	0.0	0.0	0.0	7.948114707191451e-06	1.13623451880468e-05	1.3032117653958199e-05	1.78756569303922e-05	2.17983651226158e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.06321561038542e-05	0.0	0.0002029838627829	0.0
Candidatus Wolfebacteria	0.0	2.4199403081390697e-05	4.18168005965864e-05	1.64895415082984e-05	5.1991265467401504e-05	0.0	3.47137848439615e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16965904438856e-05	5.56368029503402e-05	2.27246903760936e-05	2.6064235307916398e-05	3.57513138607844e-05	1.08991825613079e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Harrisonbacteria	0.0	8.06646769379689e-06	0.0	8.24477075414918e-06	1.29978163668504e-05	6.06409751068797e-05	3.47137848439615e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16965904438856e-05	7.948114707191451e-06	1.13623451880468e-05	6.51605882697909e-06	0.0	1.08991825613079e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Taylorbacteria	0.0	0.0	6.96946676609773e-06	8.24477075414918e-06	3.89934491005511e-05	0.0	0.00010414135453188	0.00010253255408592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33931808877712e-05	4.7688688243148705e-05	2.27246903760936e-05	6.51605882697909e-06	8.9378284651961e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.06321561038542e-05	0.00029112081513827997	0.0	0.0
Candidatus Buchananbacteria	0.0	2.4199403081390697e-05	3.4847333830488596e-05	4.94686245248951e-05	3.89934491005511e-05	6.06409751068797e-05	3.47137848439615e-05	0.0	0.0	0.0	0.00020259319286872	0.0	0.00019592476489028	0.0	0.0	0.0	0.0	1.16965904438856e-05	2.38443441215744e-05	5.681172594023411e-05	0.0	7.15026277215688e-05	1.08991825613079e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029112081513827997	0.0	0.0
Candidatus Portnoybacteria	0.0	4.83988061627813e-05	0.0	8.24477075414918e-06	5.1991265467401504e-05	9.096146266031959e-05	0.00010414135453188	0.00010253255408592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.51605882697909e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Adlerbacteria	0.0	3.22658707751875e-05	1.3938933532195498e-05	1.64895415082984e-05	1.29978163668504e-05	3.03204875534399e-05	0.0	0.00020506510817184	0.0	0.0	0.0	0.0	0.0	0.00037537537537537	0.0	0.0	0.0	2.33931808877712e-05	2.38443441215744e-05	0.0	0.0	3.57513138607844e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4257134048165506e-05
Candidatus Sungbacteria	0.0	1.61329353875938e-05	4.18168005965864e-05	8.24477075414918e-06	2.5995632733700698e-05	6.06409751068797e-05	0.00013885513937583998	0.0	0.0	0.0	0.00020259319286872	0.0	0.0	0.0	0.0	0.0	0.0	1.16965904438856e-05	2.38443441215744e-05	2.27246903760936e-05	6.51605882697909e-06	0.00092953416038039	5.44959128065395e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.06321561038542e-05	0.00087336244541484	0.00010149193139145	0.0
Candidatus Jorgensenbacteria	0.0	8.06646769379689e-06	6.96946676609773e-06	0.0	3.89934491005511e-05	0.0	3.47137848439615e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.948114707191451e-06	1.13623451880468e-05	0.0	3.57513138607844e-05	1.08991825613079e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Liptonbacteria	0.0	0.0	1.3938933532195498e-05	8.24477075414918e-06	1.29978163668504e-05	6.06409751068797e-05	0.00010414135453188	0.0	0.0	0.0	0.0	0.0	9.796238244514109e-05	0.0	0.0	0.0	0.0	1.16965904438856e-05	2.38443441215744e-05	0.0	1.3032117653958199e-05	1.78756569303922e-05	0.0	0.0	0.0	0.0	9.65064659332175e-05	0.0	0.0	0.0	0.0	0.0	0.00013702853619266002
Candidatus Tagabacteria	0.0	8.06646769379689e-06	0.0	0.0	0.0	6.06409751068797e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.948114707191451e-06	1.13623451880468e-05	6.51605882697909e-06	1.78756569303922e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Ryanbacteria	0.0	3.22658707751875e-05	6.96946676609773e-06	1.64895415082984e-05	3.89934491005511e-05	9.096146266031959e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035360678925035	0.0	0.0	0.0	7.948114707191451e-06	1.13623451880468e-05	1.3032117653958199e-05	0.0	1.08991825613079e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.06321561038542e-05	0.0	0.0	0.0
Candidatus Wildermuthbacteria	0.0	3.22658707751875e-05	1.3938933532195498e-05	0.0	3.89934491005511e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5896229414382902e-05	5.681172594023411e-05	0.0	0.0	1.08991825613079e-05	0.0	0.0	0.0	0.0	0.00011693171188026	0.00011024142872891002	0.0	0.0	0.0	0.0
Candidatus Komeilibacteria	0.0	0.0	1.3938933532195498e-05	4.1223853770745895e-05	6.498908183425179e-05	0.0	3.47137848439615e-05	0.0	0.0	0.0	0.0	0.0	0.00019592476489028	0.0	0.0	0.0	0.0	3.50897713316568e-05	1.5896229414382902e-05	1.13623451880468e-05	0.0	5.36269707911766e-05	2.17983651226158e-05	0.0	0.0	0.0	0.0	0.0	0.00011024142872891002	0.0	0.0	0.00010149193139145	0.0
Candidatus Kuenenbacteria	0.0	2.4199403081390697e-05	6.96946676609773e-06	8.24477075414918e-06	3.89934491005511e-05	6.06409751068797e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16965904438856e-05	0.0	0.0	0.0	1.78756569303922e-05	1.08991825613079e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Lloydbacteria	0.0	0.0	2.09084002982932e-05	8.24477075414918e-06	1.29978163668504e-05	0.0	6.94275696879231e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33931808877712e-05	1.5896229414382902e-05	2.27246903760936e-05	6.51605882697909e-06	7.15026277215688e-05	1.08991825613079e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Kerfeldbacteria	0.0	2.4199403081390697e-05	1.3938933532195498e-05	2.47343122624475e-05	5.1991265467401504e-05	0.00012128195021375	3.47137848439615e-05	0.0	0.0	0.0	0.0	9.29886553840431e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.38443441215744e-05	2.27246903760936e-05	6.51605882697909e-06	3.57513138607844e-05	2.17983651226158e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010149193139145	0.0
Candidatus Terrybacteria	0.0	0.0	1.3938933532195498e-05	8.24477075414918e-06	5.1991265467401504e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16965904438856e-05	0.0	0.0	0.0	0.00010725394158235	1.08991825613079e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Yonathbacteria	0.0	0.0	6.96946676609773e-06	0.0	1.29978163668504e-05	6.06409751068797e-05	3.47137848439615e-05	0.0	0.0	0.0	0.00020259319286872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.948114707191451e-06	0.0	0.0	3.57513138607844e-05	1.08991825613079e-05	0.0	0.00046544100535257004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Niyogibacteria	0.0	0.0	6.96946676609773e-06	0.0	0.0	3.03204875534399e-05	3.47137848439615e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33931808877712e-05	2.38443441215744e-05	0.0	0.0	1.78756569303922e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Campbellbacteria	0.0	0.0	0.0	0.0	2.5995632733700698e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.26975476839237e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
