source,target,type,weight,a,b,c,signal
0,1,Undirected,-0.00020000,124,36,0,neg
0,2,Undirected,-0.00280000,71,55,34,neg
0,3,Undirected,0.00100000,82,45,33,pos
0,4,Undirected,0.00130000,71,55,34,pos
0,5,Undirected,0.00010000,124,35,1,pos
0,6,Undirected,-0.00090000,123,35,2,neg
0,7,Undirected,0.00210000,57,69,34,pos
0,8,Undirected,-0.00250000,96,36,28,neg
0,9,Undirected,0.00130000,42,83,35,pos
0,10,Undirected,-0.00180000,65,63,32,neg
0,11,Undirected,0.00080000,115,40,5,pos
0,12,Undirected,0.00010000,40,85,35,pos
0,13,Undirected,-0.00200000,72,56,32,neg
0,14,Undirected,-0.00340000,52,72,36,neg
0,15,Undirected,0.00010000,11,113,36,pos
0,16,Undirected,-0.00440000,30,95,35,neg
0,17,Undirected,-0.00030000,56,71,33,neg
0,18,Undirected,-0.00130000,68,57,35,neg
0,19,Undirected,-0.00360000,45,79,36,neg
0,20,Undirected,0.00020000,52,73,35,pos
0,21,Undirected,-0.00170000,54,70,36,neg
0,22,Undirected,-0.00200000,61,66,33,neg
0,23,Undirected,0.00020000,62,65,33,pos
0,24,Undirected,-0.00020000,35,89,36,neg
0,25,Undirected,-0.00510000,50,75,35,neg
0,26,Undirected,0.00130000,52,73,35,pos
0,27,Undirected,0.00110000,16,108,36,pos
0,28,Undirected,0.00060000,69,57,34,pos
0,29,Undirected,0.00050000,25,99,36,pos
0,30,Undirected,-0.00280000,56,68,36,neg
0,31,Undirected,-0.00070000,43,81,36,neg
0,32,Undirected,-0.00230000,43,81,36,neg
0,33,Undirected,0.00010000,48,77,35,pos
0,34,Undirected,-0.00130000,56,68,36,neg
0,35,Undirected,-0.00120000,49,75,36,neg
0,36,Undirected,-0.00210000,60,65,35,neg
0,37,Undirected,0.00020000,49,76,35,pos
0,38,Undirected,-0.00050000,70,57,33,neg
0,39,Undirected,-0.00130000,43,82,35,neg
0,40,Undirected,-0.00030000,61,65,34,neg
0,41,Undirected,-0.00110000,44,80,36,neg
0,42,Undirected,0.00170000,62,62,36,pos
0,43,Undirected,-0.00080000,52,73,35,neg
0,44,Undirected,-0.00070000,58,67,35,neg
0,45,Undirected,0.00190000,81,51,28,pos
0,46,Undirected,0.00110000,63,63,34,pos
0,47,Undirected,-0.00140000,49,78,33,neg
0,48,Undirected,0.00060000,46,78,36,pos
0,49,Undirected,-0.00300000,63,63,34,neg
0,50,Undirected,-0.00050000,56,68,36,neg
0,51,Undirected,-0.00390000,74,50,36,neg
0,52,Undirected,0.00030000,54,70,36,pos
0,53,Undirected,0.00220000,38,86,36,pos
0,54,Undirected,0.00070000,58,66,36,pos
0,55,Undirected,-0.00250000,62,66,32,neg
0,56,Undirected,-0.00110000,62,64,34,neg
0,57,Undirected,0.00120000,10,114,36,pos
