#OTU ID	SRR1556897	SRR5435972	SRR5435975	SRR5468912	SRR5468955	SRR5468956	SRR5468957	SRR5487649	SRR5487652	SRR5487656	SRR5487657	SRR6050920	SRR6050958	SRR6050961	SRR6051235	SRR6051236	SRR6051345	SRR6051694	SRR6051698	SRR6240743	SRR6240745	SRR6240752	SRR6240782	SRR6240785
Candidatus Buchananbacteria	0.00014867592650834	0.00056149447546473	0.00016183464670337	7.78972612060259e-05	5.3637713240787105e-05	8.29926080297537e-05	8.48402903859876e-05	0.0001268144444354	0.00029311003742906003	0.00012223797626861	0.00025540997024247003	0.00055426567212117	0.00044561360235369	0.00045583888810383	0.00030170681331686	0.00023277732721985	0.00024025779729997	0.00015454879634012	6.43389992458786e-05	5.94316476142928e-05	0.00038946553074794	0.00074709683732957	0.00101567437650775	0.0037401868692221295
Candidatus Portnoybacteria	0.00528943200077769	0.0151605132311091	0.00447032121632084	4.4478374454058e-05	2.30253999273774e-05	4.07369529188027e-05	4.2866673037130604e-05	0.00348704887732513	0.00418631536705031	0.00210108565377953	0.00700716116807622	0.0005642254551911	0.00049210450686586	0.0005379148327948799	0.00216316005294533	0.00215471908985755	0.0017874740903259698	0.0019158054919595398	0.0015923819073318	0.00124889643058445	0.0120249713689411	0.0193828260291656	0.0383092503198574	0.0110034602700617
Candidatus Adlerbacteria	0.0	2.72571346518067e-05	1.20806144722241e-05	0.00012718410857403	2.9289014467008697e-05	8.37966268373616e-05	0.00010913140510702	9.94056679548565e-06	2.36499551552757e-05	1.07659903704709e-05	1.7491625179138e-05	4.58674220325903e-06	4.10154437895264e-06	4.37465343669702e-06	8.54942187510634e-06	7.581918496588589e-06	6.57703339155371e-06	5.42865379594971e-06	3.87343638723678e-06	5.4688442861275996e-06	2.6039349001604898e-05	2.50705329430334e-05	7.509263079398599e-05	0.00016310725052461002
Candidatus Sungbacteria	4.57464389256449e-05	0.00021728258484579	7.24836868333446e-05	8.02213564477695e-05	4.9491376855397295e-05	8.13845704145378e-05	8.198251218351221e-05	5.46306363204895e-05	8.37222988740307e-05	4.0278209109758e-05	9.77435239272938e-05	1.30862563268492e-05	1.2708726179119301e-05	1.3328731322021601e-05	3.969288552704079e-05	3.7387558750391e-05	3.0644269720441904e-05	3.19584501718916e-05	2.36845651872874e-05	2.27603034044016e-05	0.00017777662590673	0.00039689125391506	0.00053197853815375	0.00041755656665728996
Candidatus Jorgensenbacteria	0.00158397044780045	0.007817151345864741	0.00199725228070035	5.44158851428926e-05	3.39646703909589e-05	4.77944513411391e-05	5.23330633328302e-05	0.00142389698323849	0.00267975127462417	0.00093075547488835	0.00254994040353421	0.00018624045484906	0.00019293422302767	0.00018978549696649	0.00057080317357425	0.00053002582040988	0.00048237553930692995	0.00058630618491735	0.00062552113118815	0.00048577142110467004	0.0075777195104895795	0.0151568270289602	0.030358771489525	0.0160673550977445
Candidatus Liptonbacteria	6.86196583884673e-05	0.00014154472627847	4.76513126404395e-05	6.48342431231224e-05	3.63466083144807e-05	6.4678846300906e-05	7.35877887137408e-05	3.7434305385393e-05	0.00048660967051768	0.00016169931062263	0.00018918361426468	7.140340719685692e-05	5.505767700810799e-05	5.51764799419999e-05	5.1019967673806204e-05	4.5081341618240705e-05	3.4733907178563e-05	3.0106457405682696e-05	1.74138157351705e-05	1.6123356455217598e-05	0.00013755622298876002	0.00034632141633882	0.00055214804642487	0.0020229861155047
Candidatus Tagabacteria	0.00050321082818209	0.00315031016857888	0.00095368473493935	1.27424532219734e-05	5.46963523179079e-06	1.1702940421849e-05	1.3931668737067401e-05	0.0007783888611412	0.0010473759800815599	0.00038487368299105	0.00121883578805857	0.00012414158183596	0.00012066218241923001	0.00013204007160209	0.00046383319185702997	0.00048754221807980995	0.00040366402384582996	0.00045855340891330995	0.00042749863256041004	0.00036623558191857005	0.002926456076386	0.00660540444015785	0.0118014275295294	0.00555552269068258
Candidatus Ryanbacteria	8.57745729855842e-05	0.00016000762500228	6.41007027865811e-05	4.50393629606858e-05	1.88790635419876e-05	4.17196425725457e-05	5.34047301587585e-05	4.57945769467245e-05	0.00018289541590805	5.97575302080808e-05	9.651830409907769e-05	2.52551642130466e-05	2.2447368497617603e-05	2.2599273498511397e-05	3.82138716161575e-05	3.63186325361178e-05	2.99271826044974e-05	2.85669884187716e-05	2.1709001643080605e-05	2.09904508846192e-05	0.00014753186091613	0.00018411960813293998	0.0005008554353907901	0.00241068856576814
Candidatus Wildermuthbacteria	4.0028134059939294e-05	0.0003323946360907	0.00010197608841176	3.02132381426664e-05	1.7114665080119598e-05	2.78726519970755e-05	2.9113615437717895e-05	8.003430702006401e-05	0.00010950402964807	5.0834744414655496e-05	0.00011865286757461001	1.5070724382136802e-05	1.49110332594436e-05	1.4557357393604599e-05	4.80138418386774e-05	4.5951397839160705e-05	3.9014020901856895e-05	4.02808426650426e-05	3.2552403793024295e-05	3.1379485175741805e-05	0.00025601692337634	0.00078760315111881	0.0008162134547128099	0.00039875674525058
Candidatus Komeilibacteria	0.00074337963254172	0.00046512014281639	0.00016620342237728998	4.7764164278592e-05	2.84068152360747e-05	4.46677115337749e-05	3.67938943568704e-05	0.00019558277575391	0.00190354808543319	0.00111767317540603	0.00179771991426363	0.00048649421589342	0.00031723324282726	0.00041667177818548	0.00087598506835653	0.00081931951386578	0.00057121591028074	0.00033607881229296	8.22522552028991e-05	7.47231733852127e-05	0.00036288827970122996	0.0007190753462835799	0.0011210212697084	0.0103280202865614
Candidatus Kuenenbacteria	0.0024531527873877103	0.0127093947860549	0.0030705021748081898	2.10771396061572e-05	1.53502666182516e-05	2.17978432284821e-05	2.1790558793874697e-05	0.00280261111671767	0.0028842559715909	0.0014239802633005199	0.00408341586774139	0.00053125707551788	0.00043052072722523	0.00048715023738265	0.00190771150397943	0.00209564227245709	0.00161831996236637	0.00147103785419969	0.0009274049986174901	0.0011478732487552698	0.00767806269199436	0.0152041936897923	0.0199168619075067	0.00427543031788543
Candidatus Lloydbacteria	1.14366097314112e-05	5.16536442645374e-05	2.1134743767444502e-05	7.613415447091009e-05	3.6699488006854296e-05	6.18201127627444e-05	7.94819562563463e-05	1.73832475756954e-05	0.0001208917199193	3.5921543745832e-05	3.45963388335762e-05	2.17168202276754e-05	1.4749396042539001e-05	1.8690008725292802e-05	2.1499811972841298e-05	1.9762705589468602e-05	1.60112107606989e-05	1.40056952944545e-05	1.0232975212127001e-05	1.19465045085312e-05	5.05627922397361e-05	6.893135466127789e-05	0.00016529687778494	0.00445575820481859
Candidatus Kerfeldbacteria	0.0002058589751654	0.00314689990379431	0.00125752358572189	3.97500427553383e-05	2.205498077335e-05	3.64488526115603e-05	3.4650560705013895e-05	0.0009616181461937199	0.0017190492827349401	0.00157635882350514	0.00123302254396423	0.00061016776281068	0.0003451156627433	0.00052611257628906	0.00159761158733088	0.0013530990054002	0.0010498043332566	0.0009973675543322	0.00044582253936650997	0.00032683866482821	0.0019670344286649	0.00277246297052018	0.00255206339655016	0.00326369912906193
Candidatus Terrybacteria	3.4309829194233695e-05	9.18273129355778e-05	3.25188867554209e-05	2.94118259903411e-05	1.2791888848543e-05	2.84979999585484e-05	2.5541392684623603e-05	2.60663751526068e-05	9.469092214327259e-05	3.02034204556791e-05	5.36033674844552e-05	1.61004012032766e-05	1.4607963477747599e-05	1.45201263005263e-05	2.03454596521518e-05	1.80598812713823e-05	1.60112107606989e-05	1.53368150951671e-05	1.1764591892467e-05	1.15040413785856e-05	8.1712210669825e-05	0.00011299395129253999	0.00028184560557924	0.00038013238884367003
Candidatus Yonathbacteria	0.00485484083098406	0.00103580859220585	0.00079035584032431	5.51371560799854e-05	1.9849482696015e-05	4.350635103389671e-05	5.60838972235792e-05	0.00068052950357676	0.00187251890698216	0.00121513261741732	0.00846736526229337	0.00042213005387381003	0.00048717457175027	0.00040699169398513	0.00056845839542285	0.00051113317104133	0.00042683490127979	0.00041845776552489	0.00013834494145245	0.00022588627709982002	0.00083188996284563	0.0016258265835421301	0.00046842907209339004	0.00220476785529331
Candidatus Niyogibacteria	0.0004117179503308	0.00014149475902887	4.7486692107799104e-05	1.7070078844530403e-05	7.4986934629389895e-06	1.43830031138755e-05	1.89327805913993e-05	3.98472292913057e-05	0.00024298597993124	6.87640980277355e-05	0.00015890778745692	2.96921352423217e-05	2.4831517446959602e-05	2.5242681107068803e-05	7.86643008536508e-05	5.5236140653835595e-05	4.77311111550576e-05	3.3000196102884e-05	1.7569197137523903e-05	1.73976502694609e-05	0.00012621137985566002	0.0001583176411302	0.00044844574389863	0.0037194819992462
Candidatus Campbellbacteria	0.00011436609731411001	0.00017389852038853998	8.058808228640899e-05	3.84677833116177e-05	1.26154490023562e-05	2.92126833430888e-05	3.750833890748929e-05	6.39764683504333e-05	0.00111143857047135	0.0003514656000321	0.00027922115032504	0.00014636387977583	0.00011680309386563999	0.00013231930480018001	8.565053729449009e-05	7.83174892573848e-05	6.396641163948921e-05	4.836016110762871e-05	3.17422007664676e-05	3.78394468729476e-05	0.00016501367738199998	0.00026117240304337	0.00047513155484194	0.0106884755289994
Candidatus Colwellbacteria	0.00066332336442185	0.0011168179956050099	0.00031835078389068	2.23593990498778e-05	1.03217310019278e-05	1.94751222287258e-05	2.26836144821483e-05	0.00051478542063117	0.0008168526883831401	0.00028762369604534	0.00042155622747399	6.5992923536686e-05	7.16052870887101e-05	6.928706421866519e-05	0.00026440680395459	0.00027369482835226	0.00021436422972266	0.00025875811430373997	0.00026013066488267996	0.00017183498114567	0.0018535859973339603	0.00406066968084758	0.00934012692019925	0.008769690556944959
Candidatus Vogelbacteria	4.57464389256449e-05	9.397590466798421e-05	4.68155468593423e-05	4.6401763619638895e-05	1.94966030036414e-05	4.04689466496e-05	4.8939451717390706e-05	4.92100537431221e-05	0.00117604776999416	0.0004363996291221	0.00026187461696766	7.256413379523259e-05	6.21293052476816e-05	6.48751796888899e-05	0.00010288165058144	8.20338722581716e-05	6.4705907727807e-05	5.609223090655071e-05	1.3928832853817099e-05	1.5521606598491597e-05	0.00012396197130341	0.00043749845516082004	0.00048270287794679003	0.00250355968351729
Candidatus Spechtbacteria	3.4309829194233695e-05	7.691208893271021e-05	2.4376501948670198e-05	1.48261248180193e-05	6.52827430891159e-06	1.08989216142411e-05	1.25027796358298e-05	1.9983088122207002e-05	3.28329885899899e-05	1.5562511372101e-05	3.21942631177315e-05	7.0766879707425e-06	5.1723909409452e-06	6.72021230062819e-06	1.46217960620665e-05	1.39581876584737e-05	1.24593886395362e-05	1.15865297435941e-05	9.25629211162027e-06	7.946637813822951e-06	7.672439170613729e-05	0.00016527887562946999	0.00028544508705532004	0.00014959644554032
Candidatus Brennerbacteria	0.00036025320653945	0.00127091699334318	0.00042140323732355	2.96522496360387e-06	1.0586390771208e-06	1.8760438844185398e-06	4.1080561660583505e-06	0.00044457273345348	0.00045991692452193	0.00018605893474881	0.00049945441444688	5.44043789496765e-05	5.0531834934781e-05	5.32218475553906e-05	0.00021077751905589	0.00020616603623428	0.00017297485774924	0.00020327935600099	0.00023964251711522998	0.00015194183882331002	0.0014804286785898401	0.004021701900770121	0.0071262906623492705	0.0030296789521912
Candidatus Andersenbacteria	5.71830486570561e-06	1.87127349717719e-05	5.52111940240011e-06	3.9589760324873296e-05	1.15568099252354e-05	2.47459121897113e-05	2.30408367574577e-05	3.99321914006688e-06	7.71265486689384e-05	4.81746650818738e-05	1.5025064209176598e-05	1.4658853653680898e-05	6.38467006772923e-06	1.1429945575029699e-05	8.52537286842531e-06	6.7242916502531605e-06	5.47899374526365e-06	4.09753399523709e-06	1.8423794850467202e-06	1.8052495701780399e-06	1.22983967585045e-05	1.83362952209107e-05	3.92839961095811e-05	0.00461638387891752
Candidatus Jacksonbacteria	5.71830486570561e-06	3.88245529320876e-05	1.21565931795966e-05	2.32409524174357e-06	1.5879586156812e-06	1.78670846135099e-06	2.50055592716595e-06	9.19290023309015e-06	1.73457298211267e-05	8.1059110376892e-06	1.8394418736771e-05	3.80044353984319e-06	3.37417690288222e-06	3.16464291165317e-06	8.23678478825295e-06	8.10395222914059e-06	5.91596870654235e-06	6.74819864187352e-06	4.58375136942347e-06	3.7520873419386702e-06	3.0635966477944605e-05	2.4414764475710603e-05	9.544831914144671e-05	8.347120704579209e-05
Candidatus Parcubacteria	0.0	1.4877748565674499e-05	5.81237111399462e-06	8.49496881464892e-06	1.6761785387746e-06	7.59351096074173e-06	8.39472346977141e-06	4.36705242126464e-06	1.1260148140185198e-05	6.70256209834766e-06	6.43240409813463e-06	3.23880163740331e-06	3.23274433809075e-06	2.7737164343313e-06	3.9079635856674595e-06	2.9706205257125802e-06	3.02521127039097e-06	2.89373869720134e-06	1.58711003832338e-06	1.6990584189911e-06	1.38387526149374e-05	1.26109320639001e-07	5.1261581021349105e-05	2.73725399681696e-05
Candidatus Veblenbacteria	0.0	1.5989519869070802e-05	4.76133232867533e-06	8.014121523253691e-07	3.52879692373599e-07	1.7867084613509897e-07	8.93055688273554e-07	3.6023934369965105e-06	4.33643245528168e-06	2.0107686295043e-06	5.158820329331031e-06	7.675772666678371e-07	3.63683738035209e-07	6.143130357914971e-07	2.17643510463326e-06	2.1378524285462898e-06	1.49019666282222e-06	1.71309330874319e-06	1.90897151462672e-06	1.45127906622156e-06	1.3031899547282099e-05	3.81102366971061e-05	3.40088939463672e-05	0.0
Candidatus Woesebacteria	0.0009263653882443	0.0038987820920125702	0.00127498602529967	0.00017030008236913998	7.613379362960409e-05	0.00017965353578884	0.00015449863407131998	0.00132051508856544	0.00244727841035132	0.0009291217253768801	0.0019281574620280601	0.00034615862587044	0.00025560905388241	0.00031620367351376	0.0014740958890171	0.00123071938324051	0.00123073437619835	0.00153715399595335	0.00162725393348852	0.00034913880657747005	0.00611733990812633	0.0104119638399178	0.03137475616616	0.0174175332047459
Candidatus Gottesmanbacteria	0.00166974502078604	0.00520754927692081	0.00183668394578651	0.00012133379986206001	7.119347793637371e-05	0.0001323950969861	0.000104487515528	0.0014819430963553802	0.00139296049428042	0.00081884363335251	0.00179533395986131	0.0003965379045193	0.00029563446971838997	0.00037875190988526	0.0017888132149484102	0.00172517233358935	0.00135621341700246	0.00167297451544519	0.00141817715795051	0.00044899388574359003	0.00343531141105399	0.004968228017758211	0.0086523156581416	0.0033142330490031602
Candidatus Roizmanbacteria	0.0172120976457739	0.0372926694859438	0.0160182742973923	0.00017935603969041	8.96314418628942e-05	0.00016312648252133998	0.00013181501958917	0.0118568871721709	0.0259285499871775	0.0138504466116108	0.0487036005422243	0.00493312548589045	0.0031589165392696	0.00446352405587486	0.0171129845661411	0.0144249976797465	0.0120585481462094	0.0120088072441993	0.008444224508235341	0.004129773869660239	0.0287954857304367	0.0525101303617269	0.0797168474102848	0.0789720087203097
