source,target,type,weight,a,b,c,signal
0,1,Undirected,nan,1,0,0,neg
0,2,Undirected,nan,1,0,0,neg
0,3,Undirected,nan,1,0,0,neg
0,4,Undirected,nan,1,0,0,neg
0,5,Undirected,nan,1,0,0,neg
0,6,Undirected,nan,1,0,0,neg
0,7,Undirected,nan,1,0,0,neg
0,8,Undirected,nan,1,0,0,neg
0,9,Undirected,nan,1,0,0,neg
0,10,Undirected,nan,1,0,0,neg
0,11,Undirected,nan,1,0,0,neg
0,12,Undirected,nan,1,0,0,neg
0,13,Undirected,nan,1,0,0,neg
0,14,Undirected,nan,1,0,0,neg
0,15,Undirected,nan,1,0,0,neg
0,16,Undirected,nan,1,0,0,neg
0,17,Undirected,nan,1,0,0,neg
0,18,Undirected,nan,1,0,0,neg
0,19,Undirected,nan,1,0,0,neg
0,20,Undirected,nan,1,0,0,neg
0,21,Undirected,nan,1,0,0,neg
0,22,Undirected,nan,1,0,0,neg
0,23,Undirected,nan,1,0,0,neg
0,24,Undirected,nan,1,0,0,neg
0,25,Undirected,nan,1,0,0,neg
0,26,Undirected,nan,1,0,0,neg
0,27,Undirected,nan,1,0,0,neg
0,28,Undirected,nan,1,0,0,neg
0,29,Undirected,nan,1,0,0,neg
0,30,Undirected,nan,1,0,0,neg
0,31,Undirected,nan,1,0,0,neg
0,32,Undirected,nan,1,0,0,neg
0,33,Undirected,nan,1,0,0,neg
0,34,Undirected,nan,1,0,0,neg
0,35,Undirected,nan,1,0,0,neg
0,36,Undirected,nan,1,0,0,neg
0,37,Undirected,nan,1,0,0,neg
0,38,Undirected,nan,1,0,0,neg
0,39,Undirected,nan,1,0,0,neg
0,40,Undirected,nan,1,0,0,neg
0,41,Undirected,nan,1,0,0,neg
0,42,Undirected,nan,1,0,0,neg
0,43,Undirected,nan,1,0,0,neg
0,44,Undirected,nan,1,0,0,neg
0,45,Undirected,nan,1,0,0,neg
0,46,Undirected,nan,1,0,0,neg
0,47,Undirected,nan,1,0,0,neg
0,48,Undirected,nan,1,0,0,neg
0,49,Undirected,nan,1,0,0,neg
0,50,Undirected,nan,1,0,0,neg
0,51,Undirected,nan,1,0,0,neg
0,52,Undirected,nan,1,0,0,neg
0,53,Undirected,nan,1,0,0,neg
0,54,Undirected,nan,1,0,0,neg
0,55,Undirected,nan,1,0,0,neg
0,56,Undirected,nan,1,0,0,neg
0,57,Undirected,nan,1,0,0,neg
0,58,Undirected,nan,1,0,0,neg
0,59,Undirected,nan,1,0,0,neg
0,60,Undirected,nan,1,0,0,neg
0,61,Undirected,nan,1,0,0,neg
0,62,Undirected,nan,1,0,0,neg
0,63,Undirected,nan,1,0,0,neg
0,64,Undirected,nan,1,0,0,neg
0,65,Undirected,nan,1,0,0,neg
0,66,Undirected,nan,1,0,0,neg
0,67,Undirected,nan,1,0,0,neg
0,68,Undirected,nan,1,0,0,neg
0,69,Undirected,nan,1,0,0,neg
0,70,Undirected,nan,1,0,0,neg
0,71,Undirected,nan,1,0,0,neg
0,72,Undirected,nan,1,0,0,neg
0,73,Undirected,nan,1,0,0,neg
