#OTU ID	mgm4653312	mgm4653313	mgm4653314	mgm4653315	mgm4653316	mgm4653317	mgm4718365	mgm4718366	mgm4718367
Candidatus.Aminicenantes	0.0001801725417046	0.0002452232553387	0.0002353961469367	0.0002993995968798	0.000219659527732	0.000244182355383	0.0002635189198599	0.0007402980488413	0.000430967512818
Candidatus.Glassbacteria	3.17951544184666e-05	6.81175709274207e-05	0.0	6.9503477847103e-05	4.70698987997176e-05	5.69758829227e-05	3.99271090696824e-05	0.0001088270139742	5.50269678383557e-05
candidate.division.WWE3	5.29919240307777e-05	0.000129423384762	9.91141671312643e-05	0.000144353377067	7.84498313328626e-05	0.0001546488250759	0.0001361514419276	0.0001582107009877	0.0002275064552644
Candidatus.Peregrinibacteria	0.0003391483137969	0.0003542113688225	0.0002353961469367	0.0002673210686427	0.0003137993253314	0.0002848794146135	0.0004216302717758	0.0005583100170693	0.0006025221772552
Candidatus.Doudnabacteria	6.35903088369332e-05	4.08705425564524e-05	7.43356253484482e-05	6.4157056474249e-05	1.56899662665725e-05	4.88364710766e-05	6.74768143277632e-05	0.0001024254249169	0.0001220766345321
Candidatus.Berkelbacteria	7.41886936430888e-05	4.76822996491945e-05	6.19463544570402e-05	8.55427419656653e-05	0.000109829763866	6.51152947688e-05	9.54257906765409e-05	0.0001271172684236	0.0001364113908597
Candidatus.Gribaldobacteria	0.0	0.0	0.0	1.06928427457082e-05	3.13799325331451e-05	8.1394118461e-06	1.19781327209047e-05	1.60039726432664e-05	2.26581632275582e-05
Candidatus.Saccharibacteria	0.0002119676961231	0.0002792820408024	0.0003468995849594	0.0003689030747269	0.0003137993253314	0.0003337158856901	0.0005597780691569	0.0004353080558968	0.0006108455841551
Candidatus.Eisenbacteria	1.05983848061555e-05	3.40587854637104e-05	0.0	4.27713709828326e-05	1.56899662665725e-05	4.06970592305e-05	4.23227356138633e-05	8.7335964996111e-05	5.31773218605959e-05
Candidatus.Desantisbacteria	0.0001059838480615	8.17410851129049e-05	6.19463544570402e-05	6.9503477847103e-05	3.13799325331451e-05	4.88364710766e-05	8.10520314114552e-05	6.90457105466637e-05	9.84936483157124e-05
Candidatus.Edwardsbacteria	8.47870784492443e-05	2.04352712782262e-05	3.71678126742241e-05	7.48498992199571e-05	6.27598650662901e-05	6.51152947688e-05	5.82935792417363e-05	0.0001074552448905	8.13844230214337e-05
Candidatus.Lindowbacteria	4.23935392246222e-05	2.04352712782262e-05	2.47785417828161e-05	1.06928427457082e-05	1.56899662665725e-05	2.44182355383e-05	2.2758452169719e-05	6.03578396831762e-05	3.60680965663172e-05
Candidatus.Ratteibacteria	2.11967696123111e-05	6.81175709274207e-06	2.47785417828161e-05	3.20785282371245e-05	4.70698987997176e-05	2.44182355383e-05	2.15606388976285e-05	1.32604344758493e-05	1.71092252942787e-05
