#OTU ID	mgm4477803	mgm4477805	mgm4477872	mgm4477873	mgm4477900	mgm4477901	mgm4477902	mgm4477903	mgm4477904	mgm4514245	mgm4514299	mgm4519682	mgm4519683	mgm4519684	mgm4539732	mgm4543019	mgm4543020	mgm4543021	mgm4543022	mgm4543023	mgm4594281	mgm4594282	mgm4600262	mgm4600267	mgm4600270	mgm4600277	mgm4600278	mgm4667018	mgm4667019	mgm4667020	mgm4667021	mgm4667022	mgm4667023	mgm4667024	mgm4667025	mgm4667026	mgm4667027	mgm4667028	mgm4667029	mgm4667030	mgm4667031	mgm4667032	mgm4667033	mgm4667035	mgm4667036	mgm4690390	mgm4690391	mgm4690393	mgm4690408	mgm4690409	mgm4690414	mgm4690418	mgm4690428	mgm4690501	mgm4690515	mgm4690525	mgm4690527	mgm4690540	mgm4690541	mgm4690542	mgm4712236	mgm4712237	mgm4712241	mgm4712251	mgm4712255	mgm4712258	mgm4712263
Pseudomonadota	0.373205993561134	0.285514354626703	0.335045595410971	0.362037320738643	0.405079489732921	0.15107272827453	0.28868682964948	0.224055452645544	0.2585428984908	0.538972746482428	0.574411499457052	0.31939564300773	0.320691434468524	0.376465989053948	0.410145200829719	0.159024215407361	0.210938103789239	0.35877658047352	0.195369972772873	0.343158601908669	0.234290126009871	0.080860150973381	0.0158543746330006	0.121771217712177	0.0053475935828877	0.0490990990990991	0.16597853014038	0.164975750426006	0.264067756017374	0.171794860166974	0.300057499100691	0.235254731286555	0.149890753272099	0.26776302101394	0.134373920055293	0.247053975339053	0.16675247554447	0.260938805219167	0.216857788652953	0.168329776845456	0.254714957440967	0.242305352420446	0.341521102852614	0.199919600541638	0.165472229934169	0.321777785919967	0.311249548499028	0.318623719448038	0.32516626935586	0.334763684399126	0.341267855816135	0.320753111706318	0.310530857581997	0.324561433984927	0.483657116143365	0.482957579298893	0.462166730253921	0.32365740225266	0.457555181657964	0.376786254206154	0.420126549961014	0.438247141068012	0.268575875989668	0.273456409003111	0.308773691649074	0.306788452848332	0.314073156849487
Actinomycetota	0.152459205472033	0.537600514999794	0.415595633523059	0.485889263375008	0.309422153047008	0.651012381569592	0.562671867733777	0.645834751463873	0.621456274550341	0.0751112425267379	0.0896232492223879	0.0962754743499649	0.0949432404540764	0.0762314308053166	0.407568043245961	0.062364194350485	0.151419544018367	0.161655214653473	0.117468301867205	0.186704096261239	0.565817409766454	0.872089789431863	0.008220786846741	0.841328413284133	0.0022281639928698	0.0117117117117117	0.0412881915772089	0.0431074409053174	0.192109646305751	0.0875730682544793	0.0843537299355047	0.0744927364986838	0.0797890017889594	0.0949875164713226	0.0397099668496973	0.0951340238645361	0.0689403519996801	0.0826693762304171	0.0799368571665561	0.0378928713515859	0.098319089785832	0.0726692574152937	0.285042967067942	0.197571090047393	0.110967329057516	0.629514621208825	0.634826983857066	0.621758730881258	0.626219879981994	0.614823303342696	0.60900917650496	0.619832991964708	0.635849017212086	0.610414407349595	0.457153431346461	0.45677102666748	0.489539409247456	0.610047197126151	0.494085702410187	0.55237088934766	0.506242012041644	0.490437098454999	0.651453427271769	0.645203993474267	0.637738216256374	0.640366881283499	0.635463029988159
Chloroflexota	0.001830362963483	0.0069252725656263	0.0068407025977422	0.005680315066548	0.0139701342845451	0.0028428545565697	0.0096596302202667	0.007790424686044	0.0060194335331817	0.006919753932252	0.0035061564794876	0.0007027406886858	0.0007739938080495	0.0015637216575449	0.0028285875919291	0.0019712820053314	0.0090514400018184	0.0078664803720787	0.0062664860962339	0.0158295993713748	0.0048804698486227	0.0001862336114421	0.0	0.003690036900369	0.0004456327985739	0.0013513513513513	0.0041288191577208	0.0029711189758378	0.0039571517216603	0.0043353453084398	0.0045461111630396	0.0017855150094855	0.0032526533873556	0.0038837644774256	0.0016639148075618	0.005817964615292	0.0024942891275986	0.0032436604512791	0.0072033634704711	0.0033762523056891	0.0054442957166392	0.0056864035359994	0.0027334169584183	0.00416807718348	0.004338558111739	0.0006180430401203	0.0006083892216135	0.0006102382286076	0.0005969599015848	0.0006252988086344	0.0006209314186631	0.0006207657160863	0.0006052017024187	0.0006968416298351	0.000509579219742	0.0004959359598928	0.0005662648571419	0.0007411966015833	0.0005779077344165	0.0006385226847863	0.0006424867765027	0.0006510421355334	0.000878094306771	0.0008730633429161	0.0007832798149133	0.0008071924015348	0.0005965660228738
Bacillota	0.0073653304181251	0.0093925072634538	0.010152559630118	0.0085626957022112	0.0246144966754108	0.0097210670346941	0.0117172652353115	0.0116936026984791	0.009481083316105	0.0222593230973381	0.0230200798777907	0.523541813070977	0.518833849329205	0.488272087568413	0.0117543528820165	0.0186151743912547	0.0202668606369195	0.0290351599134879	0.0154114033059489	0.0218999118245128	0.0269528772713486	0.041085617798967	0.007046388725778	0.0021085925144965	0.0022281639928698	0.0112612612612613	0.0090834021469859	0.0344759033512474	0.0283205782775776	0.0466094969457583	0.0382723078099641	0.0732389373559936	0.0288849762768432	0.034598446494209	0.0312080021502899	0.0615597608916094	0.0379141944545804	0.0522209792532742	0.0584978433974784	0.0629172845310861	0.029104887424492	0.058701563140186	0.0202759627805965	0.029324644549763	0.0456630888463294	0.0025047409168155	0.0027486675718114	0.0026540022899585	0.0028111519959775	0.0024011547946177	0.0023923805613291	0.0025712935244997	0.0022930558137639	0.0043800764838284	0.0035447930569222	0.0043743752857801	0.0024222787722579	0.0052289067606354	0.0023853214339517	0.0056270624380252	0.004222165487113	0.0043189155827367	0.0060150853814302	0.008239702783298	0.0043398490356423	0.0033764611416168	0.0097136160796298
Cyanobacteriota	0.306055492593298	0.0587343653180535	0.0922535093722355	0.0159633219492874	0.0247469598518305	0.0046125872731423	0.0048499880024377	0.0043956012125197	0.00828860864172	0.0076553609161912	0.0133390388898091	0.0035137034434293	0.0038699690402476	0.0035183737294761	0.0247658558048903	0.0266235075379136	0.0054463210056145	0.0116178919363791	0.0036711793545708	0.0064242140684889	0.0151239418755342	0.0002880413190305	0.956547269524369	0.0021085925144965	0.987967914438503	0.827927927927928	0.729149463253509	0.15628522742168	0.0209179285644303	0.124332805775623	0.0601956102410714	0.032664421644118	0.0523960034789249	0.0557857687773077	0.0806006732455298	0.13648486588353	0.0544294875960351	0.054262922127724	0.0470512607830126	0.0284006654851893	0.104128054640308	0.0419237757057307	0.0475539662628948	0.0389937373053487	0.0127051050994527	0.0005862376140129	0.0013737273373195	0.000657377934861	0.0005738565845447	0.0006171924009797	0.0006218287184011	0.0006585788561525	0.0014119716104479	0.0018860385992689	0.0058015507208719	0.0058608491077321	0.0005383988465535	0.0019058675657305	0.0005376139162505	0.0006765609506315	0.0015011803202773	0.0014389183482254	0.0012856415691517	0.0012610914953233	0.000910177985801	0.0009055359299314	0.0007338632274898
Candidatus.Melainabacteria	1.37904058892555e-05	1.55974607333926e-05	2.50371384219926e-05	2.09247233078998e-05	0.0001064436239086	2.09901582395554e-05	2.86667416956696e-05	1.44830352966053e-05	3.22513954930742e-05	3.96650824673124e-05	4.60125522242468e-05	0.0003513703443429	0.000515995872033	0.0	0.0	4.48018637575323e-05	4.5461778010138e-05	1.91398549198997e-05	1.415621859089e-05	3.59899947814508e-05	8.27198279427579e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0002403110936339	0.0001034193709924	0.0010702316870207	0.0009913638050242	0.0013194430768624	0.0004313301231058	0.0001820514598793	0.0002399877126291	0.0007269561835263	0.0002049415916463	0.0004640779260113	0.0003628898473788	0.0005171977286701	0.000278864634816	0.0004262733363958	0.000511735594955	6.34732566012187e-05	0.000254102101989	4.3255379506161e-06	3.88127095128253e-06	1.65725529796898e-06	3.72634145808263e-06	3.86896728972393e-06	3.94811884699137e-06	0.0	2.73397072961228e-06	8.93386704916853e-06	3.47835644875111e-06	3.66865874836703e-06	2.40817375455274e-06	7.4538941705423e-06	2.54105159605266e-06	2.92602044963181e-06	6.90021597676007e-06	7.20179353466187e-06	1.56105654537071e-05	1.3934712655506e-05	7.86700250786358e-06	7.04971529724772e-06	4.83440861324022e-06
Candidatus.Margulisbacteria	1.62977524145747e-05	2.83590195152593e-06	9.73666494188602e-06	5.23118082697496e-06	1.4192483187821e-05	1.44307337896944e-05	9.55558056522321e-06	8.68982117796319e-06	9.09654744676452e-06	3.60591658793749e-05	2.76075313345481e-05	0.0	0.0	0.0	6.28575020428688e-05	2.24009318787662e-05	1.36385334030414e-05	7.65594196795988e-05	9.43747906059333e-06	2.39933298543005e-05	1.37866379904596e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.86472670074715e-05	1.08862495781578e-05	4.53488002974881e-05	5.3816892272744e-05	6.56439341722628e-06	7.07098562468622e-06	0.0001300367570566	3.19983616838818e-05	5.78786770323519e-05	4.99857540600929e-05	8.30455236020263e-05	0.0001062748838752	0.0001989222033346	1.71609006040637e-05	0.0001200187063638	3.12033899362827e-05	2.11577522004062e-05	8.94062951442971e-05	1.01777363543908e-06	4.85158868910316e-07	1.84139477552109e-06	4.96845527744351e-07	3.68473075211803e-07	5.38379842771551e-07	0.0	1.24271396800558e-06	1.34008005737528e-05	6.95671289750223e-07	1.66757215834865e-06	0.0	1.25784464127901e-05	1.089022112594e-06	2.27579368304696e-06	1.5333813281689e-06	2.88071741386475e-06	2.28583279857855e-05	1.71504155760074e-05	1.71021793649208e-06	1.76242882431193e-06	6.44587815098696e-07
Deinococcota	0.0013263863118938	0.0033364386459702	0.0030002837542354	0.0028651924700888	0.00390766370438	0.0038057780658093	0.0035589228949586	0.0058337666174726	0.0032706222865412	0.0043090703225853	0.0017300719636316	0.0	0.000515995872033	0.0	0.0025143000817147	0.0017696736184225	0.0049098720250949	0.0044787260512565	0.0041666470052519	0.0067781156838398	0.0029365538919679	0.0	0.0	0.003690036900369	0.0	0.0004504504504504	0.0057803468208092	0.0076418927775593	0.0023405436593039	0.0037322062644832	0.0020478743743786	0.0042274693606937	0.000989937987456	0.0044212497399264	0.0066652587387525	0.0032249998842426	0.0019844344361856	0.0027746974944677	0.0020503276376907	0.0012170422076747	0.0050109829763866	0.0018044191715398	0.0033325220451949	0.0017137779282329	0.0019481161152494	0.000948819471638	0.0009399953085137	0.0009210656667156	0.000919164226327	0.0009309472245226	0.0009172197921351	0.0009390263116432	0.000941480102161	0.0011837373840148	0.001027506494961	0.0010112157568226	0.0008432048389155	0.0011590805435193	0.000842177100406	0.0009704634491278	0.0008878277890097	0.000862054686099	0.0010838192586431	0.0010477832015967	0.0010733327769424	0.0010845986984815	0.0008824407188701
Armatimonadota	0.0003936534044751	0.0008975629676579	0.0008039703337728	0.0007390911196968	0.0017030979825385	0.0004342338985808	0.0008759282184787	0.0010282955060589	0.0006235269795327	0.000631035402889	0.000391106693906	0.0003513703443429	0.0002579979360165	0.0	0.0004400025143	0.0003696153759996	0.001327483917896	0.0006890347771163	0.0008399356363928	0.0015175781132845	0.0008823448313894	4.96622963845848e-05	0.0	0.0010542962572482	0.0	0.0004504504504504	0.0	0.000349543408922	0.0006314024755331	0.0003673252824096	0.0006486351752872	0.000262575736689	0.0001909166118665	0.0005461543796379	0.0004063791933852	0.0008380832434284	0.0001999430162403	0.0006741342504164	0.0006402413735899	0.0005226228796701	0.000815142778693	0.0006663107491236	0.0008736949182159	8.46310088016249e-05	0.0011622818368758	0.0001580093569019	0.0001489437727554	0.0001603854849478	0.0001659464062666	0.0001564168204274	0.0001512847358188	0.0001370726327398	0.0001545936176198	0.000242703388169	0.000114090091519	0.0001113938201776	0.0001424262763406	0.000236195271529	0.0001481070073127	0.0001541037436806	0.0001633051114499	0.000148356946814	0.0002129727144041	0.000195085977177	0.000192570539649	0.0001882273984365	0.0001111913981045
Mycoplasmatota	0.0001905583359242	5.67180390305186e-05	9.31937930151948e-05	7.02472853908066e-05	0.0006339309157226	0.0001495548774568	0.0001412102461305	0.0001173125859025	0.0001207359933843	0.0008077253156979	0.0002438665267885	0.0028109627547435	0.001031991744066	0.0023455824863174	6.28575020428688e-05	0.0007392307519992	0.0001454776896324	0.0003827970983979	0.0001415621859089	0.0001739516414436	0.0006341853475611	0.0	0.0005871990604815	0.0	0.0	0.0009009009009009	0.0	0.0014396819154978	0.0006096299763768	0.0020180216132382	0.0013680820509334	0.004207776180442	0.0015839007799297	0.0013610513905263	0.00117114003763	0.0023707106112451	0.0013746082366525	0.0019149320736467	0.0025194923689449	0.0026456653043509	0.0007936916529379	0.0024707299206635	0.0004805322050187	0.001354096140826	0.0020657559772813	2.79887749745747e-05	2.86243732657087e-05	2.30174346940136e-05	2.80717723175558e-05	2.50561691144026e-05	2.58422324530344e-05	1.73310225303293e-05	2.41086509793083e-05	0.0001275557684242	3.51314001323862e-05	3.702010191534e-05	2.44257623676063e-05	0.0001201940434999	3.04926191526319e-05	3.28364517125347e-05	0.0001610050394577	0.0001505174848744	0.0004226003076396	0.0004153616272314	6.94348482215786e-05	5.63977223779818e-05	6.51033693249683e-05
