#OTU ID	mgm4577669	mgm4577670	mgm4577671	mgm4577672	mgm4578714	mgm4578924	mgm4578925	mgm4578926	mgm4578927	mgm4698609	mgm4698612	mgm4698610	mgm4698611	mgm4670120	mgm4670123	mgm4670118	mgm4670121	mgm4670116	mgm4670122	mgm4670117	mgm4670119
Candidatus Wallbacteria	1.4245654253588e-05	3.27978097026357e-05	2.39326712416817e-05	2.28814705158385e-05	2.57816252147241e-05	1.14052684736836e-05	1.40894681225784e-05	2.76239278463005e-05	2.91116449226204e-05	0.0	2.05980294551821e-05	2.20862689665835e-05	0.0	1.11135078655058e-05	1.27165705770802e-05	2.35924459407836e-05	2.1280186241809e-05	1.53283823554722e-05	1.81417444544972e-05	3.22522712327839e-05	2.16573557063352e-05
candidate division CPR1	1.20540151376514e-05	1.49080953193799e-06	0.0	2.08013368325804e-06	1.47323572655566e-06	3.80175615789454e-06	5.41902620099168e-06	4.14358917694507e-06	3.52868423304489e-06	0.0	0.0	1.10431344832917e-05	0.0	1.90517277694385e-06	1.36248970468717e-06	2.1172707895575e-06	3.12506231523069e-06	3.36148735865618e-06	1.8920837774629e-06	7.4249833053891e-06	4.6992375589218e-06
Candidatus Coatesbacteria	4.71202409926372e-05	4.17426668942636e-05	5.19680861247945e-05	3.81357841930641e-05	3.68308931638916e-05	3.92848136315769e-05	4.55198200883301e-05	4.48888827502383e-05	5.02837503208897e-05	7.75424221667937e-05	4.80620687287583e-05	2.20862689665835e-05	3.31516622243439e-05	3.78917696747722e-05	3.41757834259032e-05	4.31015839302777e-05	5.29772468677203e-05	4.51783901003391e-05	4.73020944365725e-05	5.4991282605538e-05	4.51535435009442e-05
Candidatus Bipolaricaulota	2.30122107173344e-05	3.42886192345737e-05	2.94029960969232e-05	3.74424062986448e-05	3.31478038475024e-05	3.29485533684193e-05	2.92627414853551e-05	3.1076918827088e-05	3.9697697621755e-05	6.46186851389948e-05	3.43300490919702e-05	2.20862689665835e-05	2.65213297794751e-05	2.97418639067346e-05	2.92935286507741e-05	3.32713981216178e-05	3.75007477827683e-05	3.34804140922155e-05	3.66173860461938e-05	3.50366399723048e-05	3.06472014712291e-05
Candidatus Blackallbacteria	3.9449504086859e-05	1.04356667235659e-05	1.02568591035779e-05	1.31741799939676e-05	9.57603222261181e-06	1.64742766842097e-05	3.14303519657518e-05	1.17401693346777e-05	7.93953952435101e-06	1.2923737027799e-05	2.74640392735762e-05	1.10431344832917e-05	6.63033244486879e-06	4.86877487441207e-06	6.69890771471191e-06	9.67895218083428e-06	5.50606217445407e-06	5.91621775123488e-06	6.01014846958804e-06	1.60101202522452e-05	1.43020273532403e-05
candidate division CPR2	1.09581955796831e-05	5.21783336178295e-06	4.78653424833634e-06	7.62715683861283e-06	8.10279649605615e-06	7.60351231578907e-06	1.08380524019834e-05	3.45299098078756e-06	3.52868423304489e-06	0.0	0.0	1.10431344832917e-05	6.63033244486879e-06	2.11685864104873e-06	1.4760305134111e-06	3.17590618433625e-06	2.67862484162631e-06	3.36148735865618e-06	3.89546660065891e-06	8.12107549026933e-06	7.35532835309499e-06
Candidatus Fraserbacteria	2.52038498332711e-05	3.13070001706977e-05	1.84623463864402e-05	1.73344473604837e-05	1.54689751288345e-05	1.77415287368412e-05	1.40894681225784e-05	2.00273476885678e-05	1.67612501069632e-05	2.58474740555979e-05	1.37320196367881e-05	1.10431344832917e-05	0.0	1.00550785449814e-05	9.31034631536232e-06	1.67869326886345e-05	1.69646239969666e-05	1.65385178045884e-05	1.46914740367708e-05	2.57554108405684e-05	1.65494887944637e-05
Candidatus Fischerbacteria	1.31498346956197e-05	8.94485719162791e-06	8.20548728286229e-06	8.32053473303218e-06	4.41970717966699e-06	3.80175615789454e-06	3.25141572059501e-06	8.28717835389014e-06	5.29302634956734e-06	1.2923737027799e-05	2.74640392735762e-05	0.0	0.0	4.97461780646451e-06	3.40622426171792e-06	9.52771855300875e-06	7.88706203367746e-06	7.26081269469735e-06	6.12144751532115e-06	1.39218436976046e-05	1.20545659120168e-05
Candidatus Sumerlaeota	5.15035192245104e-05	1.71443096172868e-05	1.50433933519142e-05	1.31741799939676e-05	1.47323572655566e-05	4.30865697894714e-05	3.90169886471401e-05	1.72649549039378e-05	1.41147369321796e-05	5.16949481111958e-05	1.37320196367881e-05	1.10431344832917e-05	2.65213297794751e-05	2.24387015951165e-05	1.95290191005161e-05	1.67869326886345e-05	1.69646239969666e-05	1.77486532537046e-05	1.91434358660952e-05	3.062805613473e-05	2.37005024710839e-05
candidate division WOR-3	6.57491734780984e-06	8.19945242565892e-06	6.83790606905191e-06	5.54702315535478e-06	3.68308931638916e-06	2.28105369473672e-05	1.19218576421817e-05	6.21538376541761e-06	5.29302634956734e-06	0.0	6.86600981839404e-06	1.10431344832917e-05	6.63033244486879e-06	1.27011518462924e-06	1.81665293958289e-06	3.17590618433625e-06	3.72031228003654e-06	2.01689241519371e-06	3.00507423479402e-06	5.10467602245501e-06	4.29060820597208e-06
Candidatus Wirthbacteria	3.28745867390492e-06	1.41626905534109e-05	7.5216966759571e-06	1.04006684162902e-05	1.3259121539001e-05	1.26725205263151e-05	6.50283144119002e-06	1.31213657269927e-05	7.05736846608979e-06	1.2923737027799e-05	0.0	1.10431344832917e-05	1.98909973346064e-05	8.67912042829977e-06	8.40201984557088e-06	1.05863539477875e-05	1.10121243489081e-05	1.0891219042046e-05	1.11299045733112e-05	1.43859051541914e-05	1.28718246179162e-05
Candidatus Abawacabacteria	6.57491734780984e-06	7.45404765968993e-06	8.88927788976748e-06	2.08013368325804e-06	5.15632504294482e-06	3.80175615789454e-06	1.08380524019834e-06	5.52478556926009e-06	6.17519740782856e-06	1.2923737027799e-05	0.0	0.0	0.0	2.22270157310116e-06	2.15727536575468e-06	5.89811148519589e-06	3.869124771238e-06	3.36148735865618e-06	2.78247614332779e-06	1.27616900561375e-05	1.34847686473408e-05
Candidatus Absconditabacteria	4.38327823187323e-06	8.19945242565892e-06	3.41895303452596e-06	2.77351157767739e-06	2.94647145311133e-06	2.53450410526302e-06	2.16761048039667e-06	8.28717835389014e-06	3.52868423304489e-06	2.58474740555979e-05	2.05980294551821e-05	1.10431344832917e-05	1.98909973346064e-05	3.4928167577304e-06	6.13120367109226e-06	1.0435120319962e-05	6.69656210406577e-06	5.91621775123488e-06	1.02395122074463e-05	1.50819973390716e-05	1.16459365590671e-05
candidate division CPR3	2.19163911593661e-06	7.45404765968993e-07	2.73516242762076e-06	2.08013368325804e-06	0.0	0.0	3.25141572059501e-06	2.07179458847253e-06	1.76434211652245e-06	0.0	0.0	1.10431344832917e-05	0.0	1.37595811668167e-06	1.02186727851538e-06	1.81480353390643e-06	1.48812491201461e-06	8.06756966077483e-07	7.79093320131783e-07	1.16015364146705e-06	2.24746144122347e-06
Candidatus Delongbacteria	1.09581955796831e-06	7.45404765968993e-07	6.83790606905191e-07	2.77351157767739e-06	3.68308931638916e-06	1.26725205263151e-06	0.0	6.90598196157512e-07	1.76434211652245e-06	1.2923737027799e-05	6.86600981839404e-06	0.0	0.0	9.52586388471927e-07	2.27081617447862e-06	3.93207432346393e-06	2.52981235042484e-06	1.34459494346247e-06	2.22598091466224e-06	3.24843019610773e-06	2.04314676474861e-06
Candidatus Calescamantes	1.09581955796831e-06	2.23621429790698e-06	0.0	2.77351157767739e-06	0.0	0.0	1.08380524019834e-06	6.90598196157512e-07	1.76434211652245e-06	0.0	0.0	0.0	0.0	1.05842932052436e-07	3.40622426171792e-07	1.36110265042982e-06	8.92874947208769e-07	8.06756966077483e-07	1.44688759453045e-06	1.62421509805387e-06	8.17258705899443e-07
Planctomycetota	0.0135618628494158	0.0144556346264367	0.0149285165299541	0.015109397697292	0.0137865399291079	0.0134062594647888	0.013153060395047	0.0139853040703858	0.0138650825226916	0.0186748000051695	0.0192591575405953	0.019645736245776	0.0209452201933405	0.0136164815226818	0.0138399433385948	0.0161900135596071	0.0153657825914981	0.0156200249987092	0.0148971546732855	0.0189306910292744	0.0155646920538549
Candidatus Omnitrophica	0.0008087148337806	0.0007401869326072	0.0006571227732358	0.0007751964859608	0.0006062365014776	0.0006513675550525	0.0006773782751239	0.0007161503294153	0.0006898577675602	0.0008400429068069	0.0007483950702049	0.0008171919517635	0.0007293365689355	0.000407812817198	0.0004399706338052	0.0006755606154966	0.0006084942765227	0.0005480568989553	0.00056628954469	0.0009800977963113	0.0008867256959008
Verrucomicrobiota	0.0030430909124779	0.0027423441339999	0.0025539579167908	0.0030106468175688	0.0023763292269342	0.0024153824123156	0.0025480261197062	0.002573859477079	0.0027214977147358	0.0028690696201713	0.0026296817604449	0.0032135521346379	0.0028245216215141	0.0018135127977864	0.0018320944895693	0.0033154948228192	0.0021250423743568	0.0027541338226941	0.0020436730777514	0.0058471743529939	0.0051256422887248
Lentisphaerota	0.0004766815077162	0.0003548126686012	0.0003555711155906	0.0003626366387813	0.0002968569989009	0.0004422709663683	0.0004519467851627	0.0003687794367481	0.0003528684233044	0.0005040257440841	0.0004119605891036	0.0004638116482982	0.0004574929386959	0.0002263980316601	0.0002401388104511	0.0003759667987742	0.00028735692051	0.0003132906218267	0.0002710131763601	0.0005837893123862	0.000507313341687
Chlamydiota	0.0001293067078402	5.36691431497675e-05	5.7438410980036e-05	4.85364526093544e-05	7.58716399176167e-05	7.98368793157853e-05	0.000104045303059	7.18222124003812e-05	4.76372371461061e-05	0.0001292373702779	0.000123588176731	6.62588068997504e-05	3.31516622243439e-05	3.29171518683077e-05	3.42893242346271e-05	8.37834298153468e-05	5.14891219557057e-05	4.74642015042253e-05	3.33897137199335e-05	9.25802605890703e-05	9.64365272961343e-05
Kiritimatiellota	8.76655646374645e-05	6.55956194052713e-05	6.63276888698035e-05	7.7658324174967e-05	4.86167789763369e-05	8.11041313684168e-05	9.21234454168586e-05	7.87281943619563e-05	6.7045000427853e-05	0.0001680085813613	0.0001304541865494	0.0001214744793162	9.94549866730318e-05	6.14947435224655e-05	6.5513046633708e-05	8.07587572588361e-05	7.75313079159614e-05	7.19358294752422e-05	7.50155568241173e-05	0.0001065021042866	0.0001019530235609
Thermodesulfobacteriota	0.0057629150553553	0.0044127962145364	0.0042730075025505	0.0044417787916503	0.0038503015713532	0.0049422830052629	0.0052044327634324	0.0044660985345506	0.0044399669362287	0.0071468265763728	0.0065089773078375	0.0050246261898977	0.0046014507167389	0.0034593703912018	0.0035338441307236	0.0046654061847899	0.0045438406063454	0.0040706267318382	0.00412184885968	0.0058485665373636	0.0052226917600503
Nitrospirota	0.0013938824777356	0.0024106390131437	0.0021799244548137	0.0022562516684405	0.0019343585089675	0.0012596485403157	0.0012474598314682	0.0024219278739243	0.0024630215946653	0.0017705519728084	0.0014899241305915	0.0012368310621286	0.0011138958507379	0.0008305494878154	0.0008730152782783	0.0014842068234798	0.0012744301746493	0.0010579273015162	0.0010473240203485	0.0020228438892619	0.0015677065125916
Campylobacterota	0.000414219792912	0.0002512014061315	0.0002400105030237	0.0002870584482896	0.0002592894878737	0.0003244165254736	0.000355488118785	0.0002803828676399	0.0002761195412357	0.0009822040141127	0.0007346630505681	0.0002098195551825	0.0002718436302396	0.0001919990787431	0.0002103911185654	0.0003351337192613	0.000293309420158	0.0002627338519525	0.0002473064796189	0.0004427146295838	0.0003667448442723
Bacteroidota	0.0099368917516566	0.0143922752213293	0.0114056273231786	0.0165245819798019	0.0153798443673778	0.0076123830801574	0.0094583683312108	0.0144825347716192	0.0147507822651859	0.0240381508717061	0.017007106320162	0.0100050798418623	0.0078039012876105	0.0173009798303592	0.022018514872597	0.0189288545595275	0.014702376505722	0.0125569032580073	0.0108248338889567	0.0264002242344958	0.0279723137268202
Ignavibacteriota	0.0003495664389918	0.0002616370728551	0.0002153940411751	0.0002641769777737	0.0002312980090692	0.0002572521666841	0.0002590294524074	0.0002707144928937	0.000260240462187	0.0003877121108339	0.0003364344811013	0.0001877332862159	0.0001856493084563	0.000153472251476	0.0001880235792468	0.0002809920804998	0.0002226234868373	0.0001942939693303	0.0001778558750815	0.0004742708086317	0.0004039301153908
Chlorobiota	0.0003517580781078	0.0002951802873237	0.0002639431742654	0.0002808180472398	0.000246766984198	0.0002902007200526	0.0003305605982604	0.0002831452604245	0.0002867055939348	0.0004006358478617	0.0003158364516461	0.0002098195551825	0.0001790189760114	0.0001844842305673	0.0001959714358575	0.000273884099992	0.0002437548605879	0.0002373210075211	0.0002297212303931	0.0004048936208719	0.0003213869860949
Balneolota	2.52038498332711e-05	2.45983572769768e-05	1.91461369933454e-05	1.24808020995483e-05	1.3259121539001e-05	1.52070246315781e-05	1.300566288238e-05	2.6933329650143e-05	2.82294738643591e-05	5.16949481111958e-05	1.37320196367881e-05	3.31294034498752e-05	1.32606648897376e-05	1.32303665065545e-05	1.60092540300742e-05	2.07190070120984e-05	1.83039364177798e-05	1.43871658950484e-05	1.36897826251727e-05	3.92131930815862e-05	3.45291803242515e-05
