#OTU ID	mgm4749366	mgm4749367	mgm4749858	mgm4749859	mgm4749860	mgm4749861	mgm4749862	mgm4749863
Candidatus.Collierbacteria	6.74705786108145e-06	6.6860450539146e-06	0.0	0.0	1.29527638607526e-05	1.30157490563582e-05	1.86311680810828e-05	1.40998315070135e-05
Candidatus.Woykebacteria	3.37352893054073e-06	3.3430225269573e-06	0.0	0.0	7.77165831645156e-06	7.80944943381492e-06	0.0	0.0
Candidatus.Pacebacteria	0.0	0.0	0.0	0.0	2.59055277215052e-06	2.60314981127164e-06	0.0	0.0
Candidatus.Blackburnbacteria	0.0	0.0	0.0	0.0	5.18110554430104e-06	5.20629962254328e-06	2.32889601013536e-06	2.34997191783558e-06
Candidatus.Gracilibacteria	0.0	0.0	0.0	0.0	5.18110554430104e-06	5.20629962254328e-06	2.32889601013536e-06	2.34997191783558e-06
candidate.division.NC10	2.02411735832444e-05	2.00581351617438e-05	5.91575958353053e-05	6.24180762748892e-05	2.07244221772042e-05	1.82220486789015e-05	2.32889601013536e-05	2.34997191783558e-05
Candidatus.Rokubacteria	8.60249877287885e-05	0.0001002906758087	0.0004732607666824	0.000561762686474	0.0001502520607847	0.0001483795392424	0.0001117870084864	9.16489047955877e-05
Candidatus.Handelsmanbacteria	1.01205867916222e-05	1.17005788443505e-05	0.0	0.0	1.81338694050537e-05	1.82220486789015e-05	4.65779202027071e-06	2.34997191783558e-06
Candidatus.Schekmanbacteria	1.68676446527036e-05	1.83866238982651e-05	0.0	6.24180762748892e-05	4.14488443544083e-05	3.64440973578029e-05	0.0001001425284358	9.16489047955877e-05
Candidatus.Aminicenantes	3.03617603748665e-05	3.17587140060943e-05	0.0001183151916706	0.0001872542288246	4.92205026708599e-05	4.94598464141611e-05	3.72623361621657e-05	3.52495787675337e-05
Candidatus.Glassbacteria	3.37352893054073e-06	3.3430225269573e-06	0.0	0.0	5.18110554430104e-06	2.60314981127164e-06	9.31558404054142e-06	9.39988767134233e-06
candidate.division.WWE3	1.68676446527036e-06	1.67151126347865e-06	0.0	0.0	0.0	0.0	2.32889601013536e-06	0.0
Candidatus.Peregrinibacteria	1.51808801874333e-05	1.17005788443505e-05	5.91575958353053e-05	0.0	2.59055277215052e-05	2.08251984901731e-05	2.32889601013536e-05	2.11497472605202e-05
Candidatus.Doudnabacteria	5.06029339581109e-06	5.01453379043595e-06	0.0	0.0	3.10866332658063e-05	2.60314981127164e-05	1.39733760608121e-05	1.40998315070135e-05
Candidatus.Berkelbacteria	0.0	0.0	0.0	0.0	5.18110554430104e-06	2.60314981127164e-06	2.32889601013536e-06	2.34997191783558e-06
Candidatus.Saccharibacteria	6.40970496802738e-05	6.35174280121887e-05	5.91575958353053e-05	6.24180762748892e-05	3.10866332658063e-05	3.38409475465313e-05	3.2604544141895e-05	3.75995506853693e-05
Candidatus.Eisenbacteria	1.34941157221629e-05	1.33720901078292e-05	0.0002366303833412	0.0001872542288246	3.88582915822578e-05	4.42535467916179e-05	1.86311680810828e-05	2.58496910961914e-05
Candidatus.Desantisbacteria	2.53014669790554e-05	2.17296464252224e-05	0.0	6.24180762748892e-05	3.36771860379568e-05	2.34283483014447e-05	6.05512962635192e-05	6.10992698637251e-05
Candidatus.Edwardsbacteria	1.68676446527036e-06	3.3430225269573e-06	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus.Lindowbacteria	3.37352893054073e-06	1.67151126347865e-06	0.0001183151916706	6.24180762748892e-05	7.77165831645156e-06	5.20629962254328e-06	6.98668803040607e-06	4.69994383567116e-06
Candidatus.Ratteibacteria	5.06029339581109e-06	5.01453379043595e-06	0.0	0.0	1.03622110886021e-05	1.04125992450866e-05	1.86311680810828e-05	1.40998315070135e-05
Candidatus.Dadabacteria	1.68676446527036e-06	1.67151126347865e-06	0.0	0.0	2.59055277215052e-06	0.0	0.0	0.0
Candidatus.Firestonebacteria	1.68676446527036e-06	1.67151126347865e-06	0.0	0.0	0.0	2.60314981127164e-06	2.32889601013536e-06	2.34997191783558e-06
Candidatus.Raymondbacteria	1.68676446527036e-06	3.3430225269573e-06	0.0	0.0	0.0	0.0	2.32889601013536e-06	2.34997191783558e-06
Candidatus.Riflebacteria	1.01205867916222e-05	1.00290675808719e-05	0.0	0.0	1.81338694050537e-05	1.56188988676298e-05	1.63022720709475e-05	1.40998315070135e-05
Candidatus.Wallbacteria	6.74705786108145e-06	6.6860450539146e-06	0.0	0.0	2.59055277215052e-06	5.20629962254328e-06	1.63022720709475e-05	1.64498034248491e-05
Candidatus.Coatesbacteria	1.68676446527036e-06	1.67151126347865e-06	0.0	6.24180762748892e-05	0.0	0.0	0.0	0.0
Candidatus.Bipolaricaulota	0.0	0.0	0.0	6.24180762748892e-05	0.0	0.0	0.0	2.34997191783558e-06
Candidatus.Blackallbacteria	1.68676446527036e-06	0.0	0.0	0.0	5.18110554430104e-06	5.20629962254328e-06	0.0	0.0
candidate.division.CPR2	1.68676446527036e-06	1.67151126347865e-06	0.0	0.0	2.59055277215052e-06	0.0	2.32889601013536e-06	2.34997191783558e-06
Candidatus.Fraserbacteria	3.37352893054073e-06	3.3430225269573e-06	0.0	6.24180762748892e-05	7.77165831645156e-06	7.80944943381492e-06	0.0	0.0
Candidatus.Fischerbacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34997191783558e-06
Candidatus.Sumerlaeota	1.68676446527036e-06	1.67151126347865e-06	0.0	0.0	5.18110554430104e-06	5.20629962254328e-06	2.32889601013536e-06	0.0
candidate.division.WOR.3	0.0	1.67151126347865e-06	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus.Wirthbacteria	0.0	0.0	0.0	0.0	2.59055277215052e-06	0.0	0.0	0.0
Candidatus.Absconditabacteria	1.68676446527036e-06	1.67151126347865e-06	0.0	0.0	2.59055277215052e-06	2.60314981127164e-06	6.98668803040607e-06	7.04991575350675e-06
Planctomycetota	0.0006443440257332	0.0006769620617088	0.0087553241836251	0.0105486548904563	0.0014584812107207	0.0014629701939346	0.0006614064668784	0.0006579921369939
Candidatus.Omnitrophica	4.38558760970294e-05	4.84738266408808e-05	0.0001183151916706	6.24180762748892e-05	0.0001295276386075	0.0001405700898086	0.0001304181765675	0.0001339483993166
Verrucomicrobiota	0.0003086778971444	0.0003209301625879	0.0011831519167061	0.0013107796017726	0.000707220906797	0.0006924378497982	0.0003400188174797	0.0003383959561683
Lentisphaerota	4.38558760970294e-05	3.84447590600089e-05	0.0001183151916706	0.0001248361525497	4.66299498987094e-05	4.42535467916179e-05	5.12357122229778e-05	5.16993821923828e-05
Chlamydiota	2.53014669790554e-05	2.67441802156584e-05	5.91575958353053e-05	0.0	4.14488443544083e-05	3.90472471690746e-05	8.15113603547374e-05	6.81491856172319e-05
Kiritimatiellota	3.37352893054073e-06	6.6860450539146e-06	0.0	0.0	1.29527638607526e-05	1.04125992450866e-05	2.32889601013536e-06	0.0
Thermodesulfobacteriota	0.0004132572939912	0.0004396074622948	0.0010648367250354	0.0014980338305973	0.0007201736706578	0.0007080567486658	0.0008337447716284	0.0008154402554889
Nitrospirota	9.78323389856811e-05	9.5276142018283e-05	0.0007098911500236	0.0006241807627488	0.0001657953774176	0.0001509826890537	0.0002375473930338	0.0001973976410981
Campylobacterota	0.000193977913506	0.0002039243741443	0.0006507335541883	0.0008114349915735	0.000207244221772	0.0002238708837693	0.0002515207690946	0.0002655468267154
Bacteroidota	0.0105152896764954	0.0105689657189755	0.0114174159962139	0.012421197178703	0.0149941194452072	0.0148483665234934	0.0108456687192003	0.0108286705973864
Ignavibacteriota	6.24102852150034e-05	7.35464955930606e-05	0.0001774727875059	0.0002496723050995	0.0001372992969239	0.0001379669399973	0.0001793249927804	0.0001621480623306
Chlorobiota	4.89161694928405e-05	4.84738266408808e-05	0.0	0.0	0.0001062126636581	9.3713393205779e-05	7.68535683344667e-05	7.04991575350675e-05
Balneolota	5.06029339581109e-06	3.3430225269573e-06	0.0	0.0	5.18110554430104e-06	2.60314981127164e-06	2.32889601013536e-06	2.34997191783558e-06
Gemmatimonadota	0.0002108455581587	0.0002223109980426	0.003312825366777	0.0042444291866924	0.0003160474382023	0.0003045685279187	0.0001467204486385	0.0001339483993166
candidate.division.Zixibacteria	5.06029339581109e-06	6.6860450539146e-06	0.0	0.0	2.07244221772042e-05	1.30157490563582e-05	1.39733760608121e-05	1.17498595891779e-05
Candidatus.Marinimicrobia	3.37352893054073e-06	3.3430225269573e-06	0.0	0.0	7.77165831645156e-06	7.80944943381492e-06	6.98668803040607e-06	7.04991575350675e-06
Candidatus.Hydrogenedentes	0.0	0.0	0.0	0.0	2.59055277215052e-06	0.0	0.0	0.0
Elusimicrobiota	0.0001130132191731	0.0001103197433895	0.0004732607666824	0.0004369265339242	0.0002435119605821	0.0002603149811271	0.0002608363531351	0.0002725967424689
Acidobacteriota	0.0003171117194708	0.0003393167864861	0.0043185044959772	0.0043692653392422	0.0008730162842147	0.0008512299882858	0.0008593626277399	0.0008436399185029
Myxococcota	0.0005009690461852	0.0005164969804149	0.0086370089919545	0.0098620560514324	0.0012305125667715	0.0011818300143173	0.0009082694439527	0.0009235389637093
Nitrospinota	1.34941157221629e-05	8.35755631739324e-06	5.91575958353053e-05	0.0	3.62677388101073e-05	3.64440973578029e-05	9.08269443952789e-05	8.69489609599165e-05
Candidatus.Tectomicrobia	1.18073512568925e-05	1.33720901078292e-05	5.91575958353053e-05	6.24180762748892e-05	1.55433166329031e-05	1.82220486789015e-05	1.86311680810828e-05	1.64498034248491e-05
Spirochaetota	0.0001518088018743	0.0001320493898148	0.0018930430667297	0.0003745084576493	0.0001321181913796	0.0003201874267864	0.0002235740169729	0.0003430959000039
Bdellovibrionota	2.02411735832444e-05	2.50726689521797e-05	5.91575958353053e-05	0.0	5.18110554430104e-05	3.38409475465313e-05	3.72623361621657e-05	3.99495226032049e-05
Synergistota	1.34941157221629e-05	1.83866238982651e-05	5.91575958353053e-05	6.24180762748892e-05	3.10866332658063e-05	3.90472471690746e-05	1.63022720709475e-05	2.11497472605202e-05
Fusobacteriota	0.000399763178269	0.0004045057257618	0.0002366303833412	0.0002496723050995	6.4763819303763e-05	5.46661460367044e-05	0.0001374048645979	0.0001409983150701
Thermotogota	1.51808801874333e-05	1.33720901078292e-05	0.0	6.24180762748892e-05	3.10866332658063e-05	3.64440973578029e-05	6.75379842939253e-05	6.34492417815607e-05
Atribacterota	1.8554409117974e-05	1.83866238982651e-05	0.0	6.24180762748892e-05	7.77165831645156e-06	7.80944943381492e-06	1.39733760608121e-05	1.17498595891779e-05
Chrysiogenota	0.0	0.0	0.0	0.0	0.0	0.0	2.32889601013536e-06	2.34997191783558e-06
Aquificota	6.74705786108145e-06	8.35755631739324e-06	0.0	0.0	5.18110554430104e-06	5.20629962254328e-06	9.31558404054142e-06	7.04991575350675e-06
Calditrichota	6.74705786108145e-06	8.35755631739324e-06	0.0	0.0	5.18110554430104e-06	5.20629962254328e-06	6.98668803040607e-06	9.39988767134233e-06
Deferribacterota	1.51808801874333e-05	1.67151126347865e-05	0.0	0.0001248361525497	4.14488443544083e-05	4.16503969803462e-05	4.89068162128425e-05	4.93494102745472e-05
Dictyoglomota	1.68676446527036e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprothermobacterota	0.0	0.0	0.0	0.0	0.0	2.60314981127164e-06	0.0	0.0
Nitrososphaerota	5.06029339581109e-06	6.6860450539146e-06	5.91575958353053e-05	6.24180762748892e-05	1.03622110886021e-05	1.04125992450866e-05	1.39733760608121e-05	1.64498034248491e-05
Thermoproteota	1.01205867916222e-05	1.33720901078292e-05	0.0	0.0	2.59055277215052e-06	5.20629962254328e-06	1.16444800506768e-05	7.04991575350675e-06
Euryarchaeota	0.0004031367071996	0.0003861191018635	0.0010648367250354	0.0018101242119717	0.0007201736706578	0.00075751659508	0.0007033265950608	0.0006955916876793
Candidatus.Woesearchaeota	1.68676446527036e-06	1.67151126347865e-06	0.0	0.0	2.59055277215052e-06	2.60314981127164e-06	0.0	0.0
Candidatus.Micrarchaeota	1.68676446527036e-06	1.67151126347865e-06	5.91575958353053e-05	0.0	2.59055277215052e-06	2.60314981127164e-06	0.0	0.0
Candidatus.Diapherotrites	1.18073512568925e-05	1.00290675808719e-05	0.0	0.0	0.0	0.0	2.32889601013536e-06	2.34997191783558e-06
Candidatus.Thermoplasmatota	1.68676446527036e-06	1.67151126347865e-06	0.0	0.0	2.59055277215052e-06	5.20629962254328e-06	4.65779202027071e-06	9.39988767134233e-06
Candidatus.Heimdallarchaeota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34997191783558e-06
