#OTU ID	mgm4575366	mgm4575367	mgm4575368	mgm4575369	mgm4575370	mgm4575371	mgm4575372	mgm4575373	mgm4575374	mgm4575375	mgm4575376	mgm4575377	mgm4575355	mgm4575356	mgm4575357	mgm4575358	mgm4575359	mgm4575360	mgm4575361	mgm4575362	mgm4575363	mgm4575364	mgm4575365	mgm4726046	mgm4726047	mgm4569549	mgm4569551	mgm4569550
Pseudomonadota	0.10652807203389801	0.0828265483770957	0.116078993677899	0.0802958225064961	0.06920996745756501	0.0833832667554372	0.0517449404694152	0.0677266157340491	0.0579539231395548	0.0837143071273327	0.0618492394798714	0.0662707336293221	0.66499162479062	0.6691268533772651	0.6445131375579599	0.6423418889448079	0.648622126091484	0.691249083691789	0.662755500078015	0.682605509178986	0.690706572911032	0.7062525879917181	0.705279900686659	0.947850237963625	0.959285254886608	0.9941793116104101	0.912904388546573	0.9355153024899929
Actinomycetota	0.0127780720338983	0.00882402041449047	0.013230789285016002	0.00843094143513892	0.00682932791468687	0.0086329338659565	0.00489448403032304	0.00805285979764609	0.00626160831481315	0.0056958704938919295	0.00467827839355117	0.00542005420054201	0.16464040633273902	0.15689181768259197	0.156877897990726	0.165492367052508	0.16616598574060698	0.150896944717224	0.15537525354969597	0.143056325188138	0.13414267684356002	0.11859213250517599	0.132016914303449	0.0417009343274326	0.0325214619277984	0.0022846918762688	0.0298978292509079	0.007530363488270341
Chloroflexota	0.00059586864406779	0.0004483556318714	0.00026070520758652004	0.00028782730361782	0.00038195346279009	0.00031069684864624	0.00027318050401803	0.00020648358455501998	0.00034191105097082004	0.00037472832196657	0.00026390288373877996	0.00015376040285225	0.0075106716377586905	0.006919275123558479	0.00309119010819165	0.0036067773863445703	0.0040254746455179	0.00536645412926516	0.008753315649867371	0.00715013495879735	0.0041468838271530705	0.00347826086956522	0.0036854560266904603	0.00021571773334591002	0.00022370739073292002	0.00010322403055431	0.00062938271032648	0.00152715277774481
Bacillota	0.00271451271186441	0.0021034556771839397	0.00280258098155511	0.00115530681591045	0.00097780086474264	0.0013204616067465599	0.00068295126004507	0.00165186867644022	0.00113004499897137	0.00142396762347298	0.00112758504870208	0.00101866266889619	0.0115091586967094	0.0119714442613948	0.017774343122102	0.0133366884750881	0.014479692381639	0.0111616713461778	0.0128569199563114	0.0119943513933826	0.0107778912995573	0.0122567287784679	0.0105714396555068	0.00140216526674846	0.0005872319006739099	0.00169058023374508	0.033724065143261005	0.0391899579056303
Cyanobacteriota	0.861162605932203	0.8945458014356921	0.855047904581894	0.901315210873476	0.9148702122133441	0.896626719928984	0.9373733694538671	0.9110055750567829	0.9269005763229491	0.9015213969871841	0.925843289669402	0.9207749524303751	0.0141568055330416	0.0149038989566172	0.0316846986089645	0.036990437845999	0.0294800929263799	0.00976473354448763	0.0108909346231861	0.013424378385141999	0.0284271891339624	0.0345341614906832	0.0316561275555728	0.00045840018336007	0.00039148793378261003	0.00016630538255972	0.00110918547507045	0.0015156903146324
Candidatus Melainabacteria	0.0	9.53948152917889e-06	0.0	7.99520287827304e-06	0.0	1.10963160230803e-05	0.0	0.0	5.79510255882754e-06	0.0	2.3991171248980397e-05	0.0	0.0	8.78638110928062e-05	0.0	0.0	2.00272370423776e-05	6.91553367173345e-05	1.56030581994071e-05	7.15013495879735e-05	8.01330208145522e-05	0.0	5.81914109477441e-05	0.0	0.0	1.1469336728257e-06	1.32614807984511e-05	5.9686198455117695e-06
Candidatus Margulisbacteria	0.0	0.0	0.0	3.99760143913652e-06	0.0	0.0	0.0	0.0	2.89755127941377e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.00272370423776e-05	2.76621346869338e-05	0.0	1.7875337396993398e-05	2.0033255203638e-05	0.0	0.0	0.0	0.0	0.0	2.1505103997488198e-05	7.053823453786639e-06
Deinococcota	0.00052966101694915	0.00044358589110680995	0.0005214104151730401	0.00053967619428343	0.00033611904725528	0.00053817132711939	0.00027318050401803	0.00061945075366508	0.00036798901248554	0.00029978265757325	0.0003598675687347	0.00034596090641757004	0.0023234451829037698	0.00202086765513454	0.00077279752704791	0.0011742996141587	0.00198269646719539	0.00215764650558084	0.0024028709627086898	0.0023595445364031197	0.0015625939058837698	0.0014906832298136599	0.00164875664351942	0.0007550120667107	0.0007550124437236099	4.702428058585371e-05	0.00031003191596378	0.00050909614273194
Armatimonadota	6.620762711864411e-05	2.86184445875367e-05	0.00019552890568989	3.597841295222871e-05	1.5278138511603698e-05	2.77407900577008e-05	0.0	0.0	2.89755127941377e-05	0.0	2.3991171248980397e-05	3.84401007130639e-05	0.00097260496028529	0.00066996155958264	0.00077279752704791	0.00067102835094782	0.00078106224465272	0.00055324269373867	0.0008581682009673901	0.00067926282108574	0.00034056533846183997	0.00033126293995859	0.00032975132870387996	2.6964716668239603e-05	0.0	6.76690866967163e-05	7.825468399085991e-05	0.00021263208199635
Mycoplasmatota	6.620762711864411e-05	3.3388185352126096e-05	6.517630189663039e-05	3.19808115130921e-05	4.5834415534811206e-05	3.8837106080781205e-05	0.0	0.0	3.18730640735514e-05	0.0	0.0	3.84401007130639e-05	0.00027016804452369	0.00036243822075782004	0.0	0.00033551417547391	0.00038051750380517003	0.00019363494280853001	0.00015603058199407	0.00019662871136692	0.00030049882805457	0.00016563146997928998	0.0004073398766342	1.3482358334119802e-05	0.0	1.3763204073908402e-05	0.00115775116826477	0.00014874071955917
