#OTU ID	mgm4583642	mgm4583643	mgm4583644	mgm4583645	mgm4583646	mgm4583647	mgm4583648	mgm4583649	mgm4584765	mgm4584766	mgm4584767	mgm4584768	mgm4584769	mgm4584770	mgm4584771	mgm4584873	mgm4717307	mgm4717308	mgm4717309	mgm4717310	mgm4717311	mgm4717312	mgm4717313	mgm4717314	mgm4717315	mgm4717316	mgm4717317	mgm4717318	mgm4717319	mgm4717320	mgm4717321	mgm4717322	mgm4717323	mgm4717324	mgm4717325	mgm4717326	mgm4717327	mgm4717328	mgm4717329	mgm4717330	mgm4717331	mgm4717332	mgm4717333	mgm4717335	mgm4717336	mgm4717337	mgm4717338	mgm4717339	mgm4717340	mgm4717341	mgm4717342	mgm4717343	mgm4717344	mgm4717345	mgm4717346	mgm4717347	mgm4717348	mgm4717349	mgm4717350	mgm4717351	mgm4717378
Pseudomonadota	0.377228093251089	0.305608132363019	0.37638322335898994	0.342167096799045	0.389202423642884	0.347461906643833	0.38532411125214794	0.35437732800546506	0.34303004054330394	0.263794754616173	0.374571632555926	0.333088128754695	0.312569396535133	0.34063629176113897	0.373131374638453	0.314794557433882	0.41548286672340207	0.427226043987986	0.35788781924259705	0.335826907063466	0.285501644777645	0.271336263712615	0.312065732877468	0.410205338065404	0.34945322491999997	0.44007816281529605	0.31124170203504203	0.385236633173311	0.411194051739309	0.44010489510489503	0.39103147370613595	0.42813851186224	0.47382943558969803	0.36120894971654793	0.42500564546481	0.313638008973593	0.4350940468874361	0.36290765345338705	0.39950259121331294	0.442290227451301	0.43244234707506	0.40697915586435796	0.298121919261247	0.434650978773179	0.3932065400417589	0.394374929966758	0.39439546737252007	0.46160788119305396	0.387571947061627	0.32965655341848	0.39715232172952897	0.296414493577273	0.32017115676214597	0.458820234105495	0.348554562027954	0.439781393559483	0.403239869670965	0.38624220761906697	0.450498804037104	0.43033952165913997	0.46557898328727404
Actinomycetota	0.502171398766328	0.566719968671475	0.484726870601331	0.53850556053861	0.46003215036478295	0.533345409037018	0.49397715203481607	0.494700144763309	0.525691461844781	0.6064080377694521	0.4948119942884339	0.526298191058949	0.559649190336745	0.507488091582104	0.503231085401126	0.5693405474541611	0.401291814868964	0.43007460517391705	0.470163891661943	0.514459107201043	0.586657206507663	0.626871613878592	0.533042902834455	0.43215755863784	0.5295217451601799	0.420528495365806	0.388072695614321	0.4695763097216579	0.379736903854051	0.33322843822843795	0.483638277113321	0.37531300522615296	0.330112995552529	0.4792861695347361	0.394294316898758	0.544232404266245	0.422813044660938	0.45793176846212996	0.42600067710096595	0.448116817518546	0.42399430148695605	0.46305610287254995	0.579646845947464	0.35062957993601	0.43975213847915395	0.4873790759347101	0.448034475969637	0.34620307892143304	0.443149906514646	0.5304911908728359	0.44180856628116494	0.6076489832200339	0.530772905718381	0.342244149819654	0.5114025656607479	0.382329312724886	0.377281140532024	0.4506907247462729	0.36290181436322294	0.41684977882358404	0.340981614876089
Chloroflexota	0.0061003265602322205	0.00640439904709069	0.00593202340586025	0.00511756645957948	0.00675652281439347	0.00557677951960655	0.0061394192161231	0.0068098395675535	0.0060113168352963296	0.0038575916934088295	0.00629759638267492	0.00685829776009333	0.00652586510645984	0.007060107290108009	0.00590272492007916	0.00539796871450089	0.007913820818876791	0.0077318089332429	0.0117187304039852	0.009829477571413059	0.0103648280549946	0.00783347411348853	0.0109187162236682	0.008419947126353529	0.00961029755453626	0.008147935677022641	0.00837958428555882	0.006643676033270689	0.0103683932656772	0.00856643356643357	0.00764643330885013	0.00876790615482949	0.008242362337653129	0.007641474623461141	0.00817463304478735	0.00765196602493413	0.00723360098328615	0.0086239663487934	0.00845074090471106	0.00638271819100195	0.008084765381533259	0.00614435341698641	0.00917202221251638	0.00924588020779578	0.008364484407624441	0.00698464871325589	0.0078970971058561	0.00797106100825803	0.008923268687905559	0.0103740723913373	0.00861858545940606	0.00378878955459864	0.00955486778970982	0.0069435571848372	0.008260599544565171	0.006658897010568239	0.00833677512122742	0.00809698835235231	0.00737996616300099	0.00622292967916443	0.00862072198077868
Bacillota	0.007778483309143691	0.00828900564566133	0.009000563908397841	0.0066308253589175	0.00954618523556325	0.0066361480700829895	0.0077757341830082295	0.00961835620449037	0.00837333525823799	0.006448361027571029	0.00854652546406473	0.0102837314192515	0.009548963234270859	0.0103434982325229	0.00862383924493835	0.00878063967822553	0.0142783366428816	0.01317701773084	0.0169961723496155	0.014984070091597	0.0132227222434469	0.010076989707805	0.0188485717436859	0.0148782578254204	0.0131082198605968	0.0099227335472652	0.0366742844705626	0.012474497700265999	0.017371091687687	0.0185198135198135	0.00996502921540469	0.0149490544046321	0.0153923634016414	0.0149877561973768	0.0162288295069627	0.0133635820292441	0.0110418198853504	0.0183966686656925	0.017005651188833	0.0112858294472393	0.0109981301754074	0.0119516747900031	0.01041991639109	0.0171672343207073	0.0161185761433286	0.0101370783998805	0.0148097915253867	0.0140050522404685	0.0166147303589104	0.013646995473438001	0.0126692625094438	0.0151114414158415	0.0207922231684772	0.0142360121475395	0.0123207810507055	0.0128086175292494	0.0250562158689367	0.0130517106955175	0.0126888746280847	0.011453881689361001	0.0148640895745136
Cyanobacteriota	0.0024662100870827303	0.00259439349933101	0.00342006781547745	0.00443522426496888	0.0031754667985656	0.00282681245334387	0.00240050427859665	0.00597487516197767	0.00295954091023929	0.0460289991431308	0.00280818657782009	0.0037375122137886705	0.0074467108633151	0.00438438870121469	0.00346323641345715	0.00268846610176623	0.00435696568980441	0.00403061718825695	0.00555335383442277	0.00460247637666992	0.0033739028613673197	0.00258246399345776	0.0045770376089114394	0.00604787600043458	0.00354928680394685	0.0029848873272261198	0.0893459571226466	0.0114805619157609	0.00585880213527307	0.0138111888111888	0.0033819708613337103	0.008978456216866559	0.00503621106689649	0.00446814934084734	0.00479488144523899	0.0124502285488202	0.00339515812168166	0.00598018430455018	0.0049871090392979	0.00279594689741732	0.00376458017985932	0.0033703204396971897	0.0195919386036064	0.00634740427288678	0.0046979187714689796	0.00225600418331902	0.0044626255113425104	0.004806802777599471	0.00494922462147597	0.00401332727548084	0.00420177834602197	0.00185067797474626	0.00392580437446773	0.00614256651171019	0.00357937053830795	0.00395460408698997	0.00610343719884356	0.00437082114059868	0.00466717227699667	0.0038987029315247	0.00524592868686793
Candidatus Melainabacteria	1.13388969521045e-05	8.15847012368241e-06	2.92939427449889e-05	1.10055192679129e-05	1.48386298998392e-05	2.1955824880340803e-05	4.31745373848319e-06	5.421846789453421e-06	4.01021803555459e-06	3.360271509938e-06	8.92432175154688e-06	1.4860883553831699e-05	1.48045941616602e-05	9.801166992283211e-06	1.1417262901507099e-05	1.68292087747495e-05	2.9094929481164697e-05	0.0	1.5049739388679598e-05	3.1678795119655295e-05	1.98464874198078e-05	2.15205332788146e-05	2.20580125730672e-05	2.41432175666051e-05	1.02728995772702e-05	3.58545024291425e-05	0.00010882576994232	2.4144189097289003e-05	2.19980055141667e-05	4.66200466200466e-05	3.28878851993554e-05	5.2637515509268e-05	6.38392952141808e-05	6.0380396497936996e-05	5.269100489273621e-05	1.6836008855740698e-05	4.0298612720257106e-05	5.06795280046625e-05	6.510586213182629e-05	1.53062786354963e-05	1.7807853263289103e-05	2.5925541843824498e-05	0.0	2.58024563938487e-05	5.05152556071934e-05	0.0	2.1875615251679e-05	4.53115737087145e-05	0.0	6.730947212546489e-05	4.64927064566746e-05	1.45722675176871e-05	2.07714517167605e-05	5.40545853030497e-05	4.67455107614844e-05	2.8287582882617798e-05	7.64841754241047e-05	2.3626060219452303e-05	4.37547400968438e-05	2.88365601444135e-05	2.2498621959405e-05
Candidatus Margulisbacteria	5.66944847605225e-06	0.0	7.3234856862472305e-06	5.50275963395643e-06	0.0	5.48895622008519e-06	0.0	0.0	0.0	0.0	0.0	7.430441776915849e-06	5.9218376646641e-06	6.53411132818881e-06	7.61150860100472e-06	0.0	0.0	0.0	1.0033159592453099e-05	4.52554215995076e-06	0.0	0.0	0.0	3.0179021958256397e-05	2.05457991545404e-05	8.96362560728564e-06	0.00010882576994232	4.02403151621483e-06	7.33266850472224e-06	1.1655011655011699e-05	0.0	7.519645072752569e-06	0.0	2.01267988326457e-05	2.25818592397441e-05	4.20900221393516e-06	0.0	1.6893176001554198e-05	0.0	1.02041857569975e-05	3.56157065265782e-06	2.5925541843824498e-05	0.0	8.60081879794956e-06	4.2096046339327794e-06	7.470212527546409e-06	0.0	3.77596447572621e-06	7.332184624408839e-06	8.41368401568311e-06	5.81158830708433e-06	0.0	0.0	0.0	1.3355860217567e-05	5.65751657652357e-06	0.0	6.75030291984353e-06	0.0	0.0	7.499540653135001e-06
Deinococcota	0.00220541545718433	0.00253728420846523	0.00251927907606905	0.00212406521870718	0.00244342772350686	0.00232182848109603	0.00226234575896519	0.00271092339472671	0.00241415125740386	0.00215057376636032	0.00236792003807711	0.00252635020415139	0.00288985678035608	0.00275739498049568	0.0023138986147054302	0.00252858861840611	0.00208028745790327	0.0022284662338920604	0.00319054475040007	0.0030230621628471103	0.0029571266255513603	0.0026362653266547896	0.0029998897099371303	0.00269800456306812	0.00286100253226975	0.00233054265789427	0.00250299270867341	0.0023902747206316103	0.00345368686572417	0.00271561771561772	0.00208289939595918	0.00294018122344625	0.00269543690904319	0.00281104290362618	0.00256680466691758	0.00311887064052596	0.00249851398865594	0.0035391203723256	0.0025521497955675898	0.00237757528138042	0.00238625233728074	0.00225552214041273	0.0021838148125039	0.0028382702033233603	0.00276991984912777	0.00196466589474471	0.00236256644718133	0.002578983736921	0.00278623015727536	0.00275127467312838	0.00280699715232173	0.0015228019555983	0.00276260307832914	0.00244228444505597	0.00236398725850935	0.00229129421349205	0.00246279044865617	0.00273049753107671	0.0024794352721544803	0.00249147879647733	0.00258359175500501
Armatimonadota	0.0005102503628447	0.00068531149038932	0.00058587885489977	0.00055577872302959	0.00067268455545937	0.00055987353444868	0.00057422134721826	0.00085122994594418	0.00060153270533318	0.00049732018347082	0.00062767729652546	0.00080991815368382	0.00072838603275368	0.00088863914063367	0.0007116760541939401	0.0006647537466026	0.0006473621809559099	0.00087200852630559	0.00126919468844531	0.00080554650447123	0.00090301517760125	0.00057029413188858	0.0010367265909341599	0.00081483359287292	0.00084237776533615	0.0005826356644735599	0.0008161932745674099	0.0008209024293078201	0.00140053968440195	0.00128205128205128	0.00071257084598603	0.00109034853554912	0.0010001489583555	0.0009392506121901301	0.00079789235980429	0.0007828744117919401	0.00075559898850482	0.00096291103208858	0.00098960910440376	0.00066327207420483	0.0006517674294363799	0.00064813854609561	0.00068634179821551	0.0010406990745519	0.00087138815922408	0.0005602659395659799	0.0008312733795638	0.00090245550969856	0.00077721157018733	0.00085819576959967	0.00079618759807055	0.00032058988538911	0.00095548677897098	0.0013120522069013	0.0008147074732715799	0.00078073728756025	0.0010248879506830001	0.00091466604563879	0.00105011376232425	0.00077858712389916	0.000944942122295
Mycoplasmatota	0.00010205007256894001	8.15847012368241e-05	0.0001244992566662	6.0530355973520705e-05	6.43007295659701e-05	6.0378518420937096e-05	6.90792598157311e-05	0.00011385878257851999	7.619414267553729e-05	6.38451586888221e-05	5.65207044264636e-05	0.00010031096398836	7.402297080830121e-05	0.00011761400390738998	8.37265946110519e-05	0.00011780446142323999	0.00014547464740582	0.00029066950876853	0.00015049739388679	0.00014481734911841998	0.00013892541193865	0.00013988346631228999	0.00014337708172493	0.00016900252296623	0.00010786544556133	0.00017927251214571	0.0	0.00023741785945667002	0.00022731272364637998	0.00024475524475524	0.00010962628399785	0.00021806970710981999	0.00017023812057113998	8.72161282747979e-05	0.00012043658261196002	0.00010522505534837	0.00020149306360128	0.00029563058002719	0.00020833875882184	0.00011734813620547	0.00012465497284301998	0.00023332987659442002	6.23947089286828e-05	0.00017201637595899	0.00016838418535731	0.00013446382549583	0.00035000984402686	0.00021145401064066	0.00019796898485903	0.00018510104834502	8.136223629918059e-05	0.00010929200638265	0.00022848596888436	0.00026044482009651	0.00014691446239323	0.00024893072936703	0.00042831138237498	0.00018900848175561002	0.00021877370048421	0.00016725204883758998	0.0001499908130627
