#OTU ID	mgm4477900	mgm4477902	mgm4667035	mgm4477903	mgm4667022	mgm4477901	mgm4477803	mgm4667025	mgm4667018	mgm4667031	mgm4667020	mgm4667033	mgm4667019	mgm4667027	mgm4667023	mgm4667029	mgm4667028	mgm4477904	mgm4667021	mgm4667024	mgm4667030	mgm4667026	mgm4667036	mgm4667032	mgm4594281	mgm4594282	mgm4514299	mgm4514245	mgm4543019	mgm4543022	mgm4543020	mgm4543023	mgm4543021	mgm4539732	mgm4519682	mgm4519683	mgm4519684	mgm4600262	mgm4600267	mgm4600270	mgm4600277	mgm4600278	mgm4477872	mgm4477873	mgm4477805	mgm4690390	mgm4690391	mgm4690393	mgm4690408	mgm4690409	mgm4690414	mgm4690418	mgm4690428	mgm4690501	mgm4690515	mgm4690525	mgm4690527	mgm4690540	mgm4690541	mgm4690542	mgm4712236	mgm4712237	mgm4712241	mgm4712251	mgm4712255	mgm4712258	mgm4712263
Pseudomonadota	0.40507948973292107	0.28868682964948	0.199919600541638	0.22405545264554397	0.235254731286555	0.15107272827453	0.373205993561134	0.134373920055293	0.16497575042600598	0.25471495744096695	0.17179486016697398	0.341521102852614	0.264067756017374	0.16675247554447	0.149890753272099	0.21685778865295302	0.260938805219167	0.2585428984908	0.300057499100691	0.26776302101394	0.168329776845456	0.24705397533905302	0.165472229934169	0.242305352420446	0.23429012600987098	0.080860150973381	0.5744114994570519	0.538972746482428	0.159024215407361	0.19536997277287302	0.21093810378923897	0.34315860190866904	0.35877658047352	0.410145200829719	0.31939564300773	0.320691434468524	0.376465989053948	0.0158543746330006	0.12177121771217699	0.0053475935828877	0.0490990990990991	0.16597853014038	0.335045595410971	0.362037320738643	0.285514354626703	0.321777785919967	0.31124954849902803	0.318623719448038	0.32516626935585996	0.334763684399126	0.34126785581613506	0.320753111706318	0.310530857581997	0.32456143398492704	0.483657116143365	0.48295757929889294	0.462166730253921	0.32365740225266	0.457555181657964	0.37678625420615397	0.42012654996101395	0.43824714106801205	0.268575875989668	0.273456409003111	0.308773691649074	0.30678845284833195	0.314073156849487
Actinomycetota	0.309422153047008	0.562671867733777	0.19757109004739298	0.6458347514638729	0.0744927364986838	0.6510123815695921	0.152459205472033	0.0397099668496973	0.0431074409053174	0.09831908978583198	0.0875730682544793	0.285042967067942	0.19210964630575103	0.0689403519996801	0.0797890017889594	0.0799368571665561	0.0826693762304171	0.621456274550341	0.0843537299355047	0.0949875164713226	0.0378928713515859	0.0951340238645361	0.110967329057516	0.0726692574152937	0.565817409766454	0.872089789431863	0.0896232492223879	0.0751112425267379	0.062364194350485	0.117468301867205	0.15141954401836702	0.186704096261239	0.16165521465347302	0.407568043245961	0.0962754743499649	0.0949432404540764	0.0762314308053166	0.008220786846741041	0.8413284132841329	0.00222816399286988	0.0117117117117117	0.0412881915772089	0.41559563352305895	0.48588926337500804	0.537600514999794	0.629514621208825	0.634826983857066	0.621758730881258	0.626219879981994	0.6148233033426961	0.60900917650496	0.619832991964708	0.6358490172120861	0.610414407349595	0.457153431346461	0.45677102666747993	0.489539409247456	0.6100471971261511	0.49408570241018696	0.55237088934766	0.506242012041644	0.49043709845499894	0.651453427271769	0.6452039934742672	0.6377382162563741	0.6403668812834991	0.635463029988159
Chloroflexota	0.0139701342845451	0.00965963022026675	0.00416807718348003	0.007790424686044001	0.00178551500948555	0.00284285455656979	0.0018303629634830103	0.00166391480756185	0.0029711189758378103	0.00544429571663921	0.0043353453084398605	0.00273341695841836	0.00395715172166037	0.0024942891275986302	0.00325265338735566	0.00720336347047114	0.00324366045127915	0.00601943353318172	0.00454611116303969	0.0038837644774256204	0.0033762523056891803	0.00581796461529201	0.00433855811173905	0.0056864035359994	0.00488046984862271	0.00018623361144219	0.0035061564794876	0.00691975393225204	0.0019712820053314197	0.00626648609623397	0.00905144000181847	0.0158295993713748	0.00786648037207878	0.0028285875919291	0.00070274068868587	0.00077399380804953	0.00156372165754496	0.0	0.0036900369003690005	0.00044563279857397003	0.00135135135135135	0.00412881915772089	0.0068407025977422105	0.00568031506654809	0.006925272565626321	0.00061804304012038	0.00060838922161353	0.00061023822860768	0.00059695990158483	0.00062529880863443	0.00062093141866318	0.0006207657160863401	0.00060520170241871	0.00069684162983514	0.0005095792197420299	0.00049593595989288	0.0005662648571419701	0.0007411966015833	0.0005779077344165401	0.00063852268478631	0.00064248677650277	0.00065104213553343	0.00087809430677102	0.0008730633429161201	0.00078327981491337	0.0008071924015348599	0.0005965660228738401
Bacillota	0.0246144966754108	0.0117172652353115	0.029324644549763	0.0116936026984791	0.0732389373559936	0.009721067034694109	0.007365330418125109	0.0312080021502899	0.0344759033512474	0.029104887424492003	0.0466094969457583	0.0202759627805965	0.0283205782775776	0.0379141944545804	0.0288849762768432	0.0584978433974784	0.0522209792532742	0.00948108331610502	0.0382723078099641	0.034598446494209	0.0629172845310861	0.0615597608916094	0.0456630888463294	0.058701563140186	0.0269528772713486	0.041085617798967	0.0230200798777907	0.0222593230973381	0.0186151743912547	0.0154114033059489	0.0202668606369195	0.0218999118245128	0.0290351599134879	0.0117543528820165	0.523541813070977	0.518833849329205	0.48827208756841295	0.007046388725778041	0.0021085925144965698	0.00222816399286988	0.0112612612612613	0.009083402146985959	0.010152559630118	0.008562695702211291	0.009392507263453871	0.00250474091681558	0.0027486675718114	0.0026540022899585397	0.00281115199597754	0.00240115479461771	0.00239238056132918	0.00257129352449976	0.0022930558137639	0.00438007648382846	0.00354479305692226	0.00437437528578018	0.00242227877225798	0.00522890676063543	0.0023853214339517198	0.0056270624380252605	0.00422216548711308	0.00431891558273672	0.006015085381430229	0.00823970278329807	0.00433984903564231	0.0033764611416168	0.0097136160796298
Cyanobacteriota	0.0247469598518305	0.00484998800243773	0.0389937373053487	0.00439560121251972	0.032664421644117994	0.0046125872731423104	0.306055492593298	0.0806006732455298	0.15628522742168	0.10412805464030803	0.124332805775623	0.0475539662628948	0.0209179285644303	0.0544294875960351	0.0523960034789249	0.0470512607830126	0.05426292212772401	0.00828860864172007	0.0601956102410714	0.0557857687773077	0.0284006654851893	0.13648486588353	0.0127051050994527	0.0419237757057307	0.0151239418755342	0.00028804131903059	0.0133390388898091	0.00765536091619129	0.0266235075379136	0.0036711793545708103	0.005446321005614529	0.00642421406848896	0.0116178919363791	0.0247658558048903	0.00351370344342937	0.0038699690402476798	0.00351837372947615	0.9565472695243691	0.0021085925144965698	0.987967914438503	0.827927927927928	0.7291494632535092	0.0922535093722355	0.0159633219492874	0.0587343653180535	0.0005862376140129099	0.00137372733731956	0.00065737793486102	0.00057385658454472	0.00061719240097977	0.0006218287184011401	0.0006585788561525099	0.00141197161044794	0.0018860385992689101	0.00580155072087198	0.00586084910773217	0.00053839884655357	0.0019058675657305398	0.00053761391625056	0.00067656095063153	0.00150118032027736	0.00143891834822544	0.00128564156915174	0.0012610914953233	0.0009101779858010801	0.0009055359299314699	0.0007338632274898599
Candidatus Melainabacteria	0.00010644362390865	2.8666741695669603e-05	6.34732566012187e-05	1.4483035296605301e-05	0.0013194430768624801	2.0990158239555398e-05	1.37904058892555e-05	0.00023998771262911	0.00024031109363393998	0.00027886463481602996	0.0010702316870207199	0.0005117355949550299	0.00010341937099249	0.00020494159164638002	0.00043133012310586	0.00036288984737889	0.00046407792601132	3.22513954930742e-05	0.00099136380502423	0.00018205145987932	0.00051719772867011	0.0007269561835263299	0.00025410210198905	0.00042627333639587997	8.271982794275791e-05	0.0	4.60125522242468e-05	3.96650824673124e-05	4.48018637575323e-05	1.4156218590889999e-05	4.5461778010138e-05	3.59899947814508e-05	1.91398549198997e-05	0.0	0.00035137034434293	0.00051599587203302	0.0	0.0	0.0	0.0	0.0	0.0	2.5037138421992602e-05	2.0924723307899803e-05	1.55974607333926e-05	4.325537950616101e-06	3.88127095128253e-06	1.65725529796898e-06	3.7263414580826302e-06	3.86896728972393e-06	3.948118846991369e-06	0.0	2.73397072961228e-06	8.93386704916853e-06	3.4783564487511103e-06	3.6686587483670304e-06	2.40817375455274e-06	7.453894170542301e-06	2.54105159605266e-06	2.92602044963181e-06	6.900215976760069e-06	7.20179353466187e-06	1.56105654537071e-05	1.3934712655506e-05	7.86700250786358e-06	7.04971529724772e-06	4.83440861324022e-06
Candidatus Margulisbacteria	1.4192483187821e-05	9.55558056522321e-06	2.1157752200406198e-05	8.68982117796319e-06	6.56439341722628e-06	1.44307337896944e-05	1.6297752414574696e-05	3.19983616838818e-05	7.864726700747149e-05	1.7160900604063698e-05	4.5348800297488104e-05	3.12033899362827e-05	1.08862495781578e-05	4.9985754060092894e-05	7.07098562468622e-06	0.00010627488387524	8.30455236020263e-05	9.09654744676452e-06	5.3816892272744e-05	0.00013003675705666002	0.00019892220333465	5.7878677032351904e-05	8.94062951442971e-05	0.00012001870636388	1.37866379904596e-05	0.0	2.76075313345481e-05	3.6059165879374894e-05	2.24009318787662e-05	9.43747906059333e-06	1.36385334030414e-05	2.39933298543005e-05	7.65594196795988e-05	6.28575020428688e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.73666494188602e-06	5.23118082697496e-06	2.83590195152593e-06	1.01777363543908e-06	4.85158868910316e-07	1.8413947755210899e-06	4.96845527744351e-07	3.6847307521180297e-07	5.38379842771551e-07	0.0	1.2427139680055799e-06	1.3400800573752802e-05	6.95671289750223e-07	1.66757215834865e-06	0.0	1.25784464127901e-05	1.089022112594e-06	2.27579368304696e-06	1.5333813281688999e-06	2.88071741386475e-06	2.28583279857855e-05	1.71504155760074e-05	1.71021793649208e-06	1.76242882431193e-06	6.445878150986961e-07
Deinococcota	0.00390766370438004	0.00355892289495869	0.0017137779282329	0.0058337666174726206	0.004227469360693729	0.0038057780658093897	0.00132638631189385	0.006665258738752579	0.007641892777559309	0.0050109829763866	0.0037322062644832704	0.0033325220451949898	0.00234054365930393	0.0019844344361856898	0.00098993798745607	0.00205032763769078	0.0027746974944677	0.00327062228654124	0.00204787437437863	0.00442124973992649	0.0012170422076747801	0.00322499988424265	0.00194811611524942	0.0018044191715398399	0.0029365538919679	0.0	0.00173007196363168	0.0043090703225853	0.00176967361842253	0.00416664700525196	0.0049098720250949	0.00677811568383989	0.00447872605125653	0.00251430008171475	0.0	0.00051599587203302	0.0	0.0	0.0036900369003690005	0.0	0.00045045045045045	0.00578034682080925	0.00300028375423545	0.00286519247008886	0.00333643864597025	0.0009488194716380801	0.0009399953085137301	0.00092106566671564	0.00091916422632705	0.0009309472245226199	0.0009172197921351301	0.0009390263116432901	0.00094148010216103	0.0011837373840148302	0.00102750649496108	0.00101121575682262	0.00084320483891553	0.00115908054351933	0.00084217710040602	0.00097046344912788	0.00088782778900979	0.0008620546860990201	0.0010838192586431	0.0010477832015967	0.00107333277694243	0.00108459869848156	0.00088244071887011
Armatimonadota	0.00170309798253851	0.0008759282184787901	8.46310088016249e-05	0.0010282955060589801	0.00026257573668905	0.0004342338985808	0.00039365340447511003	0.00040637919338529	0.00034954340892209	0.00081514277869302	0.00036732528240965	0.0008736949182159099	0.00063140247553315	0.00019994301624037	0.00019091661186652	0.0006402413735899099	0.00067413425041644	0.0006235269795327599	0.00064863517528728	0.00054615437963797	0.00052262287967015	0.00083808324342845	0.0011622818368758599	0.00066631074912365	0.00088234483138941	4.9662296384584796e-05	0.00039110669390609	0.00063103540288906	0.00036961537599964	0.0008399356363928	0.00132748391789603	0.00151757811328451	0.00068903477711639	0.00044000251430008	0.00035137034434293	0.00025799793601651	0.0	0.0	0.00105429625724829	0.0	0.00045045045045045	0.0	0.00080397033377287	0.0007390911196968901	0.00089756296765795	0.00015800935690191001	0.00014894377275546	0.00016038548494788	0.00016594640626661002	0.00015641682042741	0.0001512847358188	0.00013707263273986998	0.00015459361761988998	0.00024270338816907003	0.00011409009151903	0.00011139382017768999	0.00014242627634069	0.00023619527152905	0.00014810700731278002	0.0001541037436806	0.00016330511144998	0.00014835694681403	0.00021297271440413998	0.00019508597717708	0.00019257053964900003	0.00018822739843651	0.00011119139810452
Mycoplasmatota	0.0006339309157226599	0.00014121024613052	0.001354096140826	0.0001173125859025	0.00420777618044205	0.00014955487745683	0.00019055833592425	0.0011711400376300698	0.0014396819154978801	0.0007936916529379401	0.00201802161323822	0.00048053220501875	0.00060962997637683	0.00137460823665255	0.0015839007799297099	0.00251949236894492	0.0019149320736467198	0.00012073599338432	0.00136808205093344	0.0013610513905263901	0.00264566530435097	0.00237071061124513	0.0020657559772813898	0.0024707299206635	0.00063418534756114	0.0	0.0002438665267885	0.00080772531569799	0.00073923075199928	0.0001415621859089	0.00014547768963244	0.00017395164144367	0.00038279709839799	6.28575020428688e-05	0.0028109627547435	0.00103199174406605	0.00234558248631744	0.0005871990604815	0.0	0.0	0.0009009009009009	0.0	9.31937930151948e-05	7.02472853908066e-05	5.6718039030518605e-05	2.79887749745747e-05	2.86243732657087e-05	2.3017434694013603e-05	2.8071772317555797e-05	2.50561691144026e-05	2.58422324530344e-05	1.73310225303293e-05	2.41086509793083e-05	0.00012755576842424	3.51314001323862e-05	3.702010191534e-05	2.44257623676063e-05	0.00012019404349999	3.0492619152631897e-05	3.2836451712534695e-05	0.00016100503945773	0.00015051748487443002	0.00042260030763963997	0.00041536162723143	6.94348482215786e-05	5.63977223779818e-05	6.51033693249683e-05
