#OTU ID	mgm4704667	mgm4704668	mgm4704669	mgm4704670	mgm4704671	mgm4708965	mgm4708967	mgm4708968	mgm4708969	mgm4708970	mgm4708971	mgm4708972	mgm4708973	mgm4708974	mgm4708976	mgm4708977	mgm4708978
Candidatus.Zambryskibacteria	0.0001125745806596	0.0	4.10787273810257e-05	7.55857898715042e-05	0.0	4.65484336452078e-05	0.0001058649163667	0.0	0.0	0.0	0.0	5.20923771488106e-05	3.85289641487989e-05	8.40124338402084e-05	0.0	0.0	0.0
Candidatus.Staskawiczbacteria	0.0	0.0	6.16180910715386e-05	2.51952632905014e-05	0.0	2.32742168226039e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.77934462231983e-05	8.40124338402084e-05	0.0004938271604938	0.0	0.0
Candidatus.Wolfebacteria	0.0002251491613193	0.0	8.21574547620515e-05	5.03905265810028e-05	0.0	2.32742168226039e-05	0.0002117298327334	0.0	0.0001891074130105	0.0	0.0	6.94565028650807e-05	7.70579282975977e-05	0.0	0.0	0.0	0.0
Candidatus.Harrisonbacteria	0.0001125745806596	0.0	2.05393636905129e-05	7.55857898715042e-05	0.0	6.98226504678118e-05	0.0001058649163667	0.0	0.0	0.0	0.0	3.47282514325404e-05	1.92644820743994e-05	8.40124338402084e-05	0.0	0.0	0.0
Candidatus.Taylorbacteria	0.0001125745806596	0.0	0.000123236182143	0.000100781053162	0.0002527805864509	0.0001396453009356	0.0001058649163667	0.0	0.0	0.0	0.0	0.0	0.0001155868924463	0.0	0.0	0.0	0.0002367984844896
Candidatus.Buchananbacteria	0.0	0.0	8.21574547620515e-05	5.03905265810028e-05	0.0	4.65484336452078e-05	0.0	0.0	0.0001891074130105	0.0	0.0	6.94565028650807e-05	7.70579282975977e-05	0.0	0.0	0.0	0.0002367984844896
Candidatus.Portnoybacteria	0.0	0.0	0.0	5.03905265810028e-05	0.0	4.65484336452078e-05	0.0	0.0	0.0001891074130105	0.0	0.0	3.47282514325404e-05	0.0	0.0	0.0	0.0	0.0
Candidatus.Adlerbacteria	0.0	0.0	2.05393636905129e-05	2.51952632905014e-05	0.0	2.32742168226039e-05	0.0	0.0	0.0001891074130105	0.0	0.0	1.73641257162702e-05	1.92644820743994e-05	0.0	0.0	0.0	0.0
Candidatus.Sungbacteria	0.0	0.0	2.05393636905129e-05	5.03905265810028e-05	0.0	4.65484336452078e-05	0.0	0.0	0.0	0.0	0.0	3.47282514325404e-05	1.92644820743994e-05	0.0	0.0	0.0	0.0
Candidatus.Jorgensenbacteria	0.0	0.0	2.05393636905129e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.20923771488106e-05	1.92644820743994e-05	0.0	0.0	0.0	0.0
Candidatus.Liptonbacteria	0.0	0.0	2.05393636905129e-05	5.03905265810028e-05	0.0	4.65484336452078e-05	0.0	0.0	0.0001891074130105	0.0	0.0	1.73641257162702e-05	1.92644820743994e-05	0.0	0.0	0.0	0.0
Candidatus.Tagabacteria	0.0001125745806596	0.0	4.10787273810257e-05	0.0	0.0002527805864509	0.0	0.0001058649163667	0.0	0.0	0.0	0.0	1.73641257162702e-05	3.85289641487989e-05	0.0	0.0	0.0	0.0002367984844896
Candidatus.Ryanbacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.94565028650807e-05	0.0	0.0	0.0	0.0	0.0
Candidatus.Wildermuthbacteria	0.0	0.0	2.05393636905129e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92644820743994e-05	0.0	0.0	0.0	0.0
Candidatus.Komeilibacteria	0.0001125745806596	0.0	2.05393636905129e-05	5.03905265810028e-05	0.0	4.65484336452078e-05	0.0001058649163667	0.0	0.0	0.0	0.0	0.0001389130057301	1.92644820743994e-05	0.0	0.0	0.0	0.0
Candidatus.Kuenenbacteria	0.0	0.0	4.10787273810257e-05	5.03905265810028e-05	0.0002527805864509	2.32742168226039e-05	0.0	0.0	0.0	0.0	0.0	3.47282514325404e-05	3.85289641487989e-05	0.0	0.0	0.0	0.0002367984844896
Candidatus.Lloydbacteria	0.0001125745806596	0.0	0.0001026968184525	2.51952632905014e-05	0.0	2.32742168226039e-05	0.0001058649163667	0.0	0.0001891074130105	0.0	0.0	1.73641257162702e-05	9.63224103719971e-05	0.0	0.0004938271604938	0.0	0.0
Candidatus.Kerfeldbacteria	0.0	0.0	2.05393636905129e-05	0.0	0.0	0.0	0.0	0.0008583690987124	0.0	0.0	0.0	3.47282514325404e-05	1.92644820743994e-05	0.0	0.0	0.0	0.0
Candidatus.Terrybacteria	0.0	0.0	2.05393636905129e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.85289641487989e-05	0.0	0.0	0.0	0.0
Candidatus.Yonathbacteria	0.0	0.0	2.05393636905129e-05	5.03905265810028e-05	0.0	4.65484336452078e-05	0.0	0.0	0.0	0.0	0.0	3.47282514325404e-05	1.92644820743994e-05	0.0	0.0	0.0	0.0
Candidatus.Niyogibacteria	0.0	0.0001579279848389	4.10787273810257e-05	5.03905265810028e-05	0.0	4.65484336452078e-05	0.0	0.0	0.0	0.0	0.0001426330052774	0.0	3.85289641487989e-05	0.0	0.0	0.0	0.0
Candidatus.Campbellbacteria	0.0	0.0	2.05393636905129e-05	0.0	0.0005055611729019	0.0	0.0	0.0	0.0003782148260211	0.0	0.0	0.0	1.92644820743994e-05	0.0	0.0004938271604938	0.0	0.0004735969689793
Candidatus.Colwellbacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73641257162702e-05	0.0	0.0	0.0	0.0	0.0
Candidatus.Vogelbacteria	0.0	0.0001579279848389	2.05393636905129e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001426330052774	3.47282514325404e-05	1.92644820743994e-05	0.0	0.0004938271604938	0.0	0.0
Candidatus.Spechtbacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73641257162702e-05	0.0	8.40124338402084e-05	0.0	0.0	0.0
Candidatus.Andersenbacteria	0.0	0.0	0.0	2.51952632905014e-05	0.0002527805864509	2.32742168226039e-05	0.0	0.0	0.0	0.0	0.0	1.73641257162702e-05	0.0	0.0	0.0	0.0	0.0002367984844896
Candidatus.Woesebacteria	0.0001125745806596	0.0	4.10787273810257e-05	5.03905265810028e-05	0.0002527805864509	6.98226504678118e-05	0.0001058649163667	0.0	0.0005673222390317	0.0	0.0	0.0001910053828789	5.77934462231983e-05	0.0001680248676804	0.0	0.0	0.0004735969689793
Candidatus.Gottesmanbacteria	0.0001125745806596	0.0001579279848389	8.21574547620515e-05	0.0001763668430335	0.0002527805864509	0.0001629195177582	0.0001058649163667	0.0	0.0	0.0	0.0001426330052774	5.20923771488106e-05	7.70579282975977e-05	0.0	0.0	0.0	0.0002367984844896
Candidatus.Roizmanbacteria	0.0001125745806596	0.0	0.0001026968184525	0.0001259763164525	0.0	0.0001396453009356	0.0001058649163667	0.0008583690987124	0.0	0.0	0.0	0.0001389130057301	9.63224103719971e-05	0.0001680248676804	0.0004938271604938	0.0	0.0
Candidatus.Levybacteria	0.0	0.0	2.05393636905129e-05	5.03905265810028e-05	0.0	4.65484336452078e-05	0.0	0.0	0.0	0.0	0.0	3.47282514325404e-05	1.92644820743994e-05	0.0	0.0	0.0	0.0
Candidatus.Daviesbacteria	0.0005628729032984	0.0	8.21574547620515e-05	2.51952632905014e-05	0.0	2.32742168226039e-05	0.0003175947491001	0.0	0.0	0.0	0.0	1.73641257162702e-05	7.70579282975977e-05	0.0	0.0	0.0	0.0
Candidatus.Curtissbacteria	0.0	0.0	4.10787273810257e-05	2.51952632905014e-05	0.0	2.32742168226039e-05	0.0	0.0	0.0001891074130105	0.0	0.0	5.20923771488106e-05	3.85289641487989e-05	8.40124338402084e-05	0.0	0.0	0.0
Candidatus.Shapirobacteria	0.0	0.0001579279848389	0.0	5.03905265810028e-05	0.0	4.65484336452078e-05	0.0	0.0	0.0001891074130105	0.0	0.0001426330052774	6.94565028650807e-05	1.92644820743994e-05	0.0	0.0	0.0	0.0
Candidatus.Beckwithbacteria	0.0	0.0	4.10787273810257e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73641257162702e-05	3.85289641487989e-05	0.0	0.0	0.0	0.0
Candidatus.Amesbacteria	0.0	0.0	2.05393636905129e-05	2.51952632905014e-05	0.0	2.32742168226039e-05	0.0	0.0	0.0	0.0	0.0	0.0001041847542976	1.92644820743994e-05	0.0	0.0	0.0	0.0
Candidatus.Chisholmbacteria	0.0	0.0	2.05393636905129e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92644820743994e-05	0.0	0.0	0.0	0.0
Candidatus.Collierbacteria	0.0	0.0	4.10787273810257e-05	5.03905265810028e-05	0.0	4.65484336452078e-05	0.0	0.0	0.0	0.0	0.0	1.73641257162702e-05	5.77934462231983e-05	8.40124338402084e-05	0.0	0.0	0.0
Candidatus.Woykebacteria	0.0	0.0001579279848389	0.0	2.51952632905014e-05	0.0	2.32742168226039e-05	0.0	0.0	0.0	0.0	0.0001426330052774	3.47282514325404e-05	0.0	0.0	0.0	0.0	0.0
Candidatus.Pacebacteria	0.0001125745806596	0.0	0.0001437755458335	0.000100781053162	0.0	9.30968672904157e-05	0.0001058649163667	0.0	0.0001891074130105	0.0	0.0	6.94565028650807e-05	0.0001348513745207	0.0	0.0	0.0	0.0
Candidatus.Blackburnbacteria	0.0	0.0	0.0	2.51952632905014e-05	0.0	2.32742168226039e-05	0.0	0.0	0.0	0.0	0.0	1.73641257162702e-05	0.0	0.0	0.0	0.0	0.0
Candidatus.Microgenomates	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73641257162702e-05	0.0	0.0	0.0	0.0	0.0
Candidatus.Gracilibacteria	0.0001125745806596	0.0	0.0	0.000100781053162	0.0	9.30968672904157e-05	0.0001058649163667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
candidate.division.NC10	0.0001125745806596	0.0001579279848389	0.0001643149095241	5.03905265810028e-05	0.0005055611729019	4.65484336452078e-05	0.0001058649163667	0.0	0.0001891074130105	0.0	0.0002852660105548	3.47282514325404e-05	0.0001348513745207	0.0	0.0	0.0002901073397156	0.0004735969689793
Candidatus.Rokubacteria	0.0002251491613193	0.0009475679090334	0.0003902479101197	0.0005291005291005	0.0	0.0005585812037424	0.0002117298327334	0.0	0.0001891074130105	0.0006613756613756	0.0007131650263871	0.0005903802743531	0.0004238186056367	0.000420062169201	0.0004938271604938	0.0011604293588627	0.0
Candidatus.Handelsmanbacteria	0.0002251491613193	0.0	0.000123236182143	5.03905265810028e-05	0.0	4.65484336452078e-05	0.0002117298327334	0.0	0.0001891074130105	0.0	0.0	0.0001041847542976	0.0001155868924463	0.0	0.0004938271604938	0.0002901073397156	0.0
Candidatus.Schekmanbacteria	0.0	0.0001579279848389	2.05393636905129e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001426330052774	0.0	1.92644820743994e-05	0.0	0.0	0.0	0.0
Candidatus.Aminicenantes	0.0	0.0	0.0002259330005956	0.000201562106324	0.0005055611729019	0.0001861937345808	0.0	0.0008583690987124	0.0003782148260211	0.0	0.0	0.0003299183886091	0.0002119093028183	0.0002520373015206	0.0009876543209876	0.0	0.0004735969689793
Candidatus.Glassbacteria	0.0	0.0	2.05393636905129e-05	2.51952632905014e-05	0.0	2.32742168226039e-05	0.0	0.0	0.0	0.0	0.0	3.47282514325404e-05	1.92644820743994e-05	8.40124338402084e-05	0.0	0.0	0.0
candidate.division.WWE3	0.0001125745806596	0.0	0.0001026968184525	5.03905265810028e-05	0.0005055611729019	6.98226504678118e-05	0.0002117298327334	0.0	0.0003782148260211	0.0	0.0	8.68206285813509e-05	9.63224103719971e-05	0.0	0.0	0.0002901073397156	0.0002367984844896
Candidatus.Peregrinibacteria	0.0002251491613193	0.0003158559696778	0.0002053936369051	0.0002267573696145	0.0002527805864509	0.000232742168226	0.0002117298327334	0.0	0.0001891074130105	0.0006613756613756	0.0002852660105548	0.0002951901371765	0.0001926448207439	0.0003360497353608	0.0004938271604938	0.0	0.0002367984844896
Candidatus.Doudnabacteria	0.0	0.0	4.10787273810257e-05	2.51952632905014e-05	0.0	2.32742168226039e-05	0.0	0.0	0.0	0.0006613756613756	0.0	3.47282514325404e-05	5.77934462231983e-05	8.40124338402084e-05	0.0	0.0	0.0
Candidatus.Berkelbacteria	0.000337723741979	0.0	8.21574547620515e-05	5.03905265810028e-05	0.0	4.65484336452078e-05	0.0003175947491001	0.0	0.0001891074130105	0.0	0.0	6.94565028650807e-05	7.70579282975977e-05	0.0	0.0	0.0	0.0
Candidatus.Saccharibacteria	0.0001125745806596	0.0001579279848389	8.21574547620515e-05	0.000151171579743	0.0	0.0001396453009356	0.0001058649163667	0.0	0.0	0.0	0.0001426330052774	0.0001389130057301	7.70579282975977e-05	0.0	0.0	0.0	0.0
Candidatus.Eisenbacteria	0.0	0.0006317119393556	4.10787273810257e-05	0.000100781053162	0.0	9.30968672904157e-05	0.0	0.0	0.0001891074130105	0.0	0.0005705320211096	8.68206285813509e-05	3.85289641487989e-05	0.0002520373015206	0.0	0.0	0.0
Candidatus.Desantisbacteria	0.0	0.0	2.05393636905129e-05	0.0	0.0002527805864509	0.0	0.0	0.0	0.0	0.0	0.0	3.47282514325404e-05	1.92644820743994e-05	0.0	0.0	0.0	0.0002367984844896
Candidatus.Edwardsbacteria	0.0	0.0001579279848389	2.05393636905129e-05	0.0	0.0	0.0	0.0	0.0	0.0001891074130105	0.0	0.0001426330052774	3.47282514325404e-05	1.92644820743994e-05	8.40124338402084e-05	0.0	0.0002901073397156	0.0
Candidatus.Lindowbacteria	0.0	0.0001579279848389	2.05393636905129e-05	5.03905265810028e-05	0.0	4.65484336452078e-05	0.0	0.0	0.0	0.0	0.0001426330052774	3.47282514325404e-05	1.92644820743994e-05	0.0	0.0	0.0	0.0
Candidatus.Ratteibacteria	0.0	0.0	2.05393636905129e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73641257162702e-05	1.92644820743994e-05	0.0	0.0	0.0	0.0
Candidatus.Dadabacteria	0.0	0.0	4.10787273810257e-05	5.03905265810028e-05	0.0002527805864509	4.65484336452078e-05	0.0	0.0	0.0	0.0	0.0001426330052774	6.94565028650807e-05	3.85289641487989e-05	0.0	0.0	0.0	0.0002367984844896
Candidatus.Firestonebacteria	0.0	0.0	0.0	2.51952632905014e-05	0.0	2.32742168226039e-05	0.0	0.0	0.0	0.0	0.0	1.73641257162702e-05	0.0	0.0001680248676804	0.0	0.0	0.0
Candidatus.Raymondbacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47282514325404e-05	0.0	0.0	0.0	0.0	0.0
Candidatus.Riflebacteria	0.0	0.0001579279848389	2.05393636905129e-05	2.51952632905014e-05	0.0	2.32742168226039e-05	0.0	0.0	0.0	0.0	0.0001426330052774	0.0	1.92644820743994e-05	0.0	0.0	0.0	0.0
Candidatus.Wallbacteria	0.0001125745806596	0.0	2.05393636905129e-05	2.51952632905014e-05	0.0	2.32742168226039e-05	0.0001058649163667	0.0	0.0	0.0	0.0	0.0	1.92644820743994e-05	0.0	0.0	0.0	0.0
candidate.division.CPR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.40124338402084e-05	0.0	0.0	0.0
Candidatus.Coatesbacteria	0.0	0.0	2.05393636905129e-05	7.55857898715042e-05	0.0	6.98226504678118e-05	0.0	0.0	0.0001891074130105	0.0	0.0	3.47282514325404e-05	1.92644820743994e-05	0.0	0.0	0.0	0.0
Candidatus.Blackallbacteria	0.0	0.0	2.05393636905129e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47282514325404e-05	1.92644820743994e-05	0.0	0.0004938271604938	0.0	0.0
candidate.division.CPR2	0.0	0.0	2.05393636905129e-05	2.51952632905014e-05	0.0	2.32742168226039e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.92644820743994e-05	0.0	0.0	0.0	0.0
Candidatus.Fraserbacteria	0.0	0.0	8.21574547620515e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73641257162702e-05	7.70579282975977e-05	0.0	0.0	0.0	0.0
Candidatus.Fischerbacteria	0.0	0.0001579279848389	4.10787273810257e-05	2.51952632905014e-05	0.0	2.32742168226039e-05	0.0	0.0	0.0	0.0	0.0001426330052774	1.73641257162702e-05	3.85289641487989e-05	0.0	0.0	0.0	0.0
Candidatus.Sumerlaeota	0.0	0.0	2.05393636905129e-05	2.51952632905014e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92644820743994e-05	0.0	0.0	0.0	0.0
candidate.division.WOR.3	0.0001125745806596	0.0	0.0	0.0	0.0	0.0	0.0001058649163667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus.Abawacabacteria	0.0	0.0	4.10787273810257e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.85289641487989e-05	0.0	0.0	0.0	0.0
Candidatus.Absconditabacteria	0.0	0.0	0.0	5.03905265810028e-05	0.0	4.65484336452078e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
candidate.division.CPR3	0.0	0.0	2.05393636905129e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92644820743994e-05	0.0	0.0	0.0	0.0
Planctomycetota	0.0231903636158955	0.0326910928616551	0.0439131595703165	0.0236583522297808	0.0139029322548028	0.0235535074244752	0.023502011433411	0.0274678111587983	0.0264750378214826	0.0238095238095238	0.0330908572243617	0.0475777044625803	0.0438652256834075	0.0383936822649752	0.0182716049382716	0.0211778357992457	0.0146815060383614
Candidatus.Omnitrophica	0.0004502983226387	0.0006317119393556	0.0003697085464292	0.0003779289493575	0.0010111223458038	0.0003956616859842	0.0004234596654668	0.0017167381974248	0.0005673222390317	0.0	0.0005705320211096	0.0005730161486369	0.0003467606773391	0.0005880870368814	0.0009876543209876	0.0	0.0009471939379587
Verrucomicrobiota	0.0027017899358324	0.0026847757422615	0.0019923182779797	0.0032501889644746	0.0022750252780586	0.0032816645719871	0.0026466229091679	0.0025751072961373	0.0017019667170953	0.0006613756613756	0.0032805591213806	0.0042889390519187	0.0019457126895143	0.0029404351844072	0.0024691358024691	0.000870322019147	0.0021311863604072
Lentisphaerota	0.0002251491613193	0.0004737839545167	0.0002670117279766	0.000201562106324	0.0002527805864509	0.0002560163850486	0.0003175947491001	0.0	0.0001891074130105	0.0	0.0004278990158322	0.0002778260114603	0.0002504382669671	0.0003360497353608	0.0	0.0	0.0002367984844896
Chlamydiota	0.0002251491613193	0.0007896399241945	0.0004518660011912	0.0003275384227765	0.0005055611729019	0.0003258390355164	0.0003175947491001	0.0	0.0001891074130105	0.0	0.0009984310369419	0.0003299183886091	0.0004430830877111	0.0005880870368814	0.0009876543209876	0.0	0.0004735969689793
Kiritimatiellota	0.0001125745806596	0.0	6.16180910715386e-05	0.000100781053162	0.0005055611729019	6.98226504678118e-05	0.0001058649163667	0.0	0.0001891074130105	0.0	0.0	3.47282514325404e-05	5.77934462231983e-05	0.0001680248676804	0.0	0.0	0.0004735969689793
Thermodesulfobacteriota	0.003940110323089	0.0052116234996841	0.0039024791011974	0.0043335852859662	0.0030333670374115	0.0043522785458269	0.0040228668219352	0.0025751072961373	0.0045385779122541	0.0052910052910052	0.0045642561688774	0.0038201076575794	0.0038914253790286	0.00403259682433	0.0044444444444444	0.0031911807368726	0.0023679848448969
Nitrospirota	0.0	0.0004737839545167	0.0004313266375007	0.0007306626354245	0.0	0.0006749522878555	0.0	0.0008583690987124	0.0009455370650529	0.0	0.0002852660105548	0.0006772009029345	0.0005008765339343	0.0007561119045618	0.0	0.0005802146794313	0.0
Campylobacterota	0.0027017899358324	0.0009475679090334	0.0014993735494074	0.0018392542202066	0.0030333670374115	0.0018386631289857	0.0026466229091679	0.0017167381974248	0.0013237518910741	0.0006613756613756	0.0014263300527742	0.001354401805869	0.0014641006376543	0.0015962362429639	0.008395061728395	0.0	0.003078380298366
Bacteroidota	0.171676235506023	0.116392924826279	0.104791833548997	0.116528092718569	0.110717896865521	0.114974631103663	0.168536946855812	0.0128755364806867	0.0677004538577912	0.108465608465608	0.113678505206105	0.17211321409967	0.106532585871429	0.0804839116189196	0.100740740740741	0.0066724688134609	0.109164101349751
Ignavibacteriota	0.0011257458065968	0.0006317119393556	0.0002875510916671	0.000352733686067	0.0005055611729019	0.0003258390355164	0.0010586491636671	0.0008583690987124	0.0007564296520423	0.0006613756613756	0.0005705320211096	0.0004167390171904	0.0002504382669671	0.0003360497353608	0.0	0.0002901073397156	0.0004735969689793
Chlorobiota	0.0002251491613193	0.0004737839545167	0.0003080904553576	0.000151171579743	0.0	0.000232742168226	0.0002117298327334	0.0	0.0001891074130105	0.0013227513227513	0.0005705320211096	0.0003472825143254	0.0002697027490415	0.0001680248676804	0.0004938271604938	0.0002901073397156	0.0
Balneolota	0.0	0.0	4.10787273810257e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.68206285813509e-05	1.92644820743994e-05	0.0001680248676804	0.0	0.0	0.0
Gemmatimonadota	0.0005628729032984	0.0014213518635502	0.0003697085464292	0.000554295792391	0.0007583417593528	0.0005353069869198	0.0005293245818335	0.0	0.0001891074130105	0.0	0.0011410640422193	0.0005556520229206	0.0003467606773391	0.000840124338402	0.0	0.0011604293588627	0.000710395453469
