#OTU ID	mgm4451033	mgm4451034	mgm4451035	mgm4451036	mgm4485218	mgm4485219	mgm4485982	mgm4603270	mgm4603402	mgm4625051	mgm4625350	mgm4627134	mgm4627135	mgm4627136	mgm4627137	mgm4627138	mgm4627140	mgm4627141	mgm4627142	mgm4627143	mgm4627144	mgm4627145	mgm4627146	mgm4627147	mgm4627148	mgm4627149	mgm4627150	mgm4627151	mgm4627153	mgm4627154	mgm4627155	mgm4627156	mgm4627157	mgm4627158
Pseudomonadota	0.606476399560922	0.497564630947921	0.550079491255962	0.556618995232857	0.533842942077648	0.491435011269722	0.490370992286299	0.469391626363404	0.454635406862035	0.500911718352548	0.491734810935945	0.318746303962153	0.268425135764158	0.365861498897869	0.495556027913981	0.344640554839283	0.544978145952997	0.456622974722152	0.461616973895831	0.61170745670531	0.559014409855901	0.536849619955487	0.541010237234108	0.458107749198112	0.654447558636967	0.648954293377796	0.448848637452788	0.450050454086781	0.263455577928101	0.33518805842384	0.227864316458291	0.441661649608669	0.389111191948587	0.623918703283783
Actinomycetota	0.17148737650933	0.206274055655847	0.223584444172679	0.174624129079575	0.179537859484517	0.203944402704733	0.208374875373878	0.273429760148776	0.23058093280533	0.20211054214807	0.188286196898118	0.0780208949339641	0.0683893298323089	0.0641531961792799	0.110081529864861	0.0844262659494065	0.0992471223597794	0.0890006397571898	0.0470431770382284	0.0997566909975669	0.0838191618083819	0.0496472515012808	0.0864647826886532	0.0473777759617545	0.0669420268476176	0.106358814503365	0.0713154367867441	0.0766902119071645	0.036401891359924	0.0622224600074902	0.0370465259274441	0.0817579771222155	0.0782102582757366	0.130595448055766
Chloroflexota	0.0191822173435785	0.0294628563643176	0.0155313684725449	0.0284561789512285	0.0241389437922193	0.0520160280490859	0.0511754211051057	0.0186406813877856	0.0326498225658202	0.0175099198678592	0.0235372908410747	0.0088310664301202	0.0076982753476159	0.0053269654665687	0.0106064481728736	0.0049348686257946	0.0045767637703379	0.008792941841608	0.0070209080786836	0.0051524259338772	0.0067649323506764	0.0034749926510729	0.0103291853123276	0.0070280098882464	0.0022127157397846	0.0027668031945098	0.0061324777646915	0.0050454086781029	0.0055654849437795	0.0113601911793555	0.0049190407870465	0.0111980734497291	0.0106705468655269	0.0081464684639287
Bacillota	0.021953896816685	0.0289860008855887	0.0230218906689495	0.0274660799413275	0.0353630366965923	0.031893313298272	0.0322060135383324	0.0325988588860514	0.0416549630789876	0.0420784819529041	0.046986317809301	0.0780997437413759	0.089514829623441	0.0596987509184423	0.0446486794179423	0.0525052238474192	0.0340511224513147	0.0509127698510705	0.0638840776939255	0.0260483755546014	0.0426245737542625	0.0608596144962835	0.0413167412493104	0.0543444950660919	0.0367163298421596	0.0240917273792695	0.0606343662429436	0.0454086781029263	0.0544331576208683	0.0643090257343106	0.0855195736831318	0.0473208910295003	0.0709348854128774	0.023851515915008
Cyanobacteriota	0.00609220636663	0.0069484655471916	0.0051669316375198	0.0068940227356068	0.0042308638741377	0.0347858752817431	0.0326126882510364	0.0085272243458807	0.0101041445785795	0.0100552430292271	0.0109829162951368	0.0087522176227084	0.0075789222414513	0.0056943423952975	0.0068451941333083	0.0070244075934735	0.0045081123137829	0.006114888488834	0.0066342941976988	0.005724917704308	0.0059399406005939	0.0051022550707596	0.0058542266903696	0.006333381003943	0.0035255937453901	0.003866275206302	0.0063761523778581	0.0090817356205852	0.0078731250424198	0.0083462629072815	0.0092744414839106	0.0074653822998193	0.009094216078574	0.0052910052910052
Candidatus.Melainabacteria	8.23271130625686e-05	3.40611056234885e-05	3.05735599853247e-05	0.0	0.0001190674636248	0.0001252191334835	0.0001311853911948	0.0001019450156559	0.0001553159926179	0.0001415345437332	0.000159494366726	0.0006702148630001	0.0004774124246583	0.0005051432770022	0.0002666022978235	0.0002222913795403	0.0001601867319618	0.0001785368901849	0.0002165037733514	0.0004293688278231	0.000219997800022	0.0001994708772519	6.13008030405198e-05	0.0001634420904243	0.0001032600678566	2.41642200393877e-05	0.000162449742111	0.0	0.0002488631478925	0.0003031762167174	0.000256200040992	0.0	0.0002425124287619	0.0
Candidatus.Margulisbacteria	0.0	0.0	0.0	0.0002200220022002	7.14404781749339e-05	3.75657400450789e-05	3.9355617358451e-05	6.18195985941465e-05	8.41383489421302e-05	6.76220597836671e-05	8.20699168590449e-05	3.9424403705894e-05	0.0001790296592468	0.0001377663482733	9.00683438593205e-05	0.0001333748277241	4.57676377033799e-05	5.95122967283115e-05	0.0001391809971545	0.0	0.0001649983500165	7.34892705664973e-05	9.19512045607797e-05	0.0001430118291212	5.90057530609234e-05	1.20821100196938e-05	0.0002030621776387	0.0	0.0002262392253568	0.0001783389510102	0.0001024800163968	0.0	0.0001212562143809	0.0
Deinococcota	0.0038693743139407	0.0036785994073367	0.0030267824385471	0.0028602860286028	0.0018574524325482	0.0041948409717004	0.0042635252138321	0.0031644403086358	0.0032649291389374	0.0041453895253429	0.0039659384036885	0.0012615809185886	0.0016112669332219	0.0015154298310066	0.0021580375188693	0.0020006224158627	0.0018764731458385	0.0017704908276672	0.000989731535321	0.0008587376556462	0.0014849851501485	0.0009238651156931	0.0017164224851345	0.0012871064620916	0.0010768549933618	0.0011357183418512	0.0015838849855825	0.0020181634712411	0.0012669396619986	0.001854725090507	0.001024800163968	0.0021673690547862	0.0026676367163817	0.0027714789619551
Armatimonadota	0.0008781558726673	0.0022480329711502	0.0008866332395744	0.0013934726806013	0.0009049127235491	0.0017280240420736	0.0017972398593692	0.001363294115074	0.0015091785165049	0.0015385329105818	0.0016042346012447	0.0009856100926473	0.0004774124246583	0.0004132990448199	0.000734957685892	0.0008891655181612	0.0007093983844023	0.0005653668189189	0.0002938265495484	0.0001431229426077	0.0003849961500385	0.0004094402217276	0.0007356096364862	0.000531186793879	0.0002212715739784	0.0001449853202363	0.0003655119197498	0.0	0.000429854528178	0.0009273625452535	0.0004099200655872	0.0006020469596628	0.0013338183581908	0.0009238263206517
Mycoplasmatota	0.0001920965971459	0.0004768554787288	0.0001834413599119	0.0003300330033003	0.0003810158835996	0.0004633107938893	0.0004591488691819	0.000620665242376	0.000912454897808	0.0008704374439595	0.0011105246925926	0.0031145278927656	0.0020290028047979	0.0017909625275532	0.0018842297535369	0.0020006224158627	0.0015789835007666	0.002112686533855	0.0037269578126933	0.001431229426077	0.001539984600154	0.0014907823457775	0.0010421136516888	0.0030849694567593	0.0013571323204012	0.0010753077917527	0.0029647077935263	0.0010090817356205	0.0012895635845342	0.0017477217199008	0.0058413609346177	0.0004816375677302	0.0020613556444767	0.0001679684219366
