#OTU ID	mgm4460448	mgm4639039	mgm4639040	mgm4639041	mgm4639042	mgm4639044	mgm4639045	mgm4639046	mgm4639047	mgm4639048	mgm4639049	mgm4639050	mgm4639051	mgm4639052	mgm4639053	mgm4639054	mgm4639055	mgm4729586	mgm4729587	mgm4729588	mgm4729589	mgm4729590	mgm4729591	mgm4729592	mgm4729593	mgm4729594	mgm4729595	mgm4729596	mgm4729597	mgm4729598	mgm4729599	mgm4730069	mgm4730070	mgm4730071	mgm4730072	mgm4730294	mgm4730295	mgm4730296	mgm4730297	mgm4730298	mgm4730299	mgm4730302	mgm4730303	mgm4730304	mgm4730305	mgm4730306	mgm4730486	mgm4730487	mgm4730488	mgm4730489	mgm4730490	mgm4730491	mgm4730492	mgm4730493	mgm4730494	mgm4730495	mgm4730496
Pseudomonadota	0.150555573294166	0.762420498704221	0.650564133202903	0.667712020932738	0.598596867110117	0.801361978541086	0.673140766199764	0.667861867618893	0.52713933367353	0.663171478848584	0.674310320504867	0.554275901294053	0.608869548602886	0.690579463359656	0.688088398479075	0.689518534503813	0.672525981924598	0.673428806519865	0.682288603352053	0.721574809870971	0.693640523268133	0.722239449410125	0.667210320931016	0.636531534842693	0.759491342669291	0.815830361696335	0.82439803898168	0.704948500896543	0.662935946952702	0.695780391470093	0.660665238794477	0.713840342866373	0.717887468953415	0.699995870725754	0.689913486689849	0.581547982312444	0.619230099624669	0.623278842507458	0.51503784386069	0.575157463669945	0.593261012166701	0.703913100944356	0.55121128689536	0.546385146260356	0.607326073918976	0.545681410075203	0.646377645864758	0.632020500432533	0.573416798140703	0.606080372163163	0.672729258159259	0.61146109848506	0.633369842921607	0.571287693601617	0.462198820174711	0.583443501381267	0.54513575996895
Actinomycetota	0.0084613174111561	0.099494523319925	0.182106994923549	0.194605385635861	0.230720843446035	0.0786585449821669	0.175407437072351	0.150517131561972	0.254164253106597	0.20999179155479	0.207540796086703	0.324630592554744	0.182285194559639	0.161331892161241	0.181552330352044	0.144666660794518	0.21771517752849	0.218350834574093	0.156003446543946	0.141752628195381	0.14950197827406	0.154188924976492	0.164943588418145	0.212585369276416	0.140537846083309	0.105304723723946	0.0861278074172817	0.137877069346566	0.160356549243265	0.164458301669851	0.140303362714721	0.172417154086576	0.190918767766725	0.186889651811142	0.178572502889222	0.221463827235838	0.262871793175958	0.260002159087868	0.370861375333996	0.288713997833621	0.287757922969497	0.240496764482951	0.284036575704033	0.295253535595321	0.244364759450926	0.244003277754189	0.242286118042195	0.278861377250396	0.326979603146329	0.279917629024743	0.221503502086623	0.299275459632843	0.208885558189608	0.290696301834082	0.472352559557037	0.296803830515253	0.339627735871344
Chloroflexota	0.0034483859637919	0.0018383949272097	0.0056135826307105	0.0040934643828287	0.0061707239616787	0.0015061124295332	0.0056996616520213	0.0057416853808679	0.006637290192671	0.0038610013343358	0.0045538137818622	0.0107885932807265	0.0050700181726555	0.0025968367553423	0.0029541270621847	0.0040045386372717	0.0048948752322556	0.0051132356398401	0.0043682227245753	0.0034091181907665	0.0038455391384401	0.0045758319557176	0.0066259666353589	0.0084007711635615	0.0027576040698984	0.0015997108870291	0.0011486235259295	0.004400150118844	0.007011714664806	0.0043442818618023	0.0040591475790084	0.003439246020732	0.0049008965009793	0.0041526843046285	0.0057308962846209	0.0057013458388205	0.0058123305831102	0.0113896498494636	0.0099096170416409	0.011193730461698	0.0082682585673992	0.0034192766144542	0.0059082183472843	0.013068270447337	0.0155772321027435	0.0066997112509141	0.005431313015458	0.0047497021234922	0.0068818882498968	0.008159563533416	0.0042793551504212	0.0053176723577574	0.0029702917339954	0.0145700228379001	0.0053937025693637	0.012199954081217	0.0058278067466545
Bacillota	0.0620629649733389	0.0091084112302663	0.0110862465777753	0.0076931111062248	0.0100710296059675	0.0087061764890392	0.007931085086219	0.0079918152953512	0.0074731290312199	0.0078005315093701	0.0069448103434502	0.006856377899597	0.008443519336991	0.0051453314422081	0.0069350063702572	0.0069464852386187	0.0063237689676846	0.0054364861687955	0.0064206343849733	0.007161282233906	0.0090383729482322	0.0058101487824964	0.0090274107903159	0.0074242869744192	0.004900778233454	0.0045875285952779	0.005122705822694	0.0104837162753847	0.0077074575010098	0.0072922432547662	0.0071300080746484	0.005537139679802	0.0048664704227201	0.0056229660479366	0.0062260990282576	0.0081906658529534	0.0063375411779695	0.0062733497510128	0.0065766019439768	0.0073107581401233	0.0064602294015978	0.0038697404303413	0.0944896671836601	0.0072620760178172	0.0092947251181169	0.0090973701287182	0.005405885013493	0.0048476341260384	0.0073851652049015	0.0059189022893867	0.0060110826438873	0.0056021339337775	0.0048042893912803	0.0084203485197991	0.0048882786922345	0.0065517586153265	0.0077819402959888
Cyanobacteriota	0.013154953861873	0.0171026437167692	0.0129080549023052	0.0237838709440987	0.020997777001812	0.0168319412121425	0.0077519677533941	0.0440695006526151	0.0983140708253456	0.0180616333606221	0.0128137359714321	0.0064725779564733	0.0534962207482219	0.0574362651661619	0.0250027280856775	0.0464089273745969	0.0046996183867092	0.0084632865762871	0.0374114807078563	0.0173171466907812	0.016679189829697	0.0233040225036295	0.0106422197247844	0.0029929365694581	0.0057524500559117	0.0081166405992119	0.0095862241004998	0.0317113548225679	0.0402073896431314	0.0153636948338749	0.0733042681620577	0.0073454126213366	0.0053107963394521	0.0077578333470433	0.0022479811027269	0.0940159958886069	0.0210609448538602	0.003227559557147	0.0026610947226455	0.0236419240656333	0.0034792612297235	0.0016980058209635	0.0015728661619293	0.0241007425089786	0.0029014671372539	0.0869131315027198	0.0152714087545906	0.0057290221489545	0.0045600285001781	0.0022506197384472	0.013050281907929	0.0041592315504357	0.0867999118064639	0.0024633126267519	0.001885909989288	0.0036651706030913	0.0214220624715233
Candidatus.Melainabacteria	4.78942494971104e-05	0.000120702697241	4.00556532280754e-05	4.1227819433145e-05	3.52058536557327e-05	9.12949965751626e-05	2.52355200917256e-05	3.46684497560116e-05	2.09749863231596e-05	2.46493305525398e-05	2.03959187766528e-05	5.78011962535577e-06	2.6635707687669e-05	1.78183906243657e-05	2.40921852037136e-05	1.60149515587753e-05	1.03493027674726e-05	9.7954705744064e-06	2.27899650524651e-05	3.5745057712263e-05	2.38651230030135e-05	1.71153230466886e-05	3.0288484837296e-05	9.18847397824169e-06	2.7989214822555e-05	3.60598688926569e-05	7.45355851409649e-05	3.21087527626037e-05	3.27314472568652e-05	2.08483832599991e-05	2.13779990994518e-05	2.22785167334867e-05	1.00983162893645e-05	2.30849190125767e-05	8.40971347782731e-06	5.35337637447938e-06	1.65344076159427e-05	1.01495583558085e-05	7.25093929876166e-06	1.3115543307524e-05	1.3185262831733e-05	3.37173514885536e-06	6.80894442393655e-06	1.0773898497697e-05	2.19412351034686e-05	1.71670086716283e-05	1.08204263680806e-05	1.6322000424372e-05	2.20537092642543e-05	7.11321029850587e-06	1.54526546115357e-05	9.01009516805758e-06	1.90174740872058e-05	1.06565937263813e-05	0.0	9.25781915405752e-06	2.5312610742672e-05
Candidatus.Margulisbacteria	7.98237491618506e-05	6.55399261037333e-06	7.72157170661695e-06	7.32939012144799e-06	6.46638128370601e-06	4.59025122444951e-06	7.95467481152221e-06	8.11389249608781e-06	6.60855733469412e-06	6.98034139540951e-06	5.0989796941632e-06	4.62409570028461e-06	4.97199876836488e-06	4.64827581505192e-06	7.79453050708381e-06	0.0001449353116069	4.13972110698902e-06	9.7954705744064e-06	1.31480567610376e-05	8.00262486095439e-06	7.9550410010045e-06	4.02713483451496e-06	4.326926405328e-06	5.01189489722274e-06	1.332819753455e-06	3.56636065971332e-06	1.12018798477751e-05	1.2092906884617e-05	5.98745986406071e-06	5.21209581499979e-06	3.3848498574132e-05	3.71308612224779e-06	2.75408626073577e-06	3.90167645282987e-06	3.23450518377973e-06	5.35337637447938e-06	1.94522442540502e-06	2.76806136976594e-06	5.43820447407125e-06	6.94352292751271e-06	9.88894712379973e-06	6.74347029771073e-07	2.91811903882995e-06	8.43174665037154e-06	5.22410359606395e-06	9.72797158058938e-06	4.32817054723224e-06	0.0	5.08931752252023e-06	2.13396308955176e-06	6.18106184461429e-06	3.43241720687908e-06	4.75436852180145e-06	8.19737978952408e-06	0.0	2.77734574621726e-06	3.3750147656896e-06
Deinococcota	0.0001436827484913	0.0012250504520889	0.001856072798978	0.0016289569544918	0.0020749899052603	0.0011842848159079	0.0018668798885248	0.001960611477691	0.0018087334096478	0.001679862783939	0.001750649694996	0.0022022255772605	0.0015850021788008	0.0020097595199012	0.0019691818435623	0.0017492330840072	0.0018763285917427	0.0020374578794765	0.0020050786560582	0.0016896208623095	0.0019880370647055	0.0023478196085222	0.0022136555489658	0.002475876079228	0.0016513636745307	0.0014261480015898	0.0012627965320703	0.0021375255410533	0.002301180407754	0.0019889357630039	0.0018870537955078	0.0020821130430504	0.0017249760279741	0.0017518527273206	0.0021807033949043	0.0019111553656891	0.0020843079718214	0.0021858457949918	0.002418188256137	0.0020552827865437	0.0020470120546265	0.0014768199951986	0.0019896708313088	0.0024512961234107	0.0023811464190859	0.0017476014827717	0.0019985327501844	0.0022034700572902	0.0018626902132424	0.0020834592964323	0.0015473258151017	0.0016630061367329	0.0020776590440272	0.0022632965598876	0.0019009972692023	0.0021635523363032	0.0017955078553468
Armatimonadota	5.58766244132954e-05	0.0002386745642277	0.0005361666353782	0.0004315178434002	0.0004997075758686	0.0002091114446693	0.0005241856401661	0.000511912853844	0.0004169137692452	0.0003703943652939	0.0003514046839227	0.0006005544290744	0.0003167873500986	0.0002854041350441	0.0003528796538661	0.0004131857502164	0.0004564042520455	0.0003918188229762	0.000456237569608	0.0004001312430477	0.0004498214093295	0.0004520458851743	0.0006178850906808	0.0006791117585736	0.0003705238914604	0.000209622754332	0.000183969334423	0.000464951419874	0.0005823802627776	0.0004711734616759	0.0004195432323267	0.0004010133012027	0.0003364575381865	0.0003755363585848	0.0005501893317609	0.0004550369918307	0.0003832092118047	0.0005628391451857	0.0004942723621989	0.0005161352042784	0.0004801633214556	0.0002238832138839	0.0002811121340739	0.0006647026942709	0.0007157021926607	0.0004091470400071	0.0003900763705693	0.0003754060097605	0.0003409842740088	0.0005398926616565	0.0003420187554019	0.0003711301104938	0.0002448499788727	0.0006467732653934	0.0002715710384574	0.0005101058353885	0.0003889704517457
Mycoplasmatota	0.0029854082186532	0.0005958671614931	0.0003122410558863	0.0002317919625907	0.0001875250572274	0.0006793571812185	0.0001670481710419	0.0001467876915201	0.0001292978608961	0.0002281699093624	0.0001342731319462	6.12692680287711e-05	0.0001626553882793	0.0001041213782571	0.0001162093639237	0.0001329240979378	5.58862349443518e-05	1.95909411488128e-05	0.0001135115567036	0.0002214059544864	0.0002010455816617	7.55087781471555e-05	0.0001482693448225	7.26724760097298e-05	0.000102627121016	0.0001212562624302	0.000274876897803	0.0004674534006088	0.000133320772973	0.0001792960960359	0.0001603349932458	0.0001067512260146	4.31473514181938e-05	0.0001095720803836	6.1132147973437e-05	0.0001338344093619	0.0001050421189718	5.25931660255529e-05	6.46542087472915e-05	8.71797878676595e-05	8.07597348443645e-05	3.40545250034392e-05	4.57171982750026e-05	5.94906569220658e-05	0.0001044820719212	0.0001762479556953	6.32994942532716e-05	0.0001468980038193	0.0001368460933833	4.1256619731334e-05	0.0001205307059699	6.43578226289827e-05	0.0001075675878057	8.68922257689552e-05	2.26309198714564e-05	8.05430266403004e-05	0.0001594694476788
