"samples","Pseudomonadota","Actinomycetota","Chloroflexota","Bacillota","Cyanobacteriota","Candidatus Melainabacteria","Candidatus Margulisbacteria","Deinococcota","Armatimonadota","Mycoplasmatota","Thermomicrobiota","Candidatus Kaiserbacteria","Candidatus Nomurabacteria","Candidatus Yanofskybacteria","Candidatus Azambacteria","Candidatus Falkowbacteria","Candidatus Magasanikbacteria","Candidatus Nealsonbacteria","Candidatus Uhrbacteria","Candidatus Giovannonibacteria","Candidatus Moranbacteria","Candidatus Zambryskibacteria","Candidatus Staskawiczbacteria","Candidatus Wolfebacteria","Candidatus Harrisonbacteria","Candidatus Taylorbacteria","Candidatus Buchananbacteria","Candidatus Portnoybacteria","Candidatus Adlerbacteria","Candidatus Sungbacteria","Candidatus Jorgensenbacteria","Candidatus Liptonbacteria","Candidatus Tagabacteria","Candidatus Ryanbacteria","Candidatus Wildermuthbacteria","Candidatus Komeilibacteria","Candidatus Kuenenbacteria","Candidatus Lloydbacteria","Candidatus Kerfeldbacteria","Candidatus Terrybacteria","Candidatus Yonathbacteria","Candidatus Niyogibacteria","Candidatus Campbellbacteria","Candidatus Colwellbacteria","Candidatus Vogelbacteria","Candidatus Spechtbacteria","Candidatus Brennerbacteria","Candidatus Andersenbacteria","Candidatus Jacksonbacteria","Candidatus Parcubacteria","Candidatus Veblenbacteria","Candidatus Woesebacteria","Candidatus Gottesmanbacteria","Candidatus Roizmanbacteria","Candidatus Levybacteria","Candidatus Daviesbacteria","Candidatus Curtissbacteria","Candidatus Shapirobacteria","Candidatus Beckwithbacteria","Candidatus Amesbacteria","Candidatus Chisholmbacteria","Candidatus Collierbacteria","Candidatus Woykebacteria","Candidatus Pacebacteria","Candidatus Blackburnbacteria","Candidatus Microgenomates","Candidatus Gracilibacteria","candidate division NC10","Candidatus Rokubacteria","Candidatus Handelsmanbacteria","Candidatus Schekmanbacteria","Candidatus Aminicenantes","Candidatus Glassbacteria","candidate division WWE3","Candidatus Peregrinibacteria","Candidatus Doudnabacteria","Candidatus Berkelbacteria","Candidatus Gribaldobacteria","Candidatus Saccharibacteria","Candidatus Eisenbacteria","Candidatus Desantisbacteria","Candidatus Edwardsbacteria","Candidatus Lindowbacteria","Candidatus Ratteibacteria","Candidatus Dadabacteria","Candidatus Firestonebacteria","Candidatus Raymondbacteria","Candidatus Riflebacteria","Candidatus Wallbacteria","candidate division CPR1","Candidatus Coatesbacteria","Candidatus Bipolaricaulota","Candidatus Blackallbacteria","candidate division CPR2","Candidatus Fraserbacteria","Candidatus Fischerbacteria","Candidatus Sumerlaeota","candidate division WOR-3","Candidatus Wirthbacteria","Candidatus Abawacabacteria","Candidatus Absconditabacteria","candidate division CPR3","Candidatus Delongbacteria","Candidatus Calescamantes","Planctomycetota","Candidatus Omnitrophica","Verrucomicrobiota","Lentisphaerota","Chlamydiota","Kiritimatiellota","Thermodesulfobacteriota","Nitrospirota","Campylobacterota","Bacteroidota","Ignavibacteriota","Chlorobiota","Balneolota","Gemmatimonadota","candidate division Zixibacteria","Candidatus Marinimicrobia","Candidatus Hydrogenedentes","Fibrobacterota","Candidatus Cloacimonetes","Elusimicrobiota","Acidobacteriota","Myxococcota","Nitrospinota","Candidatus Tectomicrobia","Spirochaetota","Bdellovibrionota","Synergistota","Caldisericota","Fusobacteriota","Thermotogota","Atribacterota","Chrysiogenota","Aquificota","Calditrichota","Deferribacterota","Dictyoglomota","Coprothermobacterota","Nitrososphaerota","Candidatus Bathyarchaeota","Thermoproteota","Candidatus Korarchaeota","Euryarchaeota","Candidatus Woesearchaeota","Nanoarchaeota","Candidatus Micrarchaeota","Candidatus Diapherotrites","Candidatus Altiarchaeota","Candidatus Aenigmarchaeota","Candidatus Huberarchaea","Candidatus Nanohaloarchaeota","Candidatus Thermoplasmatota","Candidatus Heimdallarchaeota","Candidatus Lokiarchaeota","Candidatus Odinarchaeota","Candidatus Thorarchaeota"
"mgm4653307",0.994387586662265,0.00016507098052162,0,0.00181578078573787,0.00013755915043468,0,0,0,0,0.00019258281060856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25354902608122e-05,0,0,0,0,0,0.00044018928139099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75118300869374e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75118300869374e-05,2.75118300869374e-05,0,0,0,0,0.00011004732034775,0,0.00011004732034775,0.00187080444591174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75118300869374e-05,2.75118300869374e-05,0,0,0.00049521294156487,0,0,0,0,0,0,0,0,2.75118300869374e-05,0,0,0,2.75118300869374e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4480750",0.583537082314588,0.0395273023634882,0.00040749796251018,0.0264873675631622,0.251629991850041,0,0.00020374898125509,0,0.00020374898125509,0.00448247758761206,0,0,0,0,0,0.00020374898125509,0,0.00020374898125509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020374898125509,0,0,0,0,0,0,0,0,0,0.00020374898125509,0.00020374898125509,0,0,0,0,0,0,0.00040749796251018,0,0,0,0,0,0,0,0.00020374898125509,0,0,0,0,0,0,0.00040749796251018,0,0.00040749796251018,0,0,0.00020374898125509,0,0.00020374898125509,0,0,0.00040749796251018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020374898125509,0,0,0,0,0,0,0,0,0,0,0,0.00835370823145884,0.00040749796251018,0.00101874490627547,0,0,0,0.00203748981255094,0.00020374898125509,0.00611246943765281,0.0601059494702526,0.00020374898125509,0,0,0.00040749796251018,0,0.00020374898125509,0,0,0,0.00081499592502037,0.00122249388753056,0.00203748981255094,0,0,0.00183374083129584,0.00020374898125509,0.00020374898125509,0,0.00101874490627547,0,0,0,0,0,0.00020374898125509,0,0,0.00122249388753056,0,0,0,0.00203748981255094,0,0,0,0,0,0,0,0,0,0,0.00020374898125509,0,0
"mgm4487910",0.473502304147465,0.175691244239631,0.00691244239631336,0.0904377880184332,0.0236175115207373,0,0,0.00345622119815668,0,0.00691244239631336,0.00057603686635944,0,0.00057603686635944,0,0,0.00115207373271889,0.00115207373271889,0,0,0,0.00057603686635944,0,0,0,0,0,0.00057603686635944,0,0,0,0,0,0,0.00057603686635944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057603686635944,0,0,0.00230414746543779,0.00057603686635944,0,0,0.00172811059907834,0,0,0,0,0,0.00057603686635944,0,0,0,0,0.00057603686635944,0,0,0,0.00057603686635944,0,0.00230414746543779,0,0,0,0,0.00057603686635944,0.00057603686635944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057603686635944,0,0,0,0,0,0,0,0,0.0276497695852535,0.00172811059907834,0.00345622119815668,0,0,0,0.00576036866359447,0.00115207373271889,0.0097926267281106,0.092741935483871,0.00288018433179724,0.00115207373271889,0,0.00115207373271889,0,0,0,0.00057603686635944,0,0.00172811059907834,0.0097926267281106,0.0138248847926267,0,0,0.00691244239631336,0.00115207373271889,0.00115207373271889,0,0.00230414746543779,0,0,0,0,0,0,0,0,0.0097926267281106,0,0.00115207373271889,0,0.00576036866359447,0.00057603686635944,0,0,0.00057603686635944,0,0,0,0,0,0.00057603686635944,0,0,0
"mgm4487911",0.472145615002758,0.307777164920022,0.0137892995035852,0.0292333149476007,0.0140650854936569,0,0.0002757859900717,0.00468836183121897,0.00137892995035852,0.00220628792057364,0.0005515719801434,0,0,0,0.0002757859900717,0,0.0005515719801434,0,0.0002757859900717,0,0.0002757859900717,0,0.0002757859900717,0,0,0.0002757859900717,0,0,0,0,0,0,0,0,0,0,0,0.0002757859900717,0.0002757859900717,0,0.0002757859900717,0,0,0,0,0,0,0,0,0,0,0,0,0.0005515719801434,0,0.0002757859900717,0,0,0,0,0,0,0,0,0,0.0002757859900717,0,0.0002757859900717,0.00165471594043023,0.0002757859900717,0.0005515719801434,0.00165471594043023,0,0,0.0005515719801434,0,0,0,0.0005515719801434,0.0005515719801434,0,0,0.0002757859900717,0,0.0002757859900717,0,0,0,0,0,0,0,0,0.0002757859900717,0.0002757859900717,0,0,0,0,0,0,0,0,0,0.0278543849972421,0.00082735797021511,0.00220628792057364,0.0005515719801434,0.0005515719801434,0,0.0107556536127965,0.00275785990071704,0.00275785990071704,0.0303364589078875,0.00110314396028682,0,0,0.00496414782129068,0,0,0,0.0005515719801434,0,0.00248207391064534,0.0231660231660232,0.0162713734142306,0.00082735797021511,0.0005515719801434,0.00137892995035852,0.0005515719801434,0.0002757859900717,0,0,0,0,0,0,0,0,0,0,0.00523993381136238,0,0,0,0.0063430777716492,0.0002757859900717,0,0,0,0,0,0,0,0.0002757859900717,0,0,0,0
"mgm4480748",0.504718516108038,0.0501138952164009,0,0.0218027985681744,0.355353075170843,0,0,0.0003254149040026,0,0.00325414904002603,0,0,0.0003254149040026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003254149040026,0,0,0,0,0,0,0.0003254149040026,0,0,0,0,0,0,0,0,0.0003254149040026,0,0,0,0,0,0,0,0,0,0,0,0.0006508298080052,0,0,0,0.0003254149040026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003254149040026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00455580865603645,0.0003254149040026,0.00097624471200781,0.0003254149040026,0,0,0.0006508298080052,0.0003254149040026,0.00357956394402864,0.0387243735763098,0.0003254149040026,0,0,0,0,0.0003254149040026,0,0,0,0,0.00162707452001302,0.00162707452001302,0,0,0,0.00162707452001302,0,0,0.00097624471200781,0.0003254149040026,0,0,0.0006508298080052,0,0.00097624471200781,0,0,0.0006508298080052,0,0,0,0.00325414904002603,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4480739",0.466722129783694,0.279534109816972,0.0199667221297837,0.045757071547421,0.00831946755407654,0,0,0.00415973377703827,0.00332778702163062,0,0,0.00083194675540765,0.00083194675540765,0,0,0,0,0,0,0,0,0,0,0.00083194675540765,0.00083194675540765,0.00083194675540765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083194675540765,0,0,0,0,0,0,0,0,0.00083194675540765,0.00083194675540765,0,0.00083194675540765,0,0,0,0,0,0,0,0,0,0,0.00083194675540765,0.00998336106489185,0.00249584026622296,0,0,0,0.00166389351081531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166389351081531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021630615640599,0.00083194675540765,0.00332778702163062,0,0.00166389351081531,0.00083194675540765,0.00998336106489185,0.00415973377703827,0.00415973377703827,0.024126455906822,0.00083194675540765,0.00083194675540765,0,0.00582362728785358,0,0,0,0,0,0.00499168053244592,0.0266222961730449,0.00915141430948419,0,0.00083194675540765,0.00582362728785358,0.00166389351081531,0,0,0,0,0,0,0,0,0.00083194675540765,0,0,0.00249584026622296,0,0,0,0.0141430948419301,0,0,0,0,0,0,0,0,0.00166389351081531,0.00166389351081531,0,0,0
"mgm4516541",0.740070159556411,0.0661989362905964,0,0.099128663573611,0.00656331334163178,0.00011316057485572,0.00045264229942288,0.00022632114971144,0,0.00339481724567161,0,0,0.00033948172456716,0,0,0,0.00011316057485572,0,0.00011316057485572,0,0.00045264229942288,0,0,0,0,0,0.00135792689826864,0,0,0,0,0.00022632114971144,0,0,0,0.00011316057485572,0.00011316057485572,0,0,0,0,0,0.00045264229942288,0,0,0,0,0,0,0,0,0.00011316057485572,0,0,0,0,0.00011316057485572,0.00022632114971144,0,0,0,0,0,0.00011316057485572,0,0,0,0,0,0,0,0,0,0.00011316057485572,0.00022632114971144,0.00011316057485572,0,0,0,0,0,0,0,0,0.00011316057485572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011316057485572,0,0.00147108747312436,0.00022632114971144,0.00011316057485572,0,0.0159556410546566,0,0.0121081815095621,0.00011316057485572,0.00577118931764173,0.0255742899173928,0.00022632114971144,0.00022632114971144,0,0,0.00022632114971144,0,0,0,0,0,0,0,0,0,0.00045264229942288,0.00067896344913432,0.00011316057485572,0,0.00735543736562182,0.00033948172456716,0.00022632114971144,0,0,0,0.00147108747312436,0,0,0.00282901437139301,0,0.00215005092225868,0,0.00135792689826864,0.00011316057485572,0,0.00011316057485572,0,0,0,0,0,0,0.00011316057485572,0,0,0
"mgm4516694",0.685661161544351,0.0132341682161216,0.00054686645521163,0.0739363447446134,0.0330307338947829,0,0.00010937329104232,0,0.00021874658208465,0.0165153669473914,0,0.00010937329104232,0.00021874658208465,0.00032811987312698,0,0.00010937329104232,0.00032811987312698,0.00010937329104232,0.00021874658208465,0,0.00273433227605819,0,0,0,0,0.00010937329104232,0.00393743847752379,0,0,0,0,0,0,0.00010937329104232,0,0,0,0.00032811987312698,0,0,0,0,0.00032811987312698,0.00010937329104232,0.00010937329104232,0,0,0,0,0,0,0,0,0.00021874658208465,0,0.00032811987312698,0,0.00010937329104232,0,0,0,0,0,0,0,0,0,0,0.00010937329104232,0,0.00010937329104232,0,0.00010937329104232,0.00109373291042327,0.00032811987312698,0,0.00010937329104232,0,0,0,0,0,0,0,0.00010937329104232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00306245214918517,0.00010937329104232,0.00054686645521163,0.00010937329104232,0.00229683911188888,0,0.036749425790222,0.00054686645521163,0.0156403806190528,0.0529366728644865,0.0012031062014656,0.00393743847752379,0.00043749316416931,0,0,0,0.00010937329104232,0.00021874658208465,0,0.00010937329104232,0.00043749316416931,0.00043749316416931,0.00032811987312698,0,0.00295307885814284,0.00590615771628568,0.00010937329104232,0,0.00076561303729629,0,0,0,0.00021874658208465,0,0.00492179809690474,0,0,0.00273433227605819,0,0.00043749316416931,0,0.00262495898501586,0,0,0,0.0248277370666083,0,0,0,0,0,0.00021874658208465,0,0,0
"mgm4698148",0.0326131895748044,0.0115033845405537,9.72802075311094e-05,0.0621296258765352,0.00806615054112115,8.10668396092578e-06,8.10668396092578e-06,2.43200518827773e-05,0,8.10668396092578e-05,0,8.10668396092578e-06,4.05334198046289e-05,0,0,0,0,8.10668396092578e-06,1.62133679218516e-05,0,1.62133679218516e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.10668396092578e-06,0,0,0,0,0,0,8.10668396092578e-06,1.62133679218516e-05,0,0,0,0,0,0,0,1.62133679218516e-05,3.24267358437031e-05,8.10668396092578e-06,8.10668396092578e-06,0,0,0,0,0,0,8.10668396092578e-06,8.10668396092578e-06,0,0,0,0,1.62133679218516e-05,0,0,0,0,8.10668396092578e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43200518827773e-05,0,8.10668396092578e-06,0,0,0,8.10668396092578e-06,0,0.00011349357545296,1.62133679218516e-05,3.24267358437031e-05,2.43200518827773e-05,5.67467877264805e-05,0,4.05334198046289e-05,0,0.00027562725467147,0.882501722670342,3.24267358437031e-05,8.10668396092578e-06,0,8.10668396092578e-06,8.10668396092578e-06,0,0,0,0,2.43200518827773e-05,1.62133679218516e-05,4.86401037655547e-05,0,0,0.00024320051882777,2.43200518827773e-05,0,0,5.67467877264805e-05,8.10668396092578e-06,0,0,0,0,0,0,0,8.10668396092578e-06,0,0.00149162984881034,0,0.00015402699525759,8.10668396092578e-06,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4698149",0.56480742682726,0.312359892093165,5.0660486087364e-05,0.0944438111883684,0.00768772876375749,1.89976822827615e-05,0,3.7995364565523e-05,6.3325607609205e-06,0.0002786326734805,0,1.89976822827615e-05,0,1.2665121521841e-05,0,0,1.89976822827615e-05,6.3325607609205e-06,3.7995364565523e-05,1.2665121521841e-05,6.3325607609205e-06,0,0,0,6.3325607609205e-06,1.89976822827615e-05,0,0,0,0,0,0,0,0,0,1.2665121521841e-05,6.3325607609205e-06,0,0,0,0,6.3325607609205e-06,0,0,1.89976822827615e-05,0,0,0,0,0,0,0,4.43279253264435e-05,3.7995364565523e-05,0,6.3325607609205e-06,1.89976822827615e-05,1.2665121521841e-05,1.2665121521841e-05,0,0,0,0,6.3325607609205e-06,0,0,0,0,0,0,6.3325607609205e-06,6.3325607609205e-06,0,1.89976822827615e-05,0,0,1.2665121521841e-05,6.3325607609205e-06,0,6.3325607609205e-06,6.3325607609205e-06,0,0,0,0,0,6.3325607609205e-06,1.2665121521841e-05,0,0,0,0,0,0,0,0,6.96581683701255e-05,0,0,0,6.3325607609205e-06,0,0,0,0.00016464657978393,7.5990729131046e-05,1.2665121521841e-05,1.89976822827615e-05,2.5330243043682e-05,0,0.00014564889750117,3.16628038046025e-05,0.00041794901022075,0.0160593740896944,4.43279253264435e-05,4.43279253264435e-05,0,6.3325607609205e-06,0,1.2665121521841e-05,0,0,0,1.2665121521841e-05,1.89976822827615e-05,3.16628038046025e-05,6.3325607609205e-06,0,0.00025963499119774,8.8655850652887e-05,6.3325607609205e-06,0,8.23232898919665e-05,4.43279253264435e-05,1.2665121521841e-05,0,0,0,1.2665121521841e-05,0,0,6.3325607609205e-06,6.3325607609205e-06,0.00202641944349456,0,0.00013298377597933,0,0,0,0,0,0,0,0,1.89976822827615e-05,0,0,0,0
