#OTU ID	mgm4618470	mgm4618471	mgm4618472	mgm4618473	mgm4618474	mgm4618475	mgm4618476	mgm4618477	mgm4618478	mgm4618479	mgm4618480	mgm4618481	mgm4618482	mgm4618721	mgm4618722	mgm4618723	mgm4618724	mgm4618725	mgm4618726	mgm4618727	mgm4618728	mgm4618729	mgm4618730	mgm4618731	mgm4618732	mgm4618733	mgm4739174	mgm4739175	mgm4739176	mgm4739177	mgm4739178	mgm4739179	mgm4739181	mgm4739182	mgm4739183	mgm4739184	mgm4739185	mgm4739186	mgm4739187	mgm4739188	mgm4739189
Candidatus.Uhrbacteria	0.0	0.000369525192542	1.62700569126591e-05	7.09178363677303e-06	6.04558370110634e-06	2.05412047229832e-05	0.0010732245799092	0.0003855013421157	2.23932282877658e-05	3.84088739862458e-06	0.0001038995736406	0.0005060839564086	1.73883710052391e-06	0.0	0.0003486366472164	0.0003486350479143	1.20404800940763e-05	1.00493548942243e-05	1.97531782282793e-05	0.0007776304756194	0.0002679356894803	1.57517085970972e-05	2.22502823004567e-06	7.12742806758181e-05	0.000356324108975	9.68050462534511e-07	0.0011696303393755	7.08848543938039e-05	4.18801390420616e-05	0.0119086304586313	0.0001371810957758	7.32005475400956e-05	2.78012476716455e-05	0.0001436983097269	0.0032860729582041	2.44690222178722e-05	5.77340816311803e-05	1.74757960225088e-05	0.0015781710045471	5.15202775225616e-05	0.0001057348610879
Candidatus.Giovannonibacteria	3.28112516344105e-06	0.0001491066566397	9.76203414759545e-06	1.24106213643528e-05	6.04558370110634e-06	0.0	7.66588985649454e-05	2.37963791429496e-05	6.39806522507594e-06	7.68177479724916e-06	5.56604858789347e-06	2.67640553869961e-05	1.73883710052391e-06	1.86189747833915e-06	0.0001238577562479	0.0001238571880748	7.02361338821117e-06	3.7685080853341e-06	1.16195166048702e-06	5.6214251249596e-05	1.63738476904688e-05	3.70628437578759e-06	4.45005646009134e-06	5.74792586095308e-06	2.00342872516106e-05	9.68050462534511e-07	0.0001070420623089	1.2435939367334e-05	0.0	0.0007891849893594	3.34588038477624e-06	1.15029431848722e-05	4.83499959506878e-06	4.06856660070395e-05	0.0025910456135351	6.11725555446804e-06	6.6153635202394e-06	4.07768573858539e-05	0.0006157082601339	1.71734258408539e-05	2.51025209777204e-05
Candidatus.Moranbacteria	0.0	0.0038443585820605	0.0	0.0	1.20911674022127e-05	1.86738224754393e-06	3.44965043542254e-05	4.75927582858992e-05	0.0	3.84088739862458e-06	1.48427962343826e-05	1.45985756656342e-05	6.95534840209565e-06	0.0	0.0034542552020257	0.0034542393563096	1.00337334117302e-06	1.25616936177803e-05	3.48585498146106e-06	2.8107125624798e-05	4.01903534220597e-05	0.0	5.56257057511417e-06	1.37950220662874e-05	1.43102051797219e-05	6.77635323774158e-06	0.0001018204982938	8.76733725397048e-05	0.0	0.0009365972525937	1.67294019238812e-05	8.05206022941052e-05	6.22506197865106e-05	0.0003410670724845	0.0017422068249978	0.0001070519722031	4.93145280599665e-05	0.0003669917164726	0.0004961117018761	4.29335646021347e-05	0.0001688715047592
Candidatus.Zambryskibacteria	1.64056258172052e-06	0.0003306278038534	3.25401138253182e-06	3.54589181838651e-06	4.03038913407089e-06	7.4695289901757e-06	0.0003334662087575	9.04262407432085e-05	4.79854891880695e-06	0.0	4.267303917385e-05	0.0001459857566563	8.69418550261956e-06	9.30948739169575e-07	0.0002477155124958	0.0002477143761496	4.0134933646921e-06	2.51233872355606e-06	6.97170996292212e-06	0.0002225147445296	6.8472453978324e-05	2.77971328184069e-06	0.0	3.21883848213372e-05	0.000100171436258	4.84025231267256e-06	0.0001227067543541	1.80321120826343e-05	0.0	0.000708556182397	2.676704307821e-05	1.15029431848722e-05	1.51093737345899e-05	0.000114266125807	0.0023510824441708	6.11725555446804e-06	1.26293303568207e-05	6.4077918749199e-05	0.0016360305605211	0.0	4.33588998706079e-05
Candidatus.Staskawiczbacteria	1.64056258172052e-06	0.0007196016907398	0.0	0.0	1.20911674022127e-05	1.86738224754393e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.30948739169575e-07	0.0005734155381848	0.0005734129077539	1.00337334117302e-06	7.53701617066819e-06	1.16195166048702e-06	2.34226046873317e-06	0.0	0.0	0.0	0.0	0.0	9.68050462534511e-07	8.61558062486457e-05	2.30064878295679e-05	0.0	0.000893432335735	1.00376411543287e-05	1.25486652925878e-05	7.85687434198677e-06	0.000110803515934	0.0048405147877921	2.44690222178722e-05	1.68391071424276e-05	6.99031840900353e-05	0.0004698759937278	8.58671292042693e-06	3.72734402396454e-05
Candidatus.Wolfebacteria	0.0	0.000226901434017	1.62700569126591e-06	0.0	2.01519456703545e-06	1.86738224754393e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002156042423575	0.0002156032533154	0.0	1.25616936177803e-06	2.32390332097404e-06	0.0	0.0	0.0	0.0	0.0	2.86204103594437e-06	0.0	7.31018962109721e-05	8.70515755713381e-06	0.0001256404171261	0.0008689993639283	6.69176076955249e-06	7.32005475400956e-06	7.25249939260318e-06	4.58795808164488e-05	0.0013577709845936	6.11725555446804e-06	9.62234693853004e-06	0.0	0.0003411649188196	1.57423070207827e-05	1.90170613467579e-05
Candidatus.Harrisonbacteria	3.28112516344105e-06	0.0001166921660659	0.0	0.0	0.0	3.73476449508785e-05	0.0004522875015331	0.0001166022578004	0.0	0.0	3.33962915273608e-05	0.0001873483877089	3.47767420104782e-06	2.79284621750873e-06	0.0001100957833314	0.0001100952782887	0.0	0.0	2.09151298887664e-05	0.0003232319446851	8.93118964934661e-05	0.0	0.0	2.29917034438123e-05	0.0001402400107612	2.90415138760353e-06	5.22156401506943e-05	3.10898484183351e-06	0.0001256404171261	0.0007028551556421	1.00376411543287e-05	4.18288843086261e-06	4.83499959506878e-06	2.68352265152814e-05	0.0015337852062458	3.05862777723402e-06	1.32307270404788e-05	5.82526534083627e-06	0.0003594946650115	4.29335646021347e-06	1.2170919261925e-05
Candidatus.Taylorbacteria	0.0	0.0003435936000829	0.0	0.0	2.01519456703545e-06	1.12042934852636e-05	0.0	2.37963791429496e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.000316525377078	0.0003165239250801	0.0	2.51233872355606e-06	4.64780664194808e-06	0.0	1.48853160822443e-06	0.0	0.0	1.14958517219061e-06	0.0	0.0	6.00479861732985e-05	2.11410969244678e-05	0.0	0.0007427623429265	1.00376411543287e-05	1.88229979388817e-05	9.06562424075397e-06	8.8296551759958e-05	0.0038836307268632	7.64656944308505e-06	1.62377104587694e-05	0.0	0.0009294289161112	8.58671292042693e-06	3.49913928780345e-05
Candidatus.Buchananbacteria	0.0	0.0002917304151647	0.0	0.0	1.41063619692481e-05	2.24085869705271e-05	0.0004867840058874	9.99447924003884e-05	0.0	0.0	2.78302429394674e-05	0.0001897814836532	0.0	0.0	0.0002385408638849	0.0002385397696256	1.00337334117302e-06	1.25616936177803e-05	1.27814682653572e-05	0.0003232319446851	7.88921752358951e-05	0.0	0.0	2.29917034438123e-05	0.0001359469492073	0.0	9.65989342787845e-05	3.23334423550685e-05	0.0	0.0006157108895312	6.69176076955249e-06	2.19601642620287e-05	1.75268735321243e-05	9.00278566964278e-05	0.0019726456830007	2.75276499951062e-05	2.16502806116926e-05	5.82526534083628e-05	0.000329784362118	7.15559410035578e-06	3.72734402396454e-05
Candidatus.Portnoybacteria	0.0	0.0002139356377875	0.0	0.0	0.0	9.33691123771963e-06	7.66588985649454e-06	1.90371033143597e-05	0.0	0.0	5.56604858789347e-06	9.73238377708948e-06	3.47767420104782e-06	0.0	0.0001926676208301	0.0001926667370053	0.0	0.0	4.64780664194808e-06	9.36904187493266e-06	1.78623792986932e-05	0.0	0.0	4.59834068876246e-06	5.72408207188875e-06	1.93610092506902e-06	9.92097162863192e-05	1.61667211775342e-05	1.39600463473539e-05	0.0005122779755491	1.00376411543287e-05	2.30058863697443e-05	7.85687434198677e-06	4.84765382211534e-05	0.0008804421853272	2.29397083292552e-05	9.02095025487191e-06	3.49515920450177e-05	0.0002445308997473	4.29335646021347e-06	2.05384262544985e-05
Candidatus.Adlerbacteria	0.0	5.83460830329591e-05	0.0	0.0	6.04558370110634e-06	7.4695289901757e-06	0.0006439347479455	0.0001427782748576	0.0	0.0	6.67925830547217e-05	0.0002433095944272	1.73883710052391e-06	9.30948739169575e-07	5.96352159712283e-05	5.96349424064075e-05	0.0	5.02467744711213e-06	5.8097583024351e-06	0.0004403449681218	0.0001056857441839	0.0	0.0	4.71329920598152e-05	0.0001731534826746	9.68050462534511e-07	4.43832941280902e-05	9.94875149386722e-06	0.0	0.00029971112083	3.34588038477624e-06	0.0	2.41749979753439e-06	1.90443543011674e-05	0.0008652898717978	1.68224527747871e-05	6.6153635202394e-06	1.74757960225088e-05	0.0003638756757772	8.58671292042693e-06	6.08545963096251e-06
Candidatus.Sungbacteria	0.0	0.0001491066566397	3.25401138253182e-06	0.0	2.01519456703545e-06	7.4695289901757e-06	0.0004101251073224	0.0001380189990291	0.0	1.92044369931229e-06	2.04088448222761e-05	0.000197080771486	1.73883710052391e-06	0.0	0.0001284450805534	0.0001284444913368	0.0	2.51233872355606e-06	1.04575649443832e-05	0.000341970028435	0.0001027086809674	0.0	1.11251411502283e-06	2.18421182716217e-05	0.0001488261338691	9.68050462534511e-07	0.0001383714463993	1.2435939367334e-05	0.0	0.0009089065512127	3.34588038477624e-06	1.56858316157348e-05	6.64812444321958e-06	4.58795808164488e-05	0.0029206857405226	3.05862777723402e-06	1.50349170914532e-05	2.33010613633451e-05	0.0006449653550172	2.28979011211385e-05	1.97777438006282e-05
Candidatus.Jorgensenbacteria	0.0	0.0001166921660659	0.0	0.0	0.0	1.68064402278953e-05	1.53317797129891e-05	9.51855165717984e-06	0.0	0.0	1.85534952929782e-06	9.73238377708948e-06	0.0	0.0	0.0001009211347205	0.0001009206717646	0.0	1.25616936177803e-06	1.16195166048702e-05	1.17113023436658e-05	1.0419721257571e-05	0.0	0.0	1.14958517219061e-06	1.14481641437775e-05	0.0	4.69940761356249e-05	9.32695452550052e-06	0.0	0.000939854982168	6.69176076955249e-06	5.22861053857826e-06	6.04374949383598e-06	2.68352265152814e-05	0.0013292598966872	1.07051972203191e-05	1.68391071424276e-05	0.0	0.000293024156843	1.8604544660925e-05	1.2170919261925e-05
Candidatus.Liptonbacteria	0.0	9.07605736068252e-05	0.0	1.77294590919326e-06	0.0	1.86738224754393e-06	0.0	0.0	0.0	0.0	0.0	2.43309594427237e-06	0.0	0.0	7.79845131931447e-05	7.79841554545329e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43102051797219e-06	0.0	0.0001096528443164	1.43013302724341e-05	2.79200926947077e-05	0.0010815662186474	2.00752823086575e-05	1.15029431848722e-05	8.46124929137037e-06	3.28947937929255e-05	0.0015319298209157	3.05862777723402e-06	8.41955357121379e-06	3.49515920450177e-05	0.000405117604709	5.72447528028462e-06	1.52136490774063e-05
Candidatus.Tagabacteria	0.0	0.0001166921660659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.71591618041029e-05	8.71587619785956e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.22156401506943e-06	1.2435939367334e-06	0.0	0.0001457833984472	0.0	2.0914442154313e-06	1.2087498987672e-06	4.32826234117441e-06	0.0002268517796979	0.0	5.41257015292315e-06	5.82526534083627e-06	6.24419925219671e-05	2.86223764014231e-06	3.04272981548126e-06
Candidatus.Ryanbacteria	0.0	8.4277675492052e-05	0.0	0.0	2.01519456703545e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.25718374986238e-05	8.25714587165643e-05	0.0	1.25616936177803e-06	0.0	0.0	1.48853160822443e-06	0.0	0.0	0.0	0.0	0.0	1.30539100376736e-05	8.08336058876711e-06	0.0	0.0004169893855026	6.69176076955249e-06	7.32005475400956e-06	4.23062464568519e-06	2.33726166423418e-05	0.0013125614287159	3.05862777723402e-06	1.02237436221882e-05	5.82526534083627e-06	0.0005686753399601	8.58671292042693e-06	1.36922841696657e-05
Candidatus.Wildermuthbacteria	0.0	9.72434717215984e-05	0.0	0.0	0.0	0.0	0.0	2.37963791429496e-06	0.0	0.0	0.0	0.0	0.0	0.0	8.25718374986238e-05	8.25714587165643e-05	0.0	0.0	1.16195166048702e-06	0.0	2.97706321644887e-06	0.0	0.0	0.0	0.0	0.0	4.96048581431596e-05	5.59617271530031e-06	0.0	0.0007150716415455	3.34588038477624e-06	5.22861053857826e-06	4.23062464568519e-06	1.29847870235232e-05	0.0009586157539036	4.58794166585103e-06	1.80419005097438e-06	0.0	0.0003514376337183	1.43111882007116e-06	3.80341226935157e-06
