"samples","Pseudomonadota","Actinomycetota","Chloroflexota","Bacillota","Cyanobacteriota","Candidatus Melainabacteria","Candidatus Margulisbacteria","Deinococcota","Armatimonadota","Mycoplasmatota","Thermomicrobiota","Candidatus Kaiserbacteria","Candidatus Nomurabacteria","Candidatus Yanofskybacteria","Candidatus Azambacteria","Candidatus Falkowbacteria","Candidatus Magasanikbacteria","Candidatus Nealsonbacteria","Candidatus Uhrbacteria","Candidatus Giovannonibacteria","Candidatus Moranbacteria","Candidatus Zambryskibacteria","Candidatus Staskawiczbacteria","Candidatus Wolfebacteria","Candidatus Harrisonbacteria","Candidatus Taylorbacteria","Candidatus Buchananbacteria","Candidatus Portnoybacteria","Candidatus Adlerbacteria","Candidatus Sungbacteria","Candidatus Jorgensenbacteria","Candidatus Liptonbacteria","Candidatus Tagabacteria","Candidatus Ryanbacteria","Candidatus Wildermuthbacteria","Candidatus Komeilibacteria","Candidatus Kuenenbacteria","Candidatus Lloydbacteria","Candidatus Kerfeldbacteria","Candidatus Terrybacteria","Candidatus Yonathbacteria","Candidatus Niyogibacteria","Candidatus Campbellbacteria","Candidatus Colwellbacteria","Candidatus Vogelbacteria","Candidatus Spechtbacteria","Candidatus Brennerbacteria","Candidatus Andersenbacteria","Candidatus Jacksonbacteria","Candidatus Parcubacteria","Candidatus Veblenbacteria","Candidatus Woesebacteria","Candidatus Gottesmanbacteria","Candidatus Roizmanbacteria","Candidatus Levybacteria","Candidatus Daviesbacteria","Candidatus Curtissbacteria","Candidatus Shapirobacteria","Candidatus Beckwithbacteria","Candidatus Amesbacteria","Candidatus Chisholmbacteria","Candidatus Collierbacteria","Candidatus Woykebacteria","Candidatus Pacebacteria","Candidatus Blackburnbacteria","Candidatus Microgenomates","Candidatus Gracilibacteria","candidate division NC10","Candidatus Rokubacteria","Candidatus Handelsmanbacteria","Candidatus Schekmanbacteria","Candidatus Aminicenantes","Candidatus Glassbacteria","candidate division WWE3","Candidatus Peregrinibacteria","Candidatus Doudnabacteria","Candidatus Berkelbacteria","Candidatus Gribaldobacteria","Candidatus Saccharibacteria","Candidatus Eisenbacteria","Candidatus Desantisbacteria","Candidatus Edwardsbacteria","Candidatus Lindowbacteria","Candidatus Ratteibacteria","Candidatus Dadabacteria","Candidatus Firestonebacteria","Candidatus Raymondbacteria","Candidatus Riflebacteria","Candidatus Wallbacteria","candidate division CPR1","Candidatus Coatesbacteria","Candidatus Bipolaricaulota","Candidatus Blackallbacteria","candidate division CPR2","Candidatus Fraserbacteria","Candidatus Fischerbacteria","Candidatus Sumerlaeota","candidate division WOR-3","Candidatus Wirthbacteria","Candidatus Abawacabacteria","Candidatus Absconditabacteria","candidate division CPR3","Candidatus Delongbacteria","Candidatus Calescamantes","Planctomycetota","Candidatus Omnitrophica","Verrucomicrobiota","Lentisphaerota","Chlamydiota","Kiritimatiellota","Thermodesulfobacteriota","Nitrospirota","Campylobacterota","Bacteroidota","Ignavibacteriota","Chlorobiota","Balneolota","Gemmatimonadota","candidate division Zixibacteria","Candidatus Marinimicrobia","Candidatus Hydrogenedentes","Fibrobacterota","Candidatus Cloacimonetes","Elusimicrobiota","Acidobacteriota","Myxococcota","Nitrospinota","Candidatus Tectomicrobia","Spirochaetota","Bdellovibrionota","Synergistota","Caldisericota","Fusobacteriota","Thermotogota","Atribacterota","Chrysiogenota","Aquificota","Calditrichota","Deferribacterota","Dictyoglomota","Coprothermobacterota","Nitrososphaerota","Candidatus Bathyarchaeota","Thermoproteota","Candidatus Korarchaeota","Euryarchaeota","Candidatus Woesearchaeota","Nanoarchaeota","Candidatus Micrarchaeota","Candidatus Diapherotrites","Candidatus Altiarchaeota","Candidatus Aenigmarchaeota","Candidatus Huberarchaea","Candidatus Nanohaloarchaeota","Candidatus Thermoplasmatota","Candidatus Heimdallarchaeota","Candidatus Lokiarchaeota","Candidatus Odinarchaeota","Candidatus Thorarchaeota"
"mgm4704667",0.635933806146572,0.0819542947202522,0.00180119329055499,0.0230777890352358,0.0238658110998537,0.00022514916131937,0,0.00157604412923562,0.00033772374197906,0.00247664077451312,0,0.00045029832263874,0.00022514916131937,0.00022514916131937,0,0.00022514916131937,0.00033772374197906,0.00011257458065968,0.00011257458065968,0,0.00011257458065968,0.00011257458065968,0,0.00022514916131937,0.00011257458065968,0.00011257458065968,0,0,0,0,0,0,0.00011257458065968,0,0,0.00011257458065968,0,0.00011257458065968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011257458065968,0.00011257458065968,0.00011257458065968,0,0.00056287290329843,0,0,0,0,0,0,0,0.00011257458065968,0,0,0.00011257458065968,0.00011257458065968,0.00022514916131937,0.00022514916131937,0,0,0,0.00011257458065968,0.00022514916131937,0,0.00033772374197906,0,0.00011257458065968,0,0,0,0,0,0,0,0,0,0.00011257458065968,0,0,0,0,0,0,0,0,0.00011257458065968,0,0,0,0,0,0,0.0231903636158955,0.00045029832263874,0.00270178993583249,0.00022514916131937,0.00022514916131937,0.00011257458065968,0.00394011032308905,0,0.00270178993583249,0.171676235506023,0.00112574580659687,0.00022514916131937,0,0.00056287290329843,0,0.00022514916131937,0,0,0,0.0007880220646178,0.00168861870989531,0.00551615445232467,0.00011257458065968,0.00011257458065968,0.00180119329055499,0.00168861870989531,0.00011257458065968,0,0.00022514916131937,0.00011257458065968,0.00022514916131937,0.00022514916131937,0,0.00011257458065968,0,0,0,0.00022514916131937,0,0.00011257458065968,0,0.00292693909715186,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4704668",0.602021478205938,0.120341124447252,0.0023689197725837,0.0262160454832596,0.0579595704358812,0.00015792798483891,0,0.00126342387871131,0.00047378395451674,0.00078963992419456,0.00015792798483891,0.00015792798483891,0,0,0,0.00015792798483891,0.00031585596967782,0,0.00031585596967782,0,0.00015792798483891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015792798483891,0,0,0.00015792798483891,0,0,0,0,0,0,0,0.00015792798483891,0,0,0,0,0.00015792798483891,0,0,0,0,0.00015792798483891,0,0,0,0,0.00015792798483891,0.00094756790903348,0,0.00015792798483891,0,0,0,0.00031585596967782,0,0,0,0.00015792798483891,0.00063171193935565,0,0.00015792798483891,0.00015792798483891,0,0,0,0,0.00015792798483891,0,0,0,0,0,0,0,0.00015792798483891,0,0,0,0,0,0,0,0,0.0326910928616551,0.00063171193935565,0.00268477574226153,0.00047378395451674,0.00078963992419456,0,0.00521162349968414,0.00047378395451674,0.00094756790903348,0.116392924826279,0.00063171193935565,0.00047378395451674,0,0.00142135186355022,0,0,0,0,0,0.00110549589387239,0.00363234365129501,0.00852811118130133,0.00015792798483891,0.00015792798483891,0.00157927984838913,0.00110549589387239,0,0,0,0.00078963992419456,0,0,0,0,0.00015792798483891,0,0,0,0,0.00015792798483891,0,0.00315855969677827,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4704669",0.681311232978002,0.0841086943126502,0.00172530655000308,0.0165958058619344,0.0371967876435188,2.05393636905129e-05,0,0.00088319263869205,0.00026701172797666,0.00036970854642923,6.16180910715386e-05,0.00047240536488179,0.00012323618214307,6.16180910715386e-05,0,0.00010269681845256,8.21574547620515e-05,6.16180910715386e-05,0.0001643149095241,0,8.21574547620515e-05,4.10787273810257e-05,6.16180910715386e-05,8.21574547620515e-05,2.05393636905129e-05,0.00012323618214307,8.21574547620515e-05,0,2.05393636905129e-05,2.05393636905129e-05,2.05393636905129e-05,2.05393636905129e-05,4.10787273810257e-05,0,2.05393636905129e-05,2.05393636905129e-05,4.10787273810257e-05,0.00010269681845256,2.05393636905129e-05,2.05393636905129e-05,2.05393636905129e-05,4.10787273810257e-05,2.05393636905129e-05,0,2.05393636905129e-05,0,0,0,0,0,0,4.10787273810257e-05,8.21574547620515e-05,0.00010269681845256,2.05393636905129e-05,8.21574547620515e-05,4.10787273810257e-05,0,4.10787273810257e-05,2.05393636905129e-05,2.05393636905129e-05,4.10787273810257e-05,0,0.00014377554583359,0,0,0,0.0001643149095241,0.00039024791011974,0.00012323618214307,2.05393636905129e-05,0.00022593300059564,2.05393636905129e-05,0.00010269681845256,0.00020539363690512,4.10787273810257e-05,8.21574547620515e-05,0,8.21574547620515e-05,4.10787273810257e-05,2.05393636905129e-05,2.05393636905129e-05,2.05393636905129e-05,2.05393636905129e-05,4.10787273810257e-05,0,0,2.05393636905129e-05,2.05393636905129e-05,0,2.05393636905129e-05,0,2.05393636905129e-05,2.05393636905129e-05,8.21574547620515e-05,4.10787273810257e-05,2.05393636905129e-05,0,0,4.10787273810257e-05,0,2.05393636905129e-05,0,0,0.0439131595703165,0.00036970854642923,0.00199231827797975,0.00026701172797666,0.00045186600119128,6.16180910715386e-05,0.00390247910119744,0.00043132663750077,0.00149937354940744,0.104791833548997,0.00028755109166718,0.00030809045535769,4.10787273810257e-05,0.00036970854642923,4.10787273810257e-05,4.10787273810257e-05,0,4.10787273810257e-05,0,0.00059564154702487,0.00234148746071847,0.0051143015589377,0.00010269681845256,4.10787273810257e-05,0.00115020436666872,0.00055456281964384,0.00018485427321461,0,0.0003286298190482,0.00014377554583359,2.05393636905129e-05,4.10787273810257e-05,6.16180910715386e-05,4.10787273810257e-05,0.00014377554583359,2.05393636905129e-05,0,0.0001643149095241,0,0.00012323618214307,0,0.00283443218929078,2.05393636905129e-05,0,0,0,0,0,0,2.05393636905129e-05,2.05393636905129e-05,0,0,0,0
"mgm4704670",0.673922902494331,0.10602166792643,0.0018392542202066,0.018745275888133,0.0197026958931721,0.000100781053162,0,0.00143613000755858,0.00017636684303351,0.00085663895187704,0.0001259763164525,0.00042831947593852,0.000100781053162,0.000151171579743,2.51952632905014e-05,0.000100781053162,0.00025195263290501,0.000151171579743,0.000151171579743,5.03905265810028e-05,5.03905265810028e-05,7.55857898715042e-05,2.51952632905014e-05,5.03905265810028e-05,7.55857898715042e-05,0.000100781053162,5.03905265810028e-05,5.03905265810028e-05,2.51952632905014e-05,5.03905265810028e-05,0,5.03905265810028e-05,0,0,0,5.03905265810028e-05,5.03905265810028e-05,2.51952632905014e-05,0,0,5.03905265810028e-05,5.03905265810028e-05,0,0,0,0,0,2.51952632905014e-05,0,0,0,5.03905265810028e-05,0.00017636684303351,0.0001259763164525,5.03905265810028e-05,2.51952632905014e-05,2.51952632905014e-05,5.03905265810028e-05,0,2.51952632905014e-05,0,5.03905265810028e-05,2.51952632905014e-05,0.000100781053162,2.51952632905014e-05,0,0.000100781053162,5.03905265810028e-05,0.00052910052910052,5.03905265810028e-05,0,0.00020156210632401,2.51952632905014e-05,5.03905265810028e-05,0.00022675736961451,2.51952632905014e-05,5.03905265810028e-05,0,0.000151171579743,0.000100781053162,0,0,5.03905265810028e-05,0,5.03905265810028e-05,2.51952632905014e-05,0,2.51952632905014e-05,2.51952632905014e-05,0,7.55857898715042e-05,0,0,2.51952632905014e-05,0,2.51952632905014e-05,2.51952632905014e-05,0,0,0,5.03905265810028e-05,0,0,0,0.0236583522297808,0.00037792894935752,0.00325018896447468,0.00020156210632401,0.00032753842277651,0.000100781053162,0.00433358528596624,0.00073066263542454,0.0018392542202066,0.116528092718569,0.00035273368606701,0.000151171579743,0,0.00055429579239103,5.03905265810028e-05,5.03905265810028e-05,0,5.03905265810028e-05,5.03905265810028e-05,0.00080624842529604,0.00259511211892164,0.00869236583522298,0.00017636684303351,2.51952632905014e-05,0.00128495842781557,0.00108339632149156,7.55857898715042e-05,2.51952632905014e-05,0.00045351473922902,5.03905265810028e-05,0.000100781053162,7.55857898715042e-05,5.03905265810028e-05,0,7.55857898715042e-05,0,0,0.000100781053162,2.51952632905014e-05,0.0001259763164525,0,0.0035777273872512,2.51952632905014e-05,2.51952632905014e-05,2.51952632905014e-05,0,0,0,0,0,0,0,5.03905265810028e-05,0,0
"mgm4704671",0.682002022244692,0.089989888776542,0.00252780586450961,0.0219919110212336,0.0406976744186047,0,0,0.0012639029322548,0.00025278058645096,0.00050556117290192,0,0.00025278058645096,0.00075834175935288,0,0,0,0.00025278058645096,0,0,0,0,0,0,0,0,0.00025278058645096,0,0,0,0,0,0,0.00025278058645096,0,0,0,0.00025278058645096,0,0,0,0,0,0.00050556117290192,0,0,0,0,0.00025278058645096,0,0,0,0.00025278058645096,0.00025278058645096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050556117290192,0,0,0,0.00050556117290192,0,0.00050556117290192,0.00025278058645096,0,0,0,0,0,0.00025278058645096,0,0,0,0.00025278058645096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139029322548028,0.00101112234580384,0.00227502527805865,0.00025278058645096,0.00050556117290192,0.00050556117290192,0.00303336703741153,0,0.00303336703741153,0.110717896865521,0.00050556117290192,0,0,0.00075834175935288,0,0,0,0,0,0.00101112234580384,0.00227502527805865,0.00657229524772497,0.00025278058645096,0,0.00151668351870576,0.00050556117290192,0,0,0.0012639029322548,0,0,0,0,0,0,0,0,0.00050556117290192,0,0,0,0.00480283114256825,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4708965",0.671112042079784,0.108085462924173,0.0017921146953405,0.0206442303216497,0.0195736163478099,9.30968672904157e-05,2.32742168226039e-05,0.00141972722617884,0.00023274216822603,0.00095424288972676,0.00011637108411302,0.00039566168598426,9.30968672904157e-05,0.00013964530093562,2.32742168226039e-05,0.00011637108411302,0.00027929060187124,0.00013964530093562,0.00013964530093562,6.98226504678118e-05,6.98226504678118e-05,4.65484336452078e-05,2.32742168226039e-05,2.32742168226039e-05,6.98226504678118e-05,0.00013964530093562,4.65484336452078e-05,4.65484336452078e-05,2.32742168226039e-05,4.65484336452078e-05,0,4.65484336452078e-05,0,0,0,4.65484336452078e-05,2.32742168226039e-05,2.32742168226039e-05,0,0,4.65484336452078e-05,4.65484336452078e-05,0,0,0,0,0,2.32742168226039e-05,0,0,0,6.98226504678118e-05,0.00016291951775822,0.00013964530093562,4.65484336452078e-05,2.32742168226039e-05,2.32742168226039e-05,4.65484336452078e-05,0,2.32742168226039e-05,0,4.65484336452078e-05,2.32742168226039e-05,9.30968672904157e-05,2.32742168226039e-05,0,9.30968672904157e-05,4.65484336452078e-05,0.00055858120374249,4.65484336452078e-05,0,0.00018619373458083,2.32742168226039e-05,6.98226504678118e-05,0.00023274216822603,2.32742168226039e-05,4.65484336452078e-05,0,0.00013964530093562,9.30968672904157e-05,0,0,4.65484336452078e-05,0,4.65484336452078e-05,2.32742168226039e-05,0,2.32742168226039e-05,2.32742168226039e-05,0,6.98226504678118e-05,0,0,2.32742168226039e-05,0,2.32742168226039e-05,0,0,0,0,4.65484336452078e-05,0,0,0,0.0235535074244752,0.00039566168598426,0.00328166457198715,0.00025601638504864,0.00032583903551645,6.98226504678118e-05,0.00435227854582693,0.00067495228785551,0.00183866312898571,0.114974631103663,0.00032583903551645,0.00023274216822603,0,0.00053530698691989,4.65484336452078e-05,6.98226504678118e-05,0,4.65484336452078e-05,4.65484336452078e-05,0.00088442023925894,0.00242051854955081,0.00905367034399292,0.00020946795140343,6.98226504678118e-05,0.00128008192524322,0.00111716240748499,4.65484336452078e-05,2.32742168226039e-05,0.00046548433645207,9.30968672904157e-05,9.30968672904157e-05,6.98226504678118e-05,4.65484336452078e-05,2.32742168226039e-05,6.98226504678118e-05,0,0,0.00011637108411302,2.32742168226039e-05,0.00013964530093562,0,0.00377042312526183,2.32742168226039e-05,2.32742168226039e-05,2.32742168226039e-05,0,0,0,0,0,0,0,4.65484336452078e-05,0,0
"mgm4708967",0.637306796527631,0.0831039593478721,0.00190556849460089,0.023502011433411,0.0238196061825111,0.00021172983273343,0,0.00158797374550074,0.00021172983273343,0.00232902816006775,0,0.00042345966546686,0.00021172983273343,0.00021172983273343,0,0.00021172983273343,0.00031759474910014,0.00010586491636671,0.00010586491636671,0,0.00010586491636671,0.00010586491636671,0,0.00021172983273343,0.00010586491636671,0.00010586491636671,0,0,0,0,0,0,0.00010586491636671,0,0,0.00010586491636671,0,0.00010586491636671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010586491636671,0.00010586491636671,0.00010586491636671,0,0.00031759474910014,0,0,0,0,0,0,0,0.00010586491636671,0,0,0.00010586491636671,0.00010586491636671,0.00021172983273343,0.00021172983273343,0,0,0,0.00021172983273343,0.00021172983273343,0,0.00031759474910014,0,0.00010586491636671,0,0,0,0,0,0,0,0,0,0.00010586491636671,0,0,0,0,0,0,0,0,0.00010586491636671,0,0,0,0,0,0,0.023502011433411,0.00042345966546686,0.0026466229091679,0.00031759474910014,0.00031759474910014,0.00010586491636671,0.00402286682193521,0,0.0026466229091679,0.168536946855812,0.00105864916366716,0.00021172983273343,0,0.00052932458183358,0,0.00021172983273343,0,0,0,0.00084691933093372,0.00158797374550074,0.00550497565106924,0.00010586491636671,0.00010586491636671,0.00190556849460089,0.00169383866186746,0.00021172983273343,0,0.00021172983273343,0.00010586491636671,0.00021172983273343,0.00021172983273343,0,0.00010586491636671,0,0,0,0.00021172983273343,0,0.00010586491636671,0,0.00317594749100148,0,0,0,0,0,0,0.00010586491636671,0,0,0,0,0,0.00010586491636671
"mgm4708968",0.731330472103004,0.165665236051502,0.00257510729613734,0.0137339055793991,0.00515021459227468,0,0,0.00343347639484979,0,0.00171673819742489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085836909871244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085836909871244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085836909871244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274678111587983,0.00171673819742489,0.00257510729613734,0,0,0,0.00257510729613734,0.00085836909871244,0.00171673819742489,0.0128755364806867,0.00085836909871244,0,0,0,0,0,0,0,0,0,0.00257510729613734,0.0145922746781116,0,0,0,0,0,0,0.00085836909871244,0,0,0,0,0,0,0,0,0,0,0,0,0.00515021459227468,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4708969",0.603630862329803,0.111006051437216,0.0018910741301059,0.0166414523449319,0.134833585476551,0,0,0.00094553706505295,0,0.00056732223903177,0.00018910741301059,0.00113464447806354,0.00018910741301059,0,0,0.00018910741301059,0.00018910741301059,0,0.00018910741301059,0,0,0,0,0.00018910741301059,0,0,0.00018910741301059,0.00018910741301059,0.00018910741301059,0,0,0.00018910741301059,0,0,0,0,0,0.00018910741301059,0,0,0,0,0.00037821482602118,0,0,0,0,0,0,0,0,0.00056732223903177,0,0,0,0,0.00018910741301059,0.00018910741301059,0,0,0,0,0,0.00018910741301059,0,0,0,0.00018910741301059,0.00018910741301059,0.00018910741301059,0,0.00037821482602118,0,0.00037821482602118,0.00018910741301059,0,0.00018910741301059,0,0,0.00018910741301059,0,0.00018910741301059,0,0,0,0,0,0,0,0,0.00018910741301059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264750378214826,0.00056732223903177,0.00170196671709531,0.00018910741301059,0.00018910741301059,0.00018910741301059,0.00453857791225416,0.00094553706505295,0.00132375189107413,0.0677004538577912,0.00075642965204236,0.00018910741301059,0,0.00018910741301059,0.00018910741301059,0.00018910741301059,0,0,0,0.00113464447806354,0.00170196671709531,0.0075642965204236,0,0,0.00113464447806354,0.00037821482602118,0.00018910741301059,0,0,0.00075642965204236,0.00018910741301059,0.00018910741301059,0.00018910741301059,0,0,0,0,0.00018910741301059,0,0.00018910741301059,0,0.00434947049924357,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4708970",0.714285714285714,0.085978835978836,0.00132275132275132,0.0224867724867725,0.0158730158730159,0,0,0.00132275132275132,0,0,0,0,0,0,0,0,0,0,0.00066137566137566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066137566137566,0,0,0,0,0,0.00066137566137566,0.00066137566137566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238095238095238,0,0.00066137566137566,0,0,0,0.00529100529100529,0,0.00066137566137566,0.108465608465608,0.00066137566137566,0.00132275132275132,0,0,0,0,0,0,0,0,0.00264550264550265,0.00925925925925926,0,0,0.00066137566137566,0,0,0,0.00132275132275132,0,0,0,0,0,0,0,0,0,0,0,0,0.00132275132275132,0,0,0,0,0,0,0,0,0,0,0,0,0
