"samples","Pseudomonadota","Actinomycetota","Chloroflexota","Bacillota","Cyanobacteriota","Candidatus Melainabacteria","Candidatus Margulisbacteria","Deinococcota","Armatimonadota","Mycoplasmatota","Thermomicrobiota","Candidatus Kaiserbacteria","Candidatus Nomurabacteria","Candidatus Yanofskybacteria","Candidatus Azambacteria","Candidatus Falkowbacteria","Candidatus Magasanikbacteria","Candidatus Nealsonbacteria","Candidatus Uhrbacteria","Candidatus Giovannonibacteria","Candidatus Moranbacteria","Candidatus Zambryskibacteria","Candidatus Staskawiczbacteria","Candidatus Wolfebacteria","Candidatus Harrisonbacteria","Candidatus Taylorbacteria","Candidatus Buchananbacteria","Candidatus Portnoybacteria","Candidatus Adlerbacteria","Candidatus Sungbacteria","Candidatus Jorgensenbacteria","Candidatus Liptonbacteria","Candidatus Tagabacteria","Candidatus Ryanbacteria","Candidatus Wildermuthbacteria","Candidatus Komeilibacteria","Candidatus Kuenenbacteria","Candidatus Lloydbacteria","Candidatus Kerfeldbacteria","Candidatus Terrybacteria","Candidatus Yonathbacteria","Candidatus Niyogibacteria","Candidatus Campbellbacteria","Candidatus Colwellbacteria","Candidatus Vogelbacteria","Candidatus Spechtbacteria","Candidatus Brennerbacteria","Candidatus Andersenbacteria","Candidatus Jacksonbacteria","Candidatus Parcubacteria","Candidatus Veblenbacteria","Candidatus Woesebacteria","Candidatus Gottesmanbacteria","Candidatus Roizmanbacteria","Candidatus Levybacteria","Candidatus Daviesbacteria","Candidatus Curtissbacteria","Candidatus Shapirobacteria","Candidatus Beckwithbacteria","Candidatus Amesbacteria","Candidatus Chisholmbacteria","Candidatus Collierbacteria","Candidatus Woykebacteria","Candidatus Pacebacteria","Candidatus Blackburnbacteria","Candidatus Microgenomates","Candidatus Gracilibacteria","candidate division NC10","Candidatus Rokubacteria","Candidatus Handelsmanbacteria","Candidatus Schekmanbacteria","Candidatus Aminicenantes","Candidatus Glassbacteria","candidate division WWE3","Candidatus Peregrinibacteria","Candidatus Doudnabacteria","Candidatus Berkelbacteria","Candidatus Gribaldobacteria","Candidatus Saccharibacteria","Candidatus Eisenbacteria","Candidatus Desantisbacteria","Candidatus Edwardsbacteria","Candidatus Lindowbacteria","Candidatus Ratteibacteria","Candidatus Dadabacteria","Candidatus Firestonebacteria","Candidatus Raymondbacteria","Candidatus Riflebacteria","Candidatus Wallbacteria","candidate division CPR1","Candidatus Coatesbacteria","Candidatus Bipolaricaulota","Candidatus Blackallbacteria","candidate division CPR2","Candidatus Fraserbacteria","Candidatus Fischerbacteria","Candidatus Sumerlaeota","candidate division WOR-3","Candidatus Wirthbacteria","Candidatus Abawacabacteria","Candidatus Absconditabacteria","candidate division CPR3","Candidatus Delongbacteria","Candidatus Calescamantes","Planctomycetota","Candidatus Omnitrophica","Verrucomicrobiota","Lentisphaerota","Chlamydiota","Kiritimatiellota","Thermodesulfobacteriota","Nitrospirota","Campylobacterota","Bacteroidota","Ignavibacteriota","Chlorobiota","Balneolota","Gemmatimonadota","candidate division Zixibacteria","Candidatus Marinimicrobia","Candidatus Hydrogenedentes","Fibrobacterota","Candidatus Cloacimonetes","Elusimicrobiota","Acidobacteriota","Myxococcota","Nitrospinota","Candidatus Tectomicrobia","Spirochaetota","Bdellovibrionota","Synergistota","Caldisericota","Fusobacteriota","Thermotogota","Atribacterota","Chrysiogenota","Aquificota","Calditrichota","Deferribacterota","Dictyoglomota","Coprothermobacterota","Nitrososphaerota","Candidatus Bathyarchaeota","Thermoproteota","Candidatus Korarchaeota","Euryarchaeota","Candidatus Woesearchaeota","Nanoarchaeota","Candidatus Micrarchaeota","Candidatus Diapherotrites","Candidatus Altiarchaeota","Candidatus Aenigmarchaeota","Candidatus Huberarchaea","Candidatus Nanohaloarchaeota","Candidatus Thermoplasmatota","Candidatus Heimdallarchaeota","Candidatus Lokiarchaeota","Candidatus Odinarchaeota","Candidatus Thorarchaeota"
"mgm4745740",0.0708246747701329,0.0271570497309915,0.00190725611318284,0.364712915255202,0.00298898346095818,0.00011386603660793,0.00014233254575991,0.00076859574710353,0.00017079905491189,0.00284665091519827,2.84665091519827e-05,5.69330183039654e-05,0.00014233254575991,0.00011386603660793,2.84665091519827e-05,8.53995274559481e-05,0.00025619858236784,8.53995274559481e-05,8.53995274559481e-05,2.84665091519827e-05,5.69330183039654e-05,8.53995274559481e-05,5.69330183039654e-05,0.00011386603660793,5.69330183039654e-05,8.53995274559481e-05,2.84665091519827e-05,0,0,2.84665091519827e-05,2.84665091519827e-05,0,0,0,2.84665091519827e-05,2.84665091519827e-05,5.69330183039654e-05,8.53995274559481e-05,2.84665091519827e-05,0,2.84665091519827e-05,2.84665091519827e-05,0,5.69330183039654e-05,2.84665091519827e-05,2.84665091519827e-05,0,0,0,0,0,0.00017079905491189,0.00034159810982379,0.00017079905491189,0.00014233254575991,0.00019926556406387,5.69330183039654e-05,0,0,2.84665091519827e-05,0,0,0,5.69330183039654e-05,2.84665091519827e-05,0,5.69330183039654e-05,8.53995274559481e-05,8.53995274559481e-05,2.84665091519827e-05,2.84665091519827e-05,0.00019926556406387,2.84665091519827e-05,0.00011386603660793,0.00025619858236784,8.53995274559481e-05,8.53995274559481e-05,2.84665091519827e-05,0.00011386603660793,2.84665091519827e-05,5.69330183039654e-05,0,0,0,2.84665091519827e-05,2.84665091519827e-05,0,8.53995274559481e-05,0,0,0,2.84665091519827e-05,0,2.84665091519827e-05,0,0,0,2.84665091519827e-05,0,0,0,2.84665091519827e-05,2.84665091519827e-05,0,0.00156565800335905,0.0006547297104956,0.00136639243929517,0.00039853112812775,0.00011386603660793,8.53995274559481e-05,0.00933701500185032,0.00051239716473568,0.00700276125138774,0.471433858065985,0.00071166272879956,0.00062626320134361,0,0.00011386603660793,5.69330183039654e-05,2.84665091519827e-05,2.84665091519827e-05,0.00017079905491189,0,0.00059779669219163,0.00079706225625551,0.00108172734777534,0.00017079905491189,0,0.0142332545759913,0.00051239716473568,0.00082552876540749,2.84665091519827e-05,0.00159412451251103,0.00045546414643172,0,5.69330183039654e-05,8.53995274559481e-05,2.84665091519827e-05,0.00017079905491189,0,0,0.00028466509151982,0,0.00014233254575991,0,0.00748669190697145,2.84665091519827e-05,0,0,2.84665091519827e-05,0,0,0,0,0.00091092829286344,2.84665091519827e-05,0,0,0
"mgm4745741",0.0741592656486273,0.0349711413541201,0.00161863991651226,0.475475475475475,0.00336506719485443,0.00012778736182991,8.51915745532767e-05,0.0007880220646178,0.00014908525546823,0.00242795987476839,4.25957872766383e-05,0.00012778736182991,0.00012778736182991,6.38936809149575e-05,6.38936809149575e-05,0.00017038314910655,0.00023427683002151,0.00010648946819159,0.00014908525546823,6.38936809149575e-05,0.00021297893638319,2.12978936383192e-05,6.38936809149575e-05,4.25957872766383e-05,2.12978936383192e-05,0,2.12978936383192e-05,2.12978936383192e-05,0,2.12978936383192e-05,2.12978936383192e-05,2.12978936383192e-05,0,2.12978936383192e-05,2.12978936383192e-05,4.25957872766383e-05,0,4.25957872766383e-05,2.12978936383192e-05,4.25957872766383e-05,0,0,4.25957872766383e-05,2.12978936383192e-05,0,2.12978936383192e-05,0,0,0,0,0,0.00019168104274487,0.00019168104274487,0.00025557472365983,0.00010648946819159,0.00017038314910655,8.51915745532767e-05,0,0,2.12978936383192e-05,0,0,0,2.12978936383192e-05,2.12978936383192e-05,0,0,2.12978936383192e-05,0.00014908525546823,0,6.38936809149575e-05,0.00014908525546823,2.12978936383192e-05,0.00017038314910655,0.00017038314910655,6.38936809149575e-05,2.12978936383192e-05,2.12978936383192e-05,6.38936809149575e-05,2.12978936383192e-05,0.00010648946819159,0,2.12978936383192e-05,0,0,6.38936809149575e-05,0,2.12978936383192e-05,0,0,2.12978936383192e-05,0,0,2.12978936383192e-05,0,4.25957872766383e-05,0,0,0,0,0,0,2.12978936383192e-05,4.25957872766383e-05,0.00140566098012907,0.0004472557664047,0.00093710732008604,0.00036206419185142,0.0003407662982131,4.25957872766383e-05,0.0035567482375993,0.00068153259642621,0.00781632696526314,0.364747726449854,0.00072412838370285,0.00029817051093646,2.12978936383192e-05,0.00023427683002151,0,2.12978936383192e-05,2.12978936383192e-05,0.00014908525546823,0,0.00074542627734117,0.00072412838370285,0.00102229889463932,0.00019168104274487,2.12978936383192e-05,0.00788022064617809,0.00042595787276638,0.00057504312823461,4.25957872766383e-05,0.00102229889463932,0.0004472557664047,6.38936809149575e-05,6.38936809149575e-05,0.00012778736182991,0,0.00017038314910655,4.25957872766383e-05,0,0.00023427683002151,0,0.00027687261729814,0,0.00619768704875088,2.12978936383192e-05,0,4.25957872766383e-05,2.12978936383192e-05,0,0,0,0,0.0003407662982131,2.12978936383192e-05,4.25957872766383e-05,0,0
"mgm4745742",0.0533770273272606,0.0195512108420351,0.00074983337036214,0.367723839146856,0.00322150633192624,0.00011108642523883,4.16574094645634e-05,0.00038880248833592,0.00019440124416796,0.00118029326816263,1.38858031548545e-05,2.7771606309709e-05,9.72006220839813e-05,0.00011108642523883,2.7771606309709e-05,6.94290157742724e-05,0.00013885803154854,4.16574094645634e-05,8.33148189291269e-05,1.38858031548545e-05,0.00023605865363252,5.55432126194179e-05,0,8.33148189291269e-05,6.94290157742724e-05,8.33148189291269e-05,4.16574094645634e-05,1.38858031548545e-05,1.38858031548545e-05,2.7771606309709e-05,5.55432126194179e-05,0,0,1.38858031548545e-05,1.38858031548545e-05,4.16574094645634e-05,1.38858031548545e-05,0,2.7771606309709e-05,0,1.38858031548545e-05,1.38858031548545e-05,0,0,0,2.7771606309709e-05,0,1.38858031548545e-05,0,0,0,0.0001805154410131,5.55432126194179e-05,0.00026383025994223,6.94290157742724e-05,1.38858031548545e-05,5.55432126194179e-05,5.55432126194179e-05,0,0,1.38858031548545e-05,1.38858031548545e-05,2.7771606309709e-05,2.7771606309709e-05,0,0,0,2.7771606309709e-05,8.33148189291269e-05,0,6.94290157742724e-05,6.94290157742724e-05,0,9.72006220839813e-05,0.00011108642523883,1.38858031548545e-05,1.38858031548545e-05,0,5.55432126194179e-05,0,9.72006220839813e-05,0,1.38858031548545e-05,1.38858031548545e-05,5.55432126194179e-05,1.38858031548545e-05,0,1.38858031548545e-05,0,0,1.38858031548545e-05,1.38858031548545e-05,2.7771606309709e-05,0,1.38858031548545e-05,1.38858031548545e-05,0,0,2.7771606309709e-05,0,2.7771606309709e-05,0,0,2.7771606309709e-05,0.00158298155965341,0.00030548766940679,0.00059708953565874,0.00034714507887136,0.00015274383470339,4.16574094645634e-05,0.00273550322150633,0.00030548766940679,0.00223561430793157,0.531201399688958,0.00054154632303932,0.00041657409464563,1.38858031548545e-05,6.94290157742724e-05,2.7771606309709e-05,6.94290157742724e-05,0,6.94290157742724e-05,1.38858031548545e-05,0.00061097533881359,0.00072206176405243,0.00054154632303932,8.33148189291269e-05,1.38858031548545e-05,0.00359642301710731,0.00023605865363252,0.00036103088202621,2.7771606309709e-05,0.00083314818929126,0.00031937347256165,5.55432126194179e-05,1.38858031548545e-05,0.00013885803154854,2.7771606309709e-05,9.72006220839813e-05,2.7771606309709e-05,0,0.00012497222839369,0,0.00020828704732281,0,0.00118029326816263,4.16574094645634e-05,0,4.16574094645634e-05,1.38858031548545e-05,1.38858031548545e-05,0,1.38858031548545e-05,1.38858031548545e-05,0.00015274383470339,1.38858031548545e-05,0,1.38858031548545e-05,1.38858031548545e-05
"mgm4745743",0.0816088117489987,0.0415554072096128,0.00183578104138852,0.228137516688919,0.00290387182910547,3.33778371161549e-05,0,0.00070093457943925,0.00010013351134846,0.00136849132176235,3.33778371161549e-05,0,0.00010013351134846,3.33778371161549e-05,0,0.00010013351134846,0.00016688918558077,3.33778371161549e-05,6.67556742323097e-05,0,6.67556742323097e-05,3.33778371161549e-05,3.33778371161549e-05,3.33778371161549e-05,0,6.67556742323097e-05,3.33778371161549e-05,0,3.33778371161549e-05,3.33778371161549e-05,0,3.33778371161549e-05,0,3.33778371161549e-05,3.33778371161549e-05,3.33778371161549e-05,6.67556742323097e-05,3.33778371161549e-05,6.67556742323097e-05,3.33778371161549e-05,3.33778371161549e-05,3.33778371161549e-05,0,0,0,0,0,0,0,0,0,0.00013351134846461,0.00010013351134846,0.00023364485981308,0.00013351134846461,0,3.33778371161549e-05,0,6.67556742323097e-05,0,0,0,6.67556742323097e-05,6.67556742323097e-05,0,0,0,0.00013351134846461,0.00013351134846461,3.33778371161549e-05,6.67556742323097e-05,0.00013351134846461,0,6.67556742323097e-05,0.00010013351134846,0.00010013351134846,0.00010013351134846,3.33778371161549e-05,0.00016688918558077,3.33778371161549e-05,0,0,0,3.33778371161549e-05,0,0,6.67556742323097e-05,3.33778371161549e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020694259012016,0.00020026702269692,0.00110146862483311,0.00040053404539385,0.00010013351134846,3.33778371161549e-05,0.0365153538050734,0.00026702269692923,0.00540720961281709,0.522897196261682,0.00033377837116154,0.00013351134846461,0,0.00010013351134846,0,0,0,0.00010013351134846,0,0.00070093457943925,0.00080106809078771,0.00126835781041389,6.67556742323097e-05,0,0.0547062750333778,0.00033377837116154,0.00317089452603471,3.33778371161549e-05,0.00053404539385847,0.00023364485981308,3.33778371161549e-05,0,0,3.33778371161549e-05,6.67556742323097e-05,0,0,6.67556742323097e-05,0,0.00016688918558077,0,0.00560747663551402,3.33778371161549e-05,0,0,0,0,0,0,0,0.00090120160213618,0,0,0,0
"mgm4745744",0.0651087506322711,0.0282448153768336,0.0013151239251391,0.429317147192716,0.00390490642387456,0.00014162873039959,2.02326757713708e-05,0.00070814365199797,8.0930703085483e-05,0.00281234193222054,2.02326757713708e-05,8.0930703085483e-05,0.00012139605462822,0.00016186140617096,4.04653515427415e-05,0.0002023267577137,0.00022255943348507,6.06980273141123e-05,0.00018209408194233,2.02326757713708e-05,8.0930703085483e-05,0,0.00010116337885685,2.02326757713708e-05,4.04653515427415e-05,0.00010116337885685,0,2.02326757713708e-05,0,0,0,0,2.02326757713708e-05,2.02326757713708e-05,2.02326757713708e-05,6.06980273141123e-05,6.06980273141123e-05,0,4.04653515427415e-05,2.02326757713708e-05,2.02326757713708e-05,0,0,2.02326757713708e-05,2.02326757713708e-05,4.04653515427415e-05,0,2.02326757713708e-05,0,0,0,0.00024279210925644,8.0930703085483e-05,0.00028325746079919,0.00010116337885685,0.00010116337885685,4.04653515427415e-05,6.06980273141123e-05,6.06980273141123e-05,2.02326757713708e-05,2.02326757713708e-05,0,0,0.00010116337885685,0,0,2.02326757713708e-05,8.0930703085483e-05,0.00014162873039959,2.02326757713708e-05,4.04653515427415e-05,0.00012139605462822,2.02326757713708e-05,6.06980273141123e-05,0.00022255943348507,6.06980273141123e-05,4.04653515427415e-05,0,0.00018209408194233,2.02326757713708e-05,2.02326757713708e-05,2.02326757713708e-05,2.02326757713708e-05,0,2.02326757713708e-05,0,4.04653515427415e-05,4.04653515427415e-05,0,0,0,0,2.02326757713708e-05,0,2.02326757713708e-05,0,0,0,0,0,8.0930703085483e-05,0,4.04653515427415e-05,2.02326757713708e-05,0.00174001011633789,0.00038442083965604,0.00107233181588265,0.00048558421851289,0.00024279210925644,8.0930703085483e-05,0.00307536671724836,0.00054628224582701,0.00315629742033384,0.395973697521497,0.00040465351542741,0.00044511886697015,4.04653515427415e-05,6.06980273141123e-05,6.06980273141123e-05,2.02326757713708e-05,2.02326757713708e-05,0.00012139605462822,4.04653515427415e-05,0.00072837632776934,0.00093070308548305,0.00078907435508346,6.06980273141123e-05,2.02326757713708e-05,0.0380778958017198,0.00036418816388467,0.00050581689428426,6.06980273141123e-05,0.00155791603439555,0.00058674759736975,0.00012139605462822,4.04653515427415e-05,8.0930703085483e-05,2.02326757713708e-05,0.00026302478502782,4.04653515427415e-05,0,0.0002023267577137,2.02326757713708e-05,0.00022255943348507,0,0.00317653009610521,8.0930703085483e-05,0,4.04653515427415e-05,0,0,0,0,4.04653515427415e-05,0.00799190692969145,2.02326757713708e-05,0,0,0
"mgm4745745",0.0319416230086603,0.00924836950711002,0.00037421148294664,0.25645514808083,0.00252592750988987,4.00940874585694e-05,0,0.00020047043729284,5.34587832780926e-05,0.00048112904950283,1.33646958195231e-05,0.0001202822623757,4.00940874585694e-05,2.67293916390463e-05,1.33646958195231e-05,6.68234790976157e-05,0.00010691756655618,4.00940874585694e-05,6.68234790976157e-05,0,5.34587832780926e-05,1.33646958195231e-05,2.67293916390463e-05,6.68234790976157e-05,1.33646958195231e-05,1.33646958195231e-05,1.33646958195231e-05,4.00940874585694e-05,0,4.00940874585694e-05,4.00940874585694e-05,0,0,1.33646958195231e-05,0,2.67293916390463e-05,2.67293916390463e-05,0,4.00940874585694e-05,1.33646958195231e-05,1.33646958195231e-05,0,1.33646958195231e-05,0,0,2.67293916390463e-05,0,0,0,0,0,4.00940874585694e-05,6.68234790976157e-05,0.00014701165401475,6.68234790976157e-05,0.00013364695819523,1.33646958195231e-05,1.33646958195231e-05,0,0,0,1.33646958195231e-05,0,4.00940874585694e-05,0,0,0,0,2.67293916390463e-05,1.33646958195231e-05,1.33646958195231e-05,0,0,5.34587832780926e-05,6.68234790976157e-05,0,1.33646958195231e-05,0,1.33646958195231e-05,1.33646958195231e-05,6.68234790976157e-05,0,2.67293916390463e-05,1.33646958195231e-05,0,1.33646958195231e-05,0,1.33646958195231e-05,0,0,0,0,0,0,0,1.33646958195231e-05,1.33646958195231e-05,0,0,0,0,0,0,1.33646958195231e-05,0.00084197583662995,0.00013364695819523,0.00044103496204426,0.0001202822623757,0.00237891585587512,2.67293916390463e-05,0.00137656366941088,0.0001737410456538,0.0016171281941623,0.681639580883139,0.00021383513311237,5.34587832780926e-05,2.67293916390463e-05,1.33646958195231e-05,0,0,0,0,2.67293916390463e-05,0.00032075269966855,0.0002940233080295,0.00040094087458569,5.34587832780926e-05,0,0.00461082005773549,0.00016037634983427,9.3552870736662e-05,1.33646958195231e-05,0.00053458783278092,0.00020047043729284,2.67293916390463e-05,1.33646958195231e-05,5.34587832780926e-05,0,6.68234790976157e-05,0,0,4.00940874585694e-05,0,9.3552870736662e-05,0,0.00061477600769806,0,0,6.68234790976157e-05,0,1.33646958195231e-05,0,0,0,0,0,1.33646958195231e-05,0,0
"mgm4745746",0.116326809908307,0.034460106746955,0.00161488983166826,0.39909675653483,0.00175174490214862,0.00010948405638428,0,0.00079375940878609,0.0001915970986725,0.0019707130149172,0,5.47420281921445e-05,2.73710140960723e-05,2.73710140960723e-05,5.47420281921445e-05,8.21130422882168e-05,0.00024633912686465,0,5.47420281921445e-05,0,8.21130422882168e-05,0,0,0,0,0,2.73710140960723e-05,0,0,0,0,2.73710140960723e-05,0,0,0,2.73710140960723e-05,2.73710140960723e-05,2.73710140960723e-05,0,0,0,0,0,0,0,2.73710140960723e-05,0,5.47420281921445e-05,0,0,0,8.21130422882168e-05,8.21130422882168e-05,8.21130422882168e-05,2.73710140960723e-05,2.73710140960723e-05,0,0,0,0,0,0,2.73710140960723e-05,0,0,2.73710140960723e-05,2.73710140960723e-05,8.21130422882168e-05,0.00010948405638428,0,5.47420281921445e-05,0.00021896811276857,0,0,0.00010948405638428,2.73710140960723e-05,2.73710140960723e-05,2.73710140960723e-05,0,0,0,5.47420281921445e-05,0,2.73710140960723e-05,2.73710140960723e-05,8.21130422882168e-05,5.47420281921445e-05,2.73710140960723e-05,0,0,0,0,2.73710140960723e-05,2.73710140960723e-05,0,0,2.73710140960723e-05,2.73710140960723e-05,0,0,2.73710140960723e-05,0,0,0,0.0014780347611879,0.00052004926782537,0.00104009853565075,0.00024633912686465,2.73710140960723e-05,8.21130422882168e-05,0.0287669358149719,0.00035582318324893,0.0024633912686465,0.390474887094567,0.00021896811276857,0.00024633912686465,0,0.00010948405638428,0,5.47420281921445e-05,0,8.21130422882168e-05,0,0.00073901738059395,0.00084850143697824,0.0009853565074586,0.00010948405638428,8.21130422882168e-05,0.00208019707130149,0.00024633912686465,0.00120432462022718,0,0.0009853565074586,0.00024633912686465,2.73710140960723e-05,0,5.47420281921445e-05,2.73710140960723e-05,0,0,0,0,0,0.00010948405638428,0,0.00689749555221021,2.73710140960723e-05,2.73710140960723e-05,0,0,0,0,0,0,0.0004926782537293,0,0,0,2.73710140960723e-05
"mgm4745747",0.10107778819119,0.0389409559512652,0.00182755388940956,0.386761949390815,0.00398313027179007,0.00011715089034676,4.68603561387067e-05,0.00112464854732896,0.00028116213683224,0.00295220243673852,2.34301780693533e-05,9.37207122774133e-05,0.00011715089034676,9.37207122774133e-05,2.34301780693533e-05,0.00018744142455482,0.00028116213683224,9.37207122774133e-05,0.00018744142455482,4.68603561387067e-05,0.00023430178069353,7.029053420806e-05,0.00014058106841612,9.37207122774133e-05,7.029053420806e-05,9.37207122774133e-05,9.37207122774133e-05,0.00011715089034676,0,4.68603561387067e-05,9.37207122774133e-05,2.34301780693533e-05,2.34301780693533e-05,4.68603561387067e-05,2.34301780693533e-05,9.37207122774133e-05,7.029053420806e-05,0.00011715089034676,0.00011715089034676,0,9.37207122774133e-05,4.68603561387067e-05,0,2.34301780693533e-05,4.68603561387067e-05,4.68603561387067e-05,0,4.68603561387067e-05,0,2.34301780693533e-05,0,0.00011715089034676,0.00042174320524836,0.00018744142455482,9.37207122774133e-05,0.00011715089034676,0,2.34301780693533e-05,2.34301780693533e-05,0,2.34301780693533e-05,2.34301780693533e-05,2.34301780693533e-05,7.029053420806e-05,4.68603561387067e-05,0,2.34301780693533e-05,4.68603561387067e-05,0.00014058106841612,7.029053420806e-05,0.00011715089034676,0.00011715089034676,0,0.00018744142455482,0.00030459231490159,7.029053420806e-05,9.37207122774133e-05,0,0.00016401124648547,0,7.029053420806e-05,0,0,0,0,9.37207122774133e-05,2.34301780693533e-05,2.34301780693533e-05,7.029053420806e-05,0,0,4.68603561387067e-05,2.34301780693533e-05,0,2.34301780693533e-05,2.34301780693533e-05,2.34301780693533e-05,0,0,2.34301780693533e-05,9.37207122774133e-05,0,0,0,0.00278819119025305,0.00060918462980318,0.00131208997188379,0.00046860356138706,0.00046860356138706,0.00016401124648547,0.00885660731021556,0.00046860356138706,0.00417057169634489,0.370923149015933,0.00110121836925961,0.0007029053420806,4.68603561387067e-05,7.029053420806e-05,0.00011715089034676,0.00014058106841612,0,0.00079662605435801,0,0.00126522961574508,0.00128865979381443,0.00114807872539831,9.37207122774133e-05,4.68603561387067e-05,0.0375820056232427,0.0003514526710403,0.00077319587628866,7.029053420806e-05,0.00215557638238051,0.0007497656982193,9.37207122774133e-05,7.029053420806e-05,0.00023430178069353,4.68603561387067e-05,0.00016401124648547,0,0,0.00016401124648547,2.34301780693533e-05,0.00023430178069353,2.34301780693533e-05,0.0161433926897844,4.68603561387067e-05,0,4.68603561387067e-05,2.34301780693533e-05,0,0,0,2.34301780693533e-05,0.00063261480787254,7.029053420806e-05,2.34301780693533e-05,0,0
"mgm4772356",0.140449438202247,0.651685393258427,0,0.0323033707865169,0.00421348314606742,0,0,0,0,0.00140449438202247,0,0,0,0,0,0,0,0,0.00140449438202247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140449438202247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154494382022472,0,0.00280898876404494,0.00702247191011236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140449438202247,0.00140449438202247,0,0
"mgm4563763",0.120724771136023,0.202759853290913,0.00314393152341193,0.360467491967984,0.00564194486196971,0.00050295959017764,0.00011054692948668,0.00167151587621754,0.000366367572592,0.0048750617123893,9.43410968917792e-05,0.00029402010565045,0.00025871454178297,0.00017363392065971,4.10933612227995e-05,0.00034958296026156,0.00051742908356595,0.00013080422023032,0.00045607843159952,7.17686872060161e-05,0.00034205882369964,0.00010707425107349,9.2604757685182e-05,0.00013311933917244,7.87140440324047e-05,8.5080621123261e-05,0.00013196177970138,7.4662585883678e-05,3.81994625451376e-05,8.16079427100667e-05,5.78779735532388e-05,5.96143127598359e-05,2.19936299502307e-05,5.90355330243035e-05,5.15113964623825e-05,8.39230616521962e-05,4.97750572557853e-05,7.29262466770808e-05,9.2604757685182e-05,2.72026475700222e-05,6.82960087928217e-05,1.90997312725688e-05,5.32477356689797e-05,3.29904449253461e-05,4.45660396359938e-05,2.31511894212955e-05,3.47267841319433e-06,2.95177665121518e-05,3.47267841319433e-06,7.52413656192104e-06,5.78779735532388e-07,0.00030443814089003,0.00021704240082464,0.00033974370475751,0.00021241216294038,0.00016147954621353,0.00018173683695717,0.00011228326869328,5.09326167268501e-05,4.28297004293967e-05,2.14148502146983e-05,7.06111277349513e-05,5.44052951400444e-05,0.00011864984578413,2.19936299502307e-05,1.50482731238421e-05,2.89389867766194e-05,0.0001215437444618,0.00022398775765103,5.15113964623825e-05,0.00010128645371816,0.00029228376644385,3.41480043964109e-05,0.00027086891622915,0.00065112720247393,0.00012559520261052,0.00015684930832927,1.62058325949069e-05,0.00095730168257056,4.39872599004615e-05,9.89713347760383e-05,9.08684184785849e-05,3.5884343603008e-05,3.41480043964109e-05,2.43087488923603e-05,7.92928237679371e-05,4.74599383136558e-05,6.19294317019655e-05,5.15113964623825e-05,5.20901761979149e-06,4.10933612227995e-05,1.15755947106478e-05,3.64631233385404e-05,2.37299691568279e-05,2.95177665121518e-05,3.12541057187489e-05,5.78779735532388e-06,1.38907136527773e-05,3.00965462476842e-05,3.00965462476842e-05,6.54021101151598e-05,7.52413656192104e-06,3.35692246608785e-05,3.47267841319433e-06,0.00374528366863008,0.00096482581913249,0.00513840649205654,0.0007738285064068,0.00039704289857521,0.00019157609246122,0.00881713049110039,0.0011043117353958,0.0037099781047626,0.200608529013939,0.00079119189847277,0.00085485766938133,6.82960087928217e-05,0.00026913257702256,0.00010823181054455,0.00015221907044501,3.12541057187489e-05,0.00027492037437788,4.05145814872671e-05,0.00149498805688016,0.00174559968236568,0.00141685279258328,0.00018752463431249,3.76206828096052e-05,0.00571544988838233,0.00090521150637265,0.00135608092035238,5.26689559334473e-05,0.0017942171801504,0.00072231710994442,0.00010707425107349,7.69777048258076e-05,0.00028475962988193,7.81352642968723e-05,0.00029517766512151,4.10933612227995e-05,1.38907136527773e-05,0.0001429585946765,2.8360207041087e-05,0.00018289439642823,0,0.0444416019928544,6.25082114374979e-05,9.2604757685182e-06,3.41480043964109e-05,2.02572907436336e-05,8.68169603298582e-06,5.78779735532388e-07,5.78779735532388e-07,1.15755947106478e-06,7.4662585883678e-05,3.18328854542813e-05,1.38907136527773e-05,2.31511894212955e-06,4.05145814872671e-06
