"samples","Pseudomonadota","Actinomycetota","Chloroflexota","Bacillota","Cyanobacteriota","Candidatus Melainabacteria","Candidatus Margulisbacteria","Deinococcota","Armatimonadota","Mycoplasmatota","Thermomicrobiota","Candidatus Kaiserbacteria","Candidatus Nomurabacteria","Candidatus Yanofskybacteria","Candidatus Azambacteria","Candidatus Falkowbacteria","Candidatus Magasanikbacteria","Candidatus Nealsonbacteria","Candidatus Uhrbacteria","Candidatus Giovannonibacteria","Candidatus Moranbacteria","Candidatus Zambryskibacteria","Candidatus Staskawiczbacteria","Candidatus Wolfebacteria","Candidatus Harrisonbacteria","Candidatus Taylorbacteria","Candidatus Buchananbacteria","Candidatus Portnoybacteria","Candidatus Adlerbacteria","Candidatus Sungbacteria","Candidatus Jorgensenbacteria","Candidatus Liptonbacteria","Candidatus Tagabacteria","Candidatus Ryanbacteria","Candidatus Wildermuthbacteria","Candidatus Komeilibacteria","Candidatus Kuenenbacteria","Candidatus Lloydbacteria","Candidatus Kerfeldbacteria","Candidatus Terrybacteria","Candidatus Yonathbacteria","Candidatus Niyogibacteria","Candidatus Campbellbacteria","Candidatus Colwellbacteria","Candidatus Vogelbacteria","Candidatus Spechtbacteria","Candidatus Brennerbacteria","Candidatus Andersenbacteria","Candidatus Jacksonbacteria","Candidatus Parcubacteria","Candidatus Veblenbacteria","Candidatus Woesebacteria","Candidatus Gottesmanbacteria","Candidatus Roizmanbacteria","Candidatus Levybacteria","Candidatus Daviesbacteria","Candidatus Curtissbacteria","Candidatus Shapirobacteria","Candidatus Beckwithbacteria","Candidatus Amesbacteria","Candidatus Chisholmbacteria","Candidatus Collierbacteria","Candidatus Woykebacteria","Candidatus Pacebacteria","Candidatus Blackburnbacteria","Candidatus Microgenomates","Candidatus Gracilibacteria","candidate division NC10","Candidatus Rokubacteria","Candidatus Handelsmanbacteria","Candidatus Schekmanbacteria","Candidatus Aminicenantes","Candidatus Glassbacteria","candidate division WWE3","Candidatus Peregrinibacteria","Candidatus Doudnabacteria","Candidatus Berkelbacteria","Candidatus Gribaldobacteria","Candidatus Saccharibacteria","Candidatus Eisenbacteria","Candidatus Desantisbacteria","Candidatus Edwardsbacteria","Candidatus Lindowbacteria","Candidatus Ratteibacteria","Candidatus Dadabacteria","Candidatus Firestonebacteria","Candidatus Raymondbacteria","Candidatus Riflebacteria","Candidatus Wallbacteria","candidate division CPR1","Candidatus Coatesbacteria","Candidatus Bipolaricaulota","Candidatus Blackallbacteria","candidate division CPR2","Candidatus Fraserbacteria","Candidatus Fischerbacteria","Candidatus Sumerlaeota","candidate division WOR-3","Candidatus Wirthbacteria","Candidatus Abawacabacteria","Candidatus Absconditabacteria","candidate division CPR3","Candidatus Delongbacteria","Candidatus Calescamantes","Planctomycetota","Candidatus Omnitrophica","Verrucomicrobiota","Lentisphaerota","Chlamydiota","Kiritimatiellota","Thermodesulfobacteriota","Nitrospirota","Campylobacterota","Bacteroidota","Ignavibacteriota","Chlorobiota","Balneolota","Gemmatimonadota","candidate division Zixibacteria","Candidatus Marinimicrobia","Candidatus Hydrogenedentes","Fibrobacterota","Candidatus Cloacimonetes","Elusimicrobiota","Acidobacteriota","Myxococcota","Nitrospinota","Candidatus Tectomicrobia","Spirochaetota","Bdellovibrionota","Synergistota","Caldisericota","Fusobacteriota","Thermotogota","Atribacterota","Chrysiogenota","Aquificota","Calditrichota","Deferribacterota","Dictyoglomota","Coprothermobacterota","Nitrososphaerota","Candidatus Bathyarchaeota","Thermoproteota","Candidatus Korarchaeota","Euryarchaeota","Candidatus Woesearchaeota","Nanoarchaeota","Candidatus Micrarchaeota","Candidatus Diapherotrites","Candidatus Altiarchaeota","Candidatus Aenigmarchaeota","Candidatus Huberarchaea","Candidatus Nanohaloarchaeota","Candidatus Thermoplasmatota","Candidatus Heimdallarchaeota","Candidatus Lokiarchaeota","Candidatus Odinarchaeota","Candidatus Thorarchaeota"
"mgm4706424",0.714111404270385,0.278957439455117,0.00015805312270823,0.00211580446932084,0.00014962362283045,2.10737496944306e-06,0,0.00019387849718876,3.3717999511089e-05,2.10737496944306e-06,4.21474993888613e-06,4.21474993888613e-06,0,4.21474993888613e-06,0,0,1.26442498166584e-05,2.10737496944306e-06,2.10737496944306e-06,0,0,4.21474993888613e-06,0,0,0,2.10737496944306e-06,0,2.10737496944306e-06,2.10737496944306e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05368748472153e-05,0,2.10737496944306e-06,0,0,0,0,0,0,0,0,0,0,0,6.32212490832919e-06,0.00010326137350271,8.42949987777225e-06,2.10737496944306e-06,4.42548743583043e-05,0,2.10737496944306e-06,0,0,0,0,5.47917492055196e-05,6.32212490832919e-06,0,0,1.26442498166584e-05,0,4.21474993888613e-06,0,0,0,2.10737496944306e-06,0,2.10737496944306e-06,0,0,0,2.10737496944306e-06,0,0,0,0,0,0,0,0,0,0.00046572986824691,1.05368748472153e-05,9.69392485943809e-05,1.05368748472153e-05,1.47516247861014e-05,2.10737496944306e-05,0.00028660299584425,5.68991241749627e-05,8.42949987777225e-06,0.00052052161745243,2.10737496944306e-06,2.31811246638737e-05,2.10737496944306e-06,7.79728738693933e-05,0,0,2.10737496944306e-06,0,0,7.16507489610641e-05,0.00025077762136372,0.00084294998777722,0,1.26442498166584e-05,5.90064991444058e-05,6.32212490832919e-06,1.89663747249876e-05,0,2.10737496944306e-06,2.10737496944306e-06,0,0,2.10737496944306e-06,0,0,0,0,6.32212490832919e-06,0,1.47516247861014e-05,0,0.00108319073429373,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4706425",0.718208086835139,0.275066569175246,0.0001524932648808,0.0021173103316142,0.00015444830673824,0,0,0.00017008864159781,3.12806697191387e-05,0,9.77520928723084e-06,5.8651255723385e-06,1.95504185744617e-06,1.95504185744617e-06,0,0,9.77520928723084e-06,0,1.95504185744617e-06,0,0,0,0,0,0,3.91008371489234e-06,0,3.91008371489234e-06,0,3.91008371489234e-06,0,0,0,0,1.95504185744617e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95504185744617e-06,0,7.82016742978467e-06,0,1.95504185744617e-06,0,0,1.95504185744617e-06,0,0,1.95504185744617e-06,0,0,0,0,0,9.77520928723084e-06,0.00010557226030209,5.8651255723385e-06,0,3.71457952914772e-05,1.95504185744617e-06,1.95504185744617e-06,5.8651255723385e-06,0,0,0,2.54155441468002e-05,5.8651255723385e-06,0,0,3.91008371489234e-06,0,0,0,9.77520928723084e-06,0,1.95504185744617e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044770458535517,1.36852930021232e-05,8.79768835850776e-05,1.36852930021232e-05,1.75953767170155e-05,3.91008371489234e-06,0.00025220039961055,3.91008371489234e-05,9.77520928723084e-06,0.00055327684565726,1.95504185744617e-06,1.75953767170155e-05,0,7.23365487255082e-05,1.95504185744617e-06,0,1.95504185744617e-06,0,0,7.42915905829544e-05,0.00027566090189991,0.00084848816613163,5.8651255723385e-06,5.8651255723385e-06,5.8651255723385e-05,1.36852930021232e-05,2.3460502289354e-05,0,3.91008371489234e-06,0,0,1.95504185744617e-06,0,0,0,0,0,5.8651255723385e-06,1.95504185744617e-06,3.91008371489234e-06,0,0.00095992555200606,1.95504185744617e-06,0,1.95504185744617e-06,0,0,0,0,0,1.95504185744617e-06,0,0,0,0
"mgm4712754",0.918479653397312,0.0329307493419673,7.57028720504996e-05,0.0440765414269409,0.00024457850970161,0,0,0.00018052223335119,1.74698935501153e-05,4.0763084950269e-05,1.16465957000769e-05,1.16465957000769e-05,5.82329785003843e-06,0,0,0,1.74698935501153e-05,0,2.32931914001537e-05,0,0,0,0,0,0,0,0,5.82329785003843e-06,5.82329785003843e-06,0,0,0,0,0,1.16465957000769e-05,5.82329785003843e-06,3.49397871002306e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16465957000769e-05,0,0,1.16465957000769e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.16465957000769e-05,4.65863828003075e-05,0,0,5.82329785003843e-06,5.82329785003843e-06,5.82329785003843e-06,2.32931914001537e-05,0,0,0,0,1.74698935501153e-05,5.82329785003843e-06,0,5.82329785003843e-06,0,0,0,0,0,0,0,5.82329785003843e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041345414735272,1.74698935501153e-05,0.00013393585055088,2.32931914001537e-05,5.82329785003843e-06,0,0.0001979921269013,2.91164892501922e-05,9.31727656006149e-05,0.00072208893340476,1.74698935501153e-05,5.82329785003843e-06,5.82329785003843e-06,2.91164892501922e-05,0,0,0,5.82329785003843e-06,0,0.00022710861615149,0.00020963872260138,0.0005008036151033,0,0,0.00018634553120123,3.49397871002306e-05,4.0763084950269e-05,0,4.0763084950269e-05,1.74698935501153e-05,0,5.82329785003843e-06,0,0,0,0,0,1.16465957000769e-05,0,4.65863828003075e-05,0,0.00061726957210407,5.82329785003843e-06,0,5.82329785003843e-06,0,0,0,0,0,1.16465957000769e-05,0,0,0,0
"mgm4712755",0.957493100617294,0.0393809344863819,7.65933205837368e-05,0.00054572740915912,9.33481094614293e-05,0,0,0.00013164476975329,1.43612476094507e-05,2.39354126824178e-06,7.18062380472533e-06,0,0,0,0,0,2.39354126824178e-06,0,7.18062380472533e-06,0,2.39354126824178e-06,0,0,0,0,0,0,2.39354126824178e-06,0,0,0,0,0,0,0,2.39354126824178e-06,0,0,2.39354126824178e-06,2.39354126824178e-06,0,0,0,0,2.39354126824178e-06,0,0,0,0,0,0,0,0,2.39354126824178e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78708253648355e-06,4.54772840965937e-05,0,0,1.43612476094507e-05,0,0,9.57416507296711e-06,0,0,0,0,7.18062380472533e-06,0,0,0,0,0,0,2.39354126824178e-06,0,0,0,0,0,0,0,2.39354126824178e-06,0,0,0,0,0,0,0,0,0,0.00022020579667824,1.43612476094507e-05,6.94126967790115e-05,4.78708253648355e-06,0,2.39354126824178e-06,0.00021063163160527,1.67547888776924e-05,2.39354126824178e-05,0.00027765078711604,0,1.43612476094507e-05,0,3.11160364871431e-05,0,2.39354126824178e-06,0,0,0,5.02643666330773e-05,0.00012207060468033,0.00054572740915912,2.39354126824178e-06,4.78708253648355e-06,2.87224952189013e-05,1.67547888776924e-05,2.39354126824178e-06,0,0,0,0,0,0,2.39354126824178e-06,0,0,0,0,2.39354126824178e-06,7.18062380472533e-06,0,0.00046674054730714,0,0,0,0,0,0,0,0,2.39354126824178e-06,0,0,0,0
"mgm4712756",0.867154332488317,0.123462936379463,0.00014507803671237,0.00565498915732568,0.00011148101768424,0,0,0.00018020219296906,1.52713722855136e-05,4.58141168565407e-06,7.63568614275679e-06,6.10854891420543e-06,0,3.05427445710272e-06,0,0,3.05427445710272e-06,0,7.63568614275679e-06,0,0,0,0,1.52713722855136e-06,0,0,1.52713722855136e-06,4.58141168565407e-06,0,7.63568614275679e-06,0,0,0,0,0,7.63568614275679e-06,0,0,0,0,0,0,0,0,3.05427445710272e-06,0,0,1.52713722855136e-06,0,0,0,1.52713722855136e-06,0,1.52713722855136e-06,0,0,0,0,0,1.52713722855136e-06,0,0,0,0,0,0,0,6.10854891420543e-06,7.78839986561192e-05,6.10854891420543e-06,0,1.83256467426163e-05,6.10854891420543e-06,3.05427445710272e-06,4.58141168565407e-06,1.52713722855136e-06,0,0,0,1.37442350569622e-05,0,0,6.10854891420543e-06,0,0,1.52713722855136e-06,0,1.52713722855136e-06,0,0,1.52713722855136e-06,0,0,0,0,0,1.52713722855136e-06,0,0,0,0,0,0,0,0.00032375309245288,9.16282337130815e-06,0.00010689960599859,2.29070584282704e-05,1.52713722855136e-06,6.10854891420543e-06,0.00028404752451055,2.59613328853731e-05,2.1379921199719e-05,0.00029473748511041,4.58141168565407e-06,3.05427445710272e-05,0,5.19226657707462e-05,3.05427445710272e-06,0,0,0,0,9.77367826272869e-05,0.0001756207812834,0.0007406615558474,4.58141168565407e-06,3.05427445710272e-06,6.56669008277084e-05,2.1379921199719e-05,1.06899605998595e-05,0,1.52713722855136e-06,1.52713722855136e-06,0,0,0,0,0,0,0,4.58141168565407e-06,1.52713722855136e-06,6.10854891420543e-06,0,0.00073608014416175,0,0,1.52713722855136e-06,0,0,0,0,0,1.52713722855136e-06,0,1.52713722855136e-06,0,0
"mgm4712757",0.841801401037978,0.140672325344026,0.00017288555973362,0.0119922733453688,0.00010472875253094,0,1.66236115128484e-06,0.0002410423669363,2.32730561179877e-05,3.32472230256968e-06,1.16365280589939e-05,4.98708345385452e-06,0,6.64944460513936e-06,0,0,3.32472230256968e-06,0,1.16365280589939e-05,0,0,1.66236115128484e-06,0,0,0,0,1.66236115128484e-06,0,0,6.64944460513936e-06,0,0,0,1.66236115128484e-06,0,1.66236115128484e-06,0,1.66236115128484e-06,0,0,0,0,0,1.66236115128484e-06,1.66236115128484e-06,0,0,0,0,0,0,1.66236115128484e-06,0,3.32472230256968e-06,0,1.66236115128484e-06,0,0,0,0,0,0,0,1.66236115128484e-06,0,1.66236115128484e-06,0,8.31180575642419e-06,0.00011636528058993,3.32472230256968e-06,0,2.32730561179877e-05,0,0,4.98708345385452e-06,0,0,0,4.98708345385452e-06,1.32988892102787e-05,1.66236115128484e-06,0,6.64944460513936e-06,0,0,0,1.66236115128484e-06,1.66236115128484e-06,0,0,3.32472230256968e-06,1.66236115128484e-06,0,0,1.66236115128484e-06,0,1.66236115128484e-06,0,0,0,0,0,0,0,0.00036904417558523,2.99225007231271e-05,0.00012135236404379,4.32213899334058e-05,4.98708345385452e-06,0,0.00043055153818277,6.48320849001087e-05,1.82859726641332e-05,0.00118193877856352,3.32472230256968e-06,1.82859726641332e-05,0,6.64944460513936e-05,0,4.98708345385452e-06,0,1.66236115128484e-06,0,0.00010472875253094,0.00024602945039015,0.00090432446629895,8.31180575642419e-06,3.32472230256968e-06,5.65202791436845e-05,4.98708345385452e-06,2.16106949667029e-05,0,1.66236115128484e-06,1.66236115128484e-06,0,1.66236115128484e-06,0,3.32472230256968e-06,1.66236115128484e-06,0,0,1.66236115128484e-06,1.66236115128484e-06,1.32988892102787e-05,0,0.00098910488501447,1.66236115128484e-06,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4712758",0.752051574865884,0.242902480480161,0.0001637718878915,0.00038508524990704,0.00013057488358917,0,0,0.00022573962925585,1.77050689612436e-05,2.21313362015545e-06,8.8525344806218e-06,4.4262672403109e-06,0,0,4.4262672403109e-06,0,0,0,4.4262672403109e-06,0,0,0,0,0,2.21313362015545e-06,0,0,0,0,0,0,2.21313362015545e-06,0,0,0,4.4262672403109e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21313362015545e-06,0,0,0,1.32788017209327e-05,0.00011950921548839,2.21313362015545e-06,0,2.21313362015545e-05,0,0,7.52465430852853e-05,2.21313362015545e-06,2.21313362015545e-06,0,0,3.31970043023318e-05,0,0,2.21313362015545e-06,0,0,0,0,0,0,0,2.21313362015545e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044262672403109,1.54919353410882e-05,8.40990775659071e-05,2.21313362015545e-05,0,0,0.0002036082930543,4.64758060232645e-05,4.4262672403109e-06,0.00024565783183725,0,1.54919353410882e-05,0,9.73778792868398e-05,4.4262672403109e-06,2.21313362015545e-06,0,0,0,0.00011065668100777,0.00023237903011632,0.00102468086613197,0,2.21313362015545e-06,4.20495387829536e-05,4.4262672403109e-06,2.434446982171e-05,0,0,0,0,4.4262672403109e-06,0,0,0,0,0,6.63940086046635e-06,6.63940086046635e-06,4.4262672403109e-06,0,0.00116632141782192,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4712759",0.920672126902792,0.0773940773245752,7.22277490835253e-05,0.00036795268401041,5.99626596165115e-05,0,0,7.22277490835253e-05,5.45115087422832e-06,1.36278771855708e-06,5.45115087422832e-06,1.36278771855708e-06,1.36278771855708e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36278771855708e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36278771855708e-06,0,0,0,0,0,0,0,0,0,0,1.36278771855708e-06,4.08836315567124e-05,4.08836315567124e-06,0,6.8139385927854e-06,0,0,9.53951402989956e-06,0,1.36278771855708e-06,0,0,5.45115087422832e-06,0,0,0,0,0,0,0,0,0,0,2.72557543711416e-06,1.36278771855708e-06,0,0,0,0,0,0,0,0,0,0,0,0,0.00016898567710107,2.72557543711416e-06,2.99813298082558e-05,4.08836315567124e-06,2.72557543711416e-06,1.36278771855708e-06,8.04044753948677e-05,9.53951402989956e-06,1.36278771855708e-06,9.13067771433244e-05,2.72557543711416e-06,6.8139385927854e-06,0,2.45301789340274e-05,2.72557543711416e-06,0,0,0,0,4.76975701494978e-05,7.63161122391965e-05,0.00032298068929802,0,2.72557543711416e-06,9.53951402989956e-06,1.36278771855708e-06,5.45115087422832e-06,0,0,0,0,0,0,0,0,0,0,0,1.36278771855708e-06,2.72557543711416e-06,0,0.00036931547172896,1.36278771855708e-06,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4712760",0.942895989123046,0.0557086121149236,7.15589108733765e-05,0.00035779455436688,0,0,0,0,0,0,3.57794554366883e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014311782174675,0,0,0,0,0,3.57794554366883e-05,0,0,7.15589108733765e-05,0,0,0,7.15589108733765e-05,0,0,0,0,0,3.57794554366883e-05,7.15589108733765e-05,0.00025045618805681,0,0,3.57794554366883e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021467673262013,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4712761",0.952212069577714,0.0463130072674632,4.6222662971655e-05,0.00011135459715898,3.15154520261284e-05,0,0,7.3536054727633e-05,1.05051506753761e-05,4.20206027015046e-06,4.20206027015046e-06,2.10103013507523e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10103013507523e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10103013507523e-06,0,0,0,0,4.20206027015046e-06,3.15154520261284e-05,0,0,4.20206027015046e-06,0,0,8.40412054030091e-06,0,0,0,0,6.30309040522568e-06,0,0,0,2.10103013507523e-06,0,0,0,0,0,0,2.10103013507523e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011975871769928,4.20206027015046e-06,2.7313391755978e-05,2.10103013507523e-06,0,0,9.87484163485357e-05,1.26061808104514e-05,6.30309040522568e-06,8.19401752679339e-05,2.10103013507523e-06,4.20206027015046e-06,0,2.10103013507523e-05,0,0,0,0,2.10103013507523e-06,2.31113314858275e-05,7.56370848627082e-05,0.00035717512296278,4.20206027015046e-06,0,1.05051506753761e-05,2.10103013507523e-06,6.30309040522568e-06,0,0,4.20206027015046e-06,0,0,0,0,0,0,0,0,0,2.10103013507523e-06,0,0.00026052773674932,0,0,0,0,0,0,0,0,0,0,0,0,0
