"samples","habitat","Pseudomonadota","Actinomycetota","Chloroflexota","Bacillota","Cyanobacteriota","Candidatus Melainabacteria","Candidatus Margulisbacteria","Deinococcota","Armatimonadota","Mycoplasmatota","Thermomicrobiota","Candidatus Kaiserbacteria","Candidatus Nomurabacteria","Candidatus Yanofskybacteria","Candidatus Azambacteria","Candidatus Falkowbacteria","Candidatus Magasanikbacteria","Candidatus Nealsonbacteria","Candidatus Uhrbacteria","Candidatus Giovannonibacteria","Candidatus Moranbacteria","Candidatus Zambryskibacteria","Candidatus Staskawiczbacteria","Candidatus Wolfebacteria","Candidatus Harrisonbacteria","Candidatus Taylorbacteria","Candidatus Buchananbacteria","Candidatus Portnoybacteria","Candidatus Adlerbacteria","Candidatus Sungbacteria","Candidatus Jorgensenbacteria","Candidatus Liptonbacteria","Candidatus Tagabacteria","Candidatus Ryanbacteria","Candidatus Wildermuthbacteria","Candidatus Komeilibacteria","Candidatus Kuenenbacteria","Candidatus Lloydbacteria","Candidatus Kerfeldbacteria","Candidatus Terrybacteria","Candidatus Yonathbacteria","Candidatus Niyogibacteria","Candidatus Campbellbacteria","Candidatus Colwellbacteria","Candidatus Vogelbacteria","Candidatus Spechtbacteria","Candidatus Brennerbacteria","Candidatus Andersenbacteria","Candidatus Jacksonbacteria","Candidatus Parcubacteria","Candidatus Veblenbacteria","Candidatus Woesebacteria","Candidatus Gottesmanbacteria","Candidatus Roizmanbacteria","Candidatus Levybacteria","Candidatus Daviesbacteria","Candidatus Curtissbacteria","Candidatus Shapirobacteria","Candidatus Beckwithbacteria","Candidatus Amesbacteria","Candidatus Chisholmbacteria","Candidatus Collierbacteria","Candidatus Woykebacteria","Candidatus Pacebacteria","Candidatus Blackburnbacteria","Candidatus Microgenomates","Candidatus Gracilibacteria","candidate division NC10","Candidatus Rokubacteria","Candidatus Handelsmanbacteria","Candidatus Schekmanbacteria","Candidatus Aminicenantes","Candidatus Glassbacteria","candidate division WWE3","Candidatus Peregrinibacteria","Candidatus Doudnabacteria","Candidatus Berkelbacteria","Candidatus Gribaldobacteria","Candidatus Saccharibacteria","Candidatus Eisenbacteria","Candidatus Desantisbacteria","Candidatus Edwardsbacteria","Candidatus Lindowbacteria","Candidatus Ratteibacteria","Candidatus Dadabacteria","Candidatus Firestonebacteria","Candidatus Raymondbacteria","Candidatus Riflebacteria","Candidatus Wallbacteria","candidate division CPR1","Candidatus Coatesbacteria","Candidatus Bipolaricaulota","Candidatus Blackallbacteria","candidate division CPR2","Candidatus Fraserbacteria","Candidatus Fischerbacteria","Candidatus Sumerlaeota","candidate division WOR-3","Candidatus Wirthbacteria","Candidatus Abawacabacteria","Candidatus Absconditabacteria","candidate division CPR3","Candidatus Delongbacteria","Candidatus Calescamantes","Planctomycetota","Candidatus Omnitrophica","Verrucomicrobiota","Lentisphaerota","Chlamydiota","Kiritimatiellota","Thermodesulfobacteriota","Nitrospirota","Campylobacterota","Bacteroidota","Ignavibacteriota","Chlorobiota","Balneolota","Gemmatimonadota","candidate division Zixibacteria","Candidatus Marinimicrobia","Candidatus Hydrogenedentes","Fibrobacterota","Candidatus Cloacimonetes","Elusimicrobiota","Acidobacteriota","Myxococcota","Nitrospinota","Candidatus Tectomicrobia","Spirochaetota","Bdellovibrionota","Synergistota","Caldisericota","Fusobacteriota","Thermotogota","Atribacterota","Chrysiogenota","Aquificota","Calditrichota","Deferribacterota","Dictyoglomota","Coprothermobacterota","Nitrososphaerota","Candidatus Bathyarchaeota","Thermoproteota","Candidatus Korarchaeota","Euryarchaeota","Candidatus Woesearchaeota","Nanoarchaeota","Candidatus Micrarchaeota","Candidatus Diapherotrites","Candidatus Altiarchaeota","Candidatus Aenigmarchaeota","Candidatus Huberarchaea","Candidatus Nanohaloarchaeota","Candidatus Thermoplasmatota","Candidatus Heimdallarchaeota","Candidatus Lokiarchaeota","Candidatus Odinarchaeota","Candidatus Thorarchaeota"
"mgm4546812","permafrost",0.444166779237223,0.411791190578523,0.0095475515673557,0.0113585890052017,0.0021176405283505,2.05059097237021e-05,3.81187376104168e-05,0.00109247221059779,0.00042928883565759,0.00014233326795816,0.00012653259023307,0.00012894879044858,0.0001258013717468,7.76999121933766e-05,3.21736133959481e-05,0.00012243140828833,0.00011661345250626,0.00033057434001093,0.00011438800493934,4.35233959872065e-05,0.0001541281400628,5.03904913365393e-05,6.40610978190073e-05,6.92432114391057e-05,2.68325392353559e-05,4.16158695012807e-05,5.35697021464156e-05,7.79860411662655e-05,1.48787065902211e-05,3.51302794491331e-05,6.16766897116001e-05,2.99163737209359e-05,1.15723273479497e-05,1.78989568596035e-05,2.87082736131829e-05,3.04250474505161e-05,2.54336864790104e-05,2.02197807508132e-05,2.86446893969854e-05,1.61821830222703e-05,1.2208169509925e-05,1.08411088616782e-05,1.33844775095792e-05,2.16822177233563e-05,1.44654091849371e-05,1.04913956725918e-05,1.84394226972825e-06,1.21763774018262e-05,1.74856594543196e-06,6.10408475496249e-06,6.67634270074022e-07,0.00015781602460225,7.29946801947597e-05,0.00012497477693623,0.0001488506501184,4.21245432308609e-05,2.71186682082448e-05,0.00016646347800512,2.64828260462695e-05,1.98382754536281e-05,1.14133668074559e-05,2.32400310201957e-05,2.95666605318495e-05,2.35897442092821e-05,8.80641394335734e-06,4.86419253911073e-06,5.53182680918475e-06,0.00019758795183381,0.00110213701145982,0.00010847467283297,5.24887704710576e-05,0.00773152276853816,7.37894828972288e-05,9.54717006205851e-05,0.00012430714266616,4.82922122020209e-05,0.00011985624753233,3.98037193396512e-05,7.52201277616731e-05,9.70295139174245e-05,5.54772286323413e-05,6.21853634411803e-05,5.16621756604898e-05,3.16649396663679e-05,1.44336170768384e-05,2.92805315589607e-05,3.83730744752069e-05,3.53528242058244e-05,1.72631146976283e-05,7.1214322141229e-06,2.63556576138745e-05,1.9583938588838e-05,7.82085859229568e-06,5.53182680918475e-06,1.08093167535794e-05,2.46388837765413e-05,2.24452283177266e-05,6.61275848454269e-06,8.42490864617218e-06,7.59831383560434e-06,7.94802702469074e-06,1.74856594543196e-06,3.40175556656764e-06,1.08093167535794e-06,0.01932321151032,0.00239210179756712,0.00128150808535304,0.00051201190093057,0.00034640680984412,6.759002181797e-05,0.0155652253725057,0.00148669435102245,0.00031099040142209,0.00790730133421622,0.00028638330975365,0.00021996959593534,1.02370588078017e-05,0.00074097866345786,0.00014996337390186,7.38530671134263e-05,1.71359462652332e-05,1.27804274557027e-05,4.32372670143176e-06,0.00163500453530318,0.00355079696933464,0.00785360446363741,0.00011966549488374,7.99571518683888e-05,0.00081333750149065,0.00025579930176264,0.00018531619810768,0.00010208445910512,6.35206319813284e-05,8.68878314339191e-05,0.0343504826216866,2.26041888582205e-05,3.50349031248368e-05,3.64337558811823e-05,3.40175556656764e-05,8.10698756518455e-06,3.24279502607382e-06,0.00037568734140308,0.00025131661452072,6.8257656088044e-05,5.4046583767897e-07,0.00452983493823604,0.00057124059831857,3.62430032325898e-06,3.40493477737751e-05,1.91388490754553e-05,3.17921080987629e-06,8.26594810567837e-07,4.76881621481444e-07,1.04913956725918e-06,2.27631493987143e-05,5.6589952415798e-06,1.98382754536281e-05,2.8294976207899e-06,1.36706064824681e-06
"mgm4546813","permafrost",0.443053354126861,0.411479233389026,0.00958733886681761,0.011529432977434,0.00212930688006599,2.25549630914003e-05,3.81395877347294e-05,0.0010866823398453,0.00043176643632109,0.00014854711843578,0.00012332895999394,0.0001272086766773,0.00012605791325427,7.79231232166455e-05,3.36351709074381e-05,0.00012523593938067,0.00011846287466226,0.0003323075976163,0.00011501058439317,4.395916275977e-05,0.00015640518866733,5.03705589737978e-05,6.63826100313955e-05,7.11829374531804e-05,2.80128696120599e-05,4.12302094994403e-05,5.67490762328819e-05,7.87122181352951e-05,1.45982559950171e-05,3.66929137172052e-05,6.20097090238791e-05,2.73552905131852e-05,1.26583976533369e-05,1.97273729662394e-05,2.91307540801468e-05,3.14651598811518e-05,2.554694799128e-05,2.11740469837636e-05,2.78155958823975e-05,1.69326617960221e-05,1.29871872027742e-05,1.02253549875007e-05,1.27899134731119e-05,2.1371320713426e-05,1.55188667334416e-05,1.07842972215442e-05,2.26864789111753e-06,1.23953660137871e-05,2.07137416145513e-06,6.83882262829631e-06,7.56215963705842e-07,0.00015972596311665,7.53914436859781e-05,0.00013184460932436,0.00015219668243453,4.19864254631461e-05,2.75525642428476e-05,0.00016689357529438,2.67963482791418e-05,2.04835889299452e-05,9.96232334795088e-06,2.36070896495998e-05,3.16295546558704e-05,2.40345160638683e-05,9.10747051941384e-06,5.06335906133477e-06,7.00321740301497e-06,0.00019885191949969,0.00108283550211688,0.00010340431329803,5.4151638792327e-05,0.00770833947073826,7.29255220651982e-05,9.62367011203044e-05,0.00012766898204651,4.88910060013299e-05,0.00011537225289755,4.03095987610158e-05,7.58188701002466e-05,9.6039427390642e-05,5.50393705758078e-05,6.46729043743214e-05,5.05020747935728e-05,3.241864957452e-05,1.53215930037792e-05,2.86375697559908e-05,4.00465671214659e-05,3.47859343304687e-05,1.73272092553469e-05,6.83882262829631e-06,2.75525642428476e-05,1.94972202816332e-05,8.54852828537039e-06,5.58942234043449e-06,9.23898633918877e-06,2.51524005319552e-05,2.24563262265691e-05,7.20049113267737e-06,8.2526176908768e-06,7.16761217773363e-06,8.21973873593307e-06,1.80834252190528e-06,2.99198489987964e-06,8.87731783480771e-07,0.0194161736576969,0.00242692718021665,0.00127974756327489,0.00051735035603962,0.00035358028146489,6.93745949312751e-05,0.0156682029467961,0.00149448001801241,0.00031645994133342,0.00804294859520062,0.00029176784617068,0.00022140688259109,1.06199024468255e-05,0.00072974840497613,0.00015384063018172,7.32871905695792e-05,1.6702509111416e-05,1.21323343742372e-05,4.76744846684118e-06,0.00164628215298762,0.00354149087385423,0.0077550604657133,0.00012083015941821,8.04548027473129e-05,0.00081589126692871,0.00026033556524447,0.00018129455755974,0.00010534417163971,6.39495673655593e-05,8.51236143493229e-05,0.0352003077996246,2.16343523529758e-05,3.54435134293434e-05,3.56407871590058e-05,3.41283552315941e-05,7.66079650188962e-06,3.81395877347294e-06,0.00038369740419335,0.00025379265321066,6.75333734544261e-05,5.58942234043449e-07,0.00455172964345535,0.00058688934574562,3.55092713392309e-06,3.44900237359752e-05,1.92341886420834e-05,3.02486385482337e-06,8.54852828537039e-07,7.89094918649575e-07,1.18364237797436e-06,2.3212542190275e-05,5.12911697122223e-06,2.01219204255642e-05,3.0577428097671e-06,1.0192476032557e-06
"mgm4728000","permafrost",0.410374956541283,0.451680491513698,0.0123492992172163,0.0089933205269128,0.00422910381980172,2.06319160816567e-05,7.02363100652144e-06,0.00261893641155668,0.00071904422429263,0.00010711037284945,0.00038278788985541,0.00021553767651262,0.00015451988214347,5.31162094868184e-05,2.28268007711947e-05,6.40906329345082e-05,0.00011984070404877,1.84370313921188e-05,0.00017998054454211,3.4240201156792e-05,9.52579955259471e-05,3.99469013495907e-05,1.18523773235049e-05,3.4240201156792e-05,1.75590775163036e-05,3.46791780946996e-05,4.74095092940197e-05,2.23878238332871e-05,2.76555470881782e-05,6.36516559966006e-05,3.11673625914389e-05,4.17028091012211e-05,3.07283856535313e-06,1.49252158888581e-05,1.27303311993201e-05,2.37047546470099e-05,1.05354465097822e-05,2.89724779019009e-05,1.88760083300264e-05,9.65749263396698e-06,1.97539622058416e-05,1.09744234476898e-05,7.90158488233662e-06,1.22913542614125e-05,1.27303311993201e-05,3.51181550326072e-06,8.7795387581518e-07,1.05354465097822e-05,8.7795387581518e-07,0,4.3897693790759e-07,5.00433709214653e-05,7.287017169266e-05,8.56005028919801e-05,7.15532408789372e-05,4.21417860391286e-05,2.28268007711947e-05,2.23878238332871e-05,1.7120100578396e-05,1.9314985267934e-05,1.27303311993201e-05,6.58465406861385e-06,2.28268007711947e-05,2.63386162744554e-05,4.3897693790759e-06,5.70670019279867e-06,8.34056182024421e-06,0.00034679178094699,0.0029960176012193,0.00023792550034591,1.7120100578396e-05,0.00050131166309046,8.0332779637089e-05,5.66280249900791e-05,0.00020763609163029,5.61890480521715e-05,3.73130397221452e-05,1.31693081372277e-06,0.00022124437670542,0.00064354019097252,2.28268007711947e-05,5.1360301735188e-05,9.39410647122243e-05,6.58465406861385e-06,2.98504317777161e-05,1.44862389509505e-05,1.79980544542112e-05,2.98504317777161e-05,2.01929391437491e-05,3.95079244116831e-06,4.12638321633135e-05,3.38012242188844e-05,1.18523773235049e-05,5.26772325489108e-06,2.41437315849175e-05,5.26772325489108e-06,2.06319160816567e-05,2.19488468953795e-06,9.21851569605939e-06,8.34056182024421e-06,7.46260794442903e-06,1.31693081372277e-06,3.07283856535313e-06,4.3897693790759e-07,0.0173404670012256,0.00076733168746246,0.00331295895038858,0.00038322686679332,0.00017998054454211,8.56005028919801e-05,0.00475631512222874,0.0053844911203745,0.00034503587319536,0.0160050991561107,0.00031299055672811,0.00030947874122485,1.75590775163036e-05,0.00418081635663189,6.97973331273068e-05,3.07283856535313e-05,1.40472620130429e-05,2.28268007711947e-05,6.14567713070626e-06,0.00166503952548349,0.018041513171064,0.0141354963775623,0.00010403753428409,0.00017295691353559,0.00077172145684154,0.00032572088792743,0.00026338616274455,5.70670019279867e-06,3.55571319705148e-05,7.63819871959207e-05,1.75590775163036e-05,2.85335009639934e-05,4.21417860391286e-05,3.38012242188844e-05,2.72165701502706e-05,3.95079244116831e-06,4.82874631698349e-06,0.0053379595649563,0.00026953183987526,7.287017169266e-05,1.31693081372277e-06,0.00560924731258319,1.44862389509505e-05,1.31693081372277e-06,1.88760083300264e-05,8.7795387581518e-07,8.7795387581518e-07,0,0,0,1.18523773235049e-05,2.19488468953795e-06,1.75590775163036e-06,8.7795387581518e-07,8.7795387581518e-07
"mgm4728002","permafrost",0.395960507009525,0.478618901999212,0.0111202373634257,0.00805572270171147,0.00423092768499181,1.36460576539438e-05,4.54868588464793e-06,0.00240917898819031,0.00065631039192777,8.73997502121637e-05,0.00036421977690645,0.00020176670959759,8.18763459236627e-05,4.32125159041553e-05,2.07939926155334e-05,7.60280355005439e-05,9.32480606352825e-05,1.65702128655032e-05,0.00016537722252041,3.24906134617709e-05,8.25261581928981e-05,4.06132668272136e-05,1.39709637885615e-05,2.30683355578573e-05,1.88445558078271e-05,3.73642054810365e-05,4.61366711157147e-05,1.72200251347386e-05,2.3393241692475e-05,4.54868588464793e-05,3.15158950579178e-05,3.44400502694771e-05,4.87359201926563e-06,1.29962453847084e-05,1.36460576539438e-05,1.88445558078271e-05,8.77246563467814e-06,4.25627036349199e-05,1.42958699231792e-05,1.39709637885615e-05,2.04690864809157e-05,7.47284109620731e-06,6.49812269235418e-06,8.77246563467814e-06,1.20215269808552e-05,6.17321655773647e-06,3.24906134617709e-07,1.03969963077667e-05,6.49812269235418e-07,1.62453067308854e-06,0,3.73642054810365e-05,4.87359201926563e-05,6.79053821351012e-05,3.76891116156542e-05,3.80140177502719e-05,1.88445558078271e-05,2.07939926155334e-05,2.14438048847688e-05,1.59204005962677e-05,9.74718403853127e-06,1.33211515193261e-05,2.0144180346298e-05,2.76170214425053e-05,4.54868588464793e-06,1.62453067308854e-06,6.49812269235418e-06,0.00031255970150223,0.00232372867478585,0.00020144180346298,1.23464331154729e-05,0.00045649311913788,6.6930663731248e-05,4.93857324618918e-05,0.00018292215378977,5.65336674234814e-05,2.98913643848292e-05,2.92415521155938e-06,0.00012281451888549,0.00040158398238748,1.91694619424448e-05,4.06132668272136e-05,8.02518152505741e-05,3.24906134617709e-06,2.30683355578573e-05,1.13717147116198e-05,1.39709637885615e-05,2.92415521155938e-05,2.53426785001813e-05,3.5739674807948e-06,4.1263079096449e-05,2.5667584634799e-05,1.36460576539438e-05,4.87359201926563e-06,1.49456821924146e-05,4.87359201926563e-06,2.20936171540042e-05,1.62453067308854e-06,9.42227790391356e-06,5.19849815388334e-06,1.03969963077667e-05,3.24906134617709e-07,4.54868588464793e-06,3.24906134617709e-07,0.018973868449405,0.00067905382135101,0.00286307285825125,0.00036194543396412,0.00014945682192414,7.99269091159564e-05,0.0043904565970891,0.00347812017108257,0.00027259624694425,0.01150752547589,0.00021703729792463,0.00031028535855991,1.42958699231792e-05,0.00381959651856579,5.78332919619522e-05,2.82668337117407e-05,4.87359201926563e-06,1.46207760577969e-05,1.62453067308854e-06,0.00157806909583821,0.018350048670939,0.0140655114737352,8.12265336544272e-05,0.00013873491948176,0.00068230288269718,0.00029306533342517,0.0002349071353286,4.22377975003022e-06,2.82668337117407e-05,5.88080103658053e-05,1.75449312693563e-05,1.85196496732094e-05,3.83389238848897e-05,2.30683355578573e-05,2.3393241692475e-05,2.92415521155938e-06,3.89887361541251e-06,0.00363927361385296,1.7869837403974e-05,5.26347938080688e-05,0,0.00549318801798161,1.23464331154729e-05,0,1.46207760577969e-05,6.49812269235418e-07,3.24906134617709e-07,6.49812269235418e-07,0,3.24906134617709e-07,6.49812269235418e-06,3.24906134617709e-07,2.59924907694167e-06,6.49812269235418e-07,0
"mgm4728001","permafrost",0.408144453016302,0.471014395105731,0.00975661726806294,0.00757275878680892,0.00526677941092249,1.64231547953928e-05,4.63217186536719e-06,0.0021943861445844,0.00063039648022315,8.63268393091158e-05,0.00031625100644461,0.00015917826955534,6.82192583808622e-05,3.36885226572159e-05,2.02131135943295e-05,5.7270488517267e-05,8.08524543773182e-05,1.34754090628864e-05,0.00015665163035605,1.72653678618232e-05,6.48504061151406e-05,2.90563507918487e-05,1.34754090628864e-05,3.03196703914943e-05,1.51598351957472e-05,3.41096291904311e-05,3.87418010557983e-05,1.34754090628864e-05,2.06342201275447e-05,4.16895467883047e-05,2.98985638582791e-05,3.53729487900767e-05,1.6844261328608e-06,1.34754090628864e-05,6.31659799822798e-06,2.40030723932663e-05,1.09487698635952e-05,2.35819658600511e-05,1.60020482621776e-05,1.38965155961016e-05,1.60020482621776e-05,5.47438493179759e-06,6.73770453144318e-06,6.31659799822798e-06,1.13698763968104e-05,4.63217186536719e-06,0,1.76864743950384e-05,8.42213066430398e-07,1.6844261328608e-06,0,4.37950794543807e-05,4.96905709193935e-05,5.39016362515455e-05,2.86352442586335e-05,3.49518422568615e-05,2.27397527936207e-05,9.26434373073438e-06,1.51598351957472e-05,1.34754090628864e-05,7.57991759787358e-06,1.93709005278992e-05,1.6844261328608e-05,2.02131135943295e-05,3.78995879893679e-06,3.36885226572159e-06,4.21106533215199e-06,0.00025982273099377,0.00228745068842496,0.00018318134194861,1.22120894632408e-05,0.00041184218948446,6.06393407829886e-05,3.53729487900767e-05,0.00017518031781752,5.05327839858239e-05,3.11618834579247e-05,1.2633195996456e-06,0.00010653995290344,0.00036678379043043,2.10553266607599e-05,4.04262271886591e-05,9.93811418387869e-05,3.36885226572159e-06,1.76864743950384e-05,1.09487698635952e-05,1.55809417289624e-05,3.15829899911399e-05,1.85286874614688e-05,1.6844261328608e-06,3.45307357236463e-05,2.69508181257727e-05,7.15881106465838e-06,2.94774573250639e-06,1.72653678618232e-05,6.31659799822798e-06,1.93709005278992e-05,2.94774573250639e-06,1.09487698635952e-05,9.68545026394958e-06,7.57991759787358e-06,4.21106533215199e-07,1.6844261328608e-06,0,0.0200947826584961,0.00060639340782988,0.00297974982903075,0.00036088829896542,0.00015117724542425,7.6220282511951e-05,0.00399630100021224,0.00343665041756924,0.00024761064153053,0.0144439540892813,0.0002244497822037,0.00028930018831884,1.93709005278992e-05,0.00330989735107146,6.90614714472926e-05,2.23186462604055e-05,6.31659799822798e-06,9.26434373073438e-06,2.52663919929119e-06,0.00136691180681654,0.0160711097336249,0.0121661888511203,7.95891347776726e-05,0.00012927970569706,0.0006152366450274,0.00026950818125772,0.00021055326660759,5.89549146501278e-06,2.44241789264815e-05,5.85338081169127e-05,1.4738728662532e-05,2.14764331939751e-05,3.57940553232919e-05,2.69508181257727e-05,2.82141377254183e-05,2.10553266607599e-06,1.6844261328608e-06,0.00263949575019287,1.85286874614688e-05,5.47438493179759e-05,0,0.00486883373703413,9.26434373073438e-06,0,2.02131135943295e-05,8.42213066430398e-07,4.21106533215199e-07,0,0,4.21106533215199e-07,8.84323719751918e-06,2.94774573250639e-06,5.47438493179759e-06,8.42213066430398e-07,0
"mgm4521707","permafrost",0.341767640769779,0.480042765502495,0.0295794725588026,0.0203136136849608,0.00498930862437634,0,0,0.00392017106200998,0.00178189593727726,0.0007127583749109,0.0007127583749109,0.0007127583749109,0.0007127583749109,0,0,0,0.00035637918745545,0,0,0,0.00035637918745545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035637918745545,0,0.00035637918745545,0,0,0.00035637918745545,0,0,0,0,0,0,0,0,0,0,0.00035637918745545,0,0,0,0,0,0.00035637918745545,0,0,0,0,0,0,0,0,0,0.0007127583749109,0.00427655024946543,0.00035637918745545,0,0.0007127583749109,0.00035637918745545,0.0007127583749109,0,0,0.00035637918745545,0,0,0.00035637918745545,0,0,0.00035637918745545,0,0,0,0,0,0,0,0.00035637918745545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00890947968638632,0.00106913756236636,0.00392017106200998,0,0,0,0.0067712045616536,0.00213827512473272,0.00178189593727726,0.018888096935139,0.0007127583749109,0.00035637918745545,0,0.0124732715609408,0,0,0,0,0,0.0007127583749109,0.0185317177476835,0.0178189593727726,0.00035637918745545,0,0.00106913756236636,0.00035637918745545,0,0,0.00035637918745545,0,0,0.00035637918745545,0,0,0,0,0,0.00035637918745545,0,0.0007127583749109,0,0.00605844618674269,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4521708","permafrost",0.417861080485116,0.37045203969129,0.0271958838662257,0.0216832047041529,0.00404263138552003,0,0,0.00367511944138184,0,0.00036751194413818,0.00147004777655274,0.00036751194413818,0.00073502388827636,0,0,0.00036751194413818,0,0,0.00036751194413818,0,0.00036751194413818,0,0,0,0,0,0,0,0,0.00036751194413818,0,0.00036751194413818,0,0,0,0,0,0,0,0,0.00036751194413818,0,0,0,0.00036751194413818,0.00036751194413818,0,0,0,0,0,0,0.00036751194413818,0,0.00073502388827636,0.00036751194413818,0,0,0,0,0,0,0,0,0,0,0,0.00036751194413818,0.00147004777655274,0,0,0.00036751194413818,0,0,0.00036751194413818,0,0,0,0.00220507166482911,0.00036751194413818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128629180448365,0.00036751194413818,0.00588019110621095,0,0.00036751194413818,0,0.00330760749724366,0.00330760749724366,0.00073502388827636,0.0779125321572951,0,0.00036751194413818,0.00036751194413818,0.00735023888276369,0,0,0,0,0,0.00147004777655274,0.00661521499448732,0.0095553105475928,0,0,0.00073502388827636,0.00110253583241455,0.00073502388827636,0,0,0,0,0,0,0,0.00036751194413818,0,0,0,0,0.00036751194413818,0,0.00845277471517824,0,0,0.00036751194413818,0,0,0,0,0,0,0,0,0,0
"mgm4523023","permafrost",0.287250869977855,0.568174628282189,0.0268902246124644,0.0237266687757039,0.00569440050616893,0,0,0.00189813350205631,0.00031635558367605,0,0.0006327111673521,0.00031635558367605,0,0.00031635558367605,0,0.00031635558367605,0,0,0,0,0,0,0,0,0,0.00031635558367605,0,0,0,0,0.00031635558367605,0,0,0.00031635558367605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031635558367605,0,0,0,0,0,0,0,0,0,0,0.00031635558367605,0.00253084466940841,0.0006327111673521,0,0.00031635558367605,0,0,0,0,0,0,0.00031635558367605,0.00031635558367605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01202151217969,0.0006327111673521,0.00126542233470421,0.00031635558367605,0,0,0.00474533375514078,0.00221448908573236,0.00031635558367605,0.0126542233470421,0,0,0.00031635558367605,0.01202151217969,0.00031635558367605,0,0,0,0,0.00189813350205631,0.00885795634292945,0.01202151217969,0,0.00031635558367605,0.00094906675102815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00759253400822524,0,0,0.00031635558367605,0,0,0,0,0,0,0,0,0,0
"mgm4523024","permafrost",0.269630484988453,0.597575057736721,0.00837182448036951,0.0101039260969977,0.00115473441108545,0,0,0.00173210161662818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028868360277136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028868360277136,0,0,0,0,0,0.00086605080831408,0,0.00028868360277136,0.00057736720554272,0,0,0,0,0,0,0.00173210161662818,0.00057736720554272,0,0.00057736720554272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00259815242494226,0.00028868360277136,0.00086605080831408,0,0,0,0.00288683602771363,0.00057736720554272,0.00028868360277136,0.0831408775981524,0.00028868360277136,0.00028868360277136,0,0.0023094688221709,0,0,0,0,0,0.00028868360277136,0.0046189376443418,0.00346420323325635,0,0,0.00057736720554272,0,0.00057736720554272,0,0,0,0.00028868360277136,0.00028868360277136,0,0,0,0,0,0,0,0,0,0.00259815242494226,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4523025","permafrost",0.451011959521619,0.399034038638454,0.0209291628334867,0.015409383624655,0.00390984360625575,0,0,0.00229990800367985,0.00183992640294388,0.00022999080036798,0.00114995400183993,0.00022999080036798,0.00068997240110395,0,0,0,0.00022999080036798,0,0,0,0.00068997240110395,0,0,0.00022999080036798,0,0,0.00022999080036798,0,0,0,0,0.00045998160073597,0,0,0,0,0,0,0,0,0.00022999080036798,0,0,0.00022999080036798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022999080036798,0.00022999080036798,0,0,0,0.00045998160073597,0.00275988960441582,0.00022999080036798,0,0.00068997240110395,0,0,0.00045998160073597,0.00022999080036798,0,0,0.00045998160073597,0.00091996320147194,0,0,0,0,0,0,0.00022999080036798,0.00022999080036798,0,0,0,0,0,0,0,0,0,0.00022999080036798,0,0,0,0,0,0,0.0142594296228151,0.00114995400183993,0.00505979760809568,0.00068997240110395,0,0,0.00712971481140754,0.00022999080036798,0.00068997240110395,0.0112695492180313,0.00068997240110395,0,0,0.00574977000919963,0,0,0,0,0,0.00275988960441582,0.0206991720331187,0.0135694572217111,0.00022999080036798,0.00045998160073597,0.00114995400183993,0.00137994480220791,0.00022999080036798,0,0,0,0,0,0,0,0,0,0,0.00045998160073597,0,0,0,0.00574977000919963,0,0,0,0,0,0,0,0,0,0,0,0,0
