"samples","Pseudomonadota","Actinomycetota","Chloroflexota","Bacillota","Cyanobacteriota","Candidatus Melainabacteria","Candidatus Margulisbacteria","Deinococcota","Armatimonadota","Mycoplasmatota","Thermomicrobiota","Candidatus Kaiserbacteria","Candidatus Nomurabacteria","Candidatus Yanofskybacteria","Candidatus Azambacteria","Candidatus Falkowbacteria","Candidatus Magasanikbacteria","Candidatus Nealsonbacteria","Candidatus Uhrbacteria","Candidatus Giovannonibacteria","Candidatus Moranbacteria","Candidatus Zambryskibacteria","Candidatus Staskawiczbacteria","Candidatus Wolfebacteria","Candidatus Harrisonbacteria","Candidatus Taylorbacteria","Candidatus Buchananbacteria","Candidatus Portnoybacteria","Candidatus Adlerbacteria","Candidatus Sungbacteria","Candidatus Jorgensenbacteria","Candidatus Liptonbacteria","Candidatus Tagabacteria","Candidatus Ryanbacteria","Candidatus Wildermuthbacteria","Candidatus Komeilibacteria","Candidatus Kuenenbacteria","Candidatus Lloydbacteria","Candidatus Kerfeldbacteria","Candidatus Terrybacteria","Candidatus Yonathbacteria","Candidatus Niyogibacteria","Candidatus Campbellbacteria","Candidatus Colwellbacteria","Candidatus Vogelbacteria","Candidatus Spechtbacteria","Candidatus Brennerbacteria","Candidatus Andersenbacteria","Candidatus Jacksonbacteria","Candidatus Parcubacteria","Candidatus Veblenbacteria","Candidatus Woesebacteria","Candidatus Gottesmanbacteria","Candidatus Roizmanbacteria","Candidatus Levybacteria","Candidatus Daviesbacteria","Candidatus Curtissbacteria","Candidatus Shapirobacteria","Candidatus Beckwithbacteria","Candidatus Amesbacteria","Candidatus Chisholmbacteria","Candidatus Collierbacteria","Candidatus Woykebacteria","Candidatus Pacebacteria","Candidatus Blackburnbacteria","Candidatus Microgenomates","Candidatus Gracilibacteria","candidate division NC10","Candidatus Rokubacteria","Candidatus Handelsmanbacteria","Candidatus Schekmanbacteria","Candidatus Aminicenantes","Candidatus Glassbacteria","candidate division WWE3","Candidatus Peregrinibacteria","Candidatus Doudnabacteria","Candidatus Berkelbacteria","Candidatus Gribaldobacteria","Candidatus Saccharibacteria","Candidatus Eisenbacteria","Candidatus Desantisbacteria","Candidatus Edwardsbacteria","Candidatus Lindowbacteria","Candidatus Ratteibacteria","Candidatus Dadabacteria","Candidatus Firestonebacteria","Candidatus Raymondbacteria","Candidatus Riflebacteria","Candidatus Wallbacteria","candidate division CPR1","Candidatus Coatesbacteria","Candidatus Bipolaricaulota","Candidatus Blackallbacteria","candidate division CPR2","Candidatus Fraserbacteria","Candidatus Fischerbacteria","Candidatus Sumerlaeota","candidate division WOR-3","Candidatus Wirthbacteria","Candidatus Abawacabacteria","Candidatus Absconditabacteria","candidate division CPR3","Candidatus Delongbacteria","Candidatus Calescamantes","Planctomycetota","Candidatus Omnitrophica","Verrucomicrobiota","Lentisphaerota","Chlamydiota","Kiritimatiellota","Thermodesulfobacteriota","Nitrospirota","Campylobacterota","Bacteroidota","Ignavibacteriota","Chlorobiota","Balneolota","Gemmatimonadota","candidate division Zixibacteria","Candidatus Marinimicrobia","Candidatus Hydrogenedentes","Fibrobacterota","Candidatus Cloacimonetes","Elusimicrobiota","Acidobacteriota","Myxococcota","Nitrospinota","Candidatus Tectomicrobia","Spirochaetota","Bdellovibrionota","Synergistota","Caldisericota","Fusobacteriota","Thermotogota","Atribacterota","Chrysiogenota","Aquificota","Calditrichota","Deferribacterota","Dictyoglomota","Coprothermobacterota","Nitrososphaerota","Candidatus Bathyarchaeota","Thermoproteota","Candidatus Korarchaeota","Euryarchaeota","Candidatus Woesearchaeota","Nanoarchaeota","Candidatus Micrarchaeota","Candidatus Diapherotrites","Candidatus Altiarchaeota","Candidatus Aenigmarchaeota","Candidatus Huberarchaea","Candidatus Nanohaloarchaeota","Candidatus Thermoplasmatota","Candidatus Heimdallarchaeota","Candidatus Lokiarchaeota","Candidatus Odinarchaeota","Candidatus Thorarchaeota"
"mgm4440090",0.746572104018912,0.0645390070921986,0.00094562647754137,0.0299054373522459,0.00969267139479905,0,0,0.00094562647754137,0.00023640661938534,0.0041371158392435,0,0,0.00035460992907801,0.00011820330969267,0.00023640661938534,0.00023640661938534,0.0008274231678487,0.00011820330969267,0.00035460992907801,0,0.00011820330969267,0.00011820330969267,0.00011820330969267,0,0,0.00011820330969267,0.00023640661938534,0.00011820330969267,0,0.00011820330969267,0,0,0,0,0,0.00011820330969267,0,0,0,0.00011820330969267,0,0,0,0,0,0,0,0,0,0,0,0.00035460992907801,0.00011820330969267,0,0,0.00011820330969267,0.00011820330969267,0.00011820330969267,0.00011820330969267,0,0,0,0,0,0,0,0,0.00035460992907801,0.00047281323877068,0,0,0.00011820330969267,0,0,0,0.00011820330969267,0,0,0.00023640661938534,0.00011820330969267,0,0,0,0.00011820330969267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033096926713948,0.00059101654846335,0.00047281323877068,0,0.00070921985815602,0,0.00555555555555556,0.00035460992907801,0.00921985815602837,0.10709219858156,0.00047281323877068,0,0,0.00023640661938534,0.00011820330969267,0.00011820330969267,0,0,0,0.0008274231678487,0.00118203309692671,0.0016548463356974,0,0,0.0016548463356974,0.00047281323877068,0.00035460992907801,0,0.00106382978723404,0.00023640661938534,0,0,0,0,0.00011820330969267,0,0,0,0,0.00011820330969267,0,0.00094562647754137,0,0,0,0,0,0.00023640661938534,0,0,0,0,0,0,0
"mgm4440419",0.0186021791124103,0.0259544689520772,0.00026574541589157,0.00079723624767472,0.00035432722118876,0,0,0.00017716361059438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8581805297192e-05,0,0,0,8.8581805297192e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035432722118876,0,0,0,0,0,0.00053149083178315,0,0,0.41261404907432,8.8581805297192e-05,8.8581805297192e-05,0,8.8581805297192e-05,0,0,0,0,0,0.00026574541589157,0.00035432722118876,0.00132872707945788,0,0,0,0.00017716361059438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537780139959252,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4440420",0.882169011766642,0.00444334732164898,0.00016456841932033,0.00411421048300831,0.00024685262898049,0,0,0,0,8.22842096601662e-05,8.22842096601662e-05,8.22842096601662e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.22842096601662e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.22842096601662e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074055788694149,8.22842096601662e-05,0.00444334732164898,0.00016456841932033,0,0,8.22842096601662e-05,0.00016456841932033,0.00139883156422283,0.0998930305274418,0.00016456841932033,0,0,0,0,0,0,0,0,0,8.22842096601662e-05,8.22842096601662e-05,8.22842096601662e-05,0,0.00016456841932033,8.22842096601662e-05,0,0,0.00016456841932033,0,0,0,0,0,0,0,0,0,0,8.22842096601662e-05,0,0.00057598946762116,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4440421",0.370103916866507,0.262190247801759,0.00079936051159072,0.0319744204636291,0.00319744204636291,0,0,0.00159872102318145,0,0.00079936051159072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00079936051159072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00079936051159072,0,0.00159872102318145,0,0,0,0.00399680255795364,0.00079936051159072,0,0.0671462829736211,0,0,0,0.00239808153477218,0,0,0,0,0,0.00079936051159072,0.00159872102318145,0.00639488409272582,0,0,0.00079936051159072,0,0,0,0.00159872102318145,0,0,0,0,0,0,0,0,0,0,0.00079936051159072,0,0.239808153477218,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4440425",0.403723507054049,0.123623011015912,0.0013528312826129,0.00882561360561747,0.0060555305031244,0,0,0.00148167235714746,0.00019326161180184,0.00038652322360368,0,6.44205372672808e-05,6.44205372672808e-05,0,6.44205372672808e-05,0,6.44205372672808e-05,0.00012884107453456,0,6.44205372672808e-05,0,0,0,0,0,0,0,6.44205372672808e-05,0,0,0,6.44205372672808e-05,0,0,0,0,0,0,0,0,0,0,6.44205372672808e-05,0,0,0,0,0,0,0,0,0.00012884107453456,6.44205372672808e-05,0,0,6.44205372672808e-05,0,0.00012884107453456,0,0,0,0,0,0,0,0,0,0.00019326161180184,0.0006442053726728,0,0,0.0003221026863364,0,6.44205372672808e-05,0.0003221026863364,0,6.44205372672808e-05,0,0.00012884107453456,0,0,0,0,0,0,0,6.44205372672808e-05,0,0,0,6.44205372672808e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173935450621658,0.00051536429813824,0.00083746698447465,0.00019326161180184,0,0.00045094376087096,0.00212587772982027,0.0003221026863364,0.00083746698447465,0.0190684790311151,6.44205372672808e-05,6.44205372672808e-05,0,0.0003221026863364,0,0,0,0,0,0.00012884107453456,0.00122399020807834,0.00418733492237325,6.44205372672808e-05,0,0.00077304644720737,0.00019326161180184,0.00038652322360368,0,0.0003221026863364,0.00012884107453456,0,0,0,6.44205372672808e-05,0.00012884107453456,0,0,0,0,6.44205372672808e-05,0,0.416994137731109,0.00012884107453456,0,0,0,0,0,0,0,0.00012884107453456,0,0,0,0
"mgm4440426",0.766532489936745,0.0862564692351926,0.00057504312823461,0.0414031052328925,0.00747556066705003,0,0,0,0,0.00575043128234618,0,0,0,0.00057504312823461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115008625646924,0,0.00057504312823461,0,0.00057504312823461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115008625646924,0,0,0,0,0,0,0,0,0,0,0.00057504312823461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230017251293847,0.00057504312823461,0.00057504312823461,0,0.00115008625646924,0,0.00172512938470385,0.00057504312823461,0.00862564692351926,0.0592294422081656,0,0,0,0.00057504312823461,0,0,0,0,0,0.00172512938470385,0,0,0,0,0.00287521564117309,0.00172512938470385,0,0,0.00172512938470385,0,0,0,0.00057504312823461,0,0.00057504312823461,0,0,0,0,0,0,0.00287521564117309,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4440428",0.252873563218391,0.136494252873563,0.0028735632183908,0.0488505747126437,0.00574712643678161,0,0,0.0014367816091954,0,0.00574712643678161,0,0,0,0,0.0014367816091954,0,0,0,0,0,0,0,0,0,0,0,0.0014367816091954,0,0,0,0.0014367816091954,0,0,0,0,0,0,0.0014367816091954,0,0,0,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0,0,0,0.0014367816091954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00574712643678161,0,0.0014367816091954,0,0,0,0.00431034482758621,0,0.00574712643678161,0.135057471264368,0,0,0,0,0,0,0,0,0,0,0.00431034482758621,0.00431034482758621,0,0,0.00574712643678161,0,0,0,0,0.0028735632183908,0.0014367816091954,0,0,0,0,0,0,0.0014367816091954,0,0.0014367816091954,0,0.359195402298851,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4440429",0.047216441207076,0.0525494276795005,0.00052029136316337,0.00208116545265349,0.00156087408949011,0,0,0.00104058272632674,0,0,0,0,0,0,0,0.00013007284079084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009105098855359,0.00013007284079084,0,0.00013007284079084,0,0,0,0,0.00013007284079084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130072840790843,0,0,0,0,0,0.00065036420395421,0.00013007284079084,0.00026014568158168,0.150234131113424,0.00013007284079084,0.00013007284079084,0,0.00026014568158168,0,0,0,0,0,0.00013007284079084,0.00052029136316337,0.00117065556711759,0,0,0.00052029136316337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013007284079084,0,0.738033298647242,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4440430",0.0521643298842834,0.0502051062266577,0.00055103165370721,0.00220412661482887,0.00116328904671524,0,0,0.00067348313230882,0,6.12257393008021e-05,6.12257393008021e-05,0,0,0,0,0,0,0,0.0001224514786016,0,6.12257393008021e-05,0,0,6.12257393008021e-05,0,0,0,0,0,6.12257393008021e-05,0,0,0,0,0,0,0,6.12257393008021e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12257393008021e-05,0.00030612869650401,0,0,0.0001224514786016,0,6.12257393008021e-05,0.0001224514786016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104083756811363,6.12257393008021e-05,0.0001836772179024,6.12257393008021e-05,0,0,0.00116328904671524,0.0001224514786016,0.0001224514786016,0.145962162493112,0,0,0,0.0002449029572032,0,0,0,0,0,0.0001836772179024,0.00104083756811363,0.00146941774321925,0,6.12257393008021e-05,0.0001836772179024,6.12257393008021e-05,0,0,0,6.12257393008021e-05,0,0,0,0,0,0,0,0,0,6.12257393008021e-05,0,0.739606930753689,0,0,0,0,0,0,0,0.0001224514786016,6.12257393008021e-05,0,0,0,0
"mgm4440432",0.689338235294118,0.0459558823529412,0,0.0992647058823529,0.0183823529411765,0,0,0,0,0.0220588235294118,0.00183823529411765,0,0,0.00183823529411765,0,0.00183823529411765,0,0,0,0,0,0,0,0,0,0,0.00183823529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183823529411765,0,0,0,0,0,0,0,0,0,0,0,0.00183823529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367647058823529,0,0,0,0.00183823529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367647058823529,0,0.00367647058823529,0,0.00183823529411765,0,0.00183823529411765,0,0.00183823529411765,0.0680147058823529,0,0,0,0,0,0.00183823529411765,0,0,0,0.00183823529411765,0,0.00367647058823529,0,0,0.00735294117647059,0,0,0,0.00367647058823529,0,0,0,0,0,0,0,0,0.00367647058823529,0,0.00183823529411765,0,0.00367647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4440433",0.0520050125313283,0.0489505012531328,0.00039160401002506,0.00191885964912281,0.00121397243107769,0,0,0.00046992481203007,3.91604010025063e-05,3.91604010025063e-05,0,0,0,0,0,0,0,0,0.00011748120300751,0,0,0,0,0,0,0,3.91604010025063e-05,0,0,0,3.91604010025063e-05,0,0,0,0,0,0,0,0,3.91604010025063e-05,0,0,0,0,0,0,0,0,0,0,0,0,3.91604010025063e-05,0,0,3.91604010025063e-05,0,0,3.91604010025063e-05,0,0,0,0,0,0,0,0,0,0.00035244360902255,0.00011748120300751,0,0.00011748120300751,0,0,0.00011748120300751,0,0,0,0,3.91604010025063e-05,0,3.91604010025063e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121397243107769,7.83208020050125e-05,0.00019580200501253,0.00011748120300751,0,0,0.00070488721804511,3.91604010025063e-05,0.00011748120300751,0.151080827067669,0,0,0,0.00011748120300751,0,0,0,0,0,0.00015664160401002,0.00054824561403508,0.00140977443609023,0,0,0.00011748120300751,0.00015664160401002,0,0,0,0,0,0,3.91604010025063e-05,0,0,0,0,0,0,3.91604010025063e-05,0,0.737586152882206,0,0,3.91604010025063e-05,0,0,0,0,7.83208020050125e-05,0,0,0,0,0
