"samples","habitat","Pseudomonadota","Actinomycetota","Chloroflexota","Bacillota","Cyanobacteriota","Candidatus Melainabacteria","Candidatus Margulisbacteria","Deinococcota","Armatimonadota","Mycoplasmatota","Thermomicrobiota","Candidatus Kaiserbacteria","Candidatus Nomurabacteria","Candidatus Yanofskybacteria","Candidatus Azambacteria","Candidatus Falkowbacteria","Candidatus Magasanikbacteria","Candidatus Nealsonbacteria","Candidatus Uhrbacteria","Candidatus Giovannonibacteria","Candidatus Moranbacteria","Candidatus Zambryskibacteria","Candidatus Staskawiczbacteria","Candidatus Wolfebacteria","Candidatus Harrisonbacteria","Candidatus Taylorbacteria","Candidatus Buchananbacteria","Candidatus Portnoybacteria","Candidatus Adlerbacteria","Candidatus Sungbacteria","Candidatus Jorgensenbacteria","Candidatus Liptonbacteria","Candidatus Tagabacteria","Candidatus Ryanbacteria","Candidatus Wildermuthbacteria","Candidatus Komeilibacteria","Candidatus Kuenenbacteria","Candidatus Lloydbacteria","Candidatus Kerfeldbacteria","Candidatus Terrybacteria","Candidatus Yonathbacteria","Candidatus Niyogibacteria","Candidatus Campbellbacteria","Candidatus Colwellbacteria","Candidatus Vogelbacteria","Candidatus Spechtbacteria","Candidatus Brennerbacteria","Candidatus Andersenbacteria","Candidatus Jacksonbacteria","Candidatus Parcubacteria","Candidatus Veblenbacteria","Candidatus Woesebacteria","Candidatus Gottesmanbacteria","Candidatus Roizmanbacteria","Candidatus Levybacteria","Candidatus Daviesbacteria","Candidatus Curtissbacteria","Candidatus Shapirobacteria","Candidatus Beckwithbacteria","Candidatus Amesbacteria","Candidatus Chisholmbacteria","Candidatus Collierbacteria","Candidatus Woykebacteria","Candidatus Pacebacteria","Candidatus Blackburnbacteria","Candidatus Microgenomates","Candidatus Gracilibacteria","candidate division NC10","Candidatus Rokubacteria","Candidatus Handelsmanbacteria","Candidatus Schekmanbacteria","Candidatus Aminicenantes","Candidatus Glassbacteria","candidate division WWE3","Candidatus Peregrinibacteria","Candidatus Doudnabacteria","Candidatus Berkelbacteria","Candidatus Gribaldobacteria","Candidatus Saccharibacteria","Candidatus Eisenbacteria","Candidatus Desantisbacteria","Candidatus Edwardsbacteria","Candidatus Lindowbacteria","Candidatus Ratteibacteria","Candidatus Dadabacteria","Candidatus Firestonebacteria","Candidatus Raymondbacteria","Candidatus Riflebacteria","Candidatus Wallbacteria","candidate division CPR1","Candidatus Coatesbacteria","Candidatus Bipolaricaulota","Candidatus Blackallbacteria","candidate division CPR2","Candidatus Fraserbacteria","Candidatus Fischerbacteria","Candidatus Sumerlaeota","candidate division WOR-3","Candidatus Wirthbacteria","Candidatus Abawacabacteria","Candidatus Absconditabacteria","candidate division CPR3","Candidatus Delongbacteria","Candidatus Calescamantes","Planctomycetota","Candidatus Omnitrophica","Verrucomicrobiota","Lentisphaerota","Chlamydiota","Kiritimatiellota","Thermodesulfobacteriota","Nitrospirota","Campylobacterota","Bacteroidota","Ignavibacteriota","Chlorobiota","Balneolota","Gemmatimonadota","candidate division Zixibacteria","Candidatus Marinimicrobia","Candidatus Hydrogenedentes","Fibrobacterota","Candidatus Cloacimonetes","Elusimicrobiota","Acidobacteriota","Myxococcota","Nitrospinota","Candidatus Tectomicrobia","Spirochaetota","Bdellovibrionota","Synergistota","Caldisericota","Fusobacteriota","Thermotogota","Atribacterota","Chrysiogenota","Aquificota","Calditrichota","Deferribacterota","Dictyoglomota","Coprothermobacterota","Nitrososphaerota","Candidatus Bathyarchaeota","Thermoproteota","Candidatus Korarchaeota","Euryarchaeota","Candidatus Woesearchaeota","Nanoarchaeota","Candidatus Micrarchaeota","Candidatus Diapherotrites","Candidatus Altiarchaeota","Candidatus Aenigmarchaeota","Candidatus Huberarchaea","Candidatus Nanohaloarchaeota","Candidatus Thermoplasmatota","Candidatus Heimdallarchaeota","Candidatus Lokiarchaeota","Candidatus Odinarchaeota","Candidatus Thorarchaeota"
"mgm4562562","bone",0.132388188900644,0.181245689003696,0.00330754750683576,0.566332595941137,0.00383187457920554,0.0002368815180203,4.94648181480922e-05,0.00248533230739636,0.00033636076340702,0.00147020431717941,7.14491817694665e-05,0.00015773780898336,0.00014399758172,0.00010112807265832,3.68238090658019e-05,0.00015279132716855,0.0001824702180574,6.70523090451916e-05,0.00020335536349771,4.17702908806112e-05,0.00016763077261297,6.04569999587793e-05,4.01214636090081e-05,4.83655999670235e-05,3.73734181563363e-05,5.55105181439701e-05,9.94792453867187e-05,5.05640363291609e-05,2.25339727119087e-05,4.67167726954204e-05,3.18773272509927e-05,3.18773272509927e-05,2.3083581802443e-05,3.29765454320614e-05,2.52820181645804e-05,5.88081726871762e-05,2.58316272551148e-05,1.86867090781682e-05,2.63812363456492e-05,6.37546545019855e-05,2.47324090740461e-05,1.64882727160307e-05,2.25339727119087e-05,1.15417909012215e-05,1.09921818106871e-05,1.09921818106871e-05,0,2.03355363497712e-05,1.64882727160307e-06,2.74804545267179e-06,0,0.00014124953626733,0.00013135657263771,0.00017092842715618,0.00010442572720152,4.4518336333283e-05,7.41972272221382e-05,5.05640363291609e-05,2.85796727077866e-05,3.46253727036645e-05,1.5389054534962e-05,2.41827999835117e-05,2.96788908888553e-05,3.24269363415271e-05,6.04569999587793e-06,4.94648181480922e-06,4.23198999711455e-05,0.00015169210898748,0.00026491158163756,0.00012421165446076,5.49609090534357e-05,0.00039571854518473,5.11136454196952e-05,0.00011376908174061,0.00023193503620549,5.27624726912983e-05,5.3861690872367e-05,1.09921818106871e-05,0.000112120254469,5.55105181439701e-05,4.67167726954204e-05,8.02429272180162e-05,2.63812363456492e-05,5.49609090534357e-06,1.5389054534962e-05,2.74804545267179e-05,2.80300636172522e-05,3.24269363415271e-05,3.90222454279394e-05,7.694527267481e-06,6.81515272262603e-05,2.85796727077866e-05,1.75874908970994e-05,2.52820181645804e-05,9.89296362961843e-06,9.34335453908408e-06,4.94648181480922e-06,4.39687272427486e-06,3.02284999793897e-05,9.34335453908408e-06,1.09921818106871e-05,2.19843636213743e-06,1.09921818106871e-05,1.64882727160307e-06,0.00263482598002171,0.00072768243586748,0.00344659860674096,0.00038252792701191,0.00012860852718504,0.00010827299083526,0.00931862213001003,0.00084639799942291,0.00323829676142843,0.0553549787713489,0.00033800959067863,0.00055620439962077,2.91292817983209e-05,0.00028249907253466,8.2990972670688e-05,5.3861690872367e-05,1.04425727201528e-05,0.00012476126355129,7.694527267481e-06,0.00154824880803528,0.0015581417716649,0.00243531788015774,0.00011816595446488,9.56319817529782e-05,0.00462935736957089,0.00040121463609008,0.00171587958064826,1.70378818065651e-05,0.00880858489399415,0.00040176424518061,5.05640363291609e-05,4.94648181480922e-05,0.00011761634537435,6.26554363209167e-05,0.00015828741807389,2.19843636213743e-05,6.59530908641229e-06,0.00013410461809038,1.86867090781682e-05,0.00014179914535786,0,0.00210830047128979,3.57245908847332e-05,2.19843636213743e-06,2.3083581802443e-05,1.92363181687025e-05,2.74804545267179e-06,2.74804545267179e-06,1.64882727160307e-06,5.49609090534357e-07,0.00051113645419695,3.13277181604584e-05,1.15417909012215e-05,5.49609090534357e-07,2.19843636213743e-06
"mgm4562563","bone",0.131727421946574,0.180932454739817,0.00337336599667611,0.566904236635931,0.00382513941737097,0.00022355316995128,5.83385099037788e-05,0.0024114806453826,0.00034256373015498,0.0015639387735005,5.92719260622393e-05,0.00015728062270058,0.00013674546721445,9.05413673706647e-05,3.78033544176487e-05,0.00015354695806674,0.00019088360440516,7.88736653899089e-05,0.00020675167909899,5.2738012953016e-05,0.0001544803742252,5.78718018245486e-05,4.10703109722603e-05,4.6670807923023e-05,3.59365221007277e-05,5.32047210322463e-05,9.19414916083554e-05,5.4604845269937e-05,2.28686958822813e-05,5.36714291114765e-05,3.40696897838068e-05,3.68699382591882e-05,2.19352797238208e-05,3.4536397863037e-05,2.05351554861301e-05,5.83385099037788e-05,2.56689443576627e-05,1.68014908522883e-05,2.89359009122743e-05,5.60049695076276e-05,2.38021120407417e-05,1.2134410059986e-05,2.10018635653604e-05,1.12009939015255e-05,1.26011181392162e-05,1.12009939015255e-05,1.86683231692092e-06,1.8201615089979e-05,1.40012423769069e-06,4.6670807923023e-06,4.6670807923023e-07,0.00014187925608599,0.00012414434907524,0.00017081515699826,0.0001050093178268,4.90043483191742e-05,7.88736653899089e-05,5.18045967945556e-05,3.50031059422673e-05,3.31362736253464e-05,1.35345342976767e-05,2.94026089915045e-05,2.19352797238208e-05,4.2470435209951e-05,7.00062118845346e-06,9.33416158460461e-07,4.15370190514905e-05,0.00012834472178831,0.00027862472330044,0.00012414434907524,5.60049695076276e-05,0.00038736770576109,5.83385099037788e-05,0.00011714372788678,0.00026789043747815,6.62725472506927e-05,5.55382614283974e-05,9.33416158460461e-06,0.00011014310669833,5.2738012953016e-05,5.32047210322463e-05,7.88736653899089e-05,3.12694413084254e-05,7.46732926768369e-06,1.40012423769069e-05,3.54698140214975e-05,2.80024847538138e-05,3.54698140214975e-05,2.98693170707347e-05,6.06720502999299e-06,6.4872423013002e-05,2.70690685953534e-05,1.72681989315185e-05,2.33354039615115e-05,7.46732926768369e-06,1.02675777430651e-05,5.60049695076276e-06,3.26695655461161e-06,2.94026089915045e-05,7.46732926768369e-06,9.80086966383484e-06,2.33354039615115e-06,1.40012423769069e-05,0,0.00270830698377303,0.00072013056625224,0.00336076487853689,0.0004060360289303,0.00014747975303675,0.00011854385212447,0.00921375090016321,0.00082233963560366,0.00328469146162236,0.0557058096288411,0.00033369627664961,0.00052551329721323,2.70690685953534e-05,0.00028282509601352,9.28749077668158e-05,6.16054664583904e-05,6.53391310922322e-06,0.00012414434907524,1.07342858222953e-05,0.00152566871100362,0.00154293690993514,0.00236620996169727,0.00012181080867909,8.40074542614415e-05,0.00467128116501538,0.00039763528350415,0.00168668299833805,1.63347827730581e-05,0.00898086356862732,0.00041210323396029,4.76042240814835e-05,5.36714291114765e-05,0.0001190105602037,6.16054664583904e-05,0.00014607962879906,1.8201615089979e-05,9.80086966383484e-06,0.00012181080867909,2.10018635653604e-05,0.00012927813794677,4.6670807923023e-07,0.00207358399601991,3.78033544176487e-05,1.86683231692092e-06,2.80024847538138e-05,1.2134410059986e-05,4.20037271307207e-06,1.86683231692092e-06,4.6670807923023e-07,4.6670807923023e-07,0.00051804596794555,3.0336025149965e-05,9.33416158460461e-06,4.6670807923023e-07,2.80024847538138e-06
"mgm4562564","bone",0.143421998562185,0.163191948238677,0.00287562904385334,0.577282530553559,0.00359453630481668,0.00035945363048166,0,0.00071890726096333,0.00071890726096333,0.00287562904385334,0,0,0,0,0,0.00035945363048166,0.00035945363048166,0,0.00035945363048166,0,0.00035945363048166,0,0,0,0,0,0,0,0,0,0.00035945363048166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035945363048166,0,0,0,0.00071890726096333,0,0.00035945363048166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035945363048166,0,0.00035945363048166,0,0,0,0,0,0.00035945363048166,0,0,0,0,0,0,0,0,0,0,0,0.00035945363048166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251617541337168,0.001078360891445,0.00431344356578001,0.00035945363048166,0,0,0.00826743350107836,0.00071890726096333,0.00323508267433501,0.0531991373112868,0.00035945363048166,0.00035945363048166,0,0,0,0,0,0,0,0.00287562904385334,0.001078360891445,0.00287562904385334,0.00035945363048166,0,0.00287562904385334,0,0.001078360891445,0,0.0122214234363767,0.00035945363048166,0,0,0.00035945363048166,0,0,0,0,0,0,0,0,0.00143781452192667,0,0,0,0,0,0,0,0,0.00035945363048166,0,0,0,0
"mgm4562565","bone",0.131446001745083,0.180372938483195,0.00326664589414919,0.567674133764483,0.00380127497308906,0.00020963969254759,5.45637555945798e-05,0.00240032661672647,0.00032307486865211,0.00148183673088438,6.94012680808252e-05,0.00014023842446677,0.00014933238373253,8.90250749174723e-05,2.68032483622497e-05,0.00015459730751797,0.00018857999740582,6.55722326005038e-05,0.00021729776350823,5.45637555945798e-05,0.00014646060712229,5.93500499449815e-05,4.16407608484951e-05,4.4033908023696e-05,3.3025431017772e-05,4.88202023740977e-05,8.99823337875527e-05,5.26492378544191e-05,1.62734007913659e-05,3.92476136732942e-05,4.16407608484951e-05,3.44613193228925e-05,1.86665479665668e-05,3.20681721476916e-05,1.48375124862454e-05,5.36064967244995e-05,2.63246189272096e-05,1.62734007913659e-05,3.44613193228925e-05,6.22218265552226e-05,3.25468015827318e-05,1.43588830512052e-05,2.34528423169685e-05,1.1008477005924e-05,1.53161419212856e-05,9.57258870080348e-06,2.39314717520087e-06,1.3880253616165e-05,1.91451774016069e-06,2.39314717520087e-06,0,0.00014885375429749,0.00013545213011636,0.00016177674904357,0.00011487106440964,4.64270551988969e-05,8.23242628269099e-05,4.83415729390575e-05,3.78117253681737e-05,3.39826898878523e-05,1.05298475708838e-05,3.25468015827318e-05,2.01024362716873e-05,4.35552785886558e-05,6.22218265552226e-06,1.91451774016069e-06,4.73843140689772e-05,0.00014023842446677,0.00030632283842571,0.0001143924349746,5.07347201142584e-05,0.00041018542582942,4.83415729390575e-05,0.00010817025231907,0.0002431437530004,5.69569027697807e-05,5.74355322048209e-05,1.05298475708838e-05,0.00010577710514387,5.59996438997003e-05,5.504238502962e-05,7.46661918662671e-05,2.53673600571292e-05,8.13670039568295e-06,1.53161419212856e-05,3.97262431083344e-05,3.20681721476916e-05,3.49399487579327e-05,4.21193902835353e-05,4.30766491536156e-06,5.88714205099414e-05,2.01024362716873e-05,1.57947713563257e-05,1.34016241811249e-05,6.70081209056243e-06,1.19657358760043e-05,4.30766491536156e-06,5.26492378544191e-06,3.68544664980934e-05,1.00512181358436e-05,1.53161419212856e-05,1.91451774016069e-06,1.1008477005924e-05,1.43588830512052e-06,0.00269229057210098,0.00073661070052682,0.00342363634884236,0.00041736486735503,0.00015076827203765,0.00011774284101988,0.00918202708181069,0.00081749907504861,0.00331498746708824,0.0558239868970406,0.00035610029966988,0.00052840689628435,2.4888730622089e-05,0.00030057928520522,8.90250749174723e-05,5.88714205099414e-05,7.65807096064278e-06,0.000131144465201,1.14871064409642e-05,0.00157373358241209,0.00155698155218569,0.00237878829214966,0.00012587954141556,9.85976636182758e-05,0.00455846673932262,0.00040922816695934,0.00167807479925085,1.77092890964864e-05,0.009030780180338,0.00038194628916205,5.69569027697807e-05,5.31278672894593e-05,0.00011534969384468,5.12133495492986e-05,0.00014167431277189,2.96750249724908e-05,5.26492378544191e-06,0.00015172553090773,2.53673600571292e-05,0.00012970857689588,4.78629435040174e-07,0.00217489215282255,4.21193902835353e-05,1.43588830512052e-06,2.10596951417676e-05,1.1008477005924e-05,3.82903548032139e-06,4.30766491536156e-06,9.57258870080347e-07,4.78629435040174e-07,0.00050112501848706,2.82391366673703e-05,1.00512181358436e-05,0,9.57258870080347e-07
"mgm4562566","bone",0.132681891887015,0.180311619477764,0.00329942074043139,0.566707011180457,0.00379051530126911,0.00024651400199531,4.6080395144222e-05,0.00244741679105151,0.00033706358965633,0.00150067412717931,7.83044476926289e-05,0.00014210807173847,0.0001495196038246,8.57159797787625e-05,3.67354199051839e-05,0.00015016408487557,0.0002001113663256,6.18701808929414e-05,0.00019366655581592,4.6080395144222e-05,0.00015338649013041,6.38036240458458e-05,3.77021414816362e-05,4.54359140932538e-05,3.31907741248592e-05,5.51031298577759e-05,9.89278413236094e-05,5.44586488068078e-05,2.48125204622734e-05,4.57581546187379e-05,3.86688630580884e-05,3.12573309719548e-05,1.74009883761398e-05,2.771268519163e-05,1.8367709952592e-05,5.89700161635848e-05,2.80349257171141e-05,2.12678746819486e-05,2.86794067680822e-05,5.70365730106803e-05,2.64237230896937e-05,1.45008236467831e-05,2.15901152074327e-05,1.28896210193628e-05,1.19228994429106e-05,1.28896210193628e-05,4.51136735677698e-06,1.93344315290442e-05,2.25568367838849e-06,2.57792420387256e-06,0,0.00014887512277364,0.00012438484283685,0.00016885403535365,0.00010633937340974,5.542537038326e-05,7.92711692690812e-05,4.73693572461582e-05,2.80349257171141e-05,3.73799009561521e-05,9.66721576452209e-06,2.771268519163e-05,2.80349257171141e-05,3.80243820071202e-05,1.09561778664584e-05,2.57792420387256e-06,4.02800656855087e-05,0.00015016408487557,0.00029452784029244,0.0001192289944291,7.08929156064953e-05,0.00039828928949831,5.31696867048715e-05,0.00012116243758201,0.00025618121775983,5.67143324851963e-05,5.0914003026483e-05,1.3856342595815e-05,9.66721576452209e-05,5.02695219755149e-05,4.80138382971264e-05,7.3793080335852e-05,3.19018120229229e-05,9.34497523903802e-06,1.70787478506557e-05,3.86688630580884e-05,2.51347609877574e-05,3.02906093955026e-05,3.54464578032477e-05,5.80032945871326e-06,5.34919272303556e-05,2.73904446661459e-05,1.67565073251716e-05,1.67565073251716e-05,9.02273471355395e-06,8.70049418806988e-06,5.80032945871326e-06,4.18912683129291e-06,3.35130146503433e-05,7.08929156064953e-06,1.12784183919424e-05,1.93344315290442e-06,1.22451399683946e-05,3.2224052548407e-07,0.00265977329734551,0.00070216210502978,0.00341542732960565,0.0004166569994509,0.00015403097118138,0.00012148467810749,0.00928342729867056,0.00087713871036763,0.00330070970253333,0.0554769288673374,0.00033384118440149,0.00050881778973934,2.38457988858212e-05,0.00027616013033984,8.21713339984378e-05,5.38141677558396e-05,6.44481050968139e-06,0.00013598550175427,7.73377261161767e-06,0.00155319933283322,0.00160894694374196,0.00238200196437824,0.00013082965334653,9.34497523903802e-05,0.00462834066752769,0.0004024784163296,0.00167661745409361,1.90121910035601e-05,0.00895828660845714,0.00040151169475315,5.38141677558396e-05,5.60698514342281e-05,0.00012664052651523,5.89700161635848e-05,0.00014371927436589,2.19123557329167e-05,5.47808893322919e-06,0.00013630774227976,1.74009883761398e-05,0.00013308533702492,0,0.00213709916501035,3.28685335993751e-05,1.93344315290442e-06,2.38457988858212e-05,1.16006589174265e-05,1.93344315290442e-06,2.57792420387256e-06,3.2224052548407e-07,0,0.00051010675184128,2.96461283445344e-05,1.12784183919424e-05,9.66721576452209e-07,6.44481050968139e-07
"mgm4562567","bone",0.131528314039279,0.179194113978619,0.00331582839480509,0.567482389986403,0.00380962442194513,0.00025183938168149,4.87321130993965e-05,0.0024372872229852,0.00033805773562658,0.00155090801898848,7.56540497067554e-05,0.00014551477128281,0.00013017949093684,8.45144339066456e-05,3.5100752791873e-05,0.00017175513987479,0.00020617432465129,6.20226893992319e-05,0.00020344805258978,4.7028193060956e-05,0.00015982769960571,6.54305294761127e-05,4.19164329456347e-05,4.94136811147726e-05,3.06705606919278e-05,5.21399531762773e-05,9.64418741757287e-05,6.20226893992319e-05,2.55588005766065e-05,4.32795689763871e-05,3.85085928687539e-05,3.30560487457445e-05,1.43129283228997e-05,3.10113446996159e-05,2.01062564535971e-05,5.92964173377272e-05,3.06705606919278e-05,2.28325285151018e-05,3.1352128707304e-05,6.67936655068651e-05,2.3514096530478e-05,1.5676064353652e-05,2.18101764920376e-05,1.12458722537069e-05,1.26090082844592e-05,1.1586656261395e-05,5.4525441230094e-06,1.87431204228448e-05,2.04470404612852e-06,3.06705606919278e-06,0,0.00014074379517518,0.00013972144315211,0.00016085005162877,0.00010768774642943,4.87321130993965e-05,8.75814899758384e-05,4.63466250455799e-05,2.86258566457993e-05,3.85085928687539e-05,1.1586656261395e-05,3.54415367995611e-05,2.41956645458542e-05,3.74862408456896e-05,8.17881618451409e-06,1.70392003844044e-06,4.73689770686441e-05,0.00014483320326743,0.00029239267859637,0.00012540851482921,5.82740653146629e-05,0.00038542671269522,5.69109292839106e-05,0.00010802853043712,0.00027194563813509,6.50897454684247e-05,6.13411213838557e-05,1.26090082844592e-05,0.00010393912234486,5.4525441230094e-05,4.63466250455799e-05,7.08830735991221e-05,2.28325285151018e-05,9.20116820757835e-06,1.60168483613401e-05,3.71454568380015e-05,2.62403685919827e-05,3.06705606919278e-05,3.06705606919278e-05,6.13411213838557e-06,7.70171857375077e-05,2.07878244689733e-05,2.07878244689733e-05,1.46537123305877e-05,7.15646416144983e-06,1.09050882460188e-05,5.4525441230094e-06,3.74862408456896e-06,3.23744807303683e-05,9.20116820757835e-06,1.19274402690831e-05,2.38548805381661e-06,1.26090082844592e-05,6.81568015376174e-07,0.00264550625168262,0.00070031113579901,0.00340647694085012,0.00039496866491049,0.0001458555552905,0.00012200067475233,0.00924206228850093,0.00087206627567381,0.00336933148401212,0.0564007756244015,0.00033942087165733,0.00051662855565514,2.41956645458542e-05,0.00027092328611202,9.91681462372334e-05,6.54305294761127e-05,6.81568015376174e-06,0.00013017949093684,8.17881618451409e-06,0.00158157857968041,0.00157544446754203,0.0023885551098858,0.00013222419498297,9.64418741757287e-05,0.00468680245773426,0.00039973964101812,0.00169199259817135,1.73799843920924e-05,0.00930101792183096,0.00039496866491049,5.41846572224059e-05,6.2704257414608e-05,0.00012540851482921,6.71344495145532e-05,0.00015744221155189,1.90839044305329e-05,7.15646416144983e-06,0.0001315426269676,1.80615524074686e-05,0.00013495046704448,3.40784007688087e-07,0.00211626868774302,2.65811525996708e-05,2.04470404612852e-06,2.21509604997257e-05,1.09050882460188e-05,2.38548805381661e-06,2.7262720615047e-06,0,3.40784007688087e-07,0.00051696933966282,3.23744807303683e-05,1.12458722537069e-05,6.81568015376174e-07,6.81568015376174e-07
"mgm4563006","bone",0.0845508237488343,0.129623873173764,0.00310848616723656,0.670189617656201,0.00373018340068387,0,0.00031084861672365,0.00155424308361828,0,0.00155424308361828,0,0,0,0,0,0.00031084861672365,0.00062169723344731,0,0.00031084861672365,0,0.00031084861672365,0,0,0.00031084861672365,0.00031084861672365,0,0,0.00031084861672365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031084861672365,0,0.00031084861672365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031084861672365,0,0,0,0,0.00062169723344731,0,0,0.00031084861672365,0,0,0,0,0,0,0.00031084861672365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155424308361828,0.00031084861672365,0.00217594031706559,0.00031084861672365,0,0,0.0108797015853279,0.00124339446689462,0.00155424308361828,0.0528442648430214,0.00031084861672365,0.00031084861672365,0.00031084861672365,0,0,0,0,0.00031084861672365,0,0.00217594031706559,0.00124339446689462,0.00186509170034193,0,0,0.00870376126826236,0.00062169723344731,0.00062169723344731,0,0.00155424308361828,0,0,0,0.00062169723344731,0,0,0,0,0,0,0.00031084861672365,0,0.0102580043518806,0,0,0,0,0,0,0,0,0.00062169723344731,0,0,0,0
"mgm4563007","bone",0.0865533230293663,0.123647604327666,0.00309119010819165,0.673493044822257,0.00231839258114374,0.00038639876352395,0,0.00154559505409583,0,0.0027047913446677,0,0,0,0,0,0,0.00077279752704791,0,0,0,0,0,0,0,0,0,0,0.00038639876352395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038639876352395,0.00038639876352395,0.00038639876352395,0,0,0,0,0,0,0.00038639876352395,0,0,0,0,0,0,0,0,0,0,0,0,0.00038639876352395,0,0,0,0.00077279752704791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00309119010819165,0.00115919629057187,0.00231839258114374,0.00154559505409583,0.00038639876352395,0.00038639876352395,0.0127511591962906,0.00038639876352395,0.00231839258114374,0.0479134466769706,0,0,0.00038639876352395,0.00038639876352395,0,0,0,0.00038639876352395,0,0.00115919629057187,0.0027047913446677,0.00077279752704791,0,0,0.00850077279752705,0.00038639876352395,0,0,0.00077279752704791,0,0,0,0.00115919629057187,0,0,0,0,0,0,0.00077279752704791,0,0.0127511591962906,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4563008","bone",0.0908662900188324,0.115819209039548,0.00188323917137476,0.683145009416196,0.00188323917137476,0.00047080979284369,0,0,0.00094161958568738,0.00376647834274953,0,0,0,0.00047080979284369,0,0.00094161958568738,0.00047080979284369,0,0,0,0,0,0,0,0,0,0,0.00094161958568738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047080979284369,0,0,0,0,0,0,0,0,0,0.00047080979284369,0,0.00047080979284369,0,0.00047080979284369,0,0,0,0,0,0,0,0,0,0,0,0.00047080979284369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047080979284369,0,0,0,0,0,0,0.00235404896421846,0.00141242937853107,0.00188323917137476,0.00047080979284369,0,0,0.00941619585687382,0,0.00235404896421846,0.0484934086629002,0.00094161958568738,0.00047080979284369,0,0.00047080979284369,0,0.00047080979284369,0,0,0,0.00094161958568738,0.00141242937853107,0.00188323917137476,0,0.00094161958568738,0.00894538606403013,0,0.00094161958568738,0,0,0.00094161958568738,0,0,0,0,0,0,0,0,0,0,0,0.0108286252354049,0,0,0,0,0,0,0,0,0,0,0,0,0
"mgm4563009","bone",0.0796752856283824,0.129585087191822,0.0021046301864101,0.679494888755262,0.00360793746241732,0,0,0.00090198436560433,0.00060132291040288,0.00270595309681299,0.00030066145520144,0,0.00060132291040288,0,0,0,0.00030066145520144,0,0.00030066145520144,0,0.00060132291040288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030066145520144,0,0,0,0,0,0.00030066145520144,0,0,0,0,0,0,0,0,0.00060132291040288,0.00060132291040288,0.00030066145520144,0.00030066145520144,0,0,0,0,0,0,0,0,0,0,0.00030066145520144,0.00060132291040288,0,0,0.00030066145520144,0,0.00030066145520144,0,0,0,0,0.00060132291040288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030066145520144,0,0,0,0,0,0,0,0,0,0,0.0021046301864101,0.00150330727600722,0.00240529164161155,0.00030066145520144,0,0,0.00691521346963319,0.00090198436560433,0.00180396873120866,0.0472038484666266,0,0.00030066145520144,0.00030066145520144,0.00030066145520144,0,0,0,0.00030066145520144,0,0.00120264582080577,0.00180396873120866,0.00240529164161155,0,0.00060132291040288,0.010823812387252,0,0.00180396873120866,0,0.00120264582080577,0.00060132291040288,0,0,0,0,0,0,0,0.00030066145520144,0,0.00030066145520144,0,0.00871918220084185,0,0,0.00030066145520144,0,0,0,0,0,0,0,0,0,0
