#OTU ID	mgm4527652	mgm4527653	mgm4528934	mgm4528937	mgm4529373	mgm4529374	mgm4529786	mgm4529787	mgm4543770	mgm4543771	mgm4543772	mgm4543773	mgm4543774	mgm4543776	mgm4543777	mgm4543778	mgm4543779	mgm4543780	mgm4543781	mgm4543782	mgm4543783	mgm4543784	mgm4543785	mgm4543786	mgm4543787	mgm4543788	mgm4543789	mgm4543790	mgm4552818	mgm4552830	mgm4604823	mgm4604824	mgm4604825	mgm4604826	mgm4604827	mgm4604828	mgm4604829	mgm4604830	mgm4604831	mgm4604832	mgm4604833	mgm4604834	mgm4637196	mgm4637198	mgm4637199
Pseudomonadota	0.464374439307156	0.421405424601589	0.473823324831904	0.444341896118546	0.470476063029005	0.43494593528838	0.474656885113553	0.440654664484452	0.45293179869011	0.442172460713131	0.415301814969157	0.418676846404708	0.410949848797687	0.433348960038823	0.365792928980456	0.37465465147721	0.357801219928898	0.400808677002976	0.399918161236659	0.392436115968302	0.336493194722056	0.437945938193659	0.425192062435762	0.423885827932121	0.442060623502823	0.417012868883566	0.413883215393397	0.425100197230814	0.242770167427702	0.231691297208539	0.404621844452154	0.496989156767151	0.387957473601542	0.432158812398029	0.416757676988308	0.411237063675229	0.384091916186618	0.443944109781512	0.424421579860246	0.457195442685866	0.436325180568368	0.468431736210707	0.502355870522888	0.53850656535712	0.527851869145242
Actinomycetota	0.450089710855013	0.44646424290851	0.42647808949687	0.404912064810542	0.435231340537285	0.421538716974867	0.427972199796413	0.413376977632297	0.121002531697731	0.11221434068324	0.119528103511615	0.11725524402704	0.122145873703494	0.107413183442602	0.135769624725883	0.14022178723004	0.14227075442206	0.158988575086528	0.160634482709328	0.163257255358149	0.14537209922646	0.14984012229585	0.137892129341472	0.157924315009701	0.16785989385385	0.153527045939645	0.159521500828674	0.178892506494516	0.120243531202435	0.0911330049261084	0.471517162915043	0.378339242219748	0.5082529738464	0.459931884151719	0.480002202602742	0.516698007783516	0.565012344115971	0.462010476247381	0.457085505192082	0.433640256623426	0.420385662534032	0.410506318658627	0.262030262401839	0.234347561735505	0.243000554469315
Chloroflexota	0.0051238699882685	0.005837439517024	0.0065847437978205	0.0079474952571399	0.0056204208624669	0.0069319054438287	0.0065463863245463	0.0061756683033278	0.0021196207861913	0.0027938568608425	0.0024588741466624	0.0022321264495958	0.0019559059593159	0.0024335256438948	0.0028226333120226	0.0036489377961179	0.0027059447905837	0.0039800941045421	0.0041973636482219	0.0034036010282361	0.0041621488674036	0.0046007620674256	0.0042834003885194	0.0049056285974339	0.0044236027052878	0.0042427759360511	0.0065124851285648	0.0056999886108695	0.0	0.0013136288998358	0.0057996265382339	0.005750179365198	0.0054365365042325	0.0062632902398429	0.0046759420715478	0.0016238127242604	0.0010919794897765	0.0045410349866104	0.0057626903725709	0.0049620136677594	0.0053101725806088	0.004377632774428	0.010668454319096	0.0061065185291485	0.0064989640178597
Bacillota	0.0069008350010351	0.0057930483419896	0.0063760723394389	0.0062298107983387	0.006540430229835	0.005230060394745	0.0059847660500544	0.0060229132569558	0.0509790690666715	0.0624546904451211	0.0585926495214098	0.0659861662064386	0.0712046506425468	0.0530240030907896	0.0778128372758083	0.0795962214462902	0.0901685944645181	0.0631733700782276	0.0609591574538495	0.0680848643421876	0.108825556945055	0.0567916244291828	0.0625846411037828	0.0657506470117612	0.0500698329933384	0.0562042315314755	0.0728442436370888	0.0635079606406115	0.28310502283105	0.545648604269294	0.0054169812860962	0.0055836025450839	0.0067104779142115	0.0066308735030993	0.0061787595675556	0.0048724368275932	0.003544976894347	0.0110339183446588	0.0069525897009741	0.0093122722257951	0.0094953085975294	0.0077941386275407	0.0145259528825895	0.0126775403230375	0.0121516327662182
Cyanobacteriota	0.0021565109378234	0.0021529719891685	0.0017621145374449	0.0029739014510588	0.002074202937339	0.002947097524023	0.0020007722278774	0.0026186579378068	0.0038864006881685	0.004931073710978	0.0045943308414037	0.0046835452342507	0.0041093171056622	0.0041520706170035	0.0130297593268576	0.0075903196604709	0.0181942435059506	0.0102169612406465	0.0065774779008535	0.0162345347158131	0.0083520107526509	0.0075082220491073	0.0080340663066075	0.0107651744097536	0.0058473493088649	0.0068169542370533	0.006498731200099	0.0076072160084171	0.0038051750380517	0.0016420361247947	0.0028175445399073	0.0035374620775408	0.0036051752036162	0.0029991919328821	0.0031111763734145	0.0033854398125724	0.0021523074001392	0.0027340362160214	0.0032583542028014	0.003503213021495	0.0053686744819206	0.0030936272779834	0.0049722275426163	0.0040521301062315	0.0048559838912072
Candidatus.Melainabacteria	3.45041750051756e-05	0.0	0.0	0.0	1.67274430430564e-05	0.0	0.0	4.36442989634479e-05	6.30992822134713e-05	8.64366893075027e-05	8.00091954230233e-05	7.47309074782361e-05	7.25529258478867e-05	8.12745737796446e-05	0.000107240817505	0.0001131567500205	8.43335829413518e-05	8.67989627523951e-05	0.000101851736036	0.0001045850450724	0.0001177803258358	6.68194278301287e-05	6.99550314707956e-05	7.93581384200281e-05	7.95672893794598e-05	8.83493332637248e-05	7.73658476202265e-05	6.50807453191578e-05	0.0	0.0	1.91322626068856e-05	7.86977102901191e-06	7.89866241793854e-06	2.66959911862158e-05	1.37662671390026e-05	1.09852029316511e-05	3.16515794138128e-05	1.44849600848819e-05	3.39647762626972e-06	1.56860284544556e-05	0.0	0.0	2.68147864393794e-05	3.39880437614946e-05	1.75095573000263e-05
Candidatus.Margulisbacteria	0.0	0.0	0.0	0.0	3.34548860861129e-05	0.0	0.0	0.0	3.34812517867399e-05	4.74007651041144e-05	4.50756030552244e-05	3.79780021610708e-05	3.62764629239434e-05	3.76925559557772e-05	4.53711150982697e-05	5.43740227371589e-05	4.07127641785836e-05	5.24410399962387e-05	5.18193042990367e-05	4.40358084515725e-05	5.71580993026712e-05	3.25948428439652e-05	3.22869376019056e-05	2.91519692155205e-05	2.70867368100289e-05	3.41349696700755e-05	2.40693748151816e-05	3.07325741784912e-05	0.0	0.0	1.40303259117161e-05	7.86977102901191e-06	0.0	5.13384445888766e-06	0.0	2.99596443590484e-06	1.58257897069064e-05	1.81062001061023e-06	0.0	0.0	0.0	5.00586938185022e-06	1.53227351082168e-05	1.88822465341636e-05	2.91825955000438e-06
Deinococcota	0.0011386377751708	0.0019310161139965	0.0016693716670531	0.0021022406809208	0.0015221973169181	0.0018471245044932	0.0014216013198076	0.0018985270049099	0.0006631863334681	0.0007667770825665	0.0006648651450645	0.0007264824284359	0.000616699869707	0.0006584418368524	0.000871675362797	0.0009581584547196	0.0008622381842107	0.0009602135254483	0.0010185173603603	0.0010293370225555	0.0008261943444658	0.0010153293545895	0.0009273525966769	0.0010494708917587	0.0010834694724011	0.0010481443628105	0.0011140682057312	0.0010684089023228	0.0	0.0008210180623973	0.00176909654905	0.0019976102128641	0.0016824150950209	0.0015801973244456	0.0013720379581872	0.001133473211584	0.0012344115971387	0.0014394429084351	0.0018488159878994	0.0014901727031732	0.0023355759062169	0.0016419251572468	0.0031296686458532	0.0028059018349767	0.0028861586949543
Armatimonadota	0.0002242771375336	0.0003107382252408	0.0003014143287734	0.000358919140645	0.0003512763039041	0.0003735757424817	0.000403664572291	0.0003273322422258	0.0006812146998148	0.0003931475223341	0.0005104812046004	0.0003822302152985	0.0002912193829172	0.0003250982951185	0.0002914750424494	0.0003585746364288	0.0005307199616136	0.0003490041627335	0.0003859644733997	0.0003504516422604	0.0002996470054352	0.0003813596612743	0.0003659186261549	0.0003854538151829	0.000421537341606	0.0003473735148778	0.0003971446844504	0.0003904844719149	0.0007610350076103	0.0	0.0003686149262259	0.0003843071519167	0.000301277552227	0.0002762008318881	0.0002271434077935	0.0002536583222399	0.0002057352661897	0.0002770248616233	0.0003634231060108	0.000345092625998	0.0003330108228517	0.000300352162911	0.0011032369277916	0.0008006072530485	0.0008900691627513
Mycoplasmatota	1.72520875025878e-05	2.21955875172016e-05	0.0	0.0	1.67274430430564e-05	2.07542079156549e-05	3.51012671557443e-05	6.54664484451719e-05	0.0006052380130679	0.0007862950446682	0.0008406599969799	0.0007791615927239	0.0007245215789532	0.000669042868215	0.0010847821155313	0.0011109935456565	0.0009829224494543	0.0008553314454558	0.0008666331925873	0.0008220017577626	0.0009890083242977	0.0006209317561775	0.0006654696583503	0.0006170500150618	0.0006974834728582	0.0007569931509187	0.0007203620033972	0.0006182670805319	0.0015220700152207	0.0021346469622331	2.93361359972245e-05	3.54139696305536e-05	3.49797907080135e-05	3.0803066753326e-05	3.2121289991006e-05	5.39273598462871e-05	4.74773691207191e-05	5.61292203289172e-05	6.56652341078812e-05	4.18294092118816e-05	1.35004387642598e-05	5.00586938185022e-05	0.0002221796590691	0.0001661637695006	0.0001692590539002
