#OTU ID	mgm4675013	mgm4675016	mgm4715759	mgm4715760	mgm4715761	mgm4715762	mgm4715763	mgm4715764	mgm4715765	mgm4715766	mgm4715767	mgm4715768	mgm4715769	mgm4715770	mgm4715771	mgm4715772	mgm4715773	mgm4715774	mgm4715775	mgm4715776	mgm4715777	mgm4715778	mgm4715779	mgm4715780	mgm4715781	mgm4715782	mgm4715843	mgm4715845	mgm4715847	mgm4715849	mgm4715852	mgm4715854	mgm4715856	mgm4715858	mgm4715868	mgm4715870	mgm4715872	mgm4715961	mgm4715962	mgm4715963	mgm4715964	mgm4715965	mgm4715966	mgm4715967	mgm4715968	mgm4715969	mgm4715970	mgm4715971	mgm4715972	mgm4715973	mgm4715974	mgm4715975	mgm4715976	mgm4715977	mgm4715978	mgm4715979	mgm4715980	mgm4715981	mgm4715982	mgm4716114	mgm4716115	mgm4717073	mgm4717074	mgm4717076	mgm4717081	mgm4717083	mgm4717085	mgm4717087	mgm4717089	mgm4717090	mgm4717092	mgm4717093	mgm4717094	mgm4717096	mgm4717098	mgm4717101	mgm4717103	mgm4717105	mgm4717107	mgm4717109	mgm4717156	mgm4717157	mgm4717158	mgm4717159	mgm4717160	mgm4717161	mgm4717162	mgm4717163	mgm4717164	mgm4717165	mgm4717166	mgm4717167	mgm4717168	mgm4717169	mgm4717170	mgm4717171
Pseudomonadota	0.671875513316686	0.776157226142306	0.411069966330004	0.411052807700585	0.593813767208165	0.347292228948582	0.453342832579306	0.496986261380102	0.451906867637089	0.450515350823562	0.385294670811714	0.460663039704821	0.459400154462025	0.412754083745699	0.378443645816763	0.721453414892359	0.386796385678261	0.411035608965088	0.449246380934743	0.411270154769955	0.722832743777886	0.381052315567248	0.59755478779927	0.350124444590557	0.408293485914406	0.498357191223158	0.640556756887412	0.672215728652082	0.566026947470714	0.594370266413283	0.548432465939309	0.676093180721656	0.61632640837982	0.933635615319202	0.595925061688965	0.730016916664321	0.640873289209667	0.675948826676125	0.74625828784088	0.853542123247671	0.673099993017986	0.853222485377921	0.671202257917769	0.704155937284193	0.623077300956936	0.68957852054686	0.67824706326157	0.62937613752579	0.691502405582284	0.743753529363731	0.624857083432952	0.667737703900725	0.630686232338523	0.703339119878018	0.680577315733658	0.687463975869432	0.693033889435231	0.706395776303868	0.705674624556681	0.667455993309752	0.665730723657361	0.632997795975436	0.616890799703032	0.623158416016696	0.618637333498769	0.684097980846754	0.676716134552988	0.676236596333449	0.673032588656196	0.62308086036546	0.685733504728795	0.673925609202148	0.635555264614715	0.700694449823173	0.624922252396751	0.662504641314691	0.74834873583536	0.626155409887175	0.703382151927506	0.675897053031664	0.549148967043724	0.674216231302902	0.731240106989705	0.549138711973923	0.727494846778301	0.566693549309631	0.673033813770173	0.617809121994095	0.699531128589027	0.936149342542998	0.70223480693129	0.549192580417344	0.726667723206591	0.745768930622175	0.665712843878516	0.67430471608389
Actinomycetota	0.237448073592101	0.123242224042286	0.046644545343507	0.0339069095754849	0.0242056307025952	0.0286113904539936	0.0409861384106638	0.0934055913277219	0.0563949390607774	0.0401840184297923	0.0321358728580326	0.0563809817057936	0.0556813875328985	0.036519838593908	0.0414910656725915	0.0237663912410964	0.0324067841991426	0.0465909799573418	0.0553537720350161	0.0361083775932629	0.0240189157738229	0.0419576640352539	0.0243262455653091	0.0291697440086065	0.0333911162452597	0.0961836184179413	0.128268774399794	0.0955936838390967	0.107478223739345	0.212036904613694	0.119361960548374	0.181893204434352	0.222567906081947	0.0243789011058179	0.208628612541017	0.116224050431047	0.126053926706797	0.153176906199894	0.160442711528703	0.0310132394653165	0.156039195192425	0.0303537580529996	0.183616000205032	0.109124700837001	0.185789194115957	0.208537444973894	0.185250539988023	0.179676518442853	0.159477049744997	0.163234812091212	0.182622589467423	0.186759532030276	0.177533516994093	0.144408079923104	0.182067139758539	0.210924457584853	0.158574381238559	0.107045229944732	0.141853137916454	0.145293806701961	0.147436679428702	0.17423383670122	0.174077934234997	0.175300058806884	0.170510017084914	0.108011699539164	0.188045485512916	0.204105845728122	0.207449531542634	0.182998468496853	0.10586499741129	0.217846831832875	0.171924425738907	0.141657849854465	0.173897046240203	0.200501287040948	0.133229910331942	0.17953244373466	0.138853629669915	0.215581182152239	0.186455808876559	0.184705759218965	0.0320105870389554	0.188492306864753	0.0314641867816198	0.109430087969159	0.0981299019693405	0.21956074828925	0.119603525063963	0.0231383919729941	0.11693737830899	0.122217418980932	0.12011123745889	0.135971392566188	0.197567409248636	0.191138708112801
Chloroflexota	0.0068949169234115	0.0045485429806057	0.0005022334189072	0.0004212222962051	0.0002769197997656	0.0006722335669432	0.0003187829575088	0.00039412906543	0.0003356903803286	0.0003211378733769	0.0001537146958928	0.0002276896816679	0.0002355206794398	0.0002726931166773	0.0003549084903843	0.000408365072105	0.0001646363566786	0.0005057002327668	0.0003340663201569	0.0002689320371558	0.0004214054836967	0.0003583444807264	0.000288362987777	0.0006984314483468	0.0003826871570474	0.0004244052533565	0.0012277756188925	0.0014886203246295	0.0022263994905477	0.0014183397451001	0.0022555196420339	0.0007419021729985	0.0021156961361232	0.0003436343543342	0.0013980179969243	0.0012307576851999	0.0011972620699523	0.0071618418159435	0.0013835375680017	0.0009342146458436	0.0073085464787023	0.0009008791973631	0.0023380084960243	0.0024058282792007	0.0043844412063963	0.0006564156119265	0.003154193257469	0.0018738832699278	0.0034194824386937	0.0014272718176496	0.0042413321903895	0.0023029598895406	0.0017980804276515	0.0061546147844708	0.0030857627211046	0.0006489943108005	0.0033913478923329	0.0022914527560041	0.0059389134549956	0.0071354486002302	0.0072579475017865	0.0052912575214729	0.0045318036336368	0.0018288719690136	0.0044392196007386	0.0023454295840313	0.0032342037507283	0.0027491152914881	0.00279905407413	0.0050535564457585	0.0023361883521472	0.0006639369078155	0.0051957068461911	0.0059506124263609	0.0017901127473022	0.0023495950969677	0.0016326485506264	0.0049854216739067	0.005822528098109	0.00065625203137	0.0010737807347536	0.0007201871703443	0.000538802775481	0.0011088286148689	0.0004993095351895	0.002321630804077	0.0015065911492632	0.0021860011166479	0.0025236425660949	0.0003375739625219	0.0025136552389595	0.0021780851852203	0.001323374094952	0.0016546081365796	0.0023159829687946	0.0032836008103422
Bacillota	0.0054384663806127	0.0198330859406609	0.190417994289988	0.176210683629231	0.125490991653522	0.207227554985483	0.119686592598245	0.141965439226872	0.169411098470273	0.120102909456029	0.18093195879509	0.192468704291107	0.193134428514071	0.237682388123882	0.190975172888707	0.0753034597042274	0.180903856059098	0.190377110575009	0.170479581346602	0.23811813293717	0.0749746711235383	0.190294430005444	0.124485569621279	0.206594911460409	0.17667058058453	0.14058112353296	0.0589741349016137	0.048859275758645	0.0522900196688806	0.0330884206475696	0.0726836429680833	0.0219772866806256	0.0300700592117632	0.0070294064673431	0.0338183963255995	0.0262555385659296	0.0599136826623275	0.0178454207386459	0.0119997100232314	0.0171657043403758	0.0174857133185089	0.0174062007616377	0.0130557495530937	0.0143863288371141	0.0204339840490594	0.0122885622002771	0.0204230399802285	0.0159959152672031	0.0176568628540317	0.0117358316532316	0.0209084848025409	0.0128711210093951	0.0162457683050564	0.0208261303221579	0.0211525156640831	0.0120128342964655	0.0177855047409114	0.0146544455853013	0.0212975445207766	0.0206820138060495	0.0203680590503809	0.0160858681804337	0.0248679659430348	0.0181635339841885	0.0255705601356198	0.0169810285116284	0.0225019686457613	0.0155852380065455	0.0152212721290395	0.0152304929547393	0.0172901158443204	0.0133449587214324	0.0162074329859563	0.0211014844775051	0.0183991842255277	0.0124963483313565	0.0150945660036	0.0156151131033144	0.0214354140481723	0.0136252356389304	0.0333322504564326	0.0215753551451909	0.0632170617535034	0.032960450149372	0.0642916537023631	0.0518457508264983	0.0476354099289394	0.0307022904795628	0.0146023563599608	0.0068841055402629	0.0148981385224199	0.0714975661818032	0.0261661366615112	0.0148077432368039	0.0126585505383996	0.0219193443615217
Cyanobacteriota	0.0018562475384399	0.001757294301948	0.0005397405787312	0.0006781738379663	0.0008752221021898	0.000531606505444	0.0005293516022359	0.0006496385926385	0.0007569079229198	0.000523910307785	0.0003959357365842	0.0004414325594731	0.0004554089467742	0.0005174246693748	0.0004842872213059	0.0005967316545624	0.0003915342951804	0.0005454906659601	0.0007409523166748	0.000500104056233	0.000624595000607	0.000505351244525	0.0008889244777179	0.0005187505774444	0.0006537967931196	0.0006818669332343	0.0023532882508504	0.00208903052223	0.0041865390254885	0.0029282516609031	0.0041438010975473	0.0026267875988077	0.0036890198420686	0.0009205402969757	0.0029756187934536	0.0076766009074336	0.0022734003507265	0.0025723888106904	0.0014032621361809	0.0020428831949954	0.0026161394540911	0.0020412505498905	0.0021134340981463	0.0021940804391306	0.0029534721233156	0.0012177612907403	0.0024087958033273	0.0021470255770698	0.002177246413849	0.0014005895403172	0.0029977005059664	0.0021004166357824	0.0021756904517201	0.0027478544831843	0.0024133786262336	0.0012274335886753	0.0021496841519715	0.0022439348902497	0.002685037633687	0.002763508198593	0.00283501362458	0.0026362086324343	0.0030556541862307	0.00215827894802	0.0030517238615111	0.0024075492857384	0.0023769106607697	0.001773408189873	0.0018192755532716	0.0025202863576192	0.0024432198110513	0.0012315726670072	0.0025885691931626	0.0028171457694017	0.002122347287184	0.0019331921271276	0.0015476613657993	0.002445150340479	0.0027901776061348	0.0012386577853573	0.006897492706824	0.0026514849454893	0.0018840937817777	0.006997723254145	0.0018765384583633	0.0041616619193063	0.00204170280208	0.0036300271422841	0.0022504816955684	0.0008734197777842	0.0022526118695759	0.004254827257497	0.0077106206555097	0.001561470279851	0.0019708743692311	0.0023808551170836
Candidatus.Melainabacteria	7.83545469615617e-06	2.05506459967128e-05	2.04964776733402e-05	2.73289501063972e-05	1.35247765453325e-05	2.06413970097496e-05	1.95332694552015e-05	2.18794081949773e-05	3.00016747203501e-05	1.53721349310106e-05	1.57489231185731e-05	1.90281975183122e-05	2.00002919582849e-05	2.19891910909571e-05	1.93610234341641e-05	1.12563994055481e-05	1.41503595052641e-05	2.19932576196147e-05	3.24540021032131e-05	1.91682534521592e-05	1.27658335231586e-05	2.1567602783262e-05	1.2930377085627e-05	2.22192117961342e-05	2.69052178238522e-05	2.05969343902271e-05	4.15249704521945e-05	3.14264290755116e-05	9.7546850095645e-05	5.04161389263009e-05	6.33768028747023e-05	4.61732365051869e-05	5.65664497731519e-05	1.16954761685535e-05	6.53544998562201e-05	3.68977151558928e-05	3.85998888589407e-05	2.40747665951379e-05	1.22958347091433e-05	1.06351577417791e-05	1.93944830806056e-05	1.09320172264298e-05	2.21050405899803e-05	2.88349878499847e-05	3.07469276927682e-05	1.21673016348316e-05	3.76950043349255e-05	2.60135530611449e-05	1.97224413604596e-05	1.15009816087803e-05	3.30442929590387e-05	2.01106776781246e-05	3.05371584681511e-05	3.04713771191938e-05	3.56960668126528e-05	1.34390538906061e-05	2.19658419284584e-05	2.31167995561574e-05	3.64164340623139e-05	3.07674286362467e-05	3.02428637885201e-05	2.54058005724583e-05	3.35206350546386e-05	2.570037671778e-05	4.04294161643776e-05	3.18815400295742e-05	3.82353350110535e-05	1.25056541521433e-05	1.48561992971313e-05	1.96198594525598e-05	3.12023914093286e-05	1.42828669869059e-05	2.39186940644817e-05	3.34599959414264e-05	2.71452732407798e-05	1.40304249765617e-05	1.55239749374634e-05	1.84515638495689e-05	3.5288049079449e-05	1.41000982705154e-05	5.11117897139689e-05	3.59559585787357e-05	1.53113968534551e-05	5.78661019152457e-05	1.5941467486096e-05	0.0001006669183339	3.5906839704387e-05	5.71222545232534e-05	2.57746612337724e-05	1.0236257268299e-05	2.01023496775009e-05	6.33394455898328e-05	2.77630929010928e-05	1.57581727293296e-05	2.16549478677689e-05	2.99189139894513e-05
Candidatus.Margulisbacteria	2.36007671570969e-06	6.42207687397274e-06	5.29840919446891e-06	8.61456035962522e-06	4.39555237723307e-06	6.27691604974842e-06	8.07375137481662e-06	7.19323009149939e-06	5.52269634155698e-06	6.14885397240422e-06	3.64437890347147e-06	3.89213131056386e-06	2.75866095976344e-06	5.97237288890192e-06	5.23270903626058e-06	5.69944273698639e-06	4.79881757135042e-06	6.22177682660154e-06	4.03656742577277e-06	5.76488825628848e-06	5.31909730131609e-06	3.71855220401068e-06	3.73890421753069e-06	7.14188950590028e-06	4.43144764157565e-06	6.3687889232939e-06	1.85932703517289e-05	8.82145377558222e-06	2.08590748632197e-05	1.54335119162146e-05	1.4758981491369e-05	1.91736321080861e-05	1.27551798508088e-05	4.6781904674214e-06	1.42074999687435e-05	8.13000503434927e-06	1.46413371533913e-05	7.22242997854136e-06	2.56163223107152e-06	4.47796115443331e-06	7.0525393020384e-06	5.87089814011971e-06	4.80544360651746e-06	9.61166261666156e-06	1.02489758975894e-05	4.33073448019431e-06	5.10157953405007e-06	9.07449525388774e-06	7.50008333425927e-06	3.6803141148097e-06	1.39952299591223e-05	5.45861251263381e-06	5.58206122536095e-06	9.05090409481003e-06	8.11274245742108e-06	4.66633815646045e-06	4.15569982430295e-06	1.027413313607e-05	6.74378408561369e-06	6.67245440304145e-06	8.1553789991515e-06	5.13825180117135e-06	1.27254262707424e-05	9.6721847862613e-06	1.21985307392519e-05	8.54556743060753e-06	5.68790107602449e-06	4.78939946252295e-06	4.87088501545288e-06	6.05907424270228e-06	1.0884555142789e-05	4.11173443562441e-06	9.12687010355221e-06	8.98462853982746e-06	6.19620367452581e-06	6.76466918512795e-06	4.20989150846464e-06	6.99886904638819e-06	8.99499290260464e-06	3.34578603029179e-06	1.25613720483483e-05	1.60199815449813e-05	5.80777122027609e-06	1.30402483189286e-05	4.27003593377573e-06	1.8875047187618e-05	5.98447328406449e-06	1.47412269737428e-05	6.82270444423387e-06	3.56043731071269e-06	1.11998805346076e-05	1.82100906070769e-05	7.51917099404597e-06	4.4687355501084e-06	4.38581222638357e-06	5.75363730566371e-06
Deinococcota	0.0021381351013643	0.0015006252962183	0.0002494435276027	0.0002285829033355	0.0003808915194579	0.0001799784967341	0.0002743773249473	0.0004323431002911	0.0002873294718242	0.0002706893214669	0.0001170105940793	0.0002448799282896	0.0002326470742733	0.0002007531705155	0.0003038895772808	0.0002771354030859	0.0001289528414044	0.0002394660615819	0.0002756168238317	0.0001935561232048	0.0002985343360363	0.0003057889429098	0.0003974143607883	0.000190223660173	0.0002207810521427	0.0004455442123359	0.0007486890194962	0.0006406580804516	0.0009472473996709	0.0009568777388053	0.0008994296955916	0.0006350776512535	0.0009937948822891	0.0002003116100141	0.0009501975979095	0.0006228834626316	0.0007387220109211	0.0014966479899977	0.0009949379585481	0.0005575061637269	0.0015554375430645	0.0005787895787104	0.0013230988063278	0.0011146616010292	0.00134721021109	0.0007537540250052	0.0012087909284846	0.0010447768868976	0.0011914021266903	0.0010180668920092	0.0012828960795862	0.0012833485312597	0.0010638751982452	0.0012975979503926	0.0011471417834793	0.0007197359972524	0.0012009972492235	0.0010569514463732	0.0012678314080953	0.001475724498806	0.0014676284123889	0.0016005654360648	0.0013007868658702	0.0010484648308307	0.0013035001418514	0.0010662238748034	0.0012036230665876	0.0011869728334619	0.0012169906211109	0.0016016152914876	0.0010409262901553	0.0007351348356745	0.0015805221262082	0.0012891392880766	0.001039781988049	0.0013286311366197	0.0009422263432382	0.0015820625348949	0.001340945865019	0.000739179727978	0.0007103672468721	0.0006625152367824	0.0005385387858801	0.000742071630899	0.0005445719160875	0.0009277371678277	0.0006632791223171	0.0009710783268953	0.0011439401118165	0.0002047251453659	0.0011041933501427	0.0009675100313846	0.0006368159434188	0.0009793586752974	0.0012823018496889	0.0011524535523244
Armatimonadota	0.0004723929554164	0.0003495750511732	4.67096600038706e-05	3.80228871045527e-05	3.36428816565146e-05	2.90910916921033e-05	2.95603477755383e-05	5.96438661753491e-05	4.46293569223118e-05	2.8927563006538e-05	1.58790795079828e-05	3.79482802779976e-05	3.34487641371317e-05	2.61969992626834e-05	3.97685886755804e-05	4.75903468538364e-05	1.63651983843489e-05	3.50155812101761e-05	4.24646893191296e-05	2.70949748045559e-05	5.26590632830293e-05	3.66897150795721e-05	3.30269872548545e-05	3.19684577883155e-05	3.5135049158207e-05	5.7183594162341e-05	0.0003272415581904	0.000167056280875	0.000235584845514	0.0002206992204018	0.0002986523313547	0.0001072158203595	0.000266749630793	4.5293389525489e-05	0.0002227735995098	0.0003108163463131	0.0003207783867243	0.0002933109063507	0.0001852060103064	6.19451293029942e-05	0.000339227140428	6.76165509931029e-05	0.000275512100107	0.0002105827900559	0.0003042885602698	0.0001111555183249	0.0002624479249183	0.0002286772803979	0.0002386137623751	0.0002120781008659	0.0002721294714273	0.0002614388098156	0.0002311630060384	0.0002769576653011	0.0002463028610073	0.0001142319580701	0.0002419210969147	0.0002208938624255	0.0002653679037688	0.0003035966753383	0.0003163607436754	0.0003374118682769	0.000290201794223	0.000236830353195	0.0002854456192984	0.0002133105100947	0.0002597474824717	0.0002418646728574	0.0002489022242896	0.0003286326458303	0.0002224077434176	0.0001164270066508	0.0003260495664579	0.0002881277428289	0.0002472580323453	0.00025906177546	0.000188655763223	0.0003324462797034	0.000295450920724	0.0001175804804931	0.0001702282487931	0.0001342118453879	4.91020657714251e-05	0.0001638181195065	5.32331146410707e-05	0.0002093414324444	0.0001695600763818	0.0002647278677367	0.0001986165071543	4.78433763627017e-05	0.0001915466747841	0.0003095715403203	0.0003088644085246	0.0001883924829282	0.0002573923550358	0.0002497078590658
Mycoplasmatota	5.40929583240661e-05	0.0001061783376496	0.000166481594163	0.000247445819985	0.0001036336002786	0.0002260896877149	0.0002639595812379	0.000192718622868	0.0001922495375114	0.000262723760639	0.0001600923589739	0.0001304945136625	0.0001374732711615	0.0002349585788793	0.0001539724633919	0.0001289498919243	0.0001618062847775	0.0001731969037544	0.0001906874451935	0.0002193539981517	0.0001256636737435	0.0001503534607821	0.0001106092497686	0.000226046471028	0.0002559161013009	0.0001983809996532	0.000505736953567	0.0004311485532815	0.0011276170470175	0.0006250572326066	0.0007301354961318	0.000456645483064	0.0006338769812814	0.0001241846924079	0.0006080809986622	0.0004534041269156	0.0005031295858165	0.0002315190054232	9.11941074261462e-05	9.10518768068107e-05	0.0002267391385605	9.02903644997722e-05	0.0001566574615724	0.0002373789403811	0.0002689472640712	0.0001107430674221	0.0002397742381003	0.0002090158740145	0.0001702796697741	7.88967338362329e-05	0.0002725182278151	0.0001499681963997	0.0001940587167169	0.0002362285968745	0.0002479254094987	0.0001160984933327	0.0001867096563918	0.0002311679955615	0.0002539034708233	0.0002676395599442	0.0002599527055979	0.0001413019245322	0.0002948574379806	0.0002089191913832	0.0003000838561855	0.0002313876719672	0.0002211961529565	0.0001080275656546	0.0001000966870675	0.0001162765199909	0.0002496191312746	0.0001058230599484	0.0001454004823393	0.0002732566335216	0.0002006389761275	0.0001074830770525	0.0001086678245622	0.0001142088176206	0.0002819584313701	0.0001142346944628	0.0005795557172651	0.0004296915049953	0.0001166834036073	0.0005643982475536	0.0001189916680212	0.0011794044636626	0.0004224040726335	0.0006344869776615	0.0003009570738178	0.0001123763026193	0.000305555715098	0.0007054430752567	0.0004349551221171	0.0001152463378712	0.0001096453056595	0.0002071309430038
