#OTU ID	mgm4454153	mgm4563797	mgm4589544	mgm4589543	mgm4589538	mgm4589547	mgm4589545	mgm4589537	mgm4589539	mgm4589548	mgm4589546	mgm4589540	mgm4589541	mgm4694205	mgm4694207	mgm4694211	mgm4694208	mgm4694212	mgm4694214	mgm4694206	mgm4694213	mgm4694209	mgm4694210	mgm4528142	mgm4528143	mgm4528144	mgm4528145	mgm4528146	mgm4528147
Thermomicrobiota	0.00012932985579721	0.00019435910654028998	0.00013720653461033998	0.0001927883848322	0.0002065404475043	0.00022264753610529	0.00015633757116308999	0.00013550841715745	0.00016391582292046999	0.00015797265970852	0.0001361710308147	0.00018704431805168	0.00023569666651766002	6.477398256704549e-05	6.51735905517707e-05	7.34572541907937e-05	6.425713489622199e-05	0.00010550096587953	3.60226673978731e-05	7.69686428239946e-05	0.00013022567664122	7.42915066647736e-05	9.27704329957338e-05	0.00070003500175008	0.00029137529137528997	3.05208381022143e-05	0.00049333991119881	0.00010200238528654001	1.93393672159047e-05
Candidatus Kaiserbacteria	0.000107774879831	0.00015563912828422	0.00031617157975428	0.00036895708131681	0.00028364888123924	0.00023549258626521	0.00046016341700834006	0.00045516929865707	0.00034464352511484	0.00041881123736677	0.0004285382440345	0.0003359163262969	0.00028852522970265	0.00017944143819249	0.00011176577443559	0.0002100418362018	5.8717726715513206e-05	6.48770307420113e-05	6.935707603471079e-05	7.432756194277909e-05	7.67489729254381e-05	5.9433205331818895e-05	5.29530347630516e-05	0.00035001750087504	0.0	0.0002136458667155	0.0	0.0017732722365199898	0.00019984012789768
Candidatus Nomurabacteria	0.00012932985579721	5.3714479639554996e-05	0.00026844756771589	0.00018281657182363999	0.00018175559380378002	0.00015842228530568998	0.00013273944721394	0.00013203384235853998	0.00011348018509878999	9.551835238189709e-05	0.00026032697067516	0.00019086154903233	0.00018286810333267	9.8036297939312e-05	7.099761353724809e-05	7.46050237875249e-05	4.431526544567029e-05	2.66784051649392e-05	4.0861533167736605e-05	4.98032394743494e-05	3.96123731228068e-05	3.16977095103034e-05	2.7092250343886897e-05	0.00054093613771597	0.00029137529137528997	7.630209525553571e-05	0.0	0.00054139727575167	0.00012892911477268998
Candidatus Yanofskybacteria	0.00012932985579721	4.72611499302091e-05	0.00011334452859115	7.645056639897891e-05	4.95697074010327e-05	6.85069341862447e-05	6.78446063537949e-05	5.55931967825437e-05	5.46386076401585e-05	5.510674175878679e-05	6.40804850892721e-05	8.39790815742261e-05	6.501977007383809e-05	0.00011641810380293	4.4928177316539795e-05	5.50929406430953e-05	3.76679756288198e-05	2.0008803873704397e-05	4.0055055539426e-05	3.2824862380821196e-05	3.16898984982454e-05	2.21223597623993e-05	2.29873639281464e-05	0.00035001750087504	0.0	0.0	0.0	0.00019615843324336	3.22322786931745e-05
Candidatus Azambacteria	0.0	1.87905776830952e-05	8.05342703147697e-05	3.32393766952082e-05	4.4061962134251295e-05	2.14084169332015e-05	2.65478894427893e-05	2.43220235923629e-05	2.52178189108424e-05	2.20426967035147e-05	3.20402425446361e-05	4.580677176775971e-05	5.2828563184993395e-05	2.01324540411087e-05	1.5530727961273e-05	3.32853183052034e-05	8.30911227106318e-06	6.972764986290939e-06	1.98931148316612e-05	1.01870262561169e-05	1.08934026087719e-05	6.27350500724755e-06	5.33635234046256e-06	0.00019091863684093	0.0	0.00010682293335775	0.0	4.70780239784069e-05	6.4464557386349005e-06
Candidatus Falkowbacteria	0.00019399478369581	6.71905505031889e-05	0.00019089604815351999	0.00012298569377226998	0.00015421686746988001	0.00011560545143928	0.00012094038523936999	0.0001181355431629	0.00013029206437268002	0.00012858239743716	0.00015219115208702	0.00013360308432263	0.00015848568955498	7.527787163197171e-05	6.29549151287317e-05	6.19795582234822e-05	5.5394081807087904e-05	3.39543338462863e-05	4.4625095433186e-05	5.31989148930551e-05	4.1097837114912e-05	3.3018447406566e-05	3.1197136759627304e-05	0.00149552932192064	0.0	0.00024416670481771003	0.0	0.0005727826250706099	0.00019339367215904
Candidatus Magasanikbacteria	0.00034487961545922	0.0001154007195083	0.00023862006019191	0.00018281657182363999	0.00016247848537005	0.0001284505015992	0.00020648358455501998	0.00014593214155417	0.0001429009738281	0.00018736292197987	0.000252316910039	0.00016795816314845	0.0001381670114069	0.00018907000316867	0.00013201118767081999	0.00013888012120446001	9.86014656166165e-05	5.33568103298785e-05	8.494897684871559e-05	8.9419452692582e-05	6.73410343087715e-05	5.11785934801774e-05	5.54159666124958e-05	0.00213192477805708	0.0	0.00019838544766439	0.00049333991119881	0.0004550875651246	0.00013537557051133002
Candidatus Nealsonbacteria	0.0	2.2396850167729602e-05	4.1758510533584296e-05	2.65915013561666e-05	5.23235800344234e-05	6.42252507996044e-05	4.12967169110056e-05	5.2118621983634794e-05	3.78267283662636e-05	5.510674175878679e-05	4.80603638169541e-05	6.87101576516395e-05	5.2828563184993395e-05	2.4509074484828e-05	2.0800082090990697e-05	2.75464703215477e-05	1.6064283724055498e-05	1.57645121429186e-05	9.14007978752003e-06	1.6601079824783098e-05	1.38643305929824e-05	6.93387395537887e-06	7.799284189906821e-06	0.0007318547745569099	0.0	7.630209525553571e-05	0.0	7.84633732973448e-05	4.51251901704443e-05
Candidatus Uhrbacteria	0.000107774879831	0.00018942420735079	0.0002565165647063	0.00017949263415411999	0.00028364888123924	0.00014557723514577	0.00015928733665673	0.00014940671635308	0.00025217818910842004	0.00014327752857284	0.00025632194035707997	0.00017177539412909	0.00018286810333267	0.00010416356656051	9.29070333397583e-05	8.2639410964643e-05	9.36159982539785e-05	7.942888810470551e-05	5.83352151144661e-05	8.791026361760171e-05	8.1700519565789e-05	6.405578796873809e-05	5.828938710351421e-05	0.00155916886753429	0.00029137529137528997	0.00010682293335775	0.0	0.00029816081852991003	0.00010958974755679
Candidatus Giovannonibacteria	0.0	2.10682234628643e-05	5.36895135431798e-05	5.31830027123331e-05	2.7538726333907105e-05	5.99435674129641e-05	3.24474204300758e-05	2.77965983912719e-05	4.62326680032111e-05	2.20426967035147e-05	7.609557604351059e-05	3.05378478451731e-05	2.8446149407304198e-05	0.00038776857131352	3.46668034849844e-05	0.00023184945853968998	1.10788163614176e-05	6.0632739011225505e-06	1.98931148316612e-05	1.88648634372536e-05	1.6340103913157802e-05	1.05659031701011e-05	1.2314659247221301e-05	0.00019091863684093	0.0	3.05208381022143e-05	0.0	9.41560479568138e-05	2.5785822954539602e-05
Candidatus Moranbacteria	0.00017243980772961	7.535211454736159e-05	0.00014913753761994	0.00012630963144178998	0.0001184165232358	0.0001284505015992	9.439249579658421e-05	0.00010771181876617	0.00012188612473573001	0.00013592996300499998	0.00016020121272318	0.00019086154903233	0.00016661316081421	7.527787163197171e-05	6.60055938354103e-05	7.001394540060029e-05	5.31783185348044e-05	6.94244861678533e-05	5.3496349344602506e-05	0.00012601728776085	6.23894876684207e-05	3.89617679397479e-05	3.448104589221961e-05	0.0008909536385910199	0.0	9.15625143066429e-05	0.0	0.00039231686648672	0.00013537557051133002
Candidatus Zambryskibacteria	2.15549759662018e-05	2.96093951369985e-05	8.351702106716859e-05	6.98026910599372e-05	6.0585197934595496e-05	5.99435674129641e-05	7.374413734108141e-05	4.51694723858168e-05	5.46386076401585e-05	7.71494384623015e-05	8.811066699774921e-05	5.7258464709699595e-05	7.72109769626827e-05	2.53843985735719e-05	1.41440558218736e-05	3.09897791117411e-05	1.32945796337011e-05	1.03075656319083e-05	1.1828338548555302e-05	1.88648634372536e-05	1.93110318973683e-05	1.15564565922981e-05	1.14936819640732e-05	0.00012727909122728002	0.0	1.5260419051107097e-05	0.0	0.00017261942125415	2.5785822954539602e-05
Candidatus Staskawiczbacteria	0.0	2.01192043879605e-05	5.0706762790780896e-05	4.32111897037707e-05	5.23235800344234e-05	2.56901003198417e-05	2.3598123949145998e-05	2.77965983912719e-05	5.46386076401585e-05	6.98018728944632e-05	2.4030181908477e-05	3.43550788258198e-05	4.06373562961488e-05	3.851425990472971e-05	1.9690744379471202e-05	2.2955391934623e-05	1.2186697997559301e-05	6.36643759617868e-06	1.4785423185694198e-05	1.28281071373324e-05	6.4370106324561e-06	2.97166026659094e-06	6.15732962361065e-06	9.54593184204665e-05	0.0	0.0	0.0	8.630971062707929e-05	2.5785822954539602e-05
Candidatus Wolfebacteria	4.31099519324036e-05	2.10682234628643e-05	6.56205165527753e-05	0.00010968994309418001	3.0292598967297802e-05	8.13519843461655e-05	5.89953098728651e-05	4.169489758690779e-05	3.78267283662636e-05	4.04116106231103e-05	0.0001161458792243	4.1989540787113e-05	6.095603444422321e-05	5.60207416796069e-05	2.5514767364948497e-05	3.21375487084723e-05	2.21576327228352e-05	1.84929853984238e-05	1.69360301945224e-05	2.67881060809001e-05	1.6340103913157802e-05	1.18866410663638e-05	1.0672704680925098e-05	0.00012727909122728002	0.0	4.57812571533214e-05	0.0	7.84633732973448e-05	0.0
Candidatus Harrisonbacteria	2.15549759662018e-05	1.72721471632491e-05	2.3862006019191e-05	2.32675636866457e-05	1.65232358003442e-05	2.9971783706482002e-05	1.47488274682163e-05	3.12711731901809e-05	8.40593963694747e-06	2.5716479487433803e-05	3.20402425446361e-05	3.05378478451731e-05	2.03186781480744e-05	1.5755833597389403e-05	1.7749403384312e-05	1.14776959673115e-05	1.10788163614176e-05	7.27592868134707e-06	1.2365990300762401e-05	1.6223782556038098e-05	7.92247462456135e-06	9.57534974790415e-06	9.85172739777704e-06	0.00015909886403411	0.0	1.5260419051107097e-05	0.0	0.00016477308392442	0.00010314329181815
Candidatus Taylorbacteria	6.46649278986054e-05	2.31560654276527e-05	0.00011632727934355	6.31548157208956e-05	5.50774526678141e-05	5.13802006396835e-05	6.48948408601516e-05	7.29660707770886e-05	3.36237585477899e-05	8.08232212462206e-05	0.0001361710308147	6.87101576516395e-05	7.31472413330678e-05	2.8885694928547302e-05	1.9136075523711397e-05	1.60687743542361e-05	2.38194551770478e-05	1.1520220412132901e-05	1.96242889555577e-05	2.8674592424625395e-05	1.93110318973683e-05	1.25470100144951e-05	1.2314659247221301e-05	0.00015909886403411	0.00029137529137528997	7.630209525553571e-05	0.00049333991119881	0.00029031448120017	2.5785822954539602e-05
Candidatus Buchananbacteria	0.00012932985579721	3.64423324763058e-05	9.246527332436519e-05	6.98026910599372e-05	6.0585197934595496e-05	4.70985172530432e-05	6.48948408601516e-05	7.991522037490659e-05	7.98564265510009e-05	6.2454307326625e-05	9.61207276339082e-05	7.63446196129328e-05	6.095603444422321e-05	3.851425990472971e-05	3.13387903504259e-05	3.7876396692128e-05	3.76679756288198e-05	2.24341134341535e-05	3.0108498123595398e-05	3.13156733058409e-05	4.01075277868419e-05	1.7499777125479998e-05	2.50398071360166e-05	0.00038183727368186	0.0	3.05208381022143e-05	0.0	0.00017261942125415	4.51251901704443e-05
Candidatus Portnoybacteria	2.15549759662018e-05	2.2966261612671898e-05	3.28102582763876e-05	2.32675636866457e-05	2.7538726333907105e-05	1.28450501599209e-05	3.53971859237191e-05	4.169489758690779e-05	2.94207887293161e-05	2.20426967035147e-05	5.20653941350336e-05	4.580677176775971e-05	3.65736206665339e-05	1.13792131536701e-05	1.3589386966113902e-05	1.14776959673115e-05	1.32945796337011e-05	9.39807454673996e-06	1.12906867963483e-05	1.5469188018547902e-05	1.4854639921052499e-05	6.27350500724755e-06	6.97830690675874e-06	0.00050911636490915	0.00029137529137528997	1.5260419051107097e-05	0.00049333991119881	0.00010984872261628	3.86787344318094e-05
Candidatus Adlerbacteria	4.31099519324036e-05	1.65129319033261e-05	6.26377658003764e-05	3.32393766952082e-05	3.30464716006885e-05	2.56901003198417e-05	2.3598123949145998e-05	2.77965983912719e-05	1.68118792738949e-05	1.1021348351757401e-05	3.20402425446361e-05	4.580677176775971e-05	3.65736206665339e-05	9.62856497618243e-06	1.16480459709548e-05	5.73884798365576e-06	9.416993907204939e-06	8.185419766515449e-06	7.79595040700238e-06	6.4140535686662205e-06	1.4359485257017499e-05	7.92442737757585e-06	8.62026147305491e-06	3.18197728068222e-05	0.0	0.0	0.0	0.00015692674659468998	0.0
Candidatus Sungbacteria	2.15549759662018e-05	2.0878419647883604e-05	7.456876880997191e-05	4.32111897037707e-05	5.23235800344234e-05	3.4253467093122304e-05	1.1799061974572999e-05	6.25423463803617e-05	6.72475170955797e-05	5.510674175878679e-05	4.4055333498874605e-05	7.25273886322861e-05	4.8764827555378604e-05	3.15116671947789e-05	2.6069436220708302e-05	3.44330879019346e-05	1.71721653601972e-05	1.60676758379748e-05	1.6129552566211802e-05	2.30151333934494e-05	2.17868052175437e-05	1.61790392292174e-05	1.2314659247221301e-05	0.00012727909122728002	0.0	4.57812571533214e-05	0.0	0.00012554139727575	4.51251901704443e-05
Candidatus Jorgensenbacteria	0.0	2.2396850167729602e-05	5.36895135431798e-05	3.6563314364729e-05	3.5800344234079205e-05	5.566188402632379e-05	2.65478894427893e-05	2.0847448793453896e-05	1.68118792738949e-05	2.9390262271352898e-05	3.20402425446361e-05	3.05378478451731e-05	3.65736206665339e-05	1.75064817748771e-05	9.70670497579564e-06	1.03299263705804e-05	1.4956402087913699e-05	1.3642366277525699e-05	1.371011968128e-05	1.28281071373324e-05	1.0398247944736802e-05	1.02357186960355e-05	9.441238756203e-06	9.54593184204665e-05	0.0	0.0	0.0	2.35390119892034e-05	6.4464557386349005e-06
Candidatus Liptonbacteria	4.31099519324036e-05	1.5374109013441502e-05	3.57930090287865e-05	2.32675636866457e-05	2.20309810671256e-05	5.99435674129641e-05	4.4246482404648796e-05	1.38982991956359e-05	2.94207887293161e-05	5.510674175878679e-05	3.60452728627156e-05	3.43550788258198e-05	4.8764827555378604e-05	1.66311576861333e-05	1.4698724677633401e-05	1.8364313547698397e-05	9.416993907204939e-06	1.27328751923574e-05	7.5271245308988495e-06	1.24508098685874e-05	1.1883711936842e-05	1.05659031701011e-05	5.74684098203661e-06	3.18197728068222e-05	0.00029137529137528997	1.5260419051107097e-05	0.0	3.1385349318937896e-05	1.93393672159047e-05
Candidatus Tagabacteria	0.0	4.36548774455747e-06	1.49137537619944e-05	1.32957506780833e-05	5.50774526678141e-06	4.28168338664029e-06	1.76985929618595e-05	3.47457479890898e-06	8.40593963694747e-06	1.4695131135676502e-05	4.00503031807951e-06	3.81723098064664e-06	0.0	7.87791679869472e-06	4.16001641819813e-06	4.59107838692461e-06	2.76970409035439e-06	1.81898217033677e-06	6.4518210264847295e-06	3.77297268745072e-06	2.97092798421051e-06	1.9811068443939603e-06	0.0	6.36395456136443e-05	0.0	0.0	0.0	1.5692674659469e-05	0.0
Candidatus Ryanbacteria	0.0	9.30038693405722e-06	4.4741261285983203e-05	3.6563314364729e-05	2.20309810671256e-05	5.13802006396835e-05	1.76985929618595e-05	2.0847448793453896e-05	2.1014849092368697e-05	1.4695131135676502e-05	5.20653941350336e-05	3.81723098064664e-05	3.2509885036919e-05	7.87791679869472e-06	1.7194734528552303e-05	6.8866175803869095e-06	1.7726106178268102e-05	9.70123824179609e-06	8.8712539114165e-06	1.35827016748226e-05	1.5349794585087602e-05	1.1226272118232499e-05	6.56781826518469e-06	9.54593184204665e-05	0.0	0.0	0.0	6.277069863787579e-05	7.091101312498391e-05
Candidatus Wildermuthbacteria	2.15549759662018e-05	1.1198425083864801e-05	2.08792552667921e-05	6.64787533904164e-06	2.47848537005164e-05	0.0	5.89953098728651e-06	1.38982991956359e-05	8.40593963694747e-06	1.8368913919595602e-05	1.20150909542385e-05	1.52689239225866e-05	3.65736206665339e-05	6.127268621207e-06	6.10135741335726e-06	8.034387177118069e-06	3.8775857264961504e-06	5.7601102060664295e-06	9.14007978752003e-06	7.16864810615636e-06	6.4370106324561e-06	5.94332053318189e-06	8.20977283148087e-06	0.00019091863684093	0.0	1.5260419051107097e-05	0.0	6.277069863787579e-05	3.86787344318094e-05
Candidatus Komeilibacteria	4.31099519324036e-05	2.3915280687575698e-05	6.56205165527753e-05	4.65351273732915e-05	3.5800344234079205e-05	3.4253467093122304e-05	2.94976549364326e-05	3.12711731901809e-05	5.04356378216848e-05	2.5716479487433803e-05	4.0050303180795096e-05	3.81723098064664e-05	2.4382413777689302e-05	1.2254537242414e-05	2.7178773932227803e-05	1.9512083144429603e-05	1.2740638815630199e-05	1.09138930220206e-05	1.2903642052969501e-05	1.28281071373324e-05	1.58449492491227e-05	1.05659031701011e-05	8.62026147305491e-06	0.00025455818245457	0.00029137529137528997	4.57812571533214e-05	0.0	9.41560479568138e-05	1.93393672159047e-05
Candidatus Kuenenbacteria	4.31099519324036e-05	1.36658746786147e-05	2.3862006019191e-05	1.66196883476041e-05	1.65232358003442e-05	1.28450501599209e-05	3.53971859237191e-05	2.0847448793453896e-05	2.94207887293161e-05	1.8368913919595602e-05	4.4055333498874605e-05	7.63446196129328e-06	1.62549425184595e-05	1.5755833597389403e-05	1.05387082594353e-05	1.4921004757505e-05	8.863053089134061e-06	3.6379643406735296e-06	3.22591051324236e-06	1.0564323524862e-05	1.0398247944736802e-05	3.3018447406566e-06	2.0524432078702202e-06	0.00022273840964775	0.0	1.5260419051107097e-05	0.0	5.49243613081414e-05	1.2892911477269801e-05
Candidatus Lloydbacteria	4.31099519324036e-05	1.4235286123557e-05	5.0706762790780896e-05	5.6506940381854e-05	2.7538726333907105e-05	6.42252507996044e-05	2.3598123949145998e-05	3.12711731901809e-05	2.52178189108424e-05	3.6737827839191204e-05	2.00251515903975e-05	6.48929266709929e-05	6.501977007383809e-05	1.2254537242414e-05	1.30347181103541e-05	1.9512083144429603e-05	1.2186697997559301e-05	1.39455299725819e-05	7.79595040700238e-06	1.32054044060775e-05	1.7825567905263e-05	1.05659031701011e-05	8.62026147305491e-06	0.0	0.0	0.0	0.0	0.00010200238528654001	3.86787344318094e-05
Candidatus Kerfeldbacteria	0.00015088483176341002	3.24564523617099e-05	5.96550150479775e-05	2.9915439025687397e-05	3.30464716006885e-05	2.14084169332015e-05	2.3598123949145998e-05	1.73728739945449e-05	3.78267283662636e-05	2.20426967035147e-05	2.8035212226556605e-05	4.580677176775971e-05	2.03186781480744e-05	1.75064817748771e-05	1.58080623891529e-05	1.8364313547698397e-05	8.30911227106318e-06	1.24297114973012e-05	1.74736819467295e-05	1.96194579747437e-05	8.41762928859644e-06	7.26405842944453e-06	4.92586369888852e-06	0.00019091863684093	0.0	4.57812571533214e-05	0.0	0.00014123407193522	1.93393672159047e-05
Candidatus Terrybacteria	0.0	4.745095374518991e-06	3.57930090287865e-05	1.66196883476041e-05	2.7538726333907105e-05	1.28450501599209e-05	1.47488274682163e-05	1.73728739945449e-05	2.1014849092368697e-05	1.8368913919595602e-05	2.4030181908477e-05	1.14516929419399e-05	2.4382413777689302e-05	1.3129861331157901e-05	7.2106951248767595e-06	1.9512083144429603e-05	8.863053089134061e-06	4.85061912089804e-06	6.4518210264847295e-06	4.90486449368593e-06	6.93216529649119e-06	3.96221368878793e-06	4.51537505731448e-06	9.54593184204665e-05	0.0	0.0	0.0	4.70780239784069e-05	0.0
Candidatus Yonathbacteria	0.0	1.4235286123557e-05	3.87757597811854e-05	6.64787533904164e-05	3.30464716006885e-05	4.28168338664029e-05	3.53971859237191e-05	3.12711731901809e-05	2.52178189108424e-05	3.30640450552721e-05	6.80855154073516e-05	3.81723098064664e-05	4.4701091925763704e-05	1.40051854199017e-05	1.02613738315554e-05	1.03299263705804e-05	1.10788163614176e-05	1.12170567170767e-05	8.60242803531297e-06	1.5846485287293e-05	7.42731996052627e-06	4.95276711098491e-06	6.56781826518469e-06	3.18197728068222e-05	0.0	0.0	0.0	0.00017261942125415	3.86787344318094e-05
Candidatus Niyogibacteria	2.15549759662018e-05	3.98588011459595e-06	1.19310030095955e-05	9.97181300856246e-06	1.37693631669535e-05	0.0	1.47488274682163e-05	0.0	4.20296981847373e-06	1.1021348351757401e-05	4.00503031807951e-06	7.63446196129328e-06	1.21912068888446e-05	7.002592709950861e-06	3.88268199031826e-06	4.59107838692461e-06	6.64728981685055e-06	1.81898217033677e-06	2.1506070088282396e-06	3.77297268745072e-06	2.47577332017542e-06	1.6509223703283e-06	1.64195456629617e-06	0.00012727909122728002	0.0	0.0	0.0	7.84633732973448e-06	1.2892911477269801e-05
Candidatus Campbellbacteria	0.0	1.17678365288071e-05	4.4741261285983203e-05	3.9887252034249895e-05	4.6815834767642e-05	4.70985172530432e-05	1.76985929618595e-05	3.12711731901809e-05	3.78267283662636e-05	2.20426967035147e-05	3.60452728627156e-05	3.05378478451731e-05	1.21912068888446e-05	1.66311576861333e-05	9.70670497579564e-06	1.14776959673115e-05	6.64728981685055e-06	3.6379643406735296e-06	6.72064690258826e-06	8.67783718113665e-06	2.47577332017542e-06	3.3018447406566e-06	2.8734204910183e-06	0.00015909886403411	0.0	0.0	0.0	0.00015692674659468998	2.5785822954539602e-05
Candidatus Colwellbacteria	2.15549759662018e-05	5.31450681946127e-06	2.3862006019191e-05	1.99436260171249e-05	2.47848537005164e-05	3.4253467093122304e-05	2.06483584555028e-05	1.38982991956359e-05	1.68118792738949e-05	1.4695131135676502e-05	4.4055333498874605e-05	3.05378478451731e-05	1.62549425184595e-05	7.002592709950861e-06	5.26935412971763e-06	1.14776959673115e-05	4.98546736263791e-06	3.3348006456174e-06	1.12906867963483e-05	7.9232426436465e-06	6.4370106324561e-06	4.62258263691925e-06	2.46293184944426e-06	0.0	0.0	0.0	0.0	3.1385349318937896e-05	1.93393672159047e-05
